crop,Tave_high,Tmax_high,Tmin_high,GDD>0_high,GDD>10_high,PRE_high,SSD_high,RAD_high,Tave_low,Tmax_low,Tmin_low,GDD>0_low,GDD>10_low,PRE_low,SSD_low,RAD_low
W-NWC,7.3 ,13.1 ,2.9 ,1887.7 ,572.2 ,205.0 ,1336.7 ,2851.0 ,7.4 ,13.2 ,2.9 ,1880.3 ,562.3 ,195.9 ,1286.6 ,2765.6 
SR-YZB,25.9 ,30.3 ,22.8 ,3231.4 ,1981.4 ,616.2 ,748.4 ,2012.8 ,25.6 ,29.9 ,22.6 ,3159.7 ,1924.7 ,525.7 ,700.8 ,1915.1 
SR-YZB,27.2 ,31.8 ,23.4 ,2853.8 ,1803.8 ,337.4 ,566.7 ,1621.3 ,26.6 ,32.1 ,23.1 ,2763.1 ,1723.1 ,450.3 ,604.2 ,1709.8 
SR-YZB,25.8 ,29.8 ,22.6 ,2900.4 ,1775.4 ,819.6 ,497.0 ,1520.7 ,25.5 ,29.6 ,22.4 ,2961.4 ,1801.4 ,817.7 ,515.8 ,1550.5 
SR-YZB,26.0 ,29.9 ,23.0 ,3325.0 ,2045.0 ,546.7 ,750.0 ,1962.0 ,25.7 ,29.9 ,22.6 ,3216.0 ,1966.0 ,527.4 ,793.3 ,2009.1 
SR-YZB,25.4 ,29.3 ,22.5 ,3532.6 ,2142.6 ,558.8 ,876.1 ,2220.2 ,25.4 ,29.7 ,22.3 ,3178.5 ,1928.5 ,483.7 ,622.0 ,1748.3 
SR-YZB,25.9 ,31.8 ,21.7 ,3393.5 ,2083.5 ,,846.2 ,2274.1 ,26.6 ,32.1 ,22.4 ,2868.6 ,1788.6 ,,596.0 ,1740.2 
SR-YZB,27.2 ,32.6 ,22.9 ,2856.0 ,1806.0 ,450.2 ,694.9 ,1884.5 ,26.6 ,32.1 ,22.1 ,2762.4 ,1722.4 ,403.1 ,689.8 ,1870.3 
SR-YZB,25.1 ,29.7 ,21.7 ,2812.7 ,1692.7 ,619.1 ,477.6 ,1572.6 ,25.2 ,29.7 ,21.7 ,2842.2 ,1712.2 ,619.1 ,482.8 ,1587.0 
SR-YZB,27.1 ,33.1 ,22.8 ,3064.7 ,1934.7 ,333.4 ,664.0 ,1893.3 ,27.5 ,33.5 ,23.3 ,2942.5 ,1872.5 ,346.3 ,627.2 ,1789.1 
SR-YZB,27.1 ,32.0 ,23.2 ,2899.3 ,1829.3 ,341.0 ,700.0 ,1911.2 ,27.1 ,32.0 ,23.1 ,3030.7 ,1910.7 ,349.7 ,727.2 ,1987.6 
SR-YZB,28.2 ,33.8 ,24.0 ,3327.7 ,2147.7 ,313.8 ,679.1 ,1942.7 ,27.7 ,33.4 ,23.4 ,3070.4 ,1960.4 ,308.9 ,645.6 ,1848.7 
SR-YZB,27.6 ,33.1 ,23.4 ,2836.9 ,1806.9 ,278.6 ,660.9 ,1816.2 ,26.5 ,31.9 ,22.4 ,2886.6 ,1796.6 ,330.1 ,662.7 ,1862.2 
SR-YZB,27.3 ,31.7 ,24.1 ,2912.3 ,1845.6 ,388.7 ,596.5 ,1660.7 ,26.4 ,30.7 ,23.2 ,2950.3 ,1830.3 ,662.0 ,595.3 ,1679.4 
SR-YZB,24.6 ,30.1 ,21.1 ,2781.8 ,1651.8 ,610.4 ,558.4 ,1692.2 ,24.3 ,30.0 ,20.7 ,2942.2 ,1732.2 ,464.2 ,611.0 ,1771.7 
SR-YZB,25.6 ,30.0 ,22.4 ,2902.4 ,1767.4 ,929.3 ,576.1 ,1645.5 ,25.6 ,30.0 ,22.5 ,2922.7 ,1782.7 ,934.0 ,564.0 ,1634.4 
SR-YZB,28.0 ,33.5 ,24.1 ,3404.8 ,2187.3 ,611.5 ,615.4 ,1836.2 ,28.0 ,33.5 ,24.1 ,3334.6 ,2144.6 ,578.0 ,615.4 ,1809.1 
SR-YZB,27.5 ,33.5 ,23.6 ,3247.3 ,2067.3 ,536.3 ,625.0 ,1813.4 ,27.6 ,33.7 ,23.7 ,3149.5 ,2009.5 ,490.3 ,614.7 ,1770.6 
SR-YZB,24.3 ,28.8 ,21.2 ,2720.9 ,1600.9 ,726.0 ,487.6 ,1586.9 ,24.5 ,29.4 ,21.2 ,2966.7 ,1751.7 ,858.7 ,544.2 ,1744.4 
SR-YZB,25.8 ,30.8 ,22.5 ,3103.8 ,1900.4 ,857.8 ,415.2 ,1508.7 ,26.3 ,31.2 ,23.1 ,3131.8 ,1939.3 ,785.3 ,431.0 ,1535.0 
SR-YZB,24.1 ,28.5 ,21.0 ,2902.9 ,1696.2 ,758.0 ,388.8 ,1484.3 ,23.8 ,28.7 ,20.7 ,3145.6 ,1825.6 ,728.7 ,447.3 ,1630.5 
SR-YZB,27.5 ,32.1 ,24.1 ,2861.6 ,1821.6 ,596.4 ,650.1 ,1786.3 ,27.8 ,32.5 ,24.4 ,2922.3 ,1872.3 ,465.5 ,695.7 ,1785.1 
SR-YZB,27.1 ,31.1 ,24.3 ,2872.0 ,1812.0 ,466.7 ,598.4 ,1689.7 ,27.3 ,31.3 ,24.5 ,2661.3 ,1686.3 ,461.8 ,551.0 ,1559.8 
SR-YZB,26.4 ,30.6 ,23.2 ,2836.3 ,1762.3 ,503.0 ,582.9 ,1665.1 ,27.0 ,31.3 ,24.0 ,3083.8 ,1938.8 ,461.4 ,646.2 ,1813.4 
SR-YZB,26.5 ,30.8 ,23.7 ,3289.8 ,2049.8 ,432.3 ,747.5 ,2012.4 ,26.5 ,30.8 ,23.7 ,3289.8 ,2049.8 ,432.3 ,747.5 ,2012.4 
SR-YZB,27.2 ,31.6 ,24.1 ,2960.9 ,1870.9 ,572.9 ,498.2 ,1583.8 ,27.2 ,31.6 ,24.1 ,2960.9 ,1870.9 ,572.9 ,498.2 ,1583.8 
SR-YZB,28.8 ,33.5 ,25.0 ,2880.0 ,1880.0 ,510.0 ,703.6 ,1842.1 ,28.1 ,32.8 ,24.4 ,3207.0 ,2067.0 ,522.5 ,780.4 ,2041.0 
SR-YZB,26.3 ,31.4 ,22.4 ,2971.9 ,1841.9 ,578.4 ,544.9 ,1696.9 ,26.2 ,31.3 ,22.7 ,2894.6 ,1791.3 ,682.2 ,552.6 ,1681.3 
SR-YZB,25.8 ,30.5 ,22.5 ,2972.5 ,1822.5 ,359.6 ,675.2 ,1833.7 ,27.1 ,31.9 ,23.5 ,2903.4 ,1830.5 ,376.2 ,675.0 ,1854.3 
SR-YZB,25.7 ,30.0 ,22.7 ,2739.3 ,1674.3 ,,508.6 ,1423.4 ,26.0 ,31.2 ,22.8 ,2852.3 ,1749.8 ,,520.4 ,1601.9 
SR-YZB,25.8 ,30.0 ,22.6 ,3347.9 ,2047.9 ,703.3 ,802.8 ,2047.8 ,25.8 ,30.0 ,22.6 ,3347.9 ,2047.9 ,703.3 ,802.8 ,2047.8 
SR-YZB,24.4 ,28.6 ,21.2 ,3291.9 ,1942.0 ,812.8 ,570.3 ,1699.9 ,24.2 ,28.4 ,21.0 ,3504.9 ,2055.1 ,841.0 ,598.7 ,1811.6 
SR-YZB,25.5 ,29.8 ,22.2 ,3186.4 ,1936.4 ,692.1 ,629.7 ,1756.3 ,25.1 ,29.4 ,21.8 ,3232.0 ,1942.0 ,700.5 ,641.7 ,1781.0 
SR-YZB,25.8 ,29.8 ,22.8 ,3246.0 ,1988.5 ,491.8 ,623.5 ,1759.1 ,25.0 ,29.3 ,21.8 ,3192.1 ,1912.1 ,607.6 ,640.5 ,1792.7 
SR-YZB,25.8 ,29.8 ,22.8 ,3313.0 ,2029.0 ,694.0 ,713.3 ,1885.9 ,26.3 ,30.4 ,23.2 ,3400.2 ,2106.9 ,776.9 ,657.2 ,1824.4 
SR-YZB,24.6 ,28.9 ,21.5 ,3077.5 ,1827.5 ,883.3 ,593.9 ,1736.1 ,24.6 ,28.9 ,21.5 ,3077.5 ,1827.5 ,883.3 ,593.9 ,1736.1 
SR-YZB,25.0 ,29.0 ,21.8 ,2994.4 ,1794.4 ,901.3 ,547.7 ,1622.8 ,25.0 ,29.1 ,22.0 ,2992.1 ,1796.1 ,1024.5 ,536.3 ,1604.8 
SR-YZB,23.0 ,27.1 ,19.8 ,2976.6 ,1679.9 ,833.1 ,818.2 ,2009.4 ,23.0 ,27.2 ,19.9 ,3039.8 ,1719.8 ,897.9 ,832.7 ,2049.9 
SR-YZB,24.9 ,29.4 ,21.4 ,2910.1 ,1740.1 ,498.9 ,513.0 ,1653.7 ,24.9 ,29.9 ,21.3 ,2671.1 ,1596.1 ,512.8 ,433.0 ,1467.4 
SR-YZB,25.5 ,30.6 ,21.7 ,2927.2 ,1777.2 ,568.2 ,457.2 ,1566.6 ,26.0 ,31.0 ,22.6 ,2813.1 ,1733.1 ,409.3 ,434.7 ,1481.3 
SR-YZB,25.2 ,30.1 ,21.7 ,2960.4 ,1783.7 ,632.6 ,510.4 ,1668.7 ,26.6 ,31.0 ,23.3 ,3098.4 ,1931.8 ,533.1 ,552.7 ,1732.7 
SR-YZB,25.7 ,31.1 ,22.1 ,2771.3 ,1691.3 ,551.7 ,516.0 ,1618.5 ,26.0 ,31.4 ,22.4 ,2882.1 ,1772.1 ,518.0 ,528.0 ,1658.6 
SR-YZB,25.3 ,30.4 ,22.0 ,3061.9 ,1851.9 ,829.8 ,485.2 ,1628.7 ,24.9 ,29.4 ,21.7 ,2937.0 ,1757.0 ,702.6 ,499.6 ,1659.6 
SR-YZB,24.2 ,29.4 ,20.6 ,2805.1 ,1645.1 ,717.2 ,377.8 ,1449.7 ,24.3 ,29.6 ,20.6 ,2864.7 ,1684.7 ,717.2 ,407.6 ,1511.2 
SR-YZB,26.0 ,31.6 ,22.8 ,2600.6 ,1600.6 ,773.0 ,380.3 ,1328.7 ,25.3 ,30.8 ,22.1 ,2931.3 ,1771.3 ,846.4 ,448.6 ,1501.4 
SR-YZB,24.2 ,29.0 ,21.2 ,2472.1 ,1452.1 ,835.8 ,390.8 ,1367.0 ,24.0 ,28.8 ,21.1 ,2717.5 ,1587.5 ,922.7 ,433.8 ,1507.8 
SR-YZB,24.8 ,28.3 ,21.8 ,3243.4 ,1933.4 ,522.6 ,881.2 ,2113.2 ,24.6 ,28.1 ,21.7 ,3163.7 ,1877.1 ,517.2 ,872.8 ,2077.7 
SR-YZB,25.2 ,29.2 ,22.2 ,2943.7 ,1773.7 ,569.8 ,706.2 ,1784.0 ,25.2 ,29.2 ,22.2 ,3222.5 ,1942.5 ,700.0 ,738.1 ,1906.9 
SR-YZB,26.1 ,32.1 ,22.6 ,3501.3 ,2161.3 ,924.6 ,702.7 ,2039.5 ,26.1 ,32.1 ,22.6 ,3501.3 ,2161.3 ,924.6 ,702.7 ,2039.5 
SR-YZB,25.0 ,29.1 ,21.9 ,2888.5 ,1731.0 ,562.7 ,512.3 ,1564.1 ,24.6 ,29.0 ,21.5 ,2834.2 ,1684.2 ,548.7 ,523.7 ,1549.2 
SR-YZB,27.5 ,32.7 ,24.0 ,3267.8 ,2082.8 ,,661.4 ,1821.8 ,28.4 ,33.0 ,24.9 ,3146.4 ,2036.4 ,,649.5 ,1802.8 
SR-YZB,27.1 ,32.8 ,23.4 ,3058.2 ,1929.4 ,659.3 ,651.0 ,1807.7 ,27.3 ,33.3 ,23.3 ,3030.6 ,1920.6 ,483.1 ,688.8 ,1856.1 
SR-YZB,25.1 ,31.1 ,21.2 ,2881.1 ,1734.5 ,497.0 ,673.1 ,1789.5 ,25.3 ,31.4 ,21.3 ,2684.3 ,1624.3 ,435.6 ,642.2 ,1689.1 
SR-YZB,24.5 ,29.8 ,21.3 ,2736.1 ,1616.1 ,589.0 ,467.1 ,1533.2 ,24.4 ,29.7 ,21.0 ,2838.8 ,1673.8 ,502.7 ,478.1 ,1587.6 
SR-YZB,25.5 ,30.8 ,22.1 ,3080.4 ,1870.4 ,563.0 ,409.2 ,1515.1 ,25.0 ,30.7 ,21.4 ,3091.2 ,1851.2 ,521.8 ,452.5 ,1582.8 
SR-YZB,23.5 ,28.6 ,20.1 ,2991.5 ,1718.2 ,515.0 ,602.8 ,1849.7 ,24.0 ,29.6 ,20.4 ,3071.4 ,1791.4 ,717.1 ,504.8 ,1687.5 
SR-YZB,27.7 ,32.1 ,24.9 ,3200.7 ,2045.7 ,511.3 ,576.3 ,1685.4 ,27.7 ,32.1 ,24.8 ,3461.7 ,2211.7 ,574.6 ,621.2 ,1841.3 
SR-YZB,28.1 ,32.6 ,24.9 ,2899.1 ,1866.6 ,351.0 ,580.9 ,1653.0 ,28.2 ,33.0 ,24.6 ,2971.2 ,1918.7 ,434.4 ,653.1 ,1792.6 
SR-YZB,26.3 ,31.4 ,22.3 ,2971.2 ,1841.2 ,497.8 ,435.1 ,1488.2 ,26.3 ,31.8 ,22.5 ,2966.3 ,1836.3 ,652.9 ,474.9 ,1561.9 
SR-YZB,27.5 ,32.5 ,23.7 ,2668.0 ,1698.0 ,330.5 ,640.6 ,1743.1 ,27.1 ,32.2 ,23.3 ,2845.8 ,1790.8 ,434.1 ,599.0 ,1702.2 
SR-YZB,25.4 ,31.2 ,21.9 ,3044.1 ,1844.1 ,,624.4 ,1864.7 ,26.6 ,31.4 ,23.1 ,2908.5 ,1812.9 ,,658.8 ,1821.7 
SR-YZB,26.3 ,30.6 ,22.5 ,3361.8 ,2081.8 ,736.1 ,555.3 ,1820.6 ,27.0 ,31.3 ,23.3 ,3218.2 ,2028.2 ,660.2 ,560.4 ,1745.3 
SR-YZB,27.3 ,32.0 ,23.4 ,2648.8 ,1678.8 ,,496.9 ,1496.3 ,25.2 ,30.8 ,21.6 ,2696.7 ,1626.7 ,,364.5 ,1356.0 
SR-YZB,28.4 ,33.2 ,24.3 ,2866.5 ,1856.5 ,350.7 ,768.7 ,1935.5 ,26.8 ,33.0 ,22.7 ,2656.8 ,1666.8 ,604.6 ,666.0 ,1764.7 
SR-YZB,24.6 ,28.6 ,21.8 ,2957.9 ,1752.9 ,698.6 ,592.8 ,1693.1 ,24.5 ,28.4 ,21.8 ,3074.0 ,1818.0 ,703.2 ,563.3 ,1681.3 
SR-YZB,25.1 ,29.2 ,22.1 ,3177.2 ,1910.6 ,386.6 ,527.6 ,1594.1 ,24.5 ,28.7 ,21.4 ,3269.8 ,1936.5 ,518.7 ,592.3 ,1748.5 
SR-YZB,24.8 ,28.4 ,22.1 ,3176.3 ,1896.3 ,,681.7 ,1832.3 ,25.2 ,29.2 ,22.2 ,3174.3 ,1914.3 ,,568.9 ,1673.4 
SR-YZB,24.1 ,28.2 ,21.1 ,3058.7 ,1788.7 ,636.3 ,516.9 ,1611.8 ,24.2 ,28.1 ,21.0 ,2738.0 ,1608.0 ,716.5 ,538.4 ,1547.5 
SR-YZB,23.3 ,27.3 ,20.1 ,2987.2 ,1706.1 ,509.4 ,677.3 ,1779.8 ,23.0 ,27.3 ,19.7 ,2619.2 ,1479.2 ,366.2 ,664.3 ,1661.3 
SR-YZB,24.7 ,29.8 ,21.1 ,2753.2 ,1638.2 ,480.5 ,433.1 ,1487.7 ,24.2 ,29.6 ,20.5 ,2810.5 ,1647.2 ,511.9 ,444.8 ,1538.1 
SR-YZB,25.2 ,30.5 ,21.4 ,2665.9 ,1605.9 ,483.3 ,623.1 ,1769.7 ,25.6 ,31.0 ,21.8 ,2867.4 ,1747.4 ,698.4 ,591.0 ,1751.8 
SR-YZB,25.5 ,30.6 ,21.7 ,2931.2 ,1781.2 ,628.3 ,628.8 ,1843.9 ,25.2 ,30.6 ,21.3 ,2926.4 ,1766.4 ,576.6 ,616.7 ,1830.4 
SR-YZB,25.7 ,30.9 ,22.0 ,2827.7 ,1727.7 ,472.0 ,511.2 ,1627.1 ,25.3 ,31.1 ,21.5 ,2999.1 ,1814.1 ,454.1 ,553.6 ,1754.2 
SR-YZB,25.1 ,29.8 ,21.7 ,2909.1 ,1749.1 ,568.0 ,520.9 ,1680.6 ,25.1 ,29.8 ,21.6 ,2860.3 ,1718.6 ,517.9 ,562.8 ,1737.7 
SR-YZB,24.5 ,30.1 ,20.7 ,2622.9 ,1552.9 ,520.0 ,449.0 ,1502.0 ,24.0 ,29.6 ,20.2 ,2787.5 ,1627.5 ,550.7 ,476.2 ,1610.1 
SR-YZB,25.1 ,30.6 ,21.3 ,2712.9 ,1632.9 ,442.4 ,491.9 ,1581.8 ,25.3 ,30.7 ,21.5 ,2678.6 ,1618.6 ,440.6 ,480.0 ,1548.5 
SR-YZB,26.3 ,29.7 ,23.6 ,3014.1 ,1869.1 ,345.4 ,580.6 ,1588.7 ,25.1 ,28.3 ,22.4 ,3082.3 ,1852.3 ,461.4 ,734.3 ,1843.7 
SR-YZB,25.7 ,32.1 ,21.7 ,3192.6 ,1952.6 ,720.4 ,672.4 ,1974.5 ,25.7 ,32.1 ,21.7 ,3192.6 ,1952.6 ,720.4 ,672.4 ,1974.5 
SR-YZB,26.0 ,30.0 ,22.9 ,2989.6 ,1839.6 ,543.8 ,656.7 ,1815.9 ,25.0 ,30.2 ,21.3 ,3209.3 ,1927.3 ,786.1 ,618.9 ,1872.4 
SR-YZB,24.2 ,29.3 ,20.8 ,2387.3 ,1407.3 ,468.9 ,489.2 ,1488.9 ,25.0 ,30.7 ,21.4 ,2723.8 ,1633.8 ,438.9 ,534.3 ,1643.7 
SR-YZB,28.5 ,32.8 ,25.3 ,3165.3 ,2052.8 ,444.4 ,671.5 ,1829.7 ,28.1 ,32.4 ,25.0 ,3074.5 ,1981.1 ,406.3 ,646.5 ,1748.7 
SR-YZB,28.0 ,32.3 ,24.9 ,2909.4 ,1869.4 ,380.9 ,634.8 ,1708.8 ,27.7 ,32.1 ,24.3 ,2978.0 ,1901.4 ,426.4 ,679.7 ,1836.7 
SR-YZB,28.8 ,33.7 ,25.2 ,3009.2 ,1964.2 ,324.9 ,704.4 ,1844.5 ,27.2 ,32.1 ,23.8 ,2778.4 ,1758.4 ,263.0 ,571.4 ,1564.6 
SR-YZB,26.2 ,32.2 ,22.3 ,2734.2 ,1691.7 ,431.9 ,621.8 ,1749.4 ,26.2 ,32.0 ,22.6 ,2486.7 ,1538.1 ,446.8 ,621.1 ,1666.0 
SR-YZB,26.3 ,31.9 ,22.4 ,3097.3 ,1917.3 ,558.4 ,789.1 ,2092.1 ,26.4 ,31.6 ,22.9 ,3025.6 ,1878.9 ,589.7 ,731.3 ,1998.7 
SR-YZB,23.5 ,27.7 ,20.2 ,3161.8 ,1816.3 ,418.3 ,736.8 ,1915.9 ,23.8 ,28.3 ,20.2 ,3092.6 ,1792.6 ,384.6 ,661.4 ,1791.0 
SR-YZB,25.7 ,29.9 ,22.5 ,3262.1 ,1992.1 ,742.8 ,718.1 ,1928.8 ,25.7 ,29.8 ,22.6 ,3152.4 ,1927.4 ,715.6 ,679.5 ,1843.2 
SR-YZB,27.2 ,31.8 ,24.0 ,2940.4 ,1860.4 ,361.0 ,600.0 ,1651.9 ,26.2 ,30.9 ,23.0 ,2649.6 ,1639.6 ,350.3 ,431.7 ,1315.2 
SR-YZB,28.4 ,34.0 ,24.4 ,3045.4 ,1972.1 ,398.1 ,690.0 ,1824.5 ,29.1 ,34.1 ,25.4 ,3173.2 ,2083.2 ,410.1 ,648.2 ,1783.8 
SR-YZB,24.0 ,29.5 ,20.8 ,2521.6 ,1471.6 ,1119.0 ,379.4 ,1316.4 ,23.9 ,29.0 ,20.6 ,3299.3 ,1919.3 ,1196.5 ,502.2 ,1763.5 
SR-YZB,25.6 ,30.1 ,22.6 ,2780.2 ,1695.2 ,,409.3 ,1442.4 ,24.2 ,29.2 ,21.0 ,3703.5 ,2173.5 ,,562.3 ,1965.5 
SR-YZB,25.0 ,29.7 ,21.9 ,2724.7 ,1634.7 ,479.6 ,311.6 ,1294.1 ,25.4 ,30.4 ,22.3 ,2842.6 ,1722.6 ,410.3 ,322.8 ,1332.4 
SR-YZB,23.8 ,28.1 ,20.7 ,2981.3 ,1746.8 ,566.4 ,717.4 ,1776.7 ,23.3 ,27.0 ,20.4 ,2878.0 ,1670.0 ,697.6 ,630.6 ,1630.4 
SR-YZB,28.3 ,32.9 ,25.0 ,2747.2 ,1777.2 ,331.6 ,536.5 ,1512.6 ,27.9 ,32.4 ,24.6 ,2819.0 ,1809.0 ,341.9 ,550.5 ,1545.7 
SR-YZB,25.1 ,30.0 ,21.5 ,3151.4 ,1897.8 ,497.7 ,714.7 ,1851.7 ,25.4 ,30.2 ,21.8 ,3397.3 ,2058.7 ,566.7 ,753.0 ,1985.9 
SR-YZB,24.7 ,28.1 ,21.9 ,3087.4 ,1838.1 ,645.5 ,804.4 ,1933.1 ,24.7 ,28.1 ,21.9 ,3087.4 ,1838.1 ,645.5 ,804.4 ,1933.1 
SR-YZB,26.1 ,31.3 ,22.8 ,2849.4 ,1759.4 ,,587.1 ,1722.7 ,25.8 ,30.8 ,22.7 ,2622.1 ,1606.6 ,,553.2 ,1614.5 
SR-YZB,25.8 ,31.2 ,22.3 ,3151.0 ,1927.7 ,486.5 ,713.8 ,1981.3 ,26.1 ,31.5 ,22.6 ,3179.7 ,1959.7 ,559.8 ,716.7 ,2009.6 
SR-YZB,26.4 ,31.8 ,23.1 ,2908.6 ,1808.6 ,882.5 ,520.8 ,1623.6 ,26.0 ,31.5 ,22.6 ,2739.2 ,1684.2 ,791.5 ,499.1 ,1549.0 
M-SWC,22.6 ,27.8 ,19.0 ,2754.3 ,1540.6 ,515.8 ,510.0 ,1704.0 ,22.0 ,26.7 ,18.4 ,2924.4 ,1602.5 ,604.3 ,655.1 ,2016.9 
M-SWC,22.0 ,27.0 ,18.9 ,2744.2 ,1498.0 ,828.7 ,612.8 ,1874.7 ,21.6 ,26.6 ,18.3 ,3260.7 ,1750.7 ,927.6 ,751.7 ,2279.6 
M-SWC,21.8 ,27.0 ,17.9 ,2762.9 ,1500.3 ,413.7 ,690.6 ,2032.9 ,21.7 ,27.0 ,17.7 ,3102.1 ,1679.5 ,415.2 ,807.5 ,2323.1 
M-SWC,23.9 ,28.8 ,19.9 ,2792.1 ,1625.2 ,846.3 ,646.1 ,1883.3 ,24.3 ,29.3 ,20.6 ,2816.9 ,1661.6 ,843.8 ,632.6 ,1857.4 
M-SWC,26.7 ,32.3 ,22.6 ,4084.6 ,2554.9 ,428.2 ,857.1 ,2461.0 ,26.8 ,32.4 ,22.5 ,4659.3 ,2919.3 ,548.5 ,1065.4 ,2875.4 
M-SWC,20.3 ,24.4 ,17.6 ,2779.7 ,1407.7 ,905.1 ,625.5 ,1975.8 ,20.3 ,24.2 ,17.9 ,2234.0 ,1134.0 ,769.8 ,468.8 ,1515.4 
M-SWC,21.1 ,25.7 ,18.0 ,2993.9 ,1579.5 ,949.0 ,573.4 ,1945.3 ,22.3 ,27.0 ,19.0 ,2870.0 ,1583.8 ,747.4 ,558.2 ,1827.6 
M-SWC,23.5 ,29.0 ,19.6 ,2876.8 ,1651.8 ,825.5 ,398.4 ,1527.2 ,23.6 ,29.2 ,19.7 ,3020.4 ,1740.4 ,825.9 ,425.1 ,1608.3 
M-SWC,22.5 ,27.6 ,19.1 ,3390.4 ,1887.1 ,801.7 ,510.5 ,1890.9 ,22.8 ,27.9 ,19.4 ,3489.9 ,1960.9 ,818.6 ,522.3 ,1926.8 
M-SWC,21.0 ,25.9 ,17.7 ,3534.6 ,1865.1 ,770.7 ,727.7 ,2353.0 ,20.6 ,25.5 ,17.2 ,3009.1 ,1561.5 ,654.4 ,625.2 ,2041.8 
M-SWC,26.0 ,30.4 ,22.8 ,2624.6 ,1614.6 ,477.9 ,487.6 ,1502.9 ,26.0 ,30.4 ,22.8 ,2624.6 ,1614.6 ,477.9 ,487.6 ,1502.9 
M-SWC,24.0 ,29.8 ,19.8 ,3809.6 ,2219.6 ,778.5 ,816.6 ,2394.7 ,23.3 ,29.9 ,19.2 ,3684.9 ,2104.9 ,706.9 ,771.7 ,2320.0 
M-SWC,23.3 ,28.3 ,19.9 ,3569.1 ,2039.1 ,807.5 ,513.9 ,1807.0 ,25.1 ,30.5 ,21.4 ,3058.4 ,1838.4 ,508.7 ,478.3 ,1607.3 
M-SWC,24.6 ,29.9 ,21.0 ,3510.8 ,2086.8 ,884.8 ,608.1 ,1957.3 ,22.8 ,27.8 ,19.3 ,3014.6 ,1694.9 ,705.3 ,561.6 ,1826.1 
M-SWC,21.6 ,26.3 ,18.7 ,3125.2 ,1681.0 ,1169.1 ,516.0 ,1832.5 ,21.1 ,25.7 ,18.1 ,3143.8 ,1653.8 ,1220.4 ,508.2 ,1874.3 
M-SWC,19.4 ,25.3 ,15.6 ,3413.1 ,1653.5 ,988.1 ,776.1 ,2468.8 ,19.4 ,25.2 ,15.6 ,3388.8 ,1639.2 ,992.6 ,762.8 ,2438.6 
M-SWC,21.9 ,26.7 ,18.7 ,3129.7 ,1699.7 ,718.9 ,551.7 ,1913.3 ,22.9 ,28.5 ,19.3 ,2950.1 ,1664.1 ,783.2 ,488.6 ,1717.7 
M-SWC,21.0 ,25.7 ,18.1 ,2903.9 ,1523.9 ,607.9 ,441.5 ,1692.7 ,21.0 ,25.6 ,18.0 ,2724.4 ,1424.4 ,586.7 ,409.8 ,1594.3 
M-SWC,21.7 ,26.4 ,18.7 ,2746.2 ,1481.2 ,874.0 ,527.2 ,1742.8 ,21.6 ,26.4 ,18.6 ,2944.1 ,1584.1 ,877.4 ,588.0 ,1904.2 
M-SWC,24.1 ,29.6 ,20.5 ,3062.9 ,1792.9 ,467.3 ,383.0 ,1530.8 ,23.3 ,28.9 ,19.7 ,3221.8 ,1839.3 ,593.0 ,442.0 ,1697.0 
M-SWC,22.4 ,27.8 ,19.0 ,3144.4 ,1737.7 ,670.5 ,465.8 ,1755.5 ,21.8 ,27.2 ,18.5 ,3425.7 ,1855.7 ,711.4 ,510.1 ,1927.5 
M-SWC,23.1 ,28.8 ,19.2 ,3064.1 ,1732.1 ,718.2 ,622.4 ,1951.0 ,21.0 ,26.4 ,17.5 ,3388.0 ,1775.2 ,858.9 ,525.0 ,1981.9 
M-SWC,22.6 ,29.0 ,18.1 ,3069.3 ,1709.3 ,757.7 ,663.2 ,2040.9 ,24.9 ,30.4 ,20.9 ,3392.7 ,2032.7 ,686.1 ,744.5 ,2171.6 
M-SWC,23.6 ,28.8 ,19.7 ,3331.1 ,1922.1 ,720.0 ,815.8 ,2332.2 ,23.3 ,28.4 ,19.3 ,2583.3 ,1473.3 ,623.9 ,622.6 ,1810.7 
M-SWC,24.5 ,29.4 ,21.0 ,3332.2 ,1972.2 ,539.7 ,778.1 ,2241.9 ,23.9 ,28.8 ,20.4 ,3199.9 ,1859.9 ,531.3 ,745.1 ,2172.3 
M-SWC,23.9 ,29.5 ,20.0 ,3779.0 ,2191.5 ,647.1 ,689.7 ,2140.0 ,24.8 ,30.4 ,20.8 ,3160.2 ,1880.2 ,553.6 ,569.1 ,1776.0 
M-SWC,20.2 ,25.9 ,16.7 ,2711.0 ,1371.0 ,712.3 ,698.3 ,2062.4 ,21.6 ,28.0 ,17.4 ,2792.2 ,1502.2 ,750.4 ,679.3 ,2031.2 
M-SWC,24.3 ,29.2 ,20.8 ,3983.5 ,2343.5 ,702.5 ,761.6 ,2377.2 ,24.3 ,29.3 ,20.9 ,3965.2 ,2335.2 ,697.2 ,761.6 ,2370.6 
M-SWC,23.8 ,28.9 ,20.3 ,4241.5 ,2461.5 ,689.3 ,994.0 ,2826.4 ,23.0 ,28.1 ,19.3 ,3341.2 ,1886.2 ,527.7 ,831.8 ,2342.6 
M-SWC,25.5 ,30.8 ,21.6 ,4123.5 ,2503.5 ,831.1 ,916.5 ,2588.3 ,24.2 ,29.6 ,20.2 ,3623.0 ,2123.0 ,692.9 ,822.2 ,2375.3 
