Sort,Soil quality,Crop,Year,Province,n.site,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk
115,high,early rice,2007,ERSC08,1,24.8 ,29.6 ,21.3 ,2034.0 ,1214.0 ,907.3 ,422.1 ,1284.5 ,medium_maturity,Paddy soils,,35.7 ,15.6 ,79.0 ,5.1 ,162 ,78 ,123 ,3525 ,6270 
116,low,early rice,2008,ERSC08,1,24.8 ,30.2 ,20.8 ,2034.9 ,1214.9 ,527.5 ,437.3 ,1310.1 ,early_maturity,Paddy soils,,20.6 ,9.7 ,71.0 ,4.9 ,143 ,62 ,102 ,1905 ,3780 
117,low,early rice,2006,ERSC08,1,25.3 ,30.4 ,21.6 ,2179.8 ,1319.8 ,582.6 ,467.5 ,1388.8 ,late_maturity,Paddy soils,,20.0 ,7.0 ,44.0 ,4.9 ,140 ,80 ,119 ,4470 ,6735 
118,low,early rice,2008,ERSC08,1,25.3 ,30.4 ,21.6 ,2179.8 ,1319.8 ,582.6 ,467.5 ,1388.8 ,medium_maturity,Paddy soils,,11.3 ,8.4 ,91.0 ,5.0 ,138 ,78 ,108 ,3750 ,6810 
119,high,early rice,2009,ERSC01,1,25.9 ,31.6 ,21.8 ,2281.3 ,1401.3 ,412.8 ,501.8 ,1461.1 ,late_maturity,Paddy soils,,38.9 ,16.5 ,49.0 ,4.9 ,150 ,60 ,105 ,6342 ,9093 
120,high,early rice,2009,ERSC01,1,24.7 ,30.5 ,20.6 ,2447.2 ,1457.2 ,527.6 ,523.5 ,1570.4 ,late_maturity,Paddy soils,,34.7 ,27.4 ,41.0 ,4.8 ,150 ,60 ,105 ,5532 ,7257 
121,high,early rice,2009,ERSC01,1,24.8 ,30.6 ,20.6 ,2454.4 ,1464.4 ,527.5 ,532.4 ,1585.5 ,late_maturity,Paddy soils,,39.0 ,23.0 ,76.0 ,5.1 ,150 ,60 ,105 ,4751 ,7950 
122,high,early rice,2009,ERSC01,1,24.6 ,30.4 ,20.4 ,2479.6 ,1469.6 ,525.9 ,530.1 ,1593.9 ,late_maturity,Paddy soils,,37.4 ,43.4 ,48.0 ,4.9 ,150 ,60 ,105 ,6944 ,9624 
123,low,early rice,2009,ERSC01,1,24.0 ,29.8 ,19.9 ,2690.4 ,1570.4 ,550.1 ,567.6 ,1728.0 ,late_maturity,Paddy soils,,6.6 ,3.5 ,64.0 ,5.2 ,150 ,60 ,105 ,8030 ,9567 
124,low,early rice,2007,ERSC01,1,23.8 ,29.0 ,20.3 ,2614.3 ,1514.3 ,1011.5 ,415.6 ,1459.6 ,late_maturity,Paddy soils,,31.7 ,10.8 ,45.0 ,5.1 ,165 ,60 ,105 ,3654 ,8592 
125,high,early rice,2007,ERSC01,1,25.0 ,30.5 ,21.3 ,2649.6 ,1589.6 ,977.7 ,472.6 ,1534.3 ,late_maturity,Paddy soils,,38.6 ,24.0 ,103.0 ,5.0 ,165 ,60 ,105 ,6156 ,8144 
126,high,early rice,2007,ERSC01,1,24.2 ,29.5 ,20.7 ,2713.2 ,1593.2 ,1013.5 ,455.2 ,1543.6 ,late_maturity,Paddy soils,,38.6 ,54.2 ,31.0 ,4.8 ,165 ,60 ,105 ,5640 ,8070 
127,high,early rice,2009,ERSC07,1,26.0 ,30.3 ,22.7 ,2079.1 ,1279.1 ,475.8 ,531.7 ,1450.4 ,medium_maturity,Paddy soils,,36.5 ,26.0 ,150.0 ,6.0 ,180 ,90 ,120 ,4512 ,8115 
128,low,early rice,2009,ERSC07,1,25.8 ,30.2 ,22.4 ,2319.7 ,1419.7 ,501.9 ,613.9 ,1653.4 ,early_maturity,Paddy soils,,25.1 ,12.3 ,54.0 ,5.8 ,135 ,72 ,68 ,4710 ,6945 
129,high,early rice,2008,ERSC07,1,26.1 ,30.6 ,22.6 ,2480.3 ,1530.3 ,457.0 ,596.8 ,1662.3 ,early_maturity,Paddy soils,,41.2 ,32.2 ,135.0 ,4.8 ,135 ,72 ,68 ,3795 ,6435 
130,high,early rice,2008,ERSC07,1,26.2 ,30.6 ,22.7 ,2093.9 ,1293.9 ,380.9 ,492.3 ,1385.9 ,early_maturity,Paddy soils,,38.7 ,19.7 ,114.0 ,5.2 ,150 ,63 ,68 ,3774 ,6434 
131,low,early rice,2008,ERSC07,1,26.2 ,30.6 ,22.7 ,2093.9 ,1293.9 ,380.9 ,492.3 ,1385.9 ,early_maturity,Paddy soils,,28.6 ,12.6 ,83.0 ,5.2 ,150 ,63 ,68 ,3279 ,5481 
132,low,early rice,2008,ERSC07,1,26.2 ,30.6 ,22.7 ,2093.9 ,1293.9 ,380.9 ,492.3 ,1385.9 ,early_maturity,Paddy soils,,33.2 ,12.2 ,98.0 ,5.1 ,150 ,63 ,68 ,3813 ,6027 
133,high,early rice,2008,ERSC07,1,26.2 ,30.6 ,22.7 ,2093.9 ,1293.9 ,380.9 ,492.3 ,1385.9 ,early_maturity,Paddy soils,,36.5 ,16.2 ,162.0 ,5.3 ,150 ,63 ,68 ,4131 ,6354 
134,high,early rice,2008,ERSC07,1,26.2 ,30.6 ,22.7 ,2093.9 ,1293.9 ,380.9 ,492.3 ,1385.9 ,early_maturity,Paddy soils,,38.6 ,20.1 ,176.0 ,5.2 ,150 ,63 ,68 ,4269 ,6635 
135,high,early rice,2008,ERSC07,1,26.1 ,30.6 ,22.5 ,2084.9 ,1284.9 ,380.9 ,494.8 ,1389.6 ,early_maturity,Paddy soils,,35.7 ,18.2 ,161.0 ,5.3 ,150 ,63 ,68 ,4031 ,6234 
136,high,early rice,2008,ERSC07,1,26.1 ,30.6 ,22.5 ,2084.9 ,1284.9 ,380.9 ,494.8 ,1389.6 ,early_maturity,Paddy soils,,34.3 ,16.7 ,126.0 ,5.3 ,150 ,63 ,68 ,3558 ,5888 
137,low,early rice,2008,ERSC07,1,26.0 ,30.5 ,22.4 ,2025.1 ,1245.1 ,380.5 ,481.3 ,1353.0 ,early_maturity,Paddy soils,,31.6 ,12.7 ,94.0 ,5.1 ,150 ,63 ,68 ,3402 ,5471 
138,low,early rice,2009,ERSC07,1,22.9 ,28.4 ,18.9 ,1853.9 ,1043.9 ,548.5 ,462.6 ,1333.0 ,early_maturity,Paddy soils,,27.1 ,9.4 ,81.0 ,5.8 ,195 ,72 ,113 ,5712 ,7388 
139,high,early rice,2008,ERSC07,1,24.8 ,29.5 ,21.1 ,2255.2 ,1345.2 ,267.3 ,539.9 ,1537.7 ,early_maturity,Paddy soils,,37.6 ,17.6 ,52.0 ,5.2 ,165 ,60 ,120 ,3383 ,6438 
140,low,early rice,2009,ERSC07,1,25.5 ,30.1 ,22.0 ,2343.8 ,1423.8 ,336.0 ,623.9 ,1684.5 ,early_maturity,Paddy soils,,31.9 ,8.1 ,72.0 ,5.7 ,165 ,62 ,60 ,4037 ,7194 
141,high,early rice,2005,ERSC07,1,25.7 ,29.8 ,22.6 ,2160.0 ,1320.0 ,512.3 ,503.8 ,1431.8 ,early_maturity,Paddy soils,,45.3 ,18.0 ,78.0 ,5.8 ,165 ,60 ,90 ,3098 ,5984 
142,low,early rice,2005,ERSC07,1,25.2 ,29.3 ,22.1 ,1936.7 ,1166.7 ,496.2 ,450.0 ,1292.1 ,early_maturity,Paddy soils,,33.3 ,13.8 ,93.0 ,4.5 ,165 ,60 ,90 ,3227 ,6500 
143,low,early rice,2010,ERSC07,1,24.3 ,28.3 ,21.3 ,1916.6 ,1126.6 ,762.9 ,278.1 ,1028.7 ,early_maturity,Paddy soils,,25.9 ,2.0 ,237.0 ,6.4 ,135 ,72 ,68 ,4695 ,6755 
144,high,early rice,2010,ERSC07,1,24.3 ,28.3 ,21.3 ,1916.6 ,1126.6 ,762.9 ,278.1 ,1028.7 ,early_maturity,Paddy soils,,48.9 ,57.6 ,258.0 ,7.0 ,135 ,72 ,68 ,4695 ,7140 
145,low,early rice,2010,ERSC07,1,24.3 ,28.3 ,21.3 ,1916.6 ,1126.6 ,762.9 ,278.1 ,1028.7 ,medium_maturity,Paddy soils,,30.8 ,3.0 ,85.0 ,5.2 ,165 ,90 ,90 ,5258 ,6330 
146,low,early rice,2009,ERSC07,1,24.9 ,29.7 ,21.3 ,1942.4 ,1162.4 ,448.4 ,439.4 ,1285.5 ,early_maturity,Paddy soils,,28.8 ,7.4 ,87.0 ,5.1 ,135 ,72 ,68 ,4571 ,6099 
147,high,early rice,2009,ERSC07,1,25.1 ,30.0 ,21.5 ,1909.8 ,1149.8 ,428.6 ,439.4 ,1271.6 ,early_maturity,Paddy soils,,37.4 ,27.3 ,156.0 ,4.8 ,135 ,72 ,68 ,4041 ,6381 
148,high,early rice,2007,ERSC07,1,25.2 ,29.5 ,21.7 ,1941.4 ,1171.4 ,232.6 ,356.2 ,1139.1 ,early_maturity,Paddy soils,,46.7 ,31.2 ,142.0 ,5.4 ,135 ,72 ,68 ,3765 ,5370 
149,high,early rice,2007,ERSC07,1,25.9 ,30.1 ,22.4 ,1938.8 ,1188.8 ,197.0 ,363.1 ,1137.7 ,early_maturity,Paddy soils,,34.1 ,30.9 ,127.0 ,5.4 ,165 ,90 ,90 ,3660 ,6030 
150,high,early rice,2007,ERSC07,1,25.5 ,29.7 ,21.9 ,1859.1 ,1129.1 ,197.0 ,341.3 ,1087.0 ,early_maturity,Paddy soils,,48.1 ,29.8 ,130.0 ,5.4 ,165 ,90 ,90 ,4155 ,6930 
151,low,early rice,2007,ERSC07,1,23.2 ,27.7 ,19.5 ,2158.9 ,1228.9 ,252.7 ,403.8 ,1313.2 ,early_maturity,Paddy soils,,32.6 ,8.7 ,132.0 ,4.9 ,135 ,72 ,68 ,3795 ,6240 
152,low,early rice,2007,ERSC07,1,23.2 ,27.7 ,19.5 ,2158.9 ,1228.9 ,252.7 ,403.8 ,1313.2 ,early_maturity,Paddy soils,,29.4 ,12.8 ,154.0 ,5.3 ,135 ,72 ,68 ,3975 ,6735 
153,low,early rice,2007,ERSC07,1,25.8 ,30.0 ,22.3 ,1985.0 ,1215.0 ,202.1 ,370.1 ,1163.2 ,early_maturity,Paddy soils,,30.1 ,9.1 ,83.0 ,4.7 ,135 ,72 ,68 ,3330 ,6390 
154,high,early rice,2007,ERSC07,1,25.9 ,30.1 ,22.5 ,1994.8 ,1224.8 ,209.7 ,363.1 ,1152.3 ,early_maturity,Paddy soils,,50.6 ,32.0 ,118.0 ,5.4 ,135 ,72 ,68 ,3720 ,6210 
155,high,early rice,2007,ERSC07,1,25.2 ,30.5 ,21.0 ,2167.2 ,1307.2 ,532.1 ,481.4 ,1409.6 ,medium_maturity,Paddy soils,,49.5 ,25.0 ,50.0 ,7.5 ,150 ,70 ,80 ,4688 ,7253 
156,low,early rice,2007,ERSC07,1,25.3 ,30.3 ,21.7 ,2126.8 ,1286.8 ,361.6 ,349.6 ,1180.3 ,early_maturity,Paddy soils,,27.9 ,5.6 ,43.0 ,4.5 ,120 ,45 ,90 ,2982 ,4944 
157,high,early rice,2007,ERSC07,1,25.3 ,30.3 ,21.7 ,2126.8 ,1286.8 ,361.6 ,349.6 ,1180.3 ,early_maturity,Paddy soils,,35.9 ,29.9 ,94.0 ,5.5 ,120 ,45 ,90 ,4127 ,5670 
158,low,early rice,2009,ERSC07,1,24.2 ,27.6 ,21.7 ,2157.5 ,1267.5 ,447.5 ,543.5 ,1526.8 ,early_maturity,Paddy soils,,11.4 ,11.7 ,134.0 ,8.0 ,135 ,75 ,75 ,4140 ,6528 
159,low,early rice,2009,ERSC07,1,25.7 ,29.0 ,23.1 ,2157.2 ,1317.2 ,310.9 ,570.7 ,1540.9 ,early_maturity,Paddy soils,,21.2 ,11.3 ,196.0 ,8.2 ,135 ,75 ,75 ,3900 ,6525 
160,low,early rice,2009,ERSC07,1,24.3 ,29.1 ,20.6 ,1993.4 ,1173.4 ,427.4 ,442.4 ,1313.4 ,medium_maturity,Paddy soils,,31.5 ,15.1 ,160.0 ,6.1 ,135 ,72 ,68 ,3558 ,4995 
161,low,early rice,2010,ERSC07,1,23.6 ,28.0 ,20.3 ,1980.9 ,1140.9 ,817.3 ,347.7 ,1175.1 ,early_maturity,Paddy soils,,28.6 ,12.1 ,153.0 ,5.9 ,135 ,53 ,60 ,3794 ,5406 
162,low,early rice,2009,ERSC07,1,24.3 ,29.1 ,20.6 ,1993.4 ,1173.4 ,427.4 ,442.4 ,1313.4 ,medium_maturity,Paddy soils,,30.7 ,14.2 ,118.0 ,7.1 ,135 ,72 ,68 ,4176 ,6102 
163,low,early rice,2008,ERSC07,1,24.7 ,29.6 ,20.9 ,1975.7 ,1175.7 ,461.5 ,430.5 ,1281.4 ,medium_maturity,Paddy soils,,30.7 ,12.3 ,106.0 ,6.5 ,135 ,72 ,68 ,4770 ,6740 
164,low,early rice,2009,ERSC07,1,24.4 ,29.1 ,20.8 ,1877.7 ,1107.7 ,385.1 ,400.9 ,1211.9 ,early_maturity,Paddy soils,,28.6 ,12.8 ,105.0 ,7.0 ,135 ,72 ,68 ,4313 ,6585 
165,high,early rice,2008,ERSC07,1,24.7 ,29.6 ,20.9 ,1975.7 ,1175.7 ,461.5 ,430.5 ,1281.4 ,early_maturity,Paddy soils,,38.4 ,17.4 ,126.0 ,6.2 ,135 ,72 ,68 ,4448 ,6690 
166,high,early rice,2009,ERSC07,1,25.0 ,29.8 ,21.4 ,1849.8 ,1109.8 ,314.1 ,447.6 ,1268.0 ,early_maturity,Paddy soils,,36.7 ,18.2 ,73.0 ,5.2 ,135 ,72 ,68 ,4245 ,6273 
167,high,early rice,2010,ERSC07,1,24.0 ,28.2 ,20.6 ,2060.4 ,1200.4 ,698.9 ,393.9 ,1265.1 ,medium_maturity,Paddy soils,,35.4 ,21.4 ,126.0 ,5.1 ,135 ,72 ,68 ,4754 ,6855 
168,high,early rice,2007,ERSC07,1,25.5 ,30.5 ,21.8 ,1966.2 ,1196.2 ,242.0 ,475.4 ,1334.0 ,early_maturity,Paddy soils,,41.7 ,16.5 ,97.0 ,6.1 ,135 ,72 ,68 ,4428 ,6789 
169,low,early rice,2007,ERSC07,1,25.8 ,30.7 ,22.1 ,1831.6 ,1121.6 ,231.3 ,437.9 ,1230.8 ,medium_maturity,Paddy soils,,32.3 ,10.7 ,95.0 ,5.2 ,135 ,72 ,68 ,3663 ,6276 
170,low,early rice,2007,ERSC07,1,26.1 ,30.9 ,22.5 ,2064.0 ,1274.0 ,349.1 ,471.6 ,1344.2 ,medium_maturity,Paddy soils,,33.7 ,12.8 ,127.0 ,5.2 ,135 ,72 ,68 ,3959 ,6363 
171,low,early rice,2010,ERSC07,1,24.8 ,27.8 ,22.6 ,1937.1 ,1157.1 ,658.0 ,390.4 ,1205.9 ,early_maturity,Paddy soils,,29.4 ,15.4 ,68.0 ,5.3 ,141 ,36 ,90 ,4187 ,6752 
172,high,early rice,2009,ERSC07,1,26.1 ,31.7 ,22.0 ,2063.7 ,1273.7 ,422.7 ,494.2 ,1382.9 ,early_maturity,Paddy soils,,41.6 ,24.2 ,97.0 ,5.0 ,165 ,90 ,90 ,2885 ,4872 
173,low,early rice,2009,ERSC07,1,26.1 ,31.8 ,21.9 ,1933.1 ,1193.1 ,321.5 ,482.4 ,1327.8 ,early_maturity,Paddy soils,,31.8 ,10.6 ,85.0 ,4.8 ,180 ,75 ,90 ,4016 ,5885 
174,low,early rice,2009,ERSC07,1,26.1 ,31.6 ,22.0 ,2111.6 ,1301.6 ,449.3 ,494.2 ,1397.2 ,medium_maturity,Paddy soils,,29.8 ,10.1 ,82.0 ,4.9 ,165 ,75 ,75 ,4836 ,6890 
175,high,early rice,2009,ERSC07,1,26.1 ,31.6 ,22.0 ,2111.6 ,1301.6 ,449.3 ,494.2 ,1397.2 ,medium_maturity,Paddy soils,,42.2 ,30.0 ,140.0 ,5.3 ,150 ,36 ,75 ,5270 ,7154 
176,high,early rice,2009,ERSC07,1,26.1 ,31.6 ,22.0 ,2111.6 ,1301.6 ,449.3 ,494.2 ,1397.2 ,early_maturity,Paddy soils,,37.9 ,29.7 ,108.0 ,4.9 ,150 ,36 ,75 ,5570 ,7223 
177,high,early rice,2009,ERSC07,1,26.1 ,31.6 ,22.0 ,2111.6 ,1301.6 ,449.3 ,494.2 ,1397.2 ,medium_maturity,Paddy soils,,34.5 ,26.3 ,147.0 ,5.1 ,150 ,36 ,75 ,4691 ,6846 
178,high,early rice,2010,ERSC07,1,24.0 ,27.7 ,21.2 ,2255.5 ,1315.5 ,660.0 ,456.5 ,1423.7 ,early_maturity,Paddy soils,,57.9 ,23.7 ,91.0 ,6.4 ,150 ,90 ,90 ,3384 ,6657 
179,high,early rice,2008,ERSC07,1,24.8 ,29.8 ,20.5 ,1958.2 ,1168.2 ,267.8 ,497.9 ,1387.3 ,early_maturity,Paddy soils,,36.6 ,16.5 ,68.0 ,6.2 ,135 ,72 ,68 ,4917 ,8042 
180,high,early rice,2009,ERSC07,1,25.2 ,30.1 ,21.3 ,2246.9 ,1356.9 ,458.3 ,531.5 ,1515.3 ,medium_maturity,Paddy soils,,45.4 ,26.2 ,54.0 ,6.2 ,135 ,72 ,68 ,4848 ,7205 
181,low,early rice,2008,ERSC07,1,24.5 ,29.7 ,20.7 ,1914.0 ,1134.0 ,304.7 ,444.8 ,1293.8 ,early_maturity,Paddy soils,,28.9 ,5.4 ,76.0 ,5.3 ,150 ,60 ,90 ,4731 ,7209 
182,high,early rice,2009,ERSC07,1,25.0 ,29.9 ,21.3 ,2146.2 ,1286.2 ,541.8 ,476.6 ,1402.9 ,early_maturity,Paddy soils,,34.3 ,17.6 ,94.0 ,5.5 ,135 ,72 ,68 ,4623 ,7253 
183,high,early rice,2009,ERSC07,1,25.0 ,29.9 ,21.3 ,2146.2 ,1286.2 ,541.8 ,476.6 ,1402.9 ,early_maturity,Paddy soils,,44.3 ,23.4 ,105.0 ,5.9 ,135 ,72 ,68 ,4770 ,7320 
184,low,early rice,2009,ERSC07,1,25.0 ,29.9 ,21.3 ,2146.2 ,1286.2 ,541.8 ,476.6 ,1402.9 ,early_maturity,Paddy soils,,17.8 ,13.8 ,76.0 ,5.7 ,135 ,72 ,68 ,4466 ,6965 
185,low,early rice,2009,ERSC07,1,25.0 ,29.7 ,21.5 ,1972.3 ,1182.3 ,416.0 ,379.5 ,1193.9 ,early_maturity,Paddy soils,,31.1 ,4.5 ,108.0 ,5.3 ,135 ,72 ,68 ,5003 ,6503 
186,low,early rice,2007,ERSC07,1,26.5 ,31.6 ,22.9 ,2599.1 ,1619.1 ,359.9 ,580.0 ,1657.6 ,medium_maturity,Paddy soils,,26.1 ,4.1 ,60.0 ,6.1 ,135 ,72 ,68 ,3479 ,6761 
187,low,early rice,2007,ERSC07,1,26.1 ,31.2 ,22.5 ,2164.0 ,1334.0 ,329.5 ,455.7 ,1347.7 ,medium_maturity,Paddy soils,,29.0 ,2.8 ,77.0 ,6.7 ,135 ,72 ,68 ,4245 ,8385 
188,low,early rice,2006,ERSC07,1,25.8 ,29.9 ,22.4 ,2090.7 ,1280.7 ,561.4 ,391.8 ,1229.3 ,early_maturity,Paddy soils,,25.1 ,4.4 ,52.0 ,5.6 ,135 ,72 ,66 ,5373 ,7362 
189,low,early rice,2007,ERSC07,1,26.7 ,31.6 ,23.2 ,2192.8 ,1372.8 ,304.0 ,453.9 ,1338.3 ,medium_maturity,Paddy soils,,23.9 ,7.5 ,98.0 ,5.9 ,135 ,72 ,66 ,3566 ,5787 
190,low,early rice,2007,ERSC07,1,27.1 ,32.1 ,23.6 ,2063.3 ,1303.3 ,257.0 ,425.6 ,1249.6 ,early_maturity,Paddy soils,,26.8 ,4.9 ,168.0 ,6.3 ,135 ,72 ,66 ,4622 ,7473 
191,low,early rice,2009,ERSC07,1,25.6 ,30.5 ,21.9 ,2459.1 ,1499.1 ,549.6 ,548.8 ,1590.4 ,medium_maturity,Paddy soils,,28.2 ,9.8 ,98.0 ,5.7 ,135 ,72 ,68 ,3552 ,6153 
192,low,early rice,2009,ERSC07,1,25.5 ,30.4 ,21.9 ,2375.4 ,1445.4 ,549.6 ,531.6 ,1541.1 ,medium_maturity,Paddy soils,,32.1 ,10.8 ,94.0 ,5.6 ,135 ,72 ,68 ,4944 ,6635 
193,low,early rice,2009,ERSC07,1,25.3 ,30.2 ,21.7 ,2225.0 ,1345.0 ,540.5 ,486.4 ,1431.5 ,early_maturity,Paddy soils,,31.2 ,14.6 ,102.0 ,5.9 ,135 ,72 ,68 ,3063 ,6768 
194,low,early rice,2007,ERSC07,1,26.0 ,31.2 ,22.1 ,2292.3 ,1412.3 ,313.9 ,488.6 ,1435.2 ,late_maturity,Paddy soils,,28.5 ,12.9 ,100.0 ,5.9 ,135 ,72 ,68 ,4889 ,6609 
195,high,early rice,2009,ERSC07,1,25.0 ,29.3 ,21.8 ,1878.0 ,1128.0 ,389.0 ,340.5 ,1101.7 ,early_maturity,Paddy soils,,56.2 ,19.8 ,47.0 ,5.5 ,135 ,72 ,68 ,4370 ,6303 
196,high,early rice,2009,ERSC07,1,25.1 ,29.4 ,21.9 ,1907.9 ,1147.9 ,389.0 ,347.0 ,1119.7 ,early_maturity,Paddy soils,,56.4 ,18.3 ,67.0 ,7.8 ,135 ,72 ,68 ,4169 ,6170 
197,low,early rice,2009,ERSC07,1,24.8 ,29.1 ,21.5 ,2403.8 ,1433.8 ,526.2 ,469.0 ,1463.6 ,medium_maturity,Paddy soils,,14.3 ,13.6 ,163.0 ,6.2 ,135 ,72 ,68 ,4025 ,7187 
198,high,early rice,2006,ERSC07,1,27.3 ,32.2 ,23.6 ,2430.6 ,1540.6 ,241.8 ,634.8 ,1685.7 ,medium_maturity,Paddy soils,,46.7 ,16.8 ,89.0 ,6.4 ,117 ,57 ,54 ,5870 ,7691 
199,high,early rice,2006,ERSC07,1,27.2 ,32.1 ,23.5 ,2450.9 ,1550.9 ,242.3 ,638.0 ,1697.9 ,medium_maturity,Paddy soils,,45.5 ,20.5 ,94.0 ,6.9 ,114 ,59 ,56 ,5015 ,6935 
200,high,early rice,2006,ERSC07,1,26.9 ,31.7 ,23.2 ,2418.0 ,1518.0 ,249.6 ,624.9 ,1675.9 ,medium_maturity,Paddy soils,,47.0 ,18.2 ,60.0 ,6.0 ,102 ,50 ,65 ,5415 ,6995 
201,high,early rice,2007,ERSC07,1,27.5 ,32.4 ,23.7 ,2446.0 ,1556.0 ,238.9 ,646.0 ,1704.3 ,medium_maturity,Paddy soils,,46.5 ,16.2 ,80.0 ,6.5 ,132 ,61 ,58 ,5400 ,8501 
202,high,early rice,2007,ERSC07,1,27.4 ,32.3 ,23.7 ,2413.6 ,1533.6 ,238.9 ,634.8 ,1678.8 ,medium_maturity,Paddy soils,,35.3 ,18.8 ,77.0 ,6.4 ,131 ,64 ,62 ,7350 ,8550 
203,high,early rice,2007,ERSC07,1,27.1 ,31.9 ,23.4 ,2436.4 ,1536.4 ,242.3 ,636.7 ,1695.5 ,medium_maturity,Paddy soils,,47.2 ,15.8 ,93.0 ,6.5 ,133 ,57 ,49 ,4151 ,7451 
204,high,early rice,2006,ERSC07,1,25.6 ,30.0 ,22.2 ,2149.1 ,1309.1 ,513.1 ,509.3 ,1444.0 ,medium_maturity,Paddy soils,,71.0 ,18.3 ,99.0 ,7.8 ,138 ,72 ,66 ,4733 ,6765 
205,high,early rice,2007,ERSC07,1,25.8 ,30.6 ,22.2 ,2011.9 ,1231.9 ,260.5 ,507.5 ,1397.7 ,early_maturity,Paddy soils,,51.2 ,15.5 ,92.0 ,6.6 ,150 ,72 ,68 ,4250 ,6116 
206,low,early rice,2006,ERSC07,1,25.6 ,29.9 ,22.2 ,2097.2 ,1277.2 ,481.2 ,493.4 ,1403.8 ,medium_maturity,Paddy soils,,31.7 ,11.0 ,89.0 ,6.3 ,138 ,72 ,66 ,4451 ,6053 
207,low,early rice,2006,ERSC07,1,24.9 ,29.2 ,21.8 ,2140.5 ,1280.5 ,579.6 ,467.4 ,1389.2 ,early_maturity,Paddy soils,,31.3 ,10.1 ,32.0 ,6.4 ,135 ,72 ,68 ,4170 ,5636 
208,high,early rice,2010,ERSC07,1,23.1 ,27.3 ,20.0 ,2236.2 ,1266.2 ,658.9 ,373.2 ,1310.1 ,late_maturity,Paddy soils,,39.2 ,61.7 ,69.0 ,5.3 ,203 ,50 ,100 ,6164 ,8288 
209,low,early rice,2010,ERSC07,1,23.1 ,27.4 ,20.0 ,2425.4 ,1378.0 ,687.0 ,433.0 ,1464.1 ,late_maturity,Paddy soils,,30.2 ,8.4 ,25.0 ,6.0 ,203 ,50 ,100 ,4428 ,9386 
210,low,early rice,2007,ERSC07,1,22.9 ,28.1 ,19.0 ,2240.5 ,1262.7 ,421.7 ,528.0 ,1556.9 ,late_maturity,Paddy soils,,24.5 ,12.5 ,46.0 ,5.6 ,135 ,72 ,68 ,5628 ,6461 
211,low,early rice,2007,ERSC07,1,25.2 ,29.4 ,22.0 ,2192.4 ,1322.4 ,709.8 ,452.8 ,1371.5 ,early_maturity,Paddy soils,,30.7 ,15.0 ,79.0 ,5.7 ,135 ,72 ,68 ,4605 ,7548 
212,low,early rice,2007,ERSC07,1,25.2 ,30.0 ,21.0 ,2089.2 ,1259.2 ,377.2 ,417.2 ,1285.5 ,early_maturity,Paddy soils,,30.2 ,15.0 ,83.0 ,6.7 ,135 ,72 ,66 ,4803 ,6845 
213,low,early rice,2010,ERSC07,1,24.0 ,28.7 ,20.5 ,2040.2 ,1190.2 ,492.8 ,373.9 ,1228.7 ,medium_maturity,Paddy soils,,21.2 ,10.6 ,148.0 ,5.8 ,134 ,72 ,65 ,4887 ,7296 
214,low,early rice,2009,ERSC07,1,26.1 ,31.4 ,22.0 ,2059.1 ,1269.1 ,490.9 ,404.8 ,1237.3 ,medium_maturity,Paddy soils,,14.6 ,14.9 ,27.0 ,5.6 ,135 ,72 ,68 ,3785 ,6320 
215,high,early rice,2009,ERSC07,1,25.9 ,30.8 ,22.1 ,2380.0 ,1460.0 ,373.8 ,512.8 ,1497.0 ,medium_maturity,Paddy soils,,40.2 ,24.5 ,67.0 ,4.9 ,135 ,72 ,68 ,4313 ,7646 
216,high,early rice,2009,ERSC07,1,26.0 ,30.8 ,22.2 ,2439.6 ,1499.6 ,373.8 ,520.1 ,1523.3 ,medium_maturity,Paddy soils,,43.8 ,20.4 ,118.0 ,4.9 ,135 ,72 ,68 ,4209 ,7083 
217,low,early rice,2008,ERSC07,1,23.3 ,27.3 ,20.4 ,1953.8 ,1113.8 ,703.5 ,444.1 ,1337.6 ,medium_maturity,Paddy soils,,33.7 ,7.8 ,50.0 ,5.4 ,203 ,108 ,270 ,5301 ,7001 
218,low,early rice,2009,ERSC07,1,26.1 ,30.8 ,22.5 ,2136.3 ,1316.3 ,610.3 ,496.3 ,1408.9 ,medium_maturity,Paddy soils,,32.0 ,9.6 ,94.0 ,6.8 ,135 ,72 ,68 ,5625 ,7905 
219,low,early rice,2009,ERSC07,1,26.3 ,31.0 ,22.9 ,2183.7 ,1353.7 ,617.0 ,493.0 ,1410.7 ,medium_maturity,Paddy soils,,32.5 ,6.8 ,84.0 ,8.0 ,135 ,72 ,68 ,3750 ,6251 
220,high,early rice,2008,ERSC07,1,24.5 ,29.1 ,21.0 ,1789.2 ,1059.2 ,361.6 ,318.9 ,1051.2 ,medium_maturity,Paddy soils,,36.9 ,30.9 ,165.0 ,5.0 ,135 ,68 ,72 ,4805 ,7806 
221,high,early rice,2008,ERSC07,1,24.5 ,29.1 ,21.0 ,1789.2 ,1059.2 ,361.6 ,318.9 ,1051.2 ,medium_maturity,Paddy soils,,46.7 ,19.3 ,72.0 ,5.0 ,135 ,68 ,72 ,4956 ,7896 
