Sort,Crop,NO,Year,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
155,M-SWC,MSWC0155,2007,24,29.4,20.3,2684.4,1564.4,779,359.2,1393.7,medium_maturity,Upland soils,,20.7,27.8,106,6.8,180,90,150,8113
156,M-SWC,MSWC0156,2007,23.4,29,19.5,2900.2,1660.2,825.5,408.7,1553.5,medium_maturity,Upland soils,,19.2,12.6,98,7.3,150,120,180,8471
157,M-SWC,MSWC0157,2008,23.9,29.7,20.2,2965.1,1725.1,467.3,388.3,1522,medium_maturity,Upland soils,,33,11.9,103,4.9,210,120,120,9005
158,M-SWC,MSWC0158,2008,23.9,29.6,20.2,2939.2,1709.2,467.3,380.2,1502.3,late_maturity,Upland soils,,28.4,11.8,55,5.8,180,120,180,8538
159,M-SWC,MSWC0159,2008,23.9,29.7,20.2,2965.1,1725.1,467.3,388.3,1522,late_maturity,Paddy soils,,20.8,14.6,107,5,240,90,210,8421
160,M-SWC,MSWC0160,2008,23.9,29.7,20.2,2965.1,1725.1,467.3,388.3,1522,medium_maturity,Upland soils,,25.7,18.5,74,6.1,150,90,180,8438
161,M-SWC,MSWC0161,2008,23.8,29.5,20.1,2955.2,1715.2,472.8,380.2,1509.2,medium_maturity,Paddy soils,,39,7.3,50,6.2,180,120,180,8471
162,M-SWC,MSWC0162,2008,23.9,29.7,20.2,2965.1,1725.1,467.3,388.3,1522,late_maturity,Upland soils,,32.9,12.3,78,6.8,210,120,180,8671
163,M-SWC,MSWC0163,2009,22.1,27.2,18.6,3136.3,1720.3,699.7,443.9,1727.6,late_maturity,Upland soils,,26.1,12.4,89,6.8,180,120,150,8750
164,M-SWC,MSWC0164,2009,23.2,28.5,19.5,3218.9,1828.9,674.3,492.2,1789.6,late_maturity,Upland soils,,22.8,11.3,88,6.5,180,120,150,7991
165,M-SWC,MSWC0165,2009,23,28.3,19.4,3199.4,1809.4,679.6,485.8,1779,late_maturity,Upland soils,,24.7,12.2,98,5.6,180,120,150,8211
166,M-SWC,MSWC0166,2008,22,27.3,18.5,2941.9,1601.9,500.4,361.4,1515.4,medium_maturity,Paddy soils,,43.2,9.9,76,6.3,210,135,210,9845
167,M-SWC,MSWC0167,2008,24.1,29.6,20.5,3062.9,1792.9,467.3,383,1530.8,medium_maturity,Yellow earths,,39.2,5.6,199,6.6,210,135,210,8655
168,M-SWC,MSWC0168,2008,23.9,29.2,20.4,3414.8,1984.8,589.7,406.3,1675.4,medium_maturity,Paddy soils,,20.9,14.8,88,6.4,210,135,210,7711
169,M-SWC,MSWC0169,2008,23.7,29.1,20.2,3413.2,1973.2,575.9,414.6,1693.3,medium_maturity,Yellow earths,,37.2,16.1,54,6.5,210,135,210,8625
170,M-SWC,MSWC0170,2008,23.2,28.7,19.7,3439.7,1959.7,609.6,436.7,1748.4,medium_maturity,Paddy soils,,34.7,5.6,48,5.8,180,120,180,5948
171,M-SWC,MSWC0171,2008,23.9,29.5,20.2,3412.6,1982.6,585.2,451.3,1740.9,late_maturity,Yellow earths,,25.3,6.1,37,8,210,135,210,9897
172,M-SWC,MSWC0172,2008,23.5,29.2,19.9,3176.5,1826.5,570.5,419.5,1635.6,medium_maturity,Yellow earths,,16.9,5.1,76,6.8,225,150,240,8084
173,M-SWC,MSWC0173,2009,22,26.9,18.7,3293,1795.2,608.6,553.6,1939.1,medium_maturity,Yellow earths,,30.3,26.7,161,5.5,225,150,240,8741
174,M-SWC,MSWC0174,2008,23.6,29.2,19.9,3297.9,1897.9,571.6,442.2,1705.4,medium_maturity,Limestone soils,,25.7,7.1,98,8,225,150,240,7370
175,M-SWC,MSWC0175,2008,22,27.5,18.6,3527,1927,633.7,452.1,1835.6,medium_maturity,Yellow earths,,22.7,16.7,88,7,225,150,240,8213
176,M-SWC,MSWC0176,2009,21.5,26.5,18.2,3374.9,1808.9,620.8,577.2,2012.5,medium_maturity,Yellow earths,,31.7,10.2,100,7.2,225,150,240,8321
177,M-SWC,MSWC0177,2008,23.4,28.9,19.8,3575,2045,586.1,472.1,1837.9,medium_maturity,Yellow earths,,15.9,17.6,43,6,210,135,210,7988
178,M-SWC,MSWC0178,2008,22.8,28.6,19.1,3302.7,1852.7,710.8,545.2,1914.9,late_maturity,Paddy soils,,19.3,49,68,6,180,150,180,9743
179,M-SWC,MSWC0179,2008,23.4,29.3,19.6,3457.3,1977.3,822,575.9,1985.8,medium_maturity,Paddy soils,,17.5,25,44,8,225,150,240,7688
180,M-SWC,MSWC0180,2009,23.7,29.3,19.9,3453.4,1993.4,609.7,609,2024.8,medium_maturity,Upland soils,,23,36,65,6.8,210,135,210,9452
181,M-SWC,MSWC0181,2009,22.6,28,19,3249.8,1811.5,552.4,527.1,1877.6,medium_maturity,Upland soils,,23,25,98,6.8,225,150,240,9334
182,M-SWC,MSWC0182,2006,22.6,27.8,19,2754.3,1540.6,515.8,510,1704,medium_maturity,Yellow earths,,41,43.4,142,4.9,210,135,210,9491
183,M-SWC,MSWC0183,2007,23.1,28.2,19.5,2215,1255,519.4,419.6,1379.5,late_maturity,Purplish soils,,32,10.7,41,6,210,135,210,9719
184,M-SWC,MSWC0184,2007,23.1,28.2,19.4,2236.1,1266.1,519.4,424.7,1394.6,medium_maturity,Paddy soils,,41,31,116,4.8,210,135,210,9588
185,M-SWC,MSWC0185,2008,21.7,26.9,18.3,3101.7,1675,887.5,483.2,1800.8,medium_maturity,Yellow earths,,25.6,10.3,61,5.8,210,135,210,7813
186,M-SWC,MSWC0186,2008,22.4,27.7,19,2963,1643,881.2,468.7,1707.7,medium_maturity,Limestone soils,,24.7,10.1,51,7.1,225,135,240,8763
187,M-SWC,MSWC0187,2008,23,28.4,19.5,2948.6,1668.6,924.5,471.6,1686.3,medium_maturity,Yellow earths,,31,19.9,87,6.7,225,120,210,8876
188,M-SWC,MSWC0188,2008,23.2,28.6,19.7,2742.1,1562.1,891.5,440.8,1568.6,late_maturity,Paddy soils,,31,18.7,85,6.3,225,120,210,8932
189,M-SWC,MSWC0189,2008,22.7,27.9,19.2,3154.6,1764.6,964.6,496.5,1800.7,medium_maturity,Yellow earths,,36.6,18,58,5.4,225,120,240,8096
190,M-SWC,MSWC0190,2008,23.1,28.4,19.5,2769.1,1569.1,903.5,442.8,1585.7,medium_maturity,Paddy soils,,39.4,12.8,64,4.3,210,120,210,7475
191,M-SWC,MSWC0191,2007,22.1,26.7,18.5,3178.9,1746.7,679.6,648.6,2081,medium_maturity,Paddy soils,,23.1,15.5,137,7.9,210,135,210,9150
192,M-SWC,MSWC0192,2007,23,27.4,19.6,3240.1,1830.1,741.3,629.9,2026.2,medium_maturity,Limestone soils,,12.2,12,140,6.7,180,120,180,8415
193,M-SWC,MSWC0193,2007,22.9,27.6,19.4,3235.1,1825.1,747.6,673.6,2101.8,medium_maturity,Limestone soils,,22,7.6,78,7.6,210,135,210,7568
194,M-SWC,MSWC0194,2007,22.6,27.1,19.2,3507.6,1957.6,795,679.1,2195.4,medium_maturity,Paddy soils,,36.1,42.6,187,6.4,225,150,240,9975
195,M-SWC,MSWC0195,2008,21.5,26.1,18.5,3360,1800,659.6,577.4,2042.1,medium_maturity,Yellow earths,,15.9,8.2,145,6.1,210,135,210,8648
196,M-SWC,MSWC0196,2008,22.5,27.2,19.4,3036.5,1686.5,611.9,537.7,1834.1,medium_maturity,Yellow earths,,41.2,30.1,169,7.2,210,135,210,8768
197,M-SWC,MSWC0197,2008,22,26.7,18.9,3217.9,1757.9,650.9,558.1,1944,medium_maturity,Yellow earths,,22.1,7.3,97,6.4,210,135,210,10260
198,M-SWC,MSWC0198,2006,22.3,27,18.8,2905,1613.1,573,647.8,1988.1,medium_maturity,Yellow earths,,35.3,6.9,78,7.6,225,150,240,8220
199,M-SWC,MSWC0199,2007,23.5,28,19.9,3073.2,1763.2,710.2,628.5,1958.3,medium_maturity,Limestone soils,,17.8,17.4,97,6.1,210,135,210,6870
200,M-SWC,MSWC0200,2008,21.9,26.6,18.7,2758.9,1498.9,603.7,486.8,1698.6,medium_maturity,Yellow earths,,24.6,11,165,7.3,210,135,210,8220
201,M-SWC,MSWC0201,2006,22.5,27.3,18.8,3372.2,1880.3,604,782.2,2335.7,medium_maturity,Yellow earths,,31.1,23.4,88,4.7,210,135,210,6863
202,M-SWC,MSWC0202,2007,22.8,27.4,19.2,3350.4,1880.4,774.1,681.7,2153.6,medium_maturity,Limestone soils,,31.3,23.9,148,5.5,210,135,210,8520
203,M-SWC,MSWC0203,2006,22,26.7,18.4,2924.4,1602.5,604.3,655.1,2016.9,medium_maturity,Purplish soils,,14.6,13.3,83,5.5,180,120,180,5550
204,M-SWC,MSWC0204,2007,22.7,27.4,19,3012.5,1682.5,631.8,630.7,1979.8,late_maturity,Yellow earths,,10.4,32.1,86,4.6,225,150,240,6578
205,M-SWC,MSWC0205,2008,22.4,27.1,19.2,3067.4,1697.4,636.5,538.6,1849.5,medium_maturity,Paddy soils,,25.8,4.2,116,7.1,210,135,210,7598
206,M-SWC,MSWC0206,2008,23,28.9,19.2,3122,1762,619.8,535.5,1844.2,late_maturity,Limestone soils,,17,4.9,33,6.1,180,120,180,8411
207,M-SWC,MSWC0207,2008,23,28.9,19.2,3154.4,1784.4,619.8,555,1882.3,late_maturity,Limestone soils,,20,3.7,56,7.9,210,135,210,7031
208,M-SWC,MSWC0208,2009,23.1,29,19.4,3356.6,1906.6,688.3,616.7,2032.4,medium_maturity,Limestone soils,,28.3,7.1,264,7.9,225,150,240,9133
209,M-SWC,MSWC0209,2008,23.4,29.3,19.6,3410.7,1950.7,672.3,578,1975.8,medium_maturity,Yellow earths,,30,11.7,140,6.6,225,150,240,9804
210,M-SWC,MSWC0210,2009,23.1,28.8,19.4,3274.4,1854.4,682.5,583.1,1959.4,medium_maturity,Yellow earths,,27.1,17,75,5.8,210,135,210,6762
211,M-SWC,MSWC0211,2007,21.2,25.7,18,3047,1607,954.2,591.6,1990.3,medium_maturity,Paddy soils,,40,44.3,114,5.3,210,135,210,6743
212,M-SWC,MSWC0212,2007,20.7,25.3,17.6,3310.7,1721.9,994.1,631.1,2157.2,medium_maturity,Paddy soils,,22,26.2,128,7.7,225,150,240,8333
213,M-SWC,MSWC0213,2007,20.6,25.3,17.5,3177.9,1649.1,973.5,622.8,2103.8,late_maturity,Yellow earths,,27,8.9,113,6.8,210,135,210,6195
214,M-SWC,MSWC0214,2007,20.7,25.3,17.6,3291.9,1713.1,994,631.1,2150.7,late_maturity,Yellow earths,,34,4.2,87,7.3,180,120,180,6990
215,M-SWC,MSWC0215,2007,21.6,26.1,18.5,2809.9,1509.9,924.5,524,1786.8,medium_maturity,Yellow earths,,47,17.5,161,7.5,225,150,240,8528
216,M-SWC,MSWC0216,2008,21.2,25.6,18.2,3268,1728,929,599.1,2058.3,medium_maturity,Yellow earths,,44,19.2,184,5.7,210,135,210,7476
217,M-SWC,MSWC0217,2009,21.6,26,18.6,3160.8,1700.8,644.4,656.7,2103.8,medium_maturity,Limestone soils,,28,11.5,160,5.3,210,135,210,8063
218,M-SWC,MSWC0218,2007,20,24.4,16.9,2776,1397.2,932.2,536.1,1856.6,late_maturity,Paddy soils,,41,20.5,115,7.8,225,150,240,8468
219,M-SWC,MSWC0219,2007,19.9,24.3,16.7,2820.3,1413.1,933.2,554.1,1904.3,late_maturity,Paddy soils,,24,65.7,96,5.1,210,135,210,9218
220,M-SWC,MSWC0220,2007,22.1,26.4,19.4,2745.2,1505.2,896.9,431.4,1584.2,medium_maturity,Paddy soils,,37,13.1,64,5.6,225,150,240,8175
221,M-SWC,MSWC0221,2008,20.9,25.3,17.9,2944,1534.1,836.7,531,1870.8,medium_maturity,Yellow earths,,35,36.5,188,5.1,210,135,210,7904
222,M-SWC,MSWC0222,2009,22,26.9,18.9,3391.7,1851.7,688.4,636.6,2111.8,medium_maturity,Paddy soils,,55.4,50.7,320,5.8,210,135,210,8066
223,M-SWC,MSWC0223,2007,21.8,26.6,18.6,2618.5,1418.5,901.7,504.4,1687.6,medium_maturity,Yellow earths,,42.8,8,46,6.1,210,135,210,7766
224,M-SWC,MSWC0224,2007,21.3,26.2,18,3087.6,1637.6,975,605.2,2018.7,late_maturity,Yellow earths,,31.1,9.8,48,4.6,225,150,240,8853
225,M-SWC,MSWC0225,2007,21.8,26.6,18.6,2618.5,1418.5,901.7,504.4,1687.6,medium_maturity,Yellow earths,,28.2,7.6,78,5.3,210,135,210,9989
226,M-SWC,MSWC0226,2007,22.2,27.2,18.9,2643.6,1453.6,906.8,526.6,1716,late_maturity,Yellow earths,,26.9,9.9,74,4.7,210,135,210,8255
227,M-SWC,MSWC0227,2009,20.4,24.8,17.5,2731.4,1397.4,808.3,456,1698.6,medium_maturity,Yellow earths,,45.3,54,130,5.5,225,150,240,7884
228,M-SWC,MSWC0228,2007,21.1,25.9,17.8,2737.7,1437.7,916,534.7,1802.2,medium_maturity,Yellow earths,,49,14.3,117,4.5,225,150,240,7872
229,M-SWC,MSWC0229,2007,21.9,26.8,18.7,2844.7,1544.7,947.7,546.3,1822.9,medium_maturity,Yellow earths,,36.4,17.7,107,5,180,120,180,9066
230,M-SWC,MSWC0230,2009,21.1,25.6,18.2,2765.5,1455.5,786.9,456.9,1682.7,medium_maturity,Yellow earths,,37.3,27.5,69,5.1,225,150,240,6304
231,M-SWC,MSWC0231,2009,21.3,25.8,18.4,2666.8,1416.8,693.3,437.3,1611,medium_maturity,Yellow earths,,28.2,15.6,77,5.8,180,90,120,6150
232,M-SWC,MSWC0232,2008,22.2,27.6,18.9,3937.3,2167.3,1095.2,672.9,2327.5,medium_maturity,Yellow earths,,31,6.8,72,6.2,210,135,210,6983
233,M-SWC,MSWC0233,2009,22.3,27.3,19,3165.1,1745.3,758.7,465.9,1767.3,medium_maturity,Yellow earths,,62,2.4,43,6.3,180,120,180,6356
234,M-SWC,MSWC0234,2009,23,28.2,19.7,3363.9,1903.9,757.1,547.9,1930.5,medium_maturity,Paddy soils,,25,9.9,225,6.6,210,135,210,7472
235,M-SWC,MSWC0235,2008,23.1,28.4,19.8,3210.4,1820.4,946.6,541.9,1875.9,medium_maturity,Yellow earths,,26,9.7,79,5.4,180,120,180,7289
236,M-SWC,MSWC0236,2008,22.7,28,19.3,3650,2040,1032.8,614.7,2136.3,medium_maturity,Yellow earths,,34,12.7,21,4.7,180,120,180,6715
237,M-SWC,MSWC0237,2008,22.6,28,19.2,3843.2,2143.2,1051.4,664.6,2272.5,medium_maturity,Yellow earths,,28,8.7,60,5.1,225,150,240,9235
238,M-SWC,MSWC0238,2008,22.6,28,19.2,3527.7,1967.7,951.4,605.8,2088.9,medium_maturity,Yellow earths,,29,6.5,74,5.3,210,135,210,7429
239,M-SWC,MSWC0239,2008,23.1,28.4,19.7,3534.3,2004.3,1029.2,605.4,2070.4,medium_maturity,Yellow earths,,42,3.6,31,5.4,180,120,180,4532
240,M-SWC,MSWC0240,2007,20.3,24.5,17.7,2806,1426,913.2,637.7,2005.7,late_maturity,Limestone soils,,58.5,35.7,238,7.6,210,135,210,7704
241,M-SWC,MSWC0241,2006,20.4,24.7,17.4,3013.1,1533.1,720.9,787.7,2308.9,late_maturity,Limestone soils,,44,48.4,175,6.5,210,135,210,7109
242,M-SWC,MSWC0242,2007,20.2,24.4,17.5,2789.6,1409.6,914.9,628.6,1984,medium_maturity,Yellow-brown earths,,33.6,11.2,77,5.2,210,135,210,7463
243,M-SWC,MSWC0243,2007,20.5,24.5,17.9,2599.9,1329.9,873,569.2,1811.5,late_maturity,Yellow earths,,28.4,8,135,6.8,210,135,210,7585
244,M-SWC,MSWC0244,2007,20.2,24.3,17.6,2748.9,1388.9,914.4,613.9,1945.5,late_maturity,Yellow earths,,35.4,11.4,163,5.5,180,120,180,5617
245,M-SWC,MSWC0245,2009,21.2,25.2,18.5,2884,1524,692,720.7,2116.2,medium_maturity,Yellow earths,,33.1,13.6,112,6.1,210,135,210,6970
246,M-SWC,MSWC0246,2007,20,24.3,17.2,3026.2,1516.2,948.3,735.9,2250.2,medium_maturity,Yellow earths,,46.2,29.8,146,6.3,225,150,240,9305
247,M-SWC,MSWC0247,2007,20.5,24.5,17.9,2618.8,1338.8,863.3,544.7,1791.2,medium_maturity,Yellow earths,,47.7,36.4,144,6.5,225,150,240,9510
248,M-SWC,MSWC0248,2007,20.4,24.4,17.9,2633.8,1343.8,911,556.8,1810.4,medium_maturity,Yellow earths,,45.3,18.7,78,5.7,180,120,180,6210
249,M-SWC,MSWC0249,2007,20.3,24.4,17.7,2720.8,1380.8,913.2,591.9,1901.7,medium_maturity,Yellow earths,,48.8,10.5,95,6.8,210,135,210,7541
250,M-SWC,MSWC0250,2007,20.2,24.3,17.5,2904.8,1464.8,926.7,663.6,2080.6,late_maturity,Yellow earths,,35.2,25.7,126,6.2,225,150,240,7862
251,M-SWC,MSWC0251,2006,20.1,24.1,17.4,2891.2,1451.2,732.4,676.6,2057.3,late_maturity,Yellow earths,,35.6,21.1,171,5.2,180,120,180,6897
252,M-SWC,MSWC0252,2009,21.1,25.1,18.5,2953.4,1553.4,726.2,712.5,2137.9,medium_maturity,Limestone soils,,27.6,12.5,108,6.4,210,135,210,9232
253,M-SWC,MSWC0253,2007,20.3,24.2,17.9,2234,1134,769.8,468.8,1515.4,medium_maturity,Limestone soils,,29.4,6.3,99,5.4,180,120,180,5780
254,M-SWC,MSWC0254,2008,19.8,24.5,16.7,3051.3,1512.3,1087.1,590.2,2050.6,medium_maturity,Limestone soils,,36.7,22.8,150,6.8,210,135,210,8528
255,M-SWC,MSWC0255,2008,20.4,25.2,17.3,3230.1,1650.1,1137.5,651.6,2158.7,medium_maturity,Paddy soils,,44.2,18.2,130,5.6,210,135,210,8771
256,M-SWC,MSWC0256,2008,19.8,24.5,16.7,3051.3,1512.3,1087.1,590.2,2050.6,late_maturity,Yellow earths,,36.7,11.5,240,6.5,210,135,210,9382
257,M-SWC,MSWC0257,2008,21.2,26,18.2,2567.9,1357.9,858.3,508.6,1645.5,medium_maturity,Yellow earths,,39.2,55.3,205,4.7,180,120,180,10463
258,M-SWC,MSWC0258,2008,20.7,25.4,17.6,3189.2,1649.2,1144.7,621.9,2071.8,medium_maturity,Limestone soils,,42.8,25.4,330,8,210,135,210,6624
259,M-SWC,MSWC0259,2008,19.8,24.5,16.7,3051.3,1512.3,1087.1,590.2,2050.6,medium_maturity,Limestone soils,,39.8,22.9,228,7.5,210,135,210,8341
260,M-SWC,MSWC0260,2008,20.7,25.4,17.6,3189.2,1649.2,1144.7,621.9,2071.8,medium_maturity,Yellow earths,,38.8,22.1,210,5.6,225,150,240,10352
261,M-SWC,MSWC0261,2008,20.7,25.3,17.6,2582.3,1332.3,1043.8,479.8,1675.9,medium_maturity,Yellow earths,,34.6,6.3,100,4.7,180,120,180,7523
262,M-SWC,MSWC0262,2008,19.8,24.5,16.7,3051.3,1512.3,1087.1,590.2,2050.6,medium_maturity,Limestone soils,,44,26.6,200,5.7,225,150,240,9066
263,M-SWC,MSWC0263,2008,21.7,26.4,18.5,3013.1,1623.1,1292.2,606.1,1951.2,medium_maturity,Yellow earths,,25.7,57.7,258,5.8,255,150,240,8903
264,M-SWC,MSWC0264,2008,21.7,26.4,18.5,3013.1,1623.1,1292.2,606.1,1951.2,medium_maturity,Yellow earths,,28.4,52.9,208,6.1,255,150,240,8711
265,M-SWC,MSWC0265,2008,21.7,26.3,18.6,3054.5,1644.5,1346.9,580.3,1914.5,late_maturity,Yellow earths,,29.3,20.3,204,5.3,240,135,210,8937
266,M-SWC,MSWC0266,2008,21.8,26.5,18.7,2963.7,1603.7,1284.4,572.1,1862.7,medium_maturity,Yellow earths,,36.8,6.7,116,5.7,240,135,210,9005
267,M-SWC,MSWC0267,2008,21.2,26.1,18.1,2738,1448,927.1,624.3,1928.1,medium_maturity,Yellow earths,,31.4,11.5,85,5.7,180,75,60,6912
268,M-SWC,MSWC0268,2008,21.3,26.1,18.1,2702.5,1432.5,881.5,620.5,1907.5,medium_maturity,Yellow earths,,36.7,15.2,97,5.3,225,105,120,5507
269,M-SWC,MSWC0269,2008,21.3,26.1,18.2,2665.8,1415.8,881.5,598.9,1857.5,medium_maturity,Yellow earths,,32.8,31,120,6.2,210,75,75,8230
270,M-SWC,MSWC0270,2008,21.2,26,18.1,2712.2,1432.2,902.6,619.8,1920.2,medium_maturity,Yellow earths,,34.6,20.8,116,5.3,210,75,90,5633
271,M-SWC,MSWC0271,2008,21.8,26.5,18.7,2745.7,1485.7,1257.9,532.1,1746.5,medium_maturity,Yellow earths,,32.1,8,179,6.4,210,75,90,10244
272,M-SWC,MSWC0272,2006,21.9,26.9,18.8,2741.6,1491.6,836.5,604.3,1866.5,late_maturity,Yellow earths,,45.3,10.3,91,6.7,210,135,210,9032
273,M-SWC,MSWC0273,2006,21.9,26.9,18.8,2741.6,1491.6,836.5,604.3,1866.5,late_maturity,Yellow earths,,38.9,35.3,216,7.7,225,150,240,8606
274,M-SWC,MSWC0274,2006,21.9,26.8,18.8,2760.5,1500.5,836.5,604.3,1872.7,medium_maturity,Yellow earths,,25.8,9.4,101,7.3,225,150,240,6355
275,M-SWC,MSWC0275,2006,21.9,26.8,18.8,2777.6,1507.6,848.5,604.3,1878.9,medium_maturity,Yellow earths,,59.6,59,107,7.6,180,120,180,5096
276,M-SWC,MSWC0276,2007,21.9,26.5,19.2,2674.5,1454.5,1090.8,438.5,1573.1,late_maturity,Yellow earths,,46.1,21.5,73,7.9,210,135,210,7622
277,M-SWC,MSWC0277,2007,21.9,26.5,19.2,2674.5,1454.5,1090.8,438.5,1573.1,late_maturity,Limestone soils,,53,19.2,121,7.7,210,135,210,6819
278,M-SWC,MSWC0278,2007,21.9,26.4,19.1,2670.4,1450.4,1090.8,442.4,1577.4,late_maturity,Limestone soils,,55.7,32.6,81,7.8,210,135,210,6947
279,M-SWC,MSWC0279,2008,21.7,26.5,18.7,2846.2,1536.2,877.4,557.4,1817.8,medium_maturity,Yellow earths,,42.5,35.7,56,6,225,120,150,9619
280,M-SWC,MSWC0280,2006,22.1,27.1,19,2566.5,1406.5,774.4,570.5,1731.7,medium_maturity,Yellow earths,,40.6,7.1,145,7.8,180,120,180,5541
281,M-SWC,MSWC0281,2006,22.1,27,19,2607.4,1427.4,774.4,576.3,1752.5,medium_maturity,Yellow earths,,38.4,8.1,131,6.2,210,135,210,7433
282,M-SWC,MSWC0282,2006,22.2,27.1,19.2,2509.5,1379.5,774.4,542.8,1671,medium_maturity,Yellow earths,,45.8,31.3,144,6.7,225,150,240,8148
283,M-SWC,MSWC0283,2007,21.7,26.4,18.9,2845.6,1535.6,1126.7,491.4,1721,late_maturity,Yellow earths,,46.8,28.4,170,6.8,225,150,240,7779
284,M-SWC,MSWC0284,2007,21.8,26.4,19.1,2768.7,1498.7,1126.7,452.4,1631.9,late_maturity,Yellow earths,,39.9,25,131,5.7,225,150,240,8426
285,M-SWC,MSWC0285,2007,21.8,26.4,19.1,2768.7,1498.7,1126.7,452.4,1631.9,late_maturity,Yellow earths,,44.5,13.1,80,5.7,225,150,240,6632
286,M-SWC,MSWC0286,2008,21.6,26.4,18.6,2944.1,1584.1,877.4,588,1904.2,medium_maturity,Limestone soils,,38.7,17.2,101,5.7,210,105,120,8133
287,M-SWC,MSWC0287,2006,21.6,26.6,18.3,3260.7,1750.7,927.6,751.7,2279.6,medium_maturity,Limestone soils,,43.6,43.9,110,6.9,180,120,180,6785
288,M-SWC,MSWC0288,2006,21.6,26.6,18.3,3260.7,1750.7,927.6,751.7,2279.6,medium_maturity,Limestone soils,,45.8,22.8,100,7.1,210,135,210,7395
289,M-SWC,MSWC0289,2007,21.8,26.3,19.2,2576.4,1396.4,1088.5,406,1490.5,late_maturity,Limestone soils,,45.7,46.5,272,7.9,225,150,240,6884
290,M-SWC,MSWC0290,2007,21.8,26.3,19.2,2576.4,1396.4,1088.5,406,1490.5,late_maturity,Limestone soils,,50.1,15,132,7.8,225,150,240,7028
291,M-SWC,MSWC0291,2007,21.8,26.3,19.2,2576.4,1396.4,1088.5,406,1490.5,late_maturity,Limestone soils,,49.9,14.6,204,7.6,225,150,240,7290
292,M-SWC,MSWC0292,2008,21.8,26.5,18.8,2983.1,1613.1,866.2,594.5,1894,medium_maturity,Limestone soils,,47.6,35.7,136,6.6,225,120,150,10388
293,M-SWC,MSWC0293,2007,22,26.6,19.3,2577.1,1407.1,1083.7,423.9,1523.3,late_maturity,Yellow earths,,36.8,44,102,7.8,180,120,180,8120
294,M-SWC,MSWC0294,2007,22,26.6,19.3,2577.1,1407.1,1083.7,423.9,1523.3,late_maturity,Yellow earths,,37.5,38.2,38,6.3,180,120,180,6955
295,M-SWC,MSWC0295,2008,21.6,26.4,18.6,2834.8,1524.8,877.4,549.6,1811.1,medium_maturity,Yellow earths,,31.9,9.5,98,6.4,210,105,120,9644
296,M-SWC,MSWC0296,2006,22,27.1,18.7,3012.1,1642.1,891.4,702.3,2122.8,early_maturity,Yellow earths,,35.2,33.6,164,7.5,225,150,240,8516
297,M-SWC,MSWC0297,2006,22,27.1,18.7,3012.9,1642.9,893.4,698,2115,early_maturity,Yellow earths,,31.7,8.5,158,6.3,180,120,180,7888
298,M-SWC,MSWC0298,2006,22,27.1,18.7,3012.1,1642.1,891.4,702.3,2122.8,early_maturity,Yellow earths,,32.2,16.2,84,7.6,210,135,210,7661
299,M-SWC,MSWC0299,2007,21.9,26.5,19.2,2694.7,1464.7,1090.8,446.5,1593.5,late_maturity,Yellow earths,,33.3,9.3,103,6.4,210,135,210,7868
300,M-SWC,MSWC0300,2007,22,26.5,19.2,2636.6,1436.6,1063.2,431.4,1551.4,late_maturity,Yellow earths,,32.9,36.1,203,7.1,210,135,210,7875
301,M-SWC,MSWC0301,2007,22,26.5,19.2,2636.6,1436.6,1063.2,431.4,1551.4,late_maturity,Yellow earths,,32.9,36.1,203,7.1,210,135,210,7926
302,M-SWC,MSWC0302,2008,21.7,26.4,18.7,2734.7,1474.7,874,522.3,1732.2,medium_maturity,Yellow earths,,40.7,18.1,161,7.1,225,120,150,9656
303,M-SWC,MSWC0303,2008,22.4,27.3,18.9,3108.6,1718.6,612.6,450.1,1722.9,late_maturity,Yellow earths,,34.6,32.5,134,5.3,225,150,240,8850
304,M-SWC,MSWC0304,2008,22.1,27,18.7,3360.7,1840.7,645.8,479.5,1854.6,late_maturity,Yellow earths,,37.9,23.5,187,4.2,225,150,240,9575
305,M-SWC,MSWC0305,2008,22.4,27.3,19,3089.2,1709.2,616.9,450.1,1716.4,medium_maturity,Yellow earths,,21.4,14.8,196,5.8,180,105,180,8561
306,M-SWC,MSWC0306,2008,22.8,27.7,19.3,2958.1,1658.1,621.5,443.3,1651.1,medium_maturity,Yellow earths,,21.3,18.6,74,5.5,180,105,180,7145
307,M-SWC,MSWC0307,2008,22.7,27.6,19.3,3176.3,1776.3,677.6,452.8,1732.2,late_maturity,Limestone soils,,34.5,23.5,189,7.8,210,135,210,9107
308,M-SWC,MSWC0308,2008,22.8,27.7,19.3,3028.6,1698.6,621.5,450.3,1682.9,late_maturity,Yellow earths,,19.9,17.4,96,5.2,180,105,180,8081
309,M-SWC,MSWC0309,2008,23.8,28.7,20.5,2718.7,1578.7,552.6,398.9,1444.5,late_maturity,Yellow earths,,30,18.2,109,5.9,210,135,210,8387
310,M-SWC,MSWC0310,2008,21.6,26.5,18.3,3390.9,1821.9,655.5,488.7,1899.3,medium_maturity,Yellow earths,,27.1,37.2,163,4.8,180,105,180,9255
311,M-SWC,MSWC0311,2008,22.9,27.9,19.4,2862.4,1612.4,598.7,439.4,1611.4,late_maturity,Yellow earths,,21.3,22.7,147,4.9,210,135,210,8000
