Sort,Crop,NO,Year,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
468,M-SWC,MSWC0468,2008,22,28.3,17.7,2986.8,1626.8,792.3,650.4,2021.7,medium_maturity,Yellow earths,,27,27.4,110,4.4,210,68,105,7200
469,M-SWC,MSWC0469,2008,22,28.3,17.7,2986.8,1626.8,792.3,650.4,2021.7,medium_maturity,Yellow-brown earths,,23.3,3.5,100,7.6,210,90,75,8280
470,M-SWC,MSWC0470,2008,22,28.3,17.7,2986.8,1626.8,792.3,650.4,2021.7,medium_maturity,Yellow-brown earths,,21.6,7.6,130,6.2,210,45,45,9351
471,M-SWC,MSWC0471,2007,24.4,30.1,20.1,3539.8,2089.8,425.5,1038.4,2680.5,medium_maturity,Yellow-brown earths,,28.6,10.1,80,5.7,255,72,27,3720
472,M-SWC,MSWC0472,2007,24.4,30.1,20.1,3539.8,2089.8,425.5,1038.4,2680.5,medium_maturity,Yellow-brown earths,,12.1,21.1,140,5,255,72,27,6645
473,M-SWC,MSWC0473,2007,24.4,30.1,20.1,3539.8,2089.8,425.5,1038.4,2680.5,medium_maturity,Yellow-brown earths,,27.4,18.9,240,6.6,255,18,27,6585
474,M-SWC,MSWC0474,2007,24.4,30.2,20.7,3543.1,2093.1,916.7,625.6,2035.3,late_maturity,Yellow-brown earths,,27.9,19.1,160,4.6,225,45,45,5250
475,M-SWC,MSWC0475,2009,23.5,29,19.9,2633.5,1513.5,737.2,493.3,1602.5,medium_maturity,Yellow-brown earths,,22.8,7.2,260,5.1,255,90,75,7695
476,M-SWC,MSWC0476,2009,23.9,29.4,20.3,3493.1,2033.1,872.5,629.8,2049.1,medium_maturity,Yellow-brown earths,,21.8,37.5,300,4.3,195,68,105,8745
477,M-SWC,MSWC0477,2009,22.4,27.7,18.9,2982.5,1655.7,828.8,544.5,1818.7,medium_maturity,Yellow-brown earths,,7.1,20.6,180,4.7,195,68,105,9000
478,M-SWC,MSWC0478,2007,24.4,30.1,20.1,3539.8,2089.8,425.5,1038.4,2680.5,medium_maturity,Yellow-brown earths,,22.1,11.4,160,6,300,45,18,4500
479,M-SWC,MSWC0479,2008,23.7,29.1,19.9,3216.7,1856.7,910.5,693.9,2089.4,late_maturity,Yellow-brown earths,,29,8.5,100,6.2,192,69,75,7434
480,M-SWC,MSWC0480,2007,24,29.4,20.3,3263.1,1903.1,953.4,677.7,2061.6,late_maturity,Yellow-brown earths,,38.1,42.1,240,5.2,192,45,45,7899
481,M-SWC,MSWC0481,2008,23.7,29.1,19.9,3216.7,1856.7,910.5,693.9,2089.4,late_maturity,Yellow-brown earths,,40,5.1,120,6.4,195,90,83,10514
482,M-SWC,MSWC0482,2008,23.7,29.1,19.9,3216.7,1856.7,910.5,693.9,2089.4,late_maturity,Yellow-brown earths,,27,7.7,120,4.5,195,90,83,8979
483,M-SWC,MSWC0483,2007,24,29.4,20.3,3263.1,1903.1,953.4,677.7,2061.6,late_maturity,Yellow-brown earths,,22.6,14,120,4.9,192,90,75,8823
484,M-SWC,MSWC0484,2007,24,29.4,20.3,3263.1,1903.1,953.4,677.7,2061.6,late_maturity,Yellow-brown earths,,14.8,11,60,6.2,221,90,75,9180
485,M-SWC,MSWC0485,2009,24.6,31,20.1,3345.2,1985.2,497.6,699.5,2094.5,medium_maturity,Yellow earths,,16.8,3.2,77,5.5,300,120,180,4962
486,M-SWC,MSWC0486,2009,24.6,31,20.1,3345.2,1985.2,497.6,699.5,2094.5,late_maturity,Purplish soils,,33,27.6,57,4.9,300,120,180,7115
487,M-SWC,MSWC0487,2009,24.6,31,20.1,3345.2,1985.2,497.6,699.5,2094.5,late_maturity,Yellow-brown earths,,20.2,12.5,73,4.8,300,120,180,6180
488,M-SWC,MSWC0488,2009,24.6,31,20.1,3345.2,1985.2,497.6,699.5,2094.5,late_maturity,Yellow-brown earths,,29.7,14.9,67,4.8,300,120,180,6912
489,M-SWC,MSWC0489,2008,24.4,31.2,19.6,3316.6,1956.6,653.9,701.7,2098.6,medium_maturity,Yellow-brown earths,,38.1,15,178,7.4,300,120,180,5445
490,M-SWC,MSWC0490,2008,24.4,31.2,19.6,3316.6,1956.6,653.9,701.7,2098.6,medium_maturity,Limestone soils,,37,27.9,160,7.7,300,120,180,5220
491,M-SWC,MSWC0491,2009,24.6,31,20.1,3345.2,1985.2,497.6,699.5,2094.5,early_maturity,Limestone soils,,19.5,4.1,133,6.1,300,120,180,6789
492,M-SWC,MSWC0492,2009,24.6,31,20.1,3345.2,1985.2,497.6,699.5,2094.5,early_maturity,Limestone soils,,25.6,2.6,127,6.6,300,120,180,5894
493,M-SWC,MSWC0493,2009,24.6,31,20.1,3345.2,1985.2,497.6,699.5,2094.5,late_maturity,Yellow-brown earths,,16.1,12.6,272,5,330,120,180,5928
494,M-SWC,MSWC0494,2009,24.6,31,20.1,3345.2,1985.2,497.6,699.5,2094.5,late_maturity,Limestone soils,,36.7,11.3,77,6.4,300,120,180,6144
495,M-SWC,MSWC0495,2009,24.6,31,20.1,3345.2,1985.2,497.6,699.5,2094.5,late_maturity,Limestone soils,,37.9,11.3,124,5.7,300,120,180,6156
496,M-SWC,MSWC0496,2008,24.4,31.2,19.6,3316.6,1956.6,653.9,701.7,2098.6,medium_maturity,Purplish soils,,40.3,22.8,53,6.6,240,120,180,4620
497,M-SWC,MSWC0497,2008,24.4,31.2,19.6,3316.6,1956.6,653.9,701.7,2098.6,medium_maturity,Purplish soils,,24.8,14.6,107,7.8,300,90,180,5460
498,M-SWC,MSWC0498,2009,24.6,31,20.1,3345.2,1985.2,497.6,699.5,2094.5,late_maturity,Yellow-brown earths,,22,3.1,68,5.5,300,120,180,5414
499,M-SWC,MSWC0499,2009,24.5,29.5,20.8,3359.1,1989.1,719.7,721.7,2140.1,late_maturity,Fluvo-aquic soils,,13.5,5.6,100,8,225,77,72,10005
500,M-SWC,MSWC0500,2009,24.5,29.5,20.8,3359.1,1989.1,719.7,721.7,2140.1,late_maturity,Fluvo-aquic soils,,12.3,7.2,96,7.5,225,77,72,6968
501,M-SWC,MSWC0501,2009,24.5,29.5,20.8,3359.1,1989.1,719.7,721.7,2140.1,medium_maturity,Paddy soils,,31.8,20.4,94,5.5,203,41,72,8250
502,M-SWC,MSWC0502,2008,23.4,29,19.5,2929.6,1679.6,658.4,605.7,1868.7,late_maturity,Yellow-brown earths,,31,12.4,145,5.2,240,63,54,9567
503,M-SWC,MSWC0503,2008,23.4,29,19.5,2929.6,1679.6,658.4,605.7,1868.7,early_maturity,Yellow-brown earths,,33,27.6,150,4.3,210,45,54,7929
504,M-SWC,MSWC0504,2006,23.2,29.6,18.8,3180.9,1811.2,419.9,718.7,2126.8,late_maturity,Yellow earths,,20.6,37.7,148,5.2,270,90,135,8081
505,M-SWC,MSWC0505,2006,23.2,29.6,18.8,3180.9,1811.2,419.9,718.7,2126.8,late_maturity,Yellow earths,,13,33,102,5,270,90,135,7425
506,M-SWC,MSWC0506,2007,21.9,27.6,18.2,3005.4,1637.4,1214.2,520.7,1790.3,late_maturity,Yellow earths,,18.3,12.3,62,5.1,270,90,135,9656
507,M-SWC,MSWC0507,2008,22.7,28.6,18.9,2840.5,1590.5,1033.6,590.1,1847.1,late_maturity,Yellow earths,,20.4,43.1,72,5.2,270,90,135,6512
508,M-SWC,MSWC0508,2006,23.2,29.6,18.8,3180.9,1811.2,419.9,718.7,2126.8,medium_maturity,Yellow-brown earths,,28.3,21.5,194,6.2,240,90,135,8948
509,M-SWC,MSWC0509,2007,21.9,27.6,18.2,3005.4,1637.4,1214.2,520.7,1790.3,late_maturity,Yellow-brown earths,,22.6,22.3,50,5.4,270,90,135,8696
510,M-SWC,MSWC0510,2007,21.9,27.6,18.2,3005.4,1637.4,1214.2,520.7,1790.3,medium_maturity,Yellow-brown earths,,40.5,13.5,55,5.6,188,68,90,4392
511,M-SWC,MSWC0511,2007,21.9,27.6,18.2,3005.4,1637.4,1214.2,520.7,1790.3,early_maturity,Yellow earths,,29.3,13.4,59,6.2,218,68,90,5073
512,M-SWC,MSWC0512,2006,20.1,26.1,15.8,3183.6,1613.6,468.5,840.3,2462.5,medium_maturity,Yellow-brown earths,,49,13.3,106,4.2,210,72,120,6693
513,M-SWC,MSWC0513,2006,20.1,26.1,15.8,3183.6,1613.6,468.5,840.3,2462.5,late_maturity,Yellow-brown earths,,23.1,17.1,65,5.4,210,72,120,6843
514,M-SWC,MSWC0514,2006,20.1,26.1,15.8,3183.6,1613.6,468.5,840.3,2462.5,medium_maturity,Purplish soils,,17.4,24.1,110,4.7,210,72,120,5945
515,M-SWC,MSWC0515,2006,20.1,26.1,15.8,3183.6,1613.6,468.5,840.3,2462.5,late_maturity,Yellow-brown earths,,39.7,15.9,57,5.8,210,72,120,6693
516,M-SWC,MSWC0516,2006,20.1,26.1,15.8,3183.6,1613.6,468.5,840.3,2462.5,late_maturity,Yellow-brown earths,,32,16.6,95,6.2,240,90,150,9248
517,M-SWC,MSWC0517,2008,19.4,24.6,15.7,3063.7,1492.5,1042.5,711.4,2259.4,medium_maturity,Yellow-brown earths,,38.4,11.3,105,4.6,225,72,150,7143
518,M-SWC,MSWC0518,2008,19.4,24.6,15.7,3063.7,1492.5,1042.5,711.4,2259.4,late_maturity,Purplish soils,,26.1,9.9,110,5.7,225,72,150,8192
519,M-SWC,MSWC0519,2008,19.4,24.6,15.7,3063.7,1492.5,1042.5,711.4,2259.4,medium_maturity,Yellow earths,,30.9,13.2,98,6.2,225,72,150,8192
520,M-SWC,MSWC0520,2008,21.9,28,18.5,3467.6,1889.6,897.7,672.4,2197.8,medium_maturity,Yellow earths,,24,17,110,5.6,195,60,90,6167
521,M-SWC,MSWC0521,2009,22,27.9,18.4,3549.6,1949,736,677.7,2219.4,medium_maturity,Yellow earths,,21,7.2,114,5,180,90,120,6744
522,M-SWC,MSWC0522,2009,22,27.9,18.4,3549.6,1949,736,677.7,2219.4,medium_maturity,Yellow earths,,19,39.4,79,4.9,180,60,120,8111
523,M-SWC,MSWC0523,2009,22,27.9,18.4,3549.6,1949,736,677.7,2219.4,medium_maturity,Yellow earths,,15,23.5,98,5.9,195,60,120,8576
524,M-SWC,MSWC0524,2009,20.7,25.7,17.1,3449.4,1793.8,959.3,555.8,2051.9,medium_maturity,Yellow-brown earths,,32,14.9,87,3.8,210,63,72,9680
525,M-SWC,MSWC0525,2009,20.7,25.7,17.2,3206.5,1670.9,951.5,490.4,1874.5,late_maturity,Yellow-brown earths,,12,15.4,28,4.2,240,60,135,8268
526,M-SWC,MSWC0526,2009,19.8,24.8,16.2,3102.4,1548,837.1,465.1,1833.9,medium_maturity,Fluvo-aquic soils,,40,23.4,52,3.8,233,45,72,8939
527,M-SWC,MSWC0527,2008,20.7,26.2,17.3,3276.5,1700.8,839.5,517.8,1949.9,medium_maturity,Paddy soils,,26,7.9,66,7.9,210,75,113,8309
528,M-SWC,MSWC0528,2009,20.5,25.5,17,3301,1705.4,959.3,512,1945.7,late_maturity,Yellow earths,,38,10.9,82,4.4,210,63,72,8795
529,M-SWC,MSWC0529,2008,21.2,26.6,17.8,3499.5,1849.5,878.2,532.1,2014,late_maturity,Paddy soils,,26,67,41,4.6,180,60,135,7764
530,M-SWC,MSWC0530,2008,22.8,28,19.3,3603.1,2023.1,860.8,596.5,2077.5,medium_maturity,Red earths,,24.5,12.4,58,4.6,180,60,150,8033
531,M-SWC,MSWC0531,2008,22.8,28,19.3,3603.1,2023.1,860.8,596.5,2077.5,medium_maturity,Red earths,,20.6,14.9,46,4.1,210,75,150,8235
532,M-SWC,MSWC0532,2008,22.8,28,19.3,3603.1,2023.1,860.8,596.5,2077.5,medium_maturity,Red earths,,27.9,18.4,35,4.1,255,90,225,10005
533,M-SWC,MSWC0533,2009,23,28.1,19.6,3708.1,2100.6,587.6,606.9,2108.1,late_maturity,Red earths,,46.5,16,46,4.2,218,38,53,6195
534,M-SWC,MSWC0534,2008,22.8,28,19.3,3603.1,2023.1,860.8,596.5,2077.5,medium_maturity,Yellow earths,,30.2,23.2,38,5,225,75,180,6881
535,M-SWC,MSWC0535,2007,22.7,28.9,19.3,3090.4,1730.4,1441.2,482.8,1750.6,late_maturity,Limestone soils,,21,20.7,202,6,195,60,180,6498
536,M-SWC,MSWC0536,2009,23.5,27.9,20.2,3309.9,1901.5,743,732.8,2197,medium_maturity,Red earths,,35.8,64.3,205,5.3,180,75,90,7758
537,M-SWC,MSWC0537,2005,25.3,29.9,21.4,2558.1,1548.1,495,507.5,1557,medium_maturity,Paddy soils,,40.8,15.5,73,5,240,90,150,8369
538,M-SWC,MSWC0538,2005,24,28.7,20,2885.7,1688.4,648.1,585.6,1802.5,medium_maturity,Paddy soils,,35.2,22.9,79,5.1,240,90,150,7970
539,M-SWC,MSWC0539,2005,24.1,28.8,20.1,2872.1,1684.8,648.1,582.8,1792,medium_maturity,Paddy soils,,37.8,51.2,59,5.2,240,90,150,8703
540,M-SWC,MSWC0540,2006,24.8,29.4,20.9,3094.5,1847.2,686.1,609.2,1885,medium_maturity,Paddy soils,,28,11.5,66,6.2,180,60,90,8102
541,M-SWC,MSWC0541,2007,25.5,30.7,21.9,3091.1,1881.1,539.5,558.6,1778.2,medium_maturity,Paddy soils,,17.1,12.3,55,5.5,180,75,180,6339
542,M-SWC,MSWC0542,2007,25.6,30.8,21.9,3326.2,2026.2,561.4,598.7,1904.1,medium_maturity,Paddy soils,,24.9,26,120,5.5,135,75,120,7662
543,M-SWC,MSWC0543,2007,25.8,30.9,22.2,2868,1758,512.6,501.1,1617.8,late_maturity,Paddy soils,,27.1,27.9,52,5.7,180,75,150,6234
544,M-SWC,MSWC0544,2007,25.6,30.8,21.8,3246.4,1976.4,548.5,594.9,1877.6,late_maturity,Paddy soils,,19.7,19.3,43,4.7,135,75,120,7121
545,M-SWC,MSWC0545,2007,24.8,30,21,3518.9,2099.2,570.3,640.9,2048.7,medium_maturity,Paddy soils,,8.2,10.9,94,6.1,180,60,120,5498
546,M-SWC,MSWC0546,2008,25.1,30.3,21.4,3210.2,1930.2,523.7,576.5,1855.6,late_maturity,Paddy soils,,45.1,11.5,86,5.9,135,60,90,8684
547,M-SWC,MSWC0547,2008,25.6,30.9,21.8,3171.6,1931.6,460.4,575.2,1827.3,medium_maturity,Paddy soils,,15.5,8.1,50,5.6,120,45,75,6399
548,M-SWC,MSWC0548,2008,25,30.2,21.3,3199.1,1919.1,526,584.1,1867,medium_maturity,Paddy soils,,20.8,14.6,35,5.5,150,75,120,7602
549,M-SWC,MSWC0549,2007,24.3,29.4,20.5,3037.9,1788.1,416.5,778.4,2141.2,medium_maturity,Red earths,,24.5,21.7,97,5.3,180,75,90,8867
550,M-SWC,MSWC0550,2008,24.1,28.9,20.5,3089.6,1809.6,532.3,855.5,2294.6,medium_maturity,Paddy soils,,17.1,28.1,120,5.8,180,75,90,8397
551,M-SWC,MSWC0551,2009,23.4,28.3,19.8,3142.1,1802.9,558.3,810.2,2244.2,medium_maturity,Paddy soils,,34.6,28.8,127,5.5,180,75,90,8013
552,M-SWC,MSWC0552,2009,24,28.7,20.6,3220,1880.8,587.9,801.1,2246.8,medium_maturity,Red earths,,21.5,29.6,136,5.3,180,75,90,8133
553,M-SWC,MSWC0553,2010,22.6,27,19.3,3027,1695.6,1044.9,657.8,2009,medium_maturity,Red earths,,31.4,32.2,152,5.2,180,75,90,7742
554,M-SWC,MSWC0554,2010,21.1,24.4,18.7,1986.1,1051.7,598,457.8,1407.4,early_maturity,Fluvo-aquic soils,,31.2,17.5,70,5.2,180,75,90,7521
555,M-SWC,MSWC0555,2007,25.9,31.6,21.6,2461,1511,302.3,516.1,1531,medium_maturity,Paddy soils,,32.5,37.3,179,5.3,180,75,90,5253
556,M-SWC,MSWC0556,2008,24.6,29.5,20.8,3301.4,1961.4,646.1,634.2,1983.9,medium_maturity,Fluvo-aquic soils,,15.6,21.6,104,5.8,180,120,53,8028
557,M-SWC,MSWC0557,2008,24.6,29.5,20.8,3301.4,1961.4,646.1,634.2,1983.9,medium_maturity,Red earths,,16.5,29.5,102,5.5,180,120,53,7800
558,M-SWC,MSWC0558,2008,24.6,29.5,20.8,3349.8,1989.8,665.2,646.7,2017.4,medium_maturity,Red earths,,16.1,22.3,106,5.8,180,120,53,7674
559,M-SWC,MSWC0559,2009,24.5,29.5,21.2,3215.8,1905.8,613.8,558.7,1845.6,medium_maturity,Paddy soils,,29,12.4,84,6.5,180,75,90,9398
560,M-SWC,MSWC0560,2009,23.8,28.6,20.6,3048.9,1768.9,584.8,566.5,1839.5,early_maturity,Paddy soils,,20.8,10.9,132,5.6,180,75,90,7691
561,M-SWC,MSWC0561,2007,23.4,28.4,19.6,3346.2,1921.4,1084.7,618.4,2018.2,medium_maturity,Limestone soils,,22,4.7,48,6.2,180,75,90,5018
562,M-SWC,MSWC0562,2006,23.2,28.4,19.3,3579.5,2041,780.9,825.6,2418.8,medium_maturity,Limestone soils,,30,4.4,50,7.2,180,75,90,8426
563,M-SWC,MSWC0563,2008,22.7,27.9,19,3496.2,1956.2,837.7,632.4,2105.9,medium_maturity,Limestone soils,,31.1,11.5,105,7.8,165,90,120,6063
564,M-SWC,MSWC0564,2009,23.9,29.2,20.2,3629.1,2109.1,729.8,702.9,2211.7,medium_maturity,Yellow earths,,39.2,9.4,98,6.9,165,90,120,6843
565,M-SWC,MSWC0565,2006,24.4,29.5,20.4,3246,1917.5,702.9,745.3,2162,medium_maturity,Limestone soils,,25,61.1,40,4.5,165,83,90,5303
566,M-SWC,MSWC0566,2009,23.5,28.9,19.9,3696.4,2130.3,741.6,717.5,2266.4,late_maturity,Red earths,,29.9,5.1,100,6.9,165,90,120,7149
567,M-SWC,MSWC0567,2010,23.5,28.4,20,3236.2,1861.7,813.2,610.8,1975.2,late_maturity,Red earths,,35.6,29.8,112,7,180,75,90,7653
568,M-SWC,MSWC0568,2008,23.9,29.1,20.3,3973.2,2313.2,924.8,689,2268.6,early_maturity,Limestone soils,,60.5,3.3,171,6.4,165,90,120,6470
569,M-SWC,MSWC0569,2010,22.6,27.6,19.2,3530.8,1976.3,886.2,670.2,2185,medium_maturity,Limestone soils,,23.4,12.8,69,6.7,165,75,90,6648
570,M-SWC,MSWC0570,2010,24.3,29.4,20.7,3638.9,2138.9,840.6,701.7,2189.6,late_maturity,Limestone soils,,28.6,13.6,102,7.9,165,75,90,6059
571,M-SWC,MSWC0571,2010,24.6,29.8,21,3545.2,2105.2,806.5,692.1,2133,late_maturity,Limestone soils,,23.5,20.7,98,6.3,165,75,90,5981
572,M-SWC,MSWC0572,2008,23.5,28.8,19.6,3173.8,1823.8,730.2,514.4,1800,medium_maturity,Limestone soils,,12.2,19,73,5.6,180,75,90,5592
573,M-SWC,MSWC0573,2008,23.8,30.2,19.9,3182.5,1842.5,783.9,568,1880.1,late_maturity,Paddy soils,,28.2,29.6,142,4.6,180,75,90,9240
574,M-SWC,MSWC0574,2006,20.4,26.7,16.3,2829.7,1458.3,549.6,630.7,1958.3,medium_maturity,Limestone soils,,47.1,40.5,83,7.5,180,75,150,7134
575,M-SWC,MSWC0575,2007,20.9,26.8,17.3,2926.1,1541.6,866.4,485.3,1756.4,medium_maturity,Limestone soils,,16.2,50.9,84,7.6,180,75,90,6903
576,M-SWC,MSWC0576,2008,24.4,30.9,20.5,3266.4,1926.4,831,583.5,1902.8,late_maturity,Paddy soils,,41,16.7,179,6.9,180,75,90,7740
577,M-SWC,MSWC0577,2010,23.2,28.9,19.8,3131.6,1786.2,1123.3,577.9,1900.3,late_maturity,Paddy soils,,45.6,21.4,283,5,180,75,90,8234
578,M-SWC,MSWC0578,2007,20,26,16.3,2783.5,1428.6,635.2,474.3,1717.4,medium_maturity,Paddy soils,,22.9,7.2,58,5.5,180,75,90,5781
579,M-SWC,MSWC0579,2007,16.5,22.1,12.4,1961.8,847.2,385.8,411.6,1409.3,medium_maturity,Yellow earths,,31,12,191,5,180,75,90,7412
580,M-SWC,MSWC0580,2007,16.6,22.2,12.5,1972.1,857.5,384,411.6,1412,medium_maturity,Yellow earths,,29,7,109,5,180,75,90,6903
581,M-SWC,MSWC0581,2006,23.7,28.7,19.8,2777,1610.1,846.3,646,1881.5,medium_maturity,Red earths,,37.5,14.5,75,5,276,72,135,7653
582,M-SWC,MSWC0582,2006,24,28.9,20.1,2806.8,1639.9,846.3,647.6,1886.6,medium_maturity,Red earths,,29.4,13.6,37,5.3,276,72,135,7563
583,M-SWC,MSWC0583,2006,23.9,28.8,19.9,2792.1,1625.2,846.3,646.1,1883.3,medium_maturity,Red earths,,35.5,45,178,5.3,225,75,105,6609
584,M-SWC,MSWC0584,2006,24,28.9,20.1,2806.8,1639.9,846.3,647.6,1886.6,medium_maturity,Red earths,,20.5,9.2,66,7.4,225,75,105,6413
585,M-SWC,MSWC0585,2006,23.9,28.8,19.9,2792.1,1625.2,846.3,646.1,1883.3,medium_maturity,Red earths,,13.5,7.2,69,6.2,276,72,135,7284
586,M-SWC,MSWC0586,2008,22.3,27.4,18.5,2028.5,1118.5,317.8,360.3,1234.8,early_maturity,Paddy soils,,28.8,7.5,118,5.5,210,90,105,8100
587,M-SWC,MSWC0587,2008,22.7,28,18.9,1749.2,979.2,292.8,321,1077.3,early_maturity,Paddy soils,,33.6,14.6,93,5.1,210,90,105,8250
588,M-SWC,MSWC0588,2008,22.3,27.5,18.5,1761.2,971.2,315.7,317.4,1081.1,early_maturity,Paddy soils,,15.9,4.7,80,5.2,210,90,105,8145
589,M-SWC,MSWC0589,2008,22.4,27.5,18.7,1768.9,978.9,312.8,311.1,1073.7,early_maturity,Red earths,,20.5,12.7,176,5.3,210,90,105,5880
590,M-SWC,MSWC0590,2009,24.8,29.6,21.4,3148.4,1878.4,789.5,624.3,1928.2,medium_maturity,Paddy soils,,25.2,8.5,80,4.6,240,90,105,5355
591,M-SWC,MSWC0591,2009,24.5,29.2,21.1,3230.3,1910.3,869.3,629.8,1969.9,medium_maturity,Red earths,,24.3,36.8,160,4.8,240,90,105,6060
592,M-SWC,MSWC0592,2008,22.7,27.9,18.9,1721.8,961.8,292.8,311.1,1053.8,early_maturity,Limestone soils,,21.2,10.4,113,5.7,210,90,105,7110
593,M-SWC,MSWC0593,2008,22.5,27.7,18.8,1846.1,1026.1,316,331.4,1128.1,early_maturity,Paddy soils,,45.8,12.4,86,5.5,210,90,105,7905
594,M-SWC,MSWC0594,2006,24.3,29.3,20.6,2816.9,1661.6,843.8,632.6,1857.4,medium_maturity,Paddy soils,,20.5,23.5,95,5.3,225,75,105,6413
595,M-SWC,MSWC0595,2007,23.8,29.2,19.9,2765.8,1607.9,453,695.1,1961,early_maturity,Paddy soils,,28.7,26.2,119,5.4,225,75,105,7094
596,M-SWC,MSWC0596,2007,24,29.4,20,2835.1,1657.2,452.9,723.5,2022.5,early_maturity,Red earths,,26.5,20.3,99,5.4,225,75,105,7166
597,M-SWC,MSWC0597,2007,24.1,29.5,20.1,2918,1710.1,453,747.1,2081.5,early_maturity,Paddy soils,,25.8,32,215,5.4,225,75,105,7691
598,M-SWC,MSWC0598,2008,23.9,29.3,20.3,2917.5,1697.5,581.6,484.9,1666.9,medium_maturity,Paddy soils,,19.2,9,80,4.9,180,75,90,7335
599,M-SWC,MSWC0599,2010,21.8,26.7,18.4,3530.2,1921.7,729.6,655,2187.9,late_maturity,Paddy soils,,20.4,8.6,88,4.5,180,75,90,5757
600,M-SWC,MSWC0600,2007,23.6,28.9,19.9,2899.7,1669.7,783.8,578.2,1813.5,medium_maturity,Paddy soils,,15.1,3.4,48,4.6,222,83,125,8100
601,M-SWC,MSWC0601,2010,23.4,28.1,20.2,2672.2,1532.2,599.6,442.7,1543.1,late_maturity,Paddy soils,,26.8,26.3,46,5.2,180,75,90,7104
602,M-SWC,MSWC0602,2008,24.6,30.1,20.9,3168.1,1878.1,633.3,529,1786.5,medium_maturity,Paddy soils,,29.1,33.3,92,4.8,180,75,90,6570
603,M-SWC,MSWC0603,2009,25.8,30.6,22.4,3402.4,2082.4,671.2,652.4,2008.8,medium_maturity,Paddy soils,,23.5,3.7,77,5.8,150,36,75,5771
604,M-SWC,MSWC0604,2007,23.8,29.1,19.6,2969.7,1722.4,571.3,814.2,2218.7,medium_maturity,Paddy soils,,20.5,9.7,52,4.7,180,75,90,6995
605,M-SWC,MSWC0605,2008,23.6,28.8,19.7,3331.1,1922.1,720,815.8,2332.2,early_maturity,Red earths,,32.3,15.3,147,4.8,180,75,90,8571
606,M-SWC,MSWC0606,2007,25.9,30.9,22.3,2982.3,1832.3,578.1,709.9,1989,medium_maturity,Paddy soils,,43.5,26.7,47,5.8,180,75,90,6435
607,M-SWC,MSWC0607,2007,25.9,30.9,22.2,3029.6,1859.6,578.1,725.9,2028.7,medium_maturity,Paddy soils,,25,27.9,73,7.5,180,75,90,6219
608,M-SWC,MSWC0608,2008,24.5,29.4,21,3332.2,1972.2,539.7,778.1,2241.9,medium_maturity,Red earths,,24.3,12,159,4.7,180,75,90,7470
609,M-SWC,MSWC0609,2008,24.5,29.3,21.1,3798.9,2248.9,627.6,849.1,2476.7,medium_maturity,Paddy soils,,22.3,31.9,112,4.9,180,75,90,7959
610,M-SWC,MSWC0610,2008,23.9,28.8,20.4,3199.9,1859.9,531.3,745.1,2172.3,medium_maturity,Paddy soils,,22.5,13.2,55,5.2,180,75,90,8037
611,M-SWC,MSWC0611,2008,25.2,30.1,21.7,3323,2003,493.2,774.5,2206.6,medium_maturity,Red earths,,22.9,15.7,87,5.4,180,75,90,8037
612,M-SWC,MSWC0612,2009,25,29.9,21.5,3680.3,2210.3,660.2,883.7,2479,medium_maturity,Paddy soils,,26.7,43.2,39,4.8,180,75,90,7985
613,M-SWC,MSWC0613,2009,23.1,27.5,19.9,3277.8,1859.4,745.2,708.7,2162,medium_maturity,Paddy soils,,26.3,15.8,47,5,180,75,90,8711
614,M-SWC,MSWC0614,2009,24.7,29.4,21.2,3604.8,2144.8,726.1,848.6,2419.2,medium_maturity,Paddy soils,,33.6,21.7,109,5.7,180,75,90,8124
615,M-SWC,MSWC0615,2007,21.7,26.7,18.2,2783.6,1518.2,487.9,637.1,1925.5,medium_maturity,Paddy soils,,39.8,25.7,94,6,180,75,90,6953
616,M-SWC,MSWC0616,2007,21.5,26.5,17.9,2644.1,1428.7,475.4,609.4,1843.9,medium_maturity,Paddy soils,,27,17.7,75,5.6,180,75,90,7004
617,M-SWC,MSWC0617,2007,21.7,26.8,18.1,2651.4,1446,477.2,618.6,1854.8,medium_maturity,Paddy soils,,28.6,18.1,81,5.8,180,75,90,7020
618,M-SWC,MSWC0618,2007,24.1,29.3,19.7,2849.5,1669.5,473.7,609.9,1840.3,late_maturity,Paddy soils,,30,16,79,6.2,180,75,90,6930
619,M-SWC,MSWC0619,2007,24.2,29.3,19.8,2737.1,1607.1,472.8,578.3,1754.4,medium_maturity,Paddy soils,,32,17.2,80,6.5,180,75,90,6630
620,M-SWC,MSWC0620,2007,24.7,30,20.2,2915.4,1735.4,471.4,639,1890.1,late_maturity,Paddy soils,,28.9,14.8,59,6.4,180,75,90,6632
621,M-SWC,MSWC0621,2007,26.6,32.2,22.6,3244.8,2024.8,470.9,702.8,2006.8,late_maturity,Paddy soils,,23.3,15.8,68,6.5,225,75,105,7170
622,M-SWC,MSWC0622,2009,23.6,28.7,20.1,2767,1597,904.6,613.9,1841.1,medium_maturity,Paddy soils,,31,7,43,5,180,75,90,6042
623,M-SWC,MSWC0623,2009,24.2,29.1,20.7,2830.3,1660.3,832.6,627.9,1867,late_maturity,Red earths,,23.2,7.1,124,5.2,180,75,90,6632
