Sort,Crop,NO,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk,,
390,LR-SC,LRSC0390,2006,LRSC07,WS0554,25.51 ,31.56 ,21.34 ,2372.2,1442.2,206.3,598.3,1521.65,Paddy soil,sandy loam,31.4,26.9,83,5,180,54,75,8010,,
391,LR-SC,LRSC0391,2008,LRSC07,WS0554,26.02 ,31.71 ,21.95 ,2419.6,1489.6,251.5,634.9,1561.17,Paddy soil,clay loam,29.4,13.8,88,5.1,165,36,75,7260,,
392,LR-SC,LRSC0392,2007,LRSC07,WS0554,25.60 ,31.34 ,21.67 ,2354.8,1434.8,292.3,611.1,1528.58,Paddy soil,sandy loam,28.9,17.9,144,5,180,72,113,7140,,
393,LR-SC,LRSC0393,2006,LRSC07,WS0554,25.86 ,31.91 ,21.68 ,2379.2,1459.2,172.5,610.4,1551.3,Paddy soil,sandy loam,36.2,50,221,5.4,180,72,75,8625,,
394,LR-SC,LRSC0394,2007,LRSC07,WS0554,26.16 ,31.88 ,22.22 ,2406.4,1486.4,292,631.5,1577.52,Paddy soil,sandy loam,36.2,50,221,5.4,150,36,75,5310,,
395,LR-SC,LRSC0395,2006,LRSC07,WS0554,25.88 ,31.97 ,21.67 ,2432.8,1492.8,172.5,628.9,1591.66,Paddy soil,sandy loam,28.1,37.8,125,4.9,195,54,113,7845,,
396,LR-SC,LRSC0396,2007,LRSC07,WS0554,26.17 ,31.90 ,22.24 ,2434.1,1504.1,292,642,1601.91,Paddy soil,clay loam,27.5,25.8,120,5.7,165,36,75,5880,,
397,LR-SC,LRSC0397,2005,LRSC07,WS0550,24.01 ,28.11 ,20.95 ,2353.3,1373.3,394.7,557,1470.33,Paddy soil,clay,33.5,12.9,78,6,165,60,120,7685,,
398,LR-SC,LRSC0398,2007,LRSC07,WS0550,26.04 ,31.67 ,22.13 ,2629.8,1619.8,312.6,682.7,1715.35,Paddy soil,clay loam,29.6,19.8,49,5,165,60,120,6471,,
399,LR-SC,LRSC0399,2005,LRSC07,WS0550,24.01 ,28.11 ,20.95 ,2353.3,1373.3,394.7,557,1470.33,Paddy soil,silty clay loam,41.1,20.8,61,5.7,165,60,120,6756,,
400,LR-SC,LRSC0400,2005,LRSC07,WS0550,24.01 ,28.11 ,20.95 ,2353.3,1373.3,394.7,557,1470.33,Paddy soil,silty clay loam,35.7,12.6,67,6.1,165,60,120,5597,,
401,LR-SC,LRSC0401,2005,LRSC07,WS0550,24.01 ,28.11 ,20.95 ,2353.3,1373.3,394.7,557,1470.33,Paddy soil,silty clay loam,36.2,16.8,82,6.1,165,60,120,6489,,
402,LR-SC,LRSC0402,2005,LRSC07,WS0550,24.01 ,28.11 ,20.95 ,2353.3,1373.3,394.7,557,1470.33,Paddy soil,clay loam,42.4,12.3,68,5.9,165,60,120,5784,,
403,LR-SC,LRSC0403,2006,LRSC07,WS0550,26.22 ,30.28 ,23.07 ,2543,1573,358.4,605.9,1586.37,Paddy soil,silty clay loam,50.4,17.6,92,6.2,165,60,120,6054,,
404,LR-SC,LRSC0404,2007,LRSC07,WS0550,26.67 ,32.39 ,22.68 ,2587.1,1617.1,311,681.8,1703.18,Paddy soil,silty clay loam,47.8,20.6,101,5.7,165,60,120,6642,,
405,LR-SC,LRSC0405,2007,LRSC07,WS0550,26.67 ,32.39 ,22.68 ,2587.1,1617.1,311,681.8,1703.18,Paddy soil,silty clay loam,46.8,18.5,77,6.1,165,60,120,6221,,
406,LR-SC,LRSC0406,2010,LRSC07,WS0550,24.73 ,28.87 ,21.80 ,2349.7,1400.2,315,561.1,1462.89,Paddy soil,silty clay loam,42.2,24.6,81,5.5,195,90,225,7170,,
407,LR-SC,LRSC0407,2010,LRSC07,WS0550,24.69 ,28.80 ,21.74 ,2419.5,1440.8,316.8,584.4,1519.96,Paddy soil,sandy loam,42.6,22.5,73,5.9,195,90,225,6203,,
408,LR-SC,LRSC0408,2009,LRSC07,WS0550,26.26 ,30.68 ,23.02 ,2783.5,1723.5,175.9,686,1741.44,Paddy soil,sandy loam,45.3,16.4,85,6.1,165,60,120,7910,,
409,LR-SC,LRSC0409,2009,LRSC07,WS0550,26.11 ,30.49 ,22.90 ,2688.9,1658.9,175.9,655.3,1669.49,Paddy soil,sandy loam,48.2,14.5,79,5.9,165,60,120,7955,,
410,LR-SC,LRSC0410,2007,LRSC07,WS0550,25.79 ,31.49 ,21.80 ,2682.4,1642.4,312.6,703.9,1758.78,Paddy soil,sandy loam,41.3,13.8,99,6.2,165,60,120,7601,,
411,LR-SC,LRSC0411,2007,LRSC07,WS0550,25.49 ,31.29 ,21.43 ,2727.5,1657.5,312.7,725.7,1799.18,Paddy soil,sandy loam,40.5,4.7,50,6.3,165,60,120,6621,,
412,LR-SC,LRSC0412,2006,LRSC07,WS0586,26.17 ,30.87 ,22.59 ,2460.2,1520.2,323.6,647.2,1623.74,Paddy soil,sandy loam,48.1,35,51,6.5,180,54,90,6336,,
413,LR-SC,LRSC0413,2006,LRSC07,WS0586,25.85 ,30.59 ,22.25 ,2352.4,1442.4,234.2,610,1534.31,Paddy soil,clay,36.5,3.5,90,5.1,180,54,90,7604,,
414,LR-SC,LRSC0414,2006,LRSC07,WS0586,25.96 ,30.72 ,22.33 ,2284.3,1404.3,210,608.4,1516.93,Paddy soil,clay,60.6,35,71,7.4,180,54,90,7928,,
415,LR-SC,LRSC0415,2007,LRSC07,WS0586,26.42 ,31.08 ,23.07 ,2192.5,1362.5,351.7,486.5,1300.7,Paddy soil,clay,36,3.5,76,6.5,180,54,90,7604,,
416,LR-SC,LRSC0416,2009,LRSC07,WS0586,26.24 ,30.96 ,22.64 ,2860.6,1770.6,228.8,656.7,1715,Paddy soil,clay,43.4,23.5,183,6.4,180,54,90,6198,,
417,LR-SC,LRSC0417,2006,LRSC07,WS0586,25.66 ,30.43 ,22.07 ,2258.2,1378.2,234.2,575.1,1455.74,Paddy soil,clay,55.4,22,110,7.5,180,54,90,7290,,
418,LR-SC,LRSC0418,2008,LRSC07,WS0586,25.86 ,30.39 ,22.41 ,2793.3,1713.3,284.6,599.6,1613.31,Paddy soil,sandy loam,34.5,15.7,83,7.6,180,54,90,6668,,
419,LR-SC,LRSC0419,2009,LRSC07,WS0586,26.30 ,31.00 ,22.71 ,2840.1,1760.1,228.8,654.6,1707.46,Paddy soil,sandy loam,50.9,50.6,47,6.1,180,54,90,6855,,
420,LR-SC,LRSC0420,2006,LRSC07,WS0586,25.65 ,30.23 ,22.22 ,2641.5,1611.5,351.9,643.2,1657.44,Paddy soil,clay,31.3,17,150,6.2,180,54,90,7755,,
421,LR-SC,LRSC0421,2007,LRSC07,WS0586,26.66 ,31.31 ,23.29 ,2372.8,1482.8,361.1,531.6,1417.79,Paddy soil,silty clay loam,35.5,3.9,76,5.2,180,54,90,8309,,
422,LR-SC,LRSC0422,2006,LRSC07,WS0586,26.12 ,30.83 ,22.54 ,2429,1499,323.6,636.2,1598.52,Paddy soil,clay,34.8,6.4,200,5.6,180,54,90,7230,,
423,LR-SC,LRSC0423,2007,LRSC07,WS0586,24.99 ,29.63 ,21.65 ,2399.3,1439.3,352,511.5,1389.47,Paddy soil,clay,24.2,6.9,145,5.8,180,54,90,6630,,
424,LR-SC,LRSC0424,2007,LRSC07,WS0586,25.13 ,29.69 ,21.84 ,2312.2,1392.2,352,480.1,1323.16,Paddy soil,clay,36.4,7.1,120,5.4,180,54,90,6585,,
425,LR-SC,LRSC0425,2006,LRSC07,WS0586,25.85 ,30.59 ,22.25 ,2352.4,1442.4,234.2,610,1534.31,Paddy soil,clay,44.3,9,80,5,180,54,90,6675,,
426,LR-SC,LRSC0426,2007,LRSC07,WS0586,25.93 ,30.49 ,22.63 ,2540.8,1560.8,365.8,550.5,1493.76,Paddy soil,clay,44.7,6.3,135,5.7,180,54,90,6180,,
427,LR-SC,LRSC0427,2008,LRSC07,WS0586,26.10 ,30.62 ,22.63 ,2218.2,1368.2,247,465.1,1266.84,Paddy soil,clay,47.1,5,181,5.3,180,54,90,7413,,
428,LR-SC,LRSC0428,2008,LRSC07,WS0586,25.41 ,29.85 ,22.01 ,2896.3,1756.3,306.3,613.4,1659.26,Paddy soil,silty clay loam,43.3,15.8,132,5.2,180,54,90,6855,,
429,LR-SC,LRSC0429,2008,LRSC07,WS0584,25.41 ,30.48 ,22.08 ,2236.4,1356.4,255.6,485.3,1321.8,Paddy soil,loam,35.8,18,60,5.4,180,54,90,7610,,
430,LR-SC,LRSC0430,2008,LRSC07,WS0584,26.19 ,31.31 ,22.80 ,2226.4,1376.4,282.8,488.1,1323.09,Paddy soil,loam,42.9,20.5,75,5.7,180,54,90,8585,,
431,LR-SC,LRSC0431,2008,LRSC07,WS0584,25.62 ,30.66 ,22.30 ,2229.3,1359.3,283.5,477.2,1308.95,Paddy soil,loam,28.1,20,75,6.9,180,54,90,8006,,
432,LR-SC,LRSC0432,2008,LRSC07,WS0584,25.77 ,30.86 ,22.41 ,2165,1325,254.9,471.5,1282.01,Paddy soil,loam,18.4,9.6,75,5.8,180,54,90,6923,,
433,LR-SC,LRSC0433,2008,LRSC07,WS0584,25.62 ,30.66 ,22.30 ,2229.3,1359.3,283.5,477.2,1308.95,Paddy soil,loam,34.2,9.9,125,5,180,54,90,6861,,
434,LR-SC,LRSC0434,2009,LRSC07,WS0584,26.17 ,31.08 ,22.75 ,2433.4,1503.4,253.2,531.3,1431.2,Paddy soil,loam,38.3,13,57,5.2,150,36,75,6188,,
435,LR-SC,LRSC0435,2009,LRSC07,WS0584,26.17 ,31.08 ,22.75 ,2433.4,1503.4,253.2,531.3,1431.2,Paddy soil,loam,27.9,9.2,92,4.9,150,36,75,6431,,
436,LR-SC,LRSC0436,2009,LRSC07,WS0584,26.23 ,31.11 ,22.82 ,2413.4,1493.4,253.2,522.6,1414.05,Paddy soil,loam,56.8,45.5,57,5,150,36,75,6690,,
437,LR-SC,LRSC0437,2009,LRSC07,WS0584,26.31 ,31.20 ,22.88 ,2394.6,1484.6,252,522.6,1408.9,Paddy soil,loam,38,20.6,54,6.2,150,36,75,6345,,
438,LR-SC,LRSC0438,2007,LRSC07,WS0585,26.17 ,30.94 ,22.87 ,2355.4,1455.4,375.1,511.5,1390.42,Paddy soil,sandy loam,43.2,8,55,5.7,150,36,75,7350,,
439,LR-SC,LRSC0439,2007,LRSC07,WS0585,25.84 ,30.50 ,22.60 ,2402.8,1472.8,375.1,511.5,1405.92,Paddy soil,sandy loam,38.7,28,69,5.7,150,36,75,6114,,
440,LR-SC,LRSC0440,2008,LRSC07,WS0585,26.67 ,31.34 ,23.26 ,2266.7,1416.7,251,477.7,1307.96,Paddy soil,sandy loam,38,24,110,5.7,165,36,68,7512,,
441,LR-SC,LRSC0441,2008,LRSC07,WS0585,26.06 ,30.70 ,22.71 ,2397.9,1477.9,252.3,492.3,1365.03,Paddy soil,sandy loam,44,16,36,5.7,165,36,68,7547,,
442,LR-SC,LRSC0442,2007,LRSC07,WS0585,26.20 ,30.94 ,22.94 ,2436.3,1506.3,390.8,514.2,1416.65,Paddy soil,loam,34,20.4,94,5.7,150,36,75,7457,,
443,LR-SC,LRSC0443,2008,LRSC07,WS0585,25.82 ,30.47 ,22.43 ,2297.7,1407.7,252.3,476.3,1312.74,Paddy soil,sandy loam,40,30,40,5.8,165,36,68,7754,,
444,LR-SC,LRSC0444,2008,LRSC07,WS0585,25.92 ,30.60 ,22.53 ,2358.3,1448.3,252.3,488.4,1346.96,Paddy soil,sandy loam,49.9,22.5,112,5.6,165,36,68,7328,,
445,LR-SC,LRSC0445,2007,LRSC07,WS0585,26.27 ,31.06 ,22.97 ,2390.9,1480.9,389.8,513.9,1403.71,Paddy soil,sandy loam,40.8,3.8,43,5.7,150,36,75,6179,,
446,LR-SC,LRSC0446,2007,LRSC07,WS0590,26.00 ,30.61 ,22.74 ,2495.9,1535.9,288.9,569.7,1496.02,Paddy soil,clay loam,32,12.4,115,4.9,150,30,74,5952,,
447,LR-SC,LRSC0447,2007,LRSC07,WS0590,26.00 ,30.61 ,22.74 ,2495.9,1535.9,288.9,569.7,1496.02,Paddy soil,sandy loam,31,48.9,83,5.5,150,36,74,5736,,
448,LR-SC,LRSC0448,2008,LRSC07,WS0590,26.57 ,31.24 ,23.07 ,2471.3,1541.3,173,557.4,1447.49,Paddy soil,sandy loam,37.3,11.8,57,4.6,157,30,42,7670,,
449,LR-SC,LRSC0449,2008,LRSC07,WS0590,26.55 ,31.23 ,23.06 ,2496,1556,173,560.8,1456.95,Paddy soil,sandy loam,37.9,14.1,49,5,222,47,189,8171,,
450,LR-SC,LRSC0450,2008,LRSC07,WS0590,26.65 ,31.32 ,23.16 ,2531.5,1581.5,173,572.8,1487.06,Paddy soil,sandy loam,37.5,10.7,91,5.3,204,40,186,7365,,
451,LR-SC,LRSC0451,2008,LRSC07,WS0590,26.57 ,31.24 ,23.07 ,2471.3,1541.3,173,557.4,1447.49,Paddy soil,sandy loam,39.3,14.3,99,5.7,204,40,164,8087,,
452,LR-SC,LRSC0452,2009,LRSC07,WS0590,26.93 ,31.52 ,23.44 ,2611.9,1641.9,286.3,625.2,1593.19,Paddy soil,clay loam,36.2,17.6,29,5.2,135,36,75,7137,,
453,LR-SC,LRSC0453,2009,LRSC07,WS0590,27.70 ,32.30 ,24.17 ,2409.6,1539.6,251.4,596.4,1502.52,Paddy soil,clay loam,36.6,18.4,55,4.9,135,36,75,7404,,
454,LR-SC,LRSC0454,2009,LRSC07,WS0590,27.29 ,31.86 ,23.84 ,2319.3,1469.3,251.4,547,1403.43,Paddy soil,clay loam,42.4,9.4,36,4.9,135,36,75,7871,,
455,LR-SC,LRSC0455,2007,LRSC07,WS0628,25.85 ,30.69 ,22.27 ,2326.6,1426.6,449.4,544.9,1428.62,Paddy soil,sandy loam,28.6,21.1,115,6,150,36,75,7718,,
456,LR-SC,LRSC0456,2007,LRSC07,WS0628,25.85 ,30.69 ,22.27 ,2326.6,1426.6,449.4,544.9,1428.62,Paddy soil,sandy loam,26.7,17.5,89,5.9,150,36,75,7680,,
457,LR-SC,LRSC0457,2010,LRSC07,WS0628,26.85 ,31.92 ,23.28 ,2550.6,1600.6,167.8,606.5,1576.11,Paddy soil,clay loam,21.2,18.9,119,5.6,135,72,68,6030,,
458,LR-SC,LRSC0458,2007,LRSC07,WS0628,25.35 ,30.19 ,21.68 ,2408.3,1458.3,449.4,578,1488.35,Paddy soil,sandy loam,24.4,16.4,134,6,150,36,75,7710,,
459,LR-SC,LRSC0459,2007,LRSC07,WS0628,25.28 ,30.11 ,21.63 ,2376.7,1436.7,449.4,566.1,1461.7,Paddy soil,loam,23.5,11.5,110,6.1,150,36,75,7290,,
460,LR-SC,LRSC0460,2007,LRSC07,WS0628,25.27 ,30.06 ,21.64 ,2324.5,1404.5,449.4,546.2,1419.53,Paddy soil,loam,21.2,12.9,115,5.9,150,36,75,7407,,
461,LR-SC,LRSC0461,2007,LRSC07,WS0628,25.25 ,30.09 ,21.59 ,2399,1449,449.4,576.2,1480.12,Paddy soil,sandy loam,19.1,10.2,109,5.8,150,36,75,6927,,
462,LR-SC,LRSC0462,2007,LRSC07,WS0628,26.00 ,30.84 ,22.41 ,2339.9,1439.9,449.4,552.9,1445.02,Paddy soil,silty clay loam,23.7,15.5,90,6.2,150,36,75,7568,,
463,LR-SC,LRSC0463,2009,LRSC07,WS0629,26.21 ,32.92 ,21.99 ,2148.9,1328.9,148.1,527.4,1363.36,Paddy soil,silty clay loam,30.7,7.2,43,5.3,150,75,90,7343,,
464,LR-SC,LRSC0464,2009,LRSC07,WS0629,26.33 ,33.01 ,22.16 ,2106.2,1306.2,148.1,512.9,1331.52,Paddy soil,silty clay loam,48.3,10.9,46,5.2,143,68,83,7334,,
465,LR-SC,LRSC0465,2009,LRSC07,WS0629,26.16 ,32.84 ,21.95 ,2171.4,1341.4,148.1,529,1371.05,Paddy soil,silty clay loam,36.6,9.3,62,5.8,135,60,75,7376,,
466,LR-SC,LRSC0466,2008,LRSC07,WS0549,25.85 ,29.93 ,22.95 ,2223.2,1363.2,201.4,407.3,1183.02,Paddy soil,sandy loam,40.6,28.6,102,5.1,150,36,75,6540,,
467,LR-SC,LRSC0467,2007,LRSC07,WS0549,25.52 ,29.32 ,22.66 ,2500.9,1520.9,385.4,435,1305.6,Paddy soil,clay loam,44.5,35.3,113,5,180,54,90,7020,,
468,LR-SC,LRSC0468,2007,LRSC07,WS0549,25.35 ,29.17 ,22.51 ,2307.2,1397.2,365.6,401.8,1202.94,Paddy soil,clay loam,44.3,30.9,123,5.2,180,54,90,7680,,
469,LR-SC,LRSC0469,2008,LRSC07,WS0549,25.67 ,29.84 ,22.68 ,2336.4,1426.4,201.4,448.6,1267.59,Paddy soil,clay loam,39.7,29,105,5,180,54,90,6720,,
470,LR-SC,LRSC0470,2008,LRSC07,WS0549,25.67 ,29.84 ,22.68 ,2336.4,1426.4,201.4,448.6,1267.59,Paddy soil,clay loam,41.9,26.1,93,4.9,165,54,90,7200,,
471,LR-SC,LRSC0471,2008,LRSC07,WS0549,25.85 ,29.93 ,22.95 ,2223.2,1363.2,201.4,407.3,1183.02,Paddy soil,silty clay loam,40.1,23.3,107,5.4,150,36,75,6840,,
472,LR-SC,LRSC0472,2008,LRSC07,WS0549,25.67 ,29.84 ,22.68 ,2336.4,1426.4,201.4,448.6,1267.59,Paddy soil,clay loam,39.7,26.7,94,5,180,54,90,6495,,
473,LR-SC,LRSC0473,2009,LRSC07,WS0549,25.19 ,29.30 ,22.23 ,2266.7,1366.7,95.1,449.9,1231.59,Paddy soil,sandy loam,32.6,27,97,5,180,54,90,7650,,
474,LR-SC,LRSC0474,2009,LRSC07,WS0549,26.30 ,30.38 ,23.35 ,2419.8,1499.8,232.4,478.3,1324.3,Paddy soil,sandy loam,41.6,27,102,5.1,180,54,90,6825,,
475,LR-SC,LRSC0475,2009,LRSC07,WS0580,26.35 ,30.34 ,23.48 ,2186.8,1356.8,225,407.5,1161.73,Paddy soil,clay,28.5,9.3,78,5,150,36,75,7571,,
476,LR-SC,LRSC0476,2008,LRSC07,WS0549,25.37 ,29.51 ,22.40 ,2435.2,1475.2,205.6,473.6,1321.72,Paddy soil,sandy loam,38.2,24.4,110,5.1,150,36,75,7680,,
477,LR-SC,LRSC0477,2007,LRSC07,WS0266,25.46 ,29.26 ,22.64 ,2240.8,1360.8,364.9,382.2,1156.18,Paddy soil,clay loam,33,16.6,155,5,150,36,75,6930,,
478,LR-SC,LRSC0478,2009,LRSC07,WS0580,25.54 ,29.63 ,22.59 ,2706.8,1646.8,258.2,533.1,1469.45,Paddy soil,loam,17.4,47.1,38,5.2,150,36,75,6534,,
479,LR-SC,LRSC0479,2006,LRSC07,WS0266,25.79 ,29.69 ,22.69 ,2423.8,1483.8,247.1,488.9,1349.99,Paddy soil,sandy loam,33.1,19.8,115,4.7,150,36,75,6795,,
480,LR-SC,LRSC0480,2006,LRSC07,WS0266,27.43 ,31.36 ,24.28 ,2551.3,1621.3,259.4,556.4,1507.05,Paddy soil,sandy loam,29.8,10.3,154,5.2,150,36,75,6975,,
481,LR-SC,LRSC0481,2007,LRSC07,WS0266,24.58 ,28.48 ,21.70 ,2483,1473,366.3,407.8,1253.26,Paddy soil,loam,24.4,11.2,101,5.2,150,36,75,6900,,
482,LR-SC,LRSC0482,2007,LRSC07,WS0266,24.94 ,28.76 ,22.06 ,2468.6,1478.6,365.8,418.9,1269.52,Paddy soil,clay loam,49.1,11.6,152,5,150,36,75,7275,,
483,LR-SC,LRSC0483,2008,LRSC07,WS0266,26.14 ,30.24 ,23.20 ,2169.9,1339.9,197.3,400.2,1157.83,Paddy soil,clay,34.9,6.9,83,5.7,150,36,75,5570,,
484,LR-SC,LRSC0484,2008,LRSC07,WS0266,26.06 ,30.14 ,23.13 ,2110.8,1300.8,195.5,387,1121.91,Paddy soil,clay,33.6,13.5,105,5.2,150,36,75,6933,,
485,LR-SC,LRSC0485,2006,LRSC07,WS0266,26.21 ,30.17 ,23.05 ,2437.4,1507.4,211.5,513,1395.82,Paddy soil,clay,33.8,17.4,122,5.2,150,36,75,6980,,
486,LR-SC,LRSC0486,2006,LRSC07,WS0266,27.00 ,30.92 ,23.85 ,3186.1,2006.1,342.1,695,1876.08,Paddy soil,clay,32.1,16.4,141,5.1,167,36,68,7632,,
487,LR-SC,LRSC0487,2006,LRSC07,WS0266,27.61 ,31.54 ,24.46 ,2761.3,1761.3,325.5,606.7,1642.84,Paddy soil,clay loam,32.1,17.9,138,5.5,150,36,75,7811,,
488,LR-SC,LRSC0488,2007,LRSC07,WS0266,25.34 ,29.16 ,22.46 ,2458.2,1488.2,365.6,429.7,1283.31,Paddy soil,clay,43.7,18.3,188,5.4,150,36,75,6555,,
489,LR-SC,LRSC0489,2008,LRSC07,WS0266,26.06 ,30.14 ,23.13 ,2110.8,1300.8,195.5,387,1121.91,Paddy soil,clay loam,38.1,10,137,6,150,36,75,6701,,
490,LR-SC,LRSC0490,2008,LRSC07,WS0266,26.06 ,30.14 ,23.13 ,2110.8,1300.8,195.5,387,1121.91,Paddy soil,silty clay loam,29.2,17.5,146,5.4,150,36,75,7035,,
491,LR-SC,LRSC0491,2006,LRSC07,WS0266,27.40 ,31.34 ,24.23 ,2904.8,1844.8,325.5,643.1,1732.11,Paddy soil,clay loam,33.4,11.2,78,6.3,150,36,75,6474,,
492,LR-SC,LRSC0492,2006,LRSC07,WS0266,26.18 ,30.08 ,23.07 ,2644,1634,267.6,539.4,1485.53,Paddy soil,loam,25.6,18.3,143,6.1,150,36,75,7275,,
493,LR-SC,LRSC0493,2008,LRSC07,WS0266,26.06 ,30.14 ,23.13 ,2110.8,1300.8,195.5,387,1121.91,Paddy soil,sandy loam,31.2,13.4,165,5.4,150,36,75,7034,,
494,LR-SC,LRSC0494,2009,LRSC07,WS0580,26.38 ,30.47 ,23.41 ,2453.4,1523.4,232.4,490.3,1351.1,Paddy soil,loam,31,19.6,45,5.3,150,36,75,6717,,
495,LR-SC,LRSC0495,2009,LRSC07,WS0549,25.96 ,30.03 ,23.01 ,2596.2,1596.2,251.4,518.9,1429.29,Paddy soil,clay loam,43.3,25.2,150,5,180,54,90,6930,,
496,LR-SC,LRSC0496,2009,LRSC07,WS0549,25.49 ,29.50 ,22.66 ,2345.5,1425.5,249.8,430.8,1233.29,Paddy soil,clay loam,45,38.2,127,5.3,180,54,90,6990,,
497,LR-SC,LRSC0497,2007,LRSC07,WS0549,25.98 ,29.74 ,23.16 ,2546.3,1566.3,431.2,432.6,1313.28,Paddy soil,clay loam,45,34.1,145,7.4,150,36,75,6840,,
498,LR-SC,LRSC0498,2007,LRSC07,WS0549,25.79 ,29.54 ,22.98 ,2578.5,1578.5,438.1,439.2,1332.4,Paddy soil,clay loam,43.3,29.4,122,4.8,150,36,75,6540,,
499,LR-SC,LRSC0499,2009,LRSC07,WS0580,25.88 ,29.92 ,22.98 ,2407.1,1477.1,245.8,460.9,1295.08,Paddy soil,loam,38,9.3,79,5.3,150,36,75,7017,,
500,LR-SC,LRSC0500,2009,LRSC07,WS0580,25.42 ,29.49 ,22.52 ,2491.6,1511.6,251.4,479.5,1337.24,Paddy soil,loam,31.8,31.1,65,5.8,150,36,75,5178,,
501,LR-SC,LRSC0501,2007,LRSC07,WS0547,25.51 ,29.16 ,22.85 ,2499.8,1519.8,320.4,411.5,1259.45,Paddy soil,silty clay loam,35.4,29.3,51,7.5,150,36,75,7980,,
502,LR-SC,LRSC0502,2007,LRSC07,WS0547,25.51 ,29.16 ,22.85 ,2499.8,1519.8,320.4,411.5,1259.45,Paddy soil,silty clay loam,38.4,35.3,71,7.5,150,36,75,8415,,
503,LR-SC,LRSC0503,2008,LRSC07,WS0547,25.96 ,30.00 ,23.17 ,2466.6,1516.6,189.5,489.1,1365.68,Paddy soil,silty clay loam,38.4,35.3,71,7.5,180,36,90,8415,,
504,LR-SC,LRSC0504,2009,LRSC07,WS0547,26.81 ,30.63 ,24.02 ,2547,1597,270.8,503,1396.78,Paddy soil,clay loam,38.1,28.9,72,7.8,180,36,90,7440,,
505,LR-SC,LRSC0505,2010,LRSC07,WS0547,24.80 ,28.42 ,22.08 ,2554,1524.2,517.3,510.6,1421.57,Paddy soil,silty clay loam,26.3,39.8,80,7.4,180,36,90,6600,,
506,LR-SC,LRSC0506,2006,LRSC07,WS0547,26.15 ,30.10 ,23.28 ,2510.5,1550.5,230.3,397.8,1224.69,Paddy soil,silty clay loam,42.9,16.7,95,7.4,150,36,75,6042,,
507,LR-SC,LRSC0507,2008,LRSC07,WS0549,25.84 ,29.79 ,23.07 ,2325.2,1425.2,183,456,1280.08,Paddy soil,clay,28.7,10.1,66,8.1,210,54,90,8045,,
508,LR-SC,LRSC0508,2006,LRSC07,WS0545,24.86 ,29.46 ,21.32 ,2510.8,1500.8,277.1,412.4,1275.11,Paddy soil,loam,53.7,7.5,71,7,180,54,90,6245,,
509,LR-SC,LRSC0509,2006,LRSC07,WS0545,24.74 ,29.35 ,21.20 ,2498.9,1488.9,266.9,410,1268.65,Paddy soil,loam,28.4,7.2,66,5,180,54,90,6000,,
510,LR-SC,LRSC0510,2007,LRSC07,WS0545,25.39 ,30.27 ,22.29 ,2208.8,1338.8,464.3,335.9,1091.11,Paddy soil,silty clay loam,40.8,29.8,105,5.7,150,36,75,6420,,
511,LR-SC,LRSC0511,2007,LRSC07,WS0545,25.31 ,30.20 ,22.20 ,2227.4,1347.4,464.3,342.9,1106.09,Paddy soil,loam,35.7,40.8,67,4.8,150,36,75,6087,,
512,LR-SC,LRSC0512,2007,LRSC07,WS0545,23.90 ,28.79 ,20.77 ,2366.1,1376.1,472.6,344.1,1149.65,Paddy soil,loam,45.3,7.8,114,5.2,180,54,90,4980,,
513,LR-SC,LRSC0513,2007,LRSC07,WS0545,25.31 ,30.20 ,22.20 ,2227.4,1347.4,464.3,342.9,1106.09,Paddy soil,loam,41.3,9.6,86,5.3,150,36,75,6254,,
514,LR-SC,LRSC0514,2009,LRSC07,WS0517,26.45 ,29.78 ,23.85 ,2274.7,1414.7,257.5,575.4,1439.29,Paddy soil,loam,24.4,16.8,80,8.1,150,45,75,7085,,
515,LR-SC,LRSC0515,2008,LRSC07,WS0518,25.42 ,30.20 ,22.15 ,2186,1326,339.8,422,1198.14,Paddy soil,clay loam,27.8,15.2,154,6.1,150,36,75,6788,,
516,LR-SC,LRSC0516,2009,LRSC07,WS0518,26.16 ,30.90 ,22.79 ,2223.2,1373.2,245.2,415.5,1184.96,Paddy soil,clay loam,32.1,13.3,122,6.2,150,36,75,7251,,
517,LR-SC,LRSC0517,2010,LRSC07,WS0518,25.78 ,30.36 ,22.68 ,2217.3,1357.3,558.6,507.1,1338.48,Paddy soil,clay loam,32,20.7,116,5.7,162,36,75,6567,,
518,LR-SC,LRSC0518,2009,LRSC07,WS0518,25.65 ,30.44 ,22.31 ,2128.7,1298.7,251.7,374.1,1098.26,Paddy soil,clay loam,31.4,13.8,113,6.8,150,36,75,6653,,
519,LR-SC,LRSC0519,2008,LRSC07,WS0518,25.62 ,30.44 ,22.35 ,2357.1,1437.1,395,457,1298.56,Paddy soil,sandy loam,24.1,10,71,6.3,150,36,75,6807,,
520,LR-SC,LRSC0520,2009,LRSC07,WS0518,25.70 ,30.46 ,22.34 ,2082,1272,188.9,371.4,1082.36,Paddy soil,clay loam,26.5,11.9,107,6.7,150,36,75,6831,,
521,LR-SC,LRSC0521,2010,LRSC07,WS0518,25.89 ,30.41 ,22.81 ,2381.7,1461.7,635.8,545.3,1441.89,Paddy soil,sandy loam,50.5,7.3,116,6.4,162,36,75,6777,,
