Sort,Crop,NO,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk,,
128,LR-SC,LRSC0128,2008,LRSC04,WS0945,26.25 ,29.79 ,23.68 ,2362.5,1462.5,555.1,638.8,1514.36,Paddy soil,clay loam,31.8,22.6,244,4.8,152,60,174,6815,,
129,LR-SC,LRSC0129,2007,LRSC04,WS0941,26.02 ,30.45 ,22.87 ,2446.1,1506.1,768.4,524.1,1384.34,Paddy soil,clay loam,34.4,55.4,53,5.1,165,60,135,5223,,
130,LR-SC,LRSC0130,2007,LRSC04,WS0941,26.02 ,30.45 ,22.87 ,2446.1,1506.1,768.4,524.1,1384.34,Paddy soil,silty clay loam,38.2,31.2,61,5.4,165,60,135,6752,,
131,LR-SC,LRSC0131,2008,LRSC04,WS0943,27.39 ,31.09 ,24.79 ,2575.1,1635.1,544.8,613.6,1524.5,Paddy soil,sandy loam,8.3,36.8,163,4.8,182,68,144,4734,,
132,LR-SC,LRSC0132,2008,LRSC04,WS0943,27.15 ,30.99 ,24.42 ,2579.7,1629.7,520.3,649.9,1571.35,Paddy soil,sandy loam,11.6,12.9,146,4.2,182,68,144,6390,,
133,LR-SC,LRSC0133,2007,LRSC04,WS0942,26.05 ,31.29 ,22.70 ,2656.8,1636.8,422.5,576.8,1526.32,Paddy soil,loamy sand,20.9,30.4,88,5.4,194,27,108,7995,,
134,LR-SC,LRSC0134,2008,LRSC04,WS0942,26.68 ,31.92 ,23.37 ,2348.1,1468.1,570.6,451.8,1234.33,Paddy soil,loam,26.9,17.7,44,5.6,194,36,108,5790,,
135,LR-SC,LRSC0135,2007,LRSC04,WS0932,26.39 ,31.57 ,23.10 ,2718,1688,283.1,649.1,1614.74,Paddy soil,loam,29.7,29.2,60,5.8,150,38,135,7799,,
136,LR-SC,LRSC0136,2006,LRSC04,WS0917,27.23 ,31.06 ,24.28 ,3077.1,1947.1,444.9,630.4,1684.57,Paddy soil,silty clay loam,14.8,28,54,5.5,158,42,113,7820,,
137,LR-SC,LRSC0137,2006,LRSC04,WS0917,27.40 ,31.14 ,24.58 ,2877.5,1827.5,444.3,554.8,1527,Paddy soil,silty clay loam,22.1,47.2,53,5.9,158,42,113,7701,,
138,LR-SC,LRSC0138,2007,LRSC04,WS0916,24.67 ,30.39 ,20.97 ,2590.2,1540.2,324,633.8,1558.69,Paddy soil,loamy sand,46.4,55.4,120,4.2,158,45,135,6158,,
139,LR-SC,LRSC0139,2007,LRSC04,WS0916,24.89 ,30.57 ,21.24 ,2613.2,1563.2,361.1,628.2,1560.47,Paddy soil,sandy loam,36.4,13.4,134,3.8,158,45,135,6698,,
140,LR-SC,LRSC0140,2008,LRSC04,WS0916,25.23 ,30.60 ,21.66 ,2926.1,1766.1,479.1,708.5,1743.28,Paddy soil,sandy loam,36.4,13.4,135,3.8,158,45,135,6288,,
141,LR-SC,LRSC0141,2007,LRSC04,WS0916,24.58 ,30.36 ,20.85 ,2678.8,1588.8,361.1,662,1622.05,Paddy soil,clay,31.5,22.5,165,4.1,158,45,135,6255,,
142,LR-SC,LRSC0142,2007,LRSC04,WS0916,24.45 ,30.23 ,20.70 ,2640.4,1560.4,324,653.2,1597.06,Paddy soil,clay,38.6,5.3,139,3.7,158,45,135,6270,,
143,LR-SC,LRSC0143,2008,LRSC04,WS0916,25.07 ,30.46 ,21.49 ,2907.9,1747.9,479.1,710.8,1740.99,Paddy soil,clay,38.6,5.3,139,3.7,158,45,135,8109,,
144,LR-SC,LRSC0144,2007,LRSC04,WS0916,24.41 ,30.21 ,20.65 ,2612,1542,315.4,650.1,1584.99,Paddy soil,loamy sand,30.3,4.5,72,3.7,158,45,135,6645,,
145,LR-SC,LRSC0145,2007,LRSC04,WS0916,24.41 ,30.21 ,20.65 ,2612,1542,315.4,650.1,1584.99,Paddy soil,loamy sand,35.4,43.8,143,4.9,158,45,135,6698,,
146,LR-SC,LRSC0146,2007,LRSC04,WS0916,24.69 ,30.43 ,21.00 ,2691.1,1601.1,366.8,659.4,1622.95,Paddy soil,clay,40.5,14.9,107,4.1,158,45,135,6263,,
147,LR-SC,LRSC0147,2008,LRSC04,WS0916,25.23 ,30.64 ,21.62 ,2775.3,1675.3,359.7,686.9,1671.64,Paddy soil,clay,40.5,14.9,107,4.1,158,45,135,6822,,
148,LR-SC,LRSC0148,2007,LRSC04,WS0916,24.59 ,30.34 ,20.87 ,2606.3,1546.3,324,643.2,1575.28,Paddy soil,clay,31.1,11.9,147,4.4,158,45,135,6285,,
149,LR-SC,LRSC0149,2008,LRSC04,WS0916,25.15 ,30.56 ,21.55 ,2817.3,1697.3,381.3,695.8,1694.34,Paddy soil,clay,31.6,24.8,28,4,158,45,135,5627,,
150,LR-SC,LRSC0150,2007,LRSC04,WS0916,24.59 ,30.34 ,20.87 ,2606.3,1546.3,324,643.2,1575.28,Paddy soil,loam,45.4,27.6,116,4.3,158,45,135,6330,,
151,LR-SC,LRSC0151,2007,LRSC04,WS0916,24.75 ,30.45 ,21.06 ,2573.5,1533.5,324,625.3,1543.21,Paddy soil,loamy sand,28.3,13.5,59,3.8,158,45,135,7110,,
152,LR-SC,LRSC0152,2007,LRSC04,WS0935,26.87 ,30.55 ,24.25 ,2606.6,1636.6,368.8,472.2,1341.47,Paddy soil,silty clay loam,16,27.8,88,4.9,165,36,135,6626,,
153,LR-SC,LRSC0153,2008,LRSC04,WS0935,27.42 ,31.04 ,24.88 ,2769.1,1759.1,683.4,535.4,1464.31,Paddy soil,loam,35,7.9,65,6.1,150,36,113,6353,,
154,LR-SC,LRSC0154,2007,LRSC04,WS0936,26.85 ,30.77 ,24.11 ,2872.5,1802.5,401.5,692.2,1770.53,Paddy soil,clay loam,8,14,65,5.1,150,75,144,6158,,
155,LR-SC,LRSC0155,2010,LRSC04,WS0937,25.64 ,29.91 ,22.72 ,2846.1,1736.1,778.3,690,1748.74,Paddy soil,sandy loam,42.8,50.3,45,5,135,41,108,6560,,
156,LR-SC,LRSC0156,2010,LRSC04,WS0937,25.70 ,29.97 ,22.76 ,2955.7,1805.7,780.9,720.3,1823.01,Paddy soil,loam,11.7,43,25,4.7,120,36,96,5771,,
157,LR-SC,LRSC0157,2007,LRSC04,WS0944,25.37 ,29.23 ,22.74 ,2714.8,1644.8,496.2,571.7,1518.85,Paddy soil,sandy loam,31.9,12.6,69,4.5,149,52,121,5526,,
158,LR-SC,LRSC0158,2007,LRSC04,WS0944,25.37 ,29.23 ,22.74 ,2714.8,1644.8,496.2,571.7,1518.85,Paddy soil,sandy loam,22.8,9.1,44,4.8,150,53,129,6131,,
159,LR-SC,LRSC0159,2007,LRSC04,WS0944,25.37 ,29.23 ,22.74 ,2714.8,1644.8,496.2,571.7,1518.85,Paddy soil,sandy loam,36.1,17.2,103,4.9,148,50,122,5637,,
160,LR-SC,LRSC0160,2008,LRSC04,WS0944,26.92 ,30.57 ,24.43 ,2907.6,1827.6,982.9,669.8,1766.07,Paddy soil,sandy loam,42.3,11.6,42,4.8,138,45,144,7298,,
161,LR-SC,LRSC0161,2007,LRSC04,WS0944,23.08 ,27.29 ,20.15 ,2469.5,1399.5,243.4,617.6,1464.08,Paddy soil,sandy loam,49.8,61.9,118,5.4,138,45,144,5919,,
162,LR-SC,LRSC0162,2007,LRSC04,WS0944,26.21 ,29.82 ,23.72 ,3092.2,1912.2,542.9,691.3,1833.06,Paddy soil,sandy loam,34,27.4,54,4.8,135,45,90,6138,,
163,LR-SC,LRSC0163,2007,LRSC01,WS0908,25.03 ,29.79 ,21.35 ,2477.8,1487.8,304,506.8,1563.45,Paddy soil,loam,63.5,33.5,114,5.2,120,45,90,8100,,
164,LR-SC,LRSC0164,2007,LRSC01,WS0908,25.03 ,29.79 ,21.35 ,2477.8,1487.8,304,506.8,1563.45,Paddy soil,clay loam,58.2,11.4,80,5.8,150,60,120,7362,,
165,LR-SC,LRSC0165,2007,LRSC01,WS0908,24.57 ,29.31 ,20.86 ,2284.6,1354.6,261.9,475.7,1444.67,Paddy soil,loam,57.3,16.6,98,5.1,195,75,150,8261,,
166,LR-SC,LRSC0166,2007,LRSC01,WS0908,24.44 ,29.17 ,20.76 ,2321.8,1371.8,261.9,480.7,1462.77,Paddy soil,clay loam,28.6,15.5,84,6.1,120,45,90,4931,,
167,LR-SC,LRSC0167,2007,LRSC01,WS0908,25.13 ,29.87 ,21.44 ,2487.5,1497.5,304.1,507.3,1574.61,Paddy soil,loam,41.5,27.3,50,6.7,150,60,120,6161,,
168,LR-SC,LRSC0168,2007,LRSC01,WS0908,25.03 ,29.79 ,21.35 ,2477.8,1487.8,304,506.8,1563.45,Paddy soil,loam,39.7,18,29,5.5,195,75,150,6786,,
169,LR-SC,LRSC0169,2007,LRSC01,WS0908,25.03 ,29.79 ,21.35 ,2477.8,1487.8,304,506.8,1563.45,Paddy soil,loam,46.4,24.7,45,4.9,150,60,120,7280,,
170,LR-SC,LRSC0170,2008,LRSC01,WS0909,24.67 ,29.80 ,21.47 ,2441.9,1451.9,700.9,526.1,1381.6,Paddy soil,loam,62.2,29.1,102,5.5,150,60,120,6566,,
171,LR-SC,LRSC0171,2010,LRSC01,WS0909,23.61 ,29.31 ,20.18 ,2313.8,1333.8,420.6,605.4,1475.41,Paddy soil,sandy loam,42.3,45.4,65,5.6,150,60,120,7436,,
172,LR-SC,LRSC0172,2008,LRSC01,WS0909,24.25 ,29.36 ,21.05 ,2570.1,1510.1,718.4,547.8,1448.45,Paddy soil,loam,55.4,23.6,118,5.3,210,90,210,5717,,
173,LR-SC,LRSC0173,2008,LRSC01,WS0909,24.67 ,29.80 ,21.47 ,2441.9,1451.9,700.9,526.1,1381.6,Paddy soil,clay loam,37.8,65.6,35,6.3,195,75,150,6060,,
174,LR-SC,LRSC0174,2008,LRSC01,WS0909,24.65 ,29.79 ,21.44 ,2415.5,1435.5,690.9,525.3,1372.33,Paddy soil,loam,67.6,17.2,125,5.5,195,75,150,6615,,
175,LR-SC,LRSC0175,2009,LRSC01,WS0909,26.40 ,31.95 ,22.80 ,2402.4,1492.4,155.6,562.6,1438.84,Paddy soil,sandy loam,40.9,32.5,123,5.6,150,60,120,6855,,
176,LR-SC,LRSC0176,2009,LRSC01,WS0909,25.86 ,31.59 ,22.11 ,2508.5,1538.5,137.8,606.5,1515.94,Paddy soil,sandy loam,61.7,12.8,103,6.3,195,75,150,6401,,
177,LR-SC,LRSC0177,2007,LRSC01,WS0885,26.30 ,31.27 ,22.84 ,2550.8,1580.8,384.7,569.3,1487.39,Paddy soil,loam,22.6,15,30,6.1,195,75,150,8438,,
178,LR-SC,LRSC0178,2008,LRSC01,WS0885,24.99 ,29.94 ,21.80 ,2398.6,1438.6,523.7,529,1342.86,Paddy soil,clay loam,50.7,38.3,62,6.1,195,75,150,6654,,
179,LR-SC,LRSC0179,2009,LRSC01,WS0885,25.18 ,30.19 ,21.92 ,2417.2,1458,87.8,528.1,1353.04,Paddy soil,clay loam,12.1,3.8,110,6,150,60,120,6455,,
180,LR-SC,LRSC0180,2008,LRSC01,WS0885,25.20 ,30.12 ,22.05 ,2419.6,1459.6,694.9,518.6,1334.47,Paddy soil,clay loam,29.8,9.3,62,7.5,150,60,120,6240,,
181,LR-SC,LRSC0181,2009,LRSC01,WS0885,25.18 ,30.19 ,21.92 ,2417.2,1458,87.8,528.1,1353.04,Paddy soil,clay loam,36.8,30.4,33,7.5,195,75,150,7814,,
182,LR-SC,LRSC0182,2007,LRSC01,WS0885,24.82 ,29.93 ,21.30 ,2283.3,1363.3,342.1,502.2,1296.3,Paddy soil,clay loam,30.9,14.8,75,7.1,150,60,120,7271,,
183,LR-SC,LRSC0183,2007,LRSC01,WS0885,25.13 ,30.29 ,21.58 ,2438,1468,386,539.5,1392.48,Paddy soil,sandy loam,40.2,9.3,42,6.4,195,75,150,7805,,
184,LR-SC,LRSC0184,2007,LRSC01,WS0885,23.50 ,28.79 ,19.87 ,2279.5,1309.5,230.6,548.9,1327.06,Paddy soil,clay loam,43.4,20.5,88,8.1,120,45,90,4263,,
185,LR-SC,LRSC0185,2008,LRSC01,WS0885,24.21 ,29.17 ,21.09 ,2300.4,1350.4,522.9,502.2,1269.71,Paddy soil,clay loam,32.3,15.8,76,6.4,120,45,90,5436,,
186,LR-SC,LRSC0186,2009,LRSC01,WS0885,25.18 ,30.19 ,21.92 ,2417.2,1458,87.8,528.1,1353.04,Paddy soil,clay loam,44.9,10.5,63,6.3,120,45,90,4536,,
187,LR-SC,LRSC0187,2007,LRSC01,WS0885,25.58 ,30.60 ,22.10 ,2429.9,1479.9,386.4,528.1,1385.47,Paddy soil,clay loam,41.3,27.7,94,8,150,60,120,6698,,
188,LR-SC,LRSC0188,2008,LRSC01,WS0883,25.24 ,29.83 ,22.11 ,2246.3,1356.3,494.6,378.9,1109.5,Paddy soil,clay loam,49.9,27.1,73,5.7,150,60,120,6141,,
189,LR-SC,LRSC0189,2008,LRSC01,WS0883,24.55 ,29.27 ,21.31 ,2307.4,1367.4,485.7,436,1199.23,Paddy soil,clay,27.7,16,39,7.7,150,60,120,5811,,
190,LR-SC,LRSC0190,2008,LRSC01,WS0906,26.08 ,30.90 ,22.91 ,2634,1624,784.7,497.5,1440.2,Paddy soil,loam,43.8,21.4,101,5.7,210,90,210,5390,,
191,LR-SC,LRSC0191,2007,LRSC01,WS0906,24.46 ,29.78 ,21.00 ,2470.1,1460.1,363.6,537.8,1467.13,Paddy soil,clay loam,37.7,10.5,68,6.2,195,75,150,6627,,
192,LR-SC,LRSC0192,2008,LRSC01,WS0906,25.91 ,30.77 ,22.71 ,2565.2,1575.2,781.8,491.5,1410.8,Paddy soil,loam,46.7,11,57,6.6,120,45,90,4851,,
193,LR-SC,LRSC0193,2007,LRSC01,WS0906,24.45 ,29.88 ,20.96 ,2689.7,1589.7,449,587.4,1611.33,Paddy soil,loam,32.4,38.9,161,8.1,195,75,150,8856,,
194,LR-SC,LRSC0194,2008,LRSC01,WS0906,26.23 ,31.02 ,23.06 ,2334.3,1444.3,658.3,437.9,1265.09,Paddy soil,loam,38.6,12.9,72,6,150,60,120,6761,,
195,LR-SC,LRSC0195,2007,LRSC01,WS0906,24.34 ,29.70 ,20.85 ,2507.2,1477.2,363.6,552.2,1497.44,Paddy soil,clay loam,58,20.6,73,8.1,120,45,90,5507,,
196,LR-SC,LRSC0196,2007,LRSC01,WS0906,24.38 ,29.80 ,20.90 ,2657.6,1567.6,449,576.9,1588.19,Paddy soil,loam,57.6,17.6,55,7.7,150,60,120,5250,,
197,LR-SC,LRSC0197,2007,LRSC01,WS0906,24.90 ,30.23 ,21.49 ,2464.9,1474.9,449,520.3,1456.66,Paddy soil,clay loam,41.3,58.4,126,7.5,150,60,120,9131,,
198,LR-SC,LRSC0198,2008,LRSC01,WS0906,26.10 ,30.95 ,22.90 ,2479.2,1529.2,666.7,473.9,1363.5,Paddy soil,loam,32.5,27.5,105,7.6,195,75,150,7758,,
199,LR-SC,LRSC0199,2007,LRSC01,WS0906,24.83 ,30.21 ,21.38 ,2507.6,1497.6,449,536.6,1490.84,Paddy soil,loam,59.1,13.3,142,8,120,45,90,5220,,
200,LR-SC,LRSC0200,2007,LRSC01,WS0927,24.63 ,29.76 ,21.15 ,2388.9,1418.9,204,560.6,1402.6,Paddy soil,sandy loam,14,16.6,59,6.1,195,75,150,5625,,
201,LR-SC,LRSC0201,2007,LRSC01,WS0927,24.78 ,29.98 ,21.31 ,2627,1567,303,614.1,1542.92,Paddy soil,loam,38.5,17.3,51,6.3,120,45,90,6534,,
202,LR-SC,LRSC0202,2007,LRSC01,WS0927,24.85 ,30.08 ,21.35 ,2733.4,1633.4,324.2,642.3,1611.89,Paddy soil,clay,35.9,41,78,6.1,120,45,90,5385,,
203,LR-SC,LRSC0203,2007,LRSC01,WS0927,24.76 ,29.98 ,21.28 ,2673.6,1593.6,324.2,625.1,1569.51,Paddy soil,sandy loam,12.3,31.2,82,5.8,150,60,120,5390,,
204,LR-SC,LRSC0204,2007,LRSC01,WS0927,24.69 ,29.81 ,21.23 ,2370.4,1410.4,204,552.1,1386.93,Paddy soil,sandy loam,28,30,118,7,195,75,150,6324,,
205,LR-SC,LRSC0205,2007,LRSC01,WS0927,24.60 ,29.87 ,21.08 ,2681.7,1591.7,303,635.7,1584.36,Paddy soil,clay loam,32.4,23.2,69,6.3,120,45,90,4806,,
206,LR-SC,LRSC0206,2007,LRSC01,WS0927,24.91 ,30.12 ,21.43 ,2715.3,1625.3,324.2,633.7,1596.23,Paddy soil,clay loam,21.9,13.3,92,6,150,60,120,6680,,
207,LR-SC,LRSC0207,2007,LRSC01,WS0927,25.10 ,30.23 ,21.65 ,2660.1,1600.1,324.2,609.4,1550.91,Paddy soil,clay,31.1,26.7,161,7.1,120,45,90,4445,,
208,LR-SC,LRSC0208,2007,LRSC01,WS0927,24.66 ,29.91 ,21.15 ,2663.2,1583.2,303,627,1568.66,Paddy soil,clay loam,21.5,36.9,47,6.2,195,75,150,5198,,
209,LR-SC,LRSC0209,2007,LRSC01,WS0927,24.82 ,30.01 ,21.35 ,2655.5,1585.5,324.2,616.5,1553.85,Paddy soil,clay loam,36.1,26.8,137,6,150,60,120,4950,,
210,LR-SC,LRSC0210,2007,LRSC01,WS0927,24.50 ,29.62 ,21.02 ,2303.1,1363.1,198.6,538.4,1345.45,Paddy soil,clay loam,30.7,7.9,98,6.3,150,60,120,5837,,
211,LR-SC,LRSC0211,2007,LRSC01,WS0927,24.44 ,29.56 ,20.96 ,2273.3,1343.3,198.6,531.3,1326.93,Paddy soil,clay loam,27.8,34.7,171,6.7,150,60,120,5796,,
212,LR-SC,LRSC0212,2007,LRSC01,WS0927,24.44 ,29.56 ,20.96 ,2273.3,1343.3,198.6,531.3,1326.93,Paddy soil,clay loam,39.7,11.4,161,6.9,195,75,150,5205,,
213,LR-SC,LRSC0213,2007,LRSC01,WS0927,24.79 ,30.04 ,21.28 ,2751.5,1641.5,324.2,646.6,1621.97,Paddy soil,sandy loam,36.8,13.2,57,5.2,150,60,120,4974,,
214,LR-SC,LRSC0214,2007,LRSC01,WS0927,24.61 ,29.82 ,21.10 ,2559.5,1519.5,218,608,1513.47,Paddy soil,sandy loam,48.2,11.9,112,5.3,195,75,150,5283,,
215,LR-SC,LRSC0215,2007,LRSC01,WS0927,24.64 ,29.90 ,21.12 ,2710.2,1610.2,324.2,638.1,1595.29,Paddy soil,clay loam,27.9,23.4,85,5.1,120,45,90,4956,,
216,LR-SC,LRSC0216,2007,LRSC01,WS0927,24.80 ,29.93 ,21.33 ,2504.7,1494.7,218,583.6,1468.16,Paddy soil,sandy loam,13.9,13.3,42,5.9,150,60,120,6510,,
217,LR-SC,LRSC0217,2007,LRSC01,WS0927,24.83 ,30.09 ,21.32 ,2781,1661,332.9,654.6,1642.19,Paddy soil,sandy loam,28,30,118,7,195,75,150,6465,,
218,LR-SC,LRSC0218,2008,LRSC01,WS0926,26.26 ,31.25 ,23.13 ,2652.2,1642.2,865.7,550.1,1462.09,Paddy soil,loam,37.2,31.6,90,6.2,150,60,120,6990,,
219,LR-SC,LRSC0219,2008,LRSC01,WS0925,25.48 ,30.09 ,22.52 ,2522.3,1532.3,795.6,475.277,1322.22,Paddy soil,sandy loam,35.8,15.4,65,7.7,195,60,150,7701,,
220,LR-SC,LRSC0220,2008,LRSC01,WS0925,25.48 ,30.09 ,22.52 ,2522.3,1532.3,795.6,475.277,1322.22,Paddy soil,loam,34.8,17.6,88,5.6,150,53,120,6251,,
221,LR-SC,LRSC0221,2008,LRSC01,WS0925,25.45 ,30.05 ,22.49 ,2494.3,1514.3,791.1,470.377,1307.14,Paddy soil,sandy loam,63.8,75.9,128,7.6,120,45,90,6041,,
222,LR-SC,LRSC0222,2008,LRSC01,WS0925,25.27 ,30.00 ,22.23 ,2476.2,1496.2,686.7,488.177,1326.17,Paddy soil,sandy loam,42.8,12.4,101,6.3,195,60,150,7751,,
223,LR-SC,LRSC0223,2008,LRSC01,WS0925,25.45 ,30.05 ,22.49 ,2494.3,1514.3,791.1,470.377,1307.14,Paddy soil,sandy loam,36.9,48.5,44,5.2,195,60,150,8501,,
224,LR-SC,LRSC0224,2008,LRSC01,WS0882,26.36 ,31.52 ,22.98 ,2846.8,1766.8,1174.6,506.9,1570.39,Paddy soil,loam,26.2,38.5,60,6.3,150,60,120,7986,,
225,LR-SC,LRSC0225,2009,LRSC01,WS0882,27.10 ,32.92 ,23.65 ,2628.7,1658.7,337.5,608.3,1629.68,Paddy soil,loam,69.7,32.7,74,5.7,150,60,120,4877,,
226,LR-SC,LRSC0226,2008,LRSC01,WS0882,25.81 ,31.63 ,22.06 ,2478.2,1518.2,582.2,614.8,1576.49,Paddy soil,loam,49.6,13.3,45,6.4,150,60,120,4689,,
227,LR-SC,LRSC0227,2009,LRSC01,WS0882,27.10 ,32.92 ,23.65 ,2628.7,1658.7,337.5,608.3,1629.68,Paddy soil,loam,59.3,26.9,80,5.7,195,195,150,4398,,
228,LR-SC,LRSC0228,2008,LRSC01,WS0882,26.35 ,31.52 ,22.97 ,2872.6,1782.6,1176.6,512.2,1586.38,Paddy soil,loam,35.5,23.1,35,6.7,195,75,150,4466,,
229,LR-SC,LRSC0229,2009,LRSC01,WS0882,27.10 ,32.92 ,23.65 ,2628.7,1658.7,337.5,608.3,1629.68,Paddy soil,loam,37.8,30,80,5.4,150,60,120,5967,,
230,LR-SC,LRSC0230,2009,LRSC01,WS0882,27.10 ,32.92 ,23.65 ,2628.7,1658.7,337.5,608.3,1629.68,Paddy soil,loam,38.6,12.7,72,5.4,150,60,120,6654,,
231,LR-SC,LRSC0231,2008,LRSC01,WS0882,26.35 ,31.52 ,22.97 ,2872.6,1782.6,1176.6,512.2,1586.38,Paddy soil,loam,36.2,18,69,5.4,150,60,120,8216,,
232,LR-SC,LRSC0232,2006,LRSC01,WS0929,25.38 ,31.40 ,21.31 ,2766.4,1676.4,507.2,566.6,1527.03,Paddy soil,sandy loam,39.5,19,110,5.8,195,60,135,8120,,
233,LR-SC,LRSC0233,2006,LRSC01,WS0929,25.12 ,31.27 ,20.88 ,2386.6,1436.6,185.1,499.9,1316.3,Paddy soil,sandy loam,36,19.5,120,4.6,120,38,90,7047,,
234,LR-SC,LRSC0234,2007,LRSC01,WS0929,24.89 ,30.39 ,20.94 ,2538.4,1518.4,343.3,484.7,1354.65,Paddy soil,sandy loam,37.7,33.6,103,5.9,150,60,120,7718,,
235,LR-SC,LRSC0235,2008,LRSC01,WS0929,25.27 ,30.78 ,21.59 ,2375.2,1435.2,630.9,511.2,1339.79,Paddy soil,sandy loam,18.7,21.5,49,5.2,150,60,120,6876,,
236,LR-SC,LRSC0236,2010,LRSC01,WS0929,24.62 ,30.40 ,20.95 ,2265.3,1345.3,298.3,553.9,1388.83,Paddy soil,sandy loam,28.9,46.8,100,5.5,150,60,120,6276,,
237,LR-SC,LRSC0237,2006,LRSC01,WS0929,25.22 ,31.39 ,20.98 ,2446.8,1476.8,196.2,521,1367.68,Paddy soil,sandy loam,36.7,16,195,5.6,150,53,108,7559,,
238,LR-SC,LRSC0238,2006,LRSC01,WS0929,25.26 ,31.46 ,21.05 ,2475.8,1495.8,298.3,523.8,1382.09,Paddy soil,sandy loam,33.3,19.5,220,4.5,120,38,90,7115,,
239,LR-SC,LRSC0239,2007,LRSC01,WS0929,24.89 ,30.39 ,20.94 ,2538.4,1518.4,343.3,484.7,1354.65,Paddy soil,sandy loam,36.2,13.6,193,5.2,120,45,90,6801,,
240,LR-SC,LRSC0240,2007,LRSC01,WS0929,24.72 ,30.32 ,20.74 ,2546.6,1516.6,343.3,491.7,1363.39,Paddy soil,sandy loam,31.4,4.8,133,5.2,120,45,90,6800,,
241,LR-SC,LRSC0241,2007,LRSC01,WS0929,24.51 ,30.11 ,20.53 ,2499.6,1479.6,329.3,480.5,1330.59,Paddy soil,sandy loam,33.4,22.4,62,5.4,150,60,120,6725,,
242,LR-SC,LRSC0242,2007,LRSC01,WS0929,24.64 ,30.14 ,20.66 ,2291.7,1361.7,270.6,439.8,1222.18,Paddy soil,sandy loam,32.6,6.2,108,5.1,150,60,120,6881,,
243,LR-SC,LRSC0243,2008,LRSC01,WS0929,25.27 ,30.78 ,21.59 ,2375.2,1435.2,630.9,511.2,1339.79,Paddy soil,sandy loam,23.5,21.6,68,5.7,150,60,120,6182,,
244,LR-SC,LRSC0244,2008,LRSC01,WS0929,25.27 ,30.78 ,21.59 ,2375.2,1435.2,630.9,511.2,1339.79,Paddy soil,sandy loam,25.8,27.8,57,5.4,120,45,90,6185,,
245,LR-SC,LRSC0245,2008,LRSC01,WS0929,25.27 ,30.78 ,21.59 ,2375.2,1435.2,630.9,511.2,1339.79,Paddy soil,sandy loam,36,28.7,71,5.1,120,45,90,7175,,
246,LR-SC,LRSC0246,2009,LRSC01,WS0929,25.67 ,31.44 ,22.10 ,2438.4,1488.4,343.4,570.6,1446.39,Paddy soil,sandy loam,31.6,29.4,78,5.6,150,60,120,6800,,
247,LR-SC,LRSC0247,2006,LRSC01,WS0929,25.30 ,31.47 ,21.11 ,2555.1,1545.1,311.1,535.9,1420.15,Paddy soil,sandy loam,45.7,20,110,6.3,120,38,90,4998,,
248,LR-SC,LRSC0248,2008,LRSC01,WS0929,25.27 ,30.78 ,21.59 ,2375.2,1435.2,630.9,511.2,1339.79,Paddy soil,sandy loam,22.3,28.3,56,5.4,195,75,150,7083,,
249,LR-SC,LRSC0249,2006,LRSC01,WS0929,25.25 ,31.43 ,21.05 ,2500.2,1510.2,300.2,525.7,1389.35,Paddy soil,sandy loam,28.2,25,113,5,150,53,108,6879,,
250,LR-SC,LRSC0250,2006,LRSC01,WS0929,25.22 ,31.36 ,20.99 ,2471.5,1491.5,200.1,522.4,1374.25,Paddy soil,sandy loam,38.6,32,126,5.1,150,53,108,6866,,
251,LR-SC,LRSC0251,2006,LRSC01,WS0929,25.22 ,31.36 ,20.99 ,2471.5,1491.5,200.1,522.4,1374.25,Paddy soil,sandy loam,40.5,18,90,5,195,60,135,7095,,
252,LR-SC,LRSC0252,2006,LRSC01,WS0929,25.33 ,31.44 ,21.19 ,2634.8,1594.8,315.2,545.9,1454.92,Paddy soil,sandy loam,41.7,36,240,5.6,195,60,135,8876,,
253,LR-SC,LRSC0253,2009,LRSC01,WS0929,25.67 ,31.44 ,22.10 ,2438.4,1488.4,343.4,570.6,1446.39,Paddy soil,sandy loam,27.5,48.1,71,5.3,150,60,120,4568,,
254,LR-SC,LRSC0254,2010,LRSC01,WS0929,24.62 ,30.40 ,20.95 ,2265.3,1345.3,298.3,553.9,1388.83,Paddy soil,sandy loam,27.8,49.1,77,5.3,150,60,120,4961,,
255,LR-SC,LRSC0255,2010,LRSC01,WS0929,24.62 ,30.40 ,20.95 ,2265.3,1345.3,298.3,553.9,1388.83,Paddy soil,sandy loam,37.5,29.3,81,5.2,150,60,120,5178,,
256,LR-SC,LRSC0256,2010,LRSC01,WS0929,24.62 ,30.40 ,20.95 ,2265.3,1345.3,298.3,553.9,1388.83,Paddy soil,sandy loam,40.3,25.3,56,5.4,150,60,120,5478,,
257,LR-SC,LRSC0257,2007,LRSC01,WS0648,23.51 ,28.62 ,19.92 ,2468.5,1418.5,199.4,555.5,1419.79,Paddy soil,sandy loam,34.7,41.3,65,6.3,120,45,90,5880,,
258,LR-SC,LRSC0258,2007,LRSC01,WS0648,24.00 ,29.14 ,20.39 ,2351.6,1371.6,199.4,517.9,1341.89,Paddy soil,sandy loam,35.8,43.6,31,6.5,120,45,90,4602,,
