Sort,Crop,NO,Year,Province,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk
202,M-SWC,MSWC0202,2007,MSWC01,22.8 ,27.4 ,19.2 ,3350.4 ,1880.4 ,774.1 ,681.7 ,2153.6 ,medium_maturity,Limestone soils,,31.3 ,23.9 ,148.0 ,5.5 ,210 ,135 ,210 ,5228 ,8520 
203,M-SWC,MSWC0203,2006,MSWC01,22.0 ,26.7 ,18.4 ,2924.4 ,1602.5 ,604.3 ,655.1 ,2016.9 ,medium_maturity,Purplish soils,,14.6 ,13.3 ,83.0 ,5.5 ,180 ,120 ,180 ,3885 ,5550 
204,M-SWC,MSWC0204,2007,MSWC01,22.7 ,27.4 ,19.0 ,3012.5 ,1682.5 ,631.8 ,630.7 ,1979.8 ,late_maturity,Yellow earths,,10.4 ,32.1 ,86.0 ,4.6 ,225 ,150 ,240 ,4838 ,6578 
205,M-SWC,MSWC0205,2008,MSWC01,22.4 ,27.1 ,19.2 ,3067.4 ,1697.4 ,636.5 ,538.6 ,1849.5 ,medium_maturity,Paddy soils,,25.8 ,4.2 ,116.0 ,7.1 ,210 ,135 ,210 ,7155 ,7598 
206,M-SWC,MSWC0206,2008,MSWC01,23.0 ,28.9 ,19.2 ,3122.0 ,1762.0 ,619.8 ,535.5 ,1844.2 ,late_maturity,Limestone soils,,17.0 ,4.9 ,33.0 ,6.1 ,180 ,120 ,180 ,1821 ,8411 
207,M-SWC,MSWC0207,2008,MSWC01,23.0 ,28.9 ,19.2 ,3154.4 ,1784.4 ,619.8 ,555.0 ,1882.3 ,late_maturity,Limestone soils,,20.0 ,3.7 ,56.0 ,7.9 ,210 ,135 ,210 ,4616 ,7031 
208,M-SWC,MSWC0208,2009,MSWC01,23.1 ,29.0 ,19.4 ,3356.6 ,1906.6 ,688.3 ,616.7 ,2032.4 ,medium_maturity,Limestone soils,,28.3 ,7.1 ,264.0 ,7.9 ,225 ,150 ,240 ,4799 ,9133 
209,M-SWC,MSWC0209,2008,MSWC01,23.4 ,29.3 ,19.6 ,3410.7 ,1950.7 ,672.3 ,578.0 ,1975.8 ,medium_maturity,Yellow earths,,30.0 ,11.7 ,140.0 ,6.6 ,225 ,150 ,240 ,7611 ,9804 
210,M-SWC,MSWC0210,2009,MSWC01,23.1 ,28.8 ,19.4 ,3274.4 ,1854.4 ,682.5 ,583.1 ,1959.4 ,medium_maturity,Yellow earths,,27.1 ,17.0 ,75.0 ,5.8 ,210 ,135 ,210 ,4104 ,6762 
211,M-SWC,MSWC0211,2007,MSWC01,21.2 ,25.7 ,18.0 ,3047.0 ,1607.0 ,954.2 ,591.6 ,1990.3 ,medium_maturity,Paddy soils,,40.0 ,44.3 ,114.0 ,5.3 ,210 ,135 ,210 ,3218 ,6743 
212,M-SWC,MSWC0212,2007,MSWC01,20.7 ,25.3 ,17.6 ,3310.7 ,1721.9 ,994.1 ,631.1 ,2157.2 ,medium_maturity,Paddy soils,,22.0 ,26.2 ,128.0 ,7.7 ,225 ,150 ,240 ,5220 ,8333 
213,M-SWC,MSWC0213,2007,MSWC01,20.6 ,25.3 ,17.5 ,3177.9 ,1649.1 ,973.5 ,622.8 ,2103.8 ,late_maturity,Yellow earths,,27.0 ,8.9 ,113.0 ,6.8 ,210 ,135 ,210 ,3525 ,6195 
214,M-SWC,MSWC0214,2007,MSWC01,20.7 ,25.3 ,17.6 ,3291.9 ,1713.1 ,994.0 ,631.1 ,2150.7 ,late_maturity,Yellow earths,,34.0 ,4.2 ,87.0 ,7.3 ,180 ,120 ,180 ,5363 ,6990 
215,M-SWC,MSWC0215,2007,MSWC01,21.6 ,26.1 ,18.5 ,2809.9 ,1509.9 ,924.5 ,524.0 ,1786.8 ,medium_maturity,Yellow earths,,47.0 ,17.5 ,161.0 ,7.5 ,225 ,150 ,240 ,5625 ,8528 
216,M-SWC,MSWC0216,2008,MSWC01,21.2 ,25.6 ,18.2 ,3268.0 ,1728.0 ,929.0 ,599.1 ,2058.3 ,medium_maturity,Yellow earths,,44.0 ,19.2 ,184.0 ,5.7 ,210 ,135 ,210 ,3496 ,7476 
217,M-SWC,MSWC0217,2009,MSWC01,21.6 ,26.0 ,18.6 ,3160.8 ,1700.8 ,644.4 ,656.7 ,2103.8 ,medium_maturity,Limestone soils,,28.0 ,11.5 ,160.0 ,5.3 ,210 ,135 ,210 ,4523 ,8063 
218,M-SWC,MSWC0218,2007,MSWC01,20.0 ,24.4 ,16.9 ,2776.0 ,1397.2 ,932.2 ,536.1 ,1856.6 ,late_maturity,Paddy soils,,41.0 ,20.5 ,115.0 ,7.8 ,225 ,150 ,240 ,5790 ,8468 
219,M-SWC,MSWC0219,2007,MSWC01,19.9 ,24.3 ,16.7 ,2820.3 ,1413.1 ,933.2 ,554.1 ,1904.3 ,late_maturity,Paddy soils,,24.0 ,65.7 ,96.0 ,5.1 ,210 ,135 ,210 ,6893 ,9218 
220,M-SWC,MSWC0220,2007,MSWC01,22.1 ,26.4 ,19.4 ,2745.2 ,1505.2 ,896.9 ,431.4 ,1584.2 ,medium_maturity,Paddy soils,,37.0 ,13.1 ,64.0 ,5.6 ,225 ,150 ,240 ,3645 ,8175 
221,M-SWC,MSWC0221,2008,MSWC01,20.9 ,25.3 ,17.9 ,2944.0 ,1534.1 ,836.7 ,531.0 ,1870.8 ,medium_maturity,Yellow earths,,35.0 ,36.5 ,188.0 ,5.1 ,210 ,135 ,210 ,4031 ,7904 
222,M-SWC,MSWC0222,2009,MSWC01,22.0 ,26.9 ,18.9 ,3391.7 ,1851.7 ,688.4 ,636.6 ,2111.8 ,medium_maturity,Paddy soils,,55.4 ,50.7 ,320.0 ,5.8 ,210 ,135 ,210 ,5296 ,8066 
223,M-SWC,MSWC0223,2007,MSWC01,21.8 ,26.6 ,18.6 ,2618.5 ,1418.5 ,901.7 ,504.4 ,1687.6 ,medium_maturity,Yellow earths,,42.8 ,8.0 ,46.0 ,6.1 ,210 ,135 ,210 ,3707 ,7766 
224,M-SWC,MSWC0224,2007,MSWC01,21.3 ,26.2 ,18.0 ,3087.6 ,1637.6 ,975.0 ,605.2 ,2018.7 ,late_maturity,Yellow earths,,31.1 ,9.8 ,48.0 ,4.6 ,225 ,150 ,240 ,5079 ,8853 
225,M-SWC,MSWC0225,2007,MSWC01,21.8 ,26.6 ,18.6 ,2618.5 ,1418.5 ,901.7 ,504.4 ,1687.6 ,medium_maturity,Yellow earths,,28.2 ,7.6 ,78.0 ,5.3 ,210 ,135 ,210 ,5820 ,9989 
226,M-SWC,MSWC0226,2007,MSWC01,22.2 ,27.2 ,18.9 ,2643.6 ,1453.6 ,906.8 ,526.6 ,1716.0 ,late_maturity,Yellow earths,,26.9 ,9.9 ,74.0 ,4.7 ,210 ,135 ,210 ,4083 ,8255 
227,M-SWC,MSWC0227,2009,MSWC01,20.4 ,24.8 ,17.5 ,2731.4 ,1397.4 ,808.3 ,456.0 ,1698.6 ,medium_maturity,Yellow earths,,45.3 ,54.0 ,130.0 ,5.5 ,225 ,150 ,240 ,3152 ,7884 
228,M-SWC,MSWC0228,2007,MSWC01,21.1 ,25.9 ,17.8 ,2737.7 ,1437.7 ,916.0 ,534.7 ,1802.2 ,medium_maturity,Yellow earths,,49.0 ,14.3 ,117.0 ,4.5 ,225 ,150 ,240 ,3965 ,7872 
229,M-SWC,MSWC0229,2007,MSWC01,21.9 ,26.8 ,18.7 ,2844.7 ,1544.7 ,947.7 ,546.3 ,1822.9 ,medium_maturity,Yellow earths,,36.4 ,17.7 ,107.0 ,5.0 ,180 ,120 ,180 ,4551 ,9066 
230,M-SWC,MSWC0230,2009,MSWC01,21.1 ,25.6 ,18.2 ,2765.5 ,1455.5 ,786.9 ,456.9 ,1682.7 ,medium_maturity,Yellow earths,,37.3 ,27.5 ,69.0 ,5.1 ,225 ,150 ,240 ,2261 ,6304 
231,M-SWC,MSWC0231,2009,MSWC01,21.3 ,25.8 ,18.4 ,2666.8 ,1416.8 ,693.3 ,437.3 ,1611.0 ,medium_maturity,Yellow earths,,28.2 ,15.6 ,77.0 ,5.8 ,180 ,90 ,120 ,2310 ,6150 
232,M-SWC,MSWC0232,2008,MSWC01,22.2 ,27.6 ,18.9 ,3937.3 ,2167.3 ,1095.2 ,672.9 ,2327.5 ,medium_maturity,Yellow earths,,31.0 ,6.8 ,72.0 ,6.2 ,210 ,135 ,210 ,1761 ,6983 
233,M-SWC,MSWC0233,2009,MSWC01,22.3 ,27.3 ,19.0 ,3165.1 ,1745.3 ,758.7 ,465.9 ,1767.3 ,medium_maturity,Yellow earths,,62.0 ,2.4 ,43.0 ,6.3 ,180 ,120 ,180 ,1763 ,6356 
234,M-SWC,MSWC0234,2009,MSWC01,23.0 ,28.2 ,19.7 ,3363.9 ,1903.9 ,757.1 ,547.9 ,1930.5 ,medium_maturity,Paddy soils,,25.0 ,9.9 ,225.0 ,6.6 ,210 ,135 ,210 ,4251 ,7472 
235,M-SWC,MSWC0235,2008,MSWC01,23.1 ,28.4 ,19.8 ,3210.4 ,1820.4 ,946.6 ,541.9 ,1875.9 ,medium_maturity,Yellow earths,,26.0 ,9.7 ,79.0 ,5.4 ,180 ,120 ,180 ,4550 ,7289 
236,M-SWC,MSWC0236,2008,MSWC01,22.7 ,28.0 ,19.3 ,3650.0 ,2040.0 ,1032.8 ,614.7 ,2136.3 ,medium_maturity,Yellow earths,,34.0 ,12.7 ,21.0 ,4.7 ,180 ,120 ,180 ,2204 ,6715 
237,M-SWC,MSWC0237,2008,MSWC01,22.6 ,28.0 ,19.2 ,3843.2 ,2143.2 ,1051.4 ,664.6 ,2272.5 ,medium_maturity,Yellow earths,,28.0 ,8.7 ,60.0 ,5.1 ,225 ,150 ,240 ,6491 ,9235 
238,M-SWC,MSWC0238,2008,MSWC01,22.6 ,28.0 ,19.2 ,3527.7 ,1967.7 ,951.4 ,605.8 ,2088.9 ,medium_maturity,Yellow earths,,29.0 ,6.5 ,74.0 ,5.3 ,210 ,135 ,210 ,6509 ,7429 
239,M-SWC,MSWC0239,2008,MSWC01,23.1 ,28.4 ,19.7 ,3534.3 ,2004.3 ,1029.2 ,605.4 ,2070.4 ,medium_maturity,Yellow earths,,42.0 ,3.6 ,31.0 ,5.4 ,180 ,120 ,180 ,1751 ,4532 
240,M-SWC,MSWC0240,2007,MSWC01,20.3 ,24.5 ,17.7 ,2806.0 ,1426.0 ,913.2 ,637.7 ,2005.7 ,late_maturity,Limestone soils,,58.5 ,35.7 ,238.0 ,7.6 ,210 ,135 ,210 ,4403 ,7704 
241,M-SWC,MSWC0241,2006,MSWC01,20.4 ,24.7 ,17.4 ,3013.1 ,1533.1 ,720.9 ,787.7 ,2308.9 ,late_maturity,Limestone soils,,44.0 ,48.4 ,175.0 ,6.5 ,210 ,135 ,210 ,3972 ,7109 
242,M-SWC,MSWC0242,2007,MSWC01,20.2 ,24.4 ,17.5 ,2789.6 ,1409.6 ,914.9 ,628.6 ,1984.0 ,medium_maturity,Yellow-brown earths,,33.6 ,11.2 ,77.0 ,5.2 ,210 ,135 ,210 ,3736 ,7463 
243,M-SWC,MSWC0243,2007,MSWC01,20.5 ,24.5 ,17.9 ,2599.9 ,1329.9 ,873.0 ,569.2 ,1811.5 ,late_maturity,Yellow earths,,28.4 ,8.0 ,135.0 ,6.8 ,210 ,135 ,210 ,4618 ,7585 
244,M-SWC,MSWC0244,2007,MSWC01,20.2 ,24.3 ,17.6 ,2748.9 ,1388.9 ,914.4 ,613.9 ,1945.5 ,late_maturity,Yellow earths,,35.4 ,11.4 ,163.0 ,5.5 ,180 ,120 ,180 ,3750 ,5617 
245,M-SWC,MSWC0245,2009,MSWC01,21.2 ,25.2 ,18.5 ,2884.0 ,1524.0 ,692.0 ,720.7 ,2116.2 ,medium_maturity,Yellow earths,,33.1 ,13.6 ,112.0 ,6.1 ,210 ,135 ,210 ,4628 ,6970 
246,M-SWC,MSWC0246,2007,MSWC01,20.0 ,24.3 ,17.2 ,3026.2 ,1516.2 ,948.3 ,735.9 ,2250.2 ,medium_maturity,Yellow earths,,46.2 ,29.8 ,146.0 ,6.3 ,225 ,150 ,240 ,6216 ,9305 
247,M-SWC,MSWC0247,2007,MSWC01,20.5 ,24.5 ,17.9 ,2618.8 ,1338.8 ,863.3 ,544.7 ,1791.2 ,medium_maturity,Yellow earths,,47.7 ,36.4 ,144.0 ,6.5 ,225 ,150 ,240 ,6045 ,9510 
248,M-SWC,MSWC0248,2007,MSWC01,20.4 ,24.4 ,17.9 ,2633.8 ,1343.8 ,911.0 ,556.8 ,1810.4 ,medium_maturity,Yellow earths,,45.3 ,18.7 ,78.0 ,5.7 ,180 ,120 ,180 ,3392 ,6210 
249,M-SWC,MSWC0249,2007,MSWC01,20.3 ,24.4 ,17.7 ,2720.8 ,1380.8 ,913.2 ,591.9 ,1901.7 ,medium_maturity,Yellow earths,,48.8 ,10.5 ,95.0 ,6.8 ,210 ,135 ,210 ,3816 ,7541 
250,M-SWC,MSWC0250,2007,MSWC01,20.2 ,24.3 ,17.5 ,2904.8 ,1464.8 ,926.7 ,663.6 ,2080.6 ,late_maturity,Yellow earths,,35.2 ,25.7 ,126.0 ,6.2 ,225 ,150 ,240 ,5571 ,7862 
251,M-SWC,MSWC0251,2006,MSWC01,20.1 ,24.1 ,17.4 ,2891.2 ,1451.2 ,732.4 ,676.6 ,2057.3 ,late_maturity,Yellow earths,,35.6 ,21.1 ,171.0 ,5.2 ,180 ,120 ,180 ,4412 ,6897 
252,M-SWC,MSWC0252,2009,MSWC01,21.1 ,25.1 ,18.5 ,2953.4 ,1553.4 ,726.2 ,712.5 ,2137.9 ,medium_maturity,Limestone soils,,27.6 ,12.5 ,108.0 ,6.4 ,210 ,135 ,210 ,5954 ,9232 
253,M-SWC,MSWC0253,2007,MSWC01,20.3 ,24.2 ,17.9 ,2234.0 ,1134.0 ,769.8 ,468.8 ,1515.4 ,medium_maturity,Limestone soils,,29.4 ,6.3 ,99.0 ,5.4 ,180 ,120 ,180 ,3488 ,5780 
254,M-SWC,MSWC0254,2008,MSWC01,19.8 ,24.5 ,16.7 ,3051.3 ,1512.3 ,1087.1 ,590.2 ,2050.6 ,medium_maturity,Limestone soils,,36.7 ,22.8 ,150.0 ,6.8 ,210 ,135 ,210 ,3919 ,8528 
255,M-SWC,MSWC0255,2008,MSWC01,20.4 ,25.2 ,17.3 ,3230.1 ,1650.1 ,1137.5 ,651.6 ,2158.7 ,medium_maturity,Paddy soils,,44.2 ,18.2 ,130.0 ,5.6 ,210 ,135 ,210 ,2054 ,8771 
256,M-SWC,MSWC0256,2008,MSWC01,19.8 ,24.5 ,16.7 ,3051.3 ,1512.3 ,1087.1 ,590.2 ,2050.6 ,late_maturity,Yellow earths,,36.7 ,11.5 ,240.0 ,6.5 ,210 ,135 ,210 ,5111 ,9382 
257,M-SWC,MSWC0257,2008,MSWC01,21.2 ,26.0 ,18.2 ,2567.9 ,1357.9 ,858.3 ,508.6 ,1645.5 ,medium_maturity,Yellow earths,,39.2 ,55.3 ,205.0 ,4.7 ,180 ,120 ,180 ,5000 ,10463 
258,M-SWC,MSWC0258,2008,MSWC01,20.7 ,25.4 ,17.6 ,3189.2 ,1649.2 ,1144.7 ,621.9 ,2071.8 ,medium_maturity,Limestone soils,,42.8 ,25.4 ,330.0 ,8.0 ,210 ,135 ,210 ,4616 ,6624 
259,M-SWC,MSWC0259,2008,MSWC01,19.8 ,24.5 ,16.7 ,3051.3 ,1512.3 ,1087.1 ,590.2 ,2050.6 ,medium_maturity,Limestone soils,,39.8 ,22.9 ,228.0 ,7.5 ,210 ,135 ,210 ,3731 ,8341 
260,M-SWC,MSWC0260,2008,MSWC01,20.7 ,25.4 ,17.6 ,3189.2 ,1649.2 ,1144.7 ,621.9 ,2071.8 ,medium_maturity,Yellow earths,,38.8 ,22.1 ,210.0 ,5.6 ,225 ,150 ,240 ,5305 ,10352 
261,M-SWC,MSWC0261,2008,MSWC01,20.7 ,25.3 ,17.6 ,2582.3 ,1332.3 ,1043.8 ,479.8 ,1675.9 ,medium_maturity,Yellow earths,,34.6 ,6.3 ,100.0 ,4.7 ,180 ,120 ,180 ,4019 ,7523 
262,M-SWC,MSWC0262,2008,MSWC01,19.8 ,24.5 ,16.7 ,3051.3 ,1512.3 ,1087.1 ,590.2 ,2050.6 ,medium_maturity,Limestone soils,,44.0 ,26.6 ,200.0 ,5.7 ,225 ,150 ,240 ,4770 ,9066 
263,M-SWC,MSWC0263,2008,MSWC01,21.7 ,26.4 ,18.5 ,3013.1 ,1623.1 ,1292.2 ,606.1 ,1951.2 ,medium_maturity,Yellow earths,,25.7 ,57.7 ,258.0 ,5.8 ,255 ,150 ,240 ,6287 ,8903 
264,M-SWC,MSWC0264,2008,MSWC01,21.7 ,26.4 ,18.5 ,3013.1 ,1623.1 ,1292.2 ,606.1 ,1951.2 ,medium_maturity,Yellow earths,,28.4 ,52.9 ,208.0 ,6.1 ,255 ,150 ,240 ,5363 ,8711 
265,M-SWC,MSWC0265,2008,MSWC01,21.7 ,26.3 ,18.6 ,3054.5 ,1644.5 ,1346.9 ,580.3 ,1914.5 ,late_maturity,Yellow earths,,29.3 ,20.3 ,204.0 ,5.3 ,240 ,135 ,210 ,4700 ,8937 
266,M-SWC,MSWC0266,2008,MSWC01,21.8 ,26.5 ,18.7 ,2963.7 ,1603.7 ,1284.4 ,572.1 ,1862.7 ,medium_maturity,Yellow earths,,36.8 ,6.7 ,116.0 ,5.7 ,240 ,135 ,210 ,4094 ,9005 
267,M-SWC,MSWC0267,2008,MSWC01,21.2 ,26.1 ,18.1 ,2738.0 ,1448.0 ,927.1 ,624.3 ,1928.1 ,medium_maturity,Yellow earths,,31.4 ,11.5 ,85.0 ,5.7 ,180 ,75 ,60 ,5893 ,6912 
268,M-SWC,MSWC0268,2008,MSWC01,21.3 ,26.1 ,18.1 ,2702.5 ,1432.5 ,881.5 ,620.5 ,1907.5 ,medium_maturity,Yellow earths,,36.7 ,15.2 ,97.0 ,5.3 ,225 ,105 ,120 ,4595 ,5507 
269,M-SWC,MSWC0269,2008,MSWC01,21.3 ,26.1 ,18.2 ,2665.8 ,1415.8 ,881.5 ,598.9 ,1857.5 ,medium_maturity,Yellow earths,,32.8 ,31.0 ,120.0 ,6.2 ,210 ,75 ,75 ,7649 ,8230 
270,M-SWC,MSWC0270,2008,MSWC01,21.2 ,26.0 ,18.1 ,2712.2 ,1432.2 ,902.6 ,619.8 ,1920.2 ,medium_maturity,Yellow earths,,34.6 ,20.8 ,116.0 ,5.3 ,210 ,75 ,90 ,3129 ,5633 
271,M-SWC,MSWC0271,2008,MSWC01,21.8 ,26.5 ,18.7 ,2745.7 ,1485.7 ,1257.9 ,532.1 ,1746.5 ,medium_maturity,Yellow earths,,32.1 ,8.0 ,179.0 ,6.4 ,210 ,75 ,90 ,7483 ,10244 
272,M-SWC,MSWC0272,2006,MSWC01,21.9 ,26.9 ,18.8 ,2741.6 ,1491.6 ,836.5 ,604.3 ,1866.5 ,late_maturity,Yellow earths,,45.3 ,10.3 ,91.0 ,6.7 ,210 ,135 ,210 ,6982 ,9032 
273,M-SWC,MSWC0273,2006,MSWC01,21.9 ,26.9 ,18.8 ,2741.6 ,1491.6 ,836.5 ,604.3 ,1866.5 ,late_maturity,Yellow earths,,38.9 ,35.3 ,216.0 ,7.7 ,225 ,150 ,240 ,2595 ,8606 
274,M-SWC,MSWC0274,2006,MSWC01,21.9 ,26.8 ,18.8 ,2760.5 ,1500.5 ,836.5 ,604.3 ,1872.7 ,medium_maturity,Yellow earths,,25.8 ,9.4 ,101.0 ,7.3 ,225 ,150 ,240 ,2191 ,6355 
275,M-SWC,MSWC0275,2006,MSWC01,21.9 ,26.8 ,18.8 ,2777.6 ,1507.6 ,848.5 ,604.3 ,1878.9 ,medium_maturity,Yellow earths,,59.6 ,59.0 ,107.0 ,7.6 ,180 ,120 ,180 ,1241 ,5096 
276,M-SWC,MSWC0276,2007,MSWC01,21.9 ,26.5 ,19.2 ,2674.5 ,1454.5 ,1090.8 ,438.5 ,1573.1 ,late_maturity,Yellow earths,,46.1 ,21.5 ,73.0 ,7.9 ,210 ,135 ,210 ,3495 ,7622 
277,M-SWC,MSWC0277,2007,MSWC01,21.9 ,26.5 ,19.2 ,2674.5 ,1454.5 ,1090.8 ,438.5 ,1573.1 ,late_maturity,Limestone soils,,53.0 ,19.2 ,121.0 ,7.7 ,210 ,135 ,210 ,4832 ,6819 
278,M-SWC,MSWC0278,2007,MSWC01,21.9 ,26.4 ,19.1 ,2670.4 ,1450.4 ,1090.8 ,442.4 ,1577.4 ,late_maturity,Limestone soils,,55.7 ,32.6 ,81.0 ,7.8 ,210 ,135 ,210 ,3509 ,6947 
279,M-SWC,MSWC0279,2008,MSWC01,21.7 ,26.5 ,18.7 ,2846.2 ,1536.2 ,877.4 ,557.4 ,1817.8 ,medium_maturity,Yellow earths,,42.5 ,35.7 ,56.0 ,6.0 ,225 ,120 ,150 ,5318 ,9619 
280,M-SWC,MSWC0280,2006,MSWC01,22.1 ,27.1 ,19.0 ,2566.5 ,1406.5 ,774.4 ,570.5 ,1731.7 ,medium_maturity,Yellow earths,,40.6 ,7.1 ,145.0 ,7.8 ,180 ,120 ,180 ,2456 ,5541 
281,M-SWC,MSWC0281,2006,MSWC01,22.1 ,27.0 ,19.0 ,2607.4 ,1427.4 ,774.4 ,576.3 ,1752.5 ,medium_maturity,Yellow earths,,38.4 ,8.1 ,131.0 ,6.2 ,210 ,135 ,210 ,2817 ,7433 
282,M-SWC,MSWC0282,2006,MSWC01,22.2 ,27.1 ,19.2 ,2509.5 ,1379.5 ,774.4 ,542.8 ,1671.0 ,medium_maturity,Yellow earths,,45.8 ,31.3 ,144.0 ,6.7 ,225 ,150 ,240 ,3214 ,8148 
283,M-SWC,MSWC0283,2007,MSWC01,21.7 ,26.4 ,18.9 ,2845.6 ,1535.6 ,1126.7 ,491.4 ,1721.0 ,late_maturity,Yellow earths,,46.8 ,28.4 ,170.0 ,6.8 ,225 ,150 ,240 ,3844 ,7779 
284,M-SWC,MSWC0284,2007,MSWC01,21.8 ,26.4 ,19.1 ,2768.7 ,1498.7 ,1126.7 ,452.4 ,1631.9 ,late_maturity,Yellow earths,,39.9 ,25.0 ,131.0 ,5.7 ,225 ,150 ,240 ,4000 ,8426 
285,M-SWC,MSWC0285,2007,MSWC01,21.8 ,26.4 ,19.1 ,2768.7 ,1498.7 ,1126.7 ,452.4 ,1631.9 ,late_maturity,Yellow earths,,44.5 ,13.1 ,80.0 ,5.7 ,225 ,150 ,240 ,3961 ,6632 
286,M-SWC,MSWC0286,2008,MSWC01,21.6 ,26.4 ,18.6 ,2944.1 ,1584.1 ,877.4 ,588.0 ,1904.2 ,medium_maturity,Limestone soils,,38.7 ,17.2 ,101.0 ,5.7 ,210 ,105 ,120 ,4199 ,8133 
287,M-SWC,MSWC0287,2006,MSWC01,21.6 ,26.6 ,18.3 ,3260.7 ,1750.7 ,927.6 ,751.7 ,2279.6 ,medium_maturity,Limestone soils,,43.6 ,43.9 ,110.0 ,6.9 ,180 ,120 ,180 ,3671 ,6785 
288,M-SWC,MSWC0288,2006,MSWC01,21.6 ,26.6 ,18.3 ,3260.7 ,1750.7 ,927.6 ,751.7 ,2279.6 ,medium_maturity,Limestone soils,,45.8 ,22.8 ,100.0 ,7.1 ,210 ,135 ,210 ,4298 ,7395 
289,M-SWC,MSWC0289,2007,MSWC01,21.8 ,26.3 ,19.2 ,2576.4 ,1396.4 ,1088.5 ,406.0 ,1490.5 ,late_maturity,Limestone soils,,45.7 ,46.5 ,272.0 ,7.9 ,225 ,150 ,240 ,4553 ,6884 
290,M-SWC,MSWC0290,2007,MSWC01,21.8 ,26.3 ,19.2 ,2576.4 ,1396.4 ,1088.5 ,406.0 ,1490.5 ,late_maturity,Limestone soils,,50.1 ,15.0 ,132.0 ,7.8 ,225 ,150 ,240 ,4249 ,7028 
291,M-SWC,MSWC0291,2007,MSWC01,21.8 ,26.3 ,19.2 ,2576.4 ,1396.4 ,1088.5 ,406.0 ,1490.5 ,late_maturity,Limestone soils,,49.9 ,14.6 ,204.0 ,7.6 ,225 ,150 ,240 ,4793 ,7290 
292,M-SWC,MSWC0292,2008,MSWC01,21.8 ,26.5 ,18.8 ,2983.1 ,1613.1 ,866.2 ,594.5 ,1894.0 ,medium_maturity,Limestone soils,,47.6 ,35.7 ,136.0 ,6.6 ,225 ,120 ,150 ,5576 ,10388 
293,M-SWC,MSWC0293,2007,MSWC01,22.0 ,26.6 ,19.3 ,2577.1 ,1407.1 ,1083.7 ,423.9 ,1523.3 ,late_maturity,Yellow earths,,36.8 ,44.0 ,102.0 ,7.8 ,180 ,120 ,180 ,3992 ,8120 
294,M-SWC,MSWC0294,2007,MSWC01,22.0 ,26.6 ,19.3 ,2577.1 ,1407.1 ,1083.7 ,423.9 ,1523.3 ,late_maturity,Yellow earths,,37.5 ,38.2 ,38.0 ,6.3 ,180 ,120 ,180 ,3425 ,6955 
295,M-SWC,MSWC0295,2008,MSWC01,21.6 ,26.4 ,18.6 ,2834.8 ,1524.8 ,877.4 ,549.6 ,1811.1 ,medium_maturity,Yellow earths,,31.9 ,9.5 ,98.0 ,6.4 ,210 ,105 ,120 ,4613 ,9644 
296,M-SWC,MSWC0296,2006,MSWC01,22.0 ,27.1 ,18.7 ,3012.1 ,1642.1 ,891.4 ,702.3 ,2122.8 ,early_maturity,Yellow earths,,35.2 ,33.6 ,164.0 ,7.5 ,225 ,150 ,240 ,3773 ,8516 
297,M-SWC,MSWC0297,2006,MSWC01,22.0 ,27.1 ,18.7 ,3012.9 ,1642.9 ,893.4 ,698.0 ,2115.0 ,early_maturity,Yellow earths,,31.7 ,8.5 ,158.0 ,6.3 ,180 ,120 ,180 ,3932 ,7888 
298,M-SWC,MSWC0298,2006,MSWC01,22.0 ,27.1 ,18.7 ,3012.1 ,1642.1 ,891.4 ,702.3 ,2122.8 ,early_maturity,Yellow earths,,32.2 ,16.2 ,84.0 ,7.6 ,210 ,135 ,210 ,3743 ,7661 
299,M-SWC,MSWC0299,2007,MSWC01,21.9 ,26.5 ,19.2 ,2694.7 ,1464.7 ,1090.8 ,446.5 ,1593.5 ,late_maturity,Yellow earths,,33.3 ,9.3 ,103.0 ,6.4 ,210 ,135 ,210 ,6076 ,7868 
300,M-SWC,MSWC0300,2007,MSWC01,22.0 ,26.5 ,19.2 ,2636.6 ,1436.6 ,1063.2 ,431.4 ,1551.4 ,late_maturity,Yellow earths,,32.9 ,36.1 ,203.0 ,7.1 ,210 ,135 ,210 ,5535 ,7875 
301,M-SWC,MSWC0301,2007,MSWC01,22.0 ,26.5 ,19.2 ,2636.6 ,1436.6 ,1063.2 ,431.4 ,1551.4 ,late_maturity,Yellow earths,,32.9 ,36.1 ,203.0 ,7.1 ,210 ,135 ,210 ,6104 ,7926 
302,M-SWC,MSWC0302,2008,MSWC01,21.7 ,26.4 ,18.7 ,2734.7 ,1474.7 ,874.0 ,522.3 ,1732.2 ,medium_maturity,Yellow earths,,40.7 ,18.1 ,161.0 ,7.1 ,225 ,120 ,150 ,6850 ,9656 
303,M-SWC,MSWC0303,2008,MSWC01,22.4 ,27.3 ,18.9 ,3108.6 ,1718.6 ,612.6 ,450.1 ,1722.9 ,late_maturity,Yellow earths,,34.6 ,32.5 ,134.0 ,5.3 ,225 ,150 ,240 ,4850 ,8850 
