Sort,Crop,NO,Year,Province,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk
100,M-SWC,MSWC0100,2006,MSWC01,21.3 ,26.4 ,17.7 ,2853.8 ,1513.8 ,545.7 ,601.2 ,1934.9 ,medium_maturity,Limestone soils,,40.9 ,19.1 ,180.0 ,6.6 ,225 ,150 ,240 ,4410 ,7545 
101,M-SWC,MSWC0101,2006,MSWC01,20.9 ,26.0 ,17.4 ,3305.8 ,1725.8 ,718.5 ,712.4 ,2254.6 ,medium_maturity,Yellow earths,,52.7 ,16.7 ,296.0 ,7.3 ,225 ,150 ,240 ,3000 ,6825 
102,M-SWC,MSWC0102,2008,MSWC01,20.5 ,25.2 ,17.5 ,2710.1 ,1390.1 ,705.5 ,663.8 ,2016.6 ,medium_maturity,Yellow earths,,33.0 ,10.5 ,125.0 ,6.2 ,180 ,150 ,180 ,3928 ,8129 
103,M-SWC,MSWC0103,2008,MSWC01,20.0 ,24.8 ,17.0 ,2700.7 ,1350.7 ,728.2 ,670.4 ,2061.6 ,medium_maturity,Limestone soils,,44.4 ,14.9 ,179.0 ,6.9 ,225 ,120 ,150 ,3998 ,7988 
104,M-SWC,MSWC0104,2008,MSWC01,20.0 ,24.9 ,16.9 ,2806.9 ,1406.9 ,728.2 ,721.5 ,2177.3 ,medium_maturity,Yellow earths,,31.8 ,13.2 ,126.0 ,6.1 ,225 ,120 ,150 ,3702 ,8938 
105,M-SWC,MSWC0105,2008,MSWC01,16.2 ,21.4 ,13.0 ,2850.9 ,1101.8 ,859.3 ,667.5 ,2294.1 ,late_maturity,Yellow-brown earths,,21.5 ,16.8 ,80.0 ,7.7 ,300 ,180 ,360 ,6570 ,8883 
106,M-SWC,MSWC0106,2007,MSWC01,16.6 ,21.7 ,13.3 ,2672.2 ,1072.6 ,876.3 ,552.9 ,2030.8 ,late_maturity,Yellow-brown earths,,25.3 ,18.2 ,99.0 ,7.3 ,240 ,120 ,240 ,6825 ,8223 
107,M-SWC,MSWC0107,2009,MSWC01,16.0 ,21.4 ,12.8 ,2557.0 ,998.4 ,543.4 ,674.7 ,2223.3 ,late_maturity,Yellow-brown earths,,35.9 ,46.2 ,188.0 ,7.1 ,300 ,180 ,360 ,6548 ,8883 
108,M-SWC,MSWC0108,2009,MSWC01,16.9 ,22.3 ,13.8 ,2673.4 ,1100.0 ,502.5 ,676.8 ,2197.7 ,late_maturity,Yellow-brown earths,,45.5 ,51.6 ,150.0 ,6.8 ,270 ,150 ,300 ,6230 ,8312 
109,M-SWC,MSWC0109,2008,MSWC01,16.2 ,21.4 ,13.1 ,2791.9 ,1082.8 ,845.6 ,657.6 ,2256.9 ,late_maturity,Yellow-brown earths,,32.1 ,31.5 ,109.0 ,5.2 ,300 ,150 ,300 ,7165 ,9845 
110,M-SWC,MSWC0110,2007,MSWC01,16.5 ,21.6 ,13.2 ,2832.0 ,1122.4 ,887.0 ,613.4 ,2187.4 ,late_maturity,Yellow-brown earths,,38.1 ,30.8 ,209.0 ,7.9 ,360 ,180 ,360 ,7370 ,9362 
111,M-SWC,MSWC0111,2007,MSWC01,17.3 ,22.0 ,14.3 ,2265.1 ,956.4 ,794.2 ,382.8 ,1549.5 ,late_maturity,Yellow-brown earths,,65.7 ,10.4 ,89.0 ,5.3 ,360 ,180 ,360 ,7493 ,8701 
112,M-SWC,MSWC0112,2007,MSWC01,17.4 ,22.0 ,14.5 ,2189.0 ,930.3 ,728.7 ,357.9 ,1476.3 ,late_maturity,Yellow-brown earths,,56.7 ,26.8 ,99.0 ,5.6 ,300 ,150 ,300 ,6145 ,8963 
113,M-SWC,MSWC0113,2007,MSWC01,17.5 ,22.2 ,14.7 ,2139.0 ,919.0 ,731.4 ,353.8 ,1436.3 ,late_maturity,Yellow-brown earths,,45.9 ,14.8 ,60.0 ,5.9 ,300 ,150 ,300 ,6564 ,8264 
114,M-SWC,MSWC0114,2007,MSWC01,16.6 ,21.6 ,13.5 ,2812.1 ,1132.5 ,885.4 ,596.6 ,2116.6 ,late_maturity,Yellow-brown earths,,23.2 ,17.0 ,100.0 ,8.1 ,210 ,135 ,180 ,3558 ,8228 
115,M-SWC,MSWC0115,2007,MSWC01,16.6 ,21.6 ,13.4 ,2770.5 ,1110.9 ,901.6 ,587.5 ,2099.3 ,late_maturity,Yellow-brown earths,,23.2 ,20.0 ,189.0 ,6.5 ,180 ,120 ,150 ,3492 ,6842 
116,M-SWC,MSWC0116,2007,MSWC01,16.6 ,21.6 ,13.4 ,2859.1 ,1149.5 ,901.6 ,618.6 ,2176.0 ,late_maturity,Yellow-brown earths,,18.6 ,16.1 ,89.0 ,5.6 ,225 ,150 ,225 ,4425 ,9084 
117,M-SWC,MSWC0117,2008,MSWC01,16.6 ,21.6 ,13.6 ,2589.6 ,1029.9 ,840.9 ,553.4 ,1967.4 ,late_maturity,Yellow-brown earths,,29.1 ,5.9 ,189.0 ,7.8 ,240 ,120 ,270 ,5503 ,8300 
118,M-SWC,MSWC0118,2008,MSWC01,19.4 ,25.3 ,15.6 ,3390.0 ,1640.4 ,988.1 ,764.1 ,2443.6 ,medium_maturity,Fluvo-aquic soils,,23.8 ,14.2 ,167.0 ,7.0 ,225 ,150 ,240 ,7052 ,9722 
119,M-SWC,MSWC0119,2008,MSWC01,19.4 ,25.4 ,15.6 ,3479.1 ,1689.5 ,988.1 ,802.9 ,2532.1 ,medium_maturity,Fluvo-aquic soils,,29.8 ,21.4 ,137.0 ,7.0 ,180 ,120 ,180 ,5679 ,8107 
120,M-SWC,MSWC0120,2008,MSWC01,19.4 ,25.2 ,15.6 ,3370.3 ,1630.7 ,988.1 ,761.3 ,2430.8 ,medium_maturity,Fluvo-aquic soils,,37.4 ,7.6 ,177.0 ,7.0 ,210 ,135 ,210 ,5861 ,8130 
121,M-SWC,MSWC0121,2009,MSWC01,20.1 ,26.2 ,16.1 ,3278.7 ,1648.7 ,561.9 ,796.8 ,2434.1 ,late_maturity,Fluvo-aquic soils,,30.6 ,24.4 ,167.0 ,6.5 ,210 ,135 ,210 ,7210 ,8369 
122,M-SWC,MSWC0122,2009,MSWC01,20.0 ,26.0 ,15.9 ,3173.1 ,1584.5 ,559.3 ,768.4 ,2366.2 ,late_maturity,Fluvo-aquic soils,,29.2 ,34.4 ,139.0 ,6.7 ,210 ,135 ,210 ,6828 ,7965 
123,M-SWC,MSWC0123,2009,MSWC01,20.1 ,26.1 ,16.0 ,3290.3 ,1650.3 ,563.6 ,798.8 ,2443.8 ,late_maturity,Fluvo-aquic soils,,30.0 ,25.0 ,178.0 ,6.9 ,210 ,135 ,210 ,6689 ,8237 
124,M-SWC,MSWC0124,2008,MSWC01,19.4 ,25.3 ,15.6 ,3392.4 ,1642.8 ,1008.1 ,767.6 ,2444.4 ,medium_maturity,Purplish soils,,31.5 ,10.6 ,180.0 ,7.0 ,225 ,150 ,240 ,5846 ,10721 
125,M-SWC,MSWC0125,2008,MSWC01,19.4 ,25.2 ,15.6 ,3388.8 ,1639.2 ,992.6 ,762.8 ,2438.6 ,medium_maturity,Purplish soils,,39.4 ,5.2 ,88.0 ,7.0 ,225 ,150 ,240 ,5137 ,10007 
126,M-SWC,MSWC0126,2009,MSWC01,20.0 ,26.1 ,16.0 ,3579.6 ,1789.6 ,643.1 ,878.6 ,2645.6 ,medium_maturity,Purplish soils,,63.4 ,49.9 ,214.0 ,7.1 ,210 ,135 ,210 ,5480 ,9140 
127,M-SWC,MSWC0127,2009,MSWC01,20.0 ,26.1 ,16.0 ,3522.5 ,1762.5 ,613.6 ,862.9 ,2607.2 ,late_maturity,Purplish soils,,56.2 ,17.6 ,210.0 ,7.1 ,210 ,135 ,210 ,4722 ,6083 
128,M-SWC,MSWC0128,2008,MSWC01,18.8 ,24.5 ,15.1 ,3009.7 ,1416.3 ,863.9 ,758.4 ,2352.0 ,late_maturity,Yellow earths,,33.6 ,16.0 ,96.0 ,8.2 ,225 ,150 ,240 ,3802 ,8613 
129,M-SWC,MSWC0129,2008,MSWC01,19.5 ,25.2 ,15.8 ,3023.1 ,1473.1 ,908.3 ,751.9 ,2314.6 ,late_maturity,Yellow earths,,21.1 ,44.0 ,83.0 ,6.7 ,210 ,135 ,210 ,2802 ,7087 
130,M-SWC,MSWC0130,2008,MSWC01,19.5 ,25.1 ,15.8 ,2963.3 ,1444.1 ,881.2 ,725.5 ,2254.2 ,late_maturity,Yellow earths,,20.0 ,43.0 ,86.0 ,6.8 ,180 ,120 ,180 ,2035 ,6069 
131,M-SWC,MSWC0131,2009,MSWC01,19.0 ,24.1 ,15.8 ,3104.9 ,1495.3 ,771.8 ,748.6 ,2353.3 ,late_maturity,Yellow earths,,22.3 ,26.3 ,85.0 ,6.8 ,210 ,135 ,210 ,3335 ,7704 
132,M-SWC,MSWC0132,2009,MSWC01,19.0 ,24.1 ,15.7 ,3232.1 ,1552.5 ,771.8 ,796.0 ,2472.2 ,late_maturity,Yellow earths,,12.0 ,6.6 ,55.0 ,5.2 ,210 ,135 ,210 ,3701 ,6437 
133,M-SWC,MSWC0133,2008,MSWC01,19.7 ,25.4 ,16.0 ,3309.1 ,1629.1 ,937.9 ,833.8 ,2519.2 ,late_maturity,Yellow earths,,24.9 ,25.0 ,190.0 ,6.1 ,210 ,135 ,210 ,3869 ,7437 
134,M-SWC,MSWC0134,2008,MSWC01,19.1 ,24.7 ,15.5 ,3039.6 ,1455.7 ,883.8 ,743.3 ,2326.1 ,late_maturity,Yellow earths,,22.7 ,28.0 ,158.0 ,6.7 ,180 ,120 ,180 ,3335 ,6137 
135,M-SWC,MSWC0135,2009,MSWC01,19.1 ,24.2 ,15.8 ,3231.5 ,1561.9 ,771.8 ,799.2 ,2472.2 ,late_maturity,Yellow earths,,34.0 ,42.0 ,45.0 ,7.1 ,225 ,150 ,240 ,5602 ,7871 
136,M-SWC,MSWC0136,2009,MSWC01,19.4 ,24.5 ,16.1 ,3431.0 ,1681.4 ,771.8 ,876.3 ,2643.4 ,late_maturity,Yellow earths,,35.5 ,42.4 ,95.0 ,6.3 ,210 ,135 ,210 ,3869 ,7437 
137,M-SWC,MSWC0137,2009,MSWC01,19.2 ,24.4 ,15.9 ,3399.9 ,1650.3 ,771.8 ,867.5 ,2628.6 ,late_maturity,Yellow earths,,9.7 ,22.1 ,85.0 ,6.8 ,180 ,120 ,180 ,3502 ,6237 
138,M-SWC,MSWC0138,2008,MSWC01,19.6 ,25.1 ,15.9 ,3050.5 ,1490.5 ,918.4 ,746.7 ,2310.3 ,late_maturity,Yellow earths,,35.3 ,39.0 ,68.0 ,6.3 ,225 ,150 ,240 ,3769 ,8588 
139,M-SWC,MSWC0139,2008,MSWC01,19.6 ,25.3 ,15.9 ,3137.1 ,1537.1 ,918.4 ,780.0 ,2389.0 ,late_maturity,Yellow earths,,22.0 ,41.0 ,83.0 ,6.6 ,180 ,120 ,180 ,1835 ,6437 
140,M-SWC,MSWC0140,2009,MSWC01,19.3 ,24.5 ,16.0 ,3044.7 ,1464.7 ,792.9 ,757.8 ,2346.0 ,late_maturity,Yellow earths,,33.5 ,3.2 ,141.0 ,5.2 ,180 ,104 ,75 ,3611 ,6951 
141,M-SWC,MSWC0141,2009,MSWC01,19.4 ,24.5 ,16.2 ,3015.1 ,1455.1 ,803.7 ,721.0 ,2270.6 ,late_maturity,Yellow earths,,39.9 ,14.4 ,110.0 ,5.1 ,225 ,90 ,210 ,5159 ,10011 
142,M-SWC,MSWC0142,2009,MSWC01,19.3 ,24.4 ,16.1 ,3071.4 ,1481.4 ,839.4 ,734.7 ,2309.1 ,late_maturity,Yellow earths,,39.6 ,3.8 ,244.0 ,5.1 ,210 ,98 ,105 ,5312 ,8367 
143,M-SWC,MSWC0143,2007,MSWC01,19.0 ,24.1 ,15.7 ,2816.7 ,1336.7 ,1137.1 ,627.0 ,2063.5 ,late_maturity,Yellow earths,,30.2 ,20.7 ,90.0 ,6.5 ,210 ,135 ,210 ,5625 ,7950 
144,M-SWC,MSWC0144,2008,MSWC01,18.9 ,23.9 ,15.7 ,2795.8 ,1315.8 ,1055.1 ,634.5 ,2016.5 ,late_maturity,Yellow earths,,29.2 ,7.0 ,270.0 ,5.2 ,210 ,135 ,210 ,3920 ,8372 
145,M-SWC,MSWC0145,2008,MSWC01,18.9 ,23.8 ,15.7 ,2717.6 ,1277.6 ,1029.6 ,615.2 ,1952.5 ,late_maturity,Yellow earths,,38.9 ,3.4 ,268.0 ,5.1 ,180 ,120 ,180 ,4238 ,7365 
146,M-SWC,MSWC0146,2009,MSWC01,19.7 ,24.8 ,16.6 ,2762.7 ,1362.7 ,800.9 ,666.3 ,2061.9 ,late_maturity,Yellow earths,,33.8 ,4.0 ,220.0 ,7.3 ,210 ,102 ,105 ,4725 ,8867 
147,M-SWC,MSWC0147,2009,MSWC01,19.7 ,24.8 ,16.6 ,2721.0 ,1341.0 ,797.9 ,638.3 ,1998.4 ,late_maturity,Yellow earths,,31.6 ,5.0 ,290.0 ,7.5 ,225 ,105 ,120 ,5800 ,9750 
148,M-SWC,MSWC0148,2007,MSWC01,19.0 ,24.1 ,15.6 ,2919.4 ,1379.4 ,1156.1 ,665.4 ,2166.0 ,late_maturity,Yellow-brown earths,,54.5 ,6.8 ,130.0 ,7.6 ,210 ,135 ,210 ,4475 ,7400 
149,M-SWC,MSWC0149,2007,MSWC01,23.6 ,29.2 ,19.7 ,3020.4 ,1740.4 ,825.9 ,425.1 ,1608.3 ,late_maturity,Paddy soils,,14.5 ,12.0 ,55.0 ,6.4 ,150 ,120 ,150 ,4236 ,8438 
150,M-SWC,MSWC0150,2007,MSWC01,23.2 ,28.6 ,19.4 ,2486.9 ,1416.9 ,750.7 ,314.1 ,1282.5 ,medium_maturity,Yellow soils,,16.8 ,24.6 ,81.0 ,6.4 ,180 ,120 ,180 ,3078 ,8000 
151,M-SWC,MSWC0151,2007,MSWC01,23.5 ,29.1 ,19.5 ,3004.1 ,1724.1 ,825.5 ,437.5 ,1627.6 ,medium_maturity,Yellow soils,,18.5 ,16.1 ,102.0 ,6.6 ,180 ,90 ,150 ,5552 ,7688 
152,M-SWC,MSWC0152,2007,MSWC01,23.1 ,28.6 ,19.2 ,2656.6 ,1506.6 ,752.9 ,355.9 ,1404.9 ,medium_maturity,Yellow soils,,26.2 ,21.0 ,103.0 ,6.2 ,180 ,120 ,180 ,5185 ,8871 
153,M-SWC,MSWC0153,2007,MSWC01,23.5 ,29.0 ,19.6 ,2885.0 ,1655.0 ,825.5 ,400.5 ,1533.9 ,late_maturity,Yellow soils,,27.8 ,21.3 ,115.0 ,6.4 ,180 ,120 ,180 ,5738 ,7885 
154,M-SWC,MSWC0154,2007,MSWC01,23.5 ,29.0 ,19.6 ,2868.5 ,1648.5 ,825.5 ,396.3 ,1520.6 ,late_maturity,Yellow soils,,22.4 ,21.8 ,116.0 ,6.9 ,150 ,120 ,180 ,5253 ,8254 
155,M-SWC,MSWC0155,2007,MSWC01,24.0 ,29.4 ,20.3 ,2684.4 ,1564.4 ,779.0 ,359.2 ,1393.7 ,medium_maturity,Yellow soils,,20.7 ,27.8 ,106.0 ,6.8 ,180 ,90 ,150 ,4159 ,8113 
156,M-SWC,MSWC0156,2007,MSWC01,23.4 ,29.0 ,19.5 ,2900.2 ,1660.2 ,825.5 ,408.7 ,1553.5 ,medium_maturity,Yellow soils,,19.2 ,12.6 ,98.0 ,7.3 ,150 ,120 ,180 ,4253 ,8471 
157,M-SWC,MSWC0157,2008,MSWC01,23.9 ,29.7 ,20.2 ,2965.1 ,1725.1 ,467.3 ,388.3 ,1522.0 ,medium_maturity,Yellow soils,,33.0 ,11.9 ,103.0 ,4.9 ,210 ,120 ,120 ,5336 ,9005 
158,M-SWC,MSWC0158,2008,MSWC01,23.9 ,29.6 ,20.2 ,2939.2 ,1709.2 ,467.3 ,380.2 ,1502.3 ,late_maturity,Yellow soils,,28.4 ,11.8 ,55.0 ,5.8 ,180 ,120 ,180 ,4553 ,8538 
159,M-SWC,MSWC0159,2008,MSWC01,23.9 ,29.7 ,20.2 ,2965.1 ,1725.1 ,467.3 ,388.3 ,1522.0 ,late_maturity,Paddy soils,,20.8 ,14.6 ,107.0 ,5.0 ,240 ,90 ,210 ,4186 ,8421 
160,M-SWC,MSWC0160,2008,MSWC01,23.9 ,29.7 ,20.2 ,2965.1 ,1725.1 ,467.3 ,388.3 ,1522.0 ,medium_maturity,Yellow soils,,25.7 ,18.5 ,74.0 ,6.1 ,150 ,90 ,180 ,4886 ,8438 
161,M-SWC,MSWC0161,2008,MSWC01,23.8 ,29.5 ,20.1 ,2955.2 ,1715.2 ,472.8 ,380.2 ,1509.2 ,medium_maturity,Paddy soils,,39.0 ,7.3 ,50.0 ,6.2 ,180 ,120 ,180 ,4305 ,8471 
162,M-SWC,MSWC0162,2008,MSWC01,23.9 ,29.7 ,20.2 ,2965.1 ,1725.1 ,467.3 ,388.3 ,1522.0 ,late_maturity,Yellow soils,,32.9 ,12.3 ,78.0 ,6.8 ,210 ,120 ,180 ,3968 ,8671 
163,M-SWC,MSWC0163,2009,MSWC01,22.1 ,27.2 ,18.6 ,3136.3 ,1720.3 ,699.7 ,443.9 ,1727.6 ,late_maturity,Yellow soils,,26.1 ,12.4 ,89.0 ,6.8 ,180 ,120 ,150 ,4092 ,8750 
164,M-SWC,MSWC0164,2009,MSWC01,23.2 ,28.5 ,19.5 ,3218.9 ,1828.9 ,674.3 ,492.2 ,1789.6 ,late_maturity,Yellow soils,,22.8 ,11.3 ,88.0 ,6.5 ,180 ,120 ,150 ,4289 ,7991 
165,M-SWC,MSWC0165,2009,MSWC01,23.0 ,28.3 ,19.4 ,3199.4 ,1809.4 ,679.6 ,485.8 ,1779.0 ,late_maturity,Yellow soils,,24.7 ,12.2 ,98.0 ,5.6 ,180 ,120 ,150 ,4349 ,8211 
166,M-SWC,MSWC0166,2008,MSWC01,22.0 ,27.3 ,18.5 ,2941.9 ,1601.9 ,500.4 ,361.4 ,1515.4 ,medium_maturity,Paddy soils,,43.2 ,9.9 ,76.0 ,6.3 ,210 ,135 ,210 ,5909 ,9845 
167,M-SWC,MSWC0167,2008,MSWC01,24.1 ,29.6 ,20.5 ,3062.9 ,1792.9 ,467.3 ,383.0 ,1530.8 ,medium_maturity,Yellow earths,,39.2 ,5.6 ,199.0 ,6.6 ,210 ,135 ,210 ,2070 ,8655 
168,M-SWC,MSWC0168,2008,MSWC01,23.9 ,29.2 ,20.4 ,3414.8 ,1984.8 ,589.7 ,406.3 ,1675.4 ,medium_maturity,Paddy soils,,20.9 ,14.8 ,88.0 ,6.4 ,210 ,135 ,210 ,4763 ,7711 
169,M-SWC,MSWC0169,2008,MSWC01,23.7 ,29.1 ,20.2 ,3413.2 ,1973.2 ,575.9 ,414.6 ,1693.3 ,medium_maturity,Yellow earths,,37.2 ,16.1 ,54.0 ,6.5 ,210 ,135 ,210 ,5750 ,8625 
170,M-SWC,MSWC0170,2008,MSWC01,23.2 ,28.7 ,19.7 ,3439.7 ,1959.7 ,609.6 ,436.7 ,1748.4 ,medium_maturity,Paddy soils,,34.7 ,5.6 ,48.0 ,5.8 ,180 ,120 ,180 ,4997 ,5948 
171,M-SWC,MSWC0171,2008,MSWC01,23.9 ,29.5 ,20.2 ,3412.6 ,1982.6 ,585.2 ,451.3 ,1740.9 ,late_maturity,Yellow earths,,25.3 ,6.1 ,37.0 ,8.0 ,210 ,135 ,210 ,5209 ,9897 
172,M-SWC,MSWC0172,2008,MSWC01,23.5 ,29.2 ,19.9 ,3176.5 ,1826.5 ,570.5 ,419.5 ,1635.6 ,medium_maturity,Yellow earths,,16.9 ,5.1 ,76.0 ,6.8 ,225 ,150 ,240 ,4834 ,8084 
173,M-SWC,MSWC0173,2009,MSWC01,22.0 ,26.9 ,18.7 ,3293.0 ,1795.2 ,608.6 ,553.6 ,1939.1 ,medium_maturity,Yellow earths,,30.3 ,26.7 ,161.0 ,5.5 ,225 ,150 ,240 ,4868 ,8741 
174,M-SWC,MSWC0174,2008,MSWC01,23.6 ,29.2 ,19.9 ,3297.9 ,1897.9 ,571.6 ,442.2 ,1705.4 ,medium_maturity,Limestone soils,,25.7 ,7.1 ,98.0 ,8.0 ,225 ,150 ,240 ,4157 ,7370 
175,M-SWC,MSWC0175,2008,MSWC01,22.0 ,27.5 ,18.6 ,3527.0 ,1927.0 ,633.7 ,452.1 ,1835.6 ,medium_maturity,Yellow earths,,22.7 ,16.7 ,88.0 ,7.0 ,225 ,150 ,240 ,4340 ,8213 
176,M-SWC,MSWC0176,2009,MSWC01,21.5 ,26.5 ,18.2 ,3374.9 ,1808.9 ,620.8 ,577.2 ,2012.5 ,medium_maturity,Yellow earths,,31.7 ,10.2 ,100.0 ,7.2 ,225 ,150 ,240 ,4810 ,8321 
177,M-SWC,MSWC0177,2008,MSWC01,23.4 ,28.9 ,19.8 ,3575.0 ,2045.0 ,586.1 ,472.1 ,1837.9 ,medium_maturity,Yellow earths,,15.9 ,17.6 ,43.0 ,6.0 ,210 ,135 ,210 ,4105 ,7988 
178,M-SWC,MSWC0178,2008,MSWC01,22.8 ,28.6 ,19.1 ,3302.7 ,1852.7 ,710.8 ,545.2 ,1914.9 ,late_maturity,Paddy soils,,19.3 ,49.0 ,68.0 ,6.0 ,180 ,150 ,180 ,5675 ,9743 
179,M-SWC,MSWC0179,2008,MSWC01,23.4 ,29.3 ,19.6 ,3457.3 ,1977.3 ,822.0 ,575.9 ,1985.8 ,medium_maturity,Paddy soils,,17.5 ,25.0 ,44.0 ,8.0 ,225 ,150 ,240 ,5828 ,7688 
180,M-SWC,MSWC0180,2009,MSWC01,23.7 ,29.3 ,19.9 ,3453.4 ,1993.4 ,609.7 ,609.0 ,2024.8 ,medium_maturity,Yellow soils,,23.0 ,36.0 ,65.0 ,6.8 ,210 ,135 ,210 ,4736 ,9452 
181,M-SWC,MSWC0181,2009,MSWC01,22.6 ,28.0 ,19.0 ,3249.8 ,1811.5 ,552.4 ,527.1 ,1877.6 ,medium_maturity,Yellow soils,,23.0 ,25.0 ,98.0 ,6.8 ,225 ,150 ,240 ,3479 ,9334 
182,M-SWC,MSWC0182,2006,MSWC01,22.6 ,27.8 ,19.0 ,2754.3 ,1540.6 ,515.8 ,510.0 ,1704.0 ,medium_maturity,Yellow earths,,41.0 ,43.4 ,142.0 ,4.9 ,210 ,135 ,210 ,8645 ,9491 
183,M-SWC,MSWC0183,2007,MSWC01,23.1 ,28.2 ,19.5 ,2215.0 ,1255.0 ,519.4 ,419.6 ,1379.5 ,late_maturity,Purplish soils,,32.0 ,10.7 ,41.0 ,6.0 ,210 ,135 ,210 ,5626 ,9719 
184,M-SWC,MSWC0184,2007,MSWC01,23.1 ,28.2 ,19.4 ,2236.1 ,1266.1 ,519.4 ,424.7 ,1394.6 ,medium_maturity,Paddy soils,,41.0 ,31.0 ,116.0 ,4.8 ,210 ,135 ,210 ,8994 ,9588 
185,M-SWC,MSWC0185,2008,MSWC01,21.7 ,26.9 ,18.3 ,3101.7 ,1675.0 ,887.5 ,483.2 ,1800.8 ,medium_maturity,Yellow earths,,25.6 ,10.3 ,61.0 ,5.8 ,210 ,135 ,210 ,4875 ,7813 
186,M-SWC,MSWC0186,2008,MSWC01,22.4 ,27.7 ,19.0 ,2963.0 ,1643.0 ,881.2 ,468.7 ,1707.7 ,medium_maturity,Limestone soils,,24.7 ,10.1 ,51.0 ,7.1 ,225 ,135 ,240 ,6286 ,8763 
187,M-SWC,MSWC0187,2008,MSWC01,23.0 ,28.4 ,19.5 ,2948.6 ,1668.6 ,924.5 ,471.6 ,1686.3 ,medium_maturity,Yellow earths,,31.0 ,19.9 ,87.0 ,6.7 ,225 ,120 ,210 ,7184 ,8876 
188,M-SWC,MSWC0188,2008,MSWC01,23.2 ,28.6 ,19.7 ,2742.1 ,1562.1 ,891.5 ,440.8 ,1568.6 ,late_maturity,Paddy soils,,31.0 ,18.7 ,85.0 ,6.3 ,225 ,120 ,210 ,6449 ,8932 
189,M-SWC,MSWC0189,2008,MSWC01,22.7 ,27.9 ,19.2 ,3154.6 ,1764.6 ,964.6 ,496.5 ,1800.7 ,medium_maturity,Yellow earths,,36.6 ,18.0 ,58.0 ,5.4 ,225 ,120 ,240 ,6879 ,8096 
190,M-SWC,MSWC0190,2008,MSWC01,23.1 ,28.4 ,19.5 ,2769.1 ,1569.1 ,903.5 ,442.8 ,1585.7 ,medium_maturity,Paddy soils,,39.4 ,12.8 ,64.0 ,4.3 ,210 ,120 ,210 ,3299 ,7475 
191,M-SWC,MSWC0191,2007,MSWC01,22.1 ,26.7 ,18.5 ,3178.9 ,1746.7 ,679.6 ,648.6 ,2081.0 ,medium_maturity,Paddy soils,,23.1 ,15.5 ,137.0 ,7.9 ,210 ,135 ,210 ,6563 ,9150 
192,M-SWC,MSWC0192,2007,MSWC01,23.0 ,27.4 ,19.6 ,3240.1 ,1830.1 ,741.3 ,629.9 ,2026.2 ,medium_maturity,Limestone soils,,12.2 ,12.0 ,140.0 ,6.7 ,180 ,120 ,180 ,4845 ,8415 
193,M-SWC,MSWC0193,2007,MSWC01,22.9 ,27.6 ,19.4 ,3235.1 ,1825.1 ,747.6 ,673.6 ,2101.8 ,medium_maturity,Limestone soils,,22.0 ,7.6 ,78.0 ,7.6 ,210 ,135 ,210 ,3653 ,7568 
194,M-SWC,MSWC0194,2007,MSWC01,22.6 ,27.1 ,19.2 ,3507.6 ,1957.6 ,795.0 ,679.1 ,2195.4 ,medium_maturity,Paddy soils,,36.1 ,42.6 ,187.0 ,6.4 ,225 ,150 ,240 ,9210 ,9975 
195,M-SWC,MSWC0195,2008,MSWC01,21.5 ,26.1 ,18.5 ,3360.0 ,1800.0 ,659.6 ,577.4 ,2042.1 ,medium_maturity,Yellow earths,,15.9 ,8.2 ,145.0 ,6.1 ,210 ,135 ,210 ,4298 ,8648 
196,M-SWC,MSWC0196,2008,MSWC01,22.5 ,27.2 ,19.4 ,3036.5 ,1686.5 ,611.9 ,537.7 ,1834.1 ,medium_maturity,Yellow earths,,41.2 ,30.1 ,169.0 ,7.2 ,210 ,135 ,210 ,7193 ,8768 
197,M-SWC,MSWC0197,2008,MSWC01,22.0 ,26.7 ,18.9 ,3217.9 ,1757.9 ,650.9 ,558.1 ,1944.0 ,medium_maturity,Yellow earths,,22.1 ,7.3 ,97.0 ,6.4 ,210 ,135 ,210 ,9053 ,10260 
198,M-SWC,MSWC0198,2006,MSWC01,22.3 ,27.0 ,18.8 ,2905.0 ,1613.1 ,573.0 ,647.8 ,1988.1 ,medium_maturity,Yellow earths,,35.3 ,6.9 ,78.0 ,7.6 ,225 ,150 ,240 ,5565 ,8220 
199,M-SWC,MSWC0199,2007,MSWC01,23.5 ,28.0 ,19.9 ,3073.2 ,1763.2 ,710.2 ,628.5 ,1958.3 ,medium_maturity,Limestone soils,,17.8 ,17.4 ,97.0 ,6.1 ,210 ,135 ,210 ,1860 ,6870 
200,M-SWC,MSWC0200,2008,MSWC01,21.9 ,26.6 ,18.7 ,2758.9 ,1498.9 ,603.7 ,486.8 ,1698.6 ,medium_maturity,Yellow earths,,24.6 ,11.0 ,165.0 ,7.3 ,210 ,135 ,210 ,5213 ,8220 
201,M-SWC,MSWC0201,2006,MSWC01,22.5 ,27.3 ,18.8 ,3372.2 ,1880.3 ,604.0 ,782.2 ,2335.7 ,medium_maturity,Yellow earths,,31.1 ,23.4 ,88.0 ,4.7 ,210 ,135 ,210 ,4166 ,6863 
