Sort,Crop,NO,Year,Province,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk
849,W-YZB,WYZB0849,2007,WYZB03,10.5 ,15.1 ,6.8 ,2286.5 ,708.6 ,406.6 ,1180.5 ,2671.7 ,medium_spike,Paddy soils,clay loam,24.2 ,10.2 ,101.0 ,6.2 ,195 ,75 ,105 ,1994 ,5058 
850,W-YZB,WYZB0850,2008,WYZB03,11.1 ,16.1 ,7.1 ,2461.2 ,790.8 ,419.3 ,1267.4 ,2784.5 ,small_spike,Paddy soils,silty loam,25.3 ,9.4 ,129.0 ,5.7 ,180 ,45 ,75 ,1619 ,4767 
851,W-YZB,WYZB0851,2008,WYZB03,10.6 ,15.2 ,7.0 ,2228.4 ,623.2 ,367.1 ,1143.8 ,2485.6 ,medium_spike,Paddy soils,loam,37.8 ,14.1 ,106.0 ,7.9 ,225 ,90 ,120 ,2490 ,5055 
852,W-YZB,WYZB0852,2008,WYZB03,10.4 ,15.0 ,6.7 ,2110.2 ,575.0 ,356.4 ,1127.2 ,2435.7 ,medium_spike,Paddy soils,loam,27.6 ,14.3 ,67.0 ,8.1 ,225 ,90 ,120 ,2475 ,5055 
853,W-YZB,WYZB0853,2009,WYZB03,10.7 ,15.4 ,6.9 ,2197.9 ,632.7 ,358.6 ,1177.3 ,2555.3 ,medium_spike,Paddy soils,sandy loam,30.3 ,15.8 ,69.0 ,8.0 ,225 ,90 ,120 ,3135 ,6120 
854,W-YZB,WYZB0854,2008,WYZB03,10.4 ,15.0 ,6.8 ,2128.0 ,582.8 ,363.8 ,1127.2 ,2439.9 ,medium_spike,Paddy soils,loam,27.1 ,8.2 ,58.0 ,7.9 ,225 ,90 ,120 ,3060 ,6750 
855,W-YZB,WYZB0855,2008,WYZB03,10.7 ,15.3 ,7.0 ,2219.3 ,634.1 ,358.7 ,1166.5 ,2535.8 ,medium_spike,Paddy soils,sandy loam,27.0 ,10.8 ,87.0 ,7.9 ,225 ,90 ,120 ,2790 ,5325 
856,W-YZB,WYZB0856,2008,WYZB03,10.6 ,15.2 ,6.9 ,2181.0 ,615.8 ,358.6 ,1154.3 ,2504.6 ,medium_spike,Paddy soils,sandy loam,28.8 ,21.0 ,74.0 ,8.0 ,225 ,90 ,120 ,2805 ,5340 
857,W-YZB,WYZB0857,2008,WYZB03,10.3 ,14.9 ,6.6 ,2057.8 ,552.6 ,356.2 ,1121.0 ,2410.2 ,medium_spike,Paddy soils,loam,30.6 ,6.0 ,65.0 ,8.0 ,225 ,90 ,120 ,2490 ,5490 
858,W-YZB,WYZB0858,2008,WYZB03,10.3 ,14.9 ,6.6 ,2057.8 ,552.6 ,356.2 ,1121.0 ,2410.2 ,medium_spike,Paddy soils,loam,25.2 ,19.6 ,55.0 ,8.1 ,225 ,90 ,120 ,2550 ,5790 
859,W-YZB,WYZB0859,2008,WYZB03,10.7 ,15.3 ,7.0 ,2219.3 ,634.1 ,358.7 ,1166.5 ,2535.8 ,medium_spike,Paddy soils,sandy loam,37.8 ,19.1 ,143.0 ,8.0 ,225 ,90 ,120 ,3105 ,7320 
860,W-YZB,WYZB0860,2008,WYZB03,10.3 ,14.9 ,6.6 ,2072.0 ,556.8 ,329.6 ,1121.0 ,2411.1 ,medium_spike,Paddy soils,loam,25.1 ,10.5 ,64.0 ,8.1 ,225 ,90 ,120 ,3713 ,5835 
861,W-YZB,WYZB0861,2008,WYZB03,10.7 ,15.4 ,7.0 ,2254.3 ,649.1 ,366.2 ,1171.6 ,2550.2 ,medium_spike,Paddy soils,sandy loam,27.1 ,14.5 ,56.0 ,8.0 ,225 ,90 ,120 ,3525 ,7275 
862,W-YZB,WYZB0862,2007,WYZB03,9.8 ,14.2 ,6.4 ,2020.1 ,532.8 ,375.4 ,985.4 ,2305.2 ,medium_spike,Paddy soils,silty clay loam,28.6 ,10.7 ,112.0 ,6.6 ,174 ,63 ,90 ,3024 ,5285 
863,W-YZB,WYZB0863,2007,WYZB03,9.8 ,14.2 ,6.4 ,2020.1 ,532.8 ,375.4 ,985.4 ,2305.2 ,medium_spike,Paddy soils,silty clay loam,27.8 ,49.1 ,216.0 ,6.4 ,174 ,63 ,90 ,2981 ,5196 
864,W-YZB,WYZB0864,2007,WYZB03,9.8 ,14.2 ,6.4 ,2020.1 ,532.8 ,375.4 ,985.4 ,2305.2 ,medium_spike,Paddy soils,silty clay loam,28.8 ,8.7 ,228.0 ,6.6 ,174 ,63 ,90 ,3003 ,4851 
865,W-YZB,WYZB0865,2005,WYZB03,10.5 ,15.0 ,7.1 ,2271.3 ,682.5 ,504.9 ,1042.9 ,2426.3 ,medium_spike,Paddy soils,silty clay loam,25.1 ,10.8 ,63.0 ,6.5 ,189 ,75 ,113 ,3108 ,5246 
866,W-YZB,WYZB0866,2005,WYZB03,10.5 ,15.0 ,7.1 ,2271.3 ,682.5 ,504.9 ,1042.9 ,2426.3 ,medium_spike,Paddy soils,silty clay loam,25.4 ,10.9 ,63.0 ,6.6 ,174 ,63 ,90 ,2601 ,5181 
867,W-YZB,WYZB0867,2005,WYZB03,10.5 ,15.0 ,7.1 ,2271.3 ,682.5 ,504.9 ,1042.9 ,2426.3 ,medium_spike,Paddy soils,silty clay loam,25.7 ,11.0 ,64.0 ,6.7 ,174 ,63 ,90 ,2828 ,5252 
868,W-YZB,WYZB0868,2006,WYZB03,11.4 ,16.2 ,7.7 ,2339.7 ,711.4 ,341.3 ,997.0 ,2348.1 ,medium_spike,Paddy soils,silty clay loam,15.8 ,3.2 ,36.0 ,6.4 ,189 ,75 ,113 ,2855 ,5607 
869,W-YZB,WYZB0869,2006,WYZB03,11.7 ,16.5 ,8.0 ,2469.3 ,781.0 ,363.1 ,1028.5 ,2430.3 ,medium_spike,Paddy soils,silty clay loam,14.9 ,5.7 ,36.0 ,7.3 ,174 ,63 ,90 ,2439 ,4742 
870,W-YZB,WYZB0870,2007,WYZB03,9.8 ,14.2 ,6.4 ,2020.1 ,532.8 ,375.4 ,985.4 ,2305.2 ,medium_spike,Paddy soils,silty clay loam,31.1 ,20.1 ,85.0 ,6.6 ,174 ,63 ,90 ,2372 ,5763 
871,W-YZB,WYZB0871,2007,WYZB03,9.8 ,14.2 ,6.4 ,2020.1 ,532.8 ,375.4 ,985.4 ,2305.2 ,medium_spike,Paddy soils,silty clay loam,26.3 ,9.7 ,61.0 ,6.6 ,174 ,63 ,90 ,2808 ,6240 
872,W-YZB,WYZB0872,2007,WYZB03,9.8 ,14.2 ,6.4 ,2020.1 ,532.8 ,375.4 ,985.4 ,2305.2 ,medium_spike,Paddy soils,silty clay loam,21.2 ,5.9 ,57.0 ,6.5 ,174 ,63 ,90 ,2520 ,5808 
873,W-YZB,WYZB0873,2005,WYZB03,10.5 ,15.0 ,7.1 ,2271.3 ,682.5 ,504.9 ,1042.9 ,2426.3 ,medium_spike,Paddy soils,silty clay loam,18.1 ,10.3 ,58.0 ,6.0 ,189 ,75 ,113 ,3045 ,5097 
874,W-YZB,WYZB0874,2005,WYZB03,10.5 ,15.0 ,7.1 ,2271.3 ,682.5 ,504.9 ,1042.9 ,2426.3 ,medium_spike,Paddy soils,silty clay loam,20.5 ,11.7 ,72.0 ,6.5 ,174 ,63 ,90 ,2978 ,5474 
875,W-YZB,WYZB0875,2005,WYZB03,10.5 ,15.0 ,7.1 ,2271.3 ,682.5 ,504.9 ,1042.9 ,2426.3 ,medium_spike,Paddy soils,silty clay loam,20.7 ,11.9 ,73.0 ,6.6 ,174 ,63 ,90 ,3333 ,6311 
876,W-YZB,WYZB0876,2005,WYZB03,10.5 ,15.0 ,7.1 ,2271.3 ,682.5 ,504.9 ,1042.9 ,2426.3 ,medium_spike,Paddy soils,silty clay loam,20.9 ,12.0 ,73.0 ,6.7 ,189 ,75 ,113 ,3267 ,5807 
877,W-YZB,WYZB0877,2005,WYZB03,10.5 ,15.0 ,7.1 ,2271.3 ,682.5 ,504.9 ,1042.9 ,2426.3 ,medium_spike,Paddy soils,silty clay loam,14.0 ,24.7 ,67.0 ,7.0 ,189 ,75 ,113 ,3257 ,5256 
878,W-YZB,WYZB0878,2005,WYZB03,10.5 ,15.0 ,7.1 ,2271.3 ,682.5 ,504.9 ,1042.9 ,2426.3 ,medium_spike,Paddy soils,silty clay loam,15.0 ,24.7 ,66.0 ,7.0 ,174 ,63 ,90 ,3507 ,5472 
879,W-YZB,WYZB0879,2005,WYZB03,10.5 ,15.0 ,7.1 ,2271.3 ,682.5 ,504.9 ,1042.9 ,2426.3 ,medium_spike,Paddy soils,silty clay loam,15.0 ,24.6 ,65.0 ,7.0 ,174 ,63 ,90 ,3336 ,5319 
880,W-YZB,WYZB0880,2006,WYZB03,11.8 ,16.6 ,8.1 ,2531.3 ,803.0 ,341.3 ,1055.6 ,2473.6 ,medium_spike,Paddy soils,silty clay loam,28.3 ,9.3 ,46.0 ,6.6 ,228 ,90 ,135 ,3084 ,5936 
881,W-YZB,WYZB0881,2008,WYZB03,11.4 ,16.2 ,7.6 ,2546.6 ,822.9 ,476.1 ,1215.6 ,2735.1 ,small_spike,Paddy soils,sandy loam,13.3 ,43.5 ,117.0 ,6.5 ,270 ,96 ,96 ,2625 ,4530 
882,W-YZB,WYZB0882,2008,WYZB03,11.1 ,16.0 ,7.2 ,2379.6 ,745.9 ,360.1 ,1194.1 ,2659.8 ,small_spike,Paddy soils,clay loam,25.8 ,31.6 ,107.0 ,7.0 ,270 ,96 ,96 ,2820 ,6300 
883,W-YZB,WYZB0883,2008,WYZB03,11.2 ,16.0 ,7.2 ,2316.1 ,742.4 ,423.3 ,1160.9 ,2610.5 ,small_spike,Paddy soils,clay loam,31.9 ,20.6 ,98.0 ,6.7 ,240 ,96 ,96 ,3705 ,4230 
884,W-YZB,WYZB0884,2008,WYZB03,11.2 ,16.0 ,7.2 ,2316.1 ,742.4 ,423.3 ,1160.9 ,2610.5 ,small_spike,Paddy soils,clay loam,35.2 ,18.7 ,96.0 ,6.6 ,240 ,96 ,96 ,4020 ,4515 
885,W-YZB,WYZB0885,2007,WYZB03,10.5 ,15.1 ,6.9 ,2253.3 ,694.1 ,439.4 ,1167.4 ,2636.3 ,medium_spike,Paddy soils,clay loam,25.7 ,23.1 ,100.0 ,7.0 ,240 ,96 ,96 ,2400 ,5775 
886,W-YZB,WYZB0886,2007,WYZB03,10.5 ,15.1 ,6.9 ,2253.3 ,694.1 ,439.4 ,1167.4 ,2636.3 ,medium_spike,Paddy soils,clay loam,24.4 ,26.9 ,103.0 ,7.4 ,240 ,96 ,96 ,2625 ,5955 
887,W-YZB,WYZB0887,2007,WYZB03,10.5 ,15.1 ,6.9 ,2253.3 ,694.1 ,439.4 ,1167.4 ,2636.3 ,medium_spike,Paddy soils,silty loam,20.9 ,34.4 ,110.0 ,7.1 ,270 ,96 ,96 ,2550 ,6000 
888,W-YZB,WYZB0888,2007,WYZB03,10.5 ,15.1 ,6.9 ,2253.3 ,694.1 ,439.4 ,1167.4 ,2636.3 ,medium_spike,Paddy soils,clay loam,29.5 ,8.4 ,87.0 ,7.0 ,270 ,96 ,96 ,2415 ,5745 
889,W-YZB,WYZB0889,2007,WYZB03,10.5 ,15.1 ,6.7 ,2254.2 ,708.5 ,407.6 ,1078.8 ,2540.3 ,small_spike,Paddy soils,loam,23.4 ,19.4 ,87.0 ,7.0 ,224 ,135 ,150 ,2700 ,5715 
890,W-YZB,WYZB0890,2007,WYZB03,10.6 ,15.2 ,6.8 ,2295.8 ,740.1 ,407.6 ,1097.9 ,2589.4 ,small_spike,Paddy soils,loam,22.3 ,18.0 ,68.0 ,7.0 ,183 ,108 ,120 ,2340 ,5020 
891,W-YZB,WYZB0891,2007,WYZB03,10.4 ,15.1 ,6.7 ,2226.8 ,701.1 ,407.6 ,1069.1 ,2520.6 ,small_spike,Paddy soils,loam,20.1 ,17.0 ,68.0 ,7.0 ,138 ,81 ,108 ,1705 ,4875 
892,W-YZB,WYZB0892,2006,WYZB03,11.9 ,16.8 ,8.0 ,2585.7 ,843.7 ,428.5 ,1105.4 ,2561.8 ,medium_spike,Paddy soils,loam,19.4 ,16.3 ,91.0 ,6.9 ,183 ,108 ,120 ,1935 ,4920 
893,W-YZB,WYZB0893,2006,WYZB03,11.8 ,16.7 ,8.0 ,2535.1 ,823.1 ,428.5 ,1092.5 ,2532.9 ,medium_spike,Paddy soils,loam,15.3 ,5.7 ,88.0 ,7.0 ,138 ,81 ,108 ,1500 ,4730 
894,W-YZB,WYZB0894,2008,WYZB03,10.8 ,15.7 ,6.9 ,2295.0 ,697.4 ,399.4 ,1113.1 ,2540.9 ,small_spike,Paddy soils,loam,26.4 ,32.7 ,88.0 ,7.0 ,225 ,113 ,75 ,3235 ,5940 
895,W-YZB,WYZB0895,2008,WYZB03,10.8 ,15.7 ,6.9 ,2295.0 ,697.4 ,399.4 ,1113.1 ,2540.9 ,small_spike,Paddy soils,loam,22.5 ,24.0 ,78.0 ,7.0 ,188 ,90 ,68 ,2670 ,5135 
896,W-YZB,WYZB0896,2008,WYZB03,10.8 ,15.7 ,6.9 ,2277.7 ,690.1 ,399.4 ,1109.4 ,2532.4 ,small_spike,Paddy soils,loam,21.3 ,18.6 ,84.0 ,7.0 ,143 ,68 ,60 ,1860 ,4075 
897,W-YZB,WYZB0897,2008,WYZB03,10.8 ,15.7 ,6.9 ,2277.7 ,690.1 ,399.4 ,1109.4 ,2532.4 ,small_spike,Paddy soils,loam,21.6 ,20.0 ,87.0 ,6.9 ,225 ,113 ,75 ,2780 ,6075 
898,W-YZB,WYZB0898,2008,WYZB03,10.8 ,15.7 ,6.9 ,2277.7 ,690.1 ,399.4 ,1109.4 ,2532.4 ,small_spike,Paddy soils,loam,19.6 ,15.0 ,78.0 ,6.8 ,188 ,90 ,68 ,2355 ,4620 
899,W-YZB,WYZB0899,2008,WYZB03,10.8 ,15.7 ,6.9 ,2277.7 ,690.1 ,399.4 ,1109.4 ,2532.4 ,small_spike,Paddy soils,loam,20.3 ,16.0 ,77.0 ,7.0 ,143 ,68 ,60 ,1775 ,4210 
900,W-YZB,WYZB0900,2007,WYZB03,10.2 ,14.8 ,6.5 ,2146.8 ,651.1 ,407.6 ,1048.6 ,2460.0 ,small_spike,Paddy soils,loam,26.4 ,18.4 ,87.0 ,7.0 ,224 ,135 ,150 ,3355 ,5940 
901,W-YZB,WYZB0901,2007,WYZB03,10.6 ,15.3 ,6.9 ,2310.1 ,744.4 ,407.6 ,1102.2 ,2598.6 ,small_spike,Paddy soils,loam,22.9 ,15.5 ,77.0 ,7.0 ,183 ,108 ,120 ,2845 ,5595 
902,W-YZB,WYZB0902,2007,WYZB03,10.5 ,15.1 ,6.7 ,2235.9 ,710.2 ,407.6 ,1069.2 ,2528.0 ,small_spike,Paddy soils,loam,21.0 ,14.3 ,56.0 ,7.0 ,138 ,81 ,108 ,2675 ,5340 
903,W-YZB,WYZB0903,2006,WYZB03,11.6 ,16.5 ,7.7 ,2440.1 ,768.1 ,398.6 ,1078.2 ,2480.3 ,medium_spike,Paddy soils,loam,24.1 ,16.0 ,61.0 ,7.1 ,224 ,135 ,150 ,3030 ,5520 
904,W-YZB,WYZB0904,2006,WYZB03,11.3 ,16.2 ,7.4 ,2325.2 ,703.2 ,398.6 ,1055.0 ,2416.7 ,medium_spike,Paddy soils,loam,24.8 ,18.2 ,118.0 ,7.1 ,183 ,108 ,120 ,2495 ,4700 
905,W-YZB,WYZB0905,2006,WYZB03,11.7 ,16.7 ,7.9 ,2526.0 ,814.0 ,398.6 ,1097.4 ,2532.8 ,medium_spike,Paddy soils,loam,18.8 ,12.4 ,73.0 ,7.0 ,138 ,81 ,108 ,1720 ,4100 
906,W-YZB,WYZB0906,2009,WYZB03,9.4 ,13.8 ,6.0 ,2011.4 ,532.1 ,637.4 ,952.7 ,2285.8 ,small_spike,Paddy soils,loam,25.5 ,15.5 ,100.0 ,6.9 ,188 ,90 ,68 ,2895 ,5580 
907,W-YZB,WYZB0907,2009,WYZB03,9.3 ,13.6 ,5.9 ,1963.0 ,503.7 ,637.4 ,932.6 ,2238.6 ,small_spike,Paddy soils,loam,20.4 ,11.4 ,80.0 ,7.0 ,188 ,90 ,68 ,2400 ,5055 
908,W-YZB,WYZB0908,2009,WYZB03,9.6 ,13.9 ,6.1 ,2055.3 ,556.0 ,643.6 ,960.3 ,2312.8 ,small_spike,Paddy soils,loam,18.6 ,7.9 ,53.0 ,7.0 ,188 ,90 ,68 ,1905 ,4755 
909,W-YZB,WYZB0909,2006,WYZB03,11.6 ,16.5 ,7.8 ,2433.6 ,766.4 ,430.4 ,1000.8 ,2387.4 ,small_spike,Paddy soils,loam,23.0 ,4.3 ,31.0 ,6.0 ,240 ,120 ,120 ,3000 ,5565 
910,W-YZB,WYZB0910,2006,WYZB03,11.6 ,16.5 ,7.8 ,2433.6 ,766.4 ,430.4 ,1000.8 ,2387.4 ,small_spike,Paddy soils,loam,26.6 ,4.1 ,75.0 ,6.2 ,240 ,120 ,120 ,2775 ,5295 
911,W-YZB,WYZB0911,2007,WYZB03,10.1 ,14.6 ,6.5 ,2134.6 ,608.4 ,427.0 ,1032.2 ,2426.6 ,small_spike,Paddy soils,loam,29.0 ,4.2 ,78.0 ,6.1 ,240 ,120 ,120 ,2625 ,4995 
912,W-YZB,WYZB0912,2007,WYZB03,10.1 ,14.6 ,6.5 ,2134.6 ,608.4 ,427.0 ,1032.2 ,2426.6 ,small_spike,Paddy soils,loam,29.0 ,7.1 ,103.0 ,6.6 ,240 ,120 ,120 ,2295 ,4920 
913,W-YZB,WYZB0913,2008,WYZB03,11.1 ,15.9 ,7.3 ,2387.7 ,728.9 ,494.3 ,1092.3 ,2542.6 ,small_spike,Paddy soils,loam,28.0 ,4.2 ,76.0 ,6.1 ,240 ,120 ,120 ,2715 ,5055 
914,W-YZB,WYZB0914,2009,WYZB03,9.8 ,14.3 ,6.4 ,2101.2 ,580.3 ,713.4 ,931.6 ,2302.9 ,small_spike,Paddy soils,loam,28.3 ,4.1 ,75.0 ,6.1 ,240 ,120 ,120 ,2730 ,5100 
915,W-YZB,WYZB0915,2006,WYZB03,11.6 ,16.5 ,7.8 ,2433.6 ,766.4 ,430.4 ,1000.8 ,2387.4 ,small_spike,Paddy soils,loam,32.4 ,13.3 ,84.0 ,6.3 ,240 ,120 ,120 ,4170 ,7590 
916,W-YZB,WYZB0916,2007,WYZB03,10.1 ,14.6 ,6.5 ,2134.6 ,608.4 ,427.0 ,1032.2 ,2426.6 ,small_spike,Paddy soils,loam,33.4 ,3.5 ,92.0 ,6.8 ,240 ,120 ,120 ,1890 ,4950 
917,W-YZB,WYZB0917,2008,WYZB03,11.1 ,15.9 ,7.3 ,2387.7 ,728.9 ,494.3 ,1092.3 ,2542.6 ,small_spike,Paddy soils,loam,34.1 ,3.4 ,89.0 ,6.8 ,240 ,120 ,120 ,1935 ,4860 
918,W-YZB,WYZB0918,2009,WYZB03,9.8 ,14.3 ,6.4 ,2101.2 ,580.3 ,713.4 ,931.6 ,2302.9 ,small_spike,Paddy soils,loam,34.5 ,3.4 ,89.0 ,6.8 ,240 ,120 ,120 ,1965 ,4920 
919,W-YZB,WYZB0919,2006,WYZB03,11.6 ,16.5 ,7.8 ,2433.6 ,766.4 ,430.4 ,1000.8 ,2387.4 ,small_spike,Paddy soils,loam,28.6 ,8.5 ,70.0 ,5.9 ,240 ,120 ,120 ,1695 ,3990 
920,W-YZB,WYZB0920,2007,WYZB03,10.1 ,14.6 ,6.5 ,2134.6 ,608.4 ,427.0 ,1032.2 ,2426.6 ,small_spike,Paddy soils,loam,25.4 ,9.9 ,53.0 ,6.2 ,240 ,120 ,120 ,3465 ,5775 
921,W-YZB,WYZB0921,2007,WYZB03,10.1 ,14.6 ,6.5 ,2134.6 ,608.4 ,427.0 ,1032.2 ,2426.6 ,small_spike,Paddy soils,loam,14.8 ,13.3 ,38.0 ,6.6 ,240 ,120 ,120 ,2880 ,5220 
922,W-YZB,WYZB0922,2008,WYZB03,11.1 ,15.9 ,7.3 ,2387.7 ,728.9 ,494.3 ,1092.3 ,2542.6 ,small_spike,Paddy soils,loam,26.2 ,9.6 ,54.0 ,6.2 ,240 ,120 ,120 ,3615 ,5760 
923,W-YZB,WYZB0923,2009,WYZB03,9.8 ,14.3 ,6.4 ,2101.2 ,580.3 ,713.4 ,931.6 ,2302.9 ,small_spike,Paddy soils,loam,26.4 ,9.6 ,53.0 ,6.2 ,240 ,120 ,120 ,3705 ,5910 
924,W-YZB,WYZB0924,2006,WYZB03,11.6 ,16.5 ,7.8 ,2433.6 ,766.4 ,430.4 ,1000.8 ,2387.4 ,small_spike,Paddy soils,loam,25.7 ,7.2 ,38.0 ,6.1 ,240 ,120 ,120 ,2580 ,4305 
925,W-YZB,WYZB0925,2006,WYZB03,11.6 ,16.5 ,7.8 ,2433.6 ,766.4 ,430.4 ,1000.8 ,2387.4 ,small_spike,Paddy soils,loam,21.2 ,5.8 ,83.0 ,5.6 ,240 ,120 ,120 ,3480 ,5955 
926,W-YZB,WYZB0926,2007,WYZB03,10.1 ,14.6 ,6.5 ,2134.6 ,608.4 ,427.0 ,1032.2 ,2426.6 ,small_spike,Paddy soils,loam,19.8 ,2.4 ,56.0 ,6.4 ,240 ,120 ,120 ,1710 ,6015 
927,W-YZB,WYZB0927,2007,WYZB03,10.1 ,14.6 ,6.5 ,2134.6 ,608.4 ,427.0 ,1032.2 ,2426.6 ,small_spike,Paddy soils,loam,19.0 ,6.0 ,80.0 ,6.1 ,240 ,120 ,120 ,2820 ,4740 
928,W-YZB,WYZB0928,2006,WYZB03,11.6 ,16.5 ,7.8 ,2433.6 ,766.4 ,430.4 ,1000.8 ,2387.4 ,small_spike,Paddy soils,clay,12.6 ,13.3 ,50.0 ,5.4 ,240 ,120 ,120 ,3540 ,5880 
929,W-YZB,WYZB0929,2006,WYZB03,11.6 ,16.5 ,7.8 ,2433.6 ,766.4 ,430.4 ,1000.8 ,2387.4 ,small_spike,Paddy soils,loam,21.9 ,11.3 ,76.0 ,6.5 ,240 ,120 ,120 ,3015 ,5565 
930,W-YZB,WYZB0930,2006,WYZB03,11.6 ,16.5 ,7.8 ,2433.6 ,766.4 ,430.4 ,1000.8 ,2387.4 ,small_spike,Paddy soils,loam,23.2 ,5.8 ,57.0 ,6.3 ,240 ,120 ,120 ,2595 ,5175 
931,W-YZB,WYZB0931,2007,WYZB03,10.2 ,14.7 ,6.5 ,2161.0 ,624.8 ,427.0 ,1042.0 ,2449.8 ,small_spike,Paddy soils,loam,21.4 ,7.1 ,45.0 ,6.4 ,240 ,120 ,120 ,2640 ,5670 
932,W-YZB,WYZB0932,2008,WYZB03,10.8 ,16.1 ,6.2 ,2394.7 ,746.7 ,560.6 ,1104.8 ,2601.9 ,small_spike,Paddy soils,silt loam,28.4 ,16.7 ,123.0 ,5.8 ,225 ,68 ,113 ,2175 ,6375 
933,W-YZB,WYZB0933,2008,WYZB03,10.8 ,16.1 ,6.2 ,2394.7 ,746.7 ,560.6 ,1104.8 ,2601.9 ,medium_spike,Paddy soils,silt loam,20.1 ,7.3 ,67.0 ,6.7 ,225 ,68 ,113 ,1875 ,4275 
934,W-YZB,WYZB0934,2007,WYZB03,9.6 ,14.5 ,5.4 ,1915.7 ,569.6 ,574.3 ,933.5 ,2260.5 ,small_spike,Paddy soils,silt loam,27.8 ,15.1 ,96.0 ,6.7 ,225 ,68 ,113 ,2580 ,5250 
935,W-YZB,WYZB0935,2007,WYZB03,9.6 ,14.5 ,5.4 ,1915.7 ,569.6 ,574.3 ,933.5 ,2260.5 ,medium_spike,Paddy soils,silt loam,18.6 ,7.2 ,69.0 ,6.2 ,225 ,68 ,113 ,2130 ,4350 
936,W-YZB,WYZB0936,2007,WYZB03,9.6 ,14.5 ,5.4 ,1915.7 ,569.6 ,574.3 ,933.5 ,2260.5 ,medium_spike,Paddy soils,clay loam,32.5 ,20.8 ,162.0 ,6.9 ,225 ,68 ,113 ,3720 ,6075 
937,W-YZB,WYZB0937,2007,WYZB03,9.6 ,14.5 ,5.4 ,1915.7 ,569.6 ,574.3 ,933.5 ,2260.5 ,small_spike,Paddy soils,silt loam,16.4 ,9.5 ,85.0 ,6.3 ,225 ,68 ,113 ,2415 ,5070 
938,W-YZB,WYZB0938,2007,WYZB03,9.6 ,14.5 ,5.4 ,1915.7 ,569.6 ,574.3 ,933.5 ,2260.5 ,small_spike,Paddy soils,loam,25.3 ,15.4 ,120.0 ,6.8 ,225 ,68 ,113 ,2835 ,5625 
939,W-YZB,WYZB0939,2008,WYZB03,10.5 ,15.7 ,5.9 ,2278.9 ,680.9 ,555.3 ,1068.6 ,2506.3 ,medium_spike,Paddy soils,silt loam,16.9 ,6.9 ,74.0 ,6.3 ,225 ,68 ,113 ,1710 ,3900 
940,W-YZB,WYZB0940,2006,WYZB03,11.2 ,16.3 ,6.8 ,2327.3 ,727.8 ,572.6 ,1067.9 ,2480.9 ,medium_spike,Paddy soils,loamy clay,27.5 ,15.8 ,145.0 ,5.8 ,225 ,68 ,113 ,3270 ,6150 
941,W-YZB,WYZB0941,2006,WYZB03,11.5 ,16.6 ,7.1 ,2480.1 ,800.6 ,609.2 ,1107.9 ,2578.8 ,medium_spike,Paddy soils,loamy clay,24.3 ,10.6 ,85.0 ,6.5 ,225 ,68 ,113 ,3315 ,5625 
942,W-YZB,WYZB0942,2006,WYZB03,11.2 ,16.2 ,6.8 ,2301.9 ,712.4 ,572.6 ,1058.1 ,2457.6 ,medium_spike,Paddy soils,loamy clay,18.7 ,12.5 ,68.0 ,5.9 ,225 ,68 ,113 ,1950 ,3900 
943,W-YZB,WYZB0943,2007,WYZB03,9.6 ,14.5 ,5.4 ,1915.7 ,569.6 ,574.3 ,933.5 ,2260.5 ,medium_spike,Paddy soils,loam,22.5 ,14.1 ,93.0 ,6.4 ,225 ,68 ,113 ,3525 ,5745 
944,W-YZB,WYZB0944,2006,WYZB03,12.0 ,16.7 ,8.3 ,2409.8 ,774.4 ,398.2 ,970.1 ,2325.8 ,small_spike,Paddy soils,silty loam,24.6 ,7.1 ,158.0 ,7.6 ,210 ,105 ,63 ,1800 ,6975 
945,W-YZB,WYZB0945,2007,WYZB03,11.0 ,15.5 ,7.3 ,2307.7 ,718.2 ,423.3 ,1068.6 ,2495.4 ,small_spike,Paddy soils,sandy loam,22.3 ,9.8 ,89.0 ,7.3 ,225 ,75 ,113 ,2145 ,5520 
946,W-YZB,WYZB0946,2008,WYZB03,11.6 ,16.4 ,7.7 ,2582.9 ,818.8 ,408.0 ,1158.1 ,2642.2 ,small_spike,Paddy soils,silty loam,21.8 ,10.6 ,169.0 ,7.4 ,210 ,105 ,63 ,2205 ,5910 
947,W-YZB,WYZB0947,2006,WYZB03,12.5 ,17.3 ,8.7 ,2777.1 ,921.7 ,404.7 ,1108.3 ,2580.7 ,small_spike,Paddy soils,clay loam,26.1 ,8.8 ,108.0 ,6.0 ,210 ,105 ,63 ,2085 ,5145 
948,W-YZB,WYZB0948,2007,WYZB03,11.3 ,15.8 ,7.6 ,2505.7 ,796.2 ,452.2 ,1124.0 ,2631.7 ,small_spike,Paddy soils,clay loam,23.8 ,9.4 ,108.0 ,6.9 ,225 ,75 ,113 ,2130 ,5835 
949,W-YZB,WYZB0949,2008,WYZB03,11.8 ,16.5 ,7.8 ,2623.5 ,849.4 ,433.2 ,1176.2 ,2685.0 ,medium_spike,Paddy soils,clay loam,23.8 ,9.4 ,108.0 ,6.9 ,210 ,105 ,63 ,2235 ,5940 
