Sort,Crop,NO,Year,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
357,SR-YZB,SRYZB0357,2006,medium_maturity,21.9,26.7,18.9,2688,1458,854.2,569.1,1782.4,Paddy soils,clay loam,25.6,16.6,195,7.5,150,105,150,10130
358,SR-YZB,SRYZB0358,2007,medium_maturity,21.9,26.3,19.3,2364.6,1284.6,1042,361.5,1349.2,Paddy soils,loam,54,20.7,195,7.9,150,105,150,10874
359,SR-YZB,SRYZB0359,2007,medium_maturity,22.5,27,19.5,3077.6,1707.6,664.2,559.5,1849.6,Paddy soils,clay,59.3,12.5,128,7.2,150,105,150,8189
360,SR-YZB,SRYZB0360,2006,medium_maturity,23.3,28.7,19.2,3118.2,1778.2,372.5,810.3,2245.8,Paddy soils,clay,47.5,9,166,7.6,180,120,180,10725
361,SR-YZB,SRYZB0361,2007,medium_maturity,22.4,27,19.4,3028.9,1678.9,664.1,560.6,1844.3,Paddy soils,clay,63.2,10.5,120,6.9,120,90,120,10064
362,SR-YZB,SRYZB0362,2007,medium_maturity,23.8,28.4,20.8,2932.3,1702.3,771.5,412.4,1520.3,Paddy soils,clay loam,35.3,9.5,91,7.2,180,120,180,6533
363,SR-YZB,SRYZB0363,2007,medium_maturity,23.9,28.4,20.9,2893.4,1683.4,771.5,392.1,1478.1,Paddy soils,clay loam,24.8,3.6,141,5.3,80,45,84,7587
364,SR-YZB,SRYZB0364,2007,medium_maturity,23.7,28.3,20.6,3062.3,1772.3,771.5,425.3,1573.8,Paddy soils,sandy loam,38.8,9.6,56,7.4,150,105,150,6894
365,SR-YZB,SRYZB0365,2006,medium_maturity,25.6,31.1,21.4,2918.4,1778.4,254.9,684,1924,Paddy soils,silty clay loam,21.5,7.2,193,5.1,150,105,150,8498
366,SR-YZB,SRYZB0366,2006,medium_maturity,25.7,31.2,21.5,2981.3,1821.3,254.9,696.7,1956.8,Paddy soils,silty clay loam,22.3,27.2,220,7.6,180,120,180,11588
367,SR-YZB,SRYZB0367,2007,medium_maturity,24,28.5,20.9,2976.8,1736.8,758.8,405.2,1537.3,Paddy soils,silty clay loam,23.9,2.2,95,6.6,150,105,150,8153
368,SR-YZB,SRYZB0368,2007,medium_maturity,24.3,28.7,21.3,2716.3,1596.3,744.2,356.1,1370.5,Paddy soils,loam,44.1,27,222,6.5,180,120,180,7328
369,SR-YZB,SRYZB0369,2007,medium_maturity,23.9,28.4,20.9,3015.5,1755.5,770.9,405.2,1545.1,Paddy soils,loam,26.8,80.4,238,6.3,120,90,120,6780
370,SR-YZB,SRYZB0370,2008,medium_maturity,23.6,28.7,20.2,2998.4,1728.4,497.2,609.3,1856.4,Paddy soils,clay,33.9,28.8,140,7.6,150,105,150,7493
371,SR-YZB,SRYZB0371,2008,medium_maturity,23.3,28.4,20,3195.1,1825.1,560.7,643.7,1964.6,Paddy soils,loam,40.4,29.7,174,6.6,225,150,240,7625
372,SR-YZB,SRYZB0372,2009,medium_maturity,24.3,29.3,20.8,2988.8,1758.8,400.6,651.6,1894.9,Paddy soils,clay,39.4,31.5,142,5.9,150,105,150,8242
373,SR-YZB,SRYZB0373,2009,medium_maturity,24.4,29.4,21,2860.5,1690.5,400,617.7,1809.5,Paddy soils,clay loam,39.6,37.6,163,7.7,150,105,150,7868
374,SR-YZB,SRYZB0374,2008,medium_maturity,23.6,28.6,20.3,2806.8,1616.8,461.6,567.8,1722.8,Paddy soils,clay loam,38.7,28.8,151,6.3,150,105,150,8792
375,SR-YZB,SRYZB0375,2007,medium_maturity,24,28.7,21.1,2980.5,1740.5,778.8,352.8,1444.2,Paddy soils,clay,35.1,18.1,115,5.7,120,90,120,6522
376,SR-YZB,SRYZB0376,2008,medium_maturity,24.7,30.1,21.3,2811.5,1671.5,571.6,460.1,1527.2,Paddy soils,sandy loam,25.5,5.6,115,7,150,105,150,8825
377,SR-YZB,SRYZB0377,2007,medium_maturity,23.9,29.1,20.7,3228.9,1878.9,685.8,469.2,1687.1,Paddy soils,sandy loam,39.9,9.8,42,7.5,150,105,150,8250
378,SR-YZB,SRYZB0378,2008,medium_maturity,24,29.6,20.4,3071.4,1791.4,717.1,504.8,1687.5,Paddy soils,clay loam,40.4,25.3,61,6.3,180,120,180,9225
379,SR-YZB,SRYZB0379,2006,medium_maturity,26.4,32,22.6,2773.9,1723.9,401.8,542.9,1638.4,Paddy soils,clay,36.6,10.7,224,7.2,150,105,150,9026
380,SR-YZB,SRYZB0380,2009,medium_maturity,26.3,31.5,22.7,2838.6,1758.6,380.4,461.7,1524,Paddy soils,clay,42.5,11.8,91,5.6,180,120,180,9959
381,SR-YZB,SRYZB0381,2007,medium_maturity,25.5,30.2,22.4,3211,1951,654.4,463.8,1640.1,Paddy soils,sandy loam,32.3,20.7,82,6.6,150,105,150,6471
382,SR-YZB,SRYZB0382,2009,medium_maturity,26.3,31.7,22.6,3236.6,2006.6,413.3,565.3,1787,Paddy soils,sandy loam,32.5,13.2,144,5.5,180,120,180,10112
383,SR-YZB,SRYZB0383,2009,medium_maturity,25.2,30.4,21.6,3296.2,1986.2,496.6,601.3,1895.7,Paddy soils,clay,23.5,13.4,165,6.3,150,120,150,8927
384,SR-YZB,SRYZB0384,2008,medium_maturity,24.7,30,21.3,3014.6,1794.6,588.2,446.3,1588.5,Paddy soils,loam,34.8,26.4,164,5.7,150,120,150,10562
385,SR-YZB,SRYZB0385,2008,medium_maturity,24.7,30,21.3,3436.9,2046.9,626.7,511.4,1787.5,Paddy soils,loam,41.4,11.9,110,6.3,150,120,150,8696
386,SR-YZB,SRYZB0386,2009,medium_maturity,27.3,31.8,24.1,2952.2,1872.2,383.4,599.6,1706.3,Paddy soils,sandy loam,15.4,3.2,96,8.3,180,53,60,8435
387,SR-YZB,SRYZB0387,2009,medium_maturity,27.3,31.8,24.1,2952.2,1872.2,383.4,599.6,1706.3,Paddy soils,sandy loam,13.5,4.9,56,8.3,180,53,60,8963
388,SR-YZB,SRYZB0388,2009,medium_maturity,27.4,31.8,24.1,2981.4,1891.4,383.4,610.3,1731.1,Paddy soils,sandy loam,19.6,11.4,73,8.3,180,53,60,9120
389,SR-YZB,SRYZB0389,2009,medium_maturity,27.4,31.8,24.1,2981.4,1891.4,383.4,610.3,1731.1,Paddy soils,sandy loam,20.9,14.6,94,8.2,180,53,60,8631
390,SR-YZB,SRYZB0390,2009,medium_maturity,27.3,31.8,24.1,2952.2,1872.2,383.4,599.6,1706.3,Paddy soils,sandy loam,22.1,8.6,102,7.9,180,53,60,8693
391,SR-YZB,SRYZB0391,2009,medium_maturity,27.3,31.8,24.1,2952.2,1872.2,383.4,599.6,1706.3,Paddy soils,sandy loam,16.1,10.4,89,8.2,180,53,60,8897
392,SR-YZB,SRYZB0392,2009,medium_maturity,27.3,31.8,24,2948.3,1868.3,383.4,609.5,1719.1,Paddy soils,sandy loam,18.1,9.6,102,8.2,180,53,60,8831
393,SR-YZB,SRYZB0393,2009,medium_maturity,27.3,31.8,24.1,2952.2,1872.2,383.4,599.6,1706.3,Paddy soils,clay loam,28.6,8.3,114,8.2,180,53,60,9131
394,SR-YZB,SRYZB0394,2009,medium_maturity,27.3,31.8,24.1,2952.2,1872.2,383.4,599.6,1706.3,Paddy soils,clay loam,21.3,6,78,8.2,180,53,60,8447
395,SR-YZB,SRYZB0395,2007,medium_maturity,27,31.4,23.9,3107.5,1957.5,976.3,672.4,1862.9,Paddy soils,clay loam,30,5.7,94,7.5,158,45,68,7770
396,SR-YZB,SRYZB0396,2008,medium_maturity,26.7,30.8,23.6,2641.4,1651.4,759.4,459.2,1429.2,Paddy soils,loam,34.6,4.2,155,7.5,173,81,50,9615
397,SR-YZB,SRYZB0397,2007,medium_maturity,27.3,31.6,24.3,2680,1700,822,572.7,1597.7,Paddy soils,loam,33.2,7.9,83,7.2,158,45,68,8589
398,SR-YZB,SRYZB0398,2008,medium_maturity,26.5,30.8,23.4,2996.7,1866.7,759.4,550.6,1663.7,Paddy soils,loam,32.9,6.9,281,6.4,165,90,53,7458
399,SR-YZB,SRYZB0399,2006,early_maturity,27.7,32.4,24.3,2741.5,1751.5,217.1,650.4,1729.2,Yellow-brown earths,silty clay loam,20.7,13.9,140,5.4,180,120,90,7875
400,SR-YZB,SRYZB0400,2008,early_maturity,26.9,31.3,23.6,2636,1656,968.7,443.9,1415.7,Fluvo-aquic soils,sandy loam,19.5,5.8,70,6.8,165,45,68,9300
401,SR-YZB,SRYZB0401,2008,medium_maturity,26.9,31.4,23.6,2637.5,1657.5,635.6,446,1420.9,Paddy soils,loam,19.1,4.2,65,5.7,165,45,68,9510
402,SR-YZB,SRYZB0402,2008,early_maturity,26.9,31.3,23.6,2581.5,1621.5,911,447.4,1405,Paddy soils,clay loam,22.4,8.1,59,5.8,165,45,68,7680
403,SR-YZB,SRYZB0403,2008,medium_maturity,26.9,31.2,23.6,2606,1636,955.1,447.4,1412.3,Paddy soils,silty clay loam,20.6,5.3,56,6.1,143,45,68,9305
404,SR-YZB,SRYZB0404,2008,early_maturity,27,31.4,23.7,2483.7,1563.7,630.5,433.8,1361.1,Paddy soils,loam,23.1,5.6,85,5.9,120,45,45,7353
405,SR-YZB,SRYZB0405,2009,medium_maturity,26.3,31.3,22.7,2973.4,1843.4,305.5,715.8,1945,Paddy soils,loam,23.9,41.2,30,5.8,195,75,105,9989
406,SR-YZB,SRYZB0406,2007,early_maturity,26.6,30.9,23.4,2660,1660,723,552.6,1587.3,Paddy soils,silty clay loam,18.8,5,58,5.5,195,75,120,8504
407,SR-YZB,SRYZB0407,2008,medium_maturity,26.3,30.5,23.4,3000.3,1860.3,541.1,520.7,1613.7,Paddy soils,clay loam,25.7,2,49,6.9,180,54,90,8630
408,SR-YZB,SRYZB0408,2009,early_maturity,27.2,31.6,23.9,3096.3,1956.3,409.1,629.9,1809.6,Fluvo-aquic soils,silty clay loam,18.5,7.7,63,7.9,143,60,81,7497
409,SR-YZB,SRYZB0409,2007,medium_maturity,26.7,30.9,23.8,2754,1724,765.8,380.2,1323.4,Paddy soils,clay,10.3,29.7,29,5.7,150,45,90,7671
410,SR-YZB,SRYZB0410,2008,medium_maturity,27.1,31,24.2,2652.4,1672.4,666.2,563.2,1591.4,Fluvo-aquic soils,sandy loam,22.3,10.1,95,7.9,180,75,68,8105
411,SR-YZB,SRYZB0411,2007,medium_maturity,27.1,31.1,24.3,2872,1812,466.7,598.4,1689.7,Fluvo-aquic soils,loam,19.5,20.4,132,6.4,180,60,90,8505
412,SR-YZB,SRYZB0412,2008,medium_maturity,27.3,31.3,24.3,2591.3,1641.3,599.7,596.1,1606.7,Paddy soils,silty clay loam,38,15.5,79,6.9,165,68,108,6870
413,SR-YZB,SRYZB0413,2007,early_maturity,27.4,31.4,24.5,2599,1649,459.3,544.2,1528.9,Paddy soils,sandy loam,12.7,13.7,38,8.5,165,68,72,10128
414,SR-YZB,SRYZB0414,2008,early_maturity,27.3,31.3,24.3,2591.3,1641.3,599.7,596.1,1606.7,Fluvo-aquic soils,sandy loam,17.8,8.3,46,6.2,165,68,72,10481
415,SR-YZB,SRYZB0415,2007,early_maturity,27.2,31.2,24.4,2723.5,1723.5,464.3,557.8,1590.8,Paddy soils,loamy sand,28.8,7.2,36,8.2,180,45,68,10755
416,SR-YZB,SRYZB0416,2009,medium_maturity,28.9,33.1,25.8,3003.5,1963.5,452.7,625.8,1721.8,Red earths,clay loam,22.6,9.3,82,7.3,165,75,120,7500
417,SR-YZB,SRYZB0417,2009,medium_maturity,28.1,32.3,25,3288.1,2118.1,447.3,690.9,1867.2,Red earths,clay,29,7.1,93,6.4,180,45,113,6489
418,SR-YZB,SRYZB0418,2006,medium_maturity,28.8,33.3,25.5,2969.3,1939.3,360.7,624.7,1723.3,Red earths,loam,29.9,11.2,28,5.8,165,75,120,7500
419,SR-YZB,SRYZB0419,2009,medium_maturity,28.4,32.8,25.2,3153.5,2043.5,490.1,655.1,1837.2,Red earths,silty clay loam,48,18.4,76,4.3,195,75,120,7755
420,SR-YZB,SRYZB0420,2006,late_maturity,28.9,33.6,25.3,3090.5,2020.5,384.5,688.6,1876.9,Paddy soils,clay loam,13.3,7.9,42,4.8,165,75,120,8480
421,SR-YZB,SRYZB0421,2007,medium_maturity,28.1,32.3,25.1,2973.9,1913.9,483.4,480.5,1519.7,Paddy soils,loam,25.1,7,139,5.4,195,75,120,8445
422,SR-YZB,SRYZB0422,2009,medium_maturity,28.2,32.5,25,3521.2,2271.2,513.4,732.5,2020.9,Paddy soils,clay,6.9,24.8,72,5.1,150,60,63,8358
423,SR-YZB,SRYZB0423,2009,medium_maturity,28.3,32.6,25.1,3255.7,2105.7,490.2,676.3,1893.4,Paddy soils,loam,14.7,9.7,131,7.1,165,75,120,6495
424,SR-YZB,SRYZB0424,2006,medium_maturity,28.8,33.3,25.5,2969.3,1939.3,360.7,624.7,1723.3,Paddy soils,sandy loam,24.5,7.6,77,5.9,180,45,113,6489
425,SR-YZB,SRYZB0425,2006,medium_maturity,28.8,33.3,25.5,2969.3,1939.3,360.7,624.7,1723.3,Paddy soils,sandy loam,27.6,14,82,7.1,195,75,120,7905
426,SR-YZB,SRYZB0426,2008,medium_maturity,27.7,32.1,24.8,3461.7,2211.7,574.6,621.2,1841.3,Red earths,sandy loam,27.4,10,53,4.8,150,60,63,8358
427,SR-YZB,SRYZB0427,2008,medium_maturity,27.6,32.1,24.8,3068.1,1958.1,450.6,565.5,1622,Fluvo-aquic soils,clay,24.8,8.3,125,5.9,180,45,75,6474
428,SR-YZB,SRYZB0428,2009,medium_maturity,27.4,31.6,24.3,2931.8,1861.8,318.8,622.9,1657.1,Paddy soils,clay loam,24.1,10.2,72,7.4,173,68,63,8055
429,SR-YZB,SRYZB0429,2009,medium_maturity,28,32.5,24.8,3000.8,1930.8,518.2,602.5,1739.2,Paddy soils,loamy sand,29.6,6.2,165,5.8,165,75,120,8480
430,SR-YZB,SRYZB0430,2009,medium_maturity,29.3,33.6,26.1,2754.7,1814.7,387.2,600.2,1620.6,Paddy soils,silty clay loam,17.1,20,101,5.4,195,75,120,8505
431,SR-YZB,SRYZB0431,2008,medium_maturity,27.8,32.1,24.9,3333.2,2133.2,571.9,587.1,1748.9,Paddy soils,silty clay loam,20,8.2,190,6.3,173,68,63,7530
432,SR-YZB,SRYZB0432,2009,medium_maturity,28.3,32.6,25.1,3362.5,2172.5,453,718.5,1937.6,Paddy soils,silty clay loam,17.5,6.2,70,5.5,165,75,60,7472
433,SR-YZB,SRYZB0433,2009,medium_maturity,28.3,32.6,25.1,3362.5,2172.5,453,718.5,1937.6,Paddy soils,loam,15.9,5.4,108,6.2,165,75,60,7472
434,SR-YZB,SRYZB0434,2009,medium_maturity,28.1,32.3,25,3288.1,2118.1,447.3,690.9,1867.2,Paddy soils,clay loam,20.7,14.2,88,3.9,150,60,90,7425
435,SR-YZB,SRYZB0435,2007,medium_maturity,27.9,32.5,24.7,2767,1777,478,623.8,1662.4,Paddy soils,silty clay loam,9,18.4,84,5.9,158,60,90,8234
436,SR-YZB,SRYZB0436,2007,medium_maturity,27.6,31.8,24.2,2645.6,1685.6,548.5,567.3,1617.5,Fluvo-aquic soils,silty clay loam,9,14.5,92,6.5,158,60,68,8727
437,SR-YZB,SRYZB0437,2007,medium_maturity,27.2,31.8,23.8,3153,1993,473.3,753.5,1926.4,Paddy soils,loam,24,16.2,37,6.3,180,60,120,7805
438,SR-YZB,SRYZB0438,2007,medium_maturity,28,32.6,24.7,2769.4,1779.4,470.2,641.8,1682.2,Paddy soils,loam,30,4.5,35,6,180,75,90,8781
439,SR-YZB,SRYZB0439,2009,medium_maturity,28.1,32.8,24.7,3094.3,1994.3,428.7,816.2,2019.2,Paddy soils,clay loam,16,3.3,28,6.9,158,60,90,5777
440,SR-YZB,SRYZB0440,2007,medium_maturity,27.9,32.1,24.5,2953.4,1893.4,576.1,655,1821.8,Paddy soils,loam,26,5.1,81,5.6,180,75,90,7361
441,SR-YZB,SRYZB0441,2007,medium_maturity,27.8,32.5,24.4,2922.3,1872.3,465.5,695.7,1785.1,Paddy soils,sandy loam,16,5.8,89,6.4,180,60,120,7554
442,SR-YZB,SRYZB0442,2007,medium_maturity,27.3,31.7,24,2973.1,1883.1,554.6,779.8,1979.8,Paddy soils,loamy sand,26.4,38.7,117,5.1,195,75,120,7751
443,SR-YZB,SRYZB0443,2006,medium_maturity,28.2,32.8,24.4,3014.3,1944.3,346.4,876.1,2116.9,Paddy soils,loamy sand,17.7,15.5,28,5.4,180,75,150,8531
444,SR-YZB,SRYZB0444,2006,medium_maturity,28.2,32.9,24.5,2963.6,1913.6,346.4,857.9,2079.6,Paddy soils,loamy sand,24.6,10,121,5.9,180,75,150,8873
445,SR-YZB,SRYZB0445,2008,medium_maturity,27.5,31.7,24,3110.9,1980.9,499,787.5,2007.7,Paddy soils,sandy clay loam,37.4,24.8,127,6.8,195,75,120,8826
446,SR-YZB,SRYZB0446,2008,medium_maturity,27.8,32,24.2,3027.2,1937.2,417.6,787.5,1981.9,Paddy soils,loamy sand,32.5,36.1,112,6.2,195,75,120,8273
447,SR-YZB,SRYZB0447,2007,medium_maturity,27.2,31.6,24,2886.3,1826.3,554.8,747,1917.2,Paddy soils,sandy clay loam,18.1,8.8,100,7.3,195,75,120,9075
448,SR-YZB,SRYZB0448,2009,medium_maturity,28.5,32.8,25.1,3074.6,1994.6,422.4,873.1,2129.1,Paddy soils,loamy sand,27.4,19.4,100,7.7,195,75,120,8135
449,SR-YZB,SRYZB0449,2006,medium_maturity,28.3,32.9,24.6,2889.3,1869.3,328.2,835.7,2028.3,Paddy soils,loamy sand,25.1,14.3,155,7.1,180,75,150,8424
450,SR-YZB,SRYZB0450,2006,medium_maturity,27.3,31.9,24,2979,1889,520,787.2,1961.7,Paddy soils,sandy clay loam,20.4,10.2,96,7.5,195,75,120,8300
451,SR-YZB,SRYZB0451,2009,medium_maturity,28.5,32.8,25.1,3075.2,1995.2,423.5,868.1,2124,Paddy soils,loamy sand,30.6,9.7,153,7.6,195,75,120,8004
452,SR-YZB,SRYZB0452,2009,medium_maturity,28.4,32.8,25.1,3098.2,2008.2,422.4,873.1,2134.6,Paddy soils,loamy sand,10.7,11.2,127,6.4,195,75,120,6446
453,SR-YZB,SRYZB0453,2008,medium_maturity,27.6,31.8,24.1,3117.9,1987.9,508.2,787.5,2009.6,Paddy soils,clay loam,28.2,21.3,117,7.1,195,75,120,7838
454,SR-YZB,SRYZB0454,2008,medium_maturity,26.7,31.5,23.2,2832.7,1772.7,406.3,533.3,1600.5,Paddy soils,silty clay loam,29.5,16.6,65,7.3,195,45,60,7437
455,SR-YZB,SRYZB0455,2008,medium_maturity,26.8,31.5,23.3,2704.9,1694.9,403.7,496,1516.6,Paddy soils,silty clay loam,34.3,17.5,103,6,195,45,180,7685
456,SR-YZB,SRYZB0456,2008,medium_maturity,26.7,31.6,23.1,3149.3,1969.3,486,597.1,1779.4,Paddy soils,silty clay loam,48.8,19.5,92,6.3,195,45,180,7388
457,SR-YZB,SRYZB0457,2008,medium_maturity,26.4,31.2,22.9,3275.7,2035.7,412.8,600.1,1808.3,Paddy soils,silty clay loam,30,17.8,279,4.8,195,45,180,8124
458,SR-YZB,SRYZB0458,2008,medium_maturity,26.7,31.6,23.2,3204.7,2004.7,409.5,600.1,1786.1,Paddy soils,silty clay loam,34.3,22.7,113,4.8,165,45,180,7832
459,SR-YZB,SRYZB0459,2008,medium_maturity,26.7,31.6,23.2,3181.6,1991.6,437,597.1,1779.5,Paddy soils,silty clay loam,27.7,17,138,4.8,165,45,120,6978
460,SR-YZB,SRYZB0460,2008,medium_maturity,26.7,31.6,23.2,3100.9,1940.9,406.4,587.8,1745.3,Paddy soils,silty clay loam,34.5,17.2,42,5.3,165,45,90,7685
461,SR-YZB,SRYZB0461,2007,late_maturity,27.5,32.3,23.9,3077.6,1957.6,644.2,732.9,1955,Paddy soils,silty clay loam,21.3,11.3,92,5.7,195,75,120,8001
462,SR-YZB,SRYZB0462,2008,medium_maturity,25,30,21.5,2995.9,1795.9,660.2,639.6,1831.8,Paddy soils,clay loam,17.3,8.5,252,6.7,173,75,45,10224
463,SR-YZB,SRYZB0463,2007,medium_maturity,25.8,30.7,22.5,2867.1,1757.1,779.4,621.2,1746,Paddy soils,loam,17.1,6.8,77,6.6,173,60,90,9825
464,SR-YZB,SRYZB0464,2007,medium_maturity,25.9,30.7,22.7,2822.9,1732.9,840.8,587.9,1696.7,Paddy soils,loam,23.4,11.9,129,6.3,173,75,45,10515
465,SR-YZB,SRYZB0465,2007,late_maturity,25.9,30.7,22.7,3009.6,1849.6,875.7,625.4,1811.6,Paddy soils,sandy loam,18,3.7,91,5.3,173,75,68,10050
466,SR-YZB,SRYZB0466,2007,medium_maturity,25.9,30.7,22.7,2879.4,1769.4,842.6,599.5,1730.2,Paddy soils,silty clay loam,10,2.3,102,6.8,173,60,90,8793
467,SR-YZB,SRYZB0467,2007,late_maturity,26.4,31.2,23.2,2642.9,1642.9,823.9,549.8,1598.9,Paddy soils,silty clay loam,17.1,7.3,165,7.5,173,45,68,10025
468,SR-YZB,SRYZB0468,2007,late_maturity,25.9,30.7,22.8,2826.3,1736.3,842.6,580.8,1688,Paddy soils,clay,12.1,3.2,173,6.9,173,75,68,8154
469,SR-YZB,SRYZB0469,2009,medium_maturity,25.8,30.2,22.6,2782.2,1702.2,360.9,554.3,1617.5,Paddy soils,loam,13,5.8,86,6.3,180,60,68,7901
470,SR-YZB,SRYZB0470,2008,medium_maturity,25.4,29.6,22.2,2310,1400,310.7,341.5,1215.6,Paddy soils,loam,16.5,39.2,133,6.3,180,75,75,7523
471,SR-YZB,SRYZB0471,2008,medium_maturity,25.4,29.4,22.5,2645.9,1605.9,594.6,408.3,1386.3,Paddy soils,loam,39.5,36.1,60,6.5,180,60,90,8333
472,SR-YZB,SRYZB0472,2008,medium_maturity,25.5,29.3,22.6,2624.8,1594.8,550.2,405.2,1346.8,Paddy soils,loam,38,26.1,93,7.8,180,60,90,8039
473,SR-YZB,SRYZB0473,2008,medium_maturity,25.5,29.4,22.6,2598,1578,594.6,406,1367.8,Paddy soils,loam,36.2,18.5,87,6.4,180,75,75,6980
474,SR-YZB,SRYZB0474,2006,medium_maturity,27.1,33,22.9,2898.7,1828.7,422.7,775.2,1972.6,Paddy soils,sandy loam,23.6,26.6,98,4.8,165,72,75,9120
475,SR-YZB,SRYZB0475,2006,medium_maturity,27.1,33,22.9,2898.7,1828.7,422.7,775.2,1972.6,Paddy soils,clay loam,22.4,75.4,167,5.2,165,36,75,9120
476,SR-YZB,SRYZB0476,2010,early_maturity,27,32.2,23.1,2696.1,1696.1,289.6,719.8,1807.6,Paddy soils,clay loam,23.1,15.8,124,5.1,135,72,68,7140
477,SR-YZB,SRYZB0477,2007,medium_maturity,28,33.1,24.2,2943.4,1893.4,548.2,752,1950.3,Paddy soils,loam,20.1,15.9,98,6,165,75,75,7803
478,SR-YZB,SRYZB0478,2008,medium_maturity,27.7,32.6,23.7,2798.5,1788.5,347.8,756.9,1879.3,Paddy soils,sandy loam,23.8,18.9,175,5.8,195,90,225,10847
479,SR-YZB,SRYZB0479,2008,late_maturity,28.4,33.2,24.3,2836,1836,350.5,761.7,1919.1,Paddy soils,loam,35.1,23.5,216,5.9,195,90,225,11220
480,SR-YZB,SRYZB0480,2008,medium_maturity,28.4,33.2,24.3,2896.9,1876.9,350.9,775.6,1951.9,Paddy soils,silty clay loam,14.7,10.2,106,6,195,90,225,10566
481,SR-YZB,SRYZB0481,2008,late_maturity,26.8,33,22.7,2656.8,1666.8,604.6,666,1764.7,Paddy soils,sandy loam,48.1,17.6,79,4.4,225,120,195,10203
482,SR-YZB,SRYZB0482,2008,late_maturity,26.8,33,22.7,2656.8,1666.8,604.6,666,1764.7,Paddy soils,sandy loam,12.7,13.6,39,4.5,225,120,195,10173
483,SR-YZB,SRYZB0483,2008,late_maturity,26.8,33,22.7,2656.8,1666.8,604.6,666,1764.7,Paddy soils,sandy loam,46.1,20.4,29,4.6,225,120,195,10089
484,SR-YZB,SRYZB0484,2010,medium_maturity,25.8,31.7,21.8,3355,2055,742.5,741.9,2062.3,Paddy soils,sandy loam,29,12.3,66,4.7,165,60,120,7662
485,SR-YZB,SRYZB0485,2010,early_maturity,25.8,31.7,21.8,3355,2055,742.5,741.9,2062.3,Paddy soils,sandy loam,39.6,12.2,25,4.6,165,60,120,7013
486,SR-YZB,SRYZB0486,2010,early_maturity,26.6,32.8,22.2,2870.4,1790.4,451.2,719.5,1884.9,Paddy soils,sandy loam,38.7,10.9,28,4.5,165,60,120,7311
487,SR-YZB,SRYZB0487,2010,early_maturity,26.6,32.8,22.2,2844.9,1774.9,442.9,716.4,1872.5,Paddy soils,sandy loam,37.7,11.6,28,4.7,135,36,75,7440
488,SR-YZB,SRYZB0488,2010,late_maturity,27.7,34.2,23.2,2302.9,1472.9,331.1,609,1567.6,Paddy soils,sandy loam,33.3,8.8,35,4.5,180,72,113,8835
489,SR-YZB,SRYZB0489,2010,medium_maturity,27.1,33.1,22.8,2708.8,1708.8,612.7,627.6,1722.6,Paddy soils,sandy loam,44.1,6.6,35,4.5,165,36,75,7875
490,SR-YZB,SRYZB0490,2010,medium_maturity,27.1,33.1,22.8,2708.8,1708.8,612.7,627.6,1722.6,Paddy soils,sandy loam,35,15.6,51,4.7,165,54,90,7425
491,SR-YZB,SRYZB0491,2010,early_maturity,27.1,33.1,22.8,2708.8,1708.8,612.7,627.6,1722.6,Paddy soils,sandy loam,29.4,11.3,41,4.7,165,54,75,7275
492,SR-YZB,SRYZB0492,2010,early_maturity,25.8,31.7,21.8,3355,2055,742.5,741.9,2062.3,Paddy soils,sandy loam,48.2,20.3,55,4.8,135,72,68,7005
493,SR-YZB,SRYZB0493,2008,late_maturity,26.8,33,22.7,2656.8,1666.8,604.6,666,1764.7,Paddy soils,sandy loam,28.3,19.7,138,4.5,225,120,195,9858
494,SR-YZB,SRYZB0494,2008,late_maturity,26.8,33,22.7,2656.8,1666.8,604.6,666,1764.7,Paddy soils,sandy loam,22.6,15.6,85,4.7,225,120,195,9884
495,SR-YZB,SRYZB0495,2008,early_maturity,27,33.3,22.8,2648.3,1668.3,597.1,668.5,1752.7,Paddy soils,sandy loam,26.4,25.6,163,4.6,210,105,150,8187
496,SR-YZB,SRYZB0496,2008,early_maturity,27,33.2,22.8,2588.9,1628.9,601.4,641.3,1689.5,Paddy soils,sandy loam,30.1,21.8,157,4.8,210,105,150,8315
497,SR-YZB,SRYZB0497,2009,medium_maturity,27.3,33.7,23.1,2563.9,1623.9,306,611.9,1637.1,Paddy soils,silty clay loam,29.2,10.9,154,4.9,210,105,150,7955
498,SR-YZB,SRYZB0498,2009,medium_maturity,27.2,33.6,23.1,2608.3,1648.3,306.1,617.7,1657.9,Paddy soils,silty clay loam,29.3,9.8,127,5.3,195,53,135,8180
499,SR-YZB,SRYZB0499,2007,early_maturity,26.3,30.1,23.4,2708.8,1678.8,431.2,489.1,1442,Paddy soils,loam,57,28.4,162,5.4,195,90,225,8520
500,SR-YZB,SRYZB0500,2007,early_maturity,26.8,30.6,23.8,2782.4,1742.4,427.1,517.3,1502,Paddy soils,clay loam,40.4,33,173,5.2,195,90,225,7800
501,SR-YZB,SRYZB0501,2008,medium_maturity,27,31.1,24,2968.5,1868.5,324.5,584.2,1659.6,Paddy soils,clay,41.9,10.8,82,8,225,90,135,8904
502,SR-YZB,SRYZB0502,2008,medium_maturity,28.1,32.3,25,2613.1,1683.1,282.5,535.1,1497.9,Paddy soils,clay,29.8,23.7,98,8.1,225,90,135,10422
