Sort,Crop,NO,Year,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
1162,SR-YZB,SRYZB1162,2007,late_maturity,25.8,29.8,22.8,2730.6,1670.6,707,636.5,1662,Paddy soils,sandy clay,28.3,9.8,116,7.4,300,45,180,7980
1163,SR-YZB,SRYZB1163,2006,late_maturity,25.2,29.5,22,3326.3,2006.3,660.6,781.4,2037.8,Paddy soils,loam,20,9.3,111,7.8,285,36,135,9855
1164,SR-YZB,SRYZB1164,2007,late_maturity,25,29.1,21.9,3020.7,1810.7,714.1,725.4,1867,Paddy soils,sandy clay,17.8,13.2,112,7.8,300,45,180,9450
1165,SR-YZB,SRYZB1165,2007,late_maturity,24.8,28.9,21.6,3169.7,1889.7,720.7,763.2,1969,Fluvo-aquic soils,sandy loam,18.3,12.4,91,7.9,300,45,180,9750
1166,SR-YZB,SRYZB1166,2006,late_maturity,25,29.2,21.8,3249.1,1949.1,660.6,760.6,1974.9,Paddy soils,loam,20.6,55.7,100,7.1,285,36,135,9795
1167,SR-YZB,SRYZB1167,2007,late_maturity,25.1,29.2,22.1,3114.4,1874.4,740.6,722.2,1902.6,Paddy soils,loam,24.1,21.3,103,7.2,300,45,180,8130
1168,SR-YZB,SRYZB1168,2006,late_maturity,25.2,29.3,22,2947.8,1777.8,625.4,688.6,1797.8,Fluvo-aquic soils,sandy loam,19,4.9,93,7.8,285,36,135,8760
1169,SR-YZB,SRYZB1169,2006,late_maturity,25.4,29.6,22.2,3145.4,1905.4,660.5,733.3,1928.1,Fluvo-aquic soils,sandy loam,21.6,16.1,112,7.7,285,36,135,9240
1170,SR-YZB,SRYZB1170,2007,late_maturity,24.8,29,21.7,3152.6,1882.6,720.7,756.8,1956.6,Paddy soils,loam,20.8,19.5,107,7.8,285,45,180,9690
1171,SR-YZB,SRYZB1171,2006,late_maturity,25.2,29.3,22,3021.4,1821.4,660.5,702.4,1833.7,Fluvo-aquic soils,sandy loam,18.4,13.5,104,7.9,285,36,135,9570
1172,SR-YZB,SRYZB1172,2007,late_maturity,24.8,29,21.7,3029,1809,714.1,739.5,1886.1,Fluvo-aquic soils,sandy loam,13.5,6.7,91,8.2,285,45,180,8910
1173,SR-YZB,SRYZB1173,2006,late_maturity,24.4,28.4,21.3,3197.7,1887.7,722,736.3,1910.3,Solonchaks,clay loam,15.2,14.5,168,8.3,285,75,99,7575
1174,SR-YZB,SRYZB1174,2006,late_maturity,24.4,28.4,21.3,3197.7,1887.7,722,736.3,1910.3,Solonchaks,clay loam,15.2,13.1,142,8.2,279,66,89,8775
1175,SR-YZB,SRYZB1175,2006,late_maturity,24.4,28.4,21.3,3197.7,1887.7,722,736.3,1910.3,Solonchaks,clay loam,17.9,17.1,134,8.2,285,71,93,8460
1176,SR-YZB,SRYZB1176,2006,late_maturity,24.4,28.4,21.3,3197.7,1887.7,722,736.3,1910.3,Solonchaks,sandy loam,15.8,24.3,127,8.3,311,80,105,8880
1177,SR-YZB,SRYZB1177,2006,late_maturity,24.4,28.4,21.3,3197.7,1887.7,722,736.3,1910.3,Solonchaks,sandy loam,16.2,11.9,162,8.2,284,86,114,9555
1178,SR-YZB,SRYZB1178,2006,late_maturity,24.4,28.4,21.3,3197.7,1887.7,722,736.3,1910.3,Solonchaks,sandy loam,13.3,10.2,99,8,260,75,99,9210
1179,SR-YZB,SRYZB1179,2007,late_maturity,24.8,28.5,22,3031.5,1811.5,746.5,632.6,1751.8,Solonchaks,sandy loam,25.2,23.8,101,8.1,278,60,75,10391
1180,SR-YZB,SRYZB1180,2007,late_maturity,25,28.6,22.1,2998.7,1798.7,746.5,616.3,1721.7,Solonchaks,sandy loam,17.5,15,108,8,278,60,75,8786
1181,SR-YZB,SRYZB1181,2007,late_maturity,24.4,28.2,21.4,2928.1,1728.1,699.1,656.5,1731.6,Solonchaks,sandy loam,23.8,13.7,136,8.1,278,60,75,10206
1182,SR-YZB,SRYZB1182,2008,late_maturity,24.8,28.3,22,3069.2,1829.2,546.6,723,1944.8,Solonchaks,sandy loam,20,17.5,96,8.2,278,60,75,9926
1183,SR-YZB,SRYZB1183,2008,late_maturity,24.8,28.3,22,3069.2,1829.2,546.6,723,1944.8,Solonchaks,sandy loam,18.2,27.9,137,8,308,60,75,10083
1184,SR-YZB,SRYZB1184,2008,late_maturity,24.1,27.9,21.1,3494.6,2044.6,579.4,876.2,2347.9,Solonchaks,sandy loam,28.4,16.8,97,8.1,255,60,75,9773
1185,SR-YZB,SRYZB1185,2007,late_maturity,24.2,28.1,21.2,3004.7,1764.7,755.8,680.4,1783.8,Solonchaks,sandy loam,17.5,18.6,191,8.1,285,80,105,9150
1186,SR-YZB,SRYZB1186,2008,late_maturity,23.6,27.3,20.7,3402.9,1962.9,600.1,842.3,2153.8,Solonchaks,sandy clay loam,21.1,16.2,138,8.3,300,60,45,10410
1187,SR-YZB,SRYZB1187,2008,late_maturity,23.5,27.2,20.6,3386,1946,600.1,848.5,2153.9,Solonchaks,sandy clay loam,14.2,14.3,215,8.2,270,45,23,7530
1188,SR-YZB,SRYZB1188,2008,late_maturity,23.8,27.5,20.8,3327.3,1927.3,600.1,832.7,2119.6,Solonchaks,sandy loam,16.3,13.1,98,8.1,285,38,38,9000
1189,SR-YZB,SRYZB1189,2007,late_maturity,24.4,28.2,21.4,2999.5,1769.5,739.1,664,1766,Solonchaks,sandy loam,16.7,14.1,120,8.2,284,86,114,7980
1190,SR-YZB,SRYZB1190,2007,late_maturity,24.3,28.1,21.2,3056.7,1796.7,745.4,680.4,1802,Solonchaks,sandy loam,13.7,12.4,105,8.2,283,86,114,8625
1191,SR-YZB,SRYZB1191,2007,late_maturity,23.9,27.8,20.9,3132,1822,802.1,696.3,1841.9,Solonchaks,clay loam,15.6,15.3,110,8.3,260,80,105,8325
1192,SR-YZB,SRYZB1192,2007,late_maturity,24,27.9,20.9,3051.6,1781.6,755.8,695.4,1814.3,Solonchaks,sandy loam,11.9,8.3,159,8.1,251,75,99,8400
1193,SR-YZB,SRYZB1193,2008,late_maturity,24,27.9,21,3026.7,1766.7,641.4,589.3,1669.6,Fluvo-aquic soils,sandy loam,12.3,17.2,141,8,331,45,45,9011
1194,SR-YZB,SRYZB1194,2008,late_maturity,24,27.9,21,3026.7,1766.7,641.4,589.3,1669.6,Fluvo-aquic soils,sandy loam,10.3,16.3,125,7.9,331,45,45,8697
1195,SR-YZB,SRYZB1195,2008,late_maturity,24,27.9,21,3026.7,1766.7,641.4,589.3,1669.6,Fluvo-aquic soils,sandy loam,12.4,16.2,138,8,331,45,45,8915
1196,SR-YZB,SRYZB1196,2007,late_maturity,23,27.2,19.9,3106.2,1756.2,899.5,847.4,2096,Fluvo-aquic soils,clay,16.6,15.6,158,8.2,300,60,60,9825
1197,SR-YZB,SRYZB1197,2007,late_maturity,23,27.2,20,2973.4,1683.4,896.3,817.9,2003.9,Solonchaks,sand,7.8,12.3,72,8.1,300,60,60,9075
1198,SR-YZB,SRYZB1198,2009,late_maturity,22.3,27,18.7,2628.8,1448.8,439.3,656,1645.3,Solonchaks,sand,14.8,10.5,71,8.1,300,60,90,8379
1199,SR-YZB,SRYZB1199,2007,late_maturity,23,27.2,19.9,3106.2,1756.2,899.5,847.4,2096,Solonchaks,sand,10.9,14.3,86,8.1,300,60,60,9300
1200,SR-YZB,SRYZB1200,2008,late_maturity,23,27.3,19.7,2619.2,1479.2,366.2,664.3,1661.3,Fluvo-aquic soils,sand,10.8,13.5,79,8.2,270,60,60,9666
1201,SR-YZB,SRYZB1201,2008,late_maturity,23.4,27.7,20,2875.4,1645.4,468,744.1,1874.7,Fluvo-aquic soils,clay,20.2,15.6,241,8.3,300,60,60,9195
1202,SR-YZB,SRYZB1202,2008,late_maturity,23.3,27.6,19.9,2889.3,1649.3,468,746,1881.1,Fluvo-aquic soils,loam,14.2,15.1,107,8.2,270,60,60,9120
1203,SR-YZB,SRYZB1203,2007,late_maturity,23,27.2,19.9,3106.2,1756.2,899.5,847.4,2096,Solonchaks,sand,12.7,17.4,142,8.1,300,60,60,8595
1204,SR-YZB,SRYZB1204,2007,late_maturity,23.4,27.5,20.3,2804.9,1604.9,824.3,768.6,1885.3,Solonchaks,clay,20.5,24.1,222,7.9,270,135,75,10376
1205,SR-YZB,SRYZB1205,2007,late_maturity,22.8,27,19.7,2717.3,1527.3,700.4,759.9,1836.4,Fluvo-aquic soils,clay,14.7,12.5,148,8.2,300,75,60,9420
1206,SR-YZB,SRYZB1206,2007,late_maturity,23,27.2,19.9,3106.2,1756.2,899.5,847.4,2096,Fluvo-aquic soils,clay,15.4,13.4,164,8.1,300,60,60,9750
1207,SR-YZB,SRYZB1207,2008,late_maturity,22.5,26.9,19.2,2477.1,1377.1,329.3,617.5,1550.3,Fluvo-aquic soils,clay,14.2,13.2,169,8.2,360,60,60,7530
1208,SR-YZB,SRYZB1208,2007,late_maturity,24.5,28.4,21.4,3214,1904,843.5,663.3,1843.3,Paddy soils,sandy clay,31,24.4,123,7.1,270,75,120,9828
1209,SR-YZB,SRYZB1209,2008,late_maturity,23.6,27.4,20.4,3132.8,1802.8,566.1,669.6,1804.5,Paddy soils,sandy clay,27,18.5,127,7.1,278,75,120,10176
1210,SR-YZB,SRYZB1210,2007,late_maturity,24.5,28.4,21.4,3190.8,1890.8,843.5,655.6,1823.5,Paddy soils,sandy clay,27,21.8,142,7.3,270,75,120,9713
1211,SR-YZB,SRYZB1211,2008,late_maturity,23.3,27.1,20.1,3209,1829,572.4,678.8,1834.4,Paddy soils,sandy clay,25,17.5,145,7.1,270,75,120,10383
1212,SR-YZB,SRYZB1212,2008,late_maturity,23.4,27.3,20.3,3228,1848,599.1,682.9,1848.2,Paddy soils,sandy clay,33,33.5,175,6.5,270,75,120,10283
1213,SR-YZB,SRYZB1213,2008,late_maturity,23.3,27.2,20.2,2795.4,1595.4,503.8,606.5,1600.7,Paddy soils,sandy clay,23,20.2,125,6.7,278,75,120,11142
1214,SR-YZB,SRYZB1214,2008,late_maturity,23.6,27.5,20.4,3089.9,1779.9,512,669.6,1789.5,Paddy soils,loam,27,21.8,200,6.7,270,75,120,9194
1215,SR-YZB,SRYZB1215,2008,late_maturity,23.4,27.3,20.3,3187.7,1827.7,566.1,681.1,1834.8,Paddy soils,sandy clay,27,21.3,165,6.5,276,75,120,9531
1216,SR-YZB,SRYZB1216,2007,late_maturity,26,30.1,22.8,3296.4,2026.4,641.2,706.8,1885.5,Fluvo-aquic soils,loamy sand,15.2,12.5,155,7.2,300,72,135,9120
1217,SR-YZB,SRYZB1217,2007,late_maturity,25.3,29.3,22.3,3237.7,1957.7,724.4,646.3,1805.5,Paddy soils,silty clay loam,21.8,15,88,7.9,308,75,120,10665
1218,SR-YZB,SRYZB1218,2006,late_maturity,25.4,29.7,22.3,3178.5,1928.5,483.7,622,1748.3,Paddy soils,clay,19.5,19.7,75,8.2,248,75,120,9315
1219,SR-YZB,SRYZB1219,2007,late_maturity,25.3,29.3,22.3,3237.7,1957.7,724.4,646.3,1805.5,Paddy soils,clay,21.6,9.6,118,7.4,296,75,120,10140
1220,SR-YZB,SRYZB1220,2007,late_maturity,25.3,29.3,22.3,3237.7,1957.7,724.4,646.3,1805.5,Fluvo-aquic soils,sandy loam,15.6,6.8,59,7.8,308,75,120,9645
1221,SR-YZB,SRYZB1221,2007,late_maturity,25.3,29.3,22.3,3237.7,1957.7,724.4,646.3,1805.5,Fluvo-aquic soils,sandy loam,18.6,8.3,97,7.6,286,75,120,9615
1222,SR-YZB,SRYZB1222,2008,late_maturity,25.2,29.2,22.2,3174.3,1914.3,368.2,568.9,1673.4,Fluvo-aquic soils,sandy loam,15.2,17,77,7.7,285,60,120,9795
1223,SR-YZB,SRYZB1223,2006,late_maturity,25.4,29.7,22.3,3178.5,1928.5,483.7,622,1748.3,Fluvo-aquic soils,sandy loam,16.1,7.7,65,7.9,296,75,120,9720
1224,SR-YZB,SRYZB1224,2006,late_maturity,25.4,29.7,22.3,3178.5,1928.5,483.7,622,1748.3,Fluvo-aquic soils,sandy loam,15.9,16,45,7.1,274,75,120,9270
1225,SR-YZB,SRYZB1225,2006,late_maturity,25.2,29,22.2,3302.1,1992.1,631,808.2,2043,Paddy soils,clay loam,22.3,28.4,154,7.9,270,60,90,10035
1226,SR-YZB,SRYZB1226,2006,late_maturity,25.2,29,22.2,3302.1,1992.1,631,808.2,2043,Paddy soils,clay loam,22,28.1,151,8,210,60,90,7710
1227,SR-YZB,SRYZB1227,2006,late_maturity,25.2,29,22.2,3302.1,1992.1,631,808.2,2043,Paddy soils,clay loam,24.5,15.2,131,8.1,240,60,90,7950
1228,SR-YZB,SRYZB1228,2006,late_maturity,25.2,29,22.2,3302.1,1992.1,631,808.2,2043,Paddy soils,loam,22.1,13.9,79,8.2,270,60,90,8505
1229,SR-YZB,SRYZB1229,2006,late_maturity,25.2,29,22.2,3302.1,1992.1,631,808.2,2043,Paddy soils,loam,21.6,15.1,80,8.1,240,60,90,7980
1230,SR-YZB,SRYZB1230,2006,late_maturity,25.2,29,22.2,3302.1,1992.1,631,808.2,2043,Paddy soils,loam,21.8,14.4,80,8,210,60,90,8025
1231,SR-YZB,SRYZB1231,2006,late_maturity,25.4,29.3,22.5,3507.7,2127.7,558.8,871.2,2204.9,Paddy soils,silty clay loam,20.5,14.8,148,7.5,300,60,90,10170
1232,SR-YZB,SRYZB1232,2006,late_maturity,25.4,29.3,22.5,3557.5,2157.5,558.8,881,2235.5,Paddy soils,silty clay loam,23.5,4.8,90,7.4,300,60,90,9255
1233,SR-YZB,SRYZB1233,2008,late_maturity,24.8,28.4,22.1,3176.3,1896.3,689.2,681.7,1832.3,Paddy soils,loam,21.4,8.3,97,6.8,300,60,90,9000
1234,SR-YZB,SRYZB1234,2006,late_maturity,25.9,30,22.8,3210.9,1970.9,844.5,783.8,1983.8,Paddy soils,clay loam,30,10.6,156,8.1,270,36,90,8475
1235,SR-YZB,SRYZB1235,2006,late_maturity,25.7,29.7,22.6,3187.3,1947.3,845.7,765.7,1941.4,Paddy soils,clay loam,31.7,21.3,225,7.8,278,36,90,8400
1236,SR-YZB,SRYZB1236,2006,late_maturity,25.9,29.9,22.7,3335.3,2045.3,845.7,811.3,2056.9,Paddy soils,clay loam,37.2,14.1,156,7.8,270,36,90,8400
1237,SR-YZB,SRYZB1237,2006,late_maturity,25.9,30,22.8,3239.5,1989.5,844.5,793.3,2006.5,Paddy soils,clay loam,31.7,16.4,201,7.8,270,36,90,7695
1238,SR-YZB,SRYZB1238,2006,late_maturity,25.7,29.6,22.7,3362.1,2052.1,552.3,757,1973.2,Fluvo-aquic soils,silty clay loam,21.4,6.7,122,7.9,270,90,150,8490
1239,SR-YZB,SRYZB1239,2008,late_maturity,24.9,29,21.9,3182.3,1902.3,368.3,527.6,1592.4,Fluvo-aquic soils,silty clay loam,23,7.1,116,8,270,68,113,8445
1240,SR-YZB,SRYZB1240,2007,late_maturity,25.8,29.8,22.8,3305.5,2025.5,469.8,626.9,1773.4,Fluvo-aquic soils,loam,16,13.8,142,8.1,270,90,150,9375
1241,SR-YZB,SRYZB1241,2006,late_maturity,26.2,30.2,23.2,3250.2,2010.2,541.8,744.4,1940.5,Paddy soils,silty clay loam,21.9,19,126,7.9,270,90,150,7815
1242,SR-YZB,SRYZB1242,2007,late_maturity,25.8,29.8,22.9,3307.8,2027.8,474.5,626.7,1776.1,Paddy soils,silty clay loam,23.5,20.8,118,7.9,270,90,150,7500
1243,SR-YZB,SRYZB1243,2006,late_maturity,25.9,29.9,23,3372.1,2072.1,546.5,752.7,1978.1,Fluvo-aquic soils,silty clay loam,24.3,5,110,7.9,270,90,150,9525
1244,SR-YZB,SRYZB1244,2008,late_maturity,25.4,29.4,22.4,3196.2,1936.2,510.9,522,1602.1,Fluvo-aquic soils,sandy loam,19.1,11.2,89,8,270,68,113,9266
1245,SR-YZB,SRYZB1245,2007,late_maturity,24.1,28.5,20.8,3348.5,1958.5,686.1,657.8,1864.6,Fluvo-aquic soils,sandy loam,13.2,15.1,78,8,300,105,210,7665
1246,SR-YZB,SRYZB1246,2007,late_maturity,24.7,29.1,21.4,3141.5,1871.5,633.5,615.2,1742.1,Fluvo-aquic soils,sandy loam,14.7,7.4,56,8,300,105,210,8145
1247,SR-YZB,SRYZB1247,2008,late_maturity,23.9,28.1,20.7,3416.5,1986.5,613.9,610.3,1819.7,Fluvo-aquic soils,sandy loam,13.5,12.3,59,7.9,345,90,180,9000
1248,SR-YZB,SRYZB1248,2008,late_maturity,24.3,28.5,21,3420.5,2010.5,617.5,607,1822.2,Fluvo-aquic soils,sandy loam,13.2,10.3,42,8.1,345,90,180,9825
1249,SR-YZB,SRYZB1249,2008,late_maturity,24.3,28.6,21.1,3234.7,1904.7,514.5,598.7,1749.3,Fluvo-aquic soils,sandy loam,20.8,14.2,84,7.8,345,90,180,10020
1250,SR-YZB,SRYZB1250,2008,late_maturity,24.3,28.6,21.1,3234.7,1904.7,514.5,598.7,1749.3,Fluvo-aquic soils,sandy loam,20.1,6.4,52,8.1,345,90,180,8520
1251,SR-YZB,SRYZB1251,2006,late_maturity,25.6,29.8,22.5,3428.3,2088.3,536.9,841.4,2133.5,Fluvo-aquic soils,sandy loam,24.1,16.8,81,7.6,270,53,120,11130
1252,SR-YZB,SRYZB1252,2009,late_maturity,24.7,28.7,21.7,3039.1,1809.1,769.3,713,1859.6,Fluvo-aquic soils,loamy sand,27,11.4,184,7.9,270,60,135,10013
1253,SR-YZB,SRYZB1253,2007,late_maturity,25.7,29.9,22.7,3056,1866,553,621.4,1720.7,Fluvo-aquic soils,sandy loam,22.5,14.1,56,7.7,270,75,150,9360
1254,SR-YZB,SRYZB1254,2006,late_maturity,25.2,29.5,22,3631.4,2191.4,541.2,903.7,2278.6,Solonchaks,sandy loam,17.2,4.6,90,8.1,270,53,120,10680
1255,SR-YZB,SRYZB1255,2006,late_maturity,25.8,30,22.7,3204.3,1964.3,526.7,791.3,2004.2,Fluvo-aquic soils,sandy loam,23.5,10.1,63,7.6,270,53,120,9840
1256,SR-YZB,SRYZB1256,2007,late_maturity,25.4,29.6,22.3,3222.4,1952.4,557.9,667.5,1843.5,Fluvo-aquic soils,sandy loam,21.8,14.4,62,7.6,270,75,150,9096
1257,SR-YZB,SRYZB1257,2008,late_maturity,25.1,29.2,22.1,3116.2,1876.2,340.6,617.2,1748.4,Fluvo-aquic soils,loamy sand,21.9,29,82,7.4,270,68,120,7845
1258,SR-YZB,SRYZB1258,2007,late_maturity,25.5,29.8,22.4,3013.6,1833.6,546.9,637.1,1727.4,Fluvo-aquic soils,sandy loam,26.2,35.3,183,7.6,270,75,150,8190
1259,SR-YZB,SRYZB1259,2009,late_maturity,24.3,28.4,21.3,3062.3,1802.3,738.8,727.4,1867.7,Fluvo-aquic soils,sandy loam,27.1,54.8,106,7.6,270,60,135,8565
1260,SR-YZB,SRYZB1260,2006,late_maturity,25.7,29.9,22.7,2960.9,1810.9,402.2,745.6,1863.4,Paddy soils,silty clay loam,34,22,85,7.4,270,53,120,8948
1261,SR-YZB,SRYZB1261,2007,late_maturity,25.7,29.9,22.7,3087.1,1887.1,553,623.3,1736.9,Paddy soils,silty clay loam,39.8,19.9,130,7.4,270,75,150,8058
1262,SR-YZB,SRYZB1262,2009,early_maturity,27.5,31.8,24.5,3140.1,2000.1,318.8,816.7,1998.4,Paddy soils,sand,36.1,29.6,47,5.7,132,45,90,6203
1263,SR-YZB,SRYZB1263,2009,early_maturity,27.4,31.6,24.3,3202.1,2032.1,241.8,858,2060.5,Paddy soils,sand,21.9,27.3,135,5.1,132,45,90,7001
1264,SR-YZB,SRYZB1264,2009,late_maturity,27.8,32.4,24.6,3422.7,2192.7,372,813.3,2110.8,Paddy soils,clay loam,22.5,7.9,186,5.3,156,65,125,6998
1265,SR-YZB,SRYZB1265,2009,early_maturity,28,32.5,24.8,3160.5,2030.5,371.6,754.5,1946.8,Paddy soils,clay,25.6,7.9,180,5.8,156,65,125,8022
1266,SR-YZB,SRYZB1266,2009,early_maturity,26.4,31.1,23.2,2720.3,1690.3,350.3,445.4,1357,Paddy soils,loam,21.3,3.8,133,6.8,191,58,139,5951
1267,SR-YZB,SRYZB1267,2009,early_maturity,26.2,30.9,23,2649.6,1639.6,350.3,431.7,1315.2,Paddy soils,loamy sand,24.4,2.4,46,6,191,58,139,5250
1268,SR-YZB,SRYZB1268,2009,late_maturity,28.3,34.2,24.2,3033.3,1963.3,414,718.2,1879.7,Paddy soils,silty clay loam,16.9,28.7,92,4.9,152,78,130,8001
1269,SR-YZB,SRYZB1269,2009,late_maturity,28.3,33.8,24.4,3085.8,1995.8,390.3,683,1813.6,Paddy soils,clay,35.7,12.4,158,5.1,147,66,120,8550
1270,SR-YZB,SRYZB1270,2009,late_maturity,28.5,34,24.6,2993.4,1943.4,389.1,668.9,1774.6,Paddy soils,sandy loam,36.2,12,170,4.7,147,66,120,8633
1271,SR-YZB,SRYZB1271,2009,late_maturity,28.5,33.9,24.5,3017.2,1957.2,390.1,668.9,1780.2,Paddy soils,clay,37.4,17.6,108,4.7,147,66,120,8700
1272,SR-YZB,SRYZB1272,2009,late_maturity,29.1,34.1,25.4,3173.2,2083.2,410.1,648.2,1783.8,Paddy soils,sandy loam,43.1,18.7,79,4.7,150,60,99,8790
1273,SR-YZB,SRYZB1273,2008,early_maturity,28.5,33.5,24.9,3280.7,2130.7,785.7,686.2,1925.4,Paddy soils,clay,32,20.3,80,4.9,137,60,90,6983
1274,SR-YZB,SRYZB1274,2008,medium_maturity,27.5,32.6,24,3380.4,2150.4,535.3,661.4,1862.5,Paddy soils,clay,12.4,12.2,81,5.1,135,60,135,7571
1275,SR-YZB,SRYZB1275,2009,medium_maturity,28.1,33.1,24.5,3086.6,1986.6,424.4,610.8,1733.2,Paddy soils,loam,42,18.6,49,4.7,168,90,143,7425
1276,SR-YZB,SRYZB1276,2010,medium_maturity,26.5,32.3,23,3229.2,2009.2,520.1,598.2,1764.5,Paddy soils,sandy loam,32,10.8,60,5.4,171,63,129,6573
1277,SR-YZB,SRYZB1277,2010,early_maturity,27.2,33,23.6,3098.6,1958.6,557.3,564.4,1711.6,Paddy soils,sandy loam,31,22.6,160,5.3,171,63,129,7577
1278,SR-YZB,SRYZB1278,2010,early_maturity,27.1,33,23.6,3122.1,1972.1,627.8,564.4,1717.7,Paddy soils,sandy loam,36,7.2,100,5.1,171,63,129,7833
1279,SR-YZB,SRYZB1279,2010,early_maturity,27.2,33,23.6,3098.6,1958.6,557.3,564.4,1711.6,Paddy soils,sandy loam,43,13.7,190,4.9,171,63,129,8124
1280,SR-YZB,SRYZB1280,2009,early_maturity,26.8,32.7,23,3402.9,2132.9,224.8,700,1948.6,Paddy soils,silty clay loam,45.4,38,137,4.7,135,60,105,7842
1281,SR-YZB,SRYZB1281,2008,late_maturity,26.3,29.6,23.6,3023.1,1873.1,345.4,580.7,1591,Paddy soils,silty clay loam,15.8,23,71,7.6,270,72,72,8028
1282,SR-YZB,SRYZB1282,2008,late_maturity,26.3,29.6,23.6,3023.1,1873.1,345.4,580.7,1591,Paddy soils,sandy loam,16.5,4.8,54,7.7,270,72,72,8094
1283,SR-YZB,SRYZB1283,2009,late_maturity,25.8,28.8,23.1,2963.3,1813.3,587.8,578.4,1570.7,Paddy soils,loam,16.2,12.3,106,7,240,72,72,8127
1284,SR-YZB,SRYZB1284,2009,late_maturity,25.8,28.8,23.1,2963.3,1813.3,587.8,578.4,1570.7,Paddy soils,loam,18.8,8.8,70,8,270,81,81,8791
1285,SR-YZB,SRYZB1285,2008,late_maturity,26.3,29.6,23.6,3023.1,1873.1,345.4,580.7,1591,Paddy soils,loam,22.1,7.2,78,7.5,270,72,72,8169
1286,SR-YZB,SRYZB1286,2008,late_maturity,26.3,29.6,23.6,3023.1,1873.1,345.4,580.7,1591,Paddy soils,silty clay loam,19.3,7.7,81,7.6,270,72,72,8025
1287,SR-YZB,SRYZB1287,2008,late_maturity,25.9,29.8,23,3320.5,2040.5,780.4,740,1932.1,Paddy soils,clay,27.8,21.4,138,7,225,45,45,9105
1288,SR-YZB,SRYZB1288,2008,late_maturity,25.5,29.3,22.5,3441.8,2091.8,817.6,745.6,1968,Paddy soils,clay,26.9,41.1,130,6.4,225,45,45,9077
1289,SR-YZB,SRYZB1289,2008,late_maturity,25.5,29.3,22.5,3441.8,2091.8,817.6,745.6,1968,Paddy soils,clay,20.4,28.2,92,8.2,225,45,45,9050
1290,SR-YZB,SRYZB1290,2008,late_maturity,25.4,29.1,22.4,3498.7,2118.7,868.4,745.6,1983.5,Paddy soils,clay,33.3,34.1,188,7.3,225,45,45,9440
1291,SR-YZB,SRYZB1291,2008,late_maturity,25.4,29.1,22.4,3498.7,2118.7,868.4,745.6,1983.5,Paddy soils,clay,33.8,14.1,165,7,225,45,45,9032
1292,SR-YZB,SRYZB1292,2008,late_maturity,25.5,29.4,22.6,3448.3,2098.3,811.3,745.6,1971.3,Paddy soils,clay,28.6,34.9,145,7.4,225,45,45,9213
1293,SR-YZB,SRYZB1293,2008,late_maturity,25.5,29.4,22.6,3396.9,2066.9,817.6,745.6,1953.1,Paddy soils,clay,27.8,21.4,138,7,225,45,45,7977
1294,SR-YZB,SRYZB1294,2008,late_maturity,25.3,29,22.3,3511.6,2121.6,868.4,751.3,1994.1,Paddy soils,clay,27.8,21.4,138,7,225,45,45,9072
1295,SR-YZB,SRYZB1295,2008,late_maturity,25.5,29.4,22.6,3419.7,2079.7,817.6,745.6,1960.5,Paddy soils,clay,31.7,29.7,161,7.9,225,45,45,9128
1296,SR-YZB,SRYZB1296,2009,late_maturity,25.2,28.9,22.2,3398.3,2048.9,598.9,741.2,1932.7,Paddy soils,clay,15.3,26.1,109,7.2,225,45,45,8829
1297,SR-YZB,SRYZB1297,2008,late_maturity,26,29.4,23.3,3223.6,1983.6,584.7,716.5,1895.9,Paddy soils,silty clay loam,23.2,14.8,109,7.9,210,42,42,7965
1298,SR-YZB,SRYZB1298,2007,late_maturity,25.7,29.2,22.9,3265.2,1995.2,688.1,774,1968.3,Fluvo-aquic soils,loamy sand,20.3,28.6,93,8.2,300,60,60,8414
1299,SR-YZB,SRYZB1299,2007,late_maturity,26.4,29.9,23.7,3269.8,2029.8,731.8,754.3,1961.3,Fluvo-aquic soils,loamy sand,15.8,68.7,173,7.8,210,63,63,8760
1300,SR-YZB,SRYZB1300,2007,late_maturity,26.1,29.6,23.3,3362.8,2072.8,734.1,783.2,2021,Paddy soils,loamy sand,26.6,62.9,181,7.7,210,63,63,8235
1301,SR-YZB,SRYZB1301,2008,late_maturity,25.6,29,22.8,3170.5,1930.5,486.2,738.4,1894.5,Paddy soils,loamy sand,26,43.8,190,6.7,270,54,54,8625
1302,SR-YZB,SRYZB1302,2008,late_maturity,26,29.4,23.3,3223.6,1983.6,584.7,716.5,1895.9,Paddy soils,silty clay loam,29.3,12.8,198,7.3,210,63,63,8670
1303,SR-YZB,SRYZB1303,2008,late_maturity,25.5,28.9,22.8,3237.9,1967.9,521.8,738.4,1916.8,Paddy soils,silty clay loam,18.2,35.9,78,7.4,270,54,54,9075
1304,SR-YZB,SRYZB1304,2007,late_maturity,25.7,29.3,23,3449.1,2109.1,734.8,804.3,2069.4,Paddy soils,silty clay loam,28.7,34,147,6.2,210,63,63,8685
1305,SR-YZB,SRYZB1305,2008,late_maturity,25.5,28.9,22.8,3164.9,1924.9,482.5,738.4,1891.4,Paddy soils,silty clay loam,27.4,16.6,278,6.8,240,48,48,8444
