Sort,Crop,NO,Year,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
901,W-NCP,WNCP0901,2007,8.1,13.9,3.2,2255.8,772.5,164.3,1614.6,3123.6,small_spike,Cinnamon soils,loam,18.9,49.8,110,7.8,180,150,120,6587
902,W-NCP,WNCP0902,2007,8.1,13.9,3.2,2255.8,772.5,164.3,1614.6,3123.6,small_spike,Cinnamon soils,sandy clay loam,10.9,6.8,100,8,225,150,150,6894
903,W-NCP,WNCP0903,2007,8.1,13.9,3.2,2255.8,772.5,164.3,1614.6,3123.6,small_spike,Cinnamon soils,loam,11.2,11.5,65,8,180,150,120,6627
904,W-NCP,WNCP0904,2007,8.1,13.9,3.2,2255.8,772.5,164.3,1614.6,3123.6,small_spike,Cinnamon soils,sandy clay loam,12.4,21.6,103,7.7,225,150,150,7800
905,W-NCP,WNCP0905,2007,8.1,13.9,3.2,2255.8,772.5,164.3,1614.6,3123.6,small_spike,Cinnamon soils,sandy loam,13.5,23.9,67,7.8,180,150,120,6654
906,W-NCP,WNCP0906,2007,8.1,13.9,3.2,2255.8,772.5,164.3,1614.6,3123.6,small_spike,Cinnamon soils,loam,12.1,23.9,64,7.8,180,150,120,6533
907,W-NCP,WNCP0907,2007,8.1,13.9,3.2,2255.8,772.5,164.3,1614.6,3123.6,small_spike,Cinnamon soils,loam,13,6.8,74,7.5,180,150,120,6837
908,W-NCP,WNCP0908,2008,8.9,15.2,3.5,2441.8,955.7,156.4,1741.3,3260.1,small_spike,Cinnamon soils,loam,16,8.1,89,7.9,180,150,120,6794
909,W-NCP,WNCP0909,2008,8.9,15.2,3.5,2441.8,955.7,156.4,1741.3,3260.1,small_spike,Cinnamon soils,loam,13.6,14.7,70,7.9,180,150,120,6587
910,W-NCP,WNCP0910,2008,8.9,15.2,3.5,2441.8,955.7,156.4,1741.3,3260.1,small_spike,Cinnamon soils,loam,17.1,37.7,138,7.8,180,150,120,5760
911,W-NCP,WNCP0911,2008,8.9,15.2,3.5,2441.8,955.7,156.4,1741.3,3260.1,small_spike,Cinnamon soils,loam,10,14,61,7.9,225,150,150,8073
912,W-NCP,WNCP0912,2008,8.9,15.2,3.5,2441.8,955.7,156.4,1741.3,3260.1,small_spike,Cinnamon soils,sandy clay loam,11.9,6.7,101,8,225,150,150,6894
913,W-NCP,WNCP0913,2008,8.9,15.2,3.5,2441.8,955.7,156.4,1741.3,3260.1,small_spike,Cinnamon soils,loam,12,10.6,67,8,180,150,120,6627
914,W-NCP,WNCP0914,2008,8.9,15.2,3.5,2441.8,955.7,156.4,1741.3,3260.1,small_spike,Cinnamon soils,sandy clay loam,14.1,11.4,104,7.7,225,150,150,7820
915,W-NCP,WNCP0915,2008,8.9,15.2,3.5,2441.8,955.7,156.4,1741.3,3260.1,small_spike,Cinnamon soils,sandy loam,7.4,7.6,86,7.8,180,150,120,7041
916,W-NCP,WNCP0916,2008,8.9,15.2,3.5,2441.8,955.7,156.4,1741.3,3260.1,small_spike,Cinnamon soils,loam,11.9,24.2,63,7.8,180,150,120,6533
917,W-NCP,WNCP0917,2008,8.9,15.2,3.5,2441.8,955.7,156.4,1741.3,3260.1,small_spike,Cinnamon soils,loam,10.4,4.5,72,7.5,180,150,120,6944
918,W-NCP,WNCP0918,2009,6.9,12.3,2.4,2110.8,813.7,200.2,1565.5,3084.5,small_spike,Cinnamon soils,loam,15.5,8.3,88,7.9,180,150,120,5940
919,W-NCP,WNCP0919,2009,7,12.4,2.5,2164.7,837.6,200.2,1596.7,3137,small_spike,Cinnamon soils,loam,13.9,14.6,69,7.9,180,150,120,6480
920,W-NCP,WNCP0920,2009,7,12.4,2.5,2164.7,837.6,200.2,1596.7,3137,small_spike,Cinnamon soils,loam,18,43.7,124,7.8,180,150,120,5982
921,W-NCP,WNCP0921,2009,6.8,12.1,2.2,2058.2,781.1,188.1,1541.4,3031.9,small_spike,Cinnamon soils,sandy loam,10.5,15.8,76,7.8,180,150,120,6575
922,W-NCP,WNCP0922,2009,6.6,12,2,2014.4,747.3,172,1551.3,3021.1,small_spike,Cinnamon soils,sandy clay loam,16.5,13.4,82,7.9,225,150,150,7686
923,W-NCP,WNCP0923,2009,6.7,12.1,2.1,2048.2,771.1,177.2,1554.9,3040.4,small_spike,Cinnamon soils,loam,12,24,63,7.8,180,150,120,6966
924,W-NCP,WNCP0924,2009,7,12.4,2.5,2164.7,837.6,200.2,1596.7,3137,small_spike,Cinnamon soils,loam,11.7,5.7,73,7.5,180,150,120,7070
925,W-NCP,WNCP0925,2006,9,14.8,3.9,2418.5,930.3,133.4,1669.7,3160.5,small_spike,Cinnamon soils,loam,16.3,7.9,78,7.9,180,150,120,5771
926,W-NCP,WNCP0926,2006,9.2,15,4.1,2495.4,977.2,133.4,1689.5,3213.9,small_spike,Cinnamon soils,sandy loam,14,18.7,60,8.5,225,150,150,7529
927,W-NCP,WNCP0927,2006,8.6,14.4,3.4,2208.4,840.2,131,1614.4,3052.4,small_spike,Cinnamon soils,loam,12.5,13.6,87,8.4,180,150,120,5594
928,W-NCP,WNCP0928,2006,8.9,14.7,3.7,2314.5,896.3,131,1636.1,3111.6,small_spike,Cinnamon soils,sandy loam,12.4,5.4,118,7.3,225,150,150,6240
929,W-NCP,WNCP0929,2007,8,13.8,3.1,2204.4,761.1,164.3,1600.2,3089,small_spike,Cinnamon soils,loam,16.7,7.4,123,8.4,144,72,120,3567
930,W-NCP,WNCP0930,2007,6,11.8,1.1,1500.4,367.1,128.3,1375.4,2508.8,small_spike,Cinnamon soils,loam,18.5,11,117,8.4,240,120,108,3968
931,W-NCP,WNCP0931,2007,8.1,13.9,3.2,2241.4,778.1,164.3,1603.7,3106.3,small_spike,Cinnamon soils,sandy clay loam,17.6,13.4,114,8,240,120,180,7101
932,W-NCP,WNCP0932,2007,8.1,13.9,3.2,2266.4,773.1,185.1,1623.8,3136.1,small_spike,Cinnamon soils,loam,13.3,5,90,8,192,96,144,5067
933,W-NCP,WNCP0933,2007,8.1,13.9,3.2,2242.4,769.1,164.3,1606.4,3109.3,small_spike,Cinnamon soils,sandy loam,16.3,3.4,102,8.2,144,72,108,4167
934,W-NCP,WNCP0934,2007,8.1,13.9,3.2,2255.8,772.5,164.3,1614.6,3123.6,small_spike,Cinnamon soils,loam,16,14.4,147,8.2,192,96,150,6567
935,W-NCP,WNCP0935,2008,8.9,15.2,3.5,2426.7,950.6,156.1,1733.2,3246,small_spike,Cinnamon soils,loam,29.4,18.9,155,8.4,240,120,180,6933
936,W-NCP,WNCP0936,2008,8.8,15.1,3.3,2368.3,922.2,156.1,1733.2,3226.7,small_spike,Cinnamon soils,loam,10.4,13,74,8.3,192,96,144,6801
937,W-NCP,WNCP0937,2008,8.8,15.1,3.3,2353.7,917.6,156.1,1724.1,3211.7,small_spike,Cinnamon soils,loam,19.2,16.1,154,8.2,144,72,108,4967
938,W-NCP,WNCP0938,2007,7.7,13.9,2.7,1928.5,632.6,165.1,1371,2758,small_spike,Fluvo-aquic soils,loam,16.5,28.6,90,7.6,210,150,120,8966
939,W-NCP,WNCP0939,2007,7.7,13.9,2.7,1928.5,632.6,165.1,1371,2758,small_spike,Fluvo-aquic soils,loam,15.1,46.6,96,7.5,240,150,135,8658
940,W-NCP,WNCP0940,2008,8.2,14.6,2.8,2018,691.5,150.5,1555.7,2987.8,small_spike,Fluvo-aquic soils,loam,16.2,28.6,91,7.5,210,150,120,8273
941,W-NCP,WNCP0941,2008,8.3,14.7,2.9,2038.6,702.1,151.4,1558.3,2999.4,small_spike,Fluvo-aquic soils,loam,16.4,30.5,101,7.7,210,150,120,8325
942,W-NCP,WNCP0942,2008,9.3,15.7,3.8,2398.8,922.3,245.8,1681.3,3298.4,small_spike,Fluvo-aquic soils,loam,15.2,31.2,86,7.5,240,150,135,8448
943,W-NCP,WNCP0943,2008,8.2,14.6,2.8,2018,691.5,150.5,1555.7,2987.8,small_spike,Fluvo-aquic soils,loam,15.1,36.6,96,7.6,240,150,135,8658
944,W-NCP,WNCP0944,2008,8.2,14.6,2.8,2018,691.5,150.5,1555.7,2987.8,small_spike,Fluvo-aquic soils,loam,15.1,31.2,110,7.6,210,150,120,8141
945,W-NCP,WNCP0945,2008,8.2,14.6,2.8,2018,691.5,150.5,1555.7,2987.8,small_spike,Fluvo-aquic soils,sandy loam,16.5,28.5,90,7.6,210,150,120,8190
946,W-NCP,WNCP0946,2009,7,12.7,2.3,1919.6,720,86,1397.2,2877.7,small_spike,Fluvo-aquic soils,loam,15.7,32.4,107,7.8,240,150,135,8441
947,W-NCP,WNCP0947,2009,7,12.7,2.3,1919.6,720,86,1397.2,2877.7,small_spike,Fluvo-aquic soils,loam,15.1,29,96,7.6,210,150,120,8381
948,W-NCP,WNCP0948,2009,7,12.7,2.3,1919.6,720,86,1397.2,2877.7,small_spike,Fluvo-aquic soils,loam,15.7,34,100,7.6,210,150,120,8160
949,W-NCP,WNCP0949,2009,6.8,12.6,2.2,1891.9,692.3,86,1395.6,2861,small_spike,Fluvo-aquic soils,loam,15.8,28,92,7.6,210,150,120,6771
950,W-NCP,WNCP0950,2006,10.3,16,5.6,2357,805.8,199.6,1259.4,2733.7,medium_spike,Cinnamon soils,loam,17.2,27.9,115,8.3,150,90,90,9506
951,W-NCP,WNCP0951,2005,9.8,15.4,5.1,2314.6,783,156.5,1300.3,2808.2,medium_spike,Fluvo-aquic soils,loam,13.8,15.6,47,7.9,120,60,60,7410
952,W-NCP,WNCP0952,2006,10.7,16.4,5.9,2512.1,890.9,199.6,1279.5,2807.9,medium_spike,Fluvo-aquic soils,loam,13.4,13.9,93,7.8,150,90,90,7505
953,W-NCP,WNCP0953,2006,10.5,16.1,5.7,2412.4,831.2,199.6,1262.9,2751.6,medium_spike,Fluvo-aquic soils,loam,15.1,36,52,8.3,120,60,60,6125
954,W-NCP,WNCP0954,2006,10.4,16.1,5.6,2391.5,820.3,199.6,1259.4,2742.7,medium_spike,Fluvo-aquic soils,loam,12.9,16.9,76,7.4,120,60,60,8051
955,W-NCP,WNCP0955,2006,10.5,16.2,5.7,2433.1,841.9,199.6,1270.9,2766.2,medium_spike,Fluvo-aquic soils,loam,14.5,11.1,67,8.3,120,60,60,8103
956,W-NCP,WNCP0956,2005,9.9,15.5,5.2,2347.4,805.8,156.5,1305.5,2830.4,medium_spike,Fluvo-aquic soils,loam,12.5,3.8,67,7.9,120,60,60,4301
957,W-NCP,WNCP0957,2006,10.4,16.2,5.6,2409,827.8,195.1,1281.3,2760.4,medium_spike,Cinnamon soils,silt loam,16.5,29.6,87,8.5,150,90,90,9152
958,W-NCP,WNCP0958,2006,10.3,16,5.5,2335.6,794.4,199.6,1253.7,2717.2,medium_spike,Cinnamon soils,silt loam,16.2,8.8,100,8.3,180,120,120,8856
959,W-NCP,WNCP0959,2006,10.3,16,5.5,2351.7,800.5,199.6,1253.7,2721.6,medium_spike,Cinnamon soils,sandy loam,19.4,9.6,132,7.8,180,120,120,8715
960,W-NCP,WNCP0960,2007,10.1,15.2,6.2,2345.4,759.9,142.7,1105.6,2504.6,small_spike,Cinnamon soils,loam,24.1,10.4,92,8.2,210,120,120,4844
961,W-NCP,WNCP0961,2007,10.4,15.5,6.5,2439.3,833.8,142.7,1126.5,2572.1,small_spike,Cinnamon soils,loam,19.6,3.5,103,8.2,180,90,90,4583
962,W-NCP,WNCP0962,2007,9.8,14.9,5.9,2210.4,694.9,142.4,1063.6,2409,small_spike,Cinnamon soils,loam,30.1,15.5,217,8.1,210,120,120,4376
963,W-NCP,WNCP0963,2007,10.1,15.2,6.2,2326.2,760.7,142.7,1094,2485,small_spike,Cinnamon soils,loam,26,9.8,135,8.2,210,120,120,3594
964,W-NCP,WNCP0964,2007,9.3,14.2,5.1,2193.4,678.5,123.5,1297.3,2736.1,small_spike,Cinnamon soils,sandy loam,19.1,10.3,120,8.1,120,60,60,4253
965,W-NCP,WNCP0965,2007,9.5,15.1,4.8,2350,760.9,170.8,1100.7,2567,small_spike,Fluvo-aquic soils,loam,20.1,13.7,172,8.3,240,120,120,6647
966,W-NCP,WNCP0966,2007,9.6,15.1,4.9,2405.6,786.5,174.2,1100.7,2584.2,small_spike,Fluvo-aquic soils,loam,18.7,12.5,172,8.2,240,120,120,7728
967,W-NCP,WNCP0967,2007,9.6,15.1,4.9,2405.6,786.5,174.2,1100.7,2584.2,small_spike,Fluvo-aquic soils,loam,20.1,12.5,192,8.3,180,90,90,6897
968,W-NCP,WNCP0968,2007,9.5,15.1,4.8,2368.2,769.1,174.2,1100.7,2574.4,small_spike,Fluvo-aquic soils,loam,19.3,17.2,116,8.1,180,90,90,7497
969,W-NCP,WNCP0969,2007,9.4,15,4.7,2316.9,747.8,170.6,1100.7,2557.4,small_spike,Cinnamon soils,sandy loam,19.5,19,92,8.2,240,120,120,6776
970,W-NCP,WNCP0970,2007,9.6,15.1,4.9,2405.6,786.5,174.2,1100.7,2584.2,small_spike,Cinnamon soils,sandy loam,20.5,11.2,124,8.2,180,90,90,7221
971,W-NCP,WNCP0971,2007,9,14.6,4,2141,673.1,184.2,1404.6,2893.7,small_spike,Fluvo-aquic soils,loam,13.5,8.5,102,8.3,240,120,120,5520
972,W-NCP,WNCP0972,2007,8.9,14.4,3.8,2072,634.1,184.2,1375.3,2824.7,small_spike,Fluvo-aquic soils,loamy sand,13.5,8.5,102,8.3,240,120,120,4871
973,W-NCP,WNCP0973,2007,8.8,14.3,3.8,2040.4,622.5,184.2,1359,2796,small_spike,Fluvo-aquic soils,loamy sand,9.7,11.3,102,8.5,240,120,120,5382
974,W-NCP,WNCP0974,2007,8.8,14.4,3.8,2006.7,638.8,178.7,1351.4,2803.3,small_spike,Fluvo-aquic soils,loam,12.8,8.1,179,8.4,180,90,90,6788
975,W-NCP,WNCP0975,2007,8.8,14.4,3.8,1987,638.2,178.7,1338.5,2780.7,small_spike,Fluvo-aquic soils,loamy sand,13.7,9.6,120,8.4,180,90,90,4737
976,W-NCP,WNCP0976,2007,9.1,14.7,4,2166.6,688.7,184.2,1414.7,2917.2,small_spike,Fluvo-aquic soils,loamy sand,13.5,14.9,111,8.4,180,90,90,7127
977,W-NCP,WNCP0977,2007,9,14.6,4,2114,676.1,184.2,1386.4,2873.3,small_spike,Fluvo-aquic soils,loamy sand,12.2,12.8,129,8.4,240,120,120,5903
978,W-NCP,WNCP0978,2007,9,14.6,4,2120.8,672.9,184.2,1388.8,2872.4,small_spike,Fluvo-aquic soils,loamy sand,13.5,18.7,211,8.5,180,90,90,7473
979,W-NCP,WNCP0979,2006,10,15.7,5.5,2406.4,835.6,215,1232.7,2730.1,small_spike,Fluvo-aquic soils,loamy sand,16.8,77.9,202,8.2,150,90,90,7503
980,W-NCP,WNCP0980,2006,10,15.7,5.5,2404,833.2,215,1238.2,2733.3,small_spike,Fluvo-aquic soils,clay loam,12.4,29.8,216,8.1,120,60,60,5003
981,W-NCP,WNCP0981,2005,10,15.8,5.2,2504.7,853.8,130,1379.6,2961.2,small_spike,Fluvo-aquic soils,loam,11.6,6.4,64,7.9,120,60,60,4907
982,W-NCP,WNCP0982,2006,10.4,16.2,5.4,2433,838.9,155.6,1249.1,2735.8,small_spike,Fluvo-aquic soils,loam,13.6,18.9,147,7.7,180,120,120,9186
983,W-NCP,WNCP0983,2008,10.2,15.7,5.5,2414.4,794.7,144.5,1294.2,2713.3,small_spike,Fluvo-aquic soils,loam,14.2,19.7,111,8.5,210,90,90,6315
984,W-NCP,WNCP0984,2006,10.5,16.7,5.1,2527.2,891.2,150.5,1096.3,2561.2,small_spike,Fluvo-aquic soils,loam,13,35,127,8.5,180,120,120,8130
985,W-NCP,WNCP0985,2006,10.9,17.1,5.4,2686.7,980.7,150.5,1138.5,2660,small_spike,Fluvo-aquic soils,clay,18.8,37.4,124,8.5,120,60,60,6705
986,W-NCP,WNCP0986,2006,10.5,16.7,5.1,2534.5,888.5,150.5,1104.4,2564.6,small_spike,Fluvo-aquic soils,sandy loam,19.8,19.3,123,8.4,150,90,90,6639
987,W-NCP,WNCP0987,2006,9.8,16,4.3,2171.5,725.5,148.8,1036.2,2391.5,small_spike,Fluvo-aquic soils,loam,16.2,12.2,150,8.3,120,60,60,6884
988,W-NCP,WNCP0988,2007,9.3,15.4,4,2283.4,717.6,157.7,1267.5,2778,medium_spike,Fluvo-aquic soils,loamy sand,18.7,16.5,127,8.2,240,120,120,9045
989,W-NCP,WNCP0989,2007,9.3,15.4,4,2283.4,717.6,157.7,1267.5,2778,medium_spike,Fluvo-aquic soils,loamy sand,14.8,15.5,126,8.2,240,120,120,9135
990,W-NCP,WNCP0990,2007,9.3,15.4,4,2283.4,717.6,157.7,1267.5,2778,medium_spike,Fluvo-aquic soils,loamy sand,15.4,13.6,113,8.2,240,120,120,8895
991,W-NCP,WNCP0991,2007,9.3,15.4,4,2283.4,717.6,157.7,1267.5,2778,medium_spike,Fluvo-aquic soils,loamy sand,26.4,32.4,153,8.3,180,90,90,9390
992,W-NCP,WNCP0992,2007,9.3,15.4,4,2283.4,717.6,157.7,1267.5,2778,medium_spike,Fluvo-aquic soils,sandy loam,20.2,27.8,148,8.2,180,90,90,7815
993,W-NCP,WNCP0993,2007,9.3,15.4,4,2283.4,717.6,157.7,1267.5,2778,medium_spike,Fluvo-aquic soils,loamy sand,19.2,26.4,116,8.2,180,90,90,7485
994,W-NCP,WNCP0994,2007,9.3,15.4,4,2283.4,717.6,157.7,1267.5,2778,medium_spike,Fluvo-aquic soils,loam,12.8,19.5,72,8.5,240,120,120,7875
995,W-NCP,WNCP0995,2007,9.7,15.9,4.4,2457.3,821.5,159,1322.2,2917.4,medium_spike,Fluvo-aquic soils,loam,11,20.2,68,8.2,240,120,120,8010
996,W-NCP,WNCP0996,2006,11.4,16.8,7,2666.5,972.4,182.3,1289.8,2749.4,small_spike,Fluvo-aquic soils,loam,20.4,12.2,148,7.9,150,90,90,6809
997,W-NCP,WNCP0997,2006,11.5,16.9,7.1,2732.5,1008.4,183.7,1297.5,2789.8,small_spike,Fluvo-aquic soils,loam,21,27,132,8.4,120,60,60,7451
998,W-NCP,WNCP0998,2005,9.5,15.4,4.5,2107,673.3,154.9,1199.1,2577,small_spike,Cinnamon soils,loam,13.2,5.3,75,8,150,90,90,6876
999,W-NCP,WNCP0999,2008,10.1,16.3,5.2,2491.4,832,204.2,1359.6,2881.7,small_spike,Fluvo-aquic soils,loamy sand,16.7,12.2,147,8.2,180,120,120,7725
1000,W-NCP,WNCP1000,2006,9,15.1,3.7,2138.7,709.6,183.4,1026,2423.5,small_spike,Fluvo-aquic soils,loam,13.5,55.5,55,7.8,180,90,120,5054
1001,W-NCP,WNCP1001,2005,8.5,14.8,3,2086.8,691.3,88.7,1138.7,2573.8,small_spike,Fluvo-aquic soils,clay,15.7,15.4,89,8.1,150,90,90,6681
1002,W-NCP,WNCP1002,2006,9.3,15.4,4,2239.3,770.2,183.4,1053.7,2497.3,small_spike,Fluvo-aquic soils,loam,24.2,17.6,116,7.9,180,90,120,6861
1003,W-NCP,WNCP1003,2005,8.7,15,3.2,2244.6,729.1,98.6,1200.7,2691.1,small_spike,Fluvo-aquic soils,loam,13.9,11.4,58,8.1,150,90,90,6840
1004,W-NCP,WNCP1004,2005,8.2,14.5,2.7,1990.6,625.1,88.7,1110,2499.5,medium_spike,Fluvo-aquic soils,loam,6.3,3.7,67,8.2,180,120,120,5981
1005,W-NCP,WNCP1005,2005,8.7,15.1,3.2,2189.4,743.9,88.9,1172.7,2658.8,small_spike,Fluvo-aquic soils,loam,14.8,21.5,64,8.1,180,120,120,6900
1006,W-NCP,WNCP1006,2006,8.9,15,3.6,2104.8,695.7,183.4,1031.7,2427.9,small_spike,Fluvo-aquic soils,loam,19.7,10.7,78,7.8,180,90,120,6447
1007,W-NCP,WNCP1007,2005,8,14.4,2.8,1917.4,596.8,75.9,1213.2,2628.8,small_spike,Fluvo-aquic soils,loamy sand,11.8,10.2,98,8.3,150,90,90,5817
1008,W-NCP,WNCP1008,2006,9.3,15.5,4.1,2254.2,755.1,163.9,1219.9,2705.5,small_spike,Fluvo-aquic soils,loam,11.3,21.1,59,8.4,180,120,120,8100
1009,W-NCP,WNCP1009,2005,8,14.3,2.8,1918.6,578.4,82.2,1219.3,2634.3,small_spike,Fluvo-aquic soils,loamy sand,11.2,16.3,66,8.3,180,120,120,6584
1010,W-NCP,WNCP1010,2005,7.8,14.2,2.7,1882.9,552.7,82.2,1204,2599.4,small_spike,Fluvo-aquic soils,loamy sand,11.4,18,82,8.3,120,60,60,6017
1011,W-NCP,WNCP1011,2005,8.1,14.5,2.9,1993.7,603.5,82.2,1245.5,2688.3,small_spike,Fluvo-aquic soils,loam,9.9,11.2,53,8.2,120,60,60,5318
1012,W-NCP,WNCP1012,2006,9,15.3,3.9,2150.2,701.1,163.9,1199.2,2653.5,small_spike,Fluvo-aquic soils,loam,11.1,7,48,8.5,120,60,60,7887
1013,W-NCP,WNCP1013,2007,8.7,15.1,3.5,2233.4,761.9,134.9,1460.4,3022.8,medium_spike,Fluvo-aquic soils,silt loam,30.2,68.3,164,7.7,180,120,120,8201
1014,W-NCP,WNCP1014,2007,8.1,14.5,3.1,2045.8,634.3,146,1375.5,2831.8,medium_spike,Cinnamon soils,loam,25.3,24.4,107,7.8,180,120,120,8643
1015,W-NCP,WNCP1015,2007,8.4,14.8,3.3,2135,693.5,135.8,1425.2,2938.6,medium_spike,Cinnamon soils,loam,19.1,33.4,120,7.9,150,90,90,5843
1016,W-NCP,WNCP1016,2007,8.4,14.8,3.3,2132.2,700.7,134.3,1434.4,2951.6,medium_spike,Fluvo-aquic soils,loam,21.5,13.8,104,7.7,180,120,120,8796
1017,W-NCP,WNCP1017,2007,8.5,14.9,3.3,2150.6,719.1,134.9,1434.5,2962.1,medium_spike,Cinnamon soils,loam,21.5,16.7,118,7.9,150,90,90,6548
1018,W-NCP,WNCP1018,2007,8.4,14.8,3.2,2104.8,693.3,134.3,1422.1,2927.5,medium_spike,Fluvo-aquic soils,loamy sand,22.1,31.7,96,7.6,180,120,120,7953
1019,W-NCP,WNCP1019,2007,9.8,15,5.3,2417,840.6,163.4,1334.5,2861.7,small_spike,Cinnamon soils,loam,14.7,25.6,116,7.6,240,120,120,9068
1020,W-NCP,WNCP1020,2007,9.8,15,5.5,2473.8,847.4,168.8,1322.4,2862.8,small_spike,Cinnamon soils,loam,14.5,8.8,128,7.9,270,90,90,6969
1021,W-NCP,WNCP1021,2007,9.8,15,5.5,2473.8,847.4,168.8,1322.4,2862.8,small_spike,Cinnamon soils,sandy loam,11.8,10.1,102,7.7,240,120,120,7955
1022,W-NCP,WNCP1022,2007,9.7,14.8,5.3,2406.4,810,168.5,1302.7,2809,small_spike,Cinnamon soils,loam,16.3,6.6,112,7.8,240,120,120,7953
1023,W-NCP,WNCP1023,2007,9.8,14.9,5.4,2452.2,835.8,168.5,1322.4,2855.3,small_spike,Cinnamon soils,loam,13.9,10.9,121,7.8,240,120,120,7625
1024,W-NCP,WNCP1024,2007,9.7,14.9,5.3,2428.2,821.8,168.5,1313.2,2833.2,small_spike,Cinnamon soils,loam,12.6,17.3,126,7.8,240,120,120,7343
1025,W-NCP,WNCP1025,2007,10,15.1,5.6,2529.7,883.3,168.8,1343.1,2910.7,small_spike,Cinnamon soils,loam,13.3,7.8,154,7.9,240,120,120,8306
1026,W-NCP,WNCP1026,2005,8,14.4,2.9,2039,656.9,83.3,1316,2820.2,medium_spike,Fluvo-aquic soils,sandy loam,11.3,16.1,78,8.2,150,90,90,5595
1027,W-NCP,WNCP1027,2005,8,14.4,2.9,2039,656.9,83.3,1316,2820.2,medium_spike,Fluvo-aquic soils,loam,10.7,15.4,64,8.2,150,90,90,6300
1028,W-NCP,WNCP1028,2006,9.3,15.5,4.1,2364.4,858.7,179.9,1231.7,2785.3,small_spike,Fluvo-aquic soils,sandy loam,11.5,22.2,98,8.3,150,90,90,7551
1029,W-NCP,WNCP1029,2006,8.4,14.6,3.4,2055.4,679.7,179.9,1140.8,2562.5,small_spike,Fluvo-aquic soils,loam,13.2,16.1,89,8.3,180,120,120,8346
1030,W-NCP,WNCP1030,2006,8.7,14.9,3.7,2165.1,739.4,179.9,1172,2638.5,small_spike,Fluvo-aquic soils,loam,11.8,8.1,67,8.3,150,90,90,7986
1031,W-NCP,WNCP1031,2005,7.8,14.2,2.8,1991.7,619.6,83.3,1290.6,2762.8,medium_spike,Fluvo-aquic soils,loam,13,9.2,58,8.2,150,90,90,6459
1032,W-NCP,WNCP1032,2006,8.7,14.9,3.6,2131.2,725.5,179.9,1166.4,2628.4,small_spike,Fluvo-aquic soils,loam,12.8,10.9,93,8.3,150,90,90,9305
1033,W-NCP,WNCP1033,2006,8.8,15,3.7,2190.2,754.5,179.9,1181.7,2661.4,small_spike,Fluvo-aquic soils,loam,12.9,12.7,51,8.2,150,90,90,7200
1034,W-NCP,WNCP1034,2005,7.9,14.3,2.8,2007.5,625.4,83.3,1300.1,2778.8,medium_spike,Fluvo-aquic soils,loam,15,7.4,177,8.1,180,120,120,5936
1035,W-NCP,WNCP1035,2006,9.3,15.6,4.2,2378.2,872.5,180.9,1217.4,2776.3,medium_spike,Fluvo-aquic soils,loam,16,19.1,70,8.1,180,120,120,9444
1036,W-NCP,WNCP1036,2005,7.9,14.3,2.8,2007.5,625.4,83.3,1300.1,2778.8,medium_spike,Fluvo-aquic soils,loam,16.2,5.8,65,8.2,180,120,120,6705
1037,W-NCP,WNCP1037,2005,9.4,15,4.9,2160.6,686,224.2,1021.4,2408.6,small_spike,Lime concretion fluvo-aquic soils,clay,23.2,10.4,111,7.9,180,120,120,7304
1038,W-NCP,WNCP1038,2005,9.9,15.5,5.3,2328.2,793.6,224.3,1036.9,2489.6,small_spike,Fluvo-aquic soils,loam,14.7,20.4,107,7.9,180,120,120,7961
1039,W-NCP,WNCP1039,2005,9.7,15.4,5.1,2280.3,755.7,224.2,1056.2,2495.6,small_spike,Lime concretion fluvo-aquic soils,loam,16.4,8.7,98,7.9,180,120,120,7076
1040,W-NCP,WNCP1040,2006,11,16.6,6.6,2551.7,893.9,228.2,948.5,2359.4,small_spike,Fluvo-aquic soils,loam,13.3,12.8,92,8.1,240,90,90,7967
1041,W-NCP,WNCP1041,2006,11,16.5,6.6,2565.3,887.5,228.2,942.5,2343.1,small_spike,Cinnamon soils,loam,16.2,9.1,75,8,120,60,60,6012
1042,W-NCP,WNCP1042,2006,10.2,16.5,4.9,2410.3,818.4,228.8,1102.6,2588.3,small_spike,Fluvo-aquic soils,loam,11.2,19.8,109,8.4,210,120,90,6768
1043,W-NCP,WNCP1043,2007,9.4,15.6,4,2336.9,752.4,199.3,1215.2,2781.4,small_spike,Fluvo-aquic soils,loam,11.8,17.5,126,8.3,210,120,90,7805
1044,W-NCP,WNCP1044,2007,9.4,15.6,4.1,2363.7,759.2,212.9,1215.2,2790.8,small_spike,Fluvo-aquic soils,loam,9.4,13.4,93,8.2,210,120,90,7778
1045,W-NCP,WNCP1045,2006,10.2,16.5,4.9,2410.3,818.4,228.8,1102.6,2588.3,small_spike,Fluvo-aquic soils,loamy sand,15.6,17.9,124,8,210,120,90,5483
1046,W-NCP,WNCP1046,2006,10.6,17,5.2,2619.1,917.2,231.3,1162.4,2705.1,small_spike,Fluvo-aquic soils,loam,11.3,24.3,148,8.1,210,120,90,7001
1047,W-NCP,WNCP1047,2006,10.4,16.8,5.1,2511.1,869.2,228.8,1135.8,2654.5,small_spike,Lime concretion fluvo-aquic soils,clay,10.8,16.8,124,8.1,210,120,90,7349
