Sort,Crop,NO,Year,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
385,W-NCP,WNCP0385,2009,7.6,13.6,2.5,2191.7,869.3,125,1284,2816.6,small_spike,Fluvo-aquic soils,loam,16,9.1,171,8.2,225,150,150,7884
386,W-NCP,WNCP0386,2008,9.4,15.9,3.9,2436.8,881.3,106.8,1594.4,3303,small_spike,Cinnamon soils,loam,12.7,19.9,90,8.7,225,150,150,8160
387,W-NCP,WNCP0387,2008,9.4,15.9,3.9,2436.8,881.3,106.8,1594.4,3303,small_spike,Cinnamon soils,loam,15.1,10.9,80,8.3,180,150,120,6120
388,W-NCP,WNCP0388,2008,9.4,15.9,3.9,2436.8,881.3,106.8,1594.4,3303,small_spike,Cinnamon soils,loamy sand,21.5,23.6,110,8.1,225,150,150,7485
389,W-NCP,WNCP0389,2008,9.4,15.9,3.9,2436.8,881.3,106.8,1594.4,3303,small_spike,Cinnamon soils,loam,18.1,8.4,60,8.3,180,150,120,5685
390,W-NCP,WNCP0390,2008,9.4,15.9,3.9,2436.8,881.3,106.8,1594.4,3303,small_spike,Fluvo-aquic soils,loam,16.3,14.4,70,8.5,180,150,120,8160
391,W-NCP,WNCP0391,2008,9.4,15.9,3.9,2436.8,881.3,106.8,1594.4,3303,small_spike,Fluvo-aquic soils,loam,10.1,8.3,70,8.2,180,150,120,7365
392,W-NCP,WNCP0392,2008,9.4,15.9,3.9,2436.8,881.3,106.8,1594.4,3303,small_spike,Fluvo-aquic soils,loam,11.2,21,90,7.6,180,150,120,7050
393,W-NCP,WNCP0393,2008,9.6,16.2,4.1,2501.3,945.8,112.2,1622.1,3364.2,small_spike,Fluvo-aquic soils,loam,14.5,12.9,80,8.7,225,150,150,8580
394,W-NCP,WNCP0394,2009,7.3,12.9,2.6,2026.6,758.2,93.6,1336,2977.9,small_spike,Cinnamon soils,loam,10.9,11.2,56,7.6,180,150,120,6210
395,W-NCP,WNCP0395,2009,7.5,13.2,2.8,2101,802.6,94.4,1359.9,3040.3,small_spike,Fluvo-aquic soils,loam,19.9,22.3,110,8.3,180,150,120,6360
396,W-NCP,WNCP0396,2009,7.2,12.8,2.6,1998.6,740.2,93.6,1327.9,2960.3,small_spike,Cinnamon soils,loam,12.7,19.9,90,8.7,225,150,150,7860
397,W-NCP,WNCP0397,2009,7.6,13.3,2.9,2132.5,824.1,94.4,1367.9,3062.5,small_spike,Cinnamon soils,loam,19.5,14.6,100,8.1,180,150,120,6255
398,W-NCP,WNCP0398,2009,7.4,13.1,2.8,2085,796.6,94.4,1357.1,3029.2,small_spike,Cinnamon soils,loamy sand,21.5,23.6,110,8.1,180,150,120,6645
399,W-NCP,WNCP0399,2009,7.4,13.1,2.8,2085,796.6,94.4,1357.1,3029.2,small_spike,Cinnamon soils,loam,18.1,8.4,60,8.3,180,150,120,7005
400,W-NCP,WNCP0400,2009,7.5,13.2,2.9,2116.5,818.1,94.4,1365.1,3051.4,small_spike,Fluvo-aquic soils,loam,16.3,14.4,70,8.5,180,150,120,8160
401,W-NCP,WNCP0401,2005,7.7,14.6,1.4,2141.5,692.3,96.9,1490.8,3033.7,small_spike,Cinnamon soils,loamy sand,20.9,44.9,142,7.7,225,150,150,7545
402,W-NCP,WNCP0402,2005,7.7,14.6,1.4,2141.5,692.3,96.9,1490.8,3033.7,small_spike,Cinnamon soils,loamy sand,21.5,45.3,94,7.5,180,150,120,6870
403,W-NCP,WNCP0403,2005,7.7,14.6,1.4,2141.5,692.3,96.9,1490.8,3033.7,small_spike,Cinnamon soils,loamy sand,16.5,23.9,90,7.6,225,150,150,7530
404,W-NCP,WNCP0404,2005,7.7,14.6,1.4,2141.5,692.3,96.9,1490.8,3033.7,small_spike,Cinnamon soils,loamy sand,10.1,29.8,101,7.4,225,150,150,7425
405,W-NCP,WNCP0405,2005,7.7,14.6,1.4,2141.5,692.3,96.9,1490.8,3033.7,small_spike,Cinnamon soils,loamy sand,18.5,32.3,123,7.3,225,150,150,8250
406,W-NCP,WNCP0406,2005,7.7,14.6,1.4,2141.5,692.3,96.9,1490.8,3033.7,small_spike,Cinnamon soils,loamy sand,14.9,27.2,123,7.4,225,150,150,7470
407,W-NCP,WNCP0407,2005,7.7,14.6,1.4,2141.5,692.3,96.9,1490.8,3033.7,small_spike,Cinnamon soils,loamy sand,10.6,17.4,91,7.5,180,150,120,6795
408,W-NCP,WNCP0408,2005,7.7,14.6,1.4,2141.5,692.3,96.9,1490.8,3033.7,small_spike,Cinnamon soils,loam,18.7,25.4,117,7.3,225,150,150,7470
409,W-NCP,WNCP0409,2005,7.7,14.6,1.4,2141.5,692.3,96.9,1490.8,3033.7,small_spike,Cinnamon soils,sandy clay loam,10.8,33.4,110,7.7,180,150,120,6930
410,W-NCP,WNCP0410,2006,8.4,15.4,2.1,2225.9,801.5,131.9,1423.9,2976.9,small_spike,Cinnamon soils,loamy sand,11.5,34.9,79,7.5,225,150,150,8358
411,W-NCP,WNCP0411,2006,8.4,15.4,2.1,2225.9,801.5,131.9,1423.9,2976.9,small_spike,Cinnamon soils,loamy sand,11.2,18.2,117,7.3,180,150,120,8225
412,W-NCP,WNCP0412,2007,7.4,14.1,1.5,2019.2,632,137.6,1403,2889.4,small_spike,Cinnamon soils,loam,22.3,17.2,188,7.2,225,150,150,9051
413,W-NCP,WNCP0413,2007,7.4,14.1,1.5,2019.2,632,137.6,1403,2889.4,small_spike,Cinnamon soils,loam,18.7,25.4,117,7.3,225,150,150,8093
414,W-NCP,WNCP0414,2007,7.4,14.1,1.5,2019.2,632,137.6,1403,2889.4,small_spike,Cinnamon soils,loamy sand,16.5,23.9,90,7.6,225,150,150,7529
415,W-NCP,WNCP0415,2007,7.4,14.1,1.5,2019.2,632,137.6,1403,2889.4,small_spike,Cinnamon soils,loamy sand,17.2,29.8,113,7.4,180,150,120,8891
416,W-NCP,WNCP0416,2007,7.4,14.1,1.5,2019.2,632,137.6,1403,2889.4,small_spike,Cinnamon soils,loamy sand,10.6,17.4,91,7.5,180,150,120,7359
417,W-NCP,WNCP0417,2008,8,15.2,1.3,2136,744.4,128.7,1584.7,3095.4,small_spike,Cinnamon soils,loamy sand,20.9,54.6,239,7.3,225,150,150,8103
418,W-NCP,WNCP0418,2008,8,15.2,1.3,2136,744.4,128.7,1584.7,3095.4,small_spike,Cinnamon soils,loam,22.3,17.2,188,7.2,225,150,150,8891
419,W-NCP,WNCP0419,2008,8,15.2,1.3,2136,744.4,128.7,1584.7,3095.4,small_spike,Cinnamon soils,loamy sand,18.3,46.1,106,7.4,225,150,150,8093
420,W-NCP,WNCP0420,2008,8,15.2,1.3,2136,744.4,128.7,1584.7,3095.4,small_spike,Cinnamon soils,loamy sand,16.5,23.9,90,7.6,180,150,120,9690
421,W-NCP,WNCP0421,2008,8,15.2,1.3,2136,744.4,128.7,1584.7,3095.4,small_spike,Cinnamon soils,loamy sand,15,22.5,160,7.3,180,150,120,8324
422,W-NCP,WNCP0422,2008,8,15.2,1.3,2136,744.4,128.7,1584.7,3095.4,small_spike,Cinnamon soils,loamy sand,20.6,17.6,117,7.5,180,150,120,8345
423,W-NCP,WNCP0423,2008,8,15.2,1.3,2136,744.4,128.7,1584.7,3095.4,small_spike,Cinnamon soils,loamy sand,12.2,16.8,79,7.3,180,150,120,8841
424,W-NCP,WNCP0424,2009,6.6,12.8,1,2027.1,738.9,115.4,1475,3051.2,small_spike,Cinnamon soils,loamy sand,17.1,16.7,82,7.1,225,150,150,7154
425,W-NCP,WNCP0425,2009,6.6,12.9,1,2042.4,754.2,115.4,1473.9,3055.3,small_spike,Cinnamon soils,loamy sand,19,16.1,108,7.2,225,150,150,7053
426,W-NCP,WNCP0426,2009,6.5,12.7,0.9,1978.1,719.9,115.4,1446.2,3000.7,small_spike,Cinnamon soils,loamy sand,12.3,10.5,48,6.9,180,150,120,7044
427,W-NCP,WNCP0427,2009,6.5,12.8,0.9,2010.7,732.5,115.4,1465.1,3033.9,small_spike,Cinnamon soils,loamy sand,13.1,10.3,75,7.2,180,150,120,6443
428,W-NCP,WNCP0428,2009,6.5,12.8,0.9,2010.7,732.5,115.4,1465.1,3033.9,small_spike,Cinnamon soils,loamy sand,14.3,27.3,64,7,180,150,120,6644
429,W-NCP,WNCP0429,2007,8,14.4,2.2,2129.3,718.5,146.5,1699.7,3285.8,small_spike,Cinnamon soils,loamy sand,14.5,15,50,8,225,150,150,7478
430,W-NCP,WNCP0430,2007,8,14.4,2.2,2129.3,718.5,146.5,1699.7,3285.8,small_spike,Fluvo-aquic soils,loamy sand,21.4,30,179,8,225,150,150,6503
431,W-NCP,WNCP0431,2007,8,14.4,2.2,2129.3,718.5,146.5,1699.7,3285.8,small_spike,Fluvo-aquic soils,loam,26.5,34,74,8.1,225,150,150,6456
432,W-NCP,WNCP0432,2007,8,14.4,2.2,2129.3,718.5,146.5,1699.7,3285.8,small_spike,Fluvo-aquic soils,loam,23.8,16,142,8.1,225,150,150,6375
433,W-NCP,WNCP0433,2008,8.4,15.4,2,2198.2,765.6,143.3,1906.9,3462.9,small_spike,Fluvo-aquic soils,loamy sand,21.4,51,179,8,225,60,150,6945
434,W-NCP,WNCP0434,2009,6.9,12.9,1.3,2004.9,756.9,98.8,1545.9,3127.6,small_spike,Fluvo-aquic soils,loamy sand,21.4,51,179,8,225,60,150,6975
435,W-NCP,WNCP0435,2009,7.1,13.1,1.5,2070.5,792.5,100.1,1565,3177.2,small_spike,Fluvo-aquic soils,loam,23.8,16,142,8.1,180,60,120,6461
436,W-NCP,WNCP0436,2009,6.5,12.5,0.9,1857.5,669.5,98.8,1487.9,3003.8,medium_spike,Cinnamon soils,loamy sand,17.4,13,105,8.1,180,60,120,6168
437,W-NCP,WNCP0437,2007,8.6,14.7,3.9,2209.3,802.1,159.3,1498.2,3010.4,small_spike,Fluvo-aquic soils,loam,20.6,39.2,110,8.1,180,150,120,5520
438,W-NCP,WNCP0438,2007,8.7,14.8,3.9,2238.3,811.1,159.3,1517.1,3041.1,small_spike,Fluvo-aquic soils,loam,18.4,24.1,90,8,225,150,150,7050
439,W-NCP,WNCP0439,2007,8.7,14.8,4,2251.5,814.3,159.3,1527,3057.1,small_spike,Fluvo-aquic soils,loam,14.8,29,180,8.2,225,150,150,7185
440,W-NCP,WNCP0440,2007,8.1,14.1,3.4,2001,683.8,155.8,1422.9,2837.9,small_spike,Fluvo-aquic soils,loam,13.2,38.6,50,8.2,180,150,120,5550
441,W-NCP,WNCP0441,2007,8.3,14.4,3.6,2103.6,736.4,155.8,1471.1,2937.6,small_spike,Fluvo-aquic soils,loamy sand,12.7,32.9,100,8.1,180,150,120,4860
442,W-NCP,WNCP0442,2007,8.7,14.8,4,2251.5,814.3,159.3,1527,3057.1,small_spike,Fluvo-aquic soils,loam,10.2,19.2,90,8,225,150,150,7200
443,W-NCP,WNCP0443,2007,8.3,14.4,3.6,2093.2,726,155.8,1470.4,2929.7,small_spike,Fluvo-aquic soils,loamy sand,12.7,35,100,8.1,180,150,120,5070
444,W-NCP,WNCP0444,2007,8.2,14.4,3.5,2081.5,714.3,155.8,1470.8,2923.1,small_spike,Fluvo-aquic soils,loam,11.5,19.7,70,8.1,180,150,120,5025
445,W-NCP,WNCP0445,2008,8.5,14.6,3.8,2172,764.8,155.8,1507.7,3004.2,small_spike,Fluvo-aquic soils,loam,18.7,17.6,150,8,180,150,120,6795
446,W-NCP,WNCP0446,2008,8.6,14.8,3.9,2223.6,796.4,155.8,1527,3049.6,small_spike,Fluvo-aquic soils,sandy loam,19.2,29.4,140,8,225,150,150,6885
447,W-NCP,WNCP0447,2008,8.5,14.6,3.8,2172,764.8,155.8,1507.7,3004.2,small_spike,Fluvo-aquic soils,loam,20.5,41.1,120,8,180,150,120,8355
448,W-NCP,WNCP0448,2008,8.5,14.6,3.8,2172,764.8,155.8,1507.7,3004.2,small_spike,Fluvo-aquic soils,loam,17.8,36.4,150,8.1,180,150,120,5460
449,W-NCP,WNCP0449,2008,8.5,14.6,3.8,2172,764.8,155.8,1507.7,3004.2,small_spike,Fluvo-aquic soils,loam,19.4,25.9,130,8,180,150,120,6285
450,W-NCP,WNCP0450,2008,8.6,14.8,3.9,2223.6,796.4,155.8,1527,3049.6,small_spike,Fluvo-aquic soils,loam,18.6,30.8,150,8,225,150,150,7650
451,W-NCP,WNCP0451,2008,8.5,14.6,3.8,2172,764.8,155.8,1507.7,3004.2,small_spike,Fluvo-aquic soils,loam,20,18.2,110,8,180,150,120,5355
452,W-NCP,WNCP0452,2008,8.5,14.6,3.8,2172,764.8,155.8,1507.7,3004.2,small_spike,Fluvo-aquic soils,loamy sand,10.8,43,60,8.1,180,150,120,4680
453,W-NCP,WNCP0453,2008,8.5,14.6,3.8,2172,764.8,155.8,1507.7,3004.2,small_spike,Fluvo-aquic soils,loam,13.8,19.5,100,7.9,180,150,120,7455
454,W-NCP,WNCP0454,2009,7,12.3,2.6,1917.9,711.2,126.5,1367.9,2836.1,small_spike,Fluvo-aquic soils,sandy loam,17.8,23.5,140,8,225,150,150,6375
455,W-NCP,WNCP0455,2009,7.1,12.4,2.7,1940.7,724,126.5,1379,2861.1,small_spike,Fluvo-aquic soils,loam,16.7,20.4,130,8.1,180,150,120,5415
456,W-NCP,WNCP0456,2009,6.7,12,2.3,1805.8,649.1,126.3,1336.1,2755.2,small_spike,Fluvo-aquic soils,loamy sand,13.1,19.6,60,8.1,135,60,90,3656
457,W-NCP,WNCP0457,2009,7.4,12.6,2.9,2053.4,766.7,126.5,1393.4,2904.3,small_spike,Fluvo-aquic soils,loam,15.3,25.6,230,8.1,180,150,120,5552
458,W-NCP,WNCP0458,2009,6.7,12.1,2.3,1821.9,655.2,126.3,1345.6,2771,small_spike,Fluvo-aquic soils,loam,16.7,11.3,100,8,180,150,120,5535
459,W-NCP,WNCP0459,2009,7.2,12.5,2.8,1962.2,745.5,126.5,1377.4,2872.4,small_spike,Fluvo-aquic soils,loam,12.1,19.6,70,8.1,180,150,120,5625
460,W-NCP,WNCP0460,2009,7,12.3,2.6,1917.9,711.2,126.5,1367.9,2836.1,small_spike,Fluvo-aquic soils,loam,18.9,23,190,8,225,150,150,8394
461,W-NCP,WNCP0461,2009,7,12.3,2.6,1901.8,705.1,126.5,1358.4,2820.3,small_spike,Fluvo-aquic soils,loam,11.8,18.9,110,8.2,135,60,90,4598
462,W-NCP,WNCP0462,2006,10.9,16.6,6.1,2810.9,1110.9,135.5,1365.4,2931,small_spike,Cinnamon soils,loam,25.9,7.2,97,8.2,75,60,45,2517
463,W-NCP,WNCP0463,2006,10.8,16.5,6,2745.6,1085.6,135.3,1353.8,2904.7,small_spike,Cinnamon soils,sandy loam,18.6,10.9,50,7.8,150,105,105,6327
464,W-NCP,WNCP0464,2006,10.2,15.9,5.4,2502.3,932.3,125.1,1302.9,2743.2,small_spike,Cinnamon soils,sandy loam,15.2,10.5,62,7.9,120,90,90,6327
465,W-NCP,WNCP0465,2008,9.4,16.7,3.6,2517.4,877.6,162.9,1730.2,3377.1,medium_spike,Cinnamon soils,loam,13.7,12.1,122,7.8,165,90,60,5034
466,W-NCP,WNCP0466,2008,9.3,16.7,3.5,2461.9,862.1,145.1,1716.1,3345.2,small_spike,Cinnamon soils,loam,19.5,12.9,152,7.6,165,90,60,4506
467,W-NCP,WNCP0467,2008,9,16.3,3.2,2316.9,787.1,143,1661.8,3220.9,small_spike,Cinnamon soils,loam,16.3,15.3,122,7.9,165,90,60,5184
468,W-NCP,WNCP0468,2008,9.3,16.7,3.5,2440.9,861.1,144.8,1707.2,3330.4,small_spike,Cinnamon soils,loam,21.1,18.9,122,7.5,195,120,90,4545
469,W-NCP,WNCP0469,2008,9.5,16.8,3.6,2505.5,895.7,158.7,1721.5,3370.9,small_spike,Cinnamon soils,sandy loam,20.6,10.5,102,8.3,165,90,60,4634
470,W-NCP,WNCP0470,2007,8,14.2,2.5,2018.2,657.7,167.5,1359.8,2856,small_spike,Cinnamon soils,clay,10.4,18.2,176,8.3,180,150,120,7728
471,W-NCP,WNCP0471,2008,8.6,15.4,2.9,2122.3,726,140.6,1436.2,2951.1,small_spike,Cinnamon soils,loamy sand,12.9,21.3,201,8.4,225,150,150,6233
472,W-NCP,WNCP0472,2005,8.4,14.8,3.5,2102.6,695.6,115.9,1440.9,2931.5,small_spike,Fluvo-aquic soils,clay,12.5,35.9,215,8.1,225,150,150,8171
473,W-NCP,WNCP0473,2005,8.3,14.8,3.3,2036.2,688.6,113.5,1420.5,2890,small_spike,Cinnamon soils,loam,12.3,6,110,7.9,225,150,150,6618
474,W-NCP,WNCP0474,2006,9.5,15.8,4.3,2357.6,851.1,137.8,1416.9,2949.8,small_spike,Fluvo-aquic soils,loam,8.2,30.8,220,7.9,225,60,150,6762
475,W-NCP,WNCP0475,2006,9.5,15.8,4.3,2357.6,851.1,137.8,1416.9,2949.8,small_spike,Cinnamon soils,loamy sand,10,8.2,80,7.9,180,150,120,6440
476,W-NCP,WNCP0476,2007,8.5,14.5,3.6,2197.1,700.7,160.1,1412,2970.3,small_spike,Fluvo-aquic soils,clay,12.5,35.9,215,8.1,225,150,150,7407
477,W-NCP,WNCP0477,2007,8.4,14.5,3.5,2172.7,696.3,154,1412,2961,small_spike,Cinnamon soils,loam,12.3,6,110,7.9,225,150,150,7017
478,W-NCP,WNCP0478,2007,8.2,13.8,3.4,2046.5,657.4,161.2,1239.6,2693.9,small_spike,Fluvo-aquic soils,loam,10.6,14.2,158,7.1,225,150,150,7839
479,W-NCP,WNCP0479,2008,8.9,15.3,3.6,2246,743.5,225.7,1422.5,2903.6,small_spike,Fluvo-aquic soils,loam,10.2,13.8,152,7.4,225,150,150,7448
480,W-NCP,WNCP0480,2008,8.9,15.3,3.6,2246,743.5,225.7,1422.5,2903.6,small_spike,Fluvo-aquic soils,loam,12.8,15.5,158,7.4,180,150,120,6032
481,W-NCP,WNCP0481,2008,8.9,15.3,3.6,2246,743.5,225.7,1422.5,2903.6,small_spike,Fluvo-aquic soils,loam,11.5,10.6,157,7.3,180,150,120,5903
482,W-NCP,WNCP0482,2008,8.9,15.3,3.6,2246,743.5,225.7,1422.5,2903.6,small_spike,Fluvo-aquic soils,loam,12.5,11.4,127,7.4,180,150,120,6032
483,W-NCP,WNCP0483,2007,8.3,13.9,3.4,2072.4,673.3,161.2,1249.8,2717.6,small_spike,Fluvo-aquic soils,loam,12.6,15.4,132,7.5,225,150,150,7593
484,W-NCP,WNCP0484,2007,8.3,13.9,3.4,2072.4,673.3,161.2,1249.8,2717.6,small_spike,Fluvo-aquic soils,loam,10,11.8,201,7.2,225,150,150,8294
485,W-NCP,WNCP0485,2008,8.9,15.3,3.6,2246,743.5,225.7,1422.5,2903.6,small_spike,Fluvo-aquic soils,loam,12.2,15,127,7.3,225,150,150,7214
486,W-NCP,WNCP0486,2008,8.9,15.3,3.6,2246,743.5,225.7,1422.5,2903.6,small_spike,Fluvo-aquic soils,clay,9.7,11.5,193,7.3,225,150,150,7880
487,W-NCP,WNCP0487,2007,8.1,13.7,3.3,1990.2,641.1,161.2,1213.5,2646.8,small_spike,Fluvo-aquic soils,clay,13.2,15.9,165,7.4,180,150,120,6350
488,W-NCP,WNCP0488,2007,8.1,13.7,3.3,1990.2,641.1,161.2,1213.5,2646.8,small_spike,Fluvo-aquic soils,clay,11.8,10.9,164,7.2,180,150,120,6215
489,W-NCP,WNCP0489,2007,8.1,13.7,3.3,1990.2,641.1,161.2,1213.5,2646.8,small_spike,Fluvo-aquic soils,clay,12.9,11.7,132,7.6,180,150,120,6350
490,W-NCP,WNCP0490,2008,9.5,16.2,3.9,2421.9,896.7,121.8,1491.7,3004.4,small_spike,Cinnamon soils,loam,12,30.7,149,7.6,207,108,113,7590
491,W-NCP,WNCP0491,2008,9.5,16.2,3.9,2421.9,896.7,121.8,1491.7,3004.4,small_spike,Fluvo-aquic soils,loam,13,29.2,135,7.3,207,108,113,7650
492,W-NCP,WNCP0492,2008,9.5,16.2,3.9,2421.9,896.7,121.8,1491.7,3004.4,small_spike,Cinnamon soils,loamy sand,12,27.6,139,7.3,207,108,113,7650
493,W-NCP,WNCP0493,2008,9.4,16,3.7,2365,859.8,121.8,1472.2,2958.6,small_spike,Cinnamon soils,loam,12,25.5,115,7.3,207,108,113,6900
494,W-NCP,WNCP0494,2008,9.4,16,3.7,2365,859.8,121.8,1472.2,2958.6,small_spike,Cinnamon soils,loam,11,25.1,109,7.3,207,108,113,6618
495,W-NCP,WNCP0495,2008,9.4,16,3.7,2365,859.8,121.8,1472.2,2958.6,small_spike,Fluvo-aquic soils,loam,11,24.7,123,7.4,207,108,113,6975
496,W-NCP,WNCP0496,2008,9.4,16,3.7,2365,859.8,121.8,1472.2,2958.6,small_spike,Cinnamon soils,loam,11,25.3,108,7.6,207,108,113,6602
497,W-NCP,WNCP0497,2008,9.2,15.9,3.6,2312.4,827.2,121.5,1446.6,2903.1,small_spike,Fluvo-aquic soils,loam,9,20.7,95,8,207,108,113,4650
498,W-NCP,WNCP0498,2008,9.2,15.9,3.6,2312.4,827.2,121.5,1446.6,2903.1,small_spike,Cinnamon soils,sandy loam,9,22.2,99,7.3,207,108,113,5100
499,W-NCP,WNCP0499,2008,9.2,15.9,3.6,2312.4,827.2,121.5,1446.6,2903.1,small_spike,Cinnamon soils,loam,8,21.3,80,7.3,207,108,113,5550
500,W-NCP,WNCP0500,2009,7.1,12.9,1.8,1961.9,728.8,111.2,1354.2,2851.8,small_spike,Cinnamon soils,loam,16.2,30.2,150,7.5,225,150,150,5535
501,W-NCP,WNCP0501,2009,7.1,12.9,1.8,1961.9,728.8,111.2,1354.2,2851.8,small_spike,Fluvo-aquic soils,loam,15.8,29.4,137,7.3,225,150,150,5640
502,W-NCP,WNCP0502,2009,7.1,12.9,1.8,1961.9,728.8,111.2,1354.2,2851.8,small_spike,Cinnamon soils,loamy sand,14.3,26.5,141,7.3,225,150,150,6300
503,W-NCP,WNCP0503,2009,6.9,12.8,1.7,1912.9,699.8,111.2,1331.3,2800.6,small_spike,Cinnamon soils,loam,15.1,26.4,114,7.6,225,150,150,5235
504,W-NCP,WNCP0504,2009,6.9,12.8,1.7,1912.9,699.8,111.2,1331.3,2800.6,small_spike,Cinnamon soils,loam,14.3,26.1,110,7.6,225,150,150,5220
505,W-NCP,WNCP0505,2009,6.9,12.8,1.7,1912.9,699.8,111.2,1331.3,2800.6,small_spike,Fluvo-aquic soils,loam,8.5,25.3,125,7.2,225,150,150,5295
506,W-NCP,WNCP0506,2009,6.9,12.8,1.7,1912.9,699.8,111.2,1331.3,2800.6,small_spike,Cinnamon soils,loam,10.4,26.8,110,7.4,225,150,150,5280
507,W-NCP,WNCP0507,2009,6.8,12.6,1.6,1867.4,674.3,111.2,1323.5,2773.3,small_spike,Fluvo-aquic soils,loam,12.8,21.2,100,7.7,225,150,150,4920
508,W-NCP,WNCP0508,2009,6.8,12.6,1.6,1867.4,674.3,111.2,1323.5,2773.3,small_spike,Cinnamon soils,sandy loam,11.6,23.2,98,7.2,225,150,150,4935
509,W-NCP,WNCP0509,2009,6.8,12.6,1.6,1867.4,674.3,111.2,1323.5,2773.3,small_spike,Cinnamon soils,loam,12.6,22.6,90,7.6,225,150,150,4935
510,W-NCP,WNCP0510,2007,8.5,14.1,3.8,2038.9,688.8,126.8,1187,2572.8,small_spike,Fluvo-aquic soils,loam,15.6,27.8,218,8.4,225,150,150,5232
511,W-NCP,WNCP0511,2007,8.6,14.3,4,2094.8,724.7,130.2,1206.1,2621.4,small_spike,Fluvo-aquic soils,loam,10.9,38.8,99,8.4,225,150,150,4328
512,W-NCP,WNCP0512,2007,8.7,14.3,4,2108.7,728.6,130.2,1206.1,2625.4,small_spike,Fluvo-aquic soils,loam,9.6,21,139,8.4,225,150,150,5654
513,W-NCP,WNCP0513,2007,8.6,14.3,3.9,2091.3,711.2,126.8,1209.4,2618.1,small_spike,Fluvo-aquic soils,loam,9.2,11.9,122,8.4,225,150,150,7274
514,W-NCP,WNCP0514,2008,9.4,15.8,4.3,2333.3,835,123.1,1407.4,2855.8,small_spike,Fluvo-aquic soils,loam,13.2,28.5,119,8.4,225,150,150,7274
515,W-NCP,WNCP0515,2007,8.3,14,3.5,2065.9,680.9,146.6,1393,2864.3,small_spike,Fluvo-aquic soils,loam,5.1,40.4,40,8.3,171,68,68,6030
516,W-NCP,WNCP0516,2008,8.8,14.9,3.3,2145.7,720.8,182.8,1445.3,2900.8,small_spike,Fluvo-aquic soils,loam,6.1,41.8,70,8.3,171,68,68,5490
517,W-NCP,WNCP0517,2009,6.7,12.2,2.1,1763,614.5,135,1213.4,2610.6,small_spike,Fluvo-aquic soils,loam,13.2,10.8,106,8.2,171,68,68,4941
518,W-NCP,WNCP0518,2006,9.5,15.1,5.2,2582.7,988.2,167.9,1756,3374.8,small_spike,Fluvo-aquic soils,loam,12.4,9.5,120,8.2,180,150,120,4080
519,W-NCP,WNCP0519,2006,9.5,15.1,5.2,2582.7,988.2,167.9,1756,3374.8,small_spike,Fluvo-aquic soils,sandy loam,8.7,6.5,90,8.3,180,150,120,3437
520,W-NCP,WNCP0520,2006,9.5,15.1,5.2,2582.7,988.2,167.9,1756,3374.8,small_spike,Fluvo-aquic soils,loam,11.3,12.5,110,8.2,180,150,120,3606
521,W-NCP,WNCP0521,2007,8.7,14.2,4.4,2428.6,826.3,273.2,1636,3212.8,small_spike,Fluvo-aquic soils,loam,10.7,10.6,110,8.2,180,150,120,4161
522,W-NCP,WNCP0522,2007,8.7,14.1,4.4,2407.3,815,273.2,1627.1,3191.3,small_spike,Fluvo-aquic soils,loam,12.3,15.5,135,8.3,180,150,120,3920
523,W-NCP,WNCP0523,2007,8.7,14.1,4.4,2407.3,815,273.2,1627.1,3191.3,small_spike,Fluvo-aquic soils,loam,9.5,12.5,110,8.2,180,150,120,3786
524,W-NCP,WNCP0524,2007,8.7,14.1,4.4,2407.3,815,273.2,1627.1,3191.3,small_spike,Fluvo-aquic soils,loam,13.5,16.7,148,8.1,180,150,120,4044
525,W-NCP,WNCP0525,2007,8.7,14.1,4.4,2407.3,815,273.2,1627.1,3191.3,small_spike,Fluvo-aquic soils,sandy loam,9.1,6.5,90,8.2,180,150,120,3437
526,W-NCP,WNCP0526,2007,8.8,14.2,4.5,2450.2,837.9,273.2,1642.2,3230,small_spike,Fluvo-aquic soils,loam,9.3,8.5,90,8.2,180,150,120,3489
527,W-NCP,WNCP0527,2007,9.2,14.6,4.9,2626.7,934.4,286.1,1671.2,3313.7,small_spike,Fluvo-aquic soils,loam,9,8.5,120,8.3,180,150,120,3609
528,W-NCP,WNCP0528,2008,8.5,14.5,3.8,2263.2,825.5,182.6,1805.2,3323.7,small_spike,Fluvo-aquic soils,loam,10.3,12.7,122,8.5,180,150,120,3951
529,W-NCP,WNCP0529,2008,8.6,14.5,3.8,2285.7,838,182.6,1816,3348.1,small_spike,Fluvo-aquic soils,loam,12.4,15.2,163,8.4,180,150,120,4037
530,W-NCP,WNCP0530,2008,8.5,14.5,3.8,2263.2,825.5,182.6,1805.2,3323.7,small_spike,Fluvo-aquic soils,sandy loam,9.9,9.1,102,8.4,180,150,120,3503
531,W-NCP,WNCP0531,2008,8.6,14.5,3.8,2285.7,838,182.6,1816,3348.1,small_spike,Fluvo-aquic soils,loam,11.6,12.8,129,8.4,180,150,120,3842
532,W-NCP,WNCP0532,2008,8.5,14.5,3.8,2263.2,825.5,182.6,1805.2,3323.7,small_spike,Fluvo-aquic soils,sandy loam,9.9,9.6,103,8.4,180,150,120,3027
