Sort,Crop,NO,Year,Province,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
1218,M-NCP,MNCP1218,2008,MNCP03,medium_maturity,25.2,29.8,21.3,2718.8,1638.8,275.9,581.3,1583.7,Fluvo-aquic soils,sandy loam,16.5,23.1,150,7.5,240,105,180,8792
1219,M-NCP,MNCP1219,2009,MNCP03,medium_maturity,25.1,29.9,21.2,2715.1,1635.1,645.5,677.4,1741.4,Fluvo-aquic soils,loam,14.6,14.5,80,8,210,60,150,9462
1220,M-NCP,MNCP1220,2009,MNCP03,medium_maturity,25.1,29.9,21.2,2715.1,1635.1,645.5,677.4,1741.4,Fluvo-aquic soils,sandy loam,8.8,14.2,80,7.9,210,60,150,9122
1221,M-NCP,MNCP1221,2009,MNCP03,medium_maturity,25.1,29.9,21.2,2715.1,1635.1,645.5,677.4,1741.4,Fluvo-aquic soils,sandy loam,9,12.7,80,7.9,210,60,150,9743
1222,M-NCP,MNCP1222,2009,MNCP03,medium_maturity,25.7,30.3,21.8,2669.9,1629.9,269.4,558.6,1536.8,Fluvo-aquic soils,loam,13.8,18.1,80,7.1,210,90,150,5409
1223,M-NCP,MNCP1223,2009,MNCP03,medium_maturity,25.7,30.3,21.8,2669.9,1629.9,269.4,558.6,1536.8,Fluvo-aquic soils,loam,8.1,13.1,270,7.4,240,105,180,7707
1224,M-NCP,MNCP1224,2009,MNCP03,medium_maturity,25.7,30.3,21.8,2669.9,1629.9,269.4,558.6,1536.8,Fluvo-aquic soils,loam,14.6,41.1,120,7.4,210,90,150,6372
1225,M-NCP,MNCP1225,2008,MNCP03,medium_maturity,25.2,30.3,21.1,2671,1611,177.3,661.6,1707.5,Fluvo-aquic soils,loam,14.5,24.2,136,7.2,191,60,93,9062
1226,M-NCP,MNCP1226,2008,MNCP03,medium_maturity,25.1,30.2,21,2658.3,1598.3,178.6,661.6,1705,Fluvo-aquic soils,loam,15.4,36.2,157,7.1,246,81,125,9459
1227,M-NCP,MNCP1227,2008,MNCP03,medium_maturity,25,30.1,20.9,2646.1,1586.1,178.6,656.3,1692.9,Fluvo-aquic soils,loam,12.8,25.2,123,7.2,191,60,93,10266
1228,M-NCP,MNCP1228,2008,MNCP03,medium_maturity,25.1,30.2,21,2633.4,1583.4,178.6,652.1,1682.5,Fluvo-aquic soils,loam,16.8,19.2,120,7.2,246,81,125,8520
1229,M-NCP,MNCP1229,2009,MNCP03,medium_maturity,24.5,29.7,20.3,2746.3,1626.3,462.4,783.2,1927.9,Fluvo-aquic soils,loam,15.4,37.4,146,7.1,246,81,18,9959
1230,M-NCP,MNCP1230,2009,MNCP03,medium_maturity,24.6,29.7,20.4,2678.4,1588.4,462.4,754.6,1870,Fluvo-aquic soils,loam,14.1,23.3,128,7.2,191,60,93,8787
1231,M-NCP,MNCP1231,2009,MNCP03,medium_maturity,24.6,29.7,20.3,2705.1,1605.1,462.4,767.4,1897.7,Fluvo-aquic soils,loam,16,19.8,123,7.2,191,60,93,9174
1232,M-NCP,MNCP1232,2009,MNCP03,medium_maturity,24.5,29.7,20.3,2771.8,1641.8,462.4,794.5,1953.2,Fluvo-aquic soils,loam,13.6,37.1,83,7.1,176,60,93,8378
1233,M-NCP,MNCP1233,2009,MNCP03,medium_maturity,23.9,29.3,19.4,2936.1,1706.1,553,878.8,2140.3,Fluvo-aquic soils,loam,10,39.9,170,8.4,195,60,90,8055
1234,M-NCP,MNCP1234,2009,MNCP03,medium_maturity,23.9,29.3,19.4,2936.1,1706.1,553,878.8,2140.3,Fluvo-aquic soils,loam,11,44.4,95,8.3,195,60,90,6749
1235,M-NCP,MNCP1235,2008,MNCP03,medium_maturity,25.6,30.4,21.6,2381.4,1451.4,254.1,618.8,1577.7,Fluvo-aquic soils,loam,12.9,12.3,68,8,180,83,75,9563
1236,M-NCP,MNCP1236,2008,MNCP03,medium_maturity,25.4,30.2,21.4,2643.6,1603.6,258.3,663.8,1705.9,Fluvo-aquic soils,loam,13.6,25.9,118,8.1,195,83,75,10265
1237,M-NCP,MNCP1237,2009,MNCP03,medium_maturity,24.6,30,20,2678,1588,568.1,750.8,1872.8,Fluvo-aquic soils,loam,9.7,30.3,86,8.3,315,90,75,5247
1238,M-NCP,MNCP1238,2009,MNCP03,medium_maturity,24.6,30,20,2678,1588,568.1,750.8,1872.8,Fluvo-aquic soils,loam,15.1,16.3,105,8.1,330,105,105,7440
1239,M-NCP,MNCP1239,2008,MNCP03,medium_maturity,25,30.3,20.9,2554.7,1534.7,235.5,683.5,1710.7,Fluvo-aquic soils,loam,11.9,12.8,88,7.8,195,105,105,8258
1240,M-NCP,MNCP1240,2008,MNCP03,medium_maturity,25.4,30.7,21.1,2535.4,1535.4,232.4,684.8,1712.1,Fluvo-aquic soils,loam,15.4,20.6,139,7.4,180,83,75,8618
1241,M-NCP,MNCP1241,2008,MNCP03,medium_maturity,25.2,30.5,20.9,2694.7,1624.7,236,704.3,1788.1,Fluvo-aquic soils,loam,8.2,11.7,68,7.3,165,83,60,6984
1242,M-NCP,MNCP1242,2009,MNCP03,medium_maturity,24.8,30.1,20.5,2507.2,1497.2,504.5,758.7,1851.9,Fluvo-aquic soils,loam,15.4,20.7,141,7.2,185,116,57,10541
1243,M-NCP,MNCP1243,2009,MNCP03,medium_maturity,24.4,29.8,20.1,2492.8,1472.8,493.4,756.4,1829.8,Fluvo-aquic soils,clay,11.9,15.4,89,7.1,180,83,75,8405
1244,M-NCP,MNCP1244,2006,MNCP03,medium_maturity,24.4,29.9,20.1,2736,1616,459.5,690.9,1766.1,Fluvo-aquic soils,loam,8,7.5,74,7.3,195,75,90,6096
1245,M-NCP,MNCP1245,2006,MNCP03,medium_maturity,24.4,29.9,20.1,2736,1616,459.5,690.9,1766.1,Fluvo-aquic soils,loam,7.7,25.4,108,7.5,195,75,90,5033
1246,M-NCP,MNCP1246,2009,MNCP03,medium_maturity,23.9,29.5,19.2,2959.3,1719.3,640.6,840.7,2067.2,Fluvo-aquic soils,loam,10.6,22.8,95,7.1,168,30,42,7995
1247,M-NCP,MNCP1247,2006,MNCP03,medium_maturity,24.4,29.8,20.1,2685.7,1585.7,450,669.8,1717.9,Fluvo-aquic soils,loam,7.2,10.8,142,7.1,195,75,90,6510
1248,M-NCP,MNCP1248,2008,MNCP03,medium_maturity,24,29.4,19.7,2924.7,1704.7,298.4,700.2,1848.7,Fluvo-aquic soils,sandy loam,11.5,27.8,169,7.3,156,30,54,7431
1249,M-NCP,MNCP1249,2006,MNCP03,medium_maturity,24.5,29.9,20.1,2715.9,1605.9,459.5,685,1753.9,Fluvo-aquic soils,loam,12.5,24.5,104,7.2,195,75,90,5997
1250,M-NCP,MNCP1250,2006,MNCP03,medium_maturity,24.5,29.9,20.1,2738.8,1618.8,461.8,685,1761.4,Fluvo-aquic soils,loam,14.8,13.7,75,7.2,195,75,90,5199
1251,M-NCP,MNCP1251,2008,MNCP03,medium_maturity,23.8,29.2,19.6,2932.1,1702.1,298.4,701.2,1848,Fluvo-aquic soils,loam,12.4,25.6,105,7.2,156,30,54,7164
1252,M-NCP,MNCP1252,2009,MNCP03,medium_maturity,24,29.6,19.3,2925.7,1705.7,640.6,830.1,2044.9,Fluvo-aquic soils,clay,11.7,25.3,87,7.4,168,30,42,6162
1253,M-NCP,MNCP1253,2006,MNCP03,medium_maturity,24.4,29.9,20.1,2758.9,1628.9,461.8,690.9,1773.6,Fluvo-aquic soils,loamy sand,11.7,16.6,72,7.1,195,75,90,6327
1254,M-NCP,MNCP1254,2006,MNCP03,medium_maturity,24.4,29.8,20.1,2685.7,1585.7,450,669.8,1717.9,Fluvo-aquic soils,loam,11.4,27.9,127,7.5,195,75,90,7227
1255,M-NCP,MNCP1255,2006,MNCP03,medium_maturity,24.4,29.9,20.1,2736,1616,459.5,690.9,1766.1,Fluvo-aquic soils,loam,11.5,9.4,85,7.1,195,75,90,7830
1256,M-NCP,MNCP1256,2009,MNCP03,medium_maturity,24.1,29.6,19.7,2656.4,1556.4,605.2,710.1,1784,Fluvo-aquic soils,loam,11.9,32.8,275,7.1,168,30,42,5198
1257,M-NCP,MNCP1257,2006,MNCP03,medium_maturity,24.4,29.9,20.1,2758.9,1628.9,461.8,690.9,1773.6,Fluvo-aquic soils,loam,12.1,9.8,88,7.3,195,75,90,8109
1258,M-NCP,MNCP1258,2009,MNCP03,medium_maturity,23.9,29.5,19.2,2936.9,1706.9,640.6,831.8,2045.7,Fluvo-aquic soils,loam,10.8,21.8,107,7.5,168,30,42,6111
1259,M-NCP,MNCP1259,2009,MNCP03,medium_maturity,24.2,29.7,19.6,2757.4,1617.4,605.2,757.7,1889,Fluvo-aquic soils,loam,12.1,33,94,7.4,168,30,42,5364
1260,M-NCP,MNCP1260,2007,MNCP03,medium_maturity,23.8,29.2,19.5,2646.4,1536.4,361.4,661.2,1724.9,Fluvo-aquic soils,loam,19,25.2,83,8.2,195,60,90,8417
1261,M-NCP,MNCP1261,2007,MNCP03,medium_maturity,23.5,28.7,19.3,2727,1567,386.6,667.7,1756.1,Fluvo-aquic soils,loam,17.4,25.2,193,7.5,195,105,90,9059
1262,M-NCP,MNCP1262,2008,MNCP03,medium_maturity,23.2,28.8,18.9,2620.4,1490.4,273.9,573.4,1559.1,Fluvo-aquic soils,loam,17.2,20.2,127,7.9,195,105,90,7818
1263,M-NCP,MNCP1263,2008,MNCP03,medium_maturity,24,29.5,19.8,2524.1,1474.1,267.9,520.5,1463.1,Fluvo-aquic soils,loam,18.9,18.7,97,8,195,60,90,10980
1264,M-NCP,MNCP1264,2007,MNCP03,medium_maturity,23.8,29.1,19.4,2688.3,1558.3,366.5,672.4,1754.8,Fluvo-aquic soils,loam,25.6,17.8,243,8.5,195,105,90,7991
1265,M-NCP,MNCP1265,2007,MNCP03,medium_maturity,23.7,28.9,19.5,2606.6,1506.6,378,629.2,1661.4,Fluvo-aquic soils,loam,15.5,16.5,103,8.6,195,105,90,7286
1266,M-NCP,MNCP1266,2008,MNCP03,medium_maturity,24.1,29.6,19.9,2530.8,1480.8,267.9,523.4,1472.5,Fluvo-aquic soils,loam,17.6,17.4,198,8.1,195,60,90,10155
1267,M-NCP,MNCP1267,2007,MNCP03,medium_maturity,23.7,29,19.4,2730.1,1580.1,378,683.3,1784.1,Fluvo-aquic soils,loam,17,17.4,193,8.1,195,60,90,8651
1268,M-NCP,MNCP1268,2007,MNCP03,medium_maturity,23.3,28.4,19.1,2674.1,1524.1,390.9,635.7,1692.2,Fluvo-aquic soils,loam,27.4,32,193,8,195,105,90,6110
1269,M-NCP,MNCP1269,2008,MNCP03,medium_maturity,22.8,28.4,18.5,2459.5,1379.5,264.9,580.5,1520.2,Fluvo-aquic soils,loam,13.9,23.7,69,7.9,195,60,90,9735
1270,M-NCP,MNCP1270,2008,MNCP03,medium_maturity,23.3,28.9,19.1,2565.7,1465.7,273.9,554.2,1519.5,Fluvo-aquic soils,loam,22.3,19.7,156,8,195,60,90,11471
1271,M-NCP,MNCP1271,2007,MNCP03,medium_maturity,25.9,31.1,21.4,3154.1,1934.1,615.3,683.8,1891.7,Cinnamon soils,sandy loam,9.9,37.6,130,8.2,195,60,90,7674
1272,M-NCP,MNCP1272,2008,MNCP03,medium_maturity,24.7,29.7,20.5,2714.6,1614.6,405.6,535.3,1513.5,Cinnamon soils,loam,9.2,11.4,129,7.5,195,60,90,7035
1273,M-NCP,MNCP1273,2008,MNCP03,medium_maturity,24.5,29.5,20.2,3157.2,1867.2,450.3,649.7,1836.5,Cinnamon soils,loamy sand,9.2,8.4,126,7.1,195,60,90,5865
1274,M-NCP,MNCP1274,2007,MNCP03,medium_maturity,26,31.2,21.5,2990.7,1840.7,595.1,635.5,1779.5,Cinnamon soils,loam,12.9,53,156,7.8,195,60,90,7410
1275,M-NCP,MNCP1275,2007,MNCP03,medium_maturity,26.1,31.3,21.7,2745,1695,593.1,580.2,1638.1,Cinnamon soils,sandy clay loam,11.2,30.5,113,7.8,195,60,90,8822
1276,M-NCP,MNCP1276,2008,MNCP03,medium_maturity,24.5,29.8,20.1,2917.3,1727.3,502.3,577.1,1689.7,Lime concretion fluvo-aquic soils,loamy sand,26.5,45.6,233,7.1,195,60,90,6279
1277,M-NCP,MNCP1277,2008,MNCP03,medium_maturity,24.3,29.6,19.9,2990.4,1760.4,505.3,596.2,1743.8,Cinnamon soils,sandy loam,21.9,60.2,206,7.2,195,60,90,7028
1278,M-NCP,MNCP1278,2006,MNCP03,medium_maturity,25.5,31.2,20,2905.4,1765.4,280.4,666.5,1827,Cinnamon soils,loamy sand,17.7,32.8,130,8.1,195,60,90,8012
1279,M-NCP,MNCP1279,2007,MNCP03,medium_maturity,24.8,30.7,19.5,3099.6,1849.6,375.3,729,1996.2,Lime concretion fluvo-aquic soils,clay,15.8,16.3,113,8.1,195,60,90,10470
1280,M-NCP,MNCP1280,2007,MNCP03,medium_maturity,24.8,30.7,19.5,3125,1865,386.7,735.7,2007.4,Lime concretion fluvo-aquic soils,loam,16.5,39.3,124,8.2,195,60,90,7800
1281,M-NCP,MNCP1281,2007,MNCP03,medium_maturity,25,30.8,19.7,2996,1796,373.8,710.2,1939.5,Lime concretion fluvo-aquic soils,clay,19.2,25.6,108,8.1,195,60,90,8384
1282,M-NCP,MNCP1282,2007,MNCP03,medium_maturity,25,30.9,19.7,2880,1730,372,690.2,1882.8,Lime concretion fluvo-aquic soils,clay,19.9,45.4,92,7.9,195,60,90,9780
1283,M-NCP,MNCP1283,2008,MNCP03,medium_maturity,24.8,30.1,20.3,2706,1616,422.8,659.8,1774.5,Cinnamon soils,loamy sand,19.3,40.9,200,8,195,60,90,9017
1284,M-NCP,MNCP1284,2008,MNCP03,medium_maturity,24.8,30.2,20.3,2831.7,1691.7,422.8,695.3,1863.8,Cinnamon soils,loamy sand,16.6,70.5,174,8.1,195,60,90,9315
1285,M-NCP,MNCP1285,2008,MNCP03,medium_maturity,24.8,30.2,20.2,2855.2,1705.2,422.8,704.8,1882.6,Lime concretion fluvo-aquic soils,clay,14.3,46.7,130,8.1,195,60,90,10752
1286,M-NCP,MNCP1286,2008,MNCP03,medium_maturity,24.8,30.2,20.2,2855.2,1705.2,422.8,704.8,1882.6,Lime concretion fluvo-aquic soils,loam,16.6,28.6,130,8.1,195,60,90,9429
1287,M-NCP,MNCP1287,2008,MNCP03,medium_maturity,24.8,30.2,20.2,2855.2,1705.2,422.8,704.8,1882.6,Lime concretion fluvo-aquic soils,clay,15.8,30.4,151,8.1,195,60,90,10155
1288,M-NCP,MNCP1288,2009,MNCP03,medium_maturity,25,30.6,19.7,2971.9,1781.9,375.2,841.2,2157.5,Cinnamon soils,loamy sand,16.3,36,120,8.3,195,60,90,8105
1289,M-NCP,MNCP1289,2009,MNCP03,medium_maturity,24.9,30.6,19.7,2989.9,1789.9,375.4,846.3,2167.8,Cinnamon soils,loamy sand,13.1,26,116,7.9,195,60,90,8154
1290,M-NCP,MNCP1290,2009,MNCP03,medium_maturity,24.9,30.5,19.7,3009.1,1799.1,375.4,849.2,2177.7,Lime concretion fluvo-aquic soils,sandy loam,16.9,40.3,102,8.2,195,60,90,9107
1291,M-NCP,MNCP1291,2009,MNCP03,medium_maturity,24.7,30.4,19.5,3068.4,1828.4,376.8,872.7,2228,Lime concretion fluvo-aquic soils,clay,21.5,14,141,8.3,195,60,90,8907
1292,M-NCP,MNCP1292,2006,MNCP03,medium_maturity,26.3,31.4,21.7,2738.4,1698.4,271.3,657.1,1749.1,Lime concretion fluvo-aquic soils,silt loam,18.7,34,216,8.1,240,90,90,8549
1293,M-NCP,MNCP1293,2006,MNCP03,medium_maturity,26.6,31.6,22,2683,1673,270.6,631.4,1694.9,Lime concretion fluvo-aquic soils,loamy sand,19.6,29,162,8.1,240,90,90,7834
1294,M-NCP,MNCP1294,2007,MNCP03,medium_maturity,25.9,31,21.4,2697.4,1657.4,445.1,649.2,1739.7,Lime concretion fluvo-aquic soils,silt loam,17.2,28,168,8.4,240,90,90,8055
1295,M-NCP,MNCP1295,2006,MNCP03,medium_maturity,25.8,31,21.1,3017.1,1847.1,308.5,729.8,1941.7,Cinnamon soils,loamy sand,17.8,21,109,8.2,240,90,90,8493
1296,M-NCP,MNCP1296,2007,MNCP03,medium_maturity,25.9,31,21.4,2798.5,1718.5,445.1,676.1,1801,Cinnamon soils,loam,18.5,32,145,8.2,240,90,90,8861
1297,M-NCP,MNCP1297,2008,MNCP03,medium_maturity,25.7,30.6,21.5,2751.6,1681.6,402.5,552.4,1582.5,Cinnamon soils,loamy sand,14.8,29,258,8.2,240,90,90,9659
1298,M-NCP,MNCP1298,2006,MNCP03,medium_maturity,26,31.4,21.4,2752.9,1692.9,282.9,658.1,1713,Fluvo-aquic soils,loam,17.3,41,250,7.5,195,60,90,7310
1299,M-NCP,MNCP1299,2007,MNCP03,medium_maturity,25.3,30.2,21.4,2550.9,1540.9,454,532.9,1472.7,Fluvo-aquic soils,loam,18.8,40.5,257,7.5,195,60,90,8303
1300,M-NCP,MNCP1300,2007,MNCP03,medium_maturity,25.3,30.3,21.4,2681.1,1621.1,454.6,571.9,1571.8,Fluvo-aquic soils,loam,16.1,38.7,198,7.6,195,60,90,9791
1301,M-NCP,MNCP1301,2008,MNCP03,medium_maturity,25.1,30,21.1,2708.3,1628.3,386.5,586.4,1594.1,Fluvo-aquic soils,loam,22.6,47.9,252,7.5,195,60,90,8543
1302,M-NCP,MNCP1302,2008,MNCP03,medium_maturity,25.5,30.6,21.2,2825.7,1715.7,343.6,654.7,1782.3,Cinnamon soils,sandy loam,15.5,19.5,128,7.5,195,60,90,7473
1303,M-NCP,MNCP1303,2009,MNCP03,medium_maturity,25.4,30.6,21,2690.4,1630.4,355.7,670.4,1738.2,Fluvo-aquic soils,loam,18.1,29,195,8.2,195,60,90,7943
1304,M-NCP,MNCP1304,2009,MNCP03,medium_maturity,25.4,30.6,21,2666.6,1616.6,355.7,661.5,1721.2,Fluvo-aquic soils,loam,18,27,185,8,195,60,90,7231
1305,M-NCP,MNCP1305,2006,MNCP03,medium_maturity,26,31.4,21.5,2706.8,1666.8,282.4,650.5,1692.4,Fluvo-aquic soils,loam,13.9,14,120,7.5,195,60,90,7185
1306,M-NCP,MNCP1306,2007,MNCP03,medium_maturity,25.4,30.5,21.4,2669.9,1619.9,441.2,594.2,1606.8,Fluvo-aquic soils,loam,20.2,58.9,275,7.5,195,60,90,8711
1307,M-NCP,MNCP1307,2008,MNCP03,medium_maturity,25.8,30.9,21.7,2607.8,1597.8,370.8,572.9,1552.9,Fluvo-aquic soils,loam,17.1,15.7,168,7.5,195,60,90,9249
1308,M-NCP,MNCP1308,2009,MNCP03,medium_maturity,25.4,30.6,20.9,2790.5,1690.5,355.7,700.6,1809.7,Fluvo-aquic soils,loam,24.5,59.1,99,8.1,195,60,90,8021
1309,M-NCP,MNCP1309,2006,MNCP03,medium_maturity,25.9,31.2,21.5,2536.1,1556.1,222.9,600.5,1561.9,Fluvo-aquic soils,loam,16.9,39,165,7.5,195,60,90,5497
1310,M-NCP,MNCP1310,2007,MNCP03,medium_maturity,25.4,30.5,21.4,2695.9,1635.9,441.2,602,1626.6,Fluvo-aquic soils,loam,14.6,30.8,130,7.5,195,60,90,9174
1311,M-NCP,MNCP1311,2008,MNCP03,medium_maturity,25.2,30.1,21.2,2643,1593,381.5,579,1559.9,Fluvo-aquic soils,loam,16.7,33.5,202,7.5,195,60,90,10722
1312,M-NCP,MNCP1312,2006,MNCP03,medium_maturity,25.9,31.3,21.4,2819.4,1729.4,282.9,673,1747.8,Cinnamon soils,loam,16.3,62,80,7.8,195,60,90,10490
1313,M-NCP,MNCP1313,2007,MNCP03,medium_maturity,25.8,31.1,21.4,2988.5,1828.5,437.1,729.7,1941.2,Lime concretion fluvo-aquic soils,loamy sand,13.3,30.8,93,7.5,195,60,90,9077
1314,M-NCP,MNCP1314,2008,MNCP03,medium_maturity,25.1,30.1,21.1,2662.9,1602.9,384.4,580.2,1569.3,Lime concretion fluvo-aquic soils,loam,20.7,21.5,298,7.7,195,60,90,10262
1315,M-NCP,MNCP1315,2006,MNCP03,medium_maturity,26.2,31.5,21.7,2930.2,1810.2,321.3,725.1,1919.5,Cinnamon soils,sandy loam,15.3,32,128,7.5,195,60,90,8945
1316,M-NCP,MNCP1316,2009,MNCP03,medium_maturity,25.4,30.7,21,2744.5,1664.5,355.7,695,1792.1,Cinnamon soils,sandy loam,12.7,10,100,7.8,195,60,90,8429
1317,M-NCP,MNCP1317,2006,MNCP03,medium_maturity,26,31.4,21.4,2752.9,1692.9,282.9,658.1,1713,Fluvo-aquic soils,silty clay loam,16.6,12,135,7.5,195,60,90,7742
1318,M-NCP,MNCP1318,2007,MNCP03,medium_maturity,25.3,30.3,21.3,2730.2,1650.2,454.6,594.2,1622,Cinnamon soils,loamy sand,17.4,82.5,198,7.7,195,60,90,9515
1319,M-NCP,MNCP1319,2009,MNCP03,medium_maturity,25.6,30.8,21.3,2639.9,1609.9,355.7,655.7,1712.8,Cinnamon soils,loamy sand,22.9,8,240,8,195,60,90,8066
1320,M-NCP,MNCP1320,2008,MNCP03,medium_maturity,24.4,29.4,20.4,2681.3,1581.3,224.7,569.7,1584.3,Fluvo-aquic soils,loam,11.9,22.6,105,8.1,180,60,90,8044
1321,M-NCP,MNCP1321,2008,MNCP03,medium_maturity,24.4,29.4,20.4,2681.3,1581.3,224.7,569.7,1584.3,Fluvo-aquic soils,loam,15.4,39.2,125,8.2,195,60,90,10304
1322,M-NCP,MNCP1322,2008,MNCP03,medium_maturity,24.4,29.4,20.4,2681.3,1581.3,224.7,569.7,1584.3,Fluvo-aquic soils,loam,12.8,23.2,107,8.2,195,60,90,8691
1323,M-NCP,MNCP1323,2008,MNCP03,medium_maturity,24.4,29.4,20.4,2681.3,1581.3,224.7,569.7,1584.3,Fluvo-aquic soils,loam,14,20.2,125,8.2,251,80,120,10014
1324,M-NCP,MNCP1324,2009,MNCP03,medium_maturity,25.4,29.7,21.7,2688.7,1628.7,327.1,700.3,1771.8,Fluvo-aquic soils,clay,16,8.6,89,8.4,210,105,75,8221
1325,M-NCP,MNCP1325,2005,MNCP03,medium_maturity,26.2,31.7,21.5,2460.7,1520.7,620,688.3,1726.5,Cinnamon soils,loam,16.7,30.9,207,7.6,210,120,0,7827
1326,M-NCP,MNCP1326,2005,MNCP03,medium_maturity,26.2,31.7,21.5,2460.7,1520.7,620,688.3,1726.5,Cinnamon soils,loam,15.4,32.4,167,7.6,195,60,120,8121
1327,M-NCP,MNCP1327,2008,MNCP03,medium_maturity,25.7,30.9,21.5,2412.7,1472.7,294.1,560.3,1517.7,Cinnamon soils,loam,19.7,28.5,159,7.5,195,60,120,9518
1328,M-NCP,MNCP1328,2005,MNCP03,medium_maturity,26.2,31.7,21.5,2460.7,1520.7,620,688.3,1726.5,Cinnamon soils,loamy sand,16.2,29.7,160,7.6,225,45,45,7898
1329,M-NCP,MNCP1329,2008,MNCP03,medium_maturity,25.7,30.9,21.5,2412.7,1472.7,294.1,560.3,1517.7,Cinnamon soils,silty clay loam,17.5,16.3,258,7.6,195,75,0,7611
1330,M-NCP,MNCP1330,2005,MNCP03,medium_maturity,26.2,31.7,21.5,2460.7,1520.7,620,688.3,1726.5,Cinnamon soils,loam,10.3,15.9,96,7.8,180,60,0,5007
1331,M-NCP,MNCP1331,2005,MNCP03,medium_maturity,26.2,31.7,21.5,2460.7,1520.7,620,688.3,1726.5,Cinnamon soils,loamy sand,9.8,16.7,99,7.6,195,75,0,5346
1332,M-NCP,MNCP1332,2005,MNCP03,medium_maturity,26.2,31.7,21.5,2460.7,1520.7,620,688.3,1726.5,Cinnamon soils,sandy loam,18.3,35.3,97,7.5,210,75,75,7599
1333,M-NCP,MNCP1333,2008,MNCP03,medium_maturity,25.7,30.9,21.5,2412.7,1472.7,294.1,560.3,1517.7,Cinnamon soils,loamy sand,16.1,58,110,7.5,225,45,45,7551
1334,M-NCP,MNCP1334,2005,MNCP03,medium_maturity,26.2,31.7,21.5,2460.7,1520.7,620,688.3,1726.5,Fluvo-aquic soils,loam,15.9,28.6,197,7.5,210,120,0,7632
1335,M-NCP,MNCP1335,2007,MNCP03,medium_maturity,25.6,30.7,21.4,2407.4,1467.4,369,555,1517.4,Fluvo-aquic soils,loam,14.3,48.6,209,7.6,210,75,75,8982
1336,M-NCP,MNCP1336,2005,MNCP03,medium_maturity,26.2,31.7,21.5,2460.7,1520.7,620,688.3,1726.5,Fluvo-aquic soils,loam,8.9,19.3,96,7.8,210,75,0,5429
1337,M-NCP,MNCP1337,2005,MNCP03,medium_maturity,26.2,31.7,21.5,2460.7,1520.7,620,688.3,1726.5,Fluvo-aquic soils,loam,9.7,18.4,89,7.6,195,60,0,5702
1338,M-NCP,MNCP1338,2005,MNCP03,medium_maturity,26.2,31.7,21.5,2460.7,1520.7,620,688.3,1726.5,Cinnamon soils,loam,11.2,21.8,88,7.9,210,120,0,5889
1339,M-NCP,MNCP1339,2007,MNCP03,medium_maturity,25.6,30.7,21.4,2407.4,1467.4,369,555,1517.4,Cinnamon soils,loam,14.5,24.6,186,7.6,212,35,35,7515
1340,M-NCP,MNCP1340,2007,MNCP03,medium_maturity,25.6,30.7,21.4,2407.4,1467.4,369,555,1517.4,Cinnamon soils,loam,12.3,23.5,163,7.6,195,60,120,8288
1341,M-NCP,MNCP1341,2008,MNCP03,medium_maturity,25.7,30.9,21.5,2412.7,1472.7,294.1,560.3,1517.7,Cinnamon soils,loam,18.2,59.6,193,7.6,210,45,75,8060
1342,M-NCP,MNCP1342,2008,MNCP03,medium_maturity,25.7,30.9,21.5,2412.7,1472.7,294.1,560.3,1517.7,Cinnamon soils,loam,13.4,28,61,7.6,210,75,0,6915
1343,M-NCP,MNCP1343,2008,MNCP03,medium_maturity,25.7,30.9,21.5,2412.7,1472.7,294.1,560.3,1517.7,Cinnamon soils,loam,17.7,40.1,84,7.6,195,60,0,6978
1344,M-NCP,MNCP1344,2007,MNCP03,medium_maturity,24.5,29.8,20,2991.7,1771.7,515.3,736.1,1967.1,Cinnamon soils,loamy sand,16.6,31.5,125,8.3,195,120,90,6996
1345,M-NCP,MNCP1345,2008,MNCP03,medium_maturity,24,29,19.9,2970,1730,477.6,673.3,1879.5,Cinnamon soils,loamy sand,16.6,29,172,8.2,195,120,90,7194
1346,M-NCP,MNCP1346,2009,MNCP03,medium_maturity,24.7,30.1,19.9,3061.4,1821.4,330.3,920.9,2266.9,Cinnamon soils,silt loam,17.6,24.5,123,7.5,195,120,90,7743
1347,M-NCP,MNCP1347,2009,MNCP03,medium_maturity,24.7,30,20.2,2744.1,1634.1,328.9,785.8,1946.9,Cinnamon soils,loam,28.8,67.5,137,7.3,150,0,0,8145
1348,M-NCP,MNCP1348,2007,MNCP03,medium_maturity,24.5,29.8,20,3037.3,1797.3,516.3,743.5,1987.5,Cinnamon soils,loamy sand,14.6,11.1,93,8.3,195,120,90,6878
1349,M-NCP,MNCP1349,2007,MNCP03,medium_maturity,24.5,29.8,20,2991.7,1771.7,515.3,736.1,1967.1,Cinnamon soils,loamy sand,12.2,17,185,8.3,195,120,90,7851
1350,M-NCP,MNCP1350,2007,MNCP03,medium_maturity,24.5,29.8,20,2991.7,1771.7,515.3,736.1,1967.1,Cinnamon soils,loamy sand,12.5,5,94,7.9,195,120,90,6425
1351,M-NCP,MNCP1351,2007,MNCP03,medium_maturity,24.5,29.8,20,2991.7,1771.7,515.3,736.1,1967.1,Cinnamon soils,loam,13.8,31.8,163,7.2,195,120,90,7620
