Sort,Crop,NO,Year,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
839,W-YZB,WYZB0839,2007,10.2,14.8,6.5,2147.1,639.2,396.3,1144.5,2573.4,medium_spike,Paddy soils,silty loam,23.2,7.8,98,5.5,180,45,75,4218
840,W-YZB,WYZB0840,2007,10.2,14.7,6.5,2121.8,633.9,396.3,1127,2544.6,medium_spike,Paddy soils,silty loam,22.6,9.7,89,5.4,195,75,105,4886
841,W-YZB,WYZB0841,2007,10.2,14.8,6.5,2157.3,639.4,396.3,1153.1,2587.8,medium_spike,Paddy soils,clay loam,28.6,14.5,118,6.1,225,105,135,5814
842,W-YZB,WYZB0842,2008,11,15.9,7.1,2427.1,766.7,409.6,1251.1,2747.5,medium_spike,Paddy soils,clay loam,23.7,10.8,113,5.2,195,75,105,5004
843,W-YZB,WYZB0843,2008,11,15.9,7,2402.4,752,409.6,1242.7,2726.6,medium_spike,Paddy soils,clay loam,20.6,9.7,77,5.3,225,105,135,5714
844,W-YZB,WYZB0844,2009,9.4,13.9,6,2044.4,562.9,725.4,1075.7,2483.6,small_spike,Paddy soils,clay loam,23.1,10.2,135,5.8,225,105,135,5783
845,W-YZB,WYZB0845,2009,9.5,13.9,6,2065.8,574.3,725.4,1086.6,2508.6,small_spike,Paddy soils,clay loam,21.6,4.5,100,5.5,195,75,105,5036
846,W-YZB,WYZB0846,2009,9.5,13.9,6,2065.8,574.3,725.4,1086.6,2508.6,small_spike,Paddy soils,silty loam,20.3,8.9,104,6,195,75,105,5037
847,W-YZB,WYZB0847,2009,9.5,13.9,6,2065.8,574.3,725.4,1086.6,2508.6,small_spike,Paddy soils,silty loam,25.2,9.7,79,7.7,225,105,135,6006
848,W-YZB,WYZB0848,2008,11.1,16,7.1,2452.8,782.4,409.6,1261.5,2771.7,small_spike,Paddy soils,silty loam,21.3,14.6,62,6.1,180,45,75,4821
849,W-YZB,WYZB0849,2007,10.5,15.1,6.8,2286.5,708.6,406.6,1180.5,2671.7,medium_spike,Paddy soils,clay loam,24.2,10.2,101,6.2,195,75,105,5058
850,W-YZB,WYZB0850,2008,11.1,16.1,7.1,2461.2,790.8,419.3,1267.4,2784.5,small_spike,Paddy soils,silty loam,25.3,9.4,129,5.7,180,45,75,4767
851,W-YZB,WYZB0851,2008,10.6,15.2,7,2228.4,623.2,367.1,1143.8,2485.6,medium_spike,Paddy soils,loam,37.8,14.1,106,7.9,225,90,120,5055
852,W-YZB,WYZB0852,2008,10.4,15,6.7,2110.2,575,356.4,1127.2,2435.7,medium_spike,Paddy soils,loam,27.6,14.3,67,8.1,225,90,120,5055
853,W-YZB,WYZB0853,2009,10.7,15.4,6.9,2197.9,632.7,358.6,1177.3,2555.3,medium_spike,Paddy soils,sandy loam,30.3,15.8,69,8,225,90,120,6120
854,W-YZB,WYZB0854,2008,10.4,15,6.8,2128,582.8,363.8,1127.2,2439.9,medium_spike,Paddy soils,loam,27.1,8.2,58,7.9,225,90,120,6750
855,W-YZB,WYZB0855,2008,10.7,15.3,7,2219.3,634.1,358.7,1166.5,2535.8,medium_spike,Paddy soils,sandy loam,27,10.8,87,7.9,225,90,120,5325
856,W-YZB,WYZB0856,2008,10.6,15.2,6.9,2181,615.8,358.6,1154.3,2504.6,medium_spike,Paddy soils,sandy loam,28.8,21,74,8,225,90,120,5340
857,W-YZB,WYZB0857,2008,10.3,14.9,6.6,2057.8,552.6,356.2,1121,2410.2,medium_spike,Paddy soils,loam,30.6,6,65,8,225,90,120,5490
858,W-YZB,WYZB0858,2008,10.3,14.9,6.6,2057.8,552.6,356.2,1121,2410.2,medium_spike,Paddy soils,loam,25.2,19.6,55,8.1,225,90,120,5790
859,W-YZB,WYZB0859,2008,10.7,15.3,7,2219.3,634.1,358.7,1166.5,2535.8,medium_spike,Paddy soils,sandy loam,37.8,19.1,143,8,225,90,120,7320
860,W-YZB,WYZB0860,2008,10.3,14.9,6.6,2072,556.8,329.6,1121,2411.1,medium_spike,Paddy soils,loam,25.1,10.5,64,8.1,225,90,120,5835
861,W-YZB,WYZB0861,2008,10.7,15.4,7,2254.3,649.1,366.2,1171.6,2550.2,medium_spike,Paddy soils,sandy loam,27.1,14.5,56,8,225,90,120,7275
862,W-YZB,WYZB0862,2007,9.8,14.2,6.4,2020.1,532.8,375.4,985.4,2305.2,medium_spike,Paddy soils,silty clay loam,28.6,10.7,112,6.6,174,63,90,5285
863,W-YZB,WYZB0863,2007,9.8,14.2,6.4,2020.1,532.8,375.4,985.4,2305.2,medium_spike,Paddy soils,silty clay loam,27.8,49.1,216,6.4,174,63,90,5196
864,W-YZB,WYZB0864,2007,9.8,14.2,6.4,2020.1,532.8,375.4,985.4,2305.2,medium_spike,Paddy soils,silty clay loam,28.8,8.7,228,6.6,174,63,90,4851
865,W-YZB,WYZB0865,2005,10.5,15,7.1,2271.3,682.5,504.9,1042.9,2426.3,medium_spike,Paddy soils,silty clay loam,25.1,10.8,63,6.5,189,75,113,5246
866,W-YZB,WYZB0866,2005,10.5,15,7.1,2271.3,682.5,504.9,1042.9,2426.3,medium_spike,Paddy soils,silty clay loam,25.4,10.9,63,6.6,174,63,90,5181
867,W-YZB,WYZB0867,2005,10.5,15,7.1,2271.3,682.5,504.9,1042.9,2426.3,medium_spike,Paddy soils,silty clay loam,25.7,11,64,6.7,174,63,90,5252
868,W-YZB,WYZB0868,2006,11.4,16.2,7.7,2339.7,711.4,341.3,997,2348.1,medium_spike,Paddy soils,silty clay loam,15.8,3.2,36,6.4,189,75,113,5607
869,W-YZB,WYZB0869,2006,11.7,16.5,8,2469.3,781,363.1,1028.5,2430.3,medium_spike,Paddy soils,silty clay loam,14.9,5.7,36,7.3,174,63,90,4742
870,W-YZB,WYZB0870,2007,9.8,14.2,6.4,2020.1,532.8,375.4,985.4,2305.2,medium_spike,Paddy soils,silty clay loam,31.1,20.1,85,6.6,174,63,90,5763
871,W-YZB,WYZB0871,2007,9.8,14.2,6.4,2020.1,532.8,375.4,985.4,2305.2,medium_spike,Paddy soils,silty clay loam,26.3,9.7,61,6.6,174,63,90,6240
872,W-YZB,WYZB0872,2007,9.8,14.2,6.4,2020.1,532.8,375.4,985.4,2305.2,medium_spike,Paddy soils,silty clay loam,21.2,5.9,57,6.5,174,63,90,5808
873,W-YZB,WYZB0873,2005,10.5,15,7.1,2271.3,682.5,504.9,1042.9,2426.3,medium_spike,Paddy soils,silty clay loam,18.1,10.3,58,6,189,75,113,5097
874,W-YZB,WYZB0874,2005,10.5,15,7.1,2271.3,682.5,504.9,1042.9,2426.3,medium_spike,Paddy soils,silty clay loam,20.5,11.7,72,6.5,174,63,90,5474
875,W-YZB,WYZB0875,2005,10.5,15,7.1,2271.3,682.5,504.9,1042.9,2426.3,medium_spike,Paddy soils,silty clay loam,20.7,11.9,73,6.6,174,63,90,6311
876,W-YZB,WYZB0876,2005,10.5,15,7.1,2271.3,682.5,504.9,1042.9,2426.3,medium_spike,Paddy soils,silty clay loam,20.9,12,73,6.7,189,75,113,5807
877,W-YZB,WYZB0877,2005,10.5,15,7.1,2271.3,682.5,504.9,1042.9,2426.3,medium_spike,Paddy soils,silty clay loam,14,24.7,67,7,189,75,113,5256
878,W-YZB,WYZB0878,2005,10.5,15,7.1,2271.3,682.5,504.9,1042.9,2426.3,medium_spike,Paddy soils,silty clay loam,15,24.7,66,7,174,63,90,5472
879,W-YZB,WYZB0879,2005,10.5,15,7.1,2271.3,682.5,504.9,1042.9,2426.3,medium_spike,Paddy soils,silty clay loam,15,24.6,65,7,174,63,90,5319
880,W-YZB,WYZB0880,2006,11.8,16.6,8.1,2531.3,803,341.3,1055.6,2473.6,medium_spike,Paddy soils,silty clay loam,28.3,9.3,46,6.6,228,90,135,5936
881,W-YZB,WYZB0881,2008,11.4,16.2,7.6,2546.6,822.9,476.1,1215.6,2735.1,small_spike,Paddy soils,sandy loam,13.3,43.5,117,6.5,270,96,96,4530
882,W-YZB,WYZB0882,2008,11.1,16,7.2,2379.6,745.9,360.1,1194.1,2659.8,small_spike,Paddy soils,clay loam,25.8,31.6,107,7,270,96,96,6300
883,W-YZB,WYZB0883,2008,11.2,16,7.2,2316.1,742.4,423.3,1160.9,2610.5,small_spike,Paddy soils,clay loam,31.9,20.6,98,6.7,240,96,96,4230
884,W-YZB,WYZB0884,2008,11.2,16,7.2,2316.1,742.4,423.3,1160.9,2610.5,small_spike,Paddy soils,clay loam,35.2,18.7,96,6.6,240,96,96,4515
885,W-YZB,WYZB0885,2007,10.5,15.1,6.9,2253.3,694.1,439.4,1167.4,2636.3,medium_spike,Paddy soils,clay loam,25.7,23.1,100,7,240,96,96,5775
886,W-YZB,WYZB0886,2007,10.5,15.1,6.9,2253.3,694.1,439.4,1167.4,2636.3,medium_spike,Paddy soils,clay loam,24.4,26.9,103,7.4,240,96,96,5955
887,W-YZB,WYZB0887,2007,10.5,15.1,6.9,2253.3,694.1,439.4,1167.4,2636.3,medium_spike,Paddy soils,silty loam,20.9,34.4,110,7.1,270,96,96,6000
888,W-YZB,WYZB0888,2007,10.5,15.1,6.9,2253.3,694.1,439.4,1167.4,2636.3,medium_spike,Paddy soils,clay loam,29.5,8.4,87,7,270,96,96,5745
889,W-YZB,WYZB0889,2007,10.5,15.1,6.7,2254.2,708.5,407.6,1078.8,2540.3,small_spike,Paddy soils,loam,23.4,19.4,87,7,224,135,150,5715
890,W-YZB,WYZB0890,2007,10.6,15.2,6.8,2295.8,740.1,407.6,1097.9,2589.4,small_spike,Paddy soils,loam,22.3,18,68,7,183,108,120,5020
891,W-YZB,WYZB0891,2007,10.4,15.1,6.7,2226.8,701.1,407.6,1069.1,2520.6,small_spike,Paddy soils,loam,20.1,17,68,7,138,81,108,4875
892,W-YZB,WYZB0892,2006,11.9,16.8,8,2585.7,843.7,428.5,1105.4,2561.8,medium_spike,Paddy soils,loam,19.4,16.3,91,6.9,183,108,120,4920
893,W-YZB,WYZB0893,2006,11.8,16.7,8,2535.1,823.1,428.5,1092.5,2532.9,medium_spike,Paddy soils,loam,15.3,5.7,88,7,138,81,108,4730
894,W-YZB,WYZB0894,2008,10.8,15.7,6.9,2295,697.4,399.4,1113.1,2540.9,small_spike,Paddy soils,loam,26.4,32.7,88,7,225,113,75,5940
895,W-YZB,WYZB0895,2008,10.8,15.7,6.9,2295,697.4,399.4,1113.1,2540.9,small_spike,Paddy soils,loam,22.5,24,78,7,188,90,68,5135
896,W-YZB,WYZB0896,2008,10.8,15.7,6.9,2277.7,690.1,399.4,1109.4,2532.4,small_spike,Paddy soils,loam,21.3,18.6,84,7,143,68,60,4075
897,W-YZB,WYZB0897,2008,10.8,15.7,6.9,2277.7,690.1,399.4,1109.4,2532.4,small_spike,Paddy soils,loam,21.6,20,87,6.9,225,113,75,6075
898,W-YZB,WYZB0898,2008,10.8,15.7,6.9,2277.7,690.1,399.4,1109.4,2532.4,small_spike,Paddy soils,loam,19.6,15,78,6.8,188,90,68,4620
899,W-YZB,WYZB0899,2008,10.8,15.7,6.9,2277.7,690.1,399.4,1109.4,2532.4,small_spike,Paddy soils,loam,20.3,16,77,7,143,68,60,4210
900,W-YZB,WYZB0900,2007,10.2,14.8,6.5,2146.8,651.1,407.6,1048.6,2460,small_spike,Paddy soils,loam,26.4,18.4,87,7,224,135,150,5940
901,W-YZB,WYZB0901,2007,10.6,15.3,6.9,2310.1,744.4,407.6,1102.2,2598.6,small_spike,Paddy soils,loam,22.9,15.5,77,7,183,108,120,5595
902,W-YZB,WYZB0902,2007,10.5,15.1,6.7,2235.9,710.2,407.6,1069.2,2528,small_spike,Paddy soils,loam,21,14.3,56,7,138,81,108,5340
903,W-YZB,WYZB0903,2006,11.6,16.5,7.7,2440.1,768.1,398.6,1078.2,2480.3,medium_spike,Paddy soils,loam,24.1,16,61,7.1,224,135,150,5520
904,W-YZB,WYZB0904,2006,11.3,16.2,7.4,2325.2,703.2,398.6,1055,2416.7,medium_spike,Paddy soils,loam,24.8,18.2,118,7.1,183,108,120,4700
905,W-YZB,WYZB0905,2006,11.7,16.7,7.9,2526,814,398.6,1097.4,2532.8,medium_spike,Paddy soils,loam,18.8,12.4,73,7,138,81,108,4100
906,W-YZB,WYZB0906,2009,9.4,13.8,6,2011.4,532.1,637.4,952.7,2285.8,small_spike,Paddy soils,loam,25.5,15.5,100,6.9,188,90,68,5580
907,W-YZB,WYZB0907,2009,9.3,13.6,5.9,1963,503.7,637.4,932.6,2238.6,small_spike,Paddy soils,loam,20.4,11.4,80,7,188,90,68,5055
908,W-YZB,WYZB0908,2009,9.6,13.9,6.1,2055.3,556,643.6,960.3,2312.8,small_spike,Paddy soils,loam,18.6,7.9,53,7,188,90,68,4755
909,W-YZB,WYZB0909,2006,11.6,16.5,7.8,2433.6,766.4,430.4,1000.8,2387.4,small_spike,Paddy soils,loam,23,4.3,31,6,240,120,120,5565
910,W-YZB,WYZB0910,2006,11.6,16.5,7.8,2433.6,766.4,430.4,1000.8,2387.4,small_spike,Paddy soils,loam,26.6,4.1,75,6.2,240,120,120,5295
911,W-YZB,WYZB0911,2007,10.1,14.6,6.5,2134.6,608.4,427,1032.2,2426.6,small_spike,Paddy soils,loam,29,4.2,78,6.1,240,120,120,4995
912,W-YZB,WYZB0912,2007,10.1,14.6,6.5,2134.6,608.4,427,1032.2,2426.6,small_spike,Paddy soils,loam,29,7.1,103,6.6,240,120,120,4920
913,W-YZB,WYZB0913,2008,11.1,15.9,7.3,2387.7,728.9,494.3,1092.3,2542.6,small_spike,Paddy soils,loam,28,4.2,76,6.1,240,120,120,5055
914,W-YZB,WYZB0914,2009,9.8,14.3,6.4,2101.2,580.3,713.4,931.6,2302.9,small_spike,Paddy soils,loam,28.3,4.1,75,6.1,240,120,120,5100
915,W-YZB,WYZB0915,2006,11.6,16.5,7.8,2433.6,766.4,430.4,1000.8,2387.4,small_spike,Paddy soils,loam,32.4,13.3,84,6.3,240,120,120,7590
916,W-YZB,WYZB0916,2007,10.1,14.6,6.5,2134.6,608.4,427,1032.2,2426.6,small_spike,Paddy soils,loam,33.4,3.5,92,6.8,240,120,120,4950
917,W-YZB,WYZB0917,2008,11.1,15.9,7.3,2387.7,728.9,494.3,1092.3,2542.6,small_spike,Paddy soils,loam,34.1,3.4,89,6.8,240,120,120,4860
918,W-YZB,WYZB0918,2009,9.8,14.3,6.4,2101.2,580.3,713.4,931.6,2302.9,small_spike,Paddy soils,loam,34.5,3.4,89,6.8,240,120,120,4920
919,W-YZB,WYZB0919,2006,11.6,16.5,7.8,2433.6,766.4,430.4,1000.8,2387.4,small_spike,Paddy soils,loam,28.6,8.5,70,5.9,240,120,120,3990
920,W-YZB,WYZB0920,2007,10.1,14.6,6.5,2134.6,608.4,427,1032.2,2426.6,small_spike,Paddy soils,loam,25.4,9.9,53,6.2,240,120,120,5775
921,W-YZB,WYZB0921,2007,10.1,14.6,6.5,2134.6,608.4,427,1032.2,2426.6,small_spike,Paddy soils,loam,14.8,13.3,38,6.6,240,120,120,5220
922,W-YZB,WYZB0922,2008,11.1,15.9,7.3,2387.7,728.9,494.3,1092.3,2542.6,small_spike,Paddy soils,loam,26.2,9.6,54,6.2,240,120,120,5760
923,W-YZB,WYZB0923,2009,9.8,14.3,6.4,2101.2,580.3,713.4,931.6,2302.9,small_spike,Paddy soils,loam,26.4,9.6,53,6.2,240,120,120,5910
924,W-YZB,WYZB0924,2006,11.6,16.5,7.8,2433.6,766.4,430.4,1000.8,2387.4,small_spike,Paddy soils,loam,25.7,7.2,38,6.1,240,120,120,4305
925,W-YZB,WYZB0925,2006,11.6,16.5,7.8,2433.6,766.4,430.4,1000.8,2387.4,small_spike,Paddy soils,loam,21.2,5.8,83,5.6,240,120,120,5955
926,W-YZB,WYZB0926,2007,10.1,14.6,6.5,2134.6,608.4,427,1032.2,2426.6,small_spike,Paddy soils,loam,19.8,2.4,56,6.4,240,120,120,6015
927,W-YZB,WYZB0927,2007,10.1,14.6,6.5,2134.6,608.4,427,1032.2,2426.6,small_spike,Paddy soils,loam,19,6,80,6.1,240,120,120,4740
928,W-YZB,WYZB0928,2006,11.6,16.5,7.8,2433.6,766.4,430.4,1000.8,2387.4,small_spike,Paddy soils,clay,12.6,13.3,50,5.4,240,120,120,5880
929,W-YZB,WYZB0929,2006,11.6,16.5,7.8,2433.6,766.4,430.4,1000.8,2387.4,small_spike,Paddy soils,loam,21.9,11.3,76,6.5,240,120,120,5565
930,W-YZB,WYZB0930,2006,11.6,16.5,7.8,2433.6,766.4,430.4,1000.8,2387.4,small_spike,Paddy soils,loam,23.2,5.8,57,6.3,240,120,120,5175
931,W-YZB,WYZB0931,2007,10.2,14.7,6.5,2161,624.8,427,1042,2449.8,small_spike,Paddy soils,loam,21.4,7.1,45,6.4,240,120,120,5670
932,W-YZB,WYZB0932,2008,10.8,16.1,6.2,2394.7,746.7,560.6,1104.8,2601.9,small_spike,Paddy soils,silt loam,28.4,16.7,123,5.8,225,68,113,6375
933,W-YZB,WYZB0933,2008,10.8,16.1,6.2,2394.7,746.7,560.6,1104.8,2601.9,medium_spike,Paddy soils,silt loam,20.1,7.3,67,6.7,225,68,113,4275
934,W-YZB,WYZB0934,2007,9.6,14.5,5.4,1915.7,569.6,574.3,933.5,2260.5,small_spike,Paddy soils,silt loam,27.8,15.1,96,6.7,225,68,113,5250
935,W-YZB,WYZB0935,2007,9.6,14.5,5.4,1915.7,569.6,574.3,933.5,2260.5,medium_spike,Paddy soils,silt loam,18.6,7.2,69,6.2,225,68,113,4350
936,W-YZB,WYZB0936,2007,9.6,14.5,5.4,1915.7,569.6,574.3,933.5,2260.5,medium_spike,Paddy soils,clay loam,32.5,20.8,162,6.9,225,68,113,6075
937,W-YZB,WYZB0937,2007,9.6,14.5,5.4,1915.7,569.6,574.3,933.5,2260.5,small_spike,Paddy soils,silt loam,16.4,9.5,85,6.3,225,68,113,5070
938,W-YZB,WYZB0938,2007,9.6,14.5,5.4,1915.7,569.6,574.3,933.5,2260.5,small_spike,Paddy soils,loam,25.3,15.4,120,6.8,225,68,113,5625
939,W-YZB,WYZB0939,2008,10.5,15.7,5.9,2278.9,680.9,555.3,1068.6,2506.3,medium_spike,Paddy soils,silt loam,16.9,6.9,74,6.3,225,68,113,3900
940,W-YZB,WYZB0940,2006,11.2,16.3,6.8,2327.3,727.8,572.6,1067.9,2480.9,medium_spike,Paddy soils,loamy clay,27.5,15.8,145,5.8,225,68,113,6150
941,W-YZB,WYZB0941,2006,11.5,16.6,7.1,2480.1,800.6,609.2,1107.9,2578.8,medium_spike,Paddy soils,loamy clay,24.3,10.6,85,6.5,225,68,113,5625
942,W-YZB,WYZB0942,2006,11.2,16.2,6.8,2301.9,712.4,572.6,1058.1,2457.6,medium_spike,Paddy soils,loamy clay,18.7,12.5,68,5.9,225,68,113,3900
943,W-YZB,WYZB0943,2007,9.6,14.5,5.4,1915.7,569.6,574.3,933.5,2260.5,medium_spike,Paddy soils,loam,22.5,14.1,93,6.4,225,68,113,5745
944,W-YZB,WYZB0944,2006,12,16.7,8.3,2409.8,774.4,398.2,970.1,2325.8,small_spike,Paddy soils,silty loam,24.6,7.1,158,7.6,210,105,63,6975
945,W-YZB,WYZB0945,2007,11,15.5,7.3,2307.7,718.2,423.3,1068.6,2495.4,small_spike,Paddy soils,sandy loam,22.3,9.8,89,7.3,225,75,113,5520
946,W-YZB,WYZB0946,2008,11.6,16.4,7.7,2582.9,818.8,408,1158.1,2642.2,small_spike,Paddy soils,silty loam,21.8,10.6,169,7.4,210,105,63,5910
947,W-YZB,WYZB0947,2006,12.5,17.3,8.7,2777.1,921.7,404.7,1108.3,2580.7,small_spike,Paddy soils,clay loam,26.1,8.8,108,6,210,105,63,5145
948,W-YZB,WYZB0948,2007,11.3,15.8,7.6,2505.7,796.2,452.2,1124,2631.7,small_spike,Paddy soils,clay loam,23.8,9.4,108,6.9,225,75,113,5835
949,W-YZB,WYZB0949,2008,11.8,16.5,7.8,2623.5,849.4,433.2,1176.2,2685,medium_spike,Paddy soils,clay loam,23.8,9.4,108,6.9,210,105,63,5940
950,W-YZB,WYZB0950,2006,12.4,17.2,8.6,2734.3,898.9,404.7,1109.3,2564.2,small_spike,Paddy soils,clay loam,22.4,9.6,84,6.5,210,105,63,7350
951,W-YZB,WYZB0951,2007,11.2,15.7,7.5,2475.5,776,442.5,1110,2597.6,small_spike,Paddy soils,clay loam,23.2,8.2,85,6.8,225,75,113,5790
952,W-YZB,WYZB0952,2008,11.5,16.3,7.5,2470.5,776.4,388,1161.1,2622.4,medium_spike,Paddy soils,clay loam,23.2,8.2,60,6.8,210,105,63,6647
953,W-YZB,WYZB0953,2006,11.9,16.7,8.1,2443.4,758,371.4,1035.1,2390.9,small_spike,Paddy soils,clay loam,22.5,5.9,53,6.7,210,105,63,5775
954,W-YZB,WYZB0954,2007,10.8,15.3,7.1,2240.9,681.4,423.3,1057.1,2454.6,small_spike,Paddy soils,clay loam,20.9,7.1,110,6.7,225,75,113,5865
955,W-YZB,WYZB0955,2008,11.4,16.1,7.4,2454.1,750,407.9,1135.2,2572.1,small_spike,Paddy soils,clay loam,22.3,7.5,126,6.6,210,105,63,4860
956,W-YZB,WYZB0956,2006,11.8,16.5,8,2313.1,717.7,371.4,969.2,2286.8,small_spike,Paddy soils,clay loam,27.6,23.1,123,5.9,210,105,63,6225
957,W-YZB,WYZB0957,2007,10.8,15.3,7.1,2167.5,678,423.3,1025.5,2406.3,small_spike,Paddy soils,clay loam,16.9,10.8,69,6.7,225,75,113,6272
958,W-YZB,WYZB0958,2008,11.6,16.3,7.6,2541.9,797.8,408,1158.1,2630.5,small_spike,Paddy soils,clay loam,17.8,10.4,146,6.8,210,105,63,5460
959,W-YZB,WYZB0959,2006,11.8,16.5,8,2289.6,714.2,367.7,960.4,2269.4,small_spike,Paddy soils,silty loam,29.8,11.3,108,8.1,210,105,63,6450
960,W-YZB,WYZB0960,2007,10.9,15.4,7.2,2192.1,692.6,423.3,1032,2424.2,small_spike,Paddy soils,silty loam,23.4,8.4,99,6.8,225,75,113,5460
961,W-YZB,WYZB0961,2008,11.3,16.1,7.4,2395,740.9,388,1146.2,2581.5,small_spike,Paddy soils,silty loam,22.3,9.8,101,7.3,210,105,63,6000
962,W-YZB,WYZB0962,2007,10.4,14.7,7.2,2183.5,640,383.2,1180.1,2599.3,medium_spike,Paddy soils,loam,22.8,15.4,69,7.5,210,75,60,6345
963,W-YZB,WYZB0963,2008,10.9,15.4,7.4,2313.5,679.4,394.6,1135,2541.4,medium_spike,Paddy soils,loam,20.2,22.6,158,7.6,210,90,75,6165
964,W-YZB,WYZB0964,2007,10.3,14.5,7,2147.1,613.6,363.3,1188.8,2598.6,medium_spike,Paddy soils,loam,17.6,18.8,113,7.5,219,72,84,6630
965,W-YZB,WYZB0965,2007,10.6,14.8,7.3,2271.6,668.1,407.2,1204.5,2661.5,medium_spike,Paddy soils,loam,23.9,19.8,171,7.7,219,72,48,5370
966,W-YZB,WYZB0966,2008,11.1,15.4,7.5,2118.5,615.8,421.6,924.9,2216.9,small_spike,Paddy soils,clay loam,36.1,8.3,98,6.1,240,90,90,5066
967,W-YZB,WYZB0967,2009,9.8,13.8,6.7,1888.1,481.3,504.8,829.5,2069,small_spike,Paddy soils,clay loam,42.9,5.2,76,6.4,240,90,90,4808
968,W-YZB,WYZB0968,2007,10.6,14.7,7.4,2189.9,618.3,366.4,947.7,2314,medium_spike,Paddy soils,silt loam,37.8,12.7,120,5.9,240,90,90,6305
969,W-YZB,WYZB0969,2008,11,15.3,7.4,2058.8,590.6,421.6,888,2143.6,small_spike,Paddy soils,silt loam,27.9,18.6,109,5.8,240,90,90,6630
970,W-YZB,WYZB0970,2007,10.5,14.5,7.3,2137.7,596.1,366.4,932,2276.5,small_spike,Paddy soils,silt loam,36.1,48.6,86,6.1,240,90,90,4965
971,W-YZB,WYZB0971,2008,11.1,15.4,7.5,2167.6,624.9,421.6,931.4,2230.6,small_spike,Paddy soils,silt loam,37.2,10.9,106,5.9,240,90,90,5256
972,W-YZB,WYZB0972,2007,10.6,14.7,7.4,2157.9,616.3,393.1,937.4,2293.6,medium_spike,Paddy soils,clay loam,30.6,17.3,94,5.7,240,90,90,6362
973,W-YZB,WYZB0973,2007,10.5,14.5,7.3,2122.5,590.9,366.4,932,2272.4,small_spike,Paddy soils,clay loam,22.9,34,108,5.2,240,90,90,5946
974,W-YZB,WYZB0974,2008,10.9,15.2,7.4,2084.2,591.5,421.6,913.1,2182.6,small_spike,Paddy soils,clay loam,31.4,14.4,108,6,240,90,90,4658
975,W-YZB,WYZB0975,2009,9.8,13.8,6.7,1888.1,481.3,504.8,829.5,2069,small_spike,Paddy soils,clay loam,22.1,4.1,123,6.3,240,90,90,4998
976,W-YZB,WYZB0976,2007,10.7,14.7,7.5,2202.7,631.1,393.1,941.6,2310.9,small_spike,Paddy soils,silt loam,29,10.8,121,6.2,240,90,90,5435
977,W-YZB,WYZB0977,2008,11,15.3,7.5,2120.5,607.8,421.6,924.6,2211.5,small_spike,Paddy soils,silt loam,28.4,53.3,206,5.6,240,90,90,5477
978,W-YZB,WYZB0978,2007,10.5,14.6,7.3,2132.5,600.9,366.4,934.8,2282,small_spike,Paddy soils,silt loam,35.4,23.3,160,5.9,240,90,90,4505
979,W-YZB,WYZB0979,2008,11,15.3,7.4,2095.5,602.8,421.6,914.5,2192.7,small_spike,Paddy soils,silt loam,40.9,16.8,161,5.5,240,90,90,4857
980,W-YZB,WYZB0980,2009,9.9,13.9,6.7,1849,467.6,491.7,819.2,2030.2,small_spike,Paddy soils,silty clay loam,44.5,15.5,111,6.1,240,90,90,4845
981,W-YZB,WYZB0981,2006,10.6,14.9,7.1,1943.2,476.1,448.2,822.7,1975.3,small_spike,Paddy soils,loam,26.7,20,65,7.3,228,54,72,5550
982,W-YZB,WYZB0982,2007,10.4,14.7,7,2113.9,607.7,369.6,994.2,2364.8,small_spike,Paddy soils,loam,26.7,16,64,7.2,223,53,69,5940
983,W-YZB,WYZB0983,2006,10.6,14.9,7.1,1943.2,476.1,448.2,822.7,1975.3,small_spike,Paddy soils,loam,20.5,13.2,83,7.1,228,54,72,5400
984,W-YZB,WYZB0984,2007,10.4,14.7,7,2113.9,607.7,369.6,994.2,2364.8,small_spike,Paddy soils,loam,26.4,10.1,62,7.2,223,53,69,5790
985,W-YZB,WYZB0985,2006,10.6,14.9,7.1,1943.2,476.1,448.2,822.7,1975.3,small_spike,Paddy soils,loam,30.8,14.8,83,7.2,224,48,68,6000
986,W-YZB,WYZB0986,2007,10.3,14.5,6.8,2050.7,574.5,349.5,986.7,2336.1,small_spike,Paddy soils,loam,27.3,10.7,100,7.2,219,45,63,6000
987,W-YZB,WYZB0987,2006,10.5,14.8,7,1906.9,459.8,448.2,806.5,1948.4,small_spike,Paddy soils,loam,31.3,14.8,63,7.3,231,54,75,5490
988,W-YZB,WYZB0988,2007,10.3,14.5,6.8,2050.7,574.5,349.5,986.7,2336.1,small_spike,Paddy soils,loam,25.2,10.7,60,7.3,228,51,72,6480
989,W-YZB,WYZB0989,2006,10.6,14.9,7.1,1943.2,476.1,448.2,822.7,1975.3,small_spike,Paddy soils,loam,33.1,20.2,61,7.3,224,48,68,5625
990,W-YZB,WYZB0990,2007,10.3,14.5,6.8,2050.7,574.5,349.5,986.7,2336.1,small_spike,Paddy soils,loam,26.4,10,78,7.1,219,45,63,6450
991,W-YZB,WYZB0991,2006,10.6,14.9,7.1,1943.2,476.1,448.2,822.7,1975.3,small_spike,Paddy soils,loam,23.8,15.6,67,7.3,231,54,75,6090
