Sort,Crop,NO,Year,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
634,ER-SC,ERSC0634,2008,early_maturity,25.6 ,30.1 ,22.0 ,2153.7 ,1313.7 ,342.8 ,501.6 ,1428.31,Paddy soils,,38.2 ,35.1 ,143.0 ,5.3 ,135 ,72 ,68 ,6750 
635,ER-SC,ERSC0635,2009,early_maturity,25.0 ,29.3 ,21.8 ,2126.4 ,1276.4 ,337.2 ,434.5 ,1325.62,Paddy soils,,56.8 ,25.3 ,129.0 ,5.4 ,135 ,72 ,68 ,6750 
636,ER-SC,ERSC0636,2007,early_maturity,23.2 ,27.7 ,19.5 ,2158.9 ,1228.9 ,252.7 ,403.8 ,1313.21,Paddy soils,,32.6 ,8.7 ,132.0 ,4.9 ,135 ,72 ,68 ,6240 
637,ER-SC,ERSC0637,2007,early_maturity,23.2 ,27.7 ,19.5 ,2158.9 ,1228.9 ,252.7 ,403.8 ,1313.21,Paddy soils,,29.4 ,12.8 ,154.0 ,5.3 ,135 ,72 ,68 ,6735 
638,ER-SC,ERSC0638,2007,early_maturity,24.8 ,29.3 ,21.2 ,2011.3 ,1201.3 ,242.2 ,379.1 ,1202.4,Paddy soils,,25.8 ,18.5 ,125.0 ,5.5 ,135 ,72 ,68 ,6900 
639,ER-SC,ERSC0639,2007,early_maturity,25.8 ,30.0 ,22.3 ,1985.0 ,1215.0 ,202.1 ,370.1 ,1163.21,Paddy soils,,30.1 ,9.1 ,83.0 ,4.7 ,135 ,72 ,68 ,6390 
640,ER-SC,ERSC0640,2007,early_maturity,25.9 ,30.1 ,22.5 ,1994.8 ,1224.8 ,209.7 ,363.1 ,1152.26,Paddy soils,,50.6 ,32.0 ,118.0 ,5.4 ,135 ,72 ,68 ,6210 
641,ER-SC,ERSC0641,2009,early_maturity,25.2 ,29.5 ,21.9 ,2218.0 ,1338.0 ,337.2 ,468.7 ,1402.55,Paddy soils,,44.3 ,27.5 ,107.0 ,5.1 ,135 ,72 ,68 ,7200 
642,ER-SC,ERSC0642,2009,early_maturity,24.9 ,29.3 ,21.6 ,2195.4 ,1315.4 ,337.2 ,464.8 ,1395.05,Paddy soils,,44.5 ,30.4 ,98.0 ,5.2 ,135 ,72 ,68 ,7065 
643,ER-SC,ERSC0643,2008,early_maturity,25.5 ,30.0 ,21.9 ,2171.1 ,1321.1 ,357.8 ,503.9 ,1438.89,Paddy soils,,30.7 ,27.6 ,114.0 ,5.1 ,165 ,90 ,90 ,7365 
644,ER-SC,ERSC0644,2006,early_maturity,25.4 ,29.4 ,22.3 ,2209.2 ,1339.2 ,401.2 ,416.5 ,1308.32,Paddy soils,,31.3 ,26.1 ,61.0 ,7.5 ,135 ,72 ,68 ,6629 
645,ER-SC,ERSC0645,2008,early_maturity,25.3 ,29.5 ,22.1 ,2176.5 ,1316.5 ,297.6 ,515.2 ,1462.03,Paddy soils,,31.3 ,26.1 ,61.0 ,7.5 ,210 ,80 ,90 ,6629 
646,ER-SC,ERSC0646,2009,early_maturity,23.3 ,27.3 ,20.3 ,1954.8 ,1114.8 ,417.1 ,411.7 ,1269.11,Paddy soils,,32.4 ,34.5 ,72.0 ,7.6 ,210 ,80 ,90 ,6645 
647,ER-SC,ERSC0647,2010,early_maturity,23.1 ,26.9 ,20.4 ,2311.9 ,1317.2 ,823.0 ,368.7 ,1319.82,Paddy soils,,33.1 ,31.4 ,99.0 ,7.5 ,210 ,81 ,90 ,5250 
648,ER-SC,ERSC0648,2007,medium_maturity,25.2 ,30.5 ,21.0 ,2167.2 ,1307.2 ,532.1 ,481.4 ,1409.59,Paddy soils,,49.5 ,25.0 ,50.0 ,7.5 ,150 ,70 ,80 ,7253 
649,ER-SC,ERSC0649,2007,medium_maturity,25.4 ,30.7 ,21.2 ,2285.5 ,1385.5 ,546.4 ,507.4 ,1481.13,Paddy soils,,46.0 ,13.1 ,82.0 ,7.5 ,150 ,70 ,80 ,6768 
650,ER-SC,ERSC0650,2009,early_maturity,24.1 ,28.4 ,21.0 ,2122.4 ,1242.4 ,458.8 ,457.1 ,1378.08,Paddy soils,,58.2 ,67.9 ,73.0 ,7.8 ,165 ,90 ,90 ,8627 
651,ER-SC,ERSC0651,2006,medium_maturity,25.6 ,30.5 ,22.0 ,2253.8 ,1373.8 ,361.6 ,387.8 ,1271.5,Paddy soils,,44.7 ,5.6 ,117.0 ,4.9 ,165 ,90 ,90 ,7584 
652,ER-SC,ERSC0652,2006,medium_maturity,25.4 ,30.4 ,21.8 ,2158.2 ,1308.2 ,361.6 ,358.8 ,1202.56,Paddy soils,,45.8 ,11.0 ,251.0 ,5.9 ,165 ,90 ,90 ,7839 
653,ER-SC,ERSC0653,2007,early_maturity,25.3 ,30.3 ,21.7 ,2126.8 ,1286.8 ,361.6 ,349.6 ,1180.32,Paddy soils,,29.8 ,17.6 ,36.0 ,5.2 ,120 ,45 ,90 ,5253 
654,ER-SC,ERSC0654,2007,early_maturity,25.3 ,30.3 ,21.7 ,2126.8 ,1286.8 ,361.6 ,349.6 ,1180.32,Paddy soils,,27.9 ,5.6 ,43.0 ,4.5 ,120 ,45 ,90 ,4944 
655,ER-SC,ERSC0655,2007,early_maturity,25.3 ,30.3 ,21.7 ,2126.8 ,1286.8 ,361.6 ,349.6 ,1180.32,Paddy soils,,35.9 ,29.9 ,94.0 ,5.5 ,120 ,45 ,90 ,5670 
656,ER-SC,ERSC0656,2010,medium_maturity,24.1 ,28.7 ,20.7 ,2261.6 ,1321.6 ,762.5 ,367.9 ,1282.07,Paddy soils,,37.7 ,18.4 ,131.0 ,5.6 ,135 ,72 ,68 ,5813 
657,ER-SC,ERSC0657,2010,medium_maturity,24.4 ,28.8 ,21.4 ,2001.0 ,1181.0 ,734.6 ,293.2 ,1076.48,Paddy soils,,36.2 ,20.8 ,156.0 ,5.5 ,135 ,72 ,68 ,6653 
658,ER-SC,ERSC0658,2010,medium_maturity,24.3 ,28.3 ,21.3 ,1916.6 ,1126.6 ,762.9 ,278.1 ,1028.69,Paddy soils,,37.2 ,13.7 ,140.0 ,5.6 ,135 ,72 ,68 ,7332 
659,ER-SC,ERSC0659,2009,early_maturity,25.2 ,28.5 ,22.6 ,2315.7 ,1395.7 ,388.2 ,623.0 ,1680.02,Paddy soils,,10.4 ,17.7 ,135.0 ,8.1 ,135 ,75 ,75 ,7328 
660,ER-SC,ERSC0660,2009,early_maturity,24.2 ,27.6 ,21.7 ,2157.5 ,1267.5 ,447.5 ,543.5 ,1526.84,Paddy soils,,11.4 ,11.7 ,134.0 ,8.0 ,135 ,75 ,75 ,6528 
661,ER-SC,ERSC0661,2009,early_maturity,25.7 ,29.0 ,23.1 ,2157.2 ,1317.2 ,310.9 ,570.7 ,1540.92,Paddy soils,,21.2 ,11.3 ,196.0 ,8.2 ,135 ,75 ,75 ,6525 
662,ER-SC,ERSC0662,2009,medium_maturity,24.3 ,29.1 ,20.6 ,1993.4 ,1173.4 ,427.4 ,442.4 ,1313.35,Paddy soils,,31.5 ,15.1 ,160.0 ,6.1 ,135 ,72 ,68 ,4995 
663,ER-SC,ERSC0663,2010,early_maturity,23.6 ,28.0 ,20.3 ,1980.9 ,1140.9 ,817.3 ,347.7 ,1175.06,Paddy soils,,28.6 ,12.1 ,153.0 ,5.9 ,135 ,53 ,60 ,5406 
664,ER-SC,ERSC0664,2009,medium_maturity,24.3 ,29.1 ,20.6 ,1993.4 ,1173.4 ,427.4 ,442.4 ,1313.35,Paddy soils,,30.7 ,14.2 ,118.0 ,7.1 ,135 ,72 ,68 ,6102 
665,ER-SC,ERSC0665,2008,medium_maturity,24.7 ,29.6 ,20.9 ,1975.7 ,1175.7 ,461.5 ,430.5 ,1281.43,Paddy soils,,30.7 ,12.3 ,106.0 ,6.5 ,135 ,72 ,68 ,6740 
666,ER-SC,ERSC0666,2009,early_maturity,24.4 ,29.1 ,20.8 ,1877.7 ,1107.7 ,385.1 ,400.9 ,1211.86,Paddy soils,,28.6 ,12.8 ,105.0 ,7.0 ,135 ,72 ,68 ,6585 
667,ER-SC,ERSC0667,2010,medium_maturity,23.5 ,27.9 ,20.2 ,2043.4 ,1173.4 ,989.9 ,349.8 ,1199.32,Paddy soils,,50.5 ,7.3 ,116.0 ,6.4 ,135 ,53 ,60 ,6362 
668,ER-SC,ERSC0668,2008,medium_maturity,24.7 ,29.6 ,20.9 ,1975.7 ,1175.7 ,461.5 ,430.5 ,1281.43,Paddy soils,,30.5 ,15.9 ,81.0 ,5.8 ,135 ,72 ,68 ,6338 
669,ER-SC,ERSC0669,2008,early_maturity,24.7 ,29.6 ,20.9 ,1975.7 ,1175.7 ,461.5 ,430.5 ,1281.43,Paddy soils,,38.4 ,17.4 ,126.0 ,6.2 ,135 ,72 ,68 ,6690 
670,ER-SC,ERSC0670,2010,early_maturity,23.5 ,27.9 ,20.2 ,2043.4 ,1173.4 ,989.9 ,349.8 ,1199.32,Paddy soils,,45.9 ,15.3 ,51.0 ,5.9 ,135 ,53 ,60 ,5837 
671,ER-SC,ERSC0671,2009,early_maturity,25.0 ,29.8 ,21.4 ,1849.8 ,1109.8 ,314.1 ,447.6 ,1268.03,Paddy soils,,36.7 ,18.2 ,73.0 ,5.2 ,135 ,72 ,68 ,6273 
672,ER-SC,ERSC0672,2010,medium_maturity,24.0 ,28.2 ,20.6 ,2060.4 ,1200.4 ,698.9 ,393.9 ,1265.12,Paddy soils,,35.4 ,21.4 ,126.0 ,5.1 ,135 ,72 ,68 ,6855 
673,ER-SC,ERSC0673,2007,medium_maturity,26.0 ,30.9 ,22.3 ,1975.8 ,1215.8 ,242.9 ,466.8 ,1314.09,Paddy soils,,29.1 ,21.9 ,103.0 ,4.9 ,135 ,72 ,68 ,6005 
674,ER-SC,ERSC0674,2007,early_maturity,25.5 ,30.5 ,21.8 ,1966.2 ,1196.2 ,242.0 ,475.4 ,1333.95,Paddy soils,,41.7 ,16.5 ,97.0 ,6.1 ,135 ,72 ,68 ,6789 
675,ER-SC,ERSC0675,2007,medium_maturity,25.8 ,30.7 ,22.1 ,1831.6 ,1121.6 ,231.3 ,437.9 ,1230.82,Paddy soils,,32.3 ,10.7 ,95.0 ,5.2 ,135 ,72 ,68 ,6276 
676,ER-SC,ERSC0676,2009,medium_maturity,25.0 ,29.7 ,21.3 ,2120.9 ,1270.9 ,391.4 ,528.8 ,1476.73,Paddy soils,,37.7 ,15.1 ,117.0 ,5.4 ,135 ,72 ,68 ,6686 
677,ER-SC,ERSC0677,2007,early_maturity,26.1 ,31.0 ,22.5 ,2039.3 ,1259.3 ,342.1 ,467.1 ,1329.57,Paddy soils,,34.3 ,6.8 ,52.0 ,5.3 ,135 ,72 ,68 ,5918 
678,ER-SC,ERSC0678,2007,medium_maturity,26.1 ,30.9 ,22.5 ,2064.0 ,1274.0 ,349.1 ,471.6 ,1344.18,Paddy soils,,33.7 ,12.8 ,127.0 ,5.2 ,135 ,72 ,68 ,6363 
679,ER-SC,ERSC0679,2010,early_maturity,24.8 ,27.8 ,22.6 ,1937.1 ,1157.1 ,658.0 ,390.4 ,1205.87,Paddy soils,,29.4 ,15.4 ,68.0 ,5.3 ,141 ,36 ,90 ,6752 
680,ER-SC,ERSC0680,2010,early_maturity,24.9 ,28.0 ,22.6 ,2094.0 ,1254.0 ,678.1 ,443.3 ,1334.18,Paddy soils,,22.1 ,65.0 ,71.0 ,5.2 ,141 ,36 ,90 ,6641 
681,ER-SC,ERSC0681,2010,early_maturity,24.8 ,27.8 ,22.6 ,1937.1 ,1157.1 ,658.0 ,390.4 ,1205.87,Paddy soils,,21.7 ,50.2 ,54.0 ,5.3 ,141 ,36 ,90 ,5003 
682,ER-SC,ERSC0682,2010,early_maturity,24.5 ,27.7 ,22.2 ,2208.1 ,1308.1 ,688.4 ,490.4 ,1452.07,Paddy soils,,20.7 ,45.8 ,74.0 ,5.4 ,141 ,36 ,90 ,6254 
683,ER-SC,ERSC0683,2007,early_maturity,24.8 ,30.5 ,20.6 ,2036.0 ,1216.0 ,316.2 ,387.5 ,1226.49,Paddy soils,,39.4 ,4.0 ,88.0 ,5.0 ,135 ,72 ,68 ,7347 
684,ER-SC,ERSC0684,2008,early_maturity,23.9 ,29.8 ,19.5 ,2149.7 ,1249.7 ,359.9 ,524.2 ,1503.54,Paddy soils,,42.7 ,3.7 ,94.0 ,4.9 ,165 ,90 ,90 ,7212 
685,ER-SC,ERSC0685,2009,early_maturity,26.1 ,31.7 ,22.0 ,2063.7 ,1273.7 ,422.7 ,494.2 ,1382.88,Paddy soils,,41.6 ,24.2 ,97.0 ,5.0 ,165 ,90 ,90 ,4872 
686,ER-SC,ERSC0686,2009,early_maturity,26.1 ,31.8 ,21.9 ,1933.1 ,1193.1 ,321.5 ,482.4 ,1327.75,Paddy soils,,31.8 ,10.6 ,85.0 ,4.8 ,180 ,75 ,90 ,5885 
687,ER-SC,ERSC0687,2009,medium_maturity,26.1 ,31.6 ,22.0 ,2111.6 ,1301.6 ,449.3 ,494.2 ,1397.15,Paddy soils,,29.8 ,10.1 ,82.0 ,4.9 ,165 ,75 ,75 ,6890 
688,ER-SC,ERSC0688,2009,early_maturity,26.2 ,31.8 ,21.9 ,2013.6 ,1243.6 ,412.8 ,494.2 ,1368.55,Paddy soils,,36.7 ,9.2 ,95.0 ,5.3 ,165 ,75 ,75 ,9584 
689,ER-SC,ERSC0689,2009,medium_maturity,26.1 ,31.6 ,22.0 ,2111.6 ,1301.6 ,449.3 ,494.2 ,1397.15,Paddy soils,,42.2 ,30.0 ,140.0 ,5.3 ,150 ,36 ,75 ,7154 
690,ER-SC,ERSC0690,2009,early_maturity,26.1 ,31.6 ,22.0 ,2111.6 ,1301.6 ,449.3 ,494.2 ,1397.15,Paddy soils,,37.9 ,29.7 ,108.0 ,4.9 ,150 ,36 ,75 ,7223 
691,ER-SC,ERSC0691,2009,medium_maturity,26.1 ,31.6 ,22.0 ,2111.6 ,1301.6 ,449.3 ,494.2 ,1397.15,Paddy soils,,34.5 ,26.3 ,147.0 ,5.1 ,150 ,36 ,75 ,6846 
692,ER-SC,ERSC0692,2010,early_maturity,24.0 ,27.7 ,21.2 ,2255.5 ,1315.5 ,660.0 ,456.5 ,1423.74,Paddy soils,,57.9 ,23.7 ,91.0 ,6.4 ,150 ,90 ,90 ,6657 
693,ER-SC,ERSC0693,2010,early_maturity,23.7 ,27.4 ,20.9 ,2132.3 ,1232.3 ,651.7 ,417.1 ,1330.62,Paddy soils,,51.2 ,12.4 ,114.0 ,6.8 ,150 ,90 ,90 ,6611 
694,ER-SC,ERSC0694,2010,medium_maturity,24.3 ,28.0 ,21.4 ,2378.4 ,1398.4 ,663.5 ,500.3 ,1523.81,Paddy soils,,43.7 ,6.1 ,55.0 ,5.2 ,150 ,90 ,90 ,7268 
695,ER-SC,ERSC0695,2007,early_maturity,26.2 ,30.5 ,22.8 ,1884.9 ,1164.9 ,301.4 ,369.6 ,1126.74,Paddy soils,,26.2 ,28.1 ,100.0 ,7.3 ,135 ,72 ,68 ,6360 
696,ER-SC,ERSC0696,2009,early_maturity,25.5 ,30.0 ,22.2 ,1937.2 ,1177.2 ,378.7 ,433.4 ,1260.62,Paddy soils,,38.4 ,24.3 ,160.0 ,6.0 ,135 ,72 ,68 ,6909 
697,ER-SC,ERSC0697,2009,early_maturity,25.5 ,30.0 ,22.2 ,1937.2 ,1177.2 ,378.7 ,433.4 ,1260.62,Paddy soils,,46.4 ,14.6 ,155.0 ,5.8 ,135 ,72 ,68 ,7580 
698,ER-SC,ERSC0698,2010,early_maturity,24.4 ,28.6 ,21.4 ,2001.7 ,1181.7 ,675.2 ,366.9 ,1193.71,Paddy soils,,39.5 ,5.7 ,55.0 ,6.2 ,165 ,72 ,68 ,6854 
699,ER-SC,ERSC0699,2010,early_maturity,24.3 ,28.4 ,21.2 ,1990.5 ,1170.5 ,675.2 ,358.4 ,1179.46,Paddy soils,,38.4 ,3.7 ,55.0 ,6.3 ,165 ,72 ,68 ,6843 
700,ER-SC,ERSC0700,2007,early_maturity,26.5 ,30.8 ,23.2 ,2043.8 ,1273.8 ,370.6 ,391.1 ,1198.96,Paddy soils,,26.7 ,21.9 ,49.0 ,5.4 ,165 ,90 ,90 ,5463 
701,ER-SC,ERSC0701,2007,early_maturity,26.2 ,30.4 ,22.9 ,1987.4 ,1227.4 ,321.1 ,372.8 ,1160.83,Paddy soils,,32.9 ,10.7 ,147.0 ,5.1 ,165 ,90 ,90 ,5663 
702,ER-SC,ERSC0702,2009,early_maturity,23.6 ,28.0 ,20.4 ,1625.5 ,935.5 ,356.1 ,361.0 ,1084.87,Paddy soils,,31.5 ,19.1 ,76.0 ,5.1 ,135 ,72 ,68 ,6615 
703,ER-SC,ERSC0703,2009,early_maturity,24.3 ,28.7 ,21.1 ,1723.5 ,1013.5 ,360.3 ,362.8 ,1107,Paddy soils,,31.1 ,19.1 ,76.0 ,5.1 ,135 ,72 ,68 ,6042 
704,ER-SC,ERSC0704,2009,early_maturity,25.0 ,29.7 ,21.6 ,1851.8 ,1111.8 ,352.4 ,433.1 ,1245.14,Paddy soils,,26.7 ,17.4 ,146.0 ,6.2 ,135 ,68 ,75 ,5790 
705,ER-SC,ERSC0705,2010,early_maturity,23.6 ,27.9 ,20.5 ,1724.5 ,994.5 ,470.4 ,362.4 ,1120.32,Paddy soils,,42.1 ,20.6 ,93.0 ,5.5 ,135 ,72 ,68 ,6150 
706,ER-SC,ERSC0706,2006,early_maturity,25.7 ,30.3 ,22.0 ,2083.9 ,1273.9 ,631.4 ,478.4 ,1372,Paddy soils,,66.9 ,20.8 ,58.0 ,7.9 ,165 ,90 ,135 ,5984 
707,ER-SC,ERSC0707,2006,early_maturity,25.4 ,30.1 ,21.7 ,2059.8 ,1249.8 ,647.1 ,464.0 ,1347.98,Paddy soils,,73.0 ,4.0 ,63.0 ,5.9 ,165 ,90 ,135 ,6467 
708,ER-SC,ERSC0708,2007,medium_maturity,26.8 ,31.7 ,23.1 ,2006.9 ,1256.9 ,390.4 ,320.5 ,1071.12,Paddy soils,,45.6 ,6.6 ,51.0 ,5.8 ,165 ,90 ,90 ,6701 
709,ER-SC,ERSC0709,2009,medium_maturity,25.1 ,30.0 ,21.2 ,2238.2 ,1348.2 ,450.9 ,531.5 ,1515.11,Paddy soils,,41.9 ,4.4 ,93.0 ,5.4 ,135 ,72 ,68 ,7116 
710,ER-SC,ERSC0710,2009,medium_maturity,26.3 ,30.7 ,23.0 ,2338.2 ,1448.2 ,454.2 ,529.5 ,1510.76,Paddy soils,,37.5 ,12.0 ,64.0 ,5.8 ,135 ,72 ,68 ,6867 
711,ER-SC,ERSC0711,2010,early_maturity,23.3 ,27.9 ,19.9 ,1815.8 ,1035.8 ,904.6 ,321.8 ,1091.35,Paddy soils,,30.5 ,11.2 ,78.0 ,6.2 ,150 ,60 ,90 ,6416 
712,ER-SC,ERSC0712,2007,medium_maturity,26.7 ,31.7 ,23.0 ,2031.7 ,1271.7 ,390.4 ,329.9 ,1093.63,Paddy soils,,46.4 ,7.5 ,52.0 ,6.8 ,165 ,90 ,90 ,8025 
713,ER-SC,ERSC0713,2008,early_maturity,24.8 ,29.8 ,20.5 ,1958.2 ,1168.2 ,267.8 ,497.9 ,1387.25,Paddy soils,,38.7 ,10.7 ,78.0 ,5.8 ,135 ,72 ,68 ,6768 
714,ER-SC,ERSC0714,2007,medium_maturity,26.7 ,31.6 ,22.9 ,2025.6 ,1265.6 ,390.4 ,329.0 ,1092.11,Paddy soils,,70.3 ,5.8 ,93.0 ,6.3 ,165 ,90 ,90 ,7389 
715,ER-SC,ERSC0715,2008,early_maturity,24.8 ,29.8 ,20.5 ,1958.2 ,1168.2 ,267.8 ,497.9 ,1387.25,Paddy soils,,36.6 ,16.5 ,68.0 ,6.2 ,135 ,72 ,68 ,8042 
716,ER-SC,ERSC0716,2009,medium_maturity,25.2 ,30.1 ,21.3 ,2246.9 ,1356.9 ,458.3 ,531.5 ,1515.32,Paddy soils,,45.4 ,26.2 ,54.0 ,6.2 ,135 ,72 ,68 ,7205 
717,ER-SC,ERSC0717,2009,medium_maturity,25.5 ,30.4 ,21.4 ,1911.0 ,1161.0 ,352.0 ,395.7 ,1194.04,Paddy soils,,46.0 ,6.7 ,97.0 ,5.6 ,135 ,72 ,68 ,7254 
718,ER-SC,ERSC0718,2009,medium_maturity,25.4 ,30.0 ,21.5 ,2030.0 ,1230.0 ,507.4 ,391.2 ,1222.43,Paddy soils,,51.6 ,5.2 ,55.0 ,5.7 ,135 ,72 ,68 ,7302 
719,ER-SC,ERSC0719,2007,early_maturity,25.2 ,30.4 ,21.3 ,2019.7 ,1219.7 ,356.2 ,487.0 ,1377.25,Paddy soils,,39.7 ,28.3 ,91.0 ,5.3 ,135 ,72 ,68 ,7254 
720,ER-SC,ERSC0720,2008,early_maturity,24.5 ,29.7 ,20.7 ,1914.0 ,1134.0 ,304.7 ,444.8 ,1293.79,Paddy soils,,28.9 ,5.4 ,76.0 ,5.3 ,150 ,60 ,90 ,7209 
721,ER-SC,ERSC0721,2009,early_maturity,25.0 ,29.9 ,21.3 ,2146.2 ,1286.2 ,541.8 ,476.6 ,1402.89,Paddy soils,,34.3 ,17.6 ,94.0 ,5.5 ,135 ,72 ,68 ,7253 
722,ER-SC,ERSC0722,2009,early_maturity,25.0 ,29.9 ,21.3 ,2146.2 ,1286.2 ,541.8 ,476.6 ,1402.89,Paddy soils,,44.3 ,23.4 ,105.0 ,5.9 ,135 ,72 ,68 ,7320 
723,ER-SC,ERSC0723,2009,early_maturity,25.0 ,29.9 ,21.3 ,2146.2 ,1286.2 ,541.8 ,476.6 ,1402.89,Paddy soils,,17.8 ,13.8 ,76.0 ,5.7 ,135 ,72 ,68 ,6965 
724,ER-SC,ERSC0724,2006,early_maturity,25.4 ,30.1 ,21.8 ,2082.4 ,1262.4 ,656.3 ,440.8 ,1316.92,Paddy soils,,34.6 ,17.5 ,79.0 ,6.1 ,135 ,72 ,68 ,6792 
725,ER-SC,ERSC0725,2007,early_maturity,25.1 ,30.2 ,21.2 ,2033.2 ,1223.2 ,366.7 ,487.0 ,1384.14,Paddy soils,,58.9 ,29.5 ,123.0 ,6.5 ,135 ,72 ,68 ,6972 
726,ER-SC,ERSC0726,2008,early_maturity,24.7 ,29.8 ,20.8 ,1998.5 ,1188.5 ,305.7 ,465.7 ,1349.74,Paddy soils,,48.8 ,8.5 ,103.0 ,5.4 ,150 ,60 ,90 ,7320 
727,ER-SC,ERSC0727,2006,early_maturity,25.6 ,30.3 ,22.0 ,2072.8 ,1262.8 ,656.3 ,441.7 ,1311.65,Paddy soils,,31.2 ,23.6 ,88.0 ,6.3 ,135 ,72 ,68 ,6965 
728,ER-SC,ERSC0728,2007,early_maturity,24.7 ,29.4 ,21.1 ,1972.9 ,1172.9 ,624.6 ,412.2 ,1253.48,Paddy soils,,58.1 ,11.0 ,110.0 ,6.2 ,135 ,72 ,68 ,7379 
729,ER-SC,ERSC0729,2007,medium_maturity,25.5 ,30.7 ,21.8 ,2470.4 ,1500.4 ,377.6 ,529.1 ,1562.89,Paddy soils,,42.7 ,12.3 ,68.0 ,7.6 ,135 ,72 ,68 ,8084 
730,ER-SC,ERSC0730,2008,medium_maturity,25.4 ,30.3 ,21.9 ,2035.5 ,1235.5 ,366.9 ,382.6 ,1207.04,Paddy soils,,18.1 ,10.7 ,89.0 ,6.4 ,135 ,72 ,68 ,6713 
731,ER-SC,ERSC0731,2007,medium_maturity,25.9 ,31.1 ,22.2 ,2486.2 ,1526.2 ,362.2 ,545.1 ,1584.26,Paddy soils,,38.5 ,10.2 ,66.0 ,7.7 ,135 ,72 ,68 ,8175 
732,ER-SC,ERSC0732,2008,medium_maturity,25.5 ,30.3 ,22.0 ,1986.7 ,1206.7 ,355.2 ,361.0 ,1157.5,Paddy soils,,39.5 ,10.6 ,69.0 ,5.0 ,135 ,72 ,68 ,6983 
733,ER-SC,ERSC0733,2009,early_maturity,25.0 ,29.7 ,21.5 ,1972.3 ,1182.3 ,416.0 ,379.5 ,1193.89,Paddy soils,,31.1 ,4.5 ,108.0 ,5.3 ,135 ,72 ,68 ,6503 
734,ER-SC,ERSC0734,2007,medium_maturity,26.5 ,31.6 ,22.9 ,2599.1 ,1619.1 ,359.9 ,580.0 ,1657.55,Paddy soils,,26.1 ,4.1 ,60.0 ,6.1 ,135 ,72 ,68 ,6761 
735,ER-SC,ERSC0735,2008,medium_maturity,25.3 ,30.1 ,21.8 ,1950.3 ,1180.3 ,353.6 ,361.3 ,1150.42,Paddy soils,,20.2 ,8.2 ,78.0 ,6.0 ,135 ,72 ,68 ,7337 
736,ER-SC,ERSC0736,2007,medium_maturity,26.1 ,31.2 ,22.5 ,2164.0 ,1334.0 ,329.5 ,455.7 ,1347.72,Paddy soils,,29.0 ,2.8 ,77.0 ,6.7 ,135 ,72 ,68 ,8385 
737,ER-SC,ERSC0737,2006,medium_maturity,25.5 ,29.7 ,22.0 ,1860.9 ,1130.9 ,455.8 ,372.1 ,1138.98,Paddy soils,,37.2 ,8.0 ,63.0 ,6.6 ,135 ,72 ,66 ,8043 
738,ER-SC,ERSC0738,2006,early_maturity,25.8 ,29.9 ,22.4 ,2090.7 ,1280.7 ,561.4 ,391.8 ,1229.3,Paddy soils,,25.1 ,4.4 ,52.0 ,5.6 ,135 ,72 ,66 ,7362 
739,ER-SC,ERSC0739,2007,medium_maturity,26.7 ,31.6 ,23.2 ,2192.8 ,1372.8 ,304.0 ,453.9 ,1338.29,Paddy soils,,23.9 ,7.5 ,98.0 ,5.9 ,135 ,72 ,66 ,5787 
740,ER-SC,ERSC0740,2007,early_maturity,27.1 ,32.1 ,23.6 ,2063.3 ,1303.3 ,257.0 ,425.6 ,1249.63,Paddy soils,,26.8 ,4.9 ,168.0 ,6.3 ,135 ,72 ,66 ,7473 
741,ER-SC,ERSC0741,2008,early_maturity,25.8 ,30.3 ,22.6 ,2065.3 ,1265.3 ,452.3 ,419.3 ,1267.7,Paddy soils,,28.8 ,28.3 ,76.0 ,5.0 ,135 ,66 ,72 ,6587 
742,ER-SC,ERSC0742,2007,early_maturity,27.5 ,32.5 ,23.9 ,2257.1 ,1437.1 ,257.0 ,491.9 ,1401.38,Paddy soils,,27.9 ,17.5 ,81.0 ,5.7 ,135 ,72 ,66 ,6314 
743,ER-SC,ERSC0743,2008,early_maturity,25.8 ,30.4 ,22.6 ,2014.6 ,1234.6 ,450.6 ,409.8 ,1237.96,Paddy soils,,25.6 ,4.5 ,151.0 ,5.6 ,135 ,66 ,72 ,7436 
744,ER-SC,ERSC0744,2008,early_maturity,26.0 ,30.6 ,22.8 ,2158.8 ,1328.8 ,454.3 ,447.2 ,1335.01,Paddy soils,,39.0 ,7.8 ,63.0 ,6.5 ,135 ,66 ,72 ,8124 
745,ER-SC,ERSC0745,2009,medium_maturity,25.6 ,30.5 ,21.9 ,2459.1 ,1499.1 ,549.6 ,548.8 ,1590.42,Paddy soils,,28.2 ,9.8 ,98.0 ,5.7 ,135 ,72 ,68 ,6153 
746,ER-SC,ERSC0746,2009,medium_maturity,25.5 ,30.4 ,21.9 ,2375.4 ,1445.4 ,549.6 ,531.6 ,1541.14,Paddy soils,,32.1 ,10.8 ,94.0 ,5.6 ,135 ,72 ,68 ,6635 
747,ER-SC,ERSC0747,2010,medium_maturity,23.8 ,28.3 ,20.6 ,1834.0 ,1064.0 ,606.5 ,296.6 ,1041.35,Paddy soils,,17.8 ,11.2 ,92.0 ,5.1 ,135 ,72 ,68 ,6768 
