Sort,Crop,N0,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
1382,M-NCP,MNCP1382,2008,MNCP03,WS0056,25.41 ,30.00 ,21.62 ,2896.7,1756.7,540.1,578,1652.95,Cinnamon soils,loam,14.7,25.6,116,7.6,240,90,90,9365
1383,M-NCP,MNCP1383,2008,MNCP03,WS0056,25.42 ,30.06 ,21.58 ,2923.6,1773.6,540.1,590.1,1679.68,Cinnamon soils,loam,14.5,24.6,106,7.6,210,75,75,8912
1384,M-NCP,MNCP1384,2008,MNCP03,WS0056,25.41 ,30.00 ,21.62 ,2896.7,1756.7,540.1,578,1652.95,Fluvo-aquic soils,loam,17.5,25.8,158,7.6,210,75,75,8057
1385,M-NCP,MNCP1385,2008,MNCP03,WS0056,25.52 ,30.16 ,21.67 ,2909.6,1769.6,540.1,587.7,1671.41,Cinnamon soils,loam,13.3,24.5,168,7.5,210,75,75,9156
1386,M-NCP,MNCP1386,2006,MNCP03,WS0231,24.33 ,29.95 ,20.20 ,2554.9,1504.9,310.7,516.5,1503.72,Fluvo-aquic soils,sandy loam,17.6,15.1,99,8.2,240,90,90,9861
1387,M-NCP,MNCP1387,2007,MNCP03,WS0231,24.96 ,30.54 ,20.61 ,2620.9,1570.9,326,534.9,1546.62,Fluvo-aquic soils,sandy loam,12.8,16.4,48,8.2,240,90,90,9450
1388,M-NCP,MNCP1388,2007,MNCP03,WS0231,25.03 ,30.62 ,20.67 ,2627.9,1577.9,326,533.2,1548.09,Fluvo-aquic soils,loam,8.6,25.5,64,8.3,210,75,75,11100
1389,M-NCP,MNCP1389,2006,MNCP03,WS0231,24.11 ,29.67 ,20.00 ,2627.6,1537.6,309.8,518.2,1518.4,Fluvo-aquic soils,loam,14,7,72,8.3,240,90,90,8658
1390,M-NCP,MNCP1390,2006,MNCP03,WS0231,24.40 ,30.02 ,20.21 ,2561.5,1511.5,310.2,526.6,1522.01,Fluvo-aquic soils,loam,13.6,8,80,8.3,180,60,60,6900
1391,M-NCP,MNCP1391,2006,MNCP03,WS0231,24.54 ,30.23 ,20.20 ,2650.3,1570.3,310.2,564.7,1612.45,Fluvo-aquic soils,loam,17,8.2,78,8.1,210,75,75,7019
1392,M-NCP,MNCP1392,2007,MNCP03,WS0231,25.12 ,30.61 ,20.84 ,2512.1,1512.1,324.6,494.2,1461.57,Fluvo-aquic soils,loam,8.9,18.2,172,8.3,240,90,90,10010
1393,M-NCP,MNCP1393,2007,MNCP03,WS0231,24.96 ,30.54 ,20.61 ,2620.9,1570.9,326,534.9,1546.62,Fluvo-aquic soils,loam,11,7.8,75,8.3,180,60,60,7875
1394,M-NCP,MNCP1394,2006,MNCP03,WS0231,24.41 ,30.18 ,19.98 ,2807.4,1657.4,310.7,599,1707.28,Fluvo-aquic soils,loam,10,13.2,50,8.6,210,75,75,5921
1395,M-NCP,MNCP1395,2007,MNCP03,WS0231,24.70 ,30.30 ,20.38 ,2593.4,1543.4,326,540,1538.37,Fluvo-aquic soils,loam,8.4,13.9,51,8.3,210,75,75,9908
1396,M-NCP,MNCP1396,2007,MNCP03,WS0231,25.04 ,30.37 ,20.94 ,2378.7,1428.7,324.6,459.1,1368.39,Fluvo-aquic soils,loam,9.3,16.9,56,8.3,210,75,75,9360
1397,M-NCP,MNCP1397,2006,MNCP03,WS0231,24.28 ,29.90 ,20.07 ,2695.5,1585.5,312.6,555.7,1602.59,Fluvo-aquic soils,loam,15.6,4.4,67,8.6,210,75,75,7592
1398,M-NCP,MNCP1398,2007,MNCP03,WS0363,25.68 ,30.28 ,22.21 ,2387.9,1457.9,672.2,360.4,1226.89,Fluvo-aquic soils,loam,20.7,8.9,158,7.6,120,60,60,8355
1399,M-NCP,MNCP1399,2007,MNCP03,WS0363,25.68 ,30.28 ,22.21 ,2387.9,1457.9,672.2,360.4,1226.89,Fluvo-aquic soils,loam,18.1,12.3,165,7.4,210,75,75,8817
1400,M-NCP,MNCP1400,2006,MNCP03,WS0363,26.16 ,30.95 ,22.37 ,2641.7,1631.7,570.5,448.5,1409,Lime concretion fluvo-aquic soils,loam,19.6,7.8,99,8,150,90,90,7806
1401,M-NCP,MNCP1401,2007,MNCP03,WS0363,25.64 ,30.26 ,22.19 ,2410.2,1470.2,672.3,362.9,1236.62,Fluvo-aquic soils,loam,15.7,4.6,229,7.3,180,120,120,7262
1402,M-NCP,MNCP1402,2007,MNCP03,WS0363,25.55 ,30.24 ,21.98 ,2529.6,1539.6,672.2,389.2,1317.63,Fluvo-aquic soils,loam,17.7,6.3,112,7.5,240,75,75,8381
1403,M-NCP,MNCP1403,2006,MNCP03,WS0363,26.24 ,31.08 ,22.34 ,2729.1,1689.1,570.6,455,1447.45,Cinnamon soils,loam,16.6,4.4,82,8,240,90,90,5346
1404,M-NCP,MNCP1404,2007,MNCP03,WS0363,25.57 ,30.28 ,22.04 ,2608.5,1588.5,704.7,394.9,1350.75,Cinnamon soils,sand,18.7,7,194,7.5,120,60,60,6894
1405,M-NCP,MNCP1405,2006,MNCP03,WS0369,25.94 ,30.85 ,22.08 ,2490.2,1530.2,550.1,387.6,1288.93,Fluvo-aquic soils,loam,9.1,26.2,70,8.3,210,75,75,6942
1406,M-NCP,MNCP1406,2007,MNCP03,WS0369,24.97 ,29.90 ,21.18 ,2672,1602,508,364.1,1300.18,Fluvo-aquic soils,clay,10.5,25.6,81,8.2,240,90,90,7851
1407,M-NCP,MNCP1407,2007,MNCP03,WS0370,24.86 ,29.65 ,21.41 ,2536,1516,631.1,416.2,1341.27,Fluvo-aquic soils,loamy sand,11.1,9.7,96,8,240,90,90,7976
1408,M-NCP,MNCP1408,2007,MNCP03,WS0370,24.77 ,29.55 ,21.37 ,2477.4,1477.4,631.1,409.5,1309.56,Fluvo-aquic soils,clay,15.8,24.6,137,8.1,240,90,90,9990
1409,M-NCP,MNCP1409,2007,MNCP03,WS0370,24.86 ,29.64 ,21.44 ,2486.1,1486.1,631.1,413.2,1321.52,Fluvo-aquic soils,clay,14,13.4,148,8.1,210,75,75,10233
1410,M-NCP,MNCP1410,2008,MNCP03,WS0361,25.23 ,30.10 ,21.35 ,2876.1,1736.1,567.7,704.5,1881.62,Cinnamon soils,loamy sand,17.4,11.5,90,8.1,210,75,75,8726
1411,M-NCP,MNCP1411,2008,MNCP03,WS0361,25.40 ,30.16 ,21.60 ,2717.9,1647.9,557.1,651.2,1749.28,Fluvo-aquic soils,loam,15.5,14.6,82,8.1,240,90,90,8594
1412,M-NCP,MNCP1412,2008,MNCP03,WS0361,25.50 ,30.22 ,21.77 ,2447.8,1487.8,518.1,595.2,1588.44,Fluvo-aquic soils,loam,13.1,7.3,77,7.7,210,75,75,9690
1413,M-NCP,MNCP1413,2008,MNCP03,WS0361,25.42 ,30.33 ,21.49 ,2694.8,1634.8,528.7,678,1795.67,Fluvo-aquic soils,loam,14.5,7.6,83,8.2,210,75,75,11068
1414,M-NCP,MNCP1414,2007,MNCP03,WS0387,25.46 ,30.82 ,21.74 ,2622.2,1592.2,625.6,504.9,1509.37,Yellow-brown earths,loam,12,24.1,160,7.6,210,75,75,7470
1415,M-NCP,MNCP1415,2007,MNCP03,WS0387,25.46 ,30.82 ,21.74 ,2622.2,1592.2,625.6,504.9,1509.37,Lime concretion fluvo-aquic soils,loam,10,24,118,7.3,210,75,75,7820
1416,M-NCP,MNCP1416,2007,MNCP03,WS0387,25.46 ,30.82 ,21.74 ,2622.2,1592.2,625.6,504.9,1509.37,Yellow-brown earths,loam,13.1,23.5,198,7.2,210,75,75,8393
1417,M-NCP,MNCP1417,2007,MNCP03,WS0387,25.46 ,30.82 ,21.74 ,2622.2,1592.2,625.6,504.9,1509.37,Fluvo-aquic soils,loam,12.5,26.1,133,7.7,210,75,75,7959
1418,M-NCP,MNCP1418,2009,MNCP03,WS0387,25.73 ,31.10 ,21.76 ,2624.3,1604.3,342.5,517.2,1532.8,Lime concretion fluvo-aquic soils,loam,16.6,9.8,115,7.6,180,60,60,9584
1419,M-NCP,MNCP1419,2009,MNCP03,WS0387,25.62 ,30.96 ,21.69 ,2638.8,1608.8,344.2,517.1,1535.28,Fluvo-aquic soils,loamy sand,15.4,12.7,127,7.3,210,75,75,7580
1420,M-NCP,MNCP1420,2009,MNCP03,WS0387,25.68 ,31.10 ,21.70 ,2670.9,1630.9,342.5,534.2,1572.08,Fluvo-aquic soils,loam,16.6,26.5,123,7.2,240,90,90,10455
1421,M-NCP,MNCP1421,2009,MNCP03,WS0387,25.79 ,31.23 ,21.80 ,2630.9,1610.9,340.7,526,1548.52,Lime concretion fluvo-aquic soils,loam,12.2,15.7,148,7.7,150,90,90,5490
1422,M-NCP,MNCP1422,2009,MNCP03,WS0387,25.64 ,31.05 ,21.68 ,2692.5,1642.5,344.2,535.7,1580.02,Fluvo-aquic soils,clay,15.3,12.6,121,7.4,180,60,60,6654
1423,M-NCP,MNCP1423,2009,MNCP03,WS0387,25.59 ,30.90 ,21.67 ,2636.2,1606.2,345.6,517.1,1533.57,Lime concretion fluvo-aquic soils,clay loam,16.9,16.7,124,7.5,210,75,75,7185
1424,M-NCP,MNCP1424,2009,MNCP03,WS0386,25.51 ,30.53 ,21.18 ,2550.5,1550.5,449.8,553.9,1583.1,Yellow-brown earths,loam,16.3,15.6,95,6.9,210,75,75,6047
1425,M-NCP,MNCP1425,2009,MNCP03,WS0386,25.45 ,30.44 ,21.17 ,2545.2,1545.2,449.8,542.7,1563.63,Lime concretion fluvo-aquic soils,loam,19.1,19.3,112,6.8,180,90,90,9801
1426,M-NCP,MNCP1426,2008,MNCP03,WS0381,25.00 ,29.76 ,21.11 ,2375.1,1425.1,454.8,432.8,1312.94,Yellow-cinnamon soils,clay,13.9,11.3,83,6.2,210,75,75,5525
1427,M-NCP,MNCP1427,2008,MNCP03,WS0381,25.00 ,29.76 ,21.11 ,2375.1,1425.1,454.8,432.8,1312.94,Yellow-brown earths,loam,13,15.6,60,7,210,75,75,5457
1428,M-NCP,MNCP1428,2008,MNCP03,WS0381,25.47 ,30.22 ,21.39 ,2470.8,1500.8,557.7,431.7,1354.58,Yellow-brown earths,clay,16.7,15.3,71,7.2,240,90,90,6125
1429,M-NCP,MNCP1429,2008,MNCP03,WS0381,24.67 ,29.34 ,20.85 ,2417.7,1437.7,457.5,432.8,1328.9,Yellow-cinnamon soils,loam,16.2,13.1,53,6.6,210,75,75,8190
1430,M-NCP,MNCP1430,2008,MNCP03,WS0381,24.67 ,29.34 ,20.85 ,2417.7,1437.7,457.5,432.8,1328.9,Yellow-brown earths,loam,15.4,7.3,69,7.6,210,75,75,7925
1431,M-NCP,MNCP1431,2008,MNCP03,WS0381,25.28 ,30.21 ,21.02 ,2679.6,1619.6,557.9,484,1492.73,Yellow-cinnamon soils,loam,12.4,11.2,78,6.8,180,60,60,7088
1432,M-NCP,MNCP1432,2008,MNCP03,WS0381,24.92 ,29.65 ,21.04 ,2416.9,1446.9,456.1,434,1327.7,Yellow-brown earths,clay,11.8,7.5,78,6.8,210,75,75,7800
1433,M-NCP,MNCP1433,2008,MNCP03,WS0381,24.99 ,29.71 ,21.08 ,2548.7,1528.7,576.4,449.7,1394.46,Yellow-brown earths,silty clay,13,9.3,74,6.9,210,75,75,8520
1434,M-NCP,MNCP1434,2008,MNCP03,WS0384,25.27 ,30.67 ,21.21 ,2501.3,1511.3,465.7,488,1462.58,Lime concretion fluvo-aquic soils,loam,16,7.6,108,7.7,240,90,90,10185
1435,M-NCP,MNCP1435,2009,MNCP03,WS0384,25.85 ,31.34 ,21.67 ,2481.5,1521.5,454.7,464.9,1409.96,Fluvo-aquic soils,loam,12.4,14.3,118,8.2,210,75,75,6980
1436,M-NCP,MNCP1436,2009,MNCP03,WS0384,25.80 ,31.29 ,21.63 ,2502.5,1532.5,454.7,464.9,1415.89,Fluvo-aquic soils,loam,11.2,13.2,118,7.1,210,75,75,7458
1437,M-NCP,MNCP1437,2008,MNCP03,WS0384,25.27 ,30.67 ,21.21 ,2501.3,1511.3,465.7,488,1462.58,Lime concretion fluvo-aquic soils,loam,6.7,11.2,111,7.6,240,90,90,4845
1438,M-NCP,MNCP1438,2009,MNCP03,WS0384,25.85 ,31.34 ,21.67 ,2481.5,1521.5,454.7,464.9,1409.96,Fluvo-aquic soils,sandy loam,12.4,14.3,107,7.3,240,90,90,7784
1439,M-NCP,MNCP1439,2008,MNCP03,WS0384,25.27 ,30.67 ,21.21 ,2501.3,1511.3,465.7,488,1462.58,Lime concretion fluvo-aquic soils,loam,15,7.4,87,7.3,210,75,75,6984
1440,M-NCP,MNCP1440,2009,MNCP03,WS0384,25.85 ,31.34 ,21.67 ,2481.5,1521.5,454.7,464.9,1409.96,Lime concretion fluvo-aquic soils,loam,11.2,13.2,110,7.6,180,120,120,8700
1441,M-NCP,MNCP1441,2009,MNCP03,WS0384,25.85 ,31.34 ,21.67 ,2481.5,1521.5,454.7,464.9,1409.96,Lime concretion fluvo-aquic soils,loam,12.4,14.3,110,7.1,120,60,60,7764
1442,M-NCP,MNCP1442,2008,MNCP03,WS0384,25.27 ,30.67 ,21.21 ,2501.3,1511.3,465.7,488,1462.58,Lime concretion fluvo-aquic soils,loamy sand,16,7.3,127,7.2,225,75,75,6870
1443,M-NCP,MNCP1443,2008,MNCP03,WS0384,25.27 ,30.67 ,21.21 ,2501.3,1511.3,465.7,488,1462.58,Fluvo-aquic soils,loam,16,7.3,112,7.7,240,120,90,5244
1444,M-NCP,MNCP1444,2008,MNCP03,WS0384,25.27 ,30.67 ,21.21 ,2501.3,1511.3,465.7,488,1462.58,Fluvo-aquic soils,loamy sand,16,9.3,121,7.5,240,75,75,5253
1445,M-NCP,MNCP1445,2007,MNCP03,WS0389,25.39 ,30.09 ,22.27 ,2564.4,1554.4,581.8,359.695,1272.88,Lime concretion fluvo-aquic soils,clay loam,14.9,25.8,76,6.4,180,60,60,6263
1446,M-NCP,MNCP1446,2007,MNCP03,WS0389,25.41 ,30.13 ,22.30 ,2515.9,1525.9,545.7,353.095,1246.15,Lime concretion fluvo-aquic soils,clay,10.6,37.5,129,6.6,180,60,60,9434
1447,M-NCP,MNCP1447,2007,MNCP03,WS0389,25.27 ,30.05 ,22.10 ,2628.4,1588.4,581.8,376.395,1315.82,Fluvo-aquic soils,loamy sand,9.3,15,65,6.7,210,75,75,7536
1448,M-NCP,MNCP1448,2009,MNCP03,WS0414,25.91 ,30.76 ,22.16 ,2642.4,1622.4,398.1,501.1,1518.25,Yellow-cinnamon soils,clay,18.4,15.1,84,6.6,180,60,60,7409
1449,M-NCP,MNCP1449,2009,MNCP03,WS0414,25.87 ,30.69 ,22.15 ,2638.5,1618.5,398.1,497.8,1511.51,Yellow-cinnamon soils,clay,18.4,16.4,88,6.5,210,75,75,9551
1450,M-NCP,MNCP1450,2009,MNCP03,WS0414,25.85 ,30.68 ,22.12 ,2662.6,1632.6,398.1,501.1,1524.23,Yellow-cinnamon soils,silt loam,18.2,31.4,69,6.1,180,60,60,7421
1451,M-NCP,MNCP1451,2009,MNCP03,WS0414,25.85 ,30.68 ,22.12 ,2662.6,1632.6,398.1,501.1,1524.23,Yellow-cinnamon soils,clay,18.7,10.1,74,6.3,210,75,75,7796
1452,M-NCP,MNCP1452,2009,MNCP03,WS0414,25.92 ,30.77 ,22.18 ,2618.3,1608.3,398.1,497.8,1505.53,Yellow-cinnamon soils,clay,20.2,10.2,74,5.9,180,60,60,8585
1453,M-NCP,MNCP1453,2009,MNCP03,WS0414,25.85 ,30.68 ,22.12 ,2662.6,1632.6,398.1,501.1,1524.23,Yellow-cinnamon soils,loam,9.1,26.2,86,6,210,75,75,6942
1454,M-NCP,MNCP1454,2009,MNCP03,WS0414,25.87 ,30.69 ,22.15 ,2638.5,1618.5,398.1,497.8,1511.51,Yellow-cinnamon soils,clay,20.6,16.3,67,6.4,180,60,60,7740
1455,M-NCP,MNCP1455,2006,MNCP03,WS0394,26.21 ,31.52 ,22.12 ,2777.9,1717.9,619.7,512.3,1552.2,Lime concretion fluvo-aquic soils,silt loam,14.8,16.8,154,7.4,210,75,75,9495
1456,M-NCP,MNCP1456,2007,MNCP03,WS0394,25.04 ,30.19 ,21.45 ,3030.1,1820.1,746.7,574.7,1720.25,Lime concretion fluvo-aquic soils,loam,17.7,7.2,166,7.6,180,120,120,7098
1457,M-NCP,MNCP1457,2006,MNCP03,WS0394,26.21 ,31.52 ,22.12 ,2777.9,1717.9,619.7,512.3,1552.2,Lime concretion fluvo-aquic soils,clay,14.5,11.2,101,7.4,210,75,75,8865
1458,M-NCP,MNCP1458,2007,MNCP03,WS0394,25.04 ,30.19 ,21.45 ,3030.1,1820.1,746.7,574.7,1720.25,Lime concretion fluvo-aquic soils,loam,15.1,18.7,111,7.5,210,75,75,8010
1459,M-NCP,MNCP1459,2006,MNCP03,WS0394,26.22 ,31.50 ,22.16 ,2752.6,1702.6,619.7,502.4,1528.85,Yellow-cinnamon soils,clay,14.9,11.1,80,7.3,150,90,90,5640
1460,M-NCP,MNCP1460,2007,MNCP03,WS0394,25.04 ,30.19 ,21.45 ,3030.1,1820.1,746.7,574.7,1720.25,Lime concretion fluvo-aquic soils,loam,15.3,9.2,122,7.2,180,60,60,7121
1461,M-NCP,MNCP1461,2008,MNCP03,WS0415,25.65 ,30.23 ,22.22 ,2718.7,1658.7,546.6,469.1,1471.07,Yellow-cinnamon soils,clay,16.3,13.8,80,6.5,240,90,90,5610
1462,M-NCP,MNCP1462,2008,MNCP03,WS0415,25.61 ,30.17 ,22.26 ,2715.1,1655.1,564.9,457.7,1450.93,Yellow-cinnamon soils,loam,15.8,18.3,77,6.5,180,60,60,7605
1463,M-NCP,MNCP1463,2008,MNCP03,WS0415,25.57 ,30.15 ,22.14 ,2685,1635,547.5,472,1475.47,Lime concretion fluvo-aquic soils,sandy clay loam,17,27.9,85,6.7,210,75,75,7521
1464,M-NCP,MNCP1464,2009,MNCP03,WS0392,25.44 ,30.50 ,21.37 ,2747.7,1667.7,491.6,540.673,1599.36,Lime concretion fluvo-aquic soils,clay,18.6,3,110,7,180,60,60,8400
1465,M-NCP,MNCP1465,2009,MNCP03,WS0392,25.44 ,30.50 ,21.37 ,2747.7,1667.7,491.6,540.673,1599.36,Lime concretion fluvo-aquic soils,clay,16.3,11.5,119,6.4,210,75,75,5436
1466,M-NCP,MNCP1466,2008,MNCP03,WS0393,25.19 ,29.87 ,21.53 ,2544.2,1534.2,477.2,411.9,1342.5,Fluvo-aquic soils,loamy sand,13.8,9.7,127,7.1,210,75,75,9375
1467,M-NCP,MNCP1467,2008,MNCP03,WS0393,25.19 ,29.87 ,21.53 ,2544.2,1534.2,477.2,411.9,1342.5,Lime concretion fluvo-aquic soils,loamy sand,13.3,13.5,124,7,210,75,75,9720
1468,M-NCP,MNCP1468,2008,MNCP03,WS0393,25.19 ,29.88 ,21.53 ,2569.7,1549.7,477.2,414.9,1352.52,Fluvo-aquic soils,loamy sand,15.4,9.3,107,7.1,180,60,60,8771
1469,M-NCP,MNCP1469,2008,MNCP03,WS0693,25.35 ,30.03 ,21.72 ,2484.3,1504.3,535.9,419.5,1336.49,Fluvo-aquic soils,clay,21.5,13.7,133,7,240,90,90,9555
1470,M-NCP,MNCP1470,2008,MNCP03,WS0693,25.36 ,30.07 ,21.68 ,2511.1,1521.1,535.9,422.3,1350.82,Fluvo-aquic soils,loam,22.4,9.1,145,7,210,75,75,5141
1471,M-NCP,MNCP1471,2008,MNCP03,WS0693,25.33 ,30.04 ,21.65 ,2481.9,1501.9,535.9,436.2,1356.78,Fluvo-aquic soils,loam,22.9,14.1,138,7,240,90,90,7553
1472,M-NCP,MNCP1472,2008,MNCP03,WS0693,25.33 ,30.06 ,21.61 ,2533.4,1533.4,535.9,427,1368.78,Fluvo-aquic soils,loam,23.3,15.2,162,7,180,60,60,6998
1473,M-NCP,MNCP1473,2007,MNCP03,WS0356,24.36 ,29.81 ,20.34 ,2703.9,1593.9,454.3,676.6,1807.6,Lime concretion fluvo-aquic soils,clay,18.9,12.9,112,7.4,210,75,75,8076
1474,M-NCP,MNCP1474,2007,MNCP03,WS0356,24.36 ,29.81 ,20.34 ,2703.9,1593.9,454.3,676.6,1807.6,Yellow-cinnamon soils,loam,11.3,7.2,90,7.1,240,90,90,8306
1475,M-NCP,MNCP1475,2009,MNCP03,WS0378,25.33 ,30.30 ,21.03 ,2558.2,1548.2,584.5,299.1,1181.85,Yellow-cinnamon soils,loam,27.6,30.2,135,6.1,210,75,75,8921
1476,M-NCP,MNCP1476,2009,MNCP03,WS0378,25.38 ,30.33 ,21.12 ,2512.5,1522.5,582.9,288.8,1152.02,Yellow-cinnamon soils,loam,30.1,36.5,200,7,180,60,60,7350
1477,M-NCP,MNCP1477,2009,MNCP03,WS0378,25.19 ,30.12 ,20.92 ,2544,1534,590.1,297,1173.96,Yellow-cinnamon soils,sandy clay loam,17.9,24.5,150,4.9,240,90,90,8363
1478,M-NCP,MNCP1478,2009,MNCP03,WS0378,25.20 ,30.13 ,20.93 ,2544.7,1534.7,564.4,290.5,1158.31,Yellow-cinnamon soils,loam,16.2,24,80,4.6,210,75,75,9791
1479,M-NCP,MNCP1479,2009,MNCP03,WS0378,25.29 ,30.27 ,20.98 ,2478.7,1498.7,564,290.5,1141.17,Yellow-cinnamon soils,silt loam,17.3,42.5,115,4.7,210,75,75,9387
1480,M-NCP,MNCP1480,2009,MNCP03,WS0378,25.30 ,30.23 ,21.07 ,2530.4,1530.4,584.5,288.8,1157.88,Yellow-cinnamon soils,clay,24.1,24.6,245,5.2,180,60,60,6156
1481,M-NCP,MNCP1481,2009,MNCP03,WS0378,25.19 ,30.14 ,20.91 ,2544.4,1534.4,589.4,297,1172.26,Cinnamon soils,sandy clay loam,15,42,110,6,210,75,75,8400
1482,M-NCP,MNCP1482,2007,MNCP03,WS0353,24.24 ,28.97 ,20.62 ,2545.6,1495.6,331.5,512.1,1510.56,Cinnamon soils,loam,18.7,25.5,222,8.1,240,90,90,10869
1483,M-NCP,MNCP1483,2006,MNCP03,WS0353,24.90 ,29.59 ,21.23 ,2913.8,1743.8,284.1,643,1797.88,Cinnamon soils,sandy loam,11.7,22.6,133,7.9,180,60,60,8187
1484,M-NCP,MNCP1484,2007,MNCP03,WS0353,24.46 ,29.15 ,20.92 ,2568.8,1518.8,331.5,501.3,1517.64,Cinnamon soils,loam,17.1,14.1,148,7.9,210,75,75,7601
1485,M-NCP,MNCP1485,2007,MNCP03,WS0353,24.43 ,29.15 ,20.81 ,2637.9,1557.9,331.5,527,1568.72,Cinnamon soils,sandy loam,13.3,6.8,108,8,210,75,75,8201
1486,M-NCP,MNCP1486,2007,MNCP03,WS0353,24.41 ,29.13 ,20.78 ,2635.8,1555.8,331.5,530.1,1569.74,Red clay soils,sandy loam,18.3,9.4,197,7.9,210,75,75,9551
1487,M-NCP,MNCP1487,2007,MNCP03,WS0353,24.35 ,29.11 ,20.68 ,2629.9,1549.9,331.5,536.7,1572.23,Cinnamon soils,loam,18.7,12.7,177,7.7,180,60,60,10175
1488,M-NCP,MNCP1488,2008,MNCP03,WS0356,25.24 ,30.47 ,21.12 ,2523.6,1523.6,248.1,618.1,1662.45,Cinnamon soils,sandy loam,17.3,9.8,94,8.1,210,75,75,7404
1489,M-NCP,MNCP1489,2008,MNCP03,WS0356,25.21 ,30.49 ,21.02 ,2571.4,1551.4,250.1,641.1,1720.01,Cinnamon soils,sandy loam,18.5,25.8,156,6.7,210,75,75,7010
1490,M-NCP,MNCP1490,2008,MNCP03,WS0356,25.35 ,30.61 ,21.11 ,2559.9,1549.9,235.2,641,1720.34,Fluvo-aquic soils,loam,21.5,12.5,68,5.7,240,90,90,8409
1491,M-NCP,MNCP1491,2008,MNCP03,WS0356,25.35 ,30.61 ,21.11 ,2559.9,1549.9,235.2,641,1720.34,Fluvo-aquic soils,loam,16.7,27,101,5.3,210,75,75,6834
1492,M-NCP,MNCP1492,2008,MNCP03,WS0356,25.20 ,30.48 ,21.05 ,2570.5,1550.5,248.1,636,1699.61,Cinnamon soils,sandy clay loam,22.1,22.8,130,5.3,240,90,90,8603
1493,M-NCP,MNCP1493,2008,MNCP03,WS0356,25.44 ,30.80 ,21.11 ,2544,1544,219.5,652.4,1734.08,Cinnamon soils,loam,13.9,13.7,156,6.1,180,60,60,7697
1494,M-NCP,MNCP1494,2009,MNCP03,WS0376,24.96 ,30.39 ,21.04 ,2620.7,1570.7,364.5,593,1647.2,Red clay soils,loam,16.8,14,125,7,240,90,90,7290
1495,M-NCP,MNCP1495,2009,MNCP03,WS0376,24.81 ,30.25 ,20.90 ,2729.6,1629.6,368.9,622.8,1723.47,Fluvo-aquic soils,sand,19.6,10.8,157,7.9,240,90,90,9530
1496,M-NCP,MNCP1496,2008,MNCP03,WS0349,25.36 ,30.88 ,21.31 ,2713.4,1643.4,300,484,1480.28,Red clay soils,loam,20.9,8.1,137,7.9,210,75,75,10835
1497,M-NCP,MNCP1497,2008,MNCP03,WS0349,25.36 ,30.88 ,21.31 ,2713.4,1643.4,300,484,1480.28,Red clay soils,loam,17.4,9.1,103,7.6,240,120,90,6798
1498,M-NCP,MNCP1498,2008,MNCP03,WS0349,25.41 ,30.95 ,21.34 ,2719.4,1649.4,300,493.1,1500.24,Fluvo-aquic soils,sandy clay loam,16.3,10,172,7.9,240,75,75,8379
1499,M-NCP,MNCP1499,2008,MNCP03,WS0349,25.41 ,30.96 ,21.32 ,2718.5,1648.5,300,495.3,1500.43,Cinnamon soils,loam,12,11.5,120,8.1,210,75,75,9312
1500,M-NCP,MNCP1500,2008,MNCP03,WS0349,25.41 ,30.95 ,21.34 ,2719.4,1649.4,300,493.1,1500.24,Cinnamon soils,loam,18.5,11.8,184,8.2,210,75,75,9969
1501,M-NCP,MNCP1501,2008,MNCP03,WS0349,25.41 ,30.96 ,21.32 ,2718.5,1648.5,300,495.3,1500.43,Cinnamon soils,loam,14.5,6.3,124,8.1,210,75,75,7427
1502,M-NCP,MNCP1502,2008,MNCP03,WS0349,25.41 ,30.96 ,21.32 ,2718.5,1648.5,300,495.3,1500.43,Cinnamon soils,sandy loam,14.8,9.8,134,8.2,210,75,75,8901
1503,M-NCP,MNCP1503,2008,MNCP03,WS0350,23.43 ,28.97 ,19.70 ,2553.7,1463.7,215.9,574.1,1625.68,Cinnamon soils,loam,18.9,25.2,132,8.5,240,90,90,7913
1504,M-NCP,MNCP1504,2008,MNCP03,WS0350,23.74 ,29.35 ,19.96 ,2587.8,1497.8,184.9,584.7,1649.47,Cinnamon soils,loam,12.5,8.7,115,8.4,240,120,90,6570
1505,M-NCP,MNCP1505,2008,MNCP03,WS0350,23.37 ,28.95 ,19.61 ,2594.3,1484.3,215.9,587.7,1657.76,Cinnamon soils,loam,15.8,7.5,132,8.3,210,75,75,9315
1506,M-NCP,MNCP1506,2008,MNCP03,WS0350,23.52 ,29.05 ,19.78 ,2610.5,1500.5,217.4,584.7,1659.91,Cinnamon soils,loam,13.3,8,131,8.3,180,60,60,7350
1507,M-NCP,MNCP1507,2007,MNCP03,WS0352,24.52 ,29.36 ,20.94 ,2550.3,1510.3,372.9,625.8,1697.02,Cinnamon soils,sandy loam,17.3,8.7,137,8,210,75,75,5316
1508,M-NCP,MNCP1508,2007,MNCP03,WS0355,23.92 ,28.80 ,20.22 ,2535,1475,370.3,645.3,1705.03,Cinnamon soils,sandy loam,15.7,43.3,148,8.1,240,90,90,6810
1509,M-NCP,MNCP1509,2007,MNCP03,WS0355,24.62 ,29.39 ,21.09 ,2486.5,1476.5,372.9,600.2,1646.29,Fluvo-aquic soils,loam,17.7,10.9,154,8.2,240,90,90,8580
