Sort,Crop,NO,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
329,ER-SC,ERSC0329,2008,ERSC04,WS0648,24.80 ,29.41 ,21.86 ,2678.5,1598.5,1377.7,404,1437.29,Paddy soils,,22.4,17.5,136,5.5,150,60,120,6990
330,ER-SC,ERSC0330,2008,ERSC04,WS0648,25.08 ,29.76 ,22.10 ,2608.4,1568.4,1370.5,401.4,1406.17,Paddy soils,,19.5,22.3,195,5,150,60,120,6035
331,ER-SC,ERSC0331,2008,ERSC04,WS0648,24.62 ,29.10 ,21.73 ,2585.3,1535.3,1343.4,363.8,1348.25,Paddy soils,,16.2,23.4,193,6,195,75,150,5771
332,ER-SC,ERSC0332,2009,ERSC04,WS0648,25.01 ,29.66 ,21.91 ,2526,1516,1022.8,424,1419.31,Paddy soils,,30.1,25.9,55,4.8,210,45,210,8165
333,ER-SC,ERSC0333,2009,ERSC04,WS0648,25.01 ,29.66 ,21.91 ,2526,1516,1022.8,424,1419.31,Paddy soils,,48.4,12.6,33,5.5,225,105,225,7385
334,ER-SC,ERSC0334,2009,ERSC04,WS0648,25.01 ,29.66 ,21.91 ,2526,1516,1022.8,424,1419.31,Paddy soils,,32.8,34.5,56,5.4,210,90,210,8351
335,ER-SC,ERSC0335,2009,ERSC04,WS0648,25.26 ,29.93 ,22.13 ,2652.7,1602.7,1028.1,449,1489.49,Paddy soils,,30.5,17.3,88,5.8,150,60,120,5850
336,ER-SC,ERSC0336,2009,ERSC04,WS0648,24.04 ,28.57 ,21.00 ,2475.9,1445.9,1097.5,397.7,1385.08,Paddy soils,,19.2,19.2,102,5.7,180,45,135,6288
337,ER-SC,ERSC0337,2009,ERSC04,WS0648,26.85 ,31.48 ,23.83 ,2578,1618,1137.9,422.9,1385.4,Paddy soils,,23.8,12.5,66,5.6,120,45,90,5673
338,ER-SC,ERSC0338,2009,ERSC04,WS0648,25.41 ,30.02 ,22.34 ,2642.5,1602.5,1225.9,427.3,1448.56,Paddy soils,,27.7,11.5,76,5.8,210,90,210,8055
339,ER-SC,ERSC0339,2009,ERSC04,WS0648,25.41 ,30.02 ,22.34 ,2642.5,1602.5,1225.9,427.3,1448.56,Paddy soils,,29.1,12.2,46,5.5,210,45,210,7551
340,ER-SC,ERSC0340,2008,ERSC04,WS0928,26.24 ,31.08 ,23.05 ,2650.4,1640.4,597.2,483.7,1520.06,Paddy soils,,34.2,28,52,6,195,75,150,6978
341,ER-SC,ERSC0341,2008,ERSC04,WS0928,26.57 ,31.24 ,23.56 ,2311.4,1441.4,338.1,465.7,1390.35,Paddy soils,,36.5,6,138,6,120,45,90,6252
342,ER-SC,ERSC0342,2010,ERSC04,WS0931,27.40 ,31.51 ,24.58 ,2521,1601,870.8,410.2,1334.04,Paddy soils,,20.1,19.1,27,6,195,60,150,6804
343,ER-SC,ERSC0343,2010,ERSC04,WS0931,27.36 ,31.44 ,24.53 ,2517,1597,870.9,401.9,1320.11,Paddy soils,,33.2,46.7,53,5.5,150,53,120,7211
344,ER-SC,ERSC0344,2010,ERSC04,WS0931,27.93 ,32.06 ,25.12 ,2457.7,1577.7,969.3,407,1301.49,Paddy soils,,32.7,44.1,67,5.3,150,53,120,7689
345,ER-SC,ERSC0345,2010,ERSC04,WS0931,26.74 ,30.71 ,23.98 ,2674,1674,912.8,413,1393.57,Paddy soils,,29,45.8,75,4.6,240,75,240,7203
346,ER-SC,ERSC0346,2010,ERSC04,WS0931,26.69 ,30.66 ,23.92 ,2615.9,1635.9,912.2,401.9,1361.03,Paddy soils,,31.5,27.1,143,5.1,240,75,240,6738
347,ER-SC,ERSC0347,2008,ERSC04,WS0914,26.26 ,30.31 ,23.52 ,2336.7,1446.7,865.1,352.7,1219.74,Paddy soils,,41.3,25.7,61,6.7,150,60,120,7310
348,ER-SC,ERSC0348,2008,ERSC04,WS0914,26.26 ,30.31 ,23.52 ,2336.7,1446.7,865.1,352.7,1219.74,Paddy soils,,37,30.2,60,5.9,150,60,120,6579
349,ER-SC,ERSC0349,2008,ERSC04,WS0914,26.26 ,30.31 ,23.52 ,2336.7,1446.7,865.1,352.7,1219.74,Paddy soils,,28.1,7.7,44,5.2,195,75,150,7863
350,ER-SC,ERSC0350,2008,ERSC04,WS0914,26.26 ,30.31 ,23.52 ,2336.7,1446.7,865.1,352.7,1219.74,Paddy soils,,50.5,10,56,5.2,195,75,150,7664
351,ER-SC,ERSC0351,2007,ERSC04,WS0914,27.27 ,31.52 ,24.15 ,2345.1,1485.1,545.9,494.2,1431.48,Paddy soils,,45.2,22.6,117,5.5,195,75,150,6401
352,ER-SC,ERSC0352,2007,ERSC04,WS0914,27.27 ,31.52 ,24.15 ,2345.1,1485.1,545.9,494.2,1431.48,Paddy soils,,37,32,67,5,195,75,150,7175
353,ER-SC,ERSC0353,2007,ERSC04,WS0914,27.27 ,31.52 ,24.15 ,2345.1,1485.1,545.9,494.2,1431.48,Paddy soils,,20.1,37.2,40,5.2,195,75,150,7301
354,ER-SC,ERSC0354,2007,ERSC04,WS0914,27.27 ,31.52 ,24.15 ,2345.1,1485.1,545.9,494.2,1431.48,Paddy soils,,31.2,5.9,48,5.2,195,75,150,6776
355,ER-SC,ERSC0355,2008,ERSC04,WS0914,26.26 ,30.31 ,23.52 ,2336.7,1446.7,865.1,352.7,1219.74,Paddy soils,,36.6,31.8,47,5,240,120,270,7214
356,ER-SC,ERSC0356,2007,ERSC04,WS0914,27.27 ,31.52 ,24.15 ,2345.1,1485.1,545.9,494.2,1431.48,Paddy soils,,36.7,5.6,125,5.1,150,60,120,7226
357,ER-SC,ERSC0357,2007,ERSC04,WS0914,27.27 ,31.52 ,24.15 ,2345.1,1485.1,545.9,494.2,1431.48,Paddy soils,,27,16.6,29,5.2,150,60,120,6050
358,ER-SC,ERSC0358,2008,ERSC04,WS0914,26.26 ,30.31 ,23.52 ,2336.7,1446.7,865.1,352.7,1219.74,Paddy soils,,29.1,59.8,63,5.1,210,120,270,7580
359,ER-SC,ERSC0359,2007,ERSC04,WS0930,25.53 ,30.06 ,22.46 ,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,39.1,63.6,105,5.4,195,75,150,7791
360,ER-SC,ERSC0360,2007,ERSC04,WS0930,25.53 ,30.06 ,22.46 ,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,25.9,28.4,98,5.2,150,60,120,6797
361,ER-SC,ERSC0361,2007,ERSC04,WS0930,25.53 ,30.06 ,22.46 ,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,18.9,31.2,61,5.5,120,45,90,4794
362,ER-SC,ERSC0362,2010,ERSC04,WS0930,25.56 ,29.56 ,22.86 ,2657.8,1617.8,1133.7,476.7,1524.42,Paddy soils,,35.3,20.8,154,5.3,195,60,150,7778
363,ER-SC,ERSC0363,2007,ERSC04,WS0930,25.53 ,30.06 ,22.46 ,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,25.6,14.1,104,5.3,150,60,120,5927
364,ER-SC,ERSC0364,2007,ERSC04,WS0930,25.53 ,30.06 ,22.46 ,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,17.5,14.1,60,5.7,120,45,90,5109
365,ER-SC,ERSC0365,2008,ERSC04,WS0930,25.20 ,29.25 ,22.68 ,2519.7,1519.7,1060,397.4,1365.05,Paddy soils,,19.8,36.1,56,5,120,45,90,6614
366,ER-SC,ERSC0366,2008,ERSC04,WS0930,25.20 ,29.25 ,22.68 ,2519.7,1519.7,1060,397.4,1365.05,Paddy soils,,29.6,65.3,74,4.9,150,60,120,6923
367,ER-SC,ERSC0367,2008,ERSC04,WS0930,25.20 ,29.25 ,22.68 ,2519.7,1519.7,1060,397.4,1365.05,Paddy soils,,35.6,43.8,68,5.1,195,75,150,7751
368,ER-SC,ERSC0368,2009,ERSC04,WS0930,25.82 ,30.40 ,22.86 ,2840.3,1740.3,1044,587.6,1748.56,Paddy soils,,29.4,36,69,5.4,150,53,120,7133
369,ER-SC,ERSC0369,2010,ERSC04,WS0930,25.56 ,29.56 ,22.86 ,2657.8,1617.8,1133.7,476.7,1524.42,Paddy soils,,27.8,17.1,100,5.3,150,53,120,7062
370,ER-SC,ERSC0370,2010,ERSC04,WS0930,25.56 ,29.56 ,22.86 ,2657.8,1617.8,1133.7,476.7,1524.42,Paddy soils,,28.6,57.4,71,5.7,150,53,120,7085
371,ER-SC,ERSC0371,2008,ERSC04,WS0930,25.20 ,29.25 ,22.68 ,2519.7,1519.7,1060,397.4,1365.05,Paddy soils,,32.1,67.5,109,6.2,195,75,150,6680
372,ER-SC,ERSC0372,2008,ERSC04,WS0930,25.20 ,29.25 ,22.68 ,2519.7,1519.7,1060,397.4,1365.05,Paddy soils,,28.6,74.8,100,6.5,150,60,120,7160
373,ER-SC,ERSC0373,2009,ERSC04,WS0930,25.82 ,30.40 ,22.86 ,2840.3,1740.3,1044,587.6,1748.56,Paddy soils,,15,55.8,24,5.4,120,45,90,5712
374,ER-SC,ERSC0374,2007,ERSC04,WS0930,25.53 ,30.06 ,22.46 ,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,44.7,20.2,112,5.4,195,75,150,7824
375,ER-SC,ERSC0375,2007,ERSC04,WS0930,25.53 ,30.06 ,22.46 ,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,26.5,16.8,73,5.1,150,60,120,6453
376,ER-SC,ERSC0376,2008,ERSC04,WS0930,25.20 ,29.25 ,22.68 ,2519.7,1519.7,1060,397.4,1365.05,Paddy soils,,38.6,19.7,132,5.1,195,75,150,6267
377,ER-SC,ERSC0377,2008,ERSC04,WS0930,25.20 ,29.25 ,22.68 ,2519.7,1519.7,1060,397.4,1365.05,Paddy soils,,25.3,22.1,86,5,150,60,120,6525
378,ER-SC,ERSC0378,2009,ERSC04,WS0930,25.82 ,30.40 ,22.86 ,2840.3,1740.3,1044,587.6,1748.56,Paddy soils,,40.5,16.8,107,5.1,195,60,150,7661
379,ER-SC,ERSC0379,2007,ERSC04,WS0930,25.53 ,30.06 ,22.46 ,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,25.2,22.8,102,4.9,150,60,120,7088
380,ER-SC,ERSC0380,2007,ERSC04,WS0930,25.53 ,30.06 ,22.46 ,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,25.3,68,38,5.2,120,45,90,5553
381,ER-SC,ERSC0381,2010,ERSC04,WS0930,25.56 ,29.56 ,22.86 ,2657.8,1617.8,1133.7,476.7,1524.42,Paddy soils,,24,31.1,65,5.1,150,53,120,7023
382,ER-SC,ERSC0382,2006,ERSC04,WS0933,25.99 ,30.39 ,23.03 ,2650.6,1630.6,1134.7,453.5,1473.94,Paddy soils,,29.3,20,38,6.5,150,53,108,7395
383,ER-SC,ERSC0383,2007,ERSC04,WS0933,25.53 ,30.06 ,22.46 ,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,25.1,56.8,103,5.3,150,60,120,8576
384,ER-SC,ERSC0384,2008,ERSC04,WS0933,25.32 ,29.31 ,22.67 ,2532.4,1532.4,1444.8,264.2,1144.86,Paddy soils,,26.6,16,44,5.5,220,120,180,6500
385,ER-SC,ERSC0385,2006,ERSC04,WS0933,25.99 ,30.39 ,23.03 ,2650.6,1630.6,1134.7,453.5,1473.94,Paddy soils,,28.5,13.5,49,6,195,60,135,7380
386,ER-SC,ERSC0386,2007,ERSC04,WS0933,25.53 ,29.95 ,22.35 ,2705.7,1645.7,434.3,558.6,1673.21,Paddy soils,,40.2,19.1,69,5.1,255,128,330,9138
387,ER-SC,ERSC0387,2006,ERSC04,WS0933,25.99 ,30.39 ,23.03 ,2650.6,1630.6,1134.7,453.5,1473.94,Paddy soils,,35.3,13.4,42,5.5,195,60,135,7530
388,ER-SC,ERSC0388,2006,ERSC04,WS0933,25.99 ,30.39 ,23.03 ,2650.6,1630.6,1134.7,453.5,1473.94,Paddy soils,,25.8,14,50,6.2,195,60,135,7635
389,ER-SC,ERSC0389,2007,ERSC04,WS0933,25.53 ,29.95 ,22.35 ,2705.7,1645.7,434.3,558.6,1673.21,Paddy soils,,35.3,13.3,41,5.5,195,75,150,8625
390,ER-SC,ERSC0390,2007,ERSC04,WS0933,25.53 ,29.95 ,22.35 ,2705.7,1645.7,434.3,558.6,1673.21,Paddy soils,,34.6,51.9,64,5.5,120,45,90,7220
391,ER-SC,ERSC0391,2007,ERSC04,WS0933,25.53 ,29.95 ,22.35 ,2705.7,1645.7,434.3,558.6,1673.21,Paddy soils,,13,61.5,22,5.7,120,45,90,6558
392,ER-SC,ERSC0392,2007,ERSC04,WS0933,25.53 ,29.95 ,22.35 ,2705.7,1645.7,434.3,558.6,1673.21,Paddy soils,,16.3,21.5,51,5.4,255,128,330,8808
393,ER-SC,ERSC0393,2008,ERSC04,WS0933,25.32 ,29.31 ,22.67 ,2532.4,1532.4,1444.8,264.2,1144.86,Paddy soils,,20,24.1,102,5.1,340,59,171,6284
394,ER-SC,ERSC0394,2007,ERSC04,WS0933,25.53 ,29.95 ,22.35 ,2705.7,1645.7,434.3,558.6,1673.21,Paddy soils,,31.1,14.3,41,5.6,150,60,120,7517
395,ER-SC,ERSC0395,2008,ERSC04,WS0933,25.32 ,29.31 ,22.67 ,2532.4,1532.4,1444.8,264.2,1144.86,Paddy soils,,28.4,10.8,44,4.8,180,37,120,6245
396,ER-SC,ERSC0396,2007,ERSC04,WS0933,25.53 ,29.95 ,22.35 ,2705.7,1645.7,434.3,558.6,1673.21,Paddy soils,,39.7,9.5,71,7,150,60,120,7530
397,ER-SC,ERSC0397,2008,ERSC04,WS0933,25.32 ,29.31 ,22.67 ,2532.4,1532.4,1444.8,264.2,1144.86,Paddy soils,,47.7,11.9,84,6.9,152,60,120,7650
398,ER-SC,ERSC0398,2009,ERSC04,WS0931,27.43 ,31.85 ,24.50 ,2797.8,1777.8,1006.2,519,1584.75,Paddy soils,,40.3,31.4,56,5.7,150,60,120,6696
399,ER-SC,ERSC0399,2009,ERSC04,WS0931,27.26 ,31.68 ,24.32 ,2562.4,1622.4,981.2,468.9,1445.36,Paddy soils,,28.6,13.4,64,5,150,60,120,6402
400,ER-SC,ERSC0400,2009,ERSC04,WS0931,27.45 ,31.91 ,24.49 ,2607.5,1657.5,972.2,488.4,1485.35,Paddy soils,,20.5,49.3,30,5.1,150,60,120,6279
401,ER-SC,ERSC0401,2009,ERSC04,WS0931,27.24 ,31.64 ,24.29 ,2942.1,1862.1,1034.2,539.5,1659.08,Paddy soils,,33.7,13.4,39,5.5,150,60,120,7079
402,ER-SC,ERSC0402,2009,ERSC04,WS0931,26.45 ,30.79 ,23.53 ,2909.3,1809.3,1079.9,492.4,1590.87,Paddy soils,,43.2,36,114,5.3,195,75,150,5673
403,ER-SC,ERSC0403,2009,ERSC04,WS0931,26.87 ,31.22 ,23.93 ,2901.7,1821.7,1042.9,512.6,1612.65,Paddy soils,,25.5,10.2,49,6.1,150,60,120,5333
404,ER-SC,ERSC0404,2007,ERSC04,WS0939,26.46 ,30.35 ,23.50 ,2434.1,1514.1,1183.5,531.8,1533.07,Paddy soils,,39.9,13.8,65,5.7,165,63,126,4200
405,ER-SC,ERSC0405,2008,ERSC04,WS0939,26.13 ,29.74 ,23.39 ,2221,1371,1062.2,311.9,1122.1,Paddy soils,,34.2,13.4,85,4.6,165,63,126,4740
406,ER-SC,ERSC0406,2009,ERSC04,WS0939,25.93 ,29.46 ,23.45 ,2229.9,1369.9,1062.8,374.2,1226.78,Paddy soils,,32.4,10,56,4.6,120,45,90,6960
407,ER-SC,ERSC0407,2007,ERSC04,WS0939,26.46 ,30.35 ,23.50 ,2434.1,1514.1,1183.5,531.8,1533.07,Paddy soils,,36.8,29.2,114,6.9,198,75,144,4301
408,ER-SC,ERSC0408,2007,ERSC04,WS0939,26.46 ,30.35 ,23.50 ,2434.1,1514.1,1183.5,531.8,1533.07,Paddy soils,,40.2,20.5,68,6.8,198,75,144,5300
409,ER-SC,ERSC0409,2008,ERSC04,WS0939,26.13 ,29.74 ,23.39 ,2221,1371,1062.2,311.9,1122.1,Paddy soils,,32.5,30.3,82,5.3,192,75,150,5733
410,ER-SC,ERSC0410,2007,ERSC04,WS0939,26.46 ,30.35 ,23.50 ,2434.1,1514.1,1183.5,531.8,1533.07,Paddy soils,,45.8,11.2,62,6.7,153,60,120,6650
411,ER-SC,ERSC0411,2008,ERSC04,WS0939,26.13 ,29.74 ,23.39 ,2221,1371,1062.2,311.9,1122.1,Paddy soils,,23.8,44.4,33,5,153,60,120,5951
412,ER-SC,ERSC0412,2008,ERSC04,WS0939,26.13 ,29.74 ,23.39 ,2221,1371,1062.2,311.9,1122.1,Paddy soils,,40.6,22.4,45,5.4,240,120,270,6594
413,ER-SC,ERSC0413,2007,ERSC04,WS0939,26.46 ,30.35 ,23.50 ,2434.1,1514.1,1183.5,531.8,1533.07,Paddy soils,,45.8,25.9,151,6.9,153,60,120,4833
414,ER-SC,ERSC0414,2007,ERSC04,WS0939,26.46 ,30.35 ,23.50 ,2434.1,1514.1,1183.5,531.8,1533.07,Paddy soils,,48.8,21.6,35,7,153,60,120,5201
415,ER-SC,ERSC0415,2008,ERSC04,WS0939,26.13 ,29.74 ,23.39 ,2221,1371,1062.2,311.9,1122.1,Paddy soils,,17.9,77.4,45,5.2,246,120,270,6810
416,ER-SC,ERSC0416,2007,ERSC04,WS0939,26.46 ,30.35 ,23.50 ,2434.1,1514.1,1183.5,531.8,1533.07,Paddy soils,,28.3,52.1,60,5.9,123,45,90,4818
417,ER-SC,ERSC0417,2008,ERSC04,WS0939,26.13 ,29.74 ,23.39 ,2221,1371,1062.2,311.9,1122.1,Paddy soils,,35.2,18.4,125,5.5,243,120,270,5675
418,ER-SC,ERSC0418,2009,ERSC04,WS0939,25.93 ,29.46 ,23.45 ,2229.9,1369.9,1062.8,374.2,1226.78,Paddy soils,,27.7,18.3,78,4.6,207,90,210,6186
419,ER-SC,ERSC0419,2008,ERSC04,WS0648,25.34 ,30.00 ,22.40 ,2204.9,1334.9,1277.6,319.2,1152.7,Paddy soils,,34.1,37.5,74,5.9,150,60,120,8001
420,ER-SC,ERSC0420,2008,ERSC04,WS0648,25.34 ,30.00 ,22.40 ,2204.9,1334.9,1277.6,319.2,1152.7,Paddy soils,,38.6,24.7,67,5.6,225,105,225,7650
421,ER-SC,ERSC0421,2008,ERSC04,WS0648,25.34 ,30.00 ,22.40 ,2204.9,1334.9,1277.6,319.2,1152.7,Paddy soils,,50.5,8.1,79,6.9,195,75,120,6651
422,ER-SC,ERSC0422,2008,ERSC04,WS0648,25.34 ,30.00 ,22.40 ,2204.9,1334.9,1277.6,319.2,1152.7,Paddy soils,,47.5,6.3,61,6.7,150,60,120,5217
423,ER-SC,ERSC0423,2006,ERSC04,WS0647,25.14 ,29.69 ,21.94 ,2136.5,1286.5,1076.8,350,1189.49,Paddy soils,,39.7,6.4,60,6.1,180,60,135,5868
424,ER-SC,ERSC0424,2007,ERSC04,WS0647,25.85 ,30.94 ,22.43 ,2171.8,1331.8,742.5,399.4,1263.58,Paddy soils,,37.7,18.7,97,6.4,150,60,120,7481
425,ER-SC,ERSC0425,2008,ERSC04,WS0647,24.82 ,29.54 ,21.75 ,2159.7,1289.7,910.9,321.1,1155.89,Paddy soils,,27.4,10.2,70,6.5,225,105,225,9641
426,ER-SC,ERSC0426,2008,ERSC04,WS0647,24.82 ,29.54 ,21.75 ,2159.7,1289.7,910.9,321.1,1155.89,Paddy soils,,34.4,15.3,113,6.5,195,75,150,7725
427,ER-SC,ERSC0427,2008,ERSC04,WS0647,24.82 ,29.54 ,21.75 ,2159.7,1289.7,910.9,321.1,1155.89,Paddy soils,,28,37.2,81,6.7,150,60,120,6936
428,ER-SC,ERSC0428,2006,ERSC04,WS0647,25.18 ,29.75 ,21.97 ,2165.8,1305.8,1076.8,361.2,1215.04,Paddy soils,,35.6,11.4,61,5.7,180,60,135,5355
429,ER-SC,ERSC0429,2007,ERSC04,WS0647,25.94 ,31.01 ,22.54 ,2152.9,1322.9,742.5,396.3,1251.86,Paddy soils,,20.8,11.4,62,6,150,60,120,5993
430,ER-SC,ERSC0430,2007,ERSC04,WS0647,25.94 ,31.01 ,22.54 ,2152.9,1322.9,742.5,396.3,1251.86,Paddy soils,,32.9,11.4,67,5.8,165,60,135,7095
431,ER-SC,ERSC0431,2007,ERSC04,WS0647,25.94 ,31.01 ,22.54 ,2152.9,1322.9,742.5,396.3,1251.86,Paddy soils,,50.3,22,135,5.9,150,60,120,7217
432,ER-SC,ERSC0432,2007,ERSC04,WS0647,25.94 ,31.01 ,22.54 ,2152.9,1322.9,742.5,396.3,1251.86,Paddy soils,,48.5,27.5,116,6,120,45,90,7242
433,ER-SC,ERSC0433,2006,ERSC04,WS0647,25.18 ,29.75 ,21.97 ,2165.8,1305.8,1076.8,361.2,1215.04,Paddy soils,,37.8,6.8,66,5.8,180,60,135,6908
434,ER-SC,ERSC0434,2008,ERSC04,WS0616,24.82 ,29.54 ,21.75 ,2159.7,1289.7,910.9,321.1,1155.89,Paddy soils,,59.5,9,44,6.8,120,45,90,9200
435,ER-SC,ERSC0435,2009,ERSC04,WS0616,23.79 ,28.69 ,20.52 ,2379.2,1379.2,667,501.9,1544.6,Paddy soils,,54.5,22.8,63,5.3,195,60,150,8982
436,ER-SC,ERSC0436,2009,ERSC04,WS0616,23.79 ,28.69 ,20.52 ,2379.2,1379.2,667,501.9,1544.6,Paddy soils,,38.5,28.2,23,5.5,131,72,158,7838
437,ER-SC,ERSC0437,2008,ERSC04,WS0646,24.93 ,29.50 ,21.97 ,2443.3,1463.3,1277.4,323.9,1237.24,Paddy soils,,53.4,26.7,151,5.2,150,60,120,8207
438,ER-SC,ERSC0438,2009,ERSC04,WS0646,25.46 ,30.26 ,22.34 ,2113.4,1283.4,1011.7,319.7,1125.18,Paddy soils,,33.2,13.8,50,4.6,120,45,90,7050
439,ER-SC,ERSC0439,2010,ERSC04,WS0888,26.08 ,30.32 ,23.04 ,2321.1,1431.1,753.1,271.1,1087.38,Paddy soils,,22.5,2.5,60,6.5,195,75,150,8319
440,ER-SC,ERSC0440,2008,ERSC04,WS0888,26.08 ,30.83 ,22.98 ,2346.8,1446.8,741.3,341.2,1210.44,Paddy soils,,14.2,13,46,5.5,150,60,120,6404
441,ER-SC,ERSC0441,2008,ERSC04,WS0888,25.94 ,30.74 ,22.83 ,2386.4,1466.4,761,349.6,1238.26,Paddy soils,,32.4,5,25,6.1,150,60,120,6402
442,ER-SC,ERSC0442,2008,ERSC04,WS0888,25.66 ,30.42 ,22.63 ,2283.5,1393.5,762.3,316.1,1161.62,Paddy soils,,11.7,5,27,5.7,195,75,150,8072
443,ER-SC,ERSC0443,2009,ERSC04,WS0888,26.55 ,31.40 ,23.15 ,2203.4,1373.4,465.7,364.7,1199.27,Paddy soils,,14.4,30.6,35,4.4,195,150,300,8201
444,ER-SC,ERSC0444,2008,ERSC04,WS0891,26.33 ,31.14 ,23.26 ,2396.2,1486.2,956.2,428.1,1359.68,Paddy soils,,25.6,37.4,66,5.4,150,60,120,6851
445,ER-SC,ERSC0445,2009,ERSC04,WS0891,26.87 ,31.51 ,23.50 ,2767.5,1737.5,685.6,511.5,1581.51,Paddy soils,,41.9,38.8,46,7.1,195,75,150,8034
446,ER-SC,ERSC0446,2009,ERSC04,WS0891,26.95 ,31.66 ,23.61 ,2937.1,1847.1,719.9,546.7,1680.6,Paddy soils,,31.3,29.5,23,6.4,195,75,150,7065
447,ER-SC,ERSC0447,2008,ERSC04,WS0891,25.76 ,30.44 ,22.74 ,2370.2,1450.2,937.4,402.2,1324.47,Paddy soils,,43.6,9.1,66,5.4,195,75,150,7440
448,ER-SC,ERSC0448,2009,ERSC04,WS0891,26.35 ,31.02 ,22.96 ,2582.7,1602.7,670,478,1491.61,Paddy soils,,43.3,9.1,82,5.7,210,90,210,8705
449,ER-SC,ERSC0449,2008,ERSC04,WS0891,25.72 ,30.46 ,22.65 ,2571.7,1571.7,1014.8,443.8,1449.18,Paddy soils,,36.6,41.5,36,5.2,150,60,120,6803
450,ER-SC,ERSC0450,2009,ERSC04,WS0891,26.37 ,31.01 ,23.01 ,2425.7,1505.7,662.2,438.3,1383.88,Paddy soils,,45.1,27.7,59,5.9,225,105,225,8091
451,ER-SC,ERSC0451,2010,ERSC04,WS0892,26.61 ,30.73 ,23.72 ,2660.6,1660.6,817,399.5,1375.87,Paddy soils,,25.6,29.5,100,5.7,195,75,150,7532
452,ER-SC,ERSC0452,2006,ERSC04,WS0892,26.78 ,31.43 ,23.82 ,2678.4,1678.4,908.9,459.8,1475.44,Paddy soils,,18,34.7,166,5.8,120,45,90,6023
453,ER-SC,ERSC0453,2009,ERSC04,WS0892,27.11 ,31.79 ,23.77 ,2656.3,1676.3,638.5,492.1,1514.72,Paddy soils,,15.7,14.6,45,5.5,120,45,90,8316
454,ER-SC,ERSC0454,2006,ERSC04,WS0892,26.78 ,31.43 ,23.82 ,2678.4,1678.4,908.9,459.8,1475.44,Paddy soils,,21.2,28.7,92,5.3,150,60,120,8954
455,ER-SC,ERSC0455,2010,ERSC04,WS0892,26.61 ,30.73 ,23.72 ,2660.6,1660.6,817,399.5,1375.87,Paddy soils,,18.5,17.4,47,5.2,150,60,120,7704
456,ER-SC,ERSC0456,2006,ERSC04,WS0892,26.78 ,31.43 ,23.82 ,2678.4,1678.4,908.9,459.8,1475.44,Paddy soils,,12,33.2,94,4.5,225,105,225,7416
457,ER-SC,ERSC0457,2010,ERSC04,WS0892,26.61 ,30.73 ,23.72 ,2660.6,1660.6,817,399.5,1375.87,Paddy soils,,22.3,17.5,34,5.6,240,120,270,9354
458,ER-SC,ERSC0458,2008,ERSC04,WS0892,26.57 ,31.19 ,23.52 ,2657.4,1657.4,900.7,457.2,1471.21,Paddy soils,,12.1,17.5,39,5.2,195,75,150,7875
459,ER-SC,ERSC0459,2009,ERSC04,WS0915,26.62 ,31.77 ,23.45 ,2768.6,1728.6,900.9,594.5,1723.59,Paddy soils,,21.5,34.5,40,5.6,225,105,225,7845
460,ER-SC,ERSC0460,2010,ERSC04,WS0915,25.87 ,30.36 ,22.61 ,2794.4,1714.4,916,531.823,1638.5,Paddy soils,,26.6,45.2,58,5.9,210,60,180,6990
461,ER-SC,ERSC0461,2008,ERSC04,WS0915,25.81 ,30.64 ,22.92 ,2607,1597,906,448.1,1460.94,Paddy soils,,26.3,45.2,58,5.9,124,67,90,5895
462,ER-SC,ERSC0462,2010,ERSC04,WS0915,25.86 ,30.34 ,22.57 ,2792.5,1712.5,914,533.123,1640.25,Paddy soils,,36.1,19.9,61,5.2,150,53,120,7232
463,ER-SC,ERSC0463,2009,ERSC04,WS0915,26.31 ,31.46 ,23.13 ,2789.3,1729.3,900.4,592.2,1731.84,Paddy soils,,27.5,53.4,66,5.7,225,105,225,6603
464,ER-SC,ERSC0464,2008,ERSC04,WS0887,26.27 ,30.76 ,23.35 ,2837,1757,1241.2,392.2,1420,Paddy soils,,19.5,41.4,70,6.6,120,30,113,8139
465,ER-SC,ERSC0465,2006,ERSC04,WS0887,27.06 ,31.60 ,24.04 ,2489.6,1569.6,868.9,485.1,1460.43,Paddy soils,,29,67.2,25,7.4,180,60,135,6440
466,ER-SC,ERSC0466,2008,ERSC04,WS0887,26.80 ,31.31 ,23.91 ,2626,1646,1220.5,358.3,1294.29,Paddy soils,,18.7,57.7,30,6.3,210,60,150,6051
467,ER-SC,ERSC0467,2006,ERSC04,WS0887,26.16 ,30.96 ,22.86 ,2616.2,1616.2,1012,577.1,1665.5,Paddy soils,,18.9,16.5,29,8,180,60,135,6828
