Sort,Crop,NO,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
663,ER-SC,ERSC0663,2007,ERSC07,WS0585,24.63 ,29.62 ,20.84 ,2019.4,1199.4,448.5,419.1,1275.42,Paddy soils,,45.5,10.6,80,5.6,135,72,68,8400
664,ER-SC,ERSC0664,2008,ERSC07,WS0585,24.41 ,29.35 ,20.82 ,2123.5,1253.5,519.1,456,1373.66,Paddy soils,,46,14,50,5.6,135,72,68,7349
665,ER-SC,ERSC0665,2009,ERSC07,WS0585,25.47 ,30.31 ,21.98 ,1986.9,1206.9,354.6,435.1,1279.14,Paddy soils,,52.2,8,54,5.3,135,72,75,6930
666,ER-SC,ERSC0666,2008,ERSC07,WS0585,24.41 ,29.35 ,20.82 ,2123.5,1253.5,519.1,456,1373.66,Paddy soils,,48,12,50,5.7,135,72,68,7485
667,ER-SC,ERSC0667,2007,ERSC07,WS0585,24.63 ,29.62 ,20.84 ,2019.4,1199.4,448.5,419.1,1275.42,Paddy soils,,44.4,4.7,53,5.6,135,72,68,7677
668,ER-SC,ERSC0668,2009,ERSC07,WS0585,24.38 ,29.11 ,21.03 ,2023.3,1193.3,397.5,425.6,1296.23,Paddy soils,,55.9,13.6,61,5.4,192,36,52,4403
669,ER-SC,ERSC0669,2007,ERSC07,WS0585,24.95 ,29.91 ,21.16 ,2145.5,1285.5,448.5,457.1,1366.68,Paddy soils,,32.9,8.3,67,5.7,135,72,68,6563
670,ER-SC,ERSC0670,2006,ERSC07,WS0628,25.06 ,29.64 ,21.72 ,1954.9,1174.9,736.2,377.3,1183.29,Paddy soils,,42.3,2.8,56,6.4,135,72,68,6753
671,ER-SC,ERSC0671,2006,ERSC07,WS0628,24.95 ,29.52 ,21.60 ,1971.4,1181.4,727,374.8,1185.75,Paddy soils,,32.6,26.3,101,6,135,72,68,7800
672,ER-SC,ERSC0672,2007,ERSC07,WS0628,26.10 ,31.48 ,22.04 ,2192.2,1352.2,364.4,542.1,1496.66,Paddy soils,,21.4,10.7,118,6,135,72,68,6770
673,ER-SC,ERSC0673,2007,ERSC07,WS0628,25.92 ,31.29 ,21.89 ,2203.2,1353.2,409.3,531.1,1485.16,Paddy soils,,17.2,11.2,106,6,135,72,68,6536
674,ER-SC,ERSC0674,2007,ERSC07,WS0628,26.00 ,31.35 ,21.98 ,2210.2,1360.2,367.8,542.1,1503.54,Paddy soils,,28.6,13.5,121,6.1,135,72,68,7595
675,ER-SC,ERSC0675,2009,ERSC07,WS0628,25.82 ,30.78 ,22.06 ,2324.2,1424.2,361.4,572.7,1589.65,Paddy soils,,32.8,36.3,228,5.9,135,72,68,7950
676,ER-SC,ERSC0676,2009,ERSC07,WS0628,25.57 ,30.54 ,21.81 ,2249.9,1369.9,361.4,547.1,1532.66,Paddy soils,,22,21.5,165,5.6,135,72,68,6930
677,ER-SC,ERSC0677,2009,ERSC07,WS0628,25.57 ,30.54 ,21.81 ,2249.9,1369.9,361.4,547.1,1532.66,Paddy soils,,20.6,10,220,5.7,135,72,68,6440
678,ER-SC,ERSC0678,2009,ERSC07,WS0629,24.21 ,29.93 ,20.09 ,1815.9,1065.9,344,368.6,1148.02,Paddy soils,,29.2,12.4,220,5,135,63,68,7388
679,ER-SC,ERSC0679,2009,ERSC07,WS0629,24.21 ,29.93 ,20.09 ,1815.9,1065.9,344,368.6,1148.02,Paddy soils,,31,17.9,190,5,143,68,75,7425
680,ER-SC,ERSC0680,2009,ERSC07,WS0629,24.24 ,29.98 ,20.14 ,1842.5,1082.5,346.9,374.2,1164.45,Paddy soils,,33,12.9,180,4.6,150,72,83,7358
681,ER-SC,ERSC0681,2009,ERSC07,WS0629,24.29 ,30.05 ,20.18 ,1870.2,1100.2,346.9,383.5,1186.93,Paddy soils,,25.4,12.9,154,4.8,143,68,75,7388
682,ER-SC,ERSC0682,2007,ERSC07,WS0549,25.21 ,29.49 ,21.72 ,1941.4,1171.4,232.6,356.2,1139.13,Paddy soils,,46.7,31.2,142,5.4,135,72,68,5370
683,ER-SC,ERSC0683,2007,ERSC07,WS0549,25.85 ,30.09 ,22.36 ,1938.8,1188.8,197,363.1,1137.65,Paddy soils,,34.1,30.9,127,5.4,165,90,90,6030
684,ER-SC,ERSC0684,2008,ERSC07,WS0549,25.54 ,30.00 ,21.92 ,2171.1,1321.1,357.8,503.9,1438.89,Paddy soils,,32.6,26.4,107,5.5,180,54,90,7440
685,ER-SC,ERSC0685,2008,ERSC07,WS0549,25.54 ,30.00 ,21.92 ,2171.1,1321.1,357.8,503.9,1438.89,Paddy soils,,41.6,27.7,69,5.3,165,90,90,7365
686,ER-SC,ERSC0686,2009,ERSC07,WS0549,25.04 ,29.36 ,21.70 ,2229,1339,337.2,476.8,1421.85,Paddy soils,,40.4,31.1,118,5.2,165,90,90,8700
687,ER-SC,ERSC0687,2007,ERSC07,WS0549,25.47 ,29.72 ,21.95 ,1859.1,1129.1,197,341.3,1087,Paddy soils,,48.1,29.8,130,5.4,165,90,90,6930
688,ER-SC,ERSC0688,2009,ERSC07,WS0580,24.52 ,28.77 ,21.24 ,1961.7,1161.7,516.9,425.8,1277.59,Paddy soils,,26.2,22.8,59,4.7,135,72,68,7334
689,ER-SC,ERSC0689,2008,ERSC07,WS0549,25.64 ,30.12 ,22.00 ,2153.7,1313.7,342.8,501.6,1428.31,Paddy soils,,38.2,35.1,143,5.3,135,72,68,6750
690,ER-SC,ERSC0690,2009,ERSC07,WS0549,25.02 ,29.28 ,21.76 ,2126.4,1276.4,337.2,434.5,1325.62,Paddy soils,,56.8,25.3,129,5.4,135,72,68,6750
691,ER-SC,ERSC0691,2007,ERSC07,WS0266,23.21 ,27.74 ,19.53 ,2158.9,1228.9,252.7,403.8,1313.21,Paddy soils,,32.6,8.7,132,4.9,135,72,68,6240
692,ER-SC,ERSC0692,2007,ERSC07,WS0266,23.21 ,27.74 ,19.53 ,2158.9,1228.9,252.7,403.8,1313.21,Paddy soils,,29.4,12.8,154,5.3,135,72,68,6735
693,ER-SC,ERSC0693,2007,ERSC07,WS0266,24.83 ,29.26 ,21.22 ,2011.3,1201.3,242.2,379.1,1202.4,Paddy soils,,25.8,18.5,125,5.5,135,72,68,6900
694,ER-SC,ERSC0694,2007,ERSC07,WS0266,25.78 ,30.02 ,22.28 ,1985,1215,202.1,370.1,1163.21,Paddy soils,,30.1,9.1,83,4.7,135,72,68,6390
695,ER-SC,ERSC0695,2007,ERSC07,WS0549,25.91 ,30.10 ,22.46 ,1994.8,1224.8,209.7,363.1,1152.26,Paddy soils,,50.6,32,118,5.4,135,72,68,6210
696,ER-SC,ERSC0696,2009,ERSC07,WS0549,25.20 ,29.50 ,21.88 ,2218,1338,337.2,468.7,1402.55,Paddy soils,,44.3,27.5,107,5.1,135,72,68,7200
697,ER-SC,ERSC0697,2009,ERSC07,WS0549,24.95 ,29.26 ,21.61 ,2195.4,1315.4,337.2,464.8,1395.05,Paddy soils,,44.5,30.4,98,5.2,135,72,68,7065
698,ER-SC,ERSC0698,2008,ERSC07,WS0549,25.54 ,30.00 ,21.92 ,2171.1,1321.1,357.8,503.9,1438.89,Paddy soils,,30.7,27.6,114,5.1,165,90,90,7365
699,ER-SC,ERSC0699,2006,ERSC07,WS0547,25.39 ,29.40 ,22.34 ,2209.2,1339.2,401.2,416.5,1308.32,Paddy soils,,31.3,26.1,61,7.5,135,72,68,6629
700,ER-SC,ERSC0700,2008,ERSC07,WS0547,25.31 ,29.52 ,22.14 ,2176.5,1316.5,297.6,515.2,1462.03,Paddy soils,,31.3,26.1,61,7.5,210,80,90,6629
701,ER-SC,ERSC0701,2009,ERSC07,WS0547,23.27 ,27.28 ,20.32 ,1954.8,1114.8,417.1,411.7,1269.11,Paddy soils,,32.4,34.5,72,7.6,210,80,90,6645
702,ER-SC,ERSC0702,2010,ERSC07,WS0547,23.12 ,26.88 ,20.41 ,2311.9,1317.2,823,368.7,1319.82,Paddy soils,,33.1,31.4,99,7.5,210,81,90,5250
703,ER-SC,ERSC0703,2007,ERSC07,WS0547,25.20 ,30.46 ,20.97 ,2167.2,1307.2,532.1,481.4,1409.59,Paddy soils,,49.5,25,50,7.5,150,70,80,7253
704,ER-SC,ERSC0704,2007,ERSC07,WS0547,25.39 ,30.68 ,21.17 ,2285.5,1385.5,546.4,507.4,1481.13,Paddy soils,,46,13.1,82,7.5,150,70,80,6768
705,ER-SC,ERSC0705,2009,ERSC07,WS0513,24.12 ,28.43 ,20.96 ,2122.4,1242.4,458.8,457.1,1378.08,Paddy soils,,58.2,67.9,73,7.8,165,90,90,8627
706,ER-SC,ERSC0706,2006,ERSC07,WS0545,25.61 ,30.54 ,22.00 ,2253.8,1373.8,361.6,387.8,1271.5,Paddy soils,,44.7,5.6,117,4.9,165,90,90,7584
707,ER-SC,ERSC0707,2006,ERSC07,WS0545,25.39 ,30.35 ,21.77 ,2158.2,1308.2,361.6,358.8,1202.56,Paddy soils,,45.8,11,251,5.9,165,90,90,7839
708,ER-SC,ERSC0708,2007,ERSC07,WS0545,25.32 ,30.30 ,21.67 ,2126.8,1286.8,361.6,349.6,1180.32,Paddy soils,,29.8,17.6,36,5.2,120,45,90,5253
709,ER-SC,ERSC0709,2007,ERSC07,WS0545,25.32 ,30.30 ,21.67 ,2126.8,1286.8,361.6,349.6,1180.32,Paddy soils,,27.9,5.6,43,4.5,120,45,90,4944
710,ER-SC,ERSC0710,2007,ERSC07,WS0545,25.32 ,30.30 ,21.67 ,2126.8,1286.8,361.6,349.6,1180.32,Paddy soils,,35.9,29.9,94,5.5,120,45,90,5670
711,ER-SC,ERSC0711,2010,ERSC07,WS0545,24.06 ,28.73 ,20.72 ,2261.6,1321.6,762.5,367.9,1282.07,Paddy soils,,37.7,18.4,131,5.6,135,72,68,5813
712,ER-SC,ERSC0712,2010,ERSC07,WS0545,24.40 ,28.85 ,21.40 ,2001,1181,734.6,293.2,1076.48,Paddy soils,,36.2,20.8,156,5.5,135,72,68,6653
713,ER-SC,ERSC0713,2010,ERSC07,WS0545,24.26 ,28.31 ,21.31 ,1916.6,1126.6,762.9,278.1,1028.69,Paddy soils,,37.2,13.7,140,5.6,135,72,68,7332
714,ER-SC,ERSC0714,2009,ERSC07,WS0517,25.17 ,28.53 ,22.56 ,2315.7,1395.7,388.2,623,1680.02,Paddy soils,,10.4,17.7,135,8.1,135,75,75,7328
715,ER-SC,ERSC0715,2009,ERSC07,WS0517,24.24 ,27.64 ,21.69 ,2157.5,1267.5,447.5,543.5,1526.84,Paddy soils,,11.4,11.7,134,8,135,75,75,6528
716,ER-SC,ERSC0716,2009,ERSC07,WS0517,25.68 ,29.01 ,23.11 ,2157.2,1317.2,310.9,570.7,1540.92,Paddy soils,,21.2,11.3,196,8.2,135,75,75,6525
717,ER-SC,ERSC0717,2009,ERSC07,WS0518,24.31 ,29.13 ,20.64 ,1993.4,1173.4,427.4,442.4,1313.35,Paddy soils,,31.5,15.1,160,6.1,135,72,68,4995
718,ER-SC,ERSC0718,2010,ERSC07,WS0518,23.58 ,27.95 ,20.28 ,1980.9,1140.9,817.3,347.7,1175.06,Paddy soils,,28.6,12.1,153,5.9,135,53,60,5406
719,ER-SC,ERSC0719,2009,ERSC07,WS0518,24.31 ,29.13 ,20.64 ,1993.4,1173.4,427.4,442.4,1313.35,Paddy soils,,30.7,14.2,118,7.1,135,72,68,6102
720,ER-SC,ERSC0720,2008,ERSC07,WS0518,24.70 ,29.64 ,20.86 ,1975.7,1175.7,461.5,430.5,1281.43,Paddy soils,,30.7,12.3,106,6.5,135,72,68,6740
721,ER-SC,ERSC0721,2009,ERSC07,WS0518,24.39 ,29.14 ,20.81 ,1877.7,1107.7,385.1,400.9,1211.86,Paddy soils,,28.6,12.8,105,7,135,72,68,6585
722,ER-SC,ERSC0722,2010,ERSC07,WS0518,23.49 ,27.87 ,20.21 ,2043.4,1173.4,989.9,349.8,1199.32,Paddy soils,,50.5,7.3,116,6.4,135,53,60,6362
723,ER-SC,ERSC0723,2008,ERSC07,WS0518,24.70 ,29.64 ,20.86 ,1975.7,1175.7,461.5,430.5,1281.43,Paddy soils,,30.5,15.9,81,5.8,135,72,68,6338
724,ER-SC,ERSC0724,2008,ERSC07,WS0518,24.70 ,29.64 ,20.86 ,1975.7,1175.7,461.5,430.5,1281.43,Paddy soils,,38.4,17.4,126,6.2,135,72,68,6690
725,ER-SC,ERSC0725,2010,ERSC07,WS0518,23.49 ,27.87 ,20.21 ,2043.4,1173.4,989.9,349.8,1199.32,Paddy soils,,45.9,15.3,51,5.9,135,53,60,5837
726,ER-SC,ERSC0726,2009,ERSC07,WS0551,25.00 ,29.77 ,21.36 ,1849.8,1109.8,314.1,447.6,1268.03,Paddy soils,,36.7,18.2,73,5.2,135,72,68,6273
727,ER-SC,ERSC0727,2010,ERSC07,WS0551,23.96 ,28.25 ,20.63 ,2060.4,1200.4,698.9,393.9,1265.12,Paddy soils,,35.4,21.4,126,5.1,135,72,68,6855
728,ER-SC,ERSC0728,2007,ERSC07,WS0551,26.00 ,30.89 ,22.32 ,1975.8,1215.8,242.9,466.8,1314.09,Paddy soils,,29.1,21.9,103,4.9,135,72,68,6005
729,ER-SC,ERSC0729,2007,ERSC07,WS0551,25.54 ,30.46 ,21.83 ,1966.2,1196.2,242,475.4,1333.95,Paddy soils,,41.7,16.5,97,6.1,135,72,68,6789
730,ER-SC,ERSC0730,2007,ERSC07,WS0551,25.80 ,30.71 ,22.09 ,1831.6,1121.6,231.3,437.9,1230.82,Paddy soils,,32.3,10.7,95,5.2,135,72,68,6276
731,ER-SC,ERSC0731,2009,ERSC07,WS0551,24.95 ,29.74 ,21.28 ,2120.9,1270.9,391.4,528.8,1476.73,Paddy soils,,37.7,15.1,117,5.4,135,72,68,6686
732,ER-SC,ERSC0732,2007,ERSC07,WS0551,26.14 ,30.95 ,22.54 ,2039.3,1259.3,342.1,467.1,1329.57,Paddy soils,,34.3,6.8,52,5.3,135,72,68,5918
733,ER-SC,ERSC0733,2007,ERSC07,WS0551,26.13 ,30.92 ,22.54 ,2064,1274,349.1,471.6,1344.18,Paddy soils,,33.7,12.8,127,5.2,135,72,68,6363
734,ER-SC,ERSC0734,2010,ERSC07,WS0517,24.83 ,27.83 ,22.62 ,1937.1,1157.1,658,390.4,1205.87,Paddy soils,,29.4,15.4,68,5.3,141,36,90,6752
735,ER-SC,ERSC0735,2010,ERSC07,WS0517,24.93 ,28.00 ,22.60 ,2094,1254,678.1,443.3,1334.18,Paddy soils,,22.1,65,71,5.2,141,36,90,6641
736,ER-SC,ERSC0736,2010,ERSC07,WS0517,24.83 ,27.83 ,22.62 ,1937.1,1157.1,658,390.4,1205.87,Paddy soils,,21.7,50.2,54,5.3,141,36,90,5003
737,ER-SC,ERSC0737,2010,ERSC07,WS0517,24.53 ,27.67 ,22.18 ,2208.1,1308.1,688.4,490.4,1452.07,Paddy soils,,20.7,45.8,74,5.4,141,36,90,6254
738,ER-SC,ERSC0738,2007,ERSC07,WS0552,24.83 ,30.50 ,20.65 ,2036,1216,316.2,387.5,1226.49,Paddy soils,,39.4,4,88,5,135,72,68,7347
739,ER-SC,ERSC0739,2008,ERSC07,WS0552,23.89 ,29.78 ,19.46 ,2149.7,1249.7,359.9,524.2,1503.54,Paddy soils,,42.7,3.7,94,4.9,165,90,90,7212
740,ER-SC,ERSC0740,2009,ERSC07,WS0552,26.12 ,31.70 ,21.96 ,2063.7,1273.7,422.7,494.2,1382.88,Paddy soils,,41.6,24.2,97,5,165,90,90,4872
741,ER-SC,ERSC0741,2009,ERSC07,WS0552,26.12 ,31.82 ,21.89 ,1933.1,1193.1,321.5,482.4,1327.75,Paddy soils,,31.8,10.6,85,4.8,180,75,90,5885
742,ER-SC,ERSC0742,2009,ERSC07,WS0552,26.07 ,31.58 ,21.97 ,2111.6,1301.6,449.3,494.2,1397.15,Paddy soils,,29.8,10.1,82,4.9,165,75,75,6890
743,ER-SC,ERSC0743,2009,ERSC07,WS0552,26.15 ,31.81 ,21.92 ,2013.6,1243.6,412.8,494.2,1368.55,Paddy soils,,36.7,9.2,95,5.3,165,75,75,9584
744,ER-SC,ERSC0744,2009,ERSC07,WS0552,26.07 ,31.58 ,21.97 ,2111.6,1301.6,449.3,494.2,1397.15,Paddy soils,,42.2,30,140,5.3,150,36,75,7154
745,ER-SC,ERSC0745,2009,ERSC07,WS0552,26.07 ,31.58 ,21.97 ,2111.6,1301.6,449.3,494.2,1397.15,Paddy soils,,37.9,29.7,108,4.9,150,36,75,7223
746,ER-SC,ERSC0746,2009,ERSC07,WS0552,26.07 ,31.58 ,21.97 ,2111.6,1301.6,449.3,494.2,1397.15,Paddy soils,,34.5,26.3,147,5.1,150,36,75,6846
747,ER-SC,ERSC0747,2010,ERSC07,WS0548,23.99 ,27.73 ,21.18 ,2255.5,1315.5,660,456.5,1423.74,Paddy soils,,57.9,23.7,91,6.4,150,90,90,6657
748,ER-SC,ERSC0748,2010,ERSC07,WS0548,23.69 ,27.42 ,20.90 ,2132.3,1232.3,651.7,417.1,1330.62,Paddy soils,,51.2,12.4,114,6.8,150,90,90,6611
749,ER-SC,ERSC0749,2010,ERSC07,WS0548,24.27 ,28.03 ,21.42 ,2378.4,1398.4,663.5,500.3,1523.81,Paddy soils,,43.7,6.1,55,5.2,150,90,90,7268
750,ER-SC,ERSC0750,2007,ERSC07,WS0543,26.18 ,30.54 ,22.84 ,1884.9,1164.9,301.4,369.6,1126.74,Paddy soils,,26.2,28.1,100,7.3,135,72,68,6360
751,ER-SC,ERSC0751,2009,ERSC07,WS0543,25.49 ,30.01 ,22.22 ,1937.2,1177.2,378.7,433.4,1260.62,Paddy soils,,38.4,24.3,160,6,135,72,68,6909
752,ER-SC,ERSC0752,2009,ERSC07,WS0543,25.49 ,30.01 ,22.22 ,1937.2,1177.2,378.7,433.4,1260.62,Paddy soils,,46.4,14.6,155,5.8,135,72,68,7580
753,ER-SC,ERSC0753,2010,ERSC07,WS0543,24.41 ,28.57 ,21.38 ,2001.7,1181.7,675.2,366.9,1193.71,Paddy soils,,39.5,5.7,55,6.2,165,72,68,6854
754,ER-SC,ERSC0754,2010,ERSC07,WS0543,24.27 ,28.41 ,21.24 ,1990.5,1170.5,675.2,358.4,1179.46,Paddy soils,,38.4,3.7,55,6.3,165,72,68,6843
755,ER-SC,ERSC0755,2007,ERSC07,WS0511,26.54 ,30.84 ,23.25 ,2043.8,1273.8,370.6,391.1,1198.96,Paddy soils,,26.7,21.9,49,5.4,165,90,90,5463
756,ER-SC,ERSC0756,2007,ERSC07,WS0511,26.15 ,30.43 ,22.87 ,1987.4,1227.4,321.1,372.8,1160.83,Paddy soils,,32.9,10.7,147,5.1,165,90,90,5663
757,ER-SC,ERSC0757,2009,ERSC07,WS0543,23.56 ,28.04 ,20.36 ,1625.5,935.5,356.1,361,1084.87,Paddy soils,,31.5,19.1,76,5.1,135,72,68,6615
758,ER-SC,ERSC0758,2009,ERSC07,WS0543,24.27 ,28.67 ,21.14 ,1723.5,1013.5,360.3,362.8,1107,Paddy soils,,31.1,19.1,76,5.1,135,72,68,6042
759,ER-SC,ERSC0759,2009,ERSC07,WS0510,25.02 ,29.75 ,21.64 ,1851.8,1111.8,352.4,433.1,1245.14,Paddy soils,,26.7,17.4,146,6.2,135,68,75,5790
760,ER-SC,ERSC0760,2010,ERSC07,WS0544,23.62 ,27.90 ,20.49 ,1724.5,994.5,470.4,362.4,1120.32,Paddy soils,,42.1,20.6,93,5.5,135,72,68,6150
761,ER-SC,ERSC0761,2006,ERSC07,WS0579,25.73 ,30.34 ,21.97 ,2083.9,1273.9,631.4,478.4,1372,Paddy soils,,66.9,20.8,58,7.9,165,90,135,5984
762,ER-SC,ERSC0762,2006,ERSC07,WS0579,25.43 ,30.07 ,21.65 ,2059.8,1249.8,647.1,464,1347.98,Paddy soils,,73,4,63,5.9,165,90,135,6467
763,ER-SC,ERSC0763,2007,ERSC07,WS0579,26.76 ,31.67 ,23.05 ,2006.9,1256.9,390.4,320.5,1071.12,Paddy soils,,45.6,6.6,51,5.8,165,90,90,6701
764,ER-SC,ERSC0764,2009,ERSC07,WS0579,25.15 ,30.03 ,21.20 ,2238.2,1348.2,450.9,531.5,1515.11,Paddy soils,,41.9,4.4,93,5.4,135,72,68,7116
765,ER-SC,ERSC0765,2009,ERSC07,WS0579,26.27 ,30.72 ,23.04 ,2338.2,1448.2,454.2,529.5,1510.76,Paddy soils,,37.5,12,64,5.8,135,72,68,6867
766,ER-SC,ERSC0766,2010,ERSC07,WS0579,23.28 ,27.88 ,19.88 ,1815.8,1035.8,904.6,321.8,1091.35,Paddy soils,,30.5,11.2,78,6.2,150,60,90,6416
767,ER-SC,ERSC0767,2007,ERSC07,WS0579,26.73 ,31.69 ,22.98 ,2031.7,1271.7,390.4,329.9,1093.63,Paddy soils,,46.4,7.5,52,6.8,165,90,90,8025
768,ER-SC,ERSC0768,2008,ERSC07,WS0579,24.79 ,29.79 ,20.47 ,1958.2,1168.2,267.8,497.9,1387.25,Paddy soils,,38.7,10.7,78,5.8,135,72,68,6768
769,ER-SC,ERSC0769,2007,ERSC07,WS0579,26.65 ,31.64 ,22.85 ,2025.6,1265.6,390.4,329,1092.11,Paddy soils,,70.3,5.8,93,6.3,165,90,90,7389
770,ER-SC,ERSC0770,2008,ERSC07,WS0579,24.79 ,29.79 ,20.47 ,1958.2,1168.2,267.8,497.9,1387.25,Paddy soils,,36.6,16.5,68,6.2,135,72,68,8042
771,ER-SC,ERSC0771,2009,ERSC07,WS0579,25.25 ,30.12 ,21.30 ,2246.9,1356.9,458.3,531.5,1515.32,Paddy soils,,45.4,26.2,54,6.2,135,72,68,7205
772,ER-SC,ERSC0772,2009,ERSC07,WS0577,25.48 ,30.36 ,21.41 ,1911,1161,352,395.7,1194.04,Paddy soils,,46,6.7,97,5.6,135,72,68,7254
773,ER-SC,ERSC0773,2009,ERSC07,WS0577,25.38 ,30.05 ,21.46 ,2030,1230,507.4,391.2,1222.43,Paddy soils,,51.6,5.2,55,5.7,135,72,68,7302
774,ER-SC,ERSC0774,2007,ERSC07,WS0587,25.25 ,30.40 ,21.33 ,2019.7,1219.7,356.2,487,1377.25,Paddy soils,,39.7,28.3,91,5.3,135,72,68,7254
775,ER-SC,ERSC0775,2008,ERSC07,WS0587,24.54 ,29.66 ,20.66 ,1914,1134,304.7,444.8,1293.79,Paddy soils,,28.9,5.4,76,5.3,150,60,90,7209
776,ER-SC,ERSC0776,2009,ERSC07,WS0587,24.96 ,29.89 ,21.28 ,2146.2,1286.2,541.8,476.6,1402.89,Paddy soils,,34.3,17.6,94,5.5,135,72,68,7253
777,ER-SC,ERSC0777,2009,ERSC07,WS0587,24.96 ,29.89 ,21.28 ,2146.2,1286.2,541.8,476.6,1402.89,Paddy soils,,44.3,23.4,105,5.9,135,72,68,7320
778,ER-SC,ERSC0778,2009,ERSC07,WS0587,24.96 ,29.89 ,21.28 ,2146.2,1286.2,541.8,476.6,1402.89,Paddy soils,,17.8,13.8,76,5.7,135,72,68,6965
779,ER-SC,ERSC0779,2006,ERSC07,WS0587,25.40 ,30.10 ,21.81 ,2082.4,1262.4,656.3,440.8,1316.92,Paddy soils,,34.6,17.5,79,6.1,135,72,68,6792
780,ER-SC,ERSC0780,2007,ERSC07,WS0587,25.10 ,30.22 ,21.22 ,2033.2,1223.2,366.7,487,1384.14,Paddy soils,,58.9,29.5,123,6.5,135,72,68,6972
781,ER-SC,ERSC0781,2008,ERSC07,WS0587,24.67 ,29.82 ,20.79 ,1998.5,1188.5,305.7,465.7,1349.74,Paddy soils,,48.8,8.5,103,5.4,150,60,90,7320
782,ER-SC,ERSC0782,2006,ERSC07,WS0587,25.59 ,30.29 ,22.02 ,2072.8,1262.8,656.3,441.7,1311.65,Paddy soils,,31.2,23.6,88,6.3,135,72,68,6965
783,ER-SC,ERSC0783,2007,ERSC07,WS0587,24.66 ,29.41 ,21.06 ,1972.9,1172.9,624.6,412.2,1253.48,Paddy soils,,58.1,11,110,6.2,135,72,68,7379
784,ER-SC,ERSC0784,2007,ERSC07,WS0625,25.47 ,30.66 ,21.78 ,2470.4,1500.4,377.6,529.1,1562.89,Paddy soils,,42.7,12.3,68,7.6,135,72,68,8084
785,ER-SC,ERSC0785,2008,ERSC07,WS0625,25.44 ,30.29 ,21.95 ,2035.5,1235.5,366.9,382.6,1207.04,Paddy soils,,18.1,10.7,89,6.4,135,72,68,6713
786,ER-SC,ERSC0786,2007,ERSC07,WS0625,25.90 ,31.09 ,22.20 ,2486.2,1526.2,362.2,545.1,1584.26,Paddy soils,,38.5,10.2,66,7.7,135,72,68,8175
787,ER-SC,ERSC0787,2008,ERSC07,WS0625,25.47 ,30.29 ,22.01 ,1986.7,1206.7,355.2,361,1157.5,Paddy soils,,39.5,10.6,69,5,135,72,68,6983
788,ER-SC,ERSC0788,2009,ERSC07,WS0625,24.97 ,29.75 ,21.53 ,1972.3,1182.3,416,379.5,1193.89,Paddy soils,,31.1,4.5,108,5.3,135,72,68,6503
789,ER-SC,ERSC0789,2007,ERSC07,WS0625,26.52 ,31.64 ,22.87 ,2599.1,1619.1,359.9,580,1657.55,Paddy soils,,26.1,4.1,60,6.1,135,72,68,6761
790,ER-SC,ERSC0790,2008,ERSC07,WS0625,25.33 ,30.14 ,21.84 ,1950.3,1180.3,353.6,361.3,1150.42,Paddy soils,,20.2,8.2,78,6,135,72,68,7337
791,ER-SC,ERSC0791,2007,ERSC07,WS0625,26.07 ,31.15 ,22.48 ,2164,1334,329.5,455.7,1347.72,Paddy soils,,29,2.8,77,6.7,135,72,68,8385
792,ER-SC,ERSC0792,2006,ERSC07,WS0622,25.49 ,29.66 ,22.04 ,1860.9,1130.9,455.8,372.1,1138.98,Paddy soils,,37.2,8,63,6.6,135,72,66,8043
793,ER-SC,ERSC0793,2006,ERSC07,WS0622,25.81 ,29.94 ,22.43 ,2090.7,1280.7,561.4,391.8,1229.3,Paddy soils,,25.1,4.4,52,5.6,135,72,66,7362
794,ER-SC,ERSC0794,2007,ERSC07,WS0622,26.74 ,31.60 ,23.21 ,2192.8,1372.8,304,453.9,1338.29,Paddy soils,,23.9,7.5,98,5.9,135,72,66,5787
795,ER-SC,ERSC0795,2007,ERSC07,WS0622,27.15 ,32.12 ,23.56 ,2063.3,1303.3,257,425.6,1249.63,Paddy soils,,26.8,4.9,168,6.3,135,72,66,7473
796,ER-SC,ERSC0796,2008,ERSC07,WS0622,25.82 ,30.34 ,22.64 ,2065.3,1265.3,452.3,419.3,1267.7,Paddy soils,,28.8,28.3,76,5,135,66,72,6587
797,ER-SC,ERSC0797,2007,ERSC07,WS0622,27.53 ,32.45 ,23.90 ,2257.1,1437.1,257,491.9,1401.38,Paddy soils,,27.9,17.5,81,5.7,135,72,66,6314
798,ER-SC,ERSC0798,2008,ERSC07,WS0622,25.83 ,30.36 ,22.64 ,2014.6,1234.6,450.6,409.8,1237.96,Paddy soils,,25.6,4.5,151,5.6,135,66,72,7436
799,ER-SC,ERSC0799,2008,ERSC07,WS0622,26.01 ,30.56 ,22.80 ,2158.8,1328.8,454.3,447.2,1335.01,Paddy soils,,39,7.8,63,6.5,135,66,72,8124
800,ER-SC,ERSC0800,2009,ERSC07,WS0589,25.62 ,30.49 ,21.94 ,2459.1,1499.1,549.6,548.8,1590.42,Paddy soils,,28.2,9.8,98,5.7,135,72,68,6153
801,ER-SC,ERSC0801,2009,ERSC07,WS0589,25.54 ,30.42 ,21.85 ,2375.4,1445.4,549.6,531.6,1541.14,Paddy soils,,32.1,10.8,94,5.6,135,72,68,6635
