Crop,NO,Year,Province,Province1,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil type1,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
SR-YZB,SRYZB0037,2007,安徽,Anhui,8658222,25.62521739,29.98521739,22.47217391,2946.9,1796.9,934,572.9,1651.43,水稻土,Paddy soils,clay,24,15.8,81,6,210,72,180,8913
SR-YZB,SRYZB0038,2007,安徽,Anhui,8658222,25.38067227,29.78319328,22.20840336,3020.3,1830.3,934,608.7,1718.85,水稻土,Paddy soils,clay loam,17.8,12.8,93,6.1,210,72,180,8505
SR-YZB,SRYZB0039,2007,安徽,Anhui,8658222,25.38067227,29.78319328,22.20840336,3020.3,1830.3,934,608.7,1718.85,水稻土,Paddy soils,loamy sand,15.7,16.7,95,6.4,210,72,180,8635.5
SR-YZB,SRYZB0040,2007,安徽,Anhui,8658222,25.53504274,29.9042735,22.38888889,2987.6,1817.6,934,590.4,1684.79,水稻土,Paddy soils,sandy loam,25.9,13.4,95,6.4,210,72,180,8797.5
SR-YZB,SRYZB0041,2007,安徽,Anhui,8658222,25.6377193,29.98859649,22.48947368,2922.7,1782.7,934,564,1634.4,水稻土,Paddy soils,sandy loam,19.1,14.4,63,5.5,210,72,180,9150
SR-YZB,SRYZB0042,2007,安徽,Anhui,8658222,25.38067227,29.78319328,22.20840336,3020.3,1830.3,934,608.7,1718.85,水稻土,Paddy soils,clay,14.5,16.7,95,5.6,210,72,180,8958
SR-YZB,SRYZB0043,2007,安徽,Anhui,8658222,25.46101695,29.83305085,22.30677966,3004.4,1824.4,934,599.8,1702.2,水稻土,Paddy soils,silty clay loam,14.3,15.7,97,5.4,210,72,180,9034.5
SR-YZB,SRYZB0044,2007,安徽,Anhui,8658222,25.46101695,29.83305085,22.30677966,3004.4,1824.4,934,599.8,1702.2,水稻土,Paddy soils,silty clay loam,19.3,27.6,138,6.6,210,72,180,8740.5
SR-YZB,SRYZB0045,2008,安徽,Anhui,8658222,25.05652174,29.20782609,22.00086957,2881.5,1731.5,563.7,505.1,1552.66,水稻土,Paddy soils,clay,18.8,15.1,133,6.7,210,72,180,8748
SR-YZB,SRYZB0046,2008,安徽,Anhui,8658222,24.86810345,29.05689655,21.80862069,2884.7,1724.7,563.8,518,1570.04,水稻土,Paddy soils,clay,17.2,14.2,98,6.4,210,72,180,8829
SR-YZB,SRYZB0047,2008,安徽,Anhui,8658222,24.78319328,28.98151261,21.69915966,2949.2,1759.2,563.8,520.9,1593.74,水稻土,Paddy soils,clay,18.6,12.4,124,6.2,210,72,180,8757
SR-YZB,SRYZB0048,2008,安徽,Anhui,8658222,24.64521739,28.96173913,21.49217391,2834.2,1684.2,548.7,523.7,1549.21,水稻土,Paddy soils,sandy loam,17.2,12.2,80,5.1,210,72,180,8644.5
SR-YZB,SRYZB0049,2008,安徽,Anhui,8658222,24.77435897,28.99145299,21.67948718,2898.6,1728.6,563.8,512.4,1562.56,水稻土,Paddy soils,clay,16.1,11.4,83,5.1,210,72,180,8362.5
SR-YZB,SRYZB0050,2008,安徽,Anhui,8658222,25.11946903,29.28053097,22.05132743,2838.5,1708.5,559.6,505.1,1540.11,水稻土,Paddy soils,clay,15.3,13.7,127,6.7,210,72,180,9235.5
SR-YZB,SRYZB0051,2008,安徽,Anhui,8658222,24.84745763,29.0279661,21.78728814,2932,1752,563.8,518,1584.96,水稻土,Paddy soils,clay,17.2,12.2,80,5.1,210,72,180,9156
SR-YZB,SRYZB0052,2006,安徽,Anhui,8658127,22.2785124,27.1892562,18.38512397,2695.7,1485.8,299.1,685.1,1643.27,水稻土,Paddy soils,silty clay loam,21,13,125,7.1,180,90,199.5,9225
SR-YZB,SRYZB0053,2007,安徽,Anhui,8658127,23.85263158,28.23421053,20.50877193,2719.2,1579.2,456.6,556.9,1515.09,潮土,Fluvo-aquic soils,silty clay loam,13.7,12.6,127,7.6,180,90,199.5,7888.5
SR-YZB,SRYZB0054,2007,安徽,Anhui,8658127,24.16696429,28.55982143,20.81696429,2706.7,1586.7,511.5,556.9,1509.91,潮土,Fluvo-aquic soils,silty clay loam,13.6,10.2,92,7.7,180,90,199.5,8532
SR-YZB,SRYZB0055,2006,安徽,Anhui,8658127,24.76747967,29.2495935,21.29756098,3046.4,1816.4,715.4,649,1744.45,水稻土,Paddy soils,silty clay loam,15.6,16.7,102,6.8,180,90,199.5,7020
SR-YZB,SRYZB0056,2007,安徽,Anhui,8658127,24.72213115,29.02131148,21.47377049,3016.1,1796.1,740.2,596,1664.96,水稻土,Paddy soils,silty clay loam,10.9,10.7,108,6.9,180,90,199.5,8805
SR-YZB,SRYZB0057,2007,安徽,Anhui,8658127,24.72213115,29.02131148,21.47377049,3016.1,1796.1,740.2,596,1664.96,水稻土,Paddy soils,silty clay loam,11.5,10.7,108,7,180,90,199.5,8775
SR-YZB,SRYZB0058,2008,安徽,Anhui,8658127,24.80956522,29.06782609,21.66,2853.1,1703.1,567.6,533.9,1561.25,水稻土,Paddy soils,silty clay loam,16.4,33.7,142,6.2,180,90,199.5,8884.5
SR-YZB,SRYZB0059,2008,安徽,Anhui,8658127,24.80956522,29.06782609,21.66,2853.1,1703.1,567.6,533.9,1561.25,水稻土,Paddy soils,silty clay loam,16.8,32.3,144,6.3,180,90,199.5,8779.5
SR-YZB,SRYZB0060,2006,安徽,Anhui,8658127,22.71735537,27.58760331,18.89256198,2748.8,1538.9,299,681.9,1652.4,水稻土,Paddy soils,silty clay loam,18.7,13.6,116,7,180,90,199.5,9330
SR-YZB,SRYZB0061,2008,安徽,Anhui,8658127,24.63666667,28.97166667,21.41,2956.4,1756.4,567.6,556.5,1612.91,水稻土,Paddy soils,silty clay loam,14.7,30.7,134,6.4,180,90,199.5,8730
SR-YZB,SRYZB0062,2008,安徽,Anhui,8658127,23.02905983,27.31367521,19.84273504,2694.4,1524.4,454.3,499,1420.52,水稻土,Paddy soils,silty clay loam,12.4,24.9,110,6.5,180,90,199.5,7851
SR-YZB,SRYZB0063,2008,安徽,Anhui,8658314,25.335,30.54416667,21.65083333,3040.2,1840.2,963.2,533,1691.53,水稻土,Paddy soils,clay,24.6,25.2,79,5.4,210,72,105,8109
SR-YZB,SRYZB0064,2007,安徽,Anhui,8658314,25.30610687,30.52061069,21.79694656,3315.1,2005.1,594.9,516.7,1713.13,水稻土,Paddy soils,clay,22.7,12.8,84,4.6,210,72,105,8507.25
SR-YZB,SRYZB0065,2008,安徽,Anhui,8658314,25.335,30.54416667,21.65083333,3040.2,1840.2,963.2,533,1691.53,水稻土,Paddy soils,clay,22.6,12.5,82,4.6,210,72,105,8460.45
SR-YZB,SRYZB0066,2008,安徽,Anhui,8658314,25.30909091,30.5553719,21.5785124,3062.4,1852.4,963.2,544,1716.64,水稻土,Paddy soils,clay,15.5,18.2,43,5.1,210,72,105,7354.95
SR-YZB,SRYZB0067,2008,安徽,Anhui,8658314,25.335,30.54416667,21.65083333,3040.2,1840.2,963.2,533,1691.53,水稻土,Paddy soils,silty clay loam,16.5,19.8,54,5.2,210,72,105,7213.5
SR-YZB,SRYZB0068,2009,安徽,Anhui,8658314,25.3503937,30.4,21.68110236,3219.5,1949.5,764.8,582,1800.2,水稻土,Paddy soils,sandy loam,25.9,19.2,88,5.3,210,72,105,7761
SR-YZB,SRYZB0069,2008,安徽,Anhui,8658314,25.34224138,30.50431034,21.72413793,2939.7,1779.7,962,507.4,1620.81,水稻土,Paddy soils,sandy loam,11.6,18.9,50,5.7,210,72,105,7051.5
SR-YZB,SRYZB0070,2009,安徽,Anhui,8658314,25.3504,30.512,21.5744,3168.8,1918.8,788.7,589.7,1814.18,水稻土,Paddy soils,sandy loam,25.4,17.9,86,5.4,210,72,105,7066.5
SR-YZB,SRYZB0071,2008,安徽,Anhui,8658314,25.335,30.54416667,21.65083333,3040.2,1840.2,963.2,533,1691.53,水稻土,Paddy soils,sandy loam,15.8,19.8,54,5.4,210,72,105,7053
SR-YZB,SRYZB0072,2007,安徽,Anhui,8658314,25.30610687,30.52061069,21.79694656,3315.1,2005.1,594.9,516.7,1713.13,水稻土,Paddy soils,loam,14.6,13.9,75,5.5,210,72,105,6948.45
SR-YZB,SRYZB0073,2009,安徽,Anhui,8658314,25.23410853,30.3751938,21.47364341,3255.2,1965.2,788.7,600.7,1852.43,水稻土,Paddy soils,sandy loam,21.8,17.3,86,4.8,210,72,105,7192.5
SR-YZB,SRYZB0074,2007,安徽,Anhui,8658314,25.30610687,30.52061069,21.79694656,3315.1,2005.1,594.9,516.7,1713.13,水稻土,Paddy soils,sandy loam,15.7,17,59,5.4,210,72,105,7524
SR-YZB,SRYZB0075,2007,安徽,Anhui,8658314,25.30610687,30.52061069,21.79694656,3315.1,2005.1,594.9,516.7,1713.13,水稻土,Paddy soils,silty clay loam,20.6,13.5,87,5.6,210,72,105,7809.3
SR-YZB,SRYZB0076,2008,安徽,Anhui,8658314,25.34224138,30.50431034,21.72413793,2939.7,1779.7,962,507.4,1620.81,水稻土,Paddy soils,sandy loam,15.4,21.1,50,5.4,210,72,105,7968
SR-YZB,SRYZB0077,2009,安徽,Anhui,8658314,25.3503937,30.4,21.68110236,3219.5,1949.5,764.8,582,1800.2,水稻土,Paddy soils,sandy loam,20.4,16.5,82,5.5,210,72,105,7369.5
SR-YZB,SRYZB0078,2007,安徽,Anhui,8658314,25.30610687,30.52061069,21.79694656,3315.1,2005.1,594.9,516.7,1713.13,水稻土,Paddy soils,sandy loam,15.3,11.8,43,5.6,210,72,105,7222.5
SR-YZB,SRYZB0079,2008,安徽,Anhui,8658314,25.335,30.54416667,21.65083333,3040.2,1840.2,963.2,533,1691.53,水稻土,Paddy soils,sandy loam,14.8,22.5,55,5.6,210,72,105,7744.5
SR-YZB,SRYZB0080,2007,安徽,Anhui,8658314,25.30610687,30.52061069,21.79694656,3315.1,2005.1,594.9,516.7,1713.13,水稻土,Paddy soils,sandy loam,21.8,22.4,33,5.4,210,72,105,7717.5
SR-YZB,SRYZB0081,2008,安徽,Anhui,8658314,25.34224138,30.50431034,21.72413793,2939.7,1779.7,962,507.4,1620.81,水稻土,Paddy soils,sandy loam,21.4,20.9,58,5.4,210,72,105,8380.5
SR-YZB,SRYZB0082,2008,安徽,Anhui,8658311,25.52072072,29.78378378,22.43603604,2832.8,1722.8,642,507,1577.41,水稻土,Paddy soils,silty clay loam,24.7,15.6,54,5.3,210,75,112.5,8835
SR-YZB,SRYZB0083,2008,安徽,Anhui,8658311,25.55495495,29.80990991,22.49099099,2836.6,1726.6,642,498.9,1562.24,水稻土,Paddy soils,clay,17.1,20.9,73,5.3,210,75,120,8632.5
SR-YZB,SRYZB0084,2008,安徽,Anhui,8658311,25.63529412,29.86078431,22.59019608,2614.8,1594.8,642,466.3,1461.3,水稻土,Paddy soils,clay,24.6,21.1,84,5.3,210,45,112.5,8385
SR-YZB,SRYZB0085,2009,安徽,Anhui,8658311,25.65583333,30.35083333,22.14333333,3078.7,1878.7,515.9,714.2,1989.05,水稻土,Paddy soils,silty clay loam,17.91,25.4,82,5.4,165,90,120,7996.8
SR-YZB,SRYZB0086,2009,安徽,Anhui,8658311,25.5214876,30.20909091,22.00082645,3088.1,1878.1,569.9,719.1,2007.59,水稻土,Paddy soils,silty clay loam,18.21,20.7,43,5.4,180,90,150,7461.3
SR-YZB,SRYZB0087,2008,安徽,Anhui,8658311,25.52072072,29.78378378,22.43603604,2832.8,1722.8,642,507,1577.41,水稻土,Paddy soils,clay,19.5,16.5,86,5.1,210,90,120,9060
SR-YZB,SRYZB0088,2009,安徽,Anhui,8658311,25.70168067,30.41008403,22.17058824,3058.5,1868.5,515.9,714.2,1983.11,水稻土,Paddy soils,silty clay loam,18.17,18.7,58,5.4,210,75,120,7960.2
SR-YZB,SRYZB0089,2007,安徽,Anhui,8658331,26.58225806,30.68629032,23.43709677,3296.2,2056.2,722.8,699.4,1947.17,水稻土,Paddy soils,clay loam,14.02,16.1,84,7.1,204,67.5,106.5,7622.1
SR-YZB,SRYZB0090,2008,安徽,Anhui,8658329,22.29274194,26.65806452,19.28870968,2764.3,1532.6,501.8,534.4,1471.11,黄褐土,Yellow-cinnamon soils,clay loam,26,7.4,59,5.3,241.5,45,90,7758.15
SR-YZB,SRYZB0091,2008,安徽,Anhui,8658236,26.28947368,30.22192982,23.40350877,2997,1857,791.2,412.5,1435.4,水稻土,Paddy soils,clay,44,15.4,175,5.4,180,72,180,9712.5
SR-YZB,SRYZB0092,2008,安徽,Anhui,8658236,26.42358491,30.30283019,23.61226415,2800.9,1740.9,782.9,387.8,1332.23,水稻土,Paddy soils,silty clay loam,17.2,9.2,58,5.5,180,72,180,8341.5
