Sort,Crop,NO,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
133,M-SWC,MSWC0133,2008,MSWC01,WS0596,19.78 ,25.44 ,16.11 ,3363.3,1663.3,937.9,853.5,2559.19,Yellow earths,,39.6,17,92,6.5,225,150,240,8304
134,M-SWC,MSWC0134,2008,MSWC01,WS0596,19.70 ,25.37 ,16.02 ,3309.1,1629.1,937.9,833.8,2519.24,Yellow earths,,24.9,25,190,6.1,210,135,210,7437
135,M-SWC,MSWC0135,2008,MSWC01,WS0596,19.12 ,24.73 ,15.48 ,3039.6,1455.7,883.8,743.3,2326.11,Yellow earths,,22.7,28,158,6.7,180,120,180,6137
136,M-SWC,MSWC0136,2009,MSWC01,WS0596,19.12 ,24.22 ,15.83 ,3231.5,1561.9,771.8,799.2,2472.24,Yellow earths,,34,42,45,7.1,225,150,240,7871
137,M-SWC,MSWC0137,2009,MSWC01,WS0596,19.38 ,24.51 ,16.08 ,3431,1681.4,771.8,876.3,2643.43,Yellow earths,,35.5,42.4,95,6.3,210,135,210,7437
138,M-SWC,MSWC0138,2009,MSWC01,WS0596,19.21 ,24.38 ,15.85 ,3399.9,1650.3,771.8,867.5,2628.56,Yellow earths,,9.7,22.1,85,6.8,180,120,180,6237
139,M-SWC,MSWC0139,2008,MSWC01,WS0596,19.55 ,25.14 ,15.94 ,3050.5,1490.5,918.4,746.7,2310.33,Yellow earths,,35.3,39,68,6.3,225,150,240,8588
140,M-SWC,MSWC0140,2008,MSWC01,WS0596,19.61 ,25.28 ,15.92 ,3137.1,1537.1,918.4,780,2388.98,Yellow earths,,22,41,83,6.6,180,120,180,6437
141,M-SWC,MSWC0141,2009,MSWC01,WS0298,19.27 ,24.48 ,15.98 ,3044.7,1464.7,792.9,757.8,2346.03,Yellow earths,,33.5,3.2,141,5.2,180,104,75,6951
142,M-SWC,MSWC0142,2009,MSWC01,WS0298,19.43 ,24.55 ,16.21 ,3015.1,1455.1,803.7,721,2270.59,Yellow earths,,39.9,14.4,110,5.1,225,90,210,10011
143,M-SWC,MSWC0143,2009,MSWC01,WS0298,19.32 ,24.45 ,16.10 ,3071.4,1481.4,839.4,734.7,2309.14,Yellow earths,,39.6,3.8,244,5.1,210,98,105,8367
144,M-SWC,MSWC0144,2007,MSWC01,WS0298,19.03 ,24.09 ,15.72 ,2816.7,1336.7,1137.1,627,2063.46,Yellow earths,,30.2,20.7,90,6.5,210,135,210,7950
145,M-SWC,MSWC0145,2008,MSWC01,WS0298,18.89 ,23.86 ,15.70 ,2795.8,1315.8,1055.1,634.5,2016.45,Yellow earths,,29.2,7,270,5.2,210,135,210,8372
146,M-SWC,MSWC0146,2008,MSWC01,WS0298,18.87 ,23.80 ,15.68 ,2717.6,1277.6,1029.6,615.2,1952.45,Yellow earths,,38.9,3.4,268,5.1,180,120,180,7365
147,M-SWC,MSWC0147,2009,MSWC01,WS0298,19.73 ,24.83 ,16.56 ,2762.7,1362.7,800.9,666.3,2061.88,Yellow earths,,33.8,4,220,7.3,210,102,105,8867
148,M-SWC,MSWC0148,2009,MSWC01,WS0298,19.72 ,24.77 ,16.57 ,2721,1341,797.9,638.3,1998.39,Yellow earths,,31.6,5,290,7.5,225,105,120,9750
149,M-SWC,MSWC0149,2007,MSWC01,WS0298,18.96 ,24.08 ,15.59 ,2919.4,1379.4,1156.1,665.4,2165.99,Yellow-brown earths,,54.5,6.8,130,7.6,210,135,210,7400
150,M-SWC,MSWC0150,2007,MSWC01,WS0539,23.60 ,29.17 ,19.72 ,3020.4,1740.4,825.9,425.1,1608.34,Paddy soils,,14.5,12,55,6.4,150,120,150,8438
151,M-SWC,MSWC0151,2007,MSWC01,WS0539,23.24 ,28.58 ,19.42 ,2486.9,1416.9,750.7,314.1,1282.54,Yellow soils,,16.8,24.6,81,6.4,180,120,180,8000
152,M-SWC,MSWC0152,2007,MSWC01,WS0539,23.47 ,29.12 ,19.54 ,3004.1,1724.1,825.5,437.5,1627.63,Yellow soils,,18.5,16.1,102,6.6,180,90,150,7688
153,M-SWC,MSWC0153,2007,MSWC01,WS0539,23.10 ,28.61 ,19.20 ,2656.6,1506.6,752.9,355.9,1404.86,Yellow soils,,26.2,21,103,6.2,180,120,180,8871
154,M-SWC,MSWC0154,2007,MSWC01,WS0539,23.46 ,29.01 ,19.56 ,2885,1655,825.5,400.5,1533.87,Yellow soils,,27.8,21.3,115,6.4,180,120,180,7885
155,M-SWC,MSWC0155,2007,MSWC01,WS0539,23.51 ,29.03 ,19.64 ,2868.5,1648.5,825.5,396.3,1520.56,Yellow soils,,22.4,21.8,116,6.9,150,120,180,8254
156,M-SWC,MSWC0156,2007,MSWC01,WS0539,23.97 ,29.37 ,20.27 ,2684.4,1564.4,779,359.2,1393.69,Yellow soils,,20.7,27.8,106,6.8,180,90,150,8113
157,M-SWC,MSWC0157,2007,MSWC01,WS0539,23.39 ,28.97 ,19.48 ,2900.2,1660.2,825.5,408.7,1553.53,Yellow soils,,19.2,12.6,98,7.3,150,120,180,8471
158,M-SWC,MSWC0158,2008,MSWC01,WS0539,23.91 ,29.67 ,20.19 ,2965.1,1725.1,467.3,388.3,1521.95,Yellow soils,,33,11.9,103,4.9,210,120,120,9005
159,M-SWC,MSWC0159,2008,MSWC01,WS0539,23.90 ,29.64 ,20.17 ,2939.2,1709.2,467.3,380.2,1502.32,Yellow soils,,28.4,11.8,55,5.8,180,120,180,8538
160,M-SWC,MSWC0160,2008,MSWC01,WS0539,23.91 ,29.67 ,20.19 ,2965.1,1725.1,467.3,388.3,1521.95,Paddy soils,,20.8,14.6,107,5,240,90,210,8421
161,M-SWC,MSWC0161,2008,MSWC01,WS0539,23.91 ,29.67 ,20.19 ,2965.1,1725.1,467.3,388.3,1521.95,Yellow soils,,25.7,18.5,74,6.1,150,90,180,8438
162,M-SWC,MSWC0162,2008,MSWC01,WS0539,23.83 ,29.55 ,20.13 ,2955.2,1715.2,472.8,380.2,1509.16,Paddy soils,,39,7.3,50,6.2,180,120,180,8471
163,M-SWC,MSWC0163,2008,MSWC01,WS0539,23.91 ,29.67 ,20.19 ,2965.1,1725.1,467.3,388.3,1521.95,Yellow soils,,32.9,12.3,78,6.8,210,120,180,8671
164,M-SWC,MSWC0164,2009,MSWC01,WS0539,22.09 ,27.25 ,18.65 ,3136.3,1720.3,699.7,443.9,1727.58,Yellow soils,,26.1,12.4,89,6.8,180,120,150,8750
165,M-SWC,MSWC0165,2009,MSWC01,WS0539,23.16 ,28.51 ,19.50 ,3218.9,1828.9,674.3,492.2,1789.63,Yellow soils,,22.8,11.3,88,6.5,180,120,150,7991
166,M-SWC,MSWC0166,2009,MSWC01,WS0539,23.02 ,28.34 ,19.40 ,3199.4,1809.4,679.6,485.8,1779.02,Yellow soils,,24.7,12.2,98,5.6,180,120,150,8211
167,M-SWC,MSWC0167,2008,MSWC01,WS0571,21.95 ,27.30 ,18.47 ,2941.9,1601.9,500.4,361.4,1515.41,Paddy soils,,43.2,9.9,76,6.3,210,135,210,9845
168,M-SWC,MSWC0168,2008,MSWC01,WS0571,24.12 ,29.64 ,20.52 ,3062.9,1792.9,467.3,383,1530.8,Yellow earths,,39.2,5.6,199,6.6,210,135,210,8655
169,M-SWC,MSWC0169,2008,MSWC01,WS0571,23.88 ,29.21 ,20.40 ,3414.8,1984.8,589.7,406.3,1675.41,Paddy soils,,20.9,14.8,88,6.4,210,135,210,7711
170,M-SWC,MSWC0170,2008,MSWC01,WS0571,23.70 ,29.11 ,20.18 ,3413.2,1973.2,575.9,414.6,1693.25,Yellow earths,,37.2,16.1,54,6.5,210,135,210,8625
171,M-SWC,MSWC0171,2008,MSWC01,WS0571,23.24 ,28.73 ,19.69 ,3439.7,1959.7,609.6,436.7,1748.39,Paddy soils,,34.7,5.6,48,5.8,180,120,180,5948
172,M-SWC,MSWC0172,2008,MSWC01,WS0568,23.86 ,29.47 ,20.24 ,3412.6,1982.6,585.2,451.325,1740.87,Yellow earths,,25.3,6.1,37,8,210,135,210,9897
173,M-SWC,MSWC0173,2008,MSWC01,WS0568,23.53 ,29.19 ,19.87 ,3176.5,1826.5,570.5,419.525,1635.57,Yellow earths,,16.9,5.1,76,6.8,225,150,240,8084
174,M-SWC,MSWC0174,2009,MSWC01,WS0568,21.95 ,26.93 ,18.69 ,3293,1795.2,608.6,553.6,1939.1,Yellow earths,,30.3,26.7,161,5.5,225,150,240,8741
175,M-SWC,MSWC0175,2008,MSWC01,WS0568,23.56 ,29.19 ,19.89 ,3297.9,1897.9,571.6,442.225,1705.37,Limestone soils,,25.7,7.1,98,8,225,150,240,7370
176,M-SWC,MSWC0176,2008,MSWC01,WS0568,22.04 ,27.48 ,18.56 ,3527,1927,633.7,452.125,1835.55,Yellow earths,,22.7,16.7,88,7,225,150,240,8213
177,M-SWC,MSWC0177,2009,MSWC01,WS0568,21.50 ,26.49 ,18.23 ,3374.9,1808.9,620.8,577.2,2012.45,Yellow earths,,31.7,10.2,100,7.2,225,150,240,8321
178,M-SWC,MSWC0178,2008,MSWC01,WS0568,23.37 ,28.90 ,19.76 ,3575,2045,586.1,472.125,1837.85,Yellow earths,,15.9,17.6,43,6,210,135,210,7988
179,M-SWC,MSWC0179,2008,MSWC01,WS0567,22.78 ,28.62 ,19.05 ,3302.7,1852.7,710.8,545.2,1914.85,Paddy soils,,19.3,49,68,6,180,150,180,9743
180,M-SWC,MSWC0180,2008,MSWC01,WS0567,23.36 ,29.30 ,19.59 ,3457.3,1977.3,822,575.9,1985.78,Paddy soils,,17.5,25,44,8,225,150,240,7688
181,M-SWC,MSWC0181,2009,MSWC01,WS0567,23.65 ,29.26 ,19.92 ,3453.4,1993.4,609.7,609,2024.76,Yellow soils,,23,36,65,6.8,210,135,210,9452
182,M-SWC,MSWC0182,2009,MSWC01,WS0567,22.57 ,27.96 ,19.03 ,3249.8,1811.5,552.4,527.1,1877.64,Yellow soils,,23,25,98,6.8,225,150,240,9334
183,M-SWC,MSWC0183,2006,MSWC01,WS0604,22.58 ,27.79 ,18.98 ,2754.3,1540.6,515.8,510,1703.99,Yellow earths,,41,43.4,142,4.9,210,135,210,9491
184,M-SWC,MSWC0184,2007,MSWC01,WS0604,23.07 ,28.21 ,19.47 ,2215,1255,519.4,419.6,1379.54,Purplish soils,,32,10.7,41,6,210,135,210,9719
185,M-SWC,MSWC0185,2007,MSWC01,WS0604,23.05 ,28.21 ,19.44 ,2236.1,1266.1,519.4,424.7,1394.58,Paddy soils,,41,31,116,4.8,210,135,210,9588
186,M-SWC,MSWC0186,2008,MSWC01,WS0604,21.69 ,26.93 ,18.27 ,3101.7,1675,887.5,483.2,1800.83,Yellow earths,,25.6,10.3,61,5.8,210,135,210,7813
187,M-SWC,MSWC0187,2008,MSWC01,WS0604,22.45 ,27.74 ,18.96 ,2963,1643,881.2,468.7,1707.74,Limestone soils,,24.7,10.1,51,7.1,225,135,240,8763
188,M-SWC,MSWC0188,2008,MSWC01,WS0604,23.04 ,28.36 ,19.50 ,2948.6,1668.6,924.5,471.6,1686.27,Yellow earths,,31,19.9,87,6.7,225,120,210,8876
189,M-SWC,MSWC0189,2008,MSWC01,WS0604,23.24 ,28.62 ,19.67 ,2742.1,1562.1,891.5,440.8,1568.6,Paddy soils,,31,18.7,85,6.3,225,120,210,8932
190,M-SWC,MSWC0190,2008,MSWC01,WS0604,22.69 ,27.92 ,19.22 ,3154.6,1764.6,964.6,496.5,1800.73,Yellow earths,,36.6,18,58,5.4,225,120,240,8096
191,M-SWC,MSWC0191,2008,MSWC01,WS0604,23.08 ,28.44 ,19.53 ,2769.1,1569.1,903.5,442.8,1585.68,Paddy soils,,39.4,12.8,64,4.3,210,120,210,7475
192,M-SWC,MSWC0192,2007,MSWC01,WS0603,22.08 ,26.70 ,18.49 ,3178.9,1746.7,679.6,648.6,2081,Paddy soils,,23.1,15.5,137,7.9,210,135,210,9150
193,M-SWC,MSWC0193,2007,MSWC01,WS0603,22.98 ,27.40 ,19.59 ,3240.1,1830.1,741.3,629.9,2026.24,Limestone soils,,12.2,12,140,6.7,180,120,180,8415
194,M-SWC,MSWC0194,2007,MSWC01,WS0603,22.94 ,27.60 ,19.35 ,3235.1,1825.1,747.6,673.6,2101.76,Limestone soils,,22,7.6,78,7.6,210,135,210,7568
195,M-SWC,MSWC0195,2007,MSWC01,WS0603,22.63 ,27.11 ,19.22 ,3507.6,1957.6,795,679.1,2195.43,Paddy soils,,36.1,42.6,187,6.4,225,150,240,9975
196,M-SWC,MSWC0196,2008,MSWC01,WS0603,21.54 ,26.15 ,18.48 ,3360,1800,659.6,577.4,2042.08,Yellow earths,,15.9,8.2,145,6.1,210,135,210,8648
197,M-SWC,MSWC0197,2008,MSWC01,WS0603,22.49 ,27.16 ,19.36 ,3036.5,1686.5,611.9,537.7,1834.07,Yellow earths,,41.2,30.1,169,7.2,210,135,210,8768
198,M-SWC,MSWC0198,2008,MSWC01,WS0603,22.04 ,26.68 ,18.92 ,3217.9,1757.9,650.9,558.1,1944.03,Yellow earths,,22.1,7.3,97,6.4,210,135,210,10260
199,M-SWC,MSWC0199,2006,MSWC01,WS0603,22.35 ,26.98 ,18.84 ,2905,1613.1,573,647.8,1988.05,Yellow earths,,35.3,6.9,78,7.6,225,150,240,8220
200,M-SWC,MSWC0200,2007,MSWC01,WS0603,23.46 ,28.04 ,19.94 ,3073.2,1763.2,710.2,628.5,1958.27,Limestone soils,,17.8,17.4,97,6.1,210,135,210,6870
201,M-SWC,MSWC0201,2008,MSWC01,WS0603,21.90 ,26.56 ,18.74 ,2758.9,1498.9,603.7,486.8,1698.6,Yellow earths,,24.6,11,165,7.3,210,135,210,8220
202,M-SWC,MSWC0202,2006,MSWC01,WS0603,22.48 ,27.33 ,18.81 ,3372.2,1880.3,604,782.2,2335.74,Yellow earths,,31.1,23.4,88,4.7,210,135,210,6863
203,M-SWC,MSWC0203,2007,MSWC01,WS0603,22.79 ,27.40 ,19.24 ,3350.4,1880.4,774.1,681.7,2153.62,Limestone soils,,31.3,23.9,148,5.5,210,135,210,8520
204,M-SWC,MSWC0204,2006,MSWC01,WS0603,21.99 ,26.74 ,18.44 ,2924.4,1602.5,604.3,655.1,2016.94,Purplish soils,,14.6,13.3,83,5.5,180,120,180,5550
205,M-SWC,MSWC0205,2007,MSWC01,WS0603,22.65 ,27.35 ,19.00 ,3012.5,1682.5,631.8,630.7,1979.78,Yellow earths,,10.4,32.1,86,4.6,225,150,240,6578
206,M-SWC,MSWC0206,2007,MSWC01,WS0603,23.10 ,27.67 ,19.59 ,3072.3,1742.3,707.4,618,1958.6,Yellow earths,,10.3,21.6,53,4.5,210,135,210,5858
207,M-SWC,MSWC0207,2008,MSWC01,WS0603,22.39 ,27.05 ,19.24 ,3067.4,1697.4,636.5,538.6,1849.45,Paddy soils,,25.8,4.2,116,7.1,210,135,210,7598
208,M-SWC,MSWC0208,2008,MSWC01,WS0569,22.96 ,28.85 ,19.19 ,3122,1762,619.8,535.5,1844.17,Limestone soils,,17,4.9,33,6.1,180,120,180,8411
209,M-SWC,MSWC0209,2008,MSWC01,WS0569,23.02 ,28.94 ,19.24 ,3154.4,1784.4,619.8,555,1882.31,Limestone soils,,20,3.7,56,7.9,210,135,210,7031
210,M-SWC,MSWC0210,2009,MSWC01,WS0569,23.15 ,29.04 ,19.41 ,3356.6,1906.6,688.3,616.7,2032.44,Limestone soils,,28.3,7.1,264,7.9,225,150,240,9133
211,M-SWC,MSWC0211,2008,MSWC01,WS0569,23.36 ,29.28 ,19.58 ,3410.7,1950.7,672.3,578,1975.83,Yellow earths,,30,11.7,140,6.6,225,150,240,9804
212,M-SWC,MSWC0212,2009,MSWC01,WS0569,23.06 ,28.83 ,19.40 ,3274.4,1854.4,682.5,583.1,1959.38,Yellow earths,,27.1,17,75,5.8,210,135,210,6762
213,M-SWC,MSWC0213,2007,MSWC01,WS0606,21.16 ,25.73 ,18.02 ,3047,1607,954.2,591.6,1990.33,Paddy soils,,40,44.3,114,5.3,210,135,210,6743
214,M-SWC,MSWC0214,2007,MSWC01,WS0606,20.69 ,25.26 ,17.62 ,3310.7,1721.9,994.1,631.1,2157.16,Paddy soils,,22,26.2,128,7.7,225,150,240,8333
215,M-SWC,MSWC0215,2007,MSWC01,WS0606,20.64 ,25.27 ,17.50 ,3177.9,1649.1,973.5,622.8,2103.82,Yellow earths,,27,8.9,113,6.8,210,135,210,6195
216,M-SWC,MSWC0216,2007,MSWC01,WS0606,20.70 ,25.28 ,17.62 ,3291.9,1713.1,994,631.1,2150.71,Yellow earths,,34,4.2,87,7.3,180,120,180,6990
217,M-SWC,MSWC0217,2007,MSWC01,WS0606,21.61 ,26.12 ,18.54 ,2809.9,1509.9,924.5,524,1786.82,Yellow earths,,47,17.5,161,7.5,225,150,240,8528
218,M-SWC,MSWC0218,2008,MSWC01,WS0606,21.22 ,25.63 ,18.16 ,3268,1728,929,599.1,2058.29,Yellow earths,,44,19.2,184,5.7,210,135,210,7476
219,M-SWC,MSWC0219,2009,MSWC01,WS0606,21.65 ,25.98 ,18.58 ,3160.8,1700.8,644.4,656.7,2103.82,Limestone soils,,28,11.5,160,5.3,210,135,210,8063
220,M-SWC,MSWC0220,2007,MSWC01,WS0606,19.97 ,24.40 ,16.88 ,2776,1397.2,932.2,536.1,1856.56,Paddy soils,,41,20.5,115,7.8,225,150,240,8468
221,M-SWC,MSWC0221,2007,MSWC01,WS0606,19.86 ,24.33 ,16.75 ,2820.3,1413.1,933.2,554.1,1904.3,Paddy soils,,24,65.7,96,5.1,210,135,210,9218
222,M-SWC,MSWC0222,2007,MSWC01,WS0606,22.14 ,26.38 ,19.39 ,2745.2,1505.2,896.9,431.4,1584.17,Paddy soils,,37,13.1,64,5.6,225,150,240,8175
223,M-SWC,MSWC0223,2008,MSWC01,WS0606,20.88 ,25.28 ,17.86 ,2944,1534.1,836.7,531,1870.8,Yellow earths,,35,36.5,188,5.1,210,135,210,7904
224,M-SWC,MSWC0224,2009,MSWC01,WS0605,22.02 ,26.94 ,18.86 ,3391.7,1851.7,688.4,636.6,2111.82,Paddy soils,,55.4,50.7,320,5.8,210,135,210,8066
225,M-SWC,MSWC0225,2007,MSWC01,WS0605,21.82 ,26.65 ,18.57 ,2618.5,1418.5,901.7,504.4,1687.64,Yellow earths,,42.8,8,46,6.1,210,135,210,7766
226,M-SWC,MSWC0226,2007,MSWC01,WS0605,21.29 ,26.25 ,18.03 ,3087.6,1637.6,975,605.2,2018.69,Yellow earths,,31.1,9.8,48,4.6,225,150,240,8853
227,M-SWC,MSWC0227,2007,MSWC01,WS0605,21.82 ,26.65 ,18.57 ,2618.5,1418.5,901.7,504.4,1687.64,Yellow earths,,28.2,7.6,78,5.3,210,135,210,9989
228,M-SWC,MSWC0228,2007,MSWC01,WS0605,22.22 ,27.17 ,18.91 ,2643.6,1453.6,906.8,526.6,1716,Yellow earths,,26.9,9.9,74,4.7,210,135,210,8255
229,M-SWC,MSWC0229,2009,MSWC01,WS0605,20.38 ,24.76 ,17.46 ,2731.4,1397.4,808.3,456,1698.57,Yellow earths,,45.3,54,130,5.5,225,150,240,7884
230,M-SWC,MSWC0230,2007,MSWC01,WS0605,21.06 ,25.91 ,17.76 ,2737.7,1437.7,916,534.7,1802.24,Yellow earths,,49,14.3,117,4.5,225,150,240,7872
231,M-SWC,MSWC0231,2007,MSWC01,WS0605,21.88 ,26.79 ,18.67 ,2844.7,1544.7,947.7,546.3,1822.94,Yellow earths,,36.4,17.7,107,5,180,120,180,9066
232,M-SWC,MSWC0232,2009,MSWC01,WS0605,21.11 ,25.55 ,18.20 ,2765.5,1455.5,786.9,456.9,1682.72,Yellow earths,,37.3,27.5,69,5.1,225,150,240,6304
233,M-SWC,MSWC0233,2009,MSWC01,WS0605,20.16 ,24.69 ,17.22 ,3164.5,1602.7,833.9,544.5,1985.61,Yellow earths,,35.2,23.2,97,4.8,225,150,225,6164
234,M-SWC,MSWC0234,2009,MSWC01,WS0605,21.33 ,25.78 ,18.42 ,2666.8,1416.8,693.3,437.3,1610.99,Yellow earths,,28.2,15.6,77,5.8,180,90,120,6150
235,M-SWC,MSWC0235,2008,MSWC01,WS0641,22.24 ,27.60 ,18.89 ,3937.3,2167.3,1095.2,672.9,2327.5,Yellow earths,,31,6.8,72,6.2,210,135,210,6983
236,M-SWC,MSWC0236,2009,MSWC01,WS0641,22.29 ,27.31 ,19.03 ,3165.1,1745.3,758.7,465.9,1767.33,Yellow earths,,62,2.4,43,6.3,180,120,180,6356
237,M-SWC,MSWC0237,2009,MSWC01,WS0641,23.04 ,28.24 ,19.67 ,3363.9,1903.9,757.1,547.9,1930.52,Paddy soils,,25,9.9,225,6.6,210,135,210,7472
238,M-SWC,MSWC0238,2008,MSWC01,WS0641,23.10 ,28.41 ,19.76 ,3210.4,1820.4,946.6,541.9,1875.91,Yellow earths,,26,9.7,79,5.4,180,120,180,7289
239,M-SWC,MSWC0239,2008,MSWC01,WS0641,22.67 ,28.01 ,19.32 ,3650,2040,1032.8,614.7,2136.3,Yellow earths,,34,12.7,21,4.7,180,120,180,6715
240,M-SWC,MSWC0240,2008,MSWC01,WS0641,22.61 ,27.98 ,19.24 ,3843.2,2143.2,1051.4,664.6,2272.48,Yellow earths,,28,8.7,60,5.1,225,150,240,9235
241,M-SWC,MSWC0241,2008,MSWC01,WS0641,22.61 ,28.01 ,19.21 ,3527.7,1967.7,951.4,605.8,2088.86,Yellow earths,,29,6.5,74,5.3,210,135,210,7429
242,M-SWC,MSWC0242,2008,MSWC01,WS0641,22.18 ,27.49 ,18.84 ,3858.8,2118.8,1077.6,649.8,2271.23,Yellow earths,,23,2.4,67,5.6,210,135,210,7538
243,M-SWC,MSWC0243,2008,MSWC01,WS0641,23.10 ,28.42 ,19.71 ,3534.3,2004.3,1029.2,605.4,2070.35,Yellow earths,,42,3.6,31,5.4,180,120,180,4532
244,M-SWC,MSWC0244,2007,MSWC01,WS0599,20.33 ,24.46 ,17.66 ,2806,1426,913.2,637.7,2005.65,Limestone soils,,58.5,35.7,238,7.6,210,135,210,7704
245,M-SWC,MSWC0245,2006,MSWC01,WS0599,20.36 ,24.67 ,17.39 ,3013.1,1533.1,720.9,787.7,2308.85,Limestone soils,,44,48.4,175,6.5,210,135,210,7109
246,M-SWC,MSWC0246,2007,MSWC01,WS0599,20.21 ,24.36 ,17.54 ,2789.6,1409.6,914.9,628.6,1984.03,Yellow-brown earths,,33.6,11.2,77,5.2,210,135,210,7463
247,M-SWC,MSWC0247,2007,MSWC01,WS0599,20.47 ,24.55 ,17.91 ,2599.9,1329.9,873,569.2,1811.5,Yellow earths,,28.4,8,135,6.8,210,135,210,7585
248,M-SWC,MSWC0248,2007,MSWC01,WS0599,20.21 ,24.34 ,17.58 ,2748.9,1388.9,914.4,613.9,1945.52,Yellow earths,,35.4,11.4,163,5.5,180,120,180,5617
249,M-SWC,MSWC0249,2009,MSWC01,WS0599,21.21 ,25.25 ,18.53 ,2884,1524,692,720.7,2116.21,Yellow earths,,33.1,13.6,112,6.1,210,135,210,6970
250,M-SWC,MSWC0250,2007,MSWC01,WS0599,20.04 ,24.30 ,17.18 ,3026.2,1516.2,948.3,735.9,2250.18,Yellow earths,,46.2,29.8,146,6.3,225,150,240,9305
251,M-SWC,MSWC0251,2007,MSWC01,WS0599,20.46 ,24.46 ,17.94 ,2618.8,1338.8,863.3,544.7,1791.19,Yellow earths,,47.7,36.4,144,6.5,225,150,240,9510
252,M-SWC,MSWC0252,2007,MSWC01,WS0599,20.42 ,24.44 ,17.91 ,2633.8,1343.8,911,556.8,1810.38,Yellow earths,,45.3,18.7,78,5.7,180,120,180,6210
253,M-SWC,MSWC0253,2007,MSWC01,WS0599,20.30 ,24.39 ,17.69 ,2720.8,1380.8,913.2,591.9,1901.67,Yellow earths,,48.8,10.5,95,6.8,210,135,210,7541
254,M-SWC,MSWC0254,2007,MSWC01,WS0599,20.17 ,24.29 ,17.49 ,2904.8,1464.8,926.7,663.6,2080.56,Yellow earths,,35.2,25.7,126,6.2,225,150,240,7862
255,M-SWC,MSWC0255,2006,MSWC01,WS0599,20.08 ,24.11 ,17.45 ,2891.2,1451.2,732.4,676.6,2057.31,Yellow earths,,35.6,21.1,171,5.2,180,120,180,6897
256,M-SWC,MSWC0256,2009,MSWC01,WS0599,21.10 ,25.06 ,18.49 ,2953.4,1553.4,726.2,712.5,2137.94,Limestone soils,,27.6,12.5,108,6.4,210,135,210,9232
257,M-SWC,MSWC0257,2007,MSWC01,WS0599,20.31 ,24.21 ,17.85 ,2234,1134,769.8,468.8,1515.36,Limestone soils,,29.4,6.3,99,5.4,180,120,180,5780
258,M-SWC,MSWC0258,2008,MSWC01,WS0602,19.81 ,24.51 ,16.70 ,3051.3,1512.3,1087.1,590.2,2050.56,Limestone soils,,36.7,22.8,150,6.8,210,135,210,8528
259,M-SWC,MSWC0259,2008,MSWC01,WS0602,20.44 ,25.20 ,17.30 ,3230.1,1650.1,1137.5,651.6,2158.68,Paddy soils,,44.2,18.2,130,5.6,210,135,210,8771
260,M-SWC,MSWC0260,2008,MSWC01,WS0602,19.81 ,24.51 ,16.70 ,3051.3,1512.3,1087.1,590.2,2050.56,Yellow earths,,36.7,11.5,240,6.5,210,135,210,9382
261,M-SWC,MSWC0261,2008,MSWC01,WS0602,21.22 ,25.97 ,18.22 ,2567.9,1357.9,858.3,508.6,1645.54,Yellow earths,,39.2,55.3,205,4.7,180,120,180,10463
262,M-SWC,MSWC0262,2008,MSWC01,WS0602,20.71 ,25.44 ,17.62 ,3189.2,1649.2,1144.7,621.9,2071.81,Limestone soils,,42.8,25.4,330,8,210,135,210,6624
263,M-SWC,MSWC0263,2008,MSWC01,WS0602,19.81 ,24.51 ,16.70 ,3051.3,1512.3,1087.1,590.2,2050.56,Limestone soils,,39.8,22.9,228,7.5,210,135,210,8341
264,M-SWC,MSWC0264,2008,MSWC01,WS0602,20.71 ,25.44 ,17.62 ,3189.2,1649.2,1144.7,621.9,2071.81,Yellow earths,,38.8,22.1,210,5.6,225,150,240,10352
265,M-SWC,MSWC0265,2008,MSWC01,WS0602,20.66 ,25.28 ,17.62 ,2582.3,1332.3,1043.8,479.8,1675.86,Yellow earths,,34.6,6.3,100,4.7,180,120,180,7523
266,M-SWC,MSWC0266,2008,MSWC01,WS0602,19.81 ,24.51 ,16.70 ,3051.3,1512.3,1087.1,590.2,2050.56,Limestone soils,,44,26.6,200,5.7,225,150,240,9066
267,M-SWC,MSWC0267,2008,MSWC01,WS0600,21.68 ,26.42 ,18.52 ,3013.1,1623.1,1292.2,606.1,1951.18,Yellow earths,,25.7,57.7,258,5.8,255,150,240,8903
268,M-SWC,MSWC0268,2008,MSWC01,WS0600,21.68 ,26.42 ,18.52 ,3013.1,1623.1,1292.2,606.1,1951.18,Yellow earths,,28.4,52.9,208,6.1,255,150,240,8711
269,M-SWC,MSWC0269,2008,MSWC01,WS0600,21.66 ,26.31 ,18.61 ,3054.5,1644.5,1346.9,580.3,1914.47,Yellow earths,,29.3,20.3,204,5.3,240,135,210,8937
270,M-SWC,MSWC0270,2008,MSWC01,WS0600,21.79 ,26.50 ,18.72 ,2963.7,1603.7,1284.4,572.1,1862.73,Yellow earths,,36.8,6.7,116,5.7,240,135,210,9005
271,M-SWC,MSWC0271,2008,MSWC01,WS0636,21.22 ,26.06 ,18.10 ,2738,1448,927.1,624.3,1928.05,Yellow earths,,31.4,11.5,85,5.7,180,75,60,6912
