Sort,Crop,NO,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
411,M-SWC,MSWC0411,2009,MSWC02,WS0480,26.54 ,30.73 ,23.53 ,2043.2,1273.2,133.9,441.2,1160.42,Fluvo-aquic soils,,15,14.8,143,7,105,90,45,7059
412,M-SWC,MSWC0412,2009,MSWC02,WS0480,26.54 ,30.73 ,23.53 ,2043.2,1273.2,133.9,441.2,1160.42,Fluvo-aquic soils,,11.7,19,151,6.8,150,45,45,4631
413,M-SWC,MSWC0413,2009,MSWC02,WS0480,26.54 ,30.73 ,23.53 ,2043.2,1273.2,133.9,441.2,1160.42,Fluvo-aquic soils,,9.2,37.6,94,7.3,150,45,90,4064
414,M-SWC,MSWC0414,2009,MSWC02,WS0439,26.53 ,30.64 ,23.49 ,3023.9,1883.9,368.4,596.4,1725.47,Paddy soils,,11.8,66.7,150,5.8,150,75,60,6945
415,M-SWC,MSWC0415,2008,MSWC02,WS0520,25.71 ,31.59 ,21.62 ,3419.9,2089.9,778.6,945.8,2483.62,Red earths,,27.3,7.8,41,5.6,188,68,90,8486
416,M-SWC,MSWC0416,2009,MSWC02,WS0520,25.83 ,31.48 ,21.90 ,3435.1,2105.1,702.5,771.2,2200.07,Red earths,,17.2,17.1,78,5.3,218,54,68,9000
417,M-SWC,MSWC0417,2008,MSWC02,WS0520,25.71 ,31.59 ,21.62 ,3419.9,2089.9,778.6,945.8,2483.62,Red earths,,21.5,6.8,56,6.8,218,81,90,9116
418,M-SWC,MSWC0418,2009,MSWC02,WS0520,25.83 ,31.48 ,21.90 ,3435.1,2105.1,702.5,771.2,2200.07,Red earths,,14.8,7.2,47,5.1,218,81,90,7200
419,M-SWC,MSWC0419,2008,MSWC02,WS0520,25.71 ,31.59 ,21.62 ,3419.9,2089.9,778.6,945.8,2483.62,Red earths,,24.7,5.8,56,5.4,248,81,68,7920
420,M-SWC,MSWC0420,2009,MSWC02,WS0520,25.83 ,31.48 ,21.90 ,3435.1,2105.1,702.5,771.2,2200.07,Red earths,,10.8,16.3,26,5.5,218,54,90,7950
421,M-SWC,MSWC0421,2009,MSWC02,WS0520,25.83 ,31.48 ,21.90 ,3435.1,2105.1,702.5,771.2,2200.07,Red earths,,17,4.9,65,5.2,248,81,68,7500
422,M-SWC,MSWC0422,2008,MSWC02,WS0520,25.71 ,31.59 ,21.62 ,3419.9,2089.9,778.6,945.8,2483.62,Red earths,,20.2,5.5,87,5.8,188,81,68,6861
423,M-SWC,MSWC0423,2009,MSWC02,WS0520,25.83 ,31.48 ,21.90 ,3435.1,2105.1,702.5,771.2,2200.07,Red earths,,16.8,10.8,102,5.3,218,68,68,7200
424,M-SWC,MSWC0424,2009,MSWC02,WS0411,25.26 ,29.74 ,22.03 ,3182.4,1922.4,501.6,635.6,1879.93,Fluvo-aquic soils,,18.3,7.3,131,6.9,180,90,120,7686
425,M-SWC,MSWC0425,2009,MSWC02,WS0411,25.26 ,29.74 ,22.03 ,3182.4,1922.4,501.6,635.6,1879.93,Fluvo-aquic soils,,14,7.6,128,5.8,195,81,50,8445
426,M-SWC,MSWC0426,2009,MSWC02,WS0411,25.26 ,29.74 ,22.03 ,3182.4,1922.4,501.6,635.6,1879.93,Yellow-brown earths,,20,6,120,5.5,195,81,59,8310
427,M-SWC,MSWC0427,2009,MSWC02,WS0411,25.26 ,29.74 ,22.03 ,3182.4,1922.4,501.6,635.6,1879.93,Yellow-brown earths,,9.1,7.2,169,6.8,180,90,120,7295
428,M-SWC,MSWC0428,2009,MSWC02,WS0411,25.26 ,29.74 ,22.03 ,3182.4,1922.4,501.6,635.6,1879.93,Yellow-brown earths,,15.2,13.7,114,6.7,180,90,120,8202
429,M-SWC,MSWC0429,2009,MSWC02,WS0411,25.26 ,29.74 ,22.03 ,3182.4,1922.4,501.6,635.6,1879.93,Yellow-brown earths,,16.1,13.5,167,6.8,180,90,120,7178
430,M-SWC,MSWC0430,2009,MSWC02,WS0411,25.26 ,29.74 ,22.03 ,3182.4,1922.4,501.6,635.6,1879.93,Yellow-brown earths,,16.4,14.9,124,5.5,225,36,41,8940
431,M-SWC,MSWC0431,2009,MSWC02,WS0411,25.26 ,29.74 ,22.03 ,3182.4,1922.4,501.6,635.6,1879.93,Yellow-brown earths,,18.1,5.5,77,7.1,225,81,59,8925
432,M-SWC,MSWC0432,2006,MSWC02,WS0436,24.88 ,29.96 ,20.66 ,3955.7,2365.7,466.9,808.4,2388.61,Yellow-brown earths,,33.5,9.8,103,7.4,218,68,72,7554
433,M-SWC,MSWC0433,2006,MSWC02,WS0436,24.88 ,29.96 ,20.66 ,3955.7,2365.7,466.9,808.4,2388.61,Yellow-brown earths,,33.7,10.1,91,7.6,248,68,72,7324
434,M-SWC,MSWC0434,2007,MSWC02,WS0436,24.61 ,29.76 ,20.42 ,3913.1,2323.1,838.3,853.7,2451.38,Yellow-brown earths,,13.3,6.7,114,6.9,188,81,90,7574
435,M-SWC,MSWC0435,2007,MSWC02,WS0436,24.61 ,29.76 ,20.42 ,3913.1,2323.1,838.3,853.7,2451.38,Yellow-brown earths,,12.6,10.5,123,7.1,188,54,90,7659
436,M-SWC,MSWC0436,2007,MSWC02,WS0434,23.33 ,29.93 ,19.26 ,3709.5,2119.5,699.4,776.5,2330.97,Yellow-brown earths,,12.9,18.9,80,7.5,188,54,68,7103
437,M-SWC,MSWC0437,2007,MSWC02,WS0434,23.32 ,29.88 ,19.24 ,3684.9,2104.9,706.9,771.7,2320.03,Paddy soils,,10.2,14.8,76,5.7,195,75,75,7658
438,M-SWC,MSWC0438,2009,MSWC02,WS0434,24.53 ,30.63 ,20.68 ,3090.7,1830.7,402.2,596.8,1819.85,Yellow-brown earths,,12.8,18.9,80,7.5,188,54,68,7103
439,M-SWC,MSWC0439,2009,MSWC02,WS0434,24.26 ,30.46 ,20.33 ,3275.6,1925.6,419.4,660.7,1985.24,Yellow-brown earths,,10.2,14.7,76,7.2,195,75,75,7658
440,M-SWC,MSWC0440,2007,MSWC02,WS0434,23.49 ,30.05 ,19.45 ,3664.6,2104.6,689.5,757.1,2278.21,Yellow-brown earths,,22.9,27.7,252,7.4,188,54,45,7610
441,M-SWC,MSWC0441,2009,MSWC02,WS0434,24.45 ,30.56 ,20.60 ,3153.6,1863.6,403.1,615.3,1862.26,Yellow-brown earths,,33.7,7.4,230,7.8,188,54,45,7610
442,M-SWC,MSWC0442,2007,MSWC02,WS0434,23.13 ,29.78 ,19.00 ,3747.7,2127.7,748,801.9,2397.85,Yellow-brown earths,,33.7,7.4,230,7.8,188,81,45,7338
443,M-SWC,MSWC0443,2009,MSWC02,WS0434,24.48 ,30.59 ,20.63 ,3133.2,1853.2,403.1,610,1849.42,Yellow-brown earths,,33.7,7.4,230,7.8,188,81,45,7338
444,M-SWC,MSWC0444,2006,MSWC02,WS0408,25.13 ,30.41 ,21.25 ,3995.4,2405.4,497.3,897,2528.99,Paddy soils,,12,7.6,70,7.6,248,81,90,5603
445,M-SWC,MSWC0445,2006,MSWC02,WS0408,25.13 ,30.41 ,21.25 ,3995.4,2405.4,497.3,897,2528.99,Paddy soils,,12,4.2,87,6.5,218,81,90,6300
446,M-SWC,MSWC0446,2007,MSWC02,WS0408,24.81 ,29.92 ,20.94 ,3944.4,2354.4,645,784.5,2339.2,Yellow-brown earths,,20,9.1,34,6.5,114,36,27,5738
447,M-SWC,MSWC0447,2006,MSWC02,WS0408,25.13 ,30.41 ,21.25 ,3995.4,2405.4,497.3,897,2528.99,Yellow-brown earths,,14,24,71,6.9,87,60,44,7667
448,M-SWC,MSWC0448,2008,MSWC02,WS0407,25.88 ,30.76 ,22.42 ,2691.7,1651.7,535.7,500.9,1521.9,Fluvo-aquic soils,,15.5,17.8,85,6,210,68,113,7886
449,M-SWC,MSWC0449,2007,MSWC02,WS0404,22.03 ,28.35 ,17.51 ,2908,1588,608.2,773.6,2179.48,Yellow-brown earths,,25,60,35,6,297,53,45,7218
450,M-SWC,MSWC0450,2007,MSWC02,WS0401,20.85 ,27.50 ,16.26 ,3962,2087,678.5,1015,2892.46,Yellow-brown earths,,38.5,9.9,76,7.3,188,54,81,7736
451,M-SWC,MSWC0451,2007,MSWC02,WS0401,20.85 ,27.50 ,16.26 ,3962,2087,678.5,1015,2892.46,Yellow-brown earths,,26.3,13.4,243,6.4,188,54,81,7661
452,M-SWC,MSWC0452,2007,MSWC02,WS0401,20.85 ,27.50 ,16.26 ,3962,2087,678.5,1015,2892.46,Yellow-brown earths,,42.6,4.4,141,6.8,188,54,81,7706
453,M-SWC,MSWC0453,2009,MSWC02,WS0435,19.30 ,25.25 ,14.73 ,2566.5,1241.9,387.6,674.2,2029.61,Yellow-brown earths,,33.5,12.8,120,7.1,225,60,90,9506
454,M-SWC,MSWC0454,2009,MSWC02,WS0435,19.30 ,25.25 ,14.73 ,2566.5,1241.9,387.6,674.2,2029.61,Yellow-brown earths,,32.5,21.1,290,7.5,225,60,90,9806
455,M-SWC,MSWC0455,2006,MSWC02,WS0403,24.97 ,30.57 ,20.51 ,3420.3,2053.2,337.3,1157.6,2825.66,Yellow-brown earths,,8.9,13.3,45,8.2,123,21,24,7022
456,M-SWC,MSWC0456,2006,MSWC02,WS0403,24.97 ,30.57 ,20.51 ,3420.3,2053.2,337.3,1157.6,2825.66,Yellow-brown earths,,17.9,9.2,54,7.1,248,68,72,8975
457,M-SWC,MSWC0457,2006,MSWC02,WS0403,24.97 ,30.57 ,20.51 ,3420.3,2053.2,337.3,1157.6,2825.66,Limestone soils,,11.6,31.6,211,7.2,218,81,54,7335
458,M-SWC,MSWC0458,2006,MSWC02,WS0403,24.97 ,30.57 ,20.51 ,3420.3,2053.2,337.3,1157.6,2825.66,Limestone soils,,12.5,21.5,284,7.9,210,81,54,7185
459,M-SWC,MSWC0459,2007,MSWC02,WS0403,24.50 ,30.26 ,20.16 ,3356.4,1986.4,424.9,990.8,2555.93,Yellow-brown earths,,18.2,22.1,228,7.3,210,77,54,9900
460,M-SWC,MSWC0460,2009,MSWC02,WS0403,23.73 ,28.98 ,19.98 ,3251.1,1881.1,545.7,862.2,2354.69,Limestone soils,,29.6,12.6,177,7.8,225,59,54,7388
461,M-SWC,MSWC0461,2008,MSWC02,WS0403,24.02 ,29.97 ,19.71 ,3290.4,1920.4,418.4,1026.3,2615.59,Yellow-brown earths,,21.4,26.9,134,7.9,225,59,54,7403
462,M-SWC,MSWC0462,2006,MSWC02,WS0403,24.97 ,30.57 ,20.51 ,3420.3,2053.2,337.3,1157.6,2825.66,Yellow-brown earths,,15,25,134,5.7,218,81,54,10005
463,M-SWC,MSWC0463,2006,MSWC02,WS0403,24.97 ,30.57 ,20.51 ,3420.3,2053.2,337.3,1157.6,2825.66,Yellow-brown earths,,28.1,26.5,131,6.3,248,68,72,7599
464,M-SWC,MSWC0464,2009,MSWC02,WS0402,23.41 ,29.34 ,19.21 ,3207,1837,555.4,856.2,2344,Yellow-brown earths,,22,5.2,43,7.6,225,77,90,11055
465,M-SWC,MSWC0465,2009,MSWC02,WS0402,23.35 ,29.29 ,19.17 ,3455.7,1975.7,597.2,920.8,2512.86,Yellow-brown earths,,15,10.1,50,7.2,203,59,90,10005
466,M-SWC,MSWC0466,2009,MSWC02,WS0402,23.32 ,29.29 ,19.07 ,3148.6,1798.6,554.4,852.1,2324.28,Yellow-brown earths,,25,19.4,26,7.6,225,41,54,8955
467,M-SWC,MSWC0467,2009,MSWC02,WS0402,23.60 ,29.53 ,19.41 ,3327,1917,559.9,884.5,2412.14,Yellow-brown earths,,12,11.1,82,7.2,225,59,68,8805
468,M-SWC,MSWC0468,2007,MSWC02,WS0405,25.99 ,30.39 ,22.78 ,2624.6,1614.6,477.9,487.6,1502.87,Fluvo-aquic soils,,16.2,24.6,169,7.5,158,45,68,7823
469,M-SWC,MSWC0469,2007,MSWC02,WS0405,25.99 ,30.39 ,22.78 ,2624.6,1614.6,477.9,487.6,1502.87,Purplish soils,,16.1,14.1,63,6.6,128,60,68,7275
470,M-SWC,MSWC0470,2007,MSWC02,WS0465,25.52 ,30.96 ,21.64 ,3215.7,1955.7,731.1,549.8,1790.85,Yellow earths,,30,6.2,80,6,210,45,150,7203
471,M-SWC,MSWC0471,2007,MSWC02,WS0465,25.23 ,30.74 ,21.33 ,3431.7,2071.7,793.9,587.5,1916.57,Yellow earths,,25,13,130,5.9,210,75,30,8505
472,M-SWC,MSWC0472,2007,MSWC02,WS0465,25.19 ,30.73 ,21.21 ,3325.5,2005.5,728.4,587.5,1890.07,Yellow earths,,25,13,130,5.9,225,30,60,7020
473,M-SWC,MSWC0473,2007,MSWC02,WS0465,25.35 ,30.75 ,21.59 ,3675.4,2225.4,827.7,609.7,2007.27,Yellow-brown earths,,28,36,55,7.3,195,75,30,9051
474,M-SWC,MSWC0474,2007,MSWC02,WS0465,25.52 ,30.98 ,21.61 ,3190.1,1940.1,702.1,549.8,1784.19,Yellow earths,,12,9.6,75,5.6,225,45,90,7629
475,M-SWC,MSWC0475,2008,MSWC02,WS0470,25.13 ,30.19 ,21.40 ,3418,2058,696.8,758.7,2195.92,Limestone soils,,23.9,66,85,5,180,81,72,8592
476,M-SWC,MSWC0476,2008,MSWC02,WS0470,25.13 ,30.19 ,21.40 ,3418,2058,696.8,758.7,2195.92,Limestone soils,,21,15,105,7.5,210,81,72,7943
477,M-SWC,MSWC0477,2008,MSWC02,WS0470,25.13 ,30.19 ,21.40 ,3418,2058,696.8,758.7,2195.92,Paddy soils,,29.9,10.3,61,6.5,180,68,72,7950
478,M-SWC,MSWC0478,2008,MSWC02,WS0470,25.13 ,30.19 ,21.40 ,3418,2058,696.8,758.7,2195.92,Limestone soils,,28.1,29,101,7.5,210,81,72,8579
479,M-SWC,MSWC0479,2008,MSWC02,WS0470,25.13 ,30.19 ,21.40 ,3418,2058,696.8,758.7,2195.92,Limestone soils,,22,25.9,76,7.6,210,54,72,7193
480,M-SWC,MSWC0480,2008,MSWC02,WS0470,25.13 ,30.19 ,21.40 ,3418,2058,696.8,758.7,2195.92,Limestone soils,,21.6,26.2,79,7.3,210,54,72,6798
481,M-SWC,MSWC0481,2008,MSWC02,WS0466,21.96 ,28.29 ,17.66 ,2986.8,1626.8,792.3,650.4,2021.73,Yellow earths,,24.1,27.2,160,5.9,210,90,75,9180
482,M-SWC,MSWC0482,2008,MSWC02,WS0466,21.96 ,28.29 ,17.66 ,2986.8,1626.8,792.3,650.4,2021.73,Yellow earths,,27,27.4,110,4.4,210,68,105,7200
483,M-SWC,MSWC0483,2008,MSWC02,WS0466,21.96 ,28.29 ,17.66 ,2986.8,1626.8,792.3,650.4,2021.73,Yellow-brown earths,,23.3,3.5,100,7.6,210,90,75,8280
484,M-SWC,MSWC0484,2008,MSWC02,WS0466,21.96 ,28.29 ,17.66 ,2986.8,1626.8,792.3,650.4,2021.73,Yellow-brown earths,,21.6,7.6,130,6.2,210,45,45,9351
485,M-SWC,MSWC0485,2007,MSWC02,WS0469,24.41 ,30.13 ,20.11 ,3539.8,2089.8,425.5,1038.4,2680.5,Yellow-brown earths,,28.6,10.1,80,5.7,255,72,27,3720
486,M-SWC,MSWC0486,2007,MSWC02,WS0469,24.41 ,30.13 ,20.11 ,3539.8,2089.8,425.5,1038.4,2680.5,Yellow-brown earths,,12.1,21.1,140,5,255,72,27,6645
487,M-SWC,MSWC0487,2007,MSWC02,WS0469,24.41 ,30.13 ,20.11 ,3539.8,2089.8,425.5,1038.4,2680.5,Yellow-brown earths,,27.4,18.9,240,6.6,255,18,27,6585
488,M-SWC,MSWC0488,2007,MSWC02,WS0469,24.44 ,30.17 ,20.69 ,3543.1,2093.1,916.7,625.6,2035.29,Yellow-brown earths,,27.9,19.1,160,4.6,225,45,45,5250
489,M-SWC,MSWC0489,2009,MSWC02,WS0469,23.51 ,29.02 ,19.86 ,2633.5,1513.5,737.2,493.3,1602.54,Yellow-brown earths,,22.8,7.2,260,5.1,255,90,75,7695
490,M-SWC,MSWC0490,2009,MSWC02,WS0469,23.93 ,29.40 ,20.34 ,3493.1,2033.1,872.5,629.8,2049.13,Yellow-brown earths,,21.8,37.5,300,4.3,195,68,105,8745
491,M-SWC,MSWC0491,2009,MSWC02,WS0469,22.42 ,27.68 ,18.91 ,2982.5,1655.7,828.8,544.5,1818.73,Yellow-brown earths,,7.1,20.6,180,4.7,195,68,105,9000
492,M-SWC,MSWC0492,2007,MSWC02,WS0469,24.41 ,30.13 ,20.11 ,3539.8,2089.8,425.5,1038.4,2680.5,Yellow-brown earths,,22.1,11.4,160,6,300,45,18,4500
493,M-SWC,MSWC0493,2008,MSWC02,WS0432,23.65 ,29.06 ,19.91 ,3216.7,1856.7,910.5,693.9,2089.41,Yellow-brown earths,,29,8.5,100,6.2,192,69,75,7434
494,M-SWC,MSWC0494,2007,MSWC02,WS0432,23.99 ,29.40 ,20.27 ,3263.1,1903.1,953.4,677.7,2061.62,Yellow-brown earths,,38.1,42.1,240,5.2,192,45,45,7899
495,M-SWC,MSWC0495,2008,MSWC02,WS0432,23.65 ,29.06 ,19.91 ,3216.7,1856.7,910.5,693.9,2089.41,Yellow-brown earths,,40,5.1,120,6.4,195,90,83,10514
496,M-SWC,MSWC0496,2008,MSWC02,WS0432,23.65 ,29.06 ,19.91 ,3216.7,1856.7,910.5,693.9,2089.41,Yellow-brown earths,,27,7.7,120,4.5,195,90,83,8979
497,M-SWC,MSWC0497,2007,MSWC02,WS0432,23.99 ,29.40 ,20.27 ,3263.1,1903.1,953.4,677.7,2061.62,Yellow-brown earths,,22.6,14,120,4.9,192,90,75,8823
498,M-SWC,MSWC0498,2007,MSWC02,WS0432,23.99 ,29.40 ,20.27 ,3263.1,1903.1,953.4,677.7,2061.62,Yellow-brown earths,,14.8,11,60,6.2,221,90,75,9180
499,M-SWC,MSWC0499,2009,MSWC02,WS0433,24.60 ,30.98 ,20.05 ,3345.2,1985.2,497.6,699.5,2094.48,Yellow earths,,16.8,3.2,77,5.5,300,120,180,4962
500,M-SWC,MSWC0500,2009,MSWC02,WS0433,24.60 ,30.98 ,20.05 ,3345.2,1985.2,497.6,699.5,2094.48,Purplish soils,,33,27.6,57,4.9,300,120,180,7115
501,M-SWC,MSWC0501,2009,MSWC02,WS0433,24.60 ,30.98 ,20.05 ,3345.2,1985.2,497.6,699.5,2094.48,Yellow-brown earths,,20.2,12.5,73,4.8,300,120,180,6180
502,M-SWC,MSWC0502,2009,MSWC02,WS0433,24.60 ,30.98 ,20.05 ,3345.2,1985.2,497.6,699.5,2094.48,Yellow-brown earths,,29.7,14.9,67,4.8,300,120,180,6912
503,M-SWC,MSWC0503,2008,MSWC02,WS0433,24.39 ,31.18 ,19.59 ,3316.6,1956.6,653.9,701.7,2098.56,Yellow-brown earths,,38.1,15,178,7.4,300,120,180,5445
504,M-SWC,MSWC0504,2008,MSWC02,WS0433,24.39 ,31.18 ,19.59 ,3316.6,1956.6,653.9,701.7,2098.56,Limestone soils,,37,27.9,160,7.7,300,120,180,5220
505,M-SWC,MSWC0505,2009,MSWC02,WS0433,24.60 ,30.98 ,20.05 ,3345.2,1985.2,497.6,699.5,2094.48,Limestone soils,,19.5,4.1,133,6.1,300,120,180,6789
506,M-SWC,MSWC0506,2009,MSWC02,WS0433,24.60 ,30.98 ,20.05 ,3345.2,1985.2,497.6,699.5,2094.48,Limestone soils,,25.6,2.6,127,6.6,300,120,180,5894
507,M-SWC,MSWC0507,2008,MSWC02,WS0433,24.39 ,31.18 ,19.59 ,3316.6,1956.6,653.9,701.7,2098.56,Yellow-brown earths,,21.5,36.6,293,7.3,360,150,180,4401
508,M-SWC,MSWC0508,2008,MSWC02,WS0433,24.39 ,31.18 ,19.59 ,3316.6,1956.6,653.9,701.7,2098.56,Limestone soils,,30.9,20.7,191,7.7,360,150,180,6185
509,M-SWC,MSWC0509,2009,MSWC02,WS0433,24.60 ,30.98 ,20.05 ,3345.2,1985.2,497.6,699.5,2094.48,Yellow-brown earths,,16.1,12.6,272,5,330,120,180,5928
510,M-SWC,MSWC0510,2009,MSWC02,WS0433,24.60 ,30.98 ,20.05 ,3345.2,1985.2,497.6,699.5,2094.48,Limestone soils,,36.7,11.3,77,6.4,300,120,180,6144
511,M-SWC,MSWC0511,2009,MSWC02,WS0433,24.60 ,30.98 ,20.05 ,3345.2,1985.2,497.6,699.5,2094.48,Limestone soils,,37.9,11.3,124,5.7,300,120,180,6156
512,M-SWC,MSWC0512,2008,MSWC02,WS0433,24.39 ,31.18 ,19.59 ,3316.6,1956.6,653.9,701.7,2098.56,Purplish soils,,40.3,22.8,53,6.6,240,120,180,4620
513,M-SWC,MSWC0513,2008,MSWC02,WS0433,24.39 ,31.18 ,19.59 ,3316.6,1956.6,653.9,701.7,2098.56,Purplish soils,,24.8,14.6,107,7.8,300,90,180,5460
514,M-SWC,MSWC0514,2009,MSWC02,WS0433,24.60 ,30.98 ,20.05 ,3345.2,1985.2,497.6,699.5,2094.48,Yellow-brown earths,,22,3.1,68,5.5,300,120,180,5414
515,M-SWC,MSWC0515,2009,MSWC02,WS0467,24.52 ,29.47 ,20.81 ,3359.1,1989.1,719.7,721.7,2140.08,Fluvo-aquic soils,,13.5,5.6,100,8,225,77,72,10005
516,M-SWC,MSWC0516,2009,MSWC02,WS0467,24.52 ,29.47 ,20.81 ,3359.1,1989.1,719.7,721.7,2140.08,Fluvo-aquic soils,,12.3,7.2,96,7.5,225,77,72,6968
517,M-SWC,MSWC0517,2009,MSWC02,WS0467,24.52 ,29.47 ,20.81 ,3359.1,1989.1,719.7,721.7,2140.08,Paddy soils,,31.8,20.4,94,5.5,203,41,72,8250
518,M-SWC,MSWC0518,2008,MSWC02,WS0431,23.44 ,29.02 ,19.46 ,2929.6,1679.6,658.4,605.7,1868.7,Yellow-brown earths,,24,40.6,141,5.5,240,45,54,9167
519,M-SWC,MSWC0519,2008,MSWC02,WS0431,23.44 ,29.02 ,19.46 ,2929.6,1679.6,658.4,605.7,1868.7,Yellow-brown earths,,31,12.4,145,5.2,240,63,54,9567
520,M-SWC,MSWC0520,2008,MSWC02,WS0431,23.44 ,29.02 ,19.46 ,2929.6,1679.6,658.4,605.7,1868.7,Yellow-brown earths,,33,27.6,150,4.3,210,45,54,7929
521,M-SWC,MSWC0521,2006,MSWC02,WS0464,23.22 ,29.56 ,18.76 ,3180.9,1811.2,419.9,718.7,2126.82,Yellow earths,,20.6,37.7,148,5.2,270,90,135,8081
522,M-SWC,MSWC0522,2006,MSWC02,WS0464,23.22 ,29.56 ,18.76 ,3180.9,1811.2,419.9,718.7,2126.82,Yellow earths,,13,33,102,5,270,90,135,7425
523,M-SWC,MSWC0523,2007,MSWC02,WS0464,21.94 ,27.63 ,18.24 ,3005.4,1637.4,1214.2,520.748,1790.26,Yellow earths,,18.3,12.3,62,5.1,270,90,135,9656
524,M-SWC,MSWC0524,2008,MSWC02,WS0464,22.72 ,28.62 ,18.86 ,2840.5,1590.5,1033.6,590.1,1847.13,Yellow earths,,20.4,43.1,72,5.2,270,90,135,6512
525,M-SWC,MSWC0525,2006,MSWC02,WS0464,23.22 ,29.56 ,18.76 ,3180.9,1811.2,419.9,718.7,2126.82,Yellow-brown earths,,23.1,39.6,88,5.1,240,90,135,8913
526,M-SWC,MSWC0526,2006,MSWC02,WS0464,23.22 ,29.56 ,18.76 ,3180.9,1811.2,419.9,718.7,2126.82,Yellow-brown earths,,28.3,21.5,194,6.2,240,90,135,8948
527,M-SWC,MSWC0527,2007,MSWC02,WS0464,21.94 ,27.63 ,18.24 ,3005.4,1637.4,1214.2,520.748,1790.26,Yellow-brown earths,,22.6,22.3,50,5.4,270,90,135,8696
528,M-SWC,MSWC0528,2007,MSWC02,WS0463,21.94 ,27.63 ,18.24 ,3005.4,1637.4,1214.2,520.748,1790.26,Yellow-brown earths,,40.5,13.5,55,5.6,188,68,90,4392
529,M-SWC,MSWC0529,2007,MSWC02,WS0463,21.94 ,27.63 ,18.24 ,3005.4,1637.4,1214.2,520.748,1790.26,Yellow earths,,29.3,13.4,59,6.2,218,68,90,5073
530,M-SWC,MSWC0530,2006,MSWC02,WS0462,20.15 ,26.13 ,15.84 ,3183.6,1613.6,468.5,840.3,2462.48,Yellow-brown earths,,49,13.3,106,4.2,210,72,120,6693
531,M-SWC,MSWC0531,2006,MSWC02,WS0462,20.15 ,26.13 ,15.84 ,3183.6,1613.6,468.5,840.3,2462.48,Yellow-brown earths,,23.1,17.1,65,5.4,210,72,120,6843
532,M-SWC,MSWC0532,2006,MSWC02,WS0462,20.15 ,26.13 ,15.84 ,3183.6,1613.6,468.5,840.3,2462.48,Purplish soils,,17.4,24.1,110,4.7,210,72,120,5945
533,M-SWC,MSWC0533,2006,MSWC02,WS0462,20.15 ,26.13 ,15.84 ,3183.6,1613.6,468.5,840.3,2462.48,Yellow-brown earths,,39.7,15.9,57,5.8,210,72,120,6693
534,M-SWC,MSWC0534,2006,MSWC02,WS0462,20.15 ,26.13 ,15.84 ,3183.6,1613.6,468.5,840.3,2462.48,Yellow-brown earths,,32,16.6,95,6.2,240,90,150,9248
535,M-SWC,MSWC0535,2008,MSWC02,WS0462,19.39 ,24.58 ,15.73 ,3063.7,1492.5,1042.5,711.4,2259.37,Yellow-brown earths,,38.4,11.3,105,4.6,225,72,150,7143
536,M-SWC,MSWC0536,2008,MSWC02,WS0462,19.39 ,24.58 ,15.73 ,3063.7,1492.5,1042.5,711.4,2259.37,Purplish soils,,26.1,9.9,110,5.7,225,72,150,8192
537,M-SWC,MSWC0537,2008,MSWC02,WS0462,19.39 ,24.58 ,15.73 ,3063.7,1492.5,1042.5,711.4,2259.37,Yellow earths,,30.9,13.2,98,6.2,225,72,150,8192
538,M-SWC,MSWC0538,2008,MSWC02,WS0503,21.95 ,28.00 ,18.46 ,3467.6,1889.6,897.7,672.4,2197.82,Yellow earths,,24,17,110,5.6,195,60,90,6167
539,M-SWC,MSWC0539,2009,MSWC02,WS0503,22.05 ,27.90 ,18.43 ,3549.6,1949,736,677.7,2219.43,Yellow earths,,21,7.2,114,5,180,90,120,6744
540,M-SWC,MSWC0540,2009,MSWC02,WS0503,22.05 ,27.90 ,18.43 ,3549.6,1949,736,677.7,2219.43,Yellow earths,,19,39.4,79,4.9,180,60,120,8111
541,M-SWC,MSWC0541,2009,MSWC02,WS0503,22.05 ,27.90 ,18.43 ,3549.6,1949,736,677.7,2219.43,Yellow earths,,15,23.5,98,5.9,195,60,120,8576
542,M-SWC,MSWC0542,2009,MSWC02,WS0502,20.44 ,25.41 ,16.93 ,3188.5,1642.9,827.4,497.604,1889.84,Yellow-brown earths,,34,14.4,52,5.9,210,63,90,8618
543,M-SWC,MSWC0543,2009,MSWC02,WS0502,20.66 ,25.73 ,17.09 ,3449.4,1793.8,959.3,555.804,2051.91,Yellow-brown earths,,32,14.9,87,3.8,210,63,72,9680
544,M-SWC,MSWC0544,2009,MSWC02,WS0502,20.69 ,25.66 ,17.18 ,3206.5,1670.9,951.5,490.404,1874.54,Yellow-brown earths,,12,15.4,28,4.2,240,60,135,8268
545,M-SWC,MSWC0545,2009,MSWC02,WS0502,19.76 ,24.78 ,16.24 ,3102.4,1548,837.1,465.104,1833.85,Fluvo-aquic soils,,40,23.4,52,3.8,233,45,72,8939
546,M-SWC,MSWC0546,2008,MSWC02,WS0502,20.74 ,26.15 ,17.29 ,3276.5,1700.8,839.5,517.8,1949.87,Paddy soils,,26,7.9,66,7.9,210,75,113,8309
547,M-SWC,MSWC0547,2009,MSWC02,WS0502,20.50 ,25.47 ,17.02 ,3301,1705.4,959.3,512.004,1945.74,Yellow earths,,38,10.9,82,4.4,210,63,72,8795
