Crop,NO,Year,Province,Province1,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil type1,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk,,
LR-SC,LRSC0920,2006,江西省,Jiangxi,8658527,26.20416667,31.49479167,22.36354167,2515.6,1555.6,275.7,608.6,1526.71,水稻土,Paddy soil,silty clay loam,46.1,16.3,95,4.6,150,45,150,9057,,
LR-SC,LRSC0921,2006,江西省,Jiangxi,8658527,25.75978261,31.08152174,21.92282609,2369.9,1449.9,268.1,569.6,1429.53,水稻土,Paddy soil,silty clay loam,40.1,15.3,103,5.4,180,75,150,6667.5,,
LR-SC,LRSC0922,2008,江西省,Jiangxi,8658527,26.520833,31.5875,22.867708,2546,1586,398.2,610.6,1522.98,水稻土,Paddy soil,loam,50,15.5,114,4.5,150,45,150,5494.5,,
LR-SC,LRSC0923,2006,江西省,Jiangxi,8658527,26.39684211,31.64842105,22.56631579,2507.7,1557.7,275.7,603.7,1521.43,水稻土,Paddy soil,silty clay loam,30.4,16.6,77,4.6,150,45,150,4828.5,,
LR-SC,LRSC0924,2009,江西省,Jiangxi,8658637,26.615789,32.385263,22.650526,2528.5,1578.5,299.2,572.3,1486.31,水稻土,Paddy soil,sandy loam,30.5,26.3,34,4.9,258,126,240,6300,,
LR-SC,LRSC0925,2010,江西省,Jiangxi,8658637,26.87234,32.842553,22.78617,2526,1586,279.8,661.1,1631.55,水稻土,Paddy soil,sandy loam,15,17.2,53,4.2,165,75,90,7009.5,,
LR-SC,LRSC0926,2010,江西省,Jiangxi,8658637,24.773333,30.416667,20.832222,2229.6,1329.6,226.5,572.3,1402.88,水稻土,Paddy soil,sandy loam,15.6,45.8,116,5.8,148.5,64.5,90,7905,,
LR-SC,LRSC0927,2006,江西省,Jiangxi,8658624,26.89263158,32.52631579,22.86421053,2554.8,1604.8,226.3,665.1,1641.68,水稻土,Paddy soil,sandy loam,32.8,9.6,57,5.7,261,138,228,7725,,
LR-SC,LRSC0928,2006,江西省,Jiangxi,8658624,26.89263158,32.52631579,22.86421053,2554.8,1604.8,226.3,665.1,1641.68,水稻土,Paddy soil,sandy loam,44.1,26.4,47,5.3,150,105,120,5355,,
LR-SC,LRSC0929,2006,江西省,Jiangxi,8658624,26.89263158,32.52631579,22.86421053,2554.8,1604.8,226.3,665.1,1641.68,水稻土,Paddy soil,sandy loam,23.6,24.6,62,7.1,258,126,240,6300,,
LR-SC,LRSC0930,2007,江西省,Jiangxi,8658624,26.492553,32.035106,22.673404,2490.3,1550.3,249.9,590.8,1503.08,水稻土,Paddy soil,sandy loam,35.8,12.2,70,5.8,255,141,225,6825,,
LR-SC,LRSC0931,2007,江西省,Jiangxi,8658624,26.492553,32.035106,22.673404,2490.3,1550.3,249.9,590.8,1503.08,水稻土,Paddy soil,sandy loam,32.9,7.1,66,5.4,255,141,225,6045,,
LR-SC,LRSC0932,2007,江西省,Jiangxi,8658624,27.096842,32.548421,23.345263,2574.2,1624.2,341.4,585.1,1523.54,水稻土,Paddy soil,sandy loam,23.1,7.8,72,6.5,255,141,225,7425,,
LR-SC,LRSC0933,2008,江西省,Jiangxi,8658624,26.672277,31.928713,23.049505,2693.9,1683.9,387.4,640.2,1596.79,水稻土,Paddy soil,sandy loam,19.6,8.5,86,6.5,246,135,202.5,5910,,
LR-SC,LRSC0934,2008,江西省,Jiangxi,8658624,26.87551,32.091837,23.285714,2633.8,1653.8,387.3,619.5,1556.18,水稻土,Paddy soil,sandy loam,25.4,6.7,113,5.7,244.5,142.5,202.5,6870,,
LR-SC,LRSC0935,2009,江西省,Jiangxi,8658624,26.311881,31.727723,22.527723,2657.5,1647.5,202.1,577.8,1499.21,水稻土,Paddy soil,sandy loam,19.7,7.1,55,7.2,243,120,198,5850,,
LR-SC,LRSC0936,2009,江西省,Jiangxi,8658624,26.441837,31.845918,22.669388,2591.3,1611.3,202,567.5,1471.9,水稻土,Paddy soil,sandy loam,34.3,2.1,52,6.6,241.5,139.5,196.5,6810,,
LR-SC,LRSC0937,2007,江西省,Jiangxi,8658629,26.394286,31.700952,22.771429,2771.4,1721.4,341.2,609.3,1581.62,水稻土,Paddy soil,sandy loam,11.3,14,36,5.1,141.15,57.45,103.95,6210,,
LR-SC,LRSC0938,2008,江西省,Jiangxi,8658629,26.515455,31.424545,23.150909,2916.7,1816.7,456.4,540.5,1484.33,水稻土,Paddy soil,loamy sand,30.2,11.6,114,4.8,127.5,84,94.5,7324.5,,
LR-SC,LRSC0939,2007,江西省,Jiangxi,8658629,26.559813,31.864486,22.937383,2841.9,1771.9,365.8,618.8,1614.29,水稻土,Paddy soil,sandy loam,11.5,13.2,55,5.1,157.5,69,97.5,6511.5,,
LR-SC,LRSC0940,2009,江西省,Jiangxi,8658629,27.172632,32.232632,23.752632,2581.4,1631.4,273.1,507.009,1366.99,水稻土,Paddy soil,loamy sand,39,17.4,40,5.6,135,79.5,103.5,8187,,
LR-SC,LRSC0941,2008,江西省,Jiangxi,8658629,27.626374,32.778022,24.050549,2514,1604,332.9,491.1,1318.69,水稻土,Paddy soil,sandy loam,35.6,17.8,43,5,145.5,97.5,117,7177.5,,
LR-SC,LRSC0942,2009,江西省,Jiangxi,8658629,27.53587,32.591304,24.083696,2533.3,1613.3,265,501.009,1348.84,水稻土,Paddy soil,sandy loam,35.6,17.8,43,5,145.5,97.5,117,7402.5,,
LR-SC,LRSC0943,2007,江西省,Jiangxi,8658629,26.398947,31.662105,22.790526,2507.9,1557.9,340.7,536.5,1406.18,水稻土,Paddy soil,sandy loam,30.2,40,38,5.6,157.5,54,100.5,6967.5,,
LR-SC,LRSC0944,2010,江西省,Jiangxi,8658623,27.348913,32.526087,23.566304,2516.1,1596.1,331.1,663.3,1626.78,水稻土,Paddy soil,sandy loam,41.2,15.9,52,4.7,172.5,75,82.5,6804,,
LR-SC,LRSC0945,2010,江西省,Jiangxi,8658612,23.290833,27.4825,20.153333,2794.9,1594.9,288.4,728.3,1741.94,水稻土,Paddy soil,sandy loam,14.8,10.8,64,4.7,165,82.8,108,6036,,
LR-SC,LRSC0946,2010,江西省,Jiangxi,8658612,24.487037,28.69537,21.325,2644.6,1564.6,269.9,678.7,1641.02,水稻土,Paddy soil,sandy loam,26.3,12.6,69,4.7,165,82.8,108,6975,,
LR-SC,LRSC0947,2007,江西省,Jiangxi,8658615,25.7212766,31.31170213,21.76489362,2417.8,1477.8,285.6,621.3,1521.07,水稻土,Paddy soil,loam,22.9,3.2,38,4.7,138,46.5,117,6510,,
LR-SC,LRSC0948,2008,江西省,Jiangxi,8658615,26.098,31.271,22.391,2609.8,1609.8,346.8,646.4,1590.44,水稻土,Paddy soil,clay loam,36.5,22.1,56,5.3,141,51,100.5,8400,,
LR-SC,LRSC0949,2009,江西省,Jiangxi,8658615,24.088119,29.932673,19.99703,2432.9,1427.8,242.1,645.2,1520.87,水稻土,Paddy soil,clay loam,16.5,11.1,81,4.7,118.5,41.55,84.6,8865,,
LR-SC,LRSC0950,2006,江西省,Jiangxi,8658615,26.412264,31.788679,22.495283,2799.7,1739.7,116.8,725.3,1792.62,水稻土,Paddy soil,sandy loam,13.8,57.8,124,5.4,138,48,117,6510,,
LR-SC,LRSC0951,2007,江西省,Jiangxi,8658615,26.37244898,31.90918367,22.45204082,2584.5,1604.5,292.3,675.2,1656.97,水稻土,Paddy soil,sandy loam,27.9,19.9,50,4.5,138,48,117,6840,,
LR-SC,LRSC0952,2007,江西省,Jiangxi,8658615,26.37244898,31.90918367,22.45204082,2584.5,1604.5,292.3,675.2,1656.97,水稻土,Paddy soil,sandy loam,45.3,28.4,179,4.8,138,48,117,6840,,
LR-SC,LRSC0953,2008,江西省,Jiangxi,8658615,26.605102,31.781633,22.852041,2607.3,1627.3,346.8,649.7,1602.42,水稻土,Paddy soil,sandy loam,47.2,28.6,89,5.1,141,42,105,6270,,
LR-SC,LRSC0954,2009,江西省,Jiangxi,8658615,25.954737,31.436842,22.087368,2465.7,1515.7,257.7,606.5,1500.03,水稻土,Paddy soil,sandy loam,38.2,9,57,6.3,118.5,41.55,84.6,7080,,
LR-SC,LRSC0955,2006,江西省,Jiangxi,8657698,25.98172043,31.67096774,22.07096774,2416.3,1486.3,302.2,548,1456.17,水稻土,Paddy soil,loam,42,7.4,58,5.4,103.5,45,112.5,7650,,
LR-SC,LRSC0956,2006,江西省,Jiangxi,8657698,25.98172043,31.67096774,22.07096774,2416.3,1486.3,302.2,548,1456.17,水稻土,Paddy soil,silty clay loam,15,21.9,124,4.9,144,72,135,6409.5,,
LR-SC,LRSC0957,2006,江西省,Jiangxi,8657698,25.81684211,31.51368421,21.89894737,2452.6,1502.6,366,552.6,1467.76,水稻土,Paddy soil,loam,35,17.7,125,5,138,63,90,6445.5,,
LR-SC,LRSC0958,2006,江西省,Jiangxi,8657698,26.01333333,31.69333333,22.08222222,2341.2,1441.2,295,536.7,1422.8,水稻土,Paddy soil,silty clay loam,38,14.5,105,5.8,87,48,112.5,7530,,
LR-SC,LRSC0959,2008,江西省,Jiangxi,8657696,26.012195,31.195122,22.50122,2133,1313,183.4,424.5,1148.25,水稻土,Paddy soil,clay,45.2,23.5,84,5.1,138,54,112.5,5880,,
LR-SC,LRSC0960,2010,江西省,Jiangxi,8657696,25.103529,30.363529,21.638824,2133.8,1283.8,455.4,450.9,1218.91,水稻土,Paddy soil,sandy loam,38.8,16.3,73,4.9,142.5,57.6,94.5,6675,,
LR-SC,LRSC0961,2009,江西省,Jiangxi,8657696,26.872727,32.051136,23.306818,2364.8,1484.8,270.6,442.7,1251.71,水稻土,Paddy soil,loam,32.2,13.5,53,5,142.35,57.45,94.5,6375,,
LR-SC,LRSC0962,2008,江西省,Jiangxi,8657696,26.559302,31.716279,23.106977,2284.1,1424.1,246.1,459.1,1254.23,水稻土,Paddy soil,sandy loam,35.8,6.5,93,4.5,132,37.5,108,5925,,
LR-SC,LRSC0963,2009,江西省,Jiangxi,8657696,26.809195,32,23.265517,2332.4,1462.4,270.6,436.5,1234.37,水稻土,Paddy soil,loam,36.7,9.4,91,4.5,149.25,63.75,105,6480,,
LR-SC,LRSC0964,2010,江西省,Jiangxi,8657696,24.545055,29.682418,21.138462,2233.6,1323.6,455.9,462.8,1262.79,水稻土,Paddy soil,sandy loam,40.5,10.8,70,4.8,142.5,57.6,94.5,6975,,
LR-SC,LRSC0965,2010,江西省,Jiangxi,8657699,24.405941,29.191089,21.005941,2465,1455,432.2,509.3,1373.77,水稻土,Paddy soil,loamy sand,15,13.6,48,5.1,165,72,153,6462,,
LR-SC,LRSC0966,2007,江西省,Jiangxi,8657699,26.322989,31.296552,22.873563,2290.1,1420.1,249.2,430,1212.88,水稻土,Paddy soil,clay,27,16,94,5.1,159,69,153,7068,,
LR-SC,LRSC0967,2007,江西省,Jiangxi,8657699,26.011628,30.937209,22.589535,2237,1377,233.1,415.4,1173.87,水稻土,Paddy soil,clay,23,15.8,195,6.1,159,72,147,7446,,
LR-SC,LRSC0968,2007,江西省,Jiangxi,8657699,26.011628,30.937209,22.589535,2237,1377,233.1,415.4,1173.87,水稻土,Paddy soil,clay,22,39,140,6.9,165,72,153,7437,,
LR-SC,LRSC0969,2007,江西省,Jiangxi,8657699,26.272093,31.225581,22.84186,2259.4,1399.4,249.2,420.5,1190.22,水稻土,Paddy soil,clay,17,21.6,121,5,165,72,156,7597.5,,
LR-SC,LRSC0970,2007,江西省,Jiangxi,8657699,26.103529,31.022353,22.703529,2218.8,1368.8,233.1,411,1163.01,水稻土,Paddy soil,clay,31,45.9,152,5.4,165,72,153,7632,,
LR-SC,LRSC0971,2008,江西省,Jiangxi,8657699,26.70814,31.588372,23.351163,2296.9,1436.9,188.6,462.1,1239.27,水稻土,Paddy soil,clay,46,18.5,62,5.7,165,67.5,157.5,7680,,
LR-SC,LRSC0972,2007,江西省,Jiangxi,8657699,26.554945,31.559341,23.068132,2416.5,1506.5,255.2,467.9,1303.48,水稻土,Paddy soil,clay,25,35.4,209,5.8,165,72,153,7449,,
LR-SC,LRSC0973,2008,江西省,Jiangxi,8657699,26.70814,31.588372,23.351163,2296.9,1436.9,188.6,462.1,1239.27,水稻土,Paddy soil,clay,29,18.7,68,5.3,174,72,157.5,7732.5,,
LR-SC,LRSC0974,2009,江西省,Jiangxi,8657699,26.6,31.790476,22.99881,2234.4,1394.4,138.8,413.1,1151.57,水稻土,Paddy soil,clay,24,22.2,123,4.6,174,72,157.5,7654.5,,
LR-SC,LRSC0975,2009,江西省,Jiangxi,8657699,26.649412,31.802353,23.083529,2265.2,1415.2,164.3,414.2,1163.07,水稻土,Paddy soil,clay,28,18.2,71,5.6,162,60,147,7780.5,,
LR-SC,LRSC0976,2009,江西省,Jiangxi,8657792,25.605682,30.838636,21.875,2253.3,1373.3,70.4,493.502,1269.21,水稻土,Paddy soil,silty clay loam,70.6,13.7,96,7.1,138,54,135,6900,,
LR-SC,LRSC0977,2010,江西省,Jiangxi,8657792,24.38125,28.703125,21.201042,2340.6,1380.6,352.4,551.2,1438.66,水稻土,Paddy soil,loam,79,42.2,111,4.4,103.5,54,90,6075,,
LR-SC,LRSC0978,2007,江西省,Jiangxi,8657786,26.8,32.076699,23.231068,2760.4,1730.4,456.7,588.791,1595.81,水稻土,Paddy soil,clay loam,29.4,14.2,142,5.8,165,72,144,6495,,
LR-SC,LRSC0979,2008,江西省,Jiangxi,8657786,26.671134,31.818557,22.935052,2587.1,1617.1,152.3,543.4,1449.45,水稻土,Paddy soil,silty clay loam,63.6,13.3,72,4.8,165,72,144,9571.5,,
LR-SC,LRSC0980,2009,江西省,Jiangxi,8657786,27.942268,33.084536,24.073196,2710.4,1740.4,434.9,636.3,1643.37,水稻土,Paddy soil,loam,49.7,8.8,115,6.9,180,72,144,8703,,
LR-SC,LRSC0981,2008,江西省,Jiangxi,8657786,28.260825,33.308247,24.657732,2741.3,1771.3,303.7,590,1620.77,水稻土,Paddy soil,clay loam,33.3,15.3,52,5.6,165,72,144,9528,,
LR-SC,LRSC0982,2006,江西省,Jiangxi,8657796,26.48804348,30.55978261,23.17717391,2436.9,1516.9,381.7,584.2,1497.13,水稻土,Paddy soil,silty clay loam,36.2,8.9,196,3.9,159,54,144,7440,,
LR-SC,LRSC0983,2006,江西省,Jiangxi,8657796,26.34069767,30.44651163,22.99186047,2265.3,1405.3,355.1,556.4,1410.91,水稻土,Paddy soil,silty clay loam,36.2,9.2,100,4.7,159,54,144,7140,,
LR-SC,LRSC0984,2010,江西省,Jiangxi,8657796,27.036585,30.870732,24.029268,2217,1397,360.1,433.4,1201.07,水稻土,Paddy soil,silty clay loam,39.6,27.1,145,6.1,144,54,81,6870,,
LR-SC,LRSC0985,2007,江西省,Jiangxi,8657796,27.34565217,31.6923913,24.175,2515.8,1595.8,288,533.3,1428.04,水稻土,Paddy soil,silty clay loam,44.9,10.1,171,4.4,130.5,57,90,6420,,
LR-SC,LRSC0986,2010,江西省,Jiangxi,8657796,26.528,30.365,23.52,2652.8,1652.8,371.7,529.1,1456.4,水稻土,Paddy soil,sandy loam,30.6,28.3,60,4.1,138,63,135,7504.5,,
LR-SC,LRSC0987,2010,江西省,Jiangxi,8657796,26.615686,30.483333,23.577451,2714.8,1694.8,387.3,544.1,1495.37,水稻土,Paddy soil,sandy loam,41.6,6.9,55,4.6,138,63,135,7341,,
LR-SC,LRSC0988,2010,江西省,Jiangxi,8657796,26.15283,30.045283,23.085849,2772.2,1712.2,387.3,571.1,1549.82,水稻土,Paddy soil,loam,52.5,6,120,4.4,138,63,135,7629,,
LR-SC,LRSC0989,2010,江西省,Jiangxi,8657796,26.788235,30.662745,23.741176,2732.4,1712.4,387.3,548.6,1506.59,水稻土,Paddy soil,sandy loam,52.4,37.2,85,4.3,138,36,135,8004,,
LR-SC,LRSC0990,2006,江西省,Jiangxi,8657796,26.70714286,30.78571429,23.4122449,2617.3,1637.3,382.3,640.1,1628.61,水稻土,Paddy soil,silty clay loam,42.6,9.7,60,5.6,159,54,144,6570,,
LR-SC,LRSC0991,2008,江西省,Jiangxi,8657796,27.762791,31.87093,24.625581,2387.6,1527.6,225.4,471.2,1283.72,水稻土,Paddy soil,clay,32.1,38.3,58,4.8,118.5,57,106.5,8175,,
LR-SC,LRSC0992,2007,江西省,Jiangxi,8657796,27.34421053,31.70631579,24.16105263,2597.7,1647.7,288,551.1,1475.64,水稻土,Paddy soil,sandy loam,40.5,10.8,72,5.3,130.5,57,99,6225,,
LR-SC,LRSC0993,2008,江西省,Jiangxi,8657796,27.779381,31.952577,24.56701,2694.6,1724.6,238.4,548.4,1471.49,水稻土,Paddy soil,clay,37.4,13.8,120,4.3,120,52.5,106.5,6090,,
LR-SC,LRSC0994,2007,江西省,Jiangxi,8657993,26.622936,31.60367,22.981651,2901.9,1811.9,285.3,673.2,1733.45,水稻土,Paddy soil,sandy loam,35.9,29.7,41,4.4,150,90,120,5713.5,,
LR-SC,LRSC0995,2007,江西省,Jiangxi,8657993,27.339252,32.211215,23.734579,2925.3,1855.3,285.3,685,1770.59,水稻土,Paddy soil,loam,20,36.7,136,4.4,150,90,120,5730,,
LR-SC,LRSC0996,2007,江西省,Jiangxi,8657993,28.223364,32.985047,24.703738,3019.9,1949.9,302.8,697.5,1826.94,水稻土,Paddy soil,sandy loam,43.1,18.3,39,4.6,150,90,120,4572,,
LR-SC,LRSC0997,2007,江西省,Jiangxi,8657993,27.19537,32.126852,23.547222,2937.1,1857.1,285.3,691,1778.57,水稻土,Paddy soil,sandy loam,42.2,36.1,82,5,150,90,120,6382.5,,
LR-SC,LRSC0998,2007,江西省,Jiangxi,8657992,25.742353,31.307059,22.202353,2188.1,1338.1,259.2,432.6,1201.74,水稻土,Paddy soil,clay loam,19.5,5.6,25,5.2,172.5,60,112.5,6375,,
LR-SC,LRSC0999,2009,江西省,Jiangxi,8657992,26.610345,32.382759,22.55977,2315.1,1445.1,125.8,602.2,1464.65,水稻土,Paddy soil,silty clay loam,77.8,9.6,29,5.2,172.5,60,112.5,6474,,
LR-SC,LRSC1000,2009,江西省,Jiangxi,8657992,26.610345,32.382759,22.55977,2315.1,1445.1,125.8,602.2,1464.65,水稻土,Paddy soil,silty clay loam,58.9,10.7,33,5.6,172.5,60,112.5,5479.5,,
LR-SC,LRSC1001,2007,江西省,Jiangxi,8657992,25.234884,30.873256,21.627907,2170.2,1310.2,248.3,437,1194.04,水稻土,Paddy soil,clay loam,25,17,28,5,172.5,60,112.5,6270,,
LR-SC,LRSC1002,2009,江西省,Jiangxi,8657992,26.580435,32.432609,22.444565,2445.4,1525.4,125.8,647.1,1560.79,水稻土,Paddy soil,silty clay loam,21.4,53.8,61,6.1,172.5,60,112.5,6774,,
LR-SC,LRSC1003,2010,江西省,Jiangxi,8657992,26.673864,31.652273,23.257955,2347.3,1467.3,259.2,515.9,1374.1,水稻土,Paddy soil,loam,49.9,19.2,94,5.9,172.5,60,112.5,6739.5,,
LR-SC,LRSC1004,2007,江西省,Jiangxi,8657992,25.612941,31.197647,22.056471,2177.1,1327.1,259.2,431.2,1195.16,水稻土,Paddy soil,loam,23.5,9,25,5.5,172.5,60,112.5,6795,,
LR-SC,LRSC1005,2009,江西省,Jiangxi,8657992,26.745882,32.437647,22.756471,2273.4,1423.4,125.8,584.9,1431.21,水稻土,Paddy soil,silty clay loam,39.9,26.9,41,5.3,172.5,60,112.5,7503,,
LR-SC,LRSC1006,2010,江西省,Jiangxi,8657992,26.673864,31.652273,23.257955,2347.3,1467.3,259.2,515.9,1374.1,水稻土,Paddy soil,loam,77.9,29.3,252,5.9,172.5,60,112.5,7324.5,,
LR-SC,LRSC1007,2007,江西省,Jiangxi,8657992,25.306897,30.965517,21.675862,2201.7,1331.7,248.3,447.2,1217.83,水稻土,Paddy soil,silty clay loam,34.3,15.7,60,5,172.5,60,112.5,7560,,
LR-SC,LRSC1008,2009,江西省,Jiangxi,8657992,27.2,32.777647,23.252941,2312,1462,125.8,597.1,1468.48,水稻土,Paddy soil,loam,55.6,7.8,54,5.5,172.5,60,112.5,6669,,
LR-SC,LRSC1009,2008,江西省,Jiangxi,8657995,27.518391,32.931034,23.734483,2394.1,1524.1,175.5,471.2,1289.83,水稻土,Paddy soil,silty clay loam,34.7,18,107,5.2,165,82.5,195,6975,,
LR-SC,LRSC1010,2009,江西省,Jiangxi,8657995,27.542391,33.195652,23.65,2533.9,1613.9,271.2,619.1,1549.51,水稻土,Paddy soil,silty clay loam,32,77.7,130,5.6,141,82.5,102,5340,,
LR-SC,LRSC1011,2010,江西省,Jiangxi,8657995,26.026531,31.014286,22.573469,2550.6,1570.6,139.2,511.4,1408.85,水稻土,Paddy soil,silty clay loam,17.6,20.8,66,5.2,141,82.5,102,7170,,
LR-SC,LRSC1012,2008,江西省,Jiangxi,8657995,27.475281,32.922472,23.658427,2445.3,1555.3,175.5,487.8,1323.19,水稻土,Paddy soil,clay loam,21,28.4,85,5.3,165,82.5,195,7650,,
LR-SC,LRSC1013,2008,江西省,Jiangxi,8657995,27.466667,32.913333,23.646667,2472,1572,175.5,496.3,1340.03,水稻土,Paddy soil,clay loam,36.2,19.2,96,6.1,141,82.5,102,6630,,
LR-SC,LRSC1014,2009,江西省,Jiangxi,8657995,28.947312,34.564516,25.18172,2692.1,1762.1,505,638.6,1658.35,水稻土,Paddy soil,sandy loam,30.2,26.1,46,5.1,141,82.5,102,8505,,
LR-SC,LRSC1015,2008,江西省,Jiangxi,8657995,27.705556,33.101111,23.904444,2493.5,1593.5,175.5,490.5,1349.47,水稻土,Paddy soil,silty clay loam,25.8,50.9,129,4.7,141,82.5,102,7020,,
LR-SC,LRSC1016,2008,江西省,Jiangxi,8657995,27.050649,32.357143,23.281818,2082.9,1312.9,81.9,415.4,1110.84,水稻土,Paddy soil,silty clay loam,27.9,30.9,116,5.4,141,82.5,102,6345,,
LR-SC,LRSC1017,2009,江西省,Jiangxi,8657995,27.447826,33.127174,23.522826,2525.2,1605.2,269.5,622.8,1550.93,水稻土,Paddy soil,silty clay loam,25.3,31.2,259,4.8,141,82.5,102,7590,,
LR-SC,LRSC1018,2008,江西省,Jiangxi,8659092,26.162651,31.771084,22.475904,2171.5,1341.5,241.7,469.956,1248.18,水稻土,Paddy soil,sandy loam,36.9,13.5,57,5,150,48,108,6232.5,,
LR-SC,LRSC1019,2008,江西省,Jiangxi,8659092,26.218367,31.863265,22.486735,2569.4,1589.4,317.4,556.056,1484.69,水稻土,Paddy soil,sandy loam,26.7,7.7,85,5.3,150,48,108,5499,,
LR-SC,LRSC1020,2009,江西省,Jiangxi,8659092,26.789157,32.248193,23.031325,2223.5,1393.5,162.7,431.8,1195.76,水稻土,Paddy soil,sandy loam,39.9,10.1,70,4.9,135.15,64.8,90,6232.5,,
LR-SC,LRSC1021,2009,江西省,Jiangxi,8659092,26.519048,32.036905,22.719048,2227.6,1387.6,162.7,440.7,1204.65,水稻土,Paddy soil,sandy loam,31.2,9.1,55,5.9,142.5,78,102.15,5499,,
LR-SC,LRSC1022,2008,江西省,Jiangxi,8659092,26.225,31.869565,22.530435,2412.7,1492.7,311.9,514.656,1381.48,水稻土,Paddy soil,sandy loam,42.2,10.9,35,5.5,150,48,108,6837,,
LR-SC,LRSC1023,2008,江西省,Jiangxi,8659092,25.686517,31.268539,21.975281,2286.1,1396.1,234.8,478.856,1277.3,水稻土,Paddy soil,sandy loam,38,13.3,60,4.7,150,48,108,7254,,
LR-SC,LRSC1024,2009,江西省,Jiangxi,8659092,26.820652,32.318478,23.053261,2467.5,1547.5,178.6,491.5,1349.34,水稻土,Paddy soil,sandy loam,13.6,36.8,48,5.7,135.9,70.2,92.7,6837,,
LR-SC,LRSC1025,2008,江西省,Jiangxi,8659092,26.15679,31.748148,22.445679,2118.7,1308.7,234.8,455.956,1211.08,水稻土,Paddy soil,sandy loam,39.2,22.7,85,4.9,150,48,108,7170,,
LR-SC,LRSC1026,2009,江西省,Jiangxi,8659092,26.701235,32.134568,22.982716,2162.8,1352.8,162.7,413.8,1152.06,水稻土,Paddy soil,sandy loam,21.7,9.1,45,5,138,63.15,99.75,7179,,
LR-SC,LRSC1027,2009,江西省,Jiangxi,8659092,26.138202,31.886517,22.188764,2326.3,1436.3,159.4,484.2,1285.53,水稻土,Paddy soil,silty clay loam,12.9,10.8,41,5,135.9,70.2,91.5,7254,,
LR-SC,LRSC1028,2010,江西省,Jiangxi,8659091,26.047059,31.464706,22.823529,2214,1364,370.5,410.4,1192.24,水稻土,Paddy soil,silty clay loam,27.5,29.1,116,5.3,135,60,105,7869,,
LR-SC,LRSC1029,2010,江西省,Jiangxi,8659091,26.15914,31.604301,22.932258,2432.8,1502.8,396.1,442.9,1302.82,水稻土,Paddy soil,silty clay loam,33.5,30.4,207,5.4,135,60,105,7747.5,,
LR-SC,LRSC1030,2008,江西省,Jiangxi,8659093,25.885,31.193,22.432,2588.5,1588.5,322.8,525.3,1454,水稻土,Paddy soil,loamy sand,45.5,23.6,89,5,157.5,90,135,6250.5,,
LR-SC,LRSC1031,2009,江西省,Jiangxi,8659093,26.529703,31.989109,22.909901,2679.5,1669.5,225.6,626.8,1622.19,水稻土,Paddy soil,loamy sand,42.3,21.4,71,5,157.5,90,135,5719.5,,
LR-SC,LRSC1032,2008,江西省,Jiangxi,8659093,26.114737,31.457895,22.626316,2480.9,1530.9,322.8,508.8,1406.11,水稻土,Paddy soil,loamy sand,57,19.4,115,4.9,157.5,90,135,6799.5,,
LR-SC,LRSC1033,2008,江西省,Jiangxi,8659093,26.030928,31.343299,22.575258,2525,1555,322.8,508.8,1416.27,水稻土,Paddy soil,loamy sand,35.6,28.5,77,5,157.5,90,135,6247.5,,
LR-SC,LRSC1034,2010,江西省,Jiangxi,8659093,25.462376,30.59802,22.304951,2571.7,1561.7,408.8,532.3,1476.78,水稻土,Paddy soil,loamy sand,47.7,28,90,5,157.5,90,135,5803.5,,
LR-SC,LRSC1035,2008,江西省,Jiangxi,8659093,25.954082,31.278571,22.469388,2543.5,1563.5,322.4,518.5,1431.01,水稻土,Paddy soil,loamy sand,37.6,17.2,90,4.7,157.5,90,135,6817.5,,
LR-SC,LRSC1036,2009,江西省,Jiangxi,8659093,26.544898,31.997959,22.936735,2601.4,1621.4,197.3,607.2,1572.98,水稻土,Paddy soil,loamy sand,36.9,23,63,5.2,157.5,90,135,6228,,
LR-SC,LRSC1037,2008,江西省,Jiangxi,8659093,26.194505,31.489011,22.735165,2383.7,1473.7,322.8,483.8,1350.32,水稻土,Paddy soil,loamy sand,46,25,112,5.4,157.5,90,135,5815.5,,
LR-SC,LRSC1038,2010,江西省,Jiangxi,8659093,25.929703,31.093069,22.722772,2618.9,1608.9,408.8,536.6,1496.8,水稻土,Paddy soil,loamy sand,49.5,17.9,39,4.6,157.5,90,135,6774,,
LR-SC,LRSC1039,2008,江西省,Jiangxi,8658905,28.682759,33.791954,24.891954,2495.4,1625.4,360.4,611,1535.2,水稻土,Paddy soil,clay,22.3,20.1,84,5.3,135,60,135,6300,,
LR-SC,LRSC1040,2009,江西省,Jiangxi,8658905,28.414433,33.689691,24.562887,2756.2,1786.2,203.1,668.5,1666.86,水稻土,Paddy soil,sandy loam,25,18.7,86,5.1,105,45,105,7335,,
LR-SC,LRSC1041,2006,江西省,Jiangxi,8658905,27.13863636,32.33295455,23.29886364,2388.2,1508.2,256.6,574.1,1472.83,水稻土,Paddy soil,loam,31,10.7,123,5.5,135,60,135,6465,,
LR-SC,LRSC1042,2008,江西省,Jiangxi,8658905,28.289011,33.350549,24.558242,2574.3,1664.3,360.4,618.1,1557.46,水稻土,Paddy soil,sandy loam,29.1,7.5,78,4.7,135,60,135,7560,,
