Sort,Crop,NO,Year,Province,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk
306,ER-SC,ERSC0306,2010,ERSC04,medium_maturity,26.69285714,30.65612245,23.92346939,2615.9,1635.9,912.2,401.9,1361.03,Paddy soils,,31.5 ,27.1 ,143.0 ,5.1 ,240 ,75 ,240 ,4581 ,6738 
307,ER-SC,ERSC0307,2008,ERSC04,late_maturity,26.25505618,30.31235955,23.5247191,2336.7,1446.7,865.1,352.7,1219.74,Paddy soils,,41.3,25.7,61,6.7,150,60,120,5553,7309.5
308,ER-SC,ERSC0308,2008,ERSC04,late_maturity,26.25505618,30.31235955,23.5247191,2336.7,1446.7,865.1,352.7,1219.74,Paddy soils,,37,30.2,60,5.9,150,60,120,5430,6579
309,ER-SC,ERSC0309,2008,ERSC04,late_maturity,26.25505618,30.31235955,23.5247191,2336.7,1446.7,865.1,352.7,1219.74,Paddy soils,,28.1,7.7,44,5.2,195,75,150,5616,7863
310,ER-SC,ERSC0310,2008,ERSC04,late_maturity,26.25505618,30.31235955,23.5247191,2336.7,1446.7,865.1,352.7,1219.74,Paddy soils,,50.5,10,56,5.2,195,75,150,5317.5,7663.5
311,ER-SC,ERSC0311,2007,ERSC04,late_maturity,27.26860465,31.5244186,24.15,2345.1,1485.1,545.9,494.2,1431.48,Paddy soils,,45.2,22.6,117,5.5,195,75,150,5700,6400.5
312,ER-SC,ERSC0312,2007,ERSC04,late_maturity,27.26860465,31.5244186,24.15,2345.1,1485.1,545.9,494.2,1431.48,Paddy soils,,37,32,67,5,195,75,150,6574.5,7174.5
313,ER-SC,ERSC0313,2007,ERSC04,medium_maturity,27.26860465,31.5244186,24.15,2345.1,1485.1,545.9,494.2,1431.48,Paddy soils,,20.1 ,37.2 ,40.0 ,5.2 ,195 ,75 ,150 ,5400 ,7301 
314,ER-SC,ERSC0314,2007,ERSC04,medium_maturity,27.26860465,31.5244186,24.15,2345.1,1485.1,545.9,494.2,1431.48,Paddy soils,,31.2 ,5.9 ,48.0 ,5.2 ,195 ,75 ,150 ,4334 ,6776 
315,ER-SC,ERSC0315,2008,ERSC04,late_maturity,26.25505618,30.31235955,23.5247191,2336.7,1446.7,865.1,352.7,1219.74,Paddy soils,,36.6,31.8,47,5,240,120,270,4480.5,7213.5
316,ER-SC,ERSC0316,2007,ERSC04,late_maturity,27.26860465,31.5244186,24.15,2345.1,1485.1,545.9,494.2,1431.48,Paddy soils,,36.7,5.6,125,5.1,150,60,120,6424.5,7225.5
317,ER-SC,ERSC0317,2007,ERSC04,late_maturity,27.26860465,31.5244186,24.15,2345.1,1485.1,545.9,494.2,1431.48,Paddy soils,,27,16.6,29,5.2,150,60,120,3841.5,6049.5
318,ER-SC,ERSC0318,2008,ERSC04,late_maturity,26.25505618,30.31235955,23.5247191,2336.7,1446.7,865.1,352.7,1219.74,Paddy soils,,29.1,59.8,63,5.1,210,120,270,6508.5,7579.5
319,ER-SC,ERSC0319,2007,ERSC04,late_maturity,25.53301887,30.06132075,22.46132075,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,39.1,63.59,105,5.4,195,75,150,3810,7791
320,ER-SC,ERSC0320,2007,ERSC04,late_maturity,25.53301887,30.06132075,22.46132075,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,25.9,28.44,98.01,5.23,150,60,120,3289.5,6796.5
321,ER-SC,ERSC0321,2007,ERSC04,late_maturity,25.53301887,30.06132075,22.46132075,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,18.9,31.22,61,5.53,120,45,90,2781,4794
322,ER-SC,ERSC0322,2010,ERSC04,late_maturity,25.55576923,29.56442308,22.86057692,2657.8,1617.8,1133.7,476.7,1524.42,Paddy soils,,35.2682,20.84973,153.6885734,5.32,195,60,150,5202,7777.5
323,ER-SC,ERSC0323,2007,ERSC04,late_maturity,25.53301887,30.06132075,22.46132075,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,25.6,14.08,104,5.25,150,60,120,2797.5,5926.5
324,ER-SC,ERSC0324,2007,ERSC04,late_maturity,25.53301887,30.06132075,22.46132075,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,17.5,14.1,60,5.68,120,45,90,2815.5,5109
325,ER-SC,ERSC0325,2008,ERSC04,late_maturity,25.197,29.25,22.682,2519.7,1519.7,1060,397.4,1365.05,Paddy soils,,19.8,36.11393693,56,5.02,120,45,90,4392,6613.5
326,ER-SC,ERSC0326,2008,ERSC04,late_maturity,25.197,29.25,22.682,2519.7,1519.7,1060,397.4,1365.05,Paddy soils,,29.6,65.31115219,74,4.92,150,60,120,4945.5,6922.5
327,ER-SC,ERSC0327,2008,ERSC04,medium_maturity,25.197,29.25,22.682,2519.7,1519.7,1060,397.4,1365.05,Paddy soils,,35.6 ,43.8 ,68.0 ,5.1 ,195 ,75 ,150 ,5444 ,7751 
328,ER-SC,ERSC0328,2009,ERSC04,late_maturity,25.82090909,30.39636364,22.85727273,2840.3,1740.3,1044,587.6,1748.56,Paddy soils,,29.44112,36.02496,69,5.41,150,52.5,120,4929,7132.5
329,ER-SC,ERSC0329,2010,ERSC04,late_maturity,25.55576923,29.56442308,22.86057692,2657.8,1617.8,1133.7,476.7,1524.42,Paddy soils,,27.8,17.10033,100,5.25,150,52.5,120,5028,7062
330,ER-SC,ERSC0330,2010,ERSC04,late_maturity,25.55576923,29.56442308,22.86057692,2657.8,1617.8,1133.7,476.7,1524.42,Paddy soils,,28.6,57.409,71,5.66,150,52.5,120,4953,7084.5
331,ER-SC,ERSC0331,2008,ERSC04,late_maturity,25.197,29.25,22.682,2519.7,1519.7,1060,397.4,1365.05,Paddy soils,,32.09900588,67.45790221,109,6.19,195,75,150,5574,6679.5
332,ER-SC,ERSC0332,2008,ERSC04,late_maturity,25.197,29.25,22.682,2519.7,1519.7,1060,397.4,1365.05,Paddy soils,,28.6,74.78632479,100,6.45,150,60,120,5341.5,7159.5
333,ER-SC,ERSC0333,2007,ERSC04,late_maturity,25.53301887,30.06132075,22.46132075,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,44.7,20.22,112,5.44,195,75,150,3726,7824
334,ER-SC,ERSC0334,2007,ERSC04,late_maturity,25.53301887,30.06132075,22.46132075,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,26.5,16.84,72.62,5.1,150,60,120,3183,6453
335,ER-SC,ERSC0335,2008,ERSC04,late_maturity,25.197,29.25,22.682,2519.7,1519.7,1060,397.4,1365.05,Paddy soils,,38.64484045,19.68503937,132,5.09,195,75,150,5481,6267
336,ER-SC,ERSC0336,2008,ERSC04,late_maturity,25.197,29.25,22.682,2519.7,1519.7,1060,397.4,1365.05,Paddy soils,,25.3,22.06531333,86,5.01,150,60,120,4714.5,6525
337,ER-SC,ERSC0337,2009,ERSC04,medium_maturity,25.82090909,30.39636364,22.85727273,2840.3,1740.3,1044,587.6,1748.56,Paddy soils,,40.5 ,16.8 ,107.0 ,5.1 ,195 ,60 ,150 ,4178 ,7661 
338,ER-SC,ERSC0338,2007,ERSC04,late_maturity,25.53301887,30.06132075,22.46132075,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,25.2007,22.83492,102,4.88,150,60,120,4951.5,7087.5
339,ER-SC,ERSC0339,2007,ERSC04,late_maturity,25.53301887,30.06132075,22.46132075,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,25.27057,68.03615,38.1053595,5.2,120,45,90,3774,5553
340,ER-SC,ERSC0340,2010,ERSC04,late_maturity,25.55576923,29.56442308,22.86057692,2657.8,1617.8,1133.7,476.7,1524.42,Paddy soils,,24.03882,31.12719,65,5.13,150,52.5,120,4825.5,7023
341,ER-SC,ERSC0341,2006,ERSC04,late_maturity,25.98627451,30.3872549,23.03431373,2650.6,1630.6,1134.7,453.5,1473.94,Paddy soils,,29.3,20,38,6.5,150,52.5,108,4290,7395
342,ER-SC,ERSC0342,2007,ERSC04,late_maturity,25.53301887,30.06132075,22.46132075,2706.5,1646.9,453.9,634.5,1798.89,Paddy soils,,25.13,56.8,103,5.3,150,60,120,5634,8575.5
343,ER-SC,ERSC0343,2008,ERSC04,late_maturity,25.324,29.312,22.668,2532.4,1532.4,1444.8,264.2,1144.86,Paddy soils,,26.58449376,16.039735,43.729,5.5,219.7410987,120.0006,180.0009,6000,6499.5
344,ER-SC,ERSC0344,2006,ERSC04,late_maturity,25.98627451,30.3872549,23.03431373,2650.6,1630.6,1134.7,453.5,1473.94,Paddy soils,,28.54,13.5,49,6,195,60,135,4515,7380
345,ER-SC,ERSC0345,2007,ERSC04,late_maturity,25.5254717,29.95188679,22.34528302,2705.7,1645.7,434.3,558.6,1673.21,Paddy soils,,40.2,19.1,69,5.1,255,127.5,330,7048.5,9138
346,ER-SC,ERSC0346,2006,ERSC04,late_maturity,25.98627451,30.3872549,23.03431373,2650.6,1630.6,1134.7,453.5,1473.94,Paddy soils,,35.29,13.4,42,5.5,195,60,135,4365,7530
347,ER-SC,ERSC0347,2006,ERSC04,late_maturity,25.98627451,30.3872549,23.03431373,2650.6,1630.6,1134.7,453.5,1473.94,Paddy soils,,25.799,14,50,6.2,195,60,135,4590,7635
348,ER-SC,ERSC0348,2007,ERSC04,late_maturity,25.5254717,29.95188679,22.34528302,2705.7,1645.7,434.3,558.6,1673.21,Paddy soils,,35.28,13.3,41,5.5,195,75,150,5704.5,8625
349,ER-SC,ERSC0349,2007,ERSC04,early_maturity,25.5254717,29.95188679,22.34528302,2705.7,1645.7,434.3,558.6,1673.21,Paddy soils,,34.62,51.9,64,5.5,120,45,90,4846.5,7219.5
350,ER-SC,ERSC0350,2007,ERSC04,late_maturity,25.5254717,29.95188679,22.34528302,2705.7,1645.7,434.3,558.6,1673.21,Paddy soils,,13.01,61.5,22,5.7,120,45,90,4639.5,6558
351,ER-SC,ERSC0351,2007,ERSC04,late_maturity,25.5254717,29.95188679,22.34528302,2705.7,1645.7,434.3,558.6,1673.21,Paddy soils,,16.26,21.5,51,5.4,255,127.5,330,5905.5,8808
352,ER-SC,ERSC0352,2008,ERSC04,late_maturity,25.324,29.312,22.668,2532.4,1532.4,1444.8,264.2,1144.86,Paddy soils,,19.98,24.1,102,5.05,340.201701,59.400297,171.000855,4842,6283.5
353,ER-SC,ERSC0353,2007,ERSC04,early_maturity,25.5254717,29.95188679,22.34528302,2705.7,1645.7,434.3,558.6,1673.21,Paddy soils,,31.13,14.3,41,5.6,150,60,120,5508,7516.5
354,ER-SC,ERSC0354,2008,ERSC04,late_maturity,25.324,29.312,22.668,2532.4,1532.4,1444.8,264.2,1144.86,Paddy soils,,28.44,10.8,44,4.8,180.4770929,37.14304286,120.0006,4806,6244.5
355,ER-SC,ERSC0355,2007,ERSC04,late_maturity,25.5254717,29.95188679,22.34528302,2705.7,1645.7,434.3,558.6,1673.21,Paddy soils,,39.72,9.5,71,7,150,60,120,6517.5,7530
356,ER-SC,ERSC0356,2008,ERSC04,late_maturity,25.324,29.312,22.668,2532.4,1532.4,1444.8,264.2,1144.86,Paddy soils,,47.66,11.9,84,6.92,152.1307607,60.0003,120.0006,6399,7650
357,ER-SC,ERSC0357,2009,ERSC04,late_maturity,27.42941176,31.84607843,24.50196078,2797.8,1777.8,1006.2,519,1584.75,Paddy soils,,40.3,31.4,56,5.7,150,60,120,4945.5,6696
358,ER-SC,ERSC0358,2009,ERSC04,late_maturity,27.24166667,31.64259259,24.28888889,2942.1,1862.1,1034.2,539.5,1659.08,Paddy soils,,33.7,13.4,39,5.5,150,60,120,4827,7078.5
359,ER-SC,ERSC0359,2009,ERSC04,medium_maturity,26.44818182,30.79272727,23.52909091,2909.3,1809.3,1079.9,492.4,1590.87,Paddy soils,,43.2 ,36.0 ,114.0 ,5.3 ,195 ,75 ,150 ,4127 ,5673 
360,ER-SC,ERSC0360,2009,ERSC04,late_maturity,26.86759259,31.2212963,23.93333333,2901.7,1821.7,1042.9,512.6,1612.65,Paddy soils,,25.5,10.2,49,6.1,150,60,120,4087.5,5332.5
361,ER-SC,ERSC0361,2007,ERSC04,medium_maturity,26.4576087,30.34565217,23.50434783,2434.1,1514.1,1183.5,531.8,1533.07,Paddy soils,,39.9 ,13.8 ,65.2 ,5.7 ,165 ,63 ,126 ,3600 ,4200 
362,ER-SC,ERSC0362,2008,ERSC04,medium_maturity,26.12941176,29.74470588,23.39176471,2221,1371,1062.2,311.9,1122.1,Paddy soils,,34.2 ,13.4 ,85.0 ,4.6 ,165 ,63 ,126 ,3195 ,4740 
363,ER-SC,ERSC0363,2009,ERSC04,medium_maturity,25.92906977,29.45581395,23.45465116,2229.9,1369.9,1062.8,374.2,1226.78,Paddy soils,,32.4 ,10.0 ,56.0 ,4.6 ,120 ,45 ,90 ,5145 ,6960 
364,ER-SC,ERSC0364,2007,ERSC04,late_maturity,26.4576087,30.34565217,23.50434783,2434.1,1514.1,1183.5,531.8,1533.07,Paddy soils,,36.75,29.2,114.1,6.86,198,75,144,3483,4300.5
365,ER-SC,ERSC0365,2007,ERSC04,late_maturity,26.4576087,30.34565217,23.50434783,2434.1,1514.1,1183.5,531.8,1533.07,Paddy soils,,40.23,20.46,68.02,6.84,198,75,144,4600.5,5299.5
366,ER-SC,ERSC0366,2008,ERSC04,late_maturity,26.12941176,29.74470588,23.39176471,2221,1371,1062.2,311.9,1122.1,Paddy soils,,32.5,30.3,82,5.3,192,75,150,2616,5733
367,ER-SC,ERSC0367,2007,ERSC04,late_maturity,26.4576087,30.34565217,23.50434783,2434.1,1514.1,1183.5,531.8,1533.07,Paddy soils,,45.77,11.2,61.5,6.69,153,60,120,4350,6649.5
368,ER-SC,ERSC0368,2008,ERSC04,late_maturity,26.12941176,29.74470588,23.39176471,2221,1371,1062.2,311.9,1122.1,Paddy soils,,23.8,44.4,33,5,153,60,120,4450.5,5950.5
369,ER-SC,ERSC0369,2008,ERSC04,late_maturity,26.12941176,29.74470588,23.39176471,2221,1371,1062.2,311.9,1122.1,Paddy soils,,40.6,22.4,45.2,5.4,240,120,270,4245,6594
370,ER-SC,ERSC0370,2007,ERSC04,late_maturity,26.4576087,30.34565217,23.50434783,2434.1,1514.1,1183.5,531.8,1533.07,Paddy soils,,45.75,25.9,150.5,6.87,153,60,120,3984,4833
371,ER-SC,ERSC0371,2007,ERSC04,late_maturity,26.4576087,30.34565217,23.50434783,2434.1,1514.1,1183.5,531.8,1533.07,Paddy soils,,48.78,21.6,34.9,7,153,60,120,3949.5,5200.5
372,ER-SC,ERSC0372,2008,ERSC04,medium_maturity,26.12941176,29.74470588,23.39176471,2221,1371,1062.2,311.9,1122.1,Paddy soils,,17.9 ,77.4 ,45.0 ,5.2 ,246 ,120 ,270 ,4535 ,6810 
373,ER-SC,ERSC0373,2007,ERSC04,late_maturity,26.4576087,30.34565217,23.50434783,2434.1,1514.1,1183.5,531.8,1533.07,Paddy soils,,28.32,52.1,59.8,5.92,123,45,90,4063.5,4818
374,ER-SC,ERSC0374,2008,ERSC04,medium_maturity,26.12941176,29.74470588,23.39176471,2221,1371,1062.2,311.9,1122.1,Paddy soils,,35.2 ,18.4 ,125.0 ,5.5 ,243 ,120 ,270 ,2513 ,5675 
375,ER-SC,ERSC0375,2009,ERSC04,medium_maturity,25.92906977,29.45581395,23.45465116,2229.9,1369.9,1062.8,374.2,1226.78,Paddy soils,,27.7 ,18.3 ,78.0 ,4.6 ,207 ,90 ,210 ,3984 ,6186 
376,ER-SC,ERSC0376,2008,ERSC04,medium_maturity,25.34367816,30.00114943,22.40344828,2204.9,1334.9,1277.6,319.2,1152.7,Paddy soils,,34.1 ,37.5 ,74.0 ,5.9 ,150 ,60 ,120 ,5051 ,8001 
377,ER-SC,ERSC0377,2008,ERSC04,medium_maturity,25.34367816,30.00114943,22.40344828,2204.9,1334.9,1277.6,319.2,1152.7,Paddy soils,,38.6 ,24.7 ,66.7 ,5.6 ,225 ,105 ,225 ,5301 ,7650 
378,ER-SC,ERSC0378,2008,ERSC04,early_maturity,25.34367816,30.00114943,22.40344828,2204.9,1334.9,1277.6,319.2,1152.7,Paddy soils,,50.5,8.1,79,6.9,195,75,120,3400.5,6651
379,ER-SC,ERSC0379,2008,ERSC04,medium_maturity,25.34367816,30.00114943,22.40344828,2204.9,1334.9,1277.6,319.2,1152.7,Paddy soils,,47.5 ,6.3 ,61.0 ,6.7 ,150 ,60 ,120 ,3300 ,5217 
380,ER-SC,ERSC0380,2007,ERSC04,medium_maturity,25.8547619,30.93809524,22.42619048,2171.8,1331.8,742.5,399.4,1263.58,Paddy soils,,37.7 ,18.7 ,97.0 ,6.4 ,150 ,60 ,120 ,5093 ,7481 
381,ER-SC,ERSC0381,2008,ERSC04,late_maturity,24.82413793,29.54022989,21.75402299,2159.7,1289.7,910.9,321.1,1155.89,Paddy soils,,27.442,10.2,70,6.5,225,105,225,5334,9640.5
382,ER-SC,ERSC0382,2008,ERSC04,medium_maturity,24.82413793,29.54022989,21.75402299,2159.7,1289.7,910.9,321.1,1155.89,Paddy soils,,34.4 ,15.3 ,113.0 ,6.5 ,195 ,75 ,150 ,4868 ,7725 
383,ER-SC,ERSC0383,2008,ERSC04,medium_maturity,24.82413793,29.54022989,21.75402299,2159.7,1289.7,910.9,321.1,1155.89,Paddy soils,,28.0 ,37.2 ,81.0 ,6.7 ,150 ,60 ,120 ,4605 ,6936 
384,ER-SC,ERSC0384,2006,ERSC04,medium_maturity,25.18372093,29.74883721,21.96860465,2165.8,1305.8,1076.8,361.2,1215.04,Paddy soils,,35.6 ,11.4 ,61.0 ,5.7 ,180 ,60 ,135 ,3830 ,5355 
385,ER-SC,ERSC0385,2007,ERSC04,medium_maturity,25.93855422,31.00963855,22.53975904,2152.9,1322.9,742.5,396.3,1251.86,Paddy soils,,20.8 ,11.4 ,62.0 ,6.0 ,150 ,60 ,120 ,4227 ,5993 
386,ER-SC,ERSC0386,2007,ERSC04,late_maturity,25.93855422,31.00963855,22.53975904,2152.9,1322.9,742.5,396.3,1251.86,Paddy soils,,32.921,11.4,67,5.8,165,60,135,4650,7095
387,ER-SC,ERSC0387,2007,ERSC04,early_maturity,25.93855422,31.00963855,22.53975904,2152.9,1322.9,742.5,396.3,1251.86,Paddy soils,,50.294,22,135,5.9,150,60,120,4557,7216.5
388,ER-SC,ERSC0388,2007,ERSC04,early_maturity,25.93855422,31.00963855,22.53975904,2152.9,1322.9,742.5,396.3,1251.86,Paddy soils,,48.461,27.5,116,6,120,45,90,4921.5,7242
389,ER-SC,ERSC0389,2006,ERSC04,medium_maturity,25.18372093,29.74883721,21.96860465,2165.8,1305.8,1076.8,361.2,1215.04,Paddy soils,,37.8 ,6.8 ,66.0 ,5.8 ,180 ,60 ,135 ,5018 ,6908 
390,ER-SC,ERSC0390,2008,ERSC04,late_maturity,24.82413793,29.54022989,21.75402299,2159.7,1289.7,910.9,321.1,1155.89,Paddy soils,,59.54,9,43.648,6.77,120,45,90,5746.5,9199.5
391,ER-SC,ERSC0391,2009,ERSC04,late_maturity,23.792,28.686,20.519,2379.2,1379.2,667,501.9,1544.6,Paddy soils,,54.5,22.8,62.7885,5.27,195,60,150,6858,8982
392,ER-SC,ERSC0392,2009,ERSC04,late_maturity,23.792,28.686,20.519,2379.2,1379.2,667,501.9,1544.6,Paddy soils,,38.46,28.2,23.1925,5.47,131.1,72,157.5,4531.5,7837.5
393,ER-SC,ERSC0393,2008,ERSC04,medium_maturity,24.93163265,29.50204082,21.9744898,2443.3,1463.3,1277.4,323.9,1237.24,Paddy soils,,53.4 ,26.7 ,151.0 ,5.2 ,150 ,60 ,120 ,5100 ,8207 
394,ER-SC,ERSC0394,2009,ERSC04,medium_maturity,25.4626506,30.25662651,22.34096386,2113.4,1283.4,1011.7,319.7,1125.18,Paddy soils,,33.2 ,13.8 ,50.0 ,4.6 ,120 ,45 ,90 ,3800 ,7050 
395,ER-SC,ERSC0395,2010,ERSC04,medium_maturity,26.07977528,30.31910112,23.03595506,2321.1,1431.1,753.1,271.1,1087.38,Paddy soils,,22.5 ,2.5 ,60.0 ,6.5 ,195 ,75 ,150 ,5423 ,8319 
396,ER-SC,ERSC0396,2008,ERSC04,medium_maturity,26.07555556,30.83444444,22.97666667,2346.8,1446.8,741.3,341.2,1210.44,Paddy soils,,14.2 ,13.0 ,46.0 ,5.5 ,150 ,60 ,120 ,3222 ,6404 
397,ER-SC,ERSC0397,2008,ERSC04,medium_maturity,25.93913043,30.73695652,22.825,2386.4,1466.4,761,349.6,1238.26,Paddy soils,,32.4 ,5.0 ,25.0 ,6.1 ,150 ,60 ,120 ,3222 ,6402 
398,ER-SC,ERSC0398,2008,ERSC04,medium_maturity,25.65730337,30.41573034,22.6258427,2283.5,1393.5,762.3,316.1,1161.62,Paddy soils,,11.7 ,5.0 ,27.0 ,5.7 ,195 ,75 ,150 ,5024 ,8072 
399,ER-SC,ERSC0399,2009,ERSC04,medium_maturity,26.54698795,31.39518072,23.14819277,2203.4,1373.4,465.7,364.7,1199.27,Paddy soils,,14.4 ,30.6 ,35.0 ,4.4 ,195 ,150 ,300 ,4200 ,8201 
400,ER-SC,ERSC0400,2008,ERSC04,late_maturity,26.33186813,31.13626374,23.26483516,2396.2,1486.2,956.2,428.1,1359.68,Paddy soils,,25.6,37.4,66,5.4,150,60,120,3915,6850.5
401,ER-SC,ERSC0401,2009,ERSC04,late_maturity,26.86893204,31.51359223,23.50485437,2767.5,1737.5,685.6,511.5,1581.51,Paddy soils,,41.9,38.8,46,7.1,195,75,150,4737,8034
402,ER-SC,ERSC0402,2009,ERSC04,medium_maturity,26.94587156,31.6559633,23.60825688,2937.1,1847.1,719.9,546.7,1680.6,Paddy soils,,31.3 ,29.5 ,23.0 ,6.4 ,195 ,75 ,150 ,4043 ,7065 
403,ER-SC,ERSC0403,2008,ERSC04,late_maturity,25.76304348,30.43913043,22.73695652,2370.2,1450.2,937.4,402.2,1324.47,Paddy soils,,43.6,9.1,66,5.4,195,75,150,4273.5,7440
404,ER-SC,ERSC0404,2009,ERSC04,medium_maturity,26.35408163,31.01632653,22.96122449,2582.7,1602.7,670,478,1491.61,Paddy soils,,43.3 ,9.1 ,82.0 ,5.7 ,210 ,90 ,210 ,5250 ,8705 
405,ER-SC,ERSC0405,2008,ERSC04,medium_maturity,25.717,30.461,22.648,2571.7,1571.7,1014.8,443.8,1449.18,Paddy soils,,36.6 ,41.5 ,36.0 ,5.2 ,150 ,60 ,120 ,3260 ,6803 
406,ER-SC,ERSC0406,2009,ERSC04,late_maturity,26.36630435,31.0076087,23.0076087,2425.7,1505.7,662.2,438.3,1383.88,Paddy soils,,45.1,27.7,59,5.9,225,105,225,4080,8091
407,ER-SC,ERSC0407,2010,ERSC04,medium_maturity,26.606,30.733,23.717,2660.6,1660.6,817,399.5,1375.87,Paddy soils,,25.6 ,29.5 ,99.6 ,5.7 ,195 ,75 ,150 ,3866 ,7532 
408,ER-SC,ERSC0408,2006,ERSC04,late_maturity,26.784,31.431,23.819,2678.4,1678.4,908.9,459.8,1475.44,Paddy soils,,18,34.7,165.6,5.82,120,45,90,3600,6022.5
409,ER-SC,ERSC0409,2009,ERSC04,medium_maturity,27.10510204,31.79081633,23.76530612,2656.3,1676.3,638.5,492.1,1514.72,Paddy soils,,15.7 ,14.6 ,45.3 ,5.5 ,120 ,45 ,90 ,5132 ,8316 
410,ER-SC,ERSC0410,2006,ERSC04,late_maturity,26.784,31.431,23.819,2678.4,1678.4,908.9,459.8,1475.44,Paddy soils,,21.2,28.7,92.3,5.26,150,60,120,4647,8953.5
411,ER-SC,ERSC0411,2010,ERSC04,medium_maturity,26.606,30.733,23.717,2660.6,1660.6,817,399.5,1375.87,Paddy soils,,18.5 ,17.4 ,47.1 ,5.2 ,150 ,60 ,120 ,3996 ,7704 
412,ER-SC,ERSC0412,2006,ERSC04,late_maturity,26.784,31.431,23.819,2678.4,1678.4,908.9,459.8,1475.44,Paddy soils,,12,33.2,94,4.52,225,105,225,4432.5,7416
413,ER-SC,ERSC0413,2010,ERSC04,late_maturity,26.606,30.733,23.717,2660.6,1660.6,817,399.5,1375.87,Paddy soils,,22.32,17.52,33.6,5.55,240,120,270,4539,9354
414,ER-SC,ERSC0414,2008,ERSC04,late_maturity,26.574,31.187,23.515,2657.4,1657.4,900.7,457.2,1471.21,Paddy soils,,12.1,17.5,38.5,5.23,195,75,150,5733,7875
415,ER-SC,ERSC0415,2009,ERSC04,late_maturity,26.62115385,31.77019231,23.45480769,2768.6,1728.6,900.9,594.5,1723.59,Paddy soils,,21.5,34.5,40,5.6,225,105,225,4155,7845
416,ER-SC,ERSC0416,2010,ERSC04,late_maturity,25.87407407,30.35833333,22.61111111,2794.4,1714.4,916,531.823,1638.5,Paddy soils,,26.6,45.2,58,5.9,210,60,180,4995,6990
417,ER-SC,ERSC0417,2008,ERSC04,late_maturity,25.81188119,30.64158416,22.92475248,2607,1597,906,448.1,1460.94,Paddy soils,,26.3,45.2,58,5.9,124.2,67.2,90,3855,5895
418,ER-SC,ERSC0418,2010,ERSC04,late_maturity,25.85648148,30.34351852,22.56851852,2792.5,1712.5,914,533.123,1640.25,Paddy soils,,36.1,19.9,61,5.2,150,52.5,120,4902,7231.5
419,ER-SC,ERSC0419,2009,ERSC04,medium_maturity,26.31415094,31.46037736,23.12735849,2789.3,1729.3,900.4,592.2,1731.84,Paddy soils,,27.5 ,53.4 ,66.0 ,5.7 ,225 ,105 ,225 ,3833 ,6603 
420,ER-SC,ERSC0420,2008,ERSC04,late_maturity,26.26851852,30.75740741,23.35462963,2837,1757,1241.2,392.2,1420,Paddy soils,,19.5,41.4,70,6.6,120,30,112.5,7342.5,8139
421,ER-SC,ERSC0421,2006,ERSC04,medium_maturity,27.06086957,31.60326087,24.04021739,2489.6,1569.6,868.9,485.1,1460.43,Paddy soils,,29.0 ,67.2 ,25.0 ,7.4 ,180 ,60 ,135 ,3098 ,6440 
422,ER-SC,ERSC0422,2008,ERSC04,medium_maturity,26.79591837,31.30612245,23.90612245,2626,1646,1220.5,358.3,1294.29,Paddy soils,,18.7 ,57.7 ,30.0 ,6.3 ,210 ,60 ,150 ,5174 ,6051 
423,ER-SC,ERSC0423,2006,ERSC04,medium_maturity,26.162,30.956,22.855,2616.2,1616.2,1012,577.1,1665.5,Paddy soils,,18.9 ,16.5 ,29.0 ,8.0 ,180 ,60 ,135 ,3836 ,6828 
424,ER-SC,ERSC0424,2006,ERSC04,medium_maturity,25.63448276,30.12183908,22.67241379,2230.2,1360.2,769.3,392.8,1269.14,Paddy soils,,6.5 ,17.4 ,74.0 ,8.1 ,180 ,60 ,135 ,3743 ,6629 
425,ER-SC,ERSC0425,2006,ERSC04,medium_maturity,26.00560748,30.53457944,22.97476636,2782.6,1712.6,904.7,527.3,1631.8,Paddy soils,,18.0 ,19.0 ,67.0 ,7.8 ,180 ,60 ,135 ,3555 ,6416 
426,ER-SC,ERSC0426,2008,ERSC04,late_maturity,25.90744681,30.30638298,23.08829787,2435.3,1495.3,1235.1,319.8,1202.37,Paddy soils,,36.8,7.9,51,5.6,120,30,112.5,6582,7416
427,ER-SC,ERSC0427,2007,ERSC04,medium_maturity,27.39634146,32.12195122,24.21341463,2246.5,1426.5,718.5,519.5,1446.91,Paddy soils,,30.0 ,27.4 ,70.0 ,6.4 ,195 ,75 ,150 ,4836 ,7721 
428,ER-SC,ERSC0428,2008,ERSC04,medium_maturity,25.5,30.15531915,22.63085106,2397,1457,1063.3,409.8,1351,Paddy soils,,29.2 ,30.7 ,73.2 ,6.8 ,195 ,75 ,150 ,4644 ,7518 
