Sort,Crop,NO,Year,Province,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk
582,SR-YZB,SRYZB0582,2009,SRYZB05,medium_maturity,25.9 ,31.0 ,22.4 ,3027.7 ,1857.7 ,382.4 ,631.8 ,1840.3 ,Paddy soils,clay loam,48.5 ,15.7 ,114.0 ,8.1 ,195 ,90 ,90 ,4776 ,7343 
583,SR-YZB,SRYZB0583,2009,SRYZB05,medium_maturity,26.4 ,32.4 ,22.4 ,2769.7 ,1719.7 ,296.8 ,676.5 ,1810.4 ,Paddy soils,sandy loam,36.0 ,44.5 ,109.0 ,4.9 ,165 ,75 ,75 ,5336 ,7571 
584,SR-YZB,SRYZB0584,2009,SRYZB05,medium_maturity,26.4 ,32.4 ,22.4 ,2769.7 ,1719.7 ,296.8 ,676.5 ,1810.4 ,Paddy soils,sandy loam,27.0 ,13.0 ,52.0 ,5.7 ,165 ,75 ,75 ,5876 ,7778 
585,SR-YZB,SRYZB0585,2009,SRYZB05,medium_maturity,25.3 ,31.0 ,21.6 ,2635.5 ,1595.5 ,378.2 ,581.0 ,1694.0 ,Paddy soils,clay loam,24.0 ,12.7 ,97.0 ,4.4 ,165 ,75 ,75 ,5430 ,7776 
586,SR-YZB,SRYZB0586,2009,SRYZB05,medium_maturity,26.4 ,32.4 ,22.4 ,2769.7 ,1719.7 ,296.8 ,676.5 ,1810.4 ,Paddy soils,sandy clay loam,18.0 ,15.1 ,34.0 ,5.0 ,165 ,75 ,75 ,5576 ,6864 
587,SR-YZB,SRYZB0587,2009,SRYZB05,late_maturity,26.5 ,32.0 ,22.7 ,2492.2 ,1552.2 ,294.6 ,488.3 ,1460.3 ,Paddy soils,clay,20.5 ,22.5 ,32.0 ,6.2 ,165 ,75 ,75 ,6671 ,9380 
588,SR-YZB,SRYZB0588,2010,SRYZB05,medium_maturity,26.3 ,31.4 ,23.0 ,2607.4 ,1617.4 ,658.9 ,437.8 ,1400.9 ,Paddy soils,sandy loam,11.3 ,5.0 ,75.0 ,5.5 ,165 ,75 ,75 ,6521 ,9080 
589,SR-YZB,SRYZB0589,2010,SRYZB05,medium_maturity,25.6 ,31.6 ,22.2 ,2870.9 ,1750.9 ,924.1 ,560.4 ,1697.1 ,Paddy soils,sandy loam,33.7 ,8.9 ,72.0 ,4.9 ,165 ,75 ,75 ,4935 ,7140 
590,SR-YZB,SRYZB0590,2008,SRYZB05,medium_maturity,27.8 ,32.7 ,23.8 ,2471.1 ,1581.1 ,250.4 ,609.1 ,1587.9 ,Paddy soils,clay loam,46.6 ,13.5 ,108.0 ,6.2 ,195 ,90 ,225 ,6008 ,7974 
591,SR-YZB,SRYZB0591,2006,SRYZB05,medium_maturity,26.6 ,31.5 ,22.8 ,2712.2 ,1692.2 ,626.5 ,660.5 ,1812.6 ,Paddy soils,sandy loam,58.9 ,6.0 ,54.0 ,7.2 ,195 ,90 ,150 ,5337 ,8970 
592,SR-YZB,SRYZB0592,2006,SRYZB05,medium_maturity,26.5 ,31.4 ,22.7 ,2702.8 ,1682.8 ,635.5 ,654.7 ,1803.7 ,Paddy soils,clay loam,52.0 ,5.7 ,72.0 ,5.3 ,195 ,90 ,150 ,5112 ,9521 
593,SR-YZB,SRYZB0593,2008,SRYZB05,medium_maturity,27.8 ,32.8 ,23.8 ,2501.1 ,1601.1 ,250.4 ,619.3 ,1609.1 ,Paddy soils,sandy loam,38.7 ,8.5 ,78.0 ,5.8 ,195 ,90 ,225 ,5799 ,7707 
594,SR-YZB,SRYZB0594,2006,SRYZB05,medium_maturity,26.7 ,31.6 ,22.9 ,2723.8 ,1703.8 ,630.5 ,663.8 ,1817.4 ,Paddy soils,clay loam,38.7 ,5.7 ,81.0 ,5.3 ,195 ,90 ,150 ,4842 ,8672 
595,SR-YZB,SRYZB0595,2007,SRYZB05,medium_maturity,27.1 ,32.2 ,23.4 ,2896.2 ,1826.2 ,417.0 ,523.9 ,1577.9 ,Paddy soils,sandy loam,78.6 ,12.8 ,67.0 ,7.6 ,195 ,90 ,225 ,6113 ,8121 
596,SR-YZB,SRYZB0596,2007,SRYZB05,medium_maturity,27.1 ,32.3 ,23.4 ,2900.0 ,1830.0 ,410.3 ,534.4 ,1591.9 ,Paddy soils,sandy loam,52.3 ,10.6 ,82.0 ,5.7 ,195 ,90 ,225 ,5930 ,7896 
597,SR-YZB,SRYZB0597,2007,SRYZB05,medium_maturity,27.1 ,32.3 ,23.4 ,2904.3 ,1834.3 ,377.7 ,543.8 ,1604.1 ,Paddy soils,clay loam,38.6 ,8.5 ,54.0 ,5.4 ,195 ,90 ,225 ,5648 ,7556 
598,SR-YZB,SRYZB0598,2009,SRYZB05,medium_maturity,27.3 ,32.3 ,23.1 ,2862.0 ,1812.0 ,388.3 ,600.4 ,1704.3 ,Paddy soils,silty clay,37.0 ,8.0 ,73.0 ,5.3 ,165 ,75 ,75 ,6219 ,8871 
599,SR-YZB,SRYZB0599,2009,SRYZB05,medium_maturity,26.8 ,31.9 ,22.6 ,2949.8 ,1849.8 ,439.0 ,613.3 ,1768.4 ,Paddy soils,sandy loam,42.7 ,7.0 ,115.0 ,5.9 ,165 ,75 ,75 ,5916 ,8900 
600,SR-YZB,SRYZB0600,2009,SRYZB05,medium_maturity,27.3 ,32.3 ,23.1 ,2863.5 ,1813.5 ,388.3 ,593.0 ,1690.4 ,Paddy soils,sandy loam,46.3 ,7.4 ,65.0 ,5.7 ,165 ,75 ,75 ,6254 ,8754 
601,SR-YZB,SRYZB0601,2009,SRYZB05,medium_maturity,27.2 ,32.2 ,23.1 ,2885.5 ,1825.5 ,427.5 ,582.8 ,1678.1 ,Paddy soils,clay,49.5 ,8.4 ,79.0 ,5.3 ,165 ,75 ,75 ,5904 ,8811 
602,SR-YZB,SRYZB0602,2010,SRYZB05,early_maturity,27.0 ,32.1 ,23.4 ,2968.1 ,1868.1 ,598.8 ,588.1 ,1707.4 ,Paddy soils,sandy clay,34.4 ,17.5 ,149.0 ,5.3 ,165 ,90 ,90 ,5300 ,7385 
603,SR-YZB,SRYZB0603,2007,SRYZB05,late_maturity,26.7 ,31.7 ,23.5 ,2798.7 ,1748.7 ,623.9 ,485.5 ,1530.3 ,Paddy soils,sandy loam,45.7 ,57.6 ,86.0 ,5.6 ,150 ,75 ,90 ,4890 ,7740 
604,SR-YZB,SRYZB0604,2007,SRYZB05,late_maturity,26.8 ,31.8 ,23.6 ,2810.5 ,1760.5 ,634.3 ,493.4 ,1545.4 ,Paddy soils,sandy loam,49.9 ,6.8 ,47.0 ,5.9 ,150 ,75 ,90 ,4710 ,8025 
605,SR-YZB,SRYZB0605,2007,SRYZB05,late_maturity,26.7 ,31.8 ,23.5 ,2778.3 ,1738.3 ,619.9 ,485.5 ,1524.1 ,Paddy soils,sandy loam,41.0 ,7.6 ,160.0 ,5.4 ,150 ,75 ,90 ,3840 ,5760 
606,SR-YZB,SRYZB0606,2007,SRYZB05,late_maturity,26.7 ,31.8 ,23.5 ,2778.3 ,1738.3 ,619.9 ,485.5 ,1524.1 ,Paddy soils,loam,49.9 ,8.6 ,80.0 ,5.7 ,150 ,75 ,90 ,4875 ,8160 
607,SR-YZB,SRYZB0607,2007,SRYZB05,late_maturity,26.7 ,31.7 ,23.5 ,2798.7 ,1748.7 ,623.9 ,485.5 ,1530.3 ,Paddy soils,clay,39.8 ,9.6 ,40.0 ,7.5 ,150 ,75 ,90 ,4095 ,6105 
608,SR-YZB,SRYZB0608,2007,SRYZB05,late_maturity,26.8 ,31.9 ,23.5 ,2837.8 ,1777.8 ,634.3 ,500.6 ,1564.5 ,Paddy soils,clay loam,35.2 ,17.6 ,50.0 ,6.0 ,150 ,75 ,90 ,4965 ,7440 
609,SR-YZB,SRYZB0609,2007,SRYZB05,late_maturity,26.8 ,32.0 ,23.5 ,2896.0 ,1816.0 ,613.6 ,513.3 ,1601.8 ,Paddy soils,clay loam,33.9 ,14.2 ,115.0 ,5.1 ,150 ,75 ,90 ,4350 ,6075 
610,SR-YZB,SRYZB0610,2007,SRYZB05,late_maturity,26.9 ,32.0 ,23.6 ,2769.9 ,1739.9 ,589.8 ,493.4 ,1532.8 ,Paddy soils,clay loam,23.6 ,13.2 ,50.0 ,5.4 ,150 ,75 ,90 ,4665 ,6225 
611,SR-YZB,SRYZB0611,2007,SRYZB05,late_maturity,26.7 ,31.7 ,23.4 ,2906.0 ,1816.0 ,635.6 ,504.3 ,1591.4 ,Paddy soils,sandy loam,38.5 ,9.2 ,76.0 ,5.6 ,150 ,75 ,90 ,4335 ,7350 
612,SR-YZB,SRYZB0612,2009,SRYZB05,late_maturity,26.6 ,31.6 ,23.0 ,2851.5 ,1781.5 ,533.7 ,612.2 ,1757.3 ,Paddy soils,loam,26.0 ,5.2 ,50.0 ,6.6 ,135 ,54 ,68 ,6645 ,8040 
613,SR-YZB,SRYZB0613,2008,SRYZB05,medium_maturity,26.4 ,31.5 ,22.8 ,3190.4 ,1980.4 ,617.7 ,578.7 ,1795.4 ,Paddy soils,clay loam,45.2 ,38.5 ,80.0 ,5.1 ,150 ,78 ,75 ,6020 ,8382 
614,SR-YZB,SRYZB0614,2009,SRYZB05,late_maturity,26.7 ,31.7 ,23.1 ,2887.7 ,1807.7 ,533.7 ,616.6 ,1769.0 ,Paddy soils,clay,47.9 ,5.9 ,60.0 ,5.1 ,135 ,54 ,68 ,5828 ,8258 
615,SR-YZB,SRYZB0615,2009,SRYZB05,late_maturity,26.6 ,31.6 ,23.0 ,2902.1 ,1812.1 ,536.8 ,629.2 ,1798.4 ,Paddy soils,clay loam,36.5 ,11.4 ,50.0 ,5.1 ,135 ,54 ,68 ,6176 ,7928 
616,SR-YZB,SRYZB0616,2009,SRYZB05,late_maturity,26.9 ,32.0 ,23.3 ,2935.0 ,1845.0 ,506.3 ,627.6 ,1789.1 ,Paddy soils,sandy loam,42.3 ,16.2 ,50.0 ,6.2 ,150 ,54 ,68 ,6210 ,8130 
617,SR-YZB,SRYZB0617,2009,SRYZB05,late_maturity,27.3 ,32.5 ,23.6 ,3006.7 ,1906.7 ,513.0 ,646.0 ,1813.0 ,Paddy soils,loam,32.2 ,34.3 ,80.0 ,5.2 ,135 ,54 ,68 ,7125 ,7770 
618,SR-YZB,SRYZB0618,2008,SRYZB05,early_maturity,27.5 ,32.5 ,23.7 ,2668.0 ,1698.0 ,330.5 ,640.6 ,1743.1 ,Paddy soils,silty clay loam,27.5 ,5.6 ,79.0 ,5.3 ,180 ,75 ,105 ,5025 ,8088 
619,SR-YZB,SRYZB0619,2008,SRYZB05,early_maturity,27.5 ,32.5 ,23.7 ,2668.0 ,1698.0 ,330.5 ,640.6 ,1743.1 ,Paddy soils,silty clay loam,12.1 ,2.5 ,50.0 ,5.3 ,180 ,75 ,105 ,4815 ,7860 
620,SR-YZB,SRYZB0620,2008,SRYZB05,early_maturity,27.5 ,32.5 ,23.7 ,2668.0 ,1698.0 ,330.5 ,640.6 ,1743.1 ,Paddy soils,silty clay loam,40.5 ,12.3 ,96.0 ,5.3 ,150 ,75 ,113 ,5145 ,8175 
621,SR-YZB,SRYZB0621,2008,SRYZB05,medium_maturity,26.6 ,32.4 ,23.1 ,2608.2 ,1628.2 ,575.6 ,460.5 ,1415.7 ,Paddy soils,clay,31.1 ,14.6 ,52.0 ,4.7 ,165 ,75 ,75 ,6000 ,7404 
622,SR-YZB,SRYZB0622,2008,SRYZB05,medium_maturity,26.4 ,32.2 ,22.8 ,2955.6 ,1835.6 ,671.9 ,511.5 ,1607.1 ,Paddy soils,loamy sand,32.0 ,19.0 ,65.0 ,4.8 ,165 ,75 ,75 ,4403 ,8103 
623,SR-YZB,SRYZB0623,2009,SRYZB05,medium_maturity,27.1 ,33.5 ,23.1 ,2687.7 ,1697.7 ,343.1 ,664.8 ,1775.7 ,Paddy soils,clay loam,21.5 ,12.9 ,114.0 ,5.9 ,165 ,75 ,75 ,4002 ,7500 
624,SR-YZB,SRYZB0624,2009,SRYZB05,medium_maturity,27.1 ,33.5 ,23.1 ,2821.6 ,1781.6 ,343.1 ,699.0 ,1861.7 ,Paddy soils,clay,63.5 ,9.0 ,66.0 ,7.1 ,165 ,75 ,75 ,5700 ,8505 
625,SR-YZB,SRYZB0625,2008,SRYZB05,medium_maturity,26.1 ,31.9 ,22.5 ,2972.2 ,1832.2 ,789.0 ,478.2 ,1590.5 ,Paddy soils,loamy sand,21.6 ,39.1 ,34.0 ,4.9 ,165 ,75 ,75 ,7004 ,7304 
626,SR-YZB,SRYZB0626,2009,SRYZB05,medium_maturity,27.1 ,33.4 ,23.1 ,2844.8 ,1794.8 ,343.2 ,690.2 ,1852.1 ,Paddy soils,sand,27.4 ,20.2 ,67.0 ,5.1 ,165 ,75 ,75 ,5903 ,9105 
627,SR-YZB,SRYZB0627,2009,SRYZB05,medium_maturity,26.8 ,33.1 ,22.8 ,2897.1 ,1817.1 ,375.6 ,700.0 ,1894.5 ,Paddy soils,clay,50.9 ,4.9 ,86.0 ,5.5 ,165 ,75 ,75 ,6203 ,10005 
628,SR-YZB,SRYZB0628,2010,SRYZB05,medium_maturity,27.0 ,32.3 ,23.3 ,2938.2 ,1848.2 ,520.8 ,634.8 ,1785.6 ,Paddy soils,loam,29.0 ,18.5 ,90.0 ,4.8 ,240 ,113 ,150 ,6670 ,9588 
629,SR-YZB,SRYZB0629,2007,SRYZB05,medium_maturity,26.3 ,31.4 ,22.4 ,2971.9 ,1841.9 ,578.4 ,544.9 ,1696.9 ,Paddy soils,loam,45.7 ,68.5 ,42.0 ,4.9 ,83 ,38 ,38 ,6800 ,7620 
630,SR-YZB,SRYZB0630,2007,SRYZB05,medium_maturity,26.3 ,31.4 ,22.4 ,2971.9 ,1841.9 ,578.4 ,544.9 ,1696.9 ,Purplish soils,loam,40.0 ,43.8 ,235.0 ,5.8 ,83 ,38 ,38 ,7646 ,8871 
631,SR-YZB,SRYZB0631,2007,SRYZB05,medium_maturity,26.3 ,31.4 ,22.5 ,2920.4 ,1810.4 ,568.0 ,534.2 ,1666.7 ,Paddy soils,clay loam,27.8 ,9.4 ,68.0 ,5.6 ,83 ,38 ,38 ,7697 ,8505 
632,SR-YZB,SRYZB0632,2007,SRYZB05,medium_maturity,26.3 ,31.2 ,22.5 ,2945.6 ,1825.6 ,582.5 ,528.0 ,1659.7 ,Paddy soils,loam,22.3 ,19.4 ,81.0 ,5.6 ,83 ,38 ,38 ,6833 ,7974 
633,SR-YZB,SRYZB0633,2007,SRYZB05,medium_maturity,26.3 ,31.4 ,22.5 ,2920.4 ,1810.4 ,568.0 ,534.2 ,1666.7 ,Paddy soils,loam,32.5 ,48.8 ,73.0 ,5.7 ,83 ,38 ,38 ,6603 ,7932 
634,SR-YZB,SRYZB0634,2009,SRYZB05,medium_maturity,25.7 ,30.8 ,22.1 ,2901.9 ,1771.9 ,730.7 ,633.2 ,1840.4 ,Paddy soils,clay,38.8 ,3.5 ,149.0 ,5.3 ,83 ,38 ,38 ,8334 ,9126 
635,SR-YZB,SRYZB0635,2010,SRYZB05,medium_maturity,25.7 ,30.5 ,22.3 ,2985.1 ,1825.1 ,501.4 ,528.5 ,1685.8 ,Paddy soils,clay loam,30.1 ,11.5 ,65.0 ,4.8 ,83 ,38 ,38 ,5234 ,7001 
636,SR-YZB,SRYZB0636,2008,SRYZB05,medium_maturity,25.8 ,30.9 ,22.6 ,2577.2 ,1577.2 ,535.6 ,439.9 ,1430.9 ,Paddy soils,sandy loam,45.4 ,11.7 ,92.0 ,5.7 ,165 ,75 ,75 ,7505 ,9171 
637,SR-YZB,SRYZB0637,2009,SRYZB05,medium_maturity,26.1 ,31.8 ,22.6 ,2325.8 ,1435.8 ,356.7 ,586.9 ,1567.4 ,Paddy soils,sandy loam,33.8 ,74.2 ,69.0 ,5.1 ,138 ,90 ,225 ,6509 ,9068 
638,SR-YZB,SRYZB0638,2009,SRYZB05,medium_maturity,26.1 ,31.8 ,22.6 ,2325.6 ,1435.6 ,356.7 ,591.1 ,1577.4 ,Paddy soils,sandy loam,30.3 ,13.9 ,73.0 ,5.2 ,138 ,90 ,225 ,6375 ,8564 
639,SR-YZB,SRYZB0639,2009,SRYZB05,medium_maturity,26.1 ,31.8 ,22.6 ,2350.3 ,1450.3 ,356.7 ,599.4 ,1598.3 ,Paddy soils,sandy loam,36.6 ,29.4 ,139.0 ,5.2 ,138 ,90 ,225 ,6216 ,8787 
640,SR-YZB,SRYZB0640,2009,SRYZB05,medium_maturity,26.1 ,31.8 ,22.5 ,2376.1 ,1466.1 ,356.7 ,608.1 ,1618.3 ,Paddy soils,sandy loam,37.9 ,9.8 ,52.0 ,4.8 ,138 ,90 ,225 ,6038 ,8537 
641,SR-YZB,SRYZB0641,2009,SRYZB05,medium_maturity,26.0 ,31.7 ,22.5 ,2546.6 ,1566.6 ,646.9 ,630.1 ,1700.9 ,Paddy soils,clay loam,52.3 ,11.3 ,57.0 ,4.8 ,138 ,90 ,225 ,6189 ,8927 
642,SR-YZB,SRYZB0642,2009,SRYZB05,medium_maturity,26.0 ,31.7 ,22.4 ,2468.6 ,1518.6 ,420.8 ,618.0 ,1662.3 ,Paddy soils,sandy loam,33.4 ,10.0 ,79.0 ,4.9 ,138 ,90 ,225 ,6417 ,8420 
643,SR-YZB,SRYZB0643,2009,SRYZB05,medium_maturity,26.0 ,31.6 ,22.5 ,2519.2 ,1549.2 ,646.9 ,623.2 ,1684.0 ,Paddy soils,sandy loam,33.7 ,9.7 ,70.0 ,5.4 ,138 ,90 ,225 ,6884 ,8390 
644,SR-YZB,SRYZB0644,2009,SRYZB05,medium_maturity,26.0 ,31.6 ,22.5 ,2571.7 ,1581.7 ,647.1 ,630.1 ,1708.2 ,Paddy soils,sandy loam,31.3 ,6.8 ,136.0 ,6.0 ,138 ,90 ,225 ,6167 ,8304 
645,SR-YZB,SRYZB0645,2010,SRYZB05,medium_maturity,25.9 ,30.9 ,22.9 ,2540.4 ,1560.4 ,443.4 ,555.4 ,1589.7 ,Paddy soils,sandy loam,48.9 ,12.6 ,54.0 ,5.7 ,120 ,135 ,180 ,7001 ,9750 
646,SR-YZB,SRYZB0646,2010,SRYZB05,medium_maturity,25.9 ,30.9 ,22.9 ,2540.4 ,1560.4 ,443.4 ,555.4 ,1589.7 ,Paddy soils,sandy loam,34.7 ,16.0 ,37.0 ,4.5 ,120 ,135 ,180 ,6104 ,8726 
647,SR-YZB,SRYZB0647,2010,SRYZB05,medium_maturity,25.9 ,30.9 ,22.9 ,2540.4 ,1560.4 ,443.4 ,555.4 ,1589.7 ,Paddy soils,sandy loam,34.7 ,16.0 ,37.0 ,4.5 ,120 ,135 ,180 ,6713 ,9014 
648,SR-YZB,SRYZB0648,2010,SRYZB05,medium_maturity,25.9 ,30.9 ,22.9 ,2540.4 ,1560.4 ,443.4 ,555.4 ,1589.7 ,Paddy soils,sandy loam,50.4 ,21.6 ,62.0 ,5.2 ,120 ,135 ,180 ,5481 ,8124 
649,SR-YZB,SRYZB0649,2010,SRYZB05,medium_maturity,25.9 ,30.9 ,22.9 ,2540.4 ,1560.4 ,443.4 ,555.4 ,1589.7 ,Paddy soils,sandy loam,40.0 ,34.4 ,79.0 ,5.5 ,120 ,135 ,180 ,6905 ,9497 
650,SR-YZB,SRYZB0650,2010,SRYZB05,medium_maturity,25.9 ,30.9 ,22.9 ,2540.4 ,1560.4 ,443.4 ,555.4 ,1589.7 ,Paddy soils,sandy loam,40.0 ,34.4 ,79.0 ,5.5 ,120 ,135 ,180 ,6059 ,9588 
651,SR-YZB,SRYZB0651,2010,SRYZB05,medium_maturity,25.9 ,30.9 ,22.9 ,2540.4 ,1560.4 ,443.4 ,555.4 ,1589.7 ,Paddy soils,sandy loam,36.8 ,43.2 ,63.0 ,5.1 ,120 ,135 ,180 ,7295 ,9122 
652,SR-YZB,SRYZB0652,2007,SRYZB05,medium_maturity,26.1 ,31.2 ,22.8 ,2953.6 ,1823.6 ,788.1 ,570.1 ,1727.4 ,Paddy soils,clay loam,39.7 ,10.9 ,65.0 ,4.9 ,221 ,90 ,288 ,5835 ,9615 
653,SR-YZB,SRYZB0653,2007,SRYZB05,medium_maturity,26.3 ,31.2 ,23.0 ,2809.8 ,1739.8 ,690.5 ,553.4 ,1649.8 ,Paddy soils,clay loam,31.0 ,4.2 ,73.0 ,6.3 ,251 ,69 ,290 ,6090 ,9495 
654,SR-YZB,SRYZB0654,2009,SRYZB05,early_maturity,26.3 ,32.5 ,22.3 ,2607.0 ,1617.0 ,307.4 ,590.0 ,1656.4 ,Paddy soils,loam,31.0 ,14.8 ,138.0 ,6.4 ,165 ,75 ,75 ,5094 ,6666 
655,SR-YZB,SRYZB0655,2009,SRYZB05,early_maturity,26.3 ,32.5 ,22.3 ,2607.0 ,1617.0 ,307.4 ,590.0 ,1656.4 ,Paddy soils,loam,32.0 ,15.5 ,139.0 ,6.0 ,165 ,75 ,75 ,5202 ,6422 
656,SR-YZB,SRYZB0656,2009,SRYZB05,medium_maturity,26.2 ,32.4 ,22.2 ,2827.2 ,1747.2 ,309.0 ,630.0 ,1777.3 ,Paddy soils,sandy loam,32.4 ,5.6 ,96.0 ,6.3 ,165 ,75 ,75 ,6095 ,8513 
657,SR-YZB,SRYZB0657,2009,SRYZB05,medium_maturity,26.2 ,32.4 ,22.2 ,2827.2 ,1747.2 ,309.0 ,630.0 ,1777.3 ,Paddy soils,sandy loam,25.2 ,6.0 ,95.0 ,6.0 ,165 ,75 ,75 ,6722 ,8303 
658,SR-YZB,SRYZB0658,2009,SRYZB05,medium_maturity,26.2 ,32.4 ,22.2 ,2827.2 ,1747.2 ,309.0 ,630.0 ,1777.3 ,Paddy soils,sandy loam,32.1 ,5.1 ,99.0 ,5.9 ,165 ,75 ,75 ,6552 ,8493 
659,SR-YZB,SRYZB0659,2009,SRYZB05,medium_maturity,26.2 ,32.4 ,22.2 ,2827.2 ,1747.2 ,309.0 ,630.0 ,1777.3 ,Paddy soils,sandy loam,22.6 ,5.4 ,94.0 ,5.9 ,165 ,75 ,75 ,6795 ,8289 
660,SR-YZB,SRYZB0660,2008,SRYZB05,medium_maturity,26.3 ,31.4 ,22.3 ,2971.2 ,1841.2 ,497.8 ,435.1 ,1488.2 ,Paddy soils,sandy loam,38.8 ,5.6 ,54.0 ,7.9 ,195 ,90 ,225 ,9665 ,9999 
661,SR-YZB,SRYZB0661,2008,SRYZB05,medium_maturity,26.3 ,31.4 ,22.3 ,2971.2 ,1841.2 ,497.8 ,435.1 ,1488.2 ,Paddy soils,clay,27.2 ,4.6 ,101.0 ,6.3 ,195 ,90 ,225 ,7875 ,10278 
662,SR-YZB,SRYZB0662,2008,SRYZB05,medium_maturity,26.3 ,31.4 ,22.5 ,2763.0 ,1713.0 ,497.6 ,384.6 ,1358.0 ,Paddy soils,loam,38.4 ,5.7 ,44.0 ,7.8 ,195 ,90 ,225 ,7734 ,9335 
663,SR-YZB,SRYZB0663,2010,SRYZB05,early_maturity,25.4 ,30.4 ,22.3 ,2816.2 ,1706.2 ,1204.8 ,558.2 ,1701.0 ,Paddy soils,loam,34.7 ,8.0 ,47.0 ,4.4 ,165 ,75 ,75 ,4886 ,7527 
664,SR-YZB,SRYZB0664,2010,SRYZB05,early_maturity,25.3 ,30.3 ,22.2 ,2760.5 ,1670.5 ,1198.7 ,539.3 ,1659.8 ,Paddy soils,loam,33.0 ,29.8 ,152.0 ,5.1 ,165 ,75 ,75 ,4926 ,7578 
665,SR-YZB,SRYZB0665,2010,SRYZB05,early_maturity,25.5 ,30.5 ,22.4 ,2753.5 ,1673.5 ,1170.1 ,548.6 ,1664.9 ,Paddy soils,loam,22.0 ,9.7 ,76.0 ,5.8 ,165 ,75 ,75 ,5019 ,7662 
666,SR-YZB,SRYZB0666,2010,SRYZB05,early_maturity,25.3 ,30.3 ,22.2 ,2831.3 ,1711.3 ,1204.8 ,562.9 ,1717.0 ,Paddy soils,sandy loam,28.6 ,10.8 ,47.0 ,4.8 ,165 ,75 ,75 ,4980 ,7728 
667,SR-YZB,SRYZB0667,2009,SRYZB05,medium_maturity,28.8 ,33.2 ,25.4 ,3107.9 ,2027.9 ,370.3 ,790.3 ,1997.0 ,Paddy soils,loam,31.8 ,10.5 ,118.0 ,5.4 ,165 ,75 ,75 ,5973 ,8988 
668,SR-YZB,SRYZB0668,2009,SRYZB05,medium_maturity,28.5 ,32.9 ,25.1 ,3188.4 ,2068.4 ,370.4 ,804.6 ,2031.7 ,Paddy soils,sandy loam,34.5 ,13.2 ,152.0 ,5.6 ,165 ,75 ,75 ,6737 ,9945 
669,SR-YZB,SRYZB0669,2008,SRYZB05,medium_maturity,28.4 ,33.4 ,24.8 ,2868.4 ,1858.4 ,328.8 ,597.6 ,1652.1 ,Paddy soils,clay,26.8 ,3.2 ,73.0 ,7.5 ,135 ,72 ,68 ,4580 ,7104 
670,SR-YZB,SRYZB0670,2007,SRYZB05,medium_maturity,28.2 ,33.4 ,24.6 ,3014.5 ,1944.5 ,474.6 ,693.1 ,1850.2 ,Paddy soils,clay,24.4 ,5.3 ,61.0 ,7.7 ,135 ,72 ,68 ,4835 ,9020 
671,SR-YZB,SRYZB0671,2009,SRYZB05,medium_maturity,28.5 ,33.8 ,24.7 ,3277.0 ,2127.0 ,279.7 ,692.0 ,1891.0 ,Paddy soils,clay,34.2 ,6.6 ,62.0 ,5.1 ,165 ,75 ,75 ,6059 ,7808 
672,SR-YZB,SRYZB0672,2008,SRYZB05,medium_maturity,28.0 ,32.8 ,24.4 ,3274.3 ,2104.3 ,454.6 ,654.9 ,1869.7 ,Paddy soils,clay,32.0 ,5.6 ,69.0 ,5.2 ,135 ,72 ,68 ,5145 ,9078 
673,SR-YZB,SRYZB0673,2007,SRYZB05,medium_maturity,28.0 ,33.2 ,24.4 ,3110.4 ,2000.4 ,474.6 ,705.3 ,1893.6 ,Paddy soils,loamy sand,33.8 ,8.0 ,195.0 ,6.3 ,135 ,72 ,68 ,4028 ,7926 
674,SR-YZB,SRYZB0674,2008,SRYZB05,medium_maturity,28.1 ,32.9 ,24.6 ,2786.6 ,1796.6 ,458.3 ,523.4 ,1560.3 ,Paddy soils,clay,17.4 ,4.2 ,111.0 ,6.6 ,135 ,72 ,68 ,5103 ,7854 
675,SR-YZB,SRYZB0675,2006,SRYZB05,medium_maturity,27.5 ,31.9 ,24.2 ,3134.3 ,1994.3 ,551.1 ,616.5 ,1795.1 ,Paddy soils,clay loam,27.9 ,28.5 ,72.0 ,5.0 ,150 ,75 ,72 ,2918 ,5975 
676,SR-YZB,SRYZB0676,2006,SRYZB05,late_maturity,28.1 ,32.6 ,24.7 ,2863.0 ,1843.0 ,426.1 ,595.0 ,1675.7 ,Paddy soils,silty clay loam,38.1 ,9.6 ,58.0 ,5.1 ,165 ,75 ,75 ,7107 ,8795 
677,SR-YZB,SRYZB0677,2006,SRYZB05,medium_maturity,28.1 ,32.6 ,24.7 ,2863.0 ,1843.0 ,426.1 ,595.0 ,1675.7 ,Paddy soils,silty clay loam,17.3 ,9.3 ,73.0 ,5.5 ,165 ,75 ,75 ,6015 ,7583 
678,SR-YZB,SRYZB0678,2007,SRYZB05,medium_maturity,28.5 ,33.3 ,25.2 ,2997.0 ,1947.0 ,548.2 ,669.2 ,1817.4 ,Paddy soils,silty clay loam,24.5 ,9.4 ,95.0 ,5.7 ,165 ,75 ,75 ,6042 ,8322 
679,SR-YZB,SRYZB0679,2007,SRYZB05,medium_maturity,28.2 ,33.0 ,24.8 ,3131.7 ,2021.7 ,399.3 ,718.7 ,1907.6 ,Paddy soils,silty clay loam,26.3 ,29.3 ,112.0 ,5.1 ,165 ,75 ,75 ,4347 ,6764 
