Sort,Crop,NO,Year,Province,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk
297,M-NCP,MNCP0297,2009,MNCP01,medium_maturity,25.2 ,30.8 ,20.0 ,2772.0 ,1672.0 ,356.4 ,665.5 ,1729.0 ,Fluvo-aquic soils,loam,23.8 ,23.8 ,176.0 ,7.8 ,225 ,60 ,150 ,6732 ,8028 
298,M-NCP,MNCP0298,2009,MNCP01,medium_maturity,25.0 ,30.4 ,20.3 ,2669.7 ,1599.7 ,402.8 ,708.8 ,1776.2 ,Cinnamon soils,loam,12.7 ,19.9 ,90.0 ,8.7 ,225 ,60 ,150 ,6435 ,9465 
299,M-NCP,MNCP0299,2009,MNCP01,medium_maturity,25.0 ,30.4 ,20.3 ,2620.5 ,1570.5 ,380.9 ,704.3 ,1754.5 ,Cinnamon soils,loam,19.5 ,44.6 ,100.0 ,8.1 ,135 ,60 ,90 ,4815 ,7545 
300,M-NCP,MNCP0300,2009,MNCP01,medium_maturity,24.9 ,30.4 ,20.3 ,2644.2 ,1584.2 ,402.1 ,708.8 ,1764.3 ,Cinnamon soils,loamy sand,21.5 ,23.6 ,110.0 ,8.1 ,225 ,60 ,150 ,7350 ,9465 
301,M-NCP,MNCP0301,2009,MNCP01,medium_maturity,24.9 ,30.4 ,20.3 ,2644.2 ,1584.2 ,402.1 ,708.8 ,1764.3 ,Cinnamon soils,loam,18.1 ,8.4 ,60.0 ,8.3 ,135 ,60 ,90 ,4530 ,7650 
302,M-NCP,MNCP0302,2009,MNCP01,medium_maturity,24.9 ,30.4 ,20.3 ,2644.2 ,1584.2 ,402.1 ,708.8 ,1764.3 ,Fluvo-aquic soils,loam,16.3 ,14.4 ,70.0 ,8.5 ,180 ,60 ,120 ,6075 ,9900 
303,M-NCP,MNCP0303,2009,MNCP01,medium_maturity,25.0 ,30.4 ,20.3 ,2620.5 ,1570.5 ,380.9 ,704.3 ,1754.5 ,Fluvo-aquic soils,loam,10.1 ,8.3 ,70.0 ,8.2 ,180 ,60 ,120 ,6090 ,9600 
304,M-NCP,MNCP0304,2009,MNCP01,medium_maturity,25.0 ,30.4 ,20.3 ,2620.5 ,1570.5 ,380.9 ,704.3 ,1754.5 ,Fluvo-aquic soils,loam,11.2 ,21.0 ,90.0 ,7.6 ,180 ,60 ,120 ,6900 ,10920 
305,M-NCP,MNCP0305,2010,MNCP01,medium_maturity,25.6 ,30.8 ,20.9 ,2657.8 ,1617.8 ,347.1 ,631.9 ,1574.5 ,Cinnamon soils,loam,10.9 ,11.2 ,56.0 ,7.6 ,135 ,60 ,90 ,5925 ,6675 
306,M-NCP,MNCP0306,2010,MNCP01,medium_maturity,25.4 ,30.7 ,20.7 ,2664.2 ,1614.2 ,347.1 ,636.1 ,1577.1 ,Fluvo-aquic soils,loam,19.9 ,22.3 ,110.0 ,8.3 ,180 ,60 ,120 ,6375 ,7305 
307,M-NCP,MNCP0307,2010,MNCP01,medium_maturity,25.4 ,30.7 ,20.7 ,2664.2 ,1614.2 ,347.1 ,636.1 ,1577.1 ,Cinnamon soils,loam,12.7 ,19.9 ,90.0 ,8.7 ,225 ,60 ,150 ,6240 ,10140 
308,M-NCP,MNCP0308,2010,MNCP01,medium_maturity,25.4 ,30.7 ,20.7 ,2664.2 ,1614.2 ,347.1 ,636.1 ,1577.1 ,Cinnamon soils,loam,19.5 ,14.6 ,100.0 ,8.1 ,135 ,60 ,90 ,6600 ,8100 
309,M-NCP,MNCP0309,2010,MNCP01,medium_maturity,25.4 ,30.7 ,20.7 ,2691.2 ,1631.2 ,347.1 ,645.2 ,1600.5 ,Cinnamon soils,loamy sand,12.5 ,25.6 ,110.0 ,8.2 ,225 ,150 ,150 ,7455 ,9525 
310,M-NCP,MNCP0310,2010,MNCP01,medium_maturity,25.6 ,30.9 ,21.0 ,2590.5 ,1580.5 ,347.1 ,607.4 ,1510.6 ,Cinnamon soils,loam,18.1 ,8.4 ,60.0 ,8.3 ,135 ,60 ,90 ,6075 ,7650 
311,M-NCP,MNCP0311,2010,MNCP01,medium_maturity,25.3 ,30.6 ,20.7 ,2659.4 ,1609.4 ,347.1 ,629.2 ,1557.6 ,Fluvo-aquic soils,loam,16.3 ,14.4 ,70.0 ,8.5 ,180 ,60 ,120 ,6270 ,7995 
312,M-NCP,MNCP0312,2010,MNCP01,medium_maturity,25.4 ,30.7 ,20.8 ,2646.7 ,1606.7 ,347.1 ,627.8 ,1560.3 ,Fluvo-aquic soils,loam,12.5 ,19.3 ,90.0 ,8.1 ,180 ,60 ,120 ,7020 ,9120 
313,M-NCP,MNCP0313,2006,MNCP01,medium_maturity,24.7 ,30.7 ,19.4 ,2666.7 ,1586.7 ,406.0 ,607.1 ,1648.6 ,Cinnamon soils,loamy sand,15.8 ,39.0 ,129.0 ,7.3 ,225 ,150 ,150 ,5427 ,8574 
314,M-NCP,MNCP0314,2006,MNCP01,medium_maturity,24.7 ,30.7 ,19.4 ,2666.7 ,1586.7 ,406.0 ,607.1 ,1648.6 ,Cinnamon soils,loamy sand,21.5 ,45.3 ,94.0 ,7.5 ,180 ,150 ,120 ,6420 ,8760 
315,M-NCP,MNCP0315,2006,MNCP01,medium_maturity,24.7 ,30.7 ,19.4 ,2666.7 ,1586.7 ,406.0 ,607.1 ,1648.6 ,Cinnamon soils,loamy sand,16.5 ,23.9 ,90.0 ,7.6 ,225 ,150 ,150 ,5990 ,10074 
316,M-NCP,MNCP0316,2006,MNCP01,medium_maturity,24.7 ,30.7 ,19.4 ,2666.7 ,1586.7 ,406.0 ,607.1 ,1648.6 ,Cinnamon soils,loamy sand,10.1 ,29.8 ,101.0 ,7.4 ,225 ,150 ,150 ,6329 ,9941 
317,M-NCP,MNCP0317,2006,MNCP01,medium_maturity,24.7 ,30.7 ,19.4 ,2666.7 ,1586.7 ,406.0 ,607.1 ,1648.6 ,Cinnamon soils,loamy sand,14.9 ,27.2 ,123.0 ,7.4 ,225 ,150 ,150 ,6206 ,9198 
318,M-NCP,MNCP0318,2006,MNCP01,medium_maturity,24.7 ,30.7 ,19.4 ,2666.7 ,1586.7 ,406.0 ,607.1 ,1648.6 ,Cinnamon soils,loamy sand,10.6 ,17.4 ,91.0 ,7.5 ,180 ,150 ,120 ,6612 ,10223 
319,M-NCP,MNCP0319,2006,MNCP01,medium_maturity,24.7 ,30.7 ,19.4 ,2666.7 ,1586.7 ,406.0 ,607.1 ,1648.6 ,Cinnamon soils,loam,18.7 ,25.4 ,117.0 ,7.3 ,225 ,150 ,150 ,5967 ,10623 
320,M-NCP,MNCP0320,2007,MNCP01,medium_maturity,24.3 ,30.2 ,19.0 ,2740.3 ,1610.3 ,262.2 ,662.9 ,1750.3 ,Cinnamon soils,loamy sand,20.9 ,44.9 ,142.0 ,7.7 ,180 ,60 ,120 ,4830 ,6753 
321,M-NCP,MNCP0321,2007,MNCP01,medium_maturity,24.3 ,30.2 ,19.0 ,2740.3 ,1610.3 ,262.2 ,662.9 ,1750.3 ,Cinnamon soils,loamy sand,21.5 ,45.3 ,94.0 ,7.5 ,135 ,60 ,90 ,7452 ,8079 
322,M-NCP,MNCP0322,2007,MNCP01,medium_maturity,24.3 ,30.2 ,19.0 ,2740.3 ,1610.3 ,262.2 ,662.9 ,1750.3 ,Cinnamon soils,loamy sand,14.9 ,27.2 ,123.0 ,7.4 ,180 ,60 ,120 ,4266 ,7719 
323,M-NCP,MNCP0323,2007,MNCP01,medium_maturity,24.3 ,30.2 ,19.0 ,2740.3 ,1610.3 ,262.2 ,662.9 ,1750.3 ,Cinnamon soils,loamy sand,11.5 ,34.9 ,79.0 ,7.5 ,225 ,60 ,150 ,6084 ,9915 
324,M-NCP,MNCP0324,2007,MNCP01,medium_maturity,24.3 ,30.2 ,19.0 ,2740.3 ,1610.3 ,262.2 ,662.9 ,1750.3 ,Cinnamon soils,loamy sand,15.5 ,70.3 ,90.0 ,7.5 ,180 ,60 ,120 ,4007 ,7871 
325,M-NCP,MNCP0325,2008,MNCP01,medium_maturity,23.9 ,29.5 ,19.2 ,2633.2 ,1533.2 ,352.4 ,613.0 ,1641.6 ,Cinnamon soils,loamy sand,16.5 ,23.9 ,90.0 ,7.6 ,225 ,60 ,150 ,4380 ,8910 
326,M-NCP,MNCP0326,2008,MNCP01,medium_maturity,23.9 ,29.5 ,19.2 ,2633.2 ,1533.2 ,352.4 ,613.0 ,1641.6 ,Cinnamon soils,loamy sand,18.9 ,9.1 ,80.0 ,7.5 ,180 ,60 ,120 ,6480 ,8820 
327,M-NCP,MNCP0327,2008,MNCP01,medium_maturity,23.9 ,29.5 ,19.2 ,2633.2 ,1533.2 ,352.4 ,613.0 ,1641.6 ,Cinnamon soils,loamy sand,17.2 ,29.8 ,113.0 ,7.4 ,180 ,60 ,120 ,6225 ,8895 
328,M-NCP,MNCP0328,2008,MNCP01,medium_maturity,23.9 ,29.5 ,19.2 ,2633.2 ,1533.2 ,352.4 ,613.0 ,1641.6 ,Cinnamon soils,loamy sand,15.0 ,12.3 ,100.0 ,7.3 ,180 ,60 ,120 ,6120 ,8955 
329,M-NCP,MNCP0329,2008,MNCP01,medium_maturity,23.9 ,29.5 ,19.2 ,2633.2 ,1533.2 ,352.4 ,613.0 ,1641.6 ,Cinnamon soils,loamy sand,20.6 ,17.6 ,117.0 ,7.5 ,180 ,60 ,120 ,6285 ,9015 
330,M-NCP,MNCP0330,2008,MNCP01,medium_maturity,23.9 ,29.5 ,19.2 ,2633.2 ,1533.2 ,352.4 ,613.0 ,1641.6 ,Cinnamon soils,loamy sand,12.2 ,16.8 ,79.0 ,7.3 ,135 ,60 ,90 ,6015 ,7305 
331,M-NCP,MNCP0331,2008,MNCP01,medium_maturity,23.9 ,29.5 ,19.2 ,2633.2 ,1533.2 ,352.4 ,613.0 ,1641.6 ,Cinnamon soils,loamy sand,21.5 ,45.3 ,94.0 ,7.5 ,135 ,60 ,90 ,4125 ,7485 
332,M-NCP,MNCP0332,2008,MNCP01,medium_maturity,23.9 ,29.5 ,19.2 ,2633.2 ,1533.2 ,352.4 ,613.0 ,1641.6 ,Cinnamon soils,loamy sand,10.6 ,17.4 ,91.0 ,7.5 ,135 ,60 ,90 ,4245 ,7425 
333,M-NCP,MNCP0333,2009,MNCP01,medium_maturity,24.4 ,30.4 ,18.7 ,2752.2 ,1622.2 ,385.1 ,781.5 ,1937.0 ,Cinnamon soils,loamy sand,22.3 ,17.2 ,188.0 ,7.2 ,180 ,60 ,120 ,6240 ,9375 
334,M-NCP,MNCP0334,2009,MNCP01,medium_maturity,24.4 ,30.4 ,18.7 ,2752.2 ,1622.2 ,385.1 ,781.5 ,1937.0 ,Cinnamon soils,loam,20.9 ,54.6 ,239.0 ,7.3 ,225 ,60 ,150 ,6105 ,9120 
335,M-NCP,MNCP0335,2009,MNCP01,medium_maturity,24.4 ,30.4 ,18.7 ,2752.2 ,1622.2 ,385.1 ,781.5 ,1937.0 ,Cinnamon soils,loamy sand,18.3 ,46.1 ,106.0 ,7.4 ,225 ,60 ,150 ,5985 ,8970 
336,M-NCP,MNCP0336,2009,MNCP01,medium_maturity,24.4 ,30.4 ,18.7 ,2752.2 ,1622.2 ,385.1 ,781.5 ,1937.0 ,Cinnamon soils,loamy sand,17.2 ,25.3 ,83.0 ,7.4 ,180 ,60 ,120 ,6075 ,9045 
337,M-NCP,MNCP0337,2009,MNCP01,medium_maturity,24.4 ,30.4 ,18.7 ,2752.2 ,1622.2 ,385.1 ,781.5 ,1937.0 ,Cinnamon soils,loamy sand,20.6 ,17.6 ,117.0 ,7.5 ,180 ,60 ,120 ,5415 ,9180 
338,M-NCP,MNCP0338,2009,MNCP01,medium_maturity,24.4 ,30.4 ,18.7 ,2752.2 ,1622.2 ,385.1 ,781.5 ,1937.0 ,Cinnamon soils,loamy sand,12.2 ,16.8 ,79.0 ,7.3 ,135 ,60 ,90 ,5775 ,7530 
339,M-NCP,MNCP0339,2009,MNCP01,medium_maturity,24.4 ,30.4 ,18.7 ,2752.2 ,1622.2 ,385.1 ,781.5 ,1937.0 ,Cinnamon soils,loam,10.6 ,8.4 ,90.0 ,7.5 ,135 ,60 ,90 ,5745 ,7350 
340,M-NCP,MNCP0340,2008,MNCP01,medium_maturity,24.7 ,30.1 ,20.2 ,2498.9 ,1488.9 ,308.3 ,725.3 ,1763.4 ,Fluvo-aquic soils,loamy sand,21.4 ,51.0 ,179.0 ,8.0 ,135 ,60 ,90 ,8835 ,9660 
341,M-NCP,MNCP0341,2008,MNCP01,medium_maturity,24.5 ,29.8 ,20.0 ,2620.0 ,1550.0 ,320.2 ,743.7 ,1835.0 ,Fluvo-aquic soils,loam,26.5 ,34.0 ,74.0 ,8.1 ,135 ,60 ,90 ,6495 ,9405 
342,M-NCP,MNCP0342,2008,MNCP01,medium_maturity,24.6 ,29.9 ,20.1 ,2607.1 ,1547.1 ,318.0 ,743.7 ,1830.0 ,Fluvo-aquic soils,loam,23.8 ,16.0 ,142.0 ,8.1 ,135 ,60 ,90 ,8700 ,9105 
343,M-NCP,MNCP0343,2008,MNCP01,medium_maturity,24.8 ,30.2 ,20.2 ,2530.5 ,1510.5 ,300.2 ,739.3 ,1795.5 ,Cinnamon soils,loamy sand,17.4 ,13.0 ,105.0 ,8.1 ,135 ,60 ,90 ,6435 ,9435 
344,M-NCP,MNCP0344,2008,MNCP01,medium_maturity,24.9 ,30.1 ,20.8 ,2609.4 ,1559.4 ,267.4 ,597.6 ,1584.1 ,Fluvo-aquic soils,loam,20.0 ,39.0 ,115.0 ,8.1 ,180 ,60 ,120 ,5460 ,7005 
345,M-NCP,MNCP0345,2008,MNCP01,medium_maturity,24.9 ,30.1 ,20.8 ,2609.4 ,1559.4 ,267.4 ,597.6 ,1584.1 ,Fluvo-aquic soils,loam,18.1 ,24.2 ,97.0 ,8.0 ,225 ,60 ,150 ,6420 ,7755 
346,M-NCP,MNCP0346,2008,MNCP01,medium_maturity,24.9 ,30.1 ,20.8 ,2609.4 ,1559.4 ,267.4 ,597.6 ,1584.1 ,Fluvo-aquic soils,loam,15.2 ,29.5 ,177.0 ,8.0 ,225 ,60 ,150 ,5925 ,7125 
347,M-NCP,MNCP0347,2008,MNCP01,medium_maturity,24.9 ,30.1 ,20.8 ,2609.4 ,1559.4 ,267.4 ,597.6 ,1584.1 ,Fluvo-aquic soils,loam,13.3 ,37.0 ,55.0 ,8.1 ,135 ,60 ,90 ,5025 ,5775 
348,M-NCP,MNCP0348,2008,MNCP01,medium_maturity,24.8 ,30.0 ,20.8 ,2633.3 ,1573.3 ,267.4 ,607.8 ,1607.7 ,Fluvo-aquic soils,loam,14.7 ,25.0 ,73.0 ,8.2 ,180 ,60 ,120 ,5850 ,7050 
349,M-NCP,MNCP0349,2008,MNCP01,medium_maturity,24.8 ,30.0 ,20.7 ,2629.9 ,1569.9 ,267.4 ,606.4 ,1600.1 ,Fluvo-aquic soils,loamy sand,13.1 ,29.0 ,101.0 ,7.9 ,135 ,60 ,90 ,5565 ,6270 
350,M-NCP,MNCP0350,2008,MNCP01,medium_maturity,24.8 ,30.0 ,20.8 ,2633.3 ,1573.3 ,267.4 ,607.8 ,1607.7 ,Fluvo-aquic soils,loam,13.0 ,19.5 ,95.0 ,8.0 ,225 ,60 ,150 ,6015 ,7260 
351,M-NCP,MNCP0351,2008,MNCP01,medium_maturity,24.8 ,30.0 ,20.8 ,2633.3 ,1573.3 ,267.4 ,607.8 ,1607.7 ,Fluvo-aquic soils,loamy sand,13.1 ,31.0 ,110.0 ,7.9 ,135 ,60 ,90 ,5535 ,6435 
352,M-NCP,MNCP0352,2008,MNCP01,medium_maturity,24.8 ,30.0 ,20.7 ,2653.8 ,1583.8 ,267.4 ,616.6 ,1623.7 ,Fluvo-aquic soils,loam,11.5 ,19.7 ,73.0 ,8.0 ,180 ,60 ,120 ,5520 ,6720 
353,M-NCP,MNCP0353,2008,MNCP01,medium_maturity,24.8 ,30.0 ,20.8 ,2633.3 ,1573.3 ,267.4 ,607.8 ,1607.7 ,Fluvo-aquic soils,loam,15.1 ,20.5 ,73.0 ,7.9 ,180 ,60 ,120 ,5565 ,6705 
354,M-NCP,MNCP0354,2008,MNCP01,medium_maturity,24.7 ,30.0 ,20.7 ,2771.4 ,1651.4 ,274.5 ,625.4 ,1675.1 ,Fluvo-aquic soils,sandy loam,19.2 ,29.4 ,181.0 ,8.3 ,225 ,60 ,150 ,6045 ,6270 
355,M-NCP,MNCP0355,2008,MNCP01,medium_maturity,24.8 ,30.0 ,20.7 ,2698.9 ,1608.9 ,271.0 ,616.6 ,1644.1 ,Fluvo-aquic soils,loam,18.7 ,31.7 ,196.0 ,8.3 ,180 ,60 ,120 ,4800 ,6825 
356,M-NCP,MNCP0356,2008,MNCP01,medium_maturity,24.8 ,30.0 ,20.7 ,2750.9 ,1640.9 ,274.5 ,616.6 ,1659.1 ,Fluvo-aquic soils,loam,20.5 ,49.0 ,160.0 ,8.2 ,180 ,60 ,120 ,5805 ,6915 
357,M-NCP,MNCP0357,2008,MNCP01,medium_maturity,24.8 ,30.0 ,20.7 ,2750.9 ,1640.9 ,274.5 ,616.6 ,1659.1 ,Fluvo-aquic soils,loam,17.8 ,23.0 ,77.0 ,8.3 ,135 ,60 ,90 ,6975 ,7830 
358,M-NCP,MNCP0358,2008,MNCP01,medium_maturity,24.8 ,30.0 ,20.7 ,2750.9 ,1640.9 ,274.5 ,616.6 ,1659.1 ,Fluvo-aquic soils,loam,19.4 ,33.0 ,110.0 ,8.2 ,180 ,60 ,120 ,6615 ,7110 
359,M-NCP,MNCP0359,2008,MNCP01,medium_maturity,24.7 ,30.0 ,20.7 ,2771.4 ,1651.4 ,274.5 ,625.4 ,1675.1 ,Fluvo-aquic soils,loam,18.6 ,30.8 ,256.0 ,8.1 ,225 ,60 ,150 ,6615 ,8055 
360,M-NCP,MNCP0360,2008,MNCP01,medium_maturity,24.7 ,30.0 ,20.7 ,2771.4 ,1651.4 ,274.5 ,625.4 ,1675.1 ,Fluvo-aquic soils,loamy sand,11.6 ,17.0 ,65.0 ,8.2 ,135 ,60 ,90 ,5625 ,5715 
361,M-NCP,MNCP0361,2008,MNCP01,medium_maturity,24.8 ,30.0 ,20.7 ,2750.9 ,1640.9 ,274.5 ,616.6 ,1659.1 ,Fluvo-aquic soils,loam,13.8 ,13.0 ,65.0 ,8.0 ,180 ,60 ,120 ,6090 ,6825 
362,M-NCP,MNCP0362,2008,MNCP01,medium_maturity,24.8 ,30.0 ,20.7 ,2750.9 ,1640.9 ,274.5 ,616.6 ,1659.1 ,Fluvo-aquic soils,loamy sand,10.8 ,43.0 ,60.0 ,8.1 ,135 ,60 ,90 ,5940 ,6090 
363,M-NCP,MNCP0363,2010,MNCP01,medium_maturity,25.5 ,30.3 ,21.3 ,2809.2 ,1709.2 ,405.2 ,624.8 ,1671.4 ,Fluvo-aquic soils,loam,18.9 ,23.0 ,190.0 ,8.0 ,180 ,60 ,150 ,6000 ,7275 
364,M-NCP,MNCP0364,2010,MNCP01,medium_maturity,25.6 ,30.3 ,21.4 ,2789.2 ,1699.2 ,405.2 ,614.9 ,1653.9 ,Fluvo-aquic soils,loam,19.6 ,37.2 ,180.0 ,8.1 ,180 ,60 ,120 ,5700 ,7230 
365,M-NCP,MNCP0365,2010,MNCP01,medium_maturity,25.6 ,30.3 ,21.4 ,2789.2 ,1699.2 ,405.2 ,614.9 ,1653.9 ,Fluvo-aquic soils,sandy loam,17.8 ,23.5 ,140.0 ,8.0 ,180 ,60 ,150 ,5955 ,7245 
366,M-NCP,MNCP0366,2010,MNCP01,medium_maturity,24.7 ,29.6 ,20.3 ,3036.2 ,1806.2 ,405.2 ,730.4 ,1860.7 ,Fluvo-aquic soils,loam,16.7 ,20.4 ,130.0 ,8.1 ,180 ,60 ,120 ,4275 ,6090 
367,M-NCP,MNCP0367,2010,MNCP01,medium_maturity,25.0 ,29.9 ,20.7 ,3000.4 ,1800.4 ,405.2 ,705.3 ,1824.2 ,Fluvo-aquic soils,loam,11.8 ,18.9 ,110.0 ,8.2 ,135 ,60 ,90 ,3984 ,4863 
368,M-NCP,MNCP0368,2010,MNCP01,medium_maturity,25.0 ,29.9 ,20.7 ,3000.4 ,1800.4 ,405.2 ,705.3 ,1824.2 ,Fluvo-aquic soils,loamy sand,13.1 ,19.6 ,60.0 ,8.1 ,135 ,60 ,90 ,5949 ,6057 
369,M-NCP,MNCP0369,2010,MNCP01,medium_maturity,25.0 ,29.9 ,20.7 ,3000.4 ,1800.4 ,405.2 ,705.3 ,1824.2 ,Fluvo-aquic soils,loam,12.1 ,19.6 ,70.0 ,8.1 ,180 ,60 ,120 ,6315 ,7500 
370,M-NCP,MNCP0370,2010,MNCP01,medium_maturity,25.0 ,29.9 ,20.7 ,3000.4 ,1800.4 ,405.2 ,705.3 ,1824.2 ,Fluvo-aquic soils,loamy sand,13.4 ,13.1 ,90.0 ,8.1 ,135 ,60 ,90 ,5636 ,5723 
371,M-NCP,MNCP0371,2007,MNCP01,medium_maturity,25.2 ,30.0 ,20.7 ,2598.3 ,1568.3 ,334.2 ,600.4 ,1601.0 ,Cinnamon soils,loam,11.6 ,22.1 ,109.0 ,7.3 ,135 ,45 ,90 ,6315 ,8625 
372,M-NCP,MNCP0372,2007,MNCP01,medium_maturity,25.1 ,30.0 ,20.6 ,2787.7 ,1677.7 ,345.7 ,636.1 ,1710.4 ,Cinnamon soils,loamy sand,15.0 ,12.8 ,88.0 ,7.3 ,135 ,45 ,90 ,6029 ,7292 
373,M-NCP,MNCP0373,2008,MNCP01,medium_maturity,24.1 ,28.9 ,19.7 ,2790.4 ,1630.4 ,252.4 ,683.6 ,1791.8 ,Cinnamon soils,sandy loam,13.5 ,12.7 ,102.0 ,7.5 ,180 ,45 ,120 ,3375 ,7320 
374,M-NCP,MNCP0374,2008,MNCP01,medium_maturity,24.4 ,29.1 ,20.0 ,2727.3 ,1607.3 ,239.9 ,664.5 ,1753.8 ,Cinnamon soils,loam,22.8 ,33.0 ,152.0 ,7.5 ,180 ,45 ,120 ,4545 ,7620 
375,M-NCP,MNCP0375,2008,MNCP01,medium_maturity,24.3 ,29.2 ,19.9 ,2820.4 ,1660.4 ,239.9 ,685.2 ,1805.3 ,Cinnamon soils,sandy clay loam,22.3 ,25.0 ,103.0 ,7.3 ,135 ,45 ,90 ,4875 ,5820 
376,M-NCP,MNCP0376,2008,MNCP01,medium_maturity,24.4 ,29.1 ,20.1 ,2363.5 ,1393.5 ,237.0 ,584.9 ,1520.7 ,Cinnamon soils,sandy loam,24.1 ,13.8 ,163.0 ,7.3 ,180 ,45 ,120 ,4275 ,6225 
377,M-NCP,MNCP0377,2008,MNCP01,medium_maturity,24.4 ,29.4 ,19.6 ,3126.2 ,1846.2 ,327.8 ,848.3 ,2226.8 ,Cinnamon soils,sandy loam,13.6 ,13.3 ,111.0 ,7.3 ,135 ,45 ,90 ,3390 ,5951 
378,M-NCP,MNCP0378,2008,MNCP01,early_maturity,24.8 ,29.6 ,20.4 ,2654.0 ,1584.0 ,220.7 ,643.2 ,1700.7 ,Cinnamon soils,loamy sand,15.1 ,16.3 ,121.0 ,7.4 ,135 ,45 ,90 ,3420 ,6420 
379,M-NCP,MNCP0379,2009,MNCP01,medium_maturity,25.1 ,30.2 ,20.7 ,2815.3 ,1695.3 ,309.8 ,667.5 ,1764.1 ,Cinnamon soils,loam,22.8 ,18.0 ,152.0 ,7.5 ,180 ,105 ,120 ,3290 ,7680 
380,M-NCP,MNCP0380,2009,MNCP01,medium_maturity,24.9 ,30.1 ,20.4 ,3067.2 ,1837.2 ,315.4 ,764.0 ,1972.4 ,Cinnamon soils,sandy loam,12.0 ,11.5 ,105.0 ,7.5 ,180 ,45 ,120 ,4650 ,7290 
381,M-NCP,MNCP0381,2009,MNCP01,early_maturity,25.3 ,30.3 ,20.8 ,2705.0 ,1635.0 ,309.3 ,637.9 ,1699.5 ,Cinnamon soils,loamy sand,14.5 ,18.2 ,123.0 ,7.5 ,135 ,45 ,90 ,4275 ,6795 
382,M-NCP,MNCP0382,2009,MNCP01,medium_maturity,24.8 ,29.6 ,20.5 ,2401.4 ,1431.4 ,286.4 ,548.7 ,1468.1 ,Cinnamon soils,sandy loam,18.5 ,12.5 ,156.0 ,7.5 ,180 ,75 ,90 ,3645 ,6120 
383,M-NCP,MNCP0383,2009,MNCP01,medium_maturity,23.6 ,30.0 ,18.5 ,2670.3 ,1540.3 ,224.3 ,728.2 ,1836.5 ,Cinnamon soils,loam,13.7 ,12.1 ,122.0 ,7.8 ,150 ,90 ,60 ,4919 ,7005 
384,M-NCP,MNCP0384,2009,MNCP01,medium_maturity,23.6 ,30.0 ,18.5 ,2670.3 ,1540.3 ,224.3 ,728.2 ,1836.5 ,Cinnamon soils,loam,19.6 ,12.9 ,152.0 ,7.6 ,150 ,90 ,60 ,4233 ,7647 
385,M-NCP,MNCP0385,2009,MNCP01,medium_maturity,23.7 ,30.0 ,18.6 ,2653.8 ,1533.8 ,224.3 ,717.3 ,1817.8 ,Cinnamon soils,loam,21.1 ,18.9 ,122.0 ,7.5 ,180 ,120 ,90 ,4491 ,8055 
386,M-NCP,MNCP0386,2009,MNCP01,medium_maturity,23.7 ,30.0 ,18.6 ,2653.8 ,1533.8 ,224.3 ,717.3 ,1817.8 ,Cinnamon soils,sandy loam,20.6 ,10.5 ,102.0 ,8.3 ,150 ,90 ,60 ,4803 ,8691 
387,M-NCP,MNCP0387,2007,MNCP01,medium_maturity,24.8 ,30.2 ,20.1 ,2574.6 ,1534.6 ,227.7 ,660.3 ,1710.8 ,Cinnamon soils,loamy sand,12.9 ,21.3 ,332.0 ,8.2 ,225 ,150 ,150 ,4052 ,6162 
388,M-NCP,MNCP0388,2008,MNCP01,medium_maturity,24.6 ,29.5 ,20.0 ,2702.6 ,1602.6 ,469.8 ,563.9 ,1606.5 ,Cinnamon soils,loamy sand,9.3 ,17.4 ,154.0 ,8.0 ,180 ,60 ,120 ,6332 ,10628 
389,M-NCP,MNCP0389,2008,MNCP01,medium_maturity,23.7 ,28.8 ,19.2 ,2848.9 ,1648.9 ,471.8 ,619.8 ,1724.9 ,Cinnamon soils,loamy sand,14.8 ,16.3 ,302.0 ,8.0 ,180 ,60 ,120 ,6086 ,10055 
390,M-NCP,MNCP0390,2009,MNCP01,medium_maturity,24.1 ,29.6 ,19.5 ,2719.4 ,1589.4 ,291.8 ,707.9 ,1824.6 ,Cinnamon soils,loamy sand,12.0 ,7.8 ,300.0 ,8.1 ,225 ,60 ,150 ,3602 ,11186 
391,M-NCP,MNCP0391,2009,MNCP01,medium_maturity,24.3 ,29.8 ,19.9 ,2598.8 ,1528.8 ,328.6 ,621.2 ,1640.0 ,Fluvo-aquic soils,loam,11.2 ,15.0 ,127.0 ,7.1 ,225 ,60 ,150 ,8162 ,10730 
392,M-NCP,MNCP0392,2008,MNCP01,medium_maturity,24.4 ,29.2 ,20.4 ,2782.7 ,1642.7 ,448.1 ,591.2 ,1656.3 ,Fluvo-aquic soils,clay,12.6 ,15.9 ,165.0 ,7.2 ,180 ,60 ,120 ,3110 ,5664 
393,M-NCP,MNCP0393,2008,MNCP01,medium_maturity,24.4 ,29.2 ,20.4 ,2782.7 ,1642.7 ,448.1 ,591.2 ,1656.3 ,Fluvo-aquic soils,clay,10.5 ,10.9 ,164.0 ,7.2 ,180 ,60 ,120 ,4383 ,6423 
