Sort,Crop,NO,Year,Province,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk
340,W-NCP,WNCP0340,2007,WNCP01,8.5 ,14.7 ,2.9 ,2234.9 ,783.9 ,140.4 ,1363.4 ,2904.5 ,small_spike,Fluvo-aquic soils,loamy sand,19.7 ,36.5 ,68.0 ,7.2 ,225 ,150 ,150 ,6495 ,7305 
341,W-NCP,WNCP0341,2007,WNCP01,8.5 ,14.7 ,2.9 ,2234.9 ,783.9 ,140.4 ,1363.4 ,2904.5 ,small_spike,Fluvo-aquic soils,loam,13.8 ,45.8 ,78.0 ,7.3 ,225 ,150 ,150 ,5903 ,6704 
342,W-NCP,WNCP0342,2008,WNCP01,8.8 ,15.5 ,3.0 ,2276.6 ,815.4 ,148.7 ,1502.7 ,3002.8 ,small_spike,Fluvo-aquic soils,loam,17.4 ,40.1 ,102.0 ,7.3 ,225 ,150 ,150 ,6704 ,7904 
343,W-NCP,WNCP0343,2008,WNCP01,9.0 ,15.7 ,3.1 ,2338.0 ,846.8 ,148.7 ,1526.7 ,3052.2 ,small_spike,Fluvo-aquic soils,loamy sand,16.0 ,17.3 ,93.0 ,7.2 ,225 ,150 ,150 ,4800 ,6210 
344,W-NCP,WNCP0344,2008,WNCP01,8.9 ,15.6 ,3.1 ,2291.1 ,829.9 ,148.7 ,1503.7 ,3010.7 ,small_spike,Fluvo-aquic soils,loam,18.4 ,23.0 ,98.0 ,7.3 ,225 ,150 ,150 ,6900 ,7995 
345,W-NCP,WNCP0345,2008,WNCP01,8.9 ,15.6 ,3.1 ,2307.3 ,836.1 ,148.7 ,1512.6 ,3026.0 ,small_spike,Fluvo-aquic soils,loam,17.8 ,19.8 ,99.0 ,7.3 ,225 ,150 ,150 ,3600 ,6090 
346,W-NCP,WNCP0346,2008,WNCP01,9.0 ,15.7 ,3.1 ,2338.0 ,846.8 ,148.7 ,1526.7 ,3052.2 ,small_spike,Fluvo-aquic soils,loam,16.5 ,15.5 ,120.0 ,7.4 ,225 ,150 ,150 ,5895 ,6915 
347,W-NCP,WNCP0347,2008,WNCP01,8.9 ,15.6 ,3.0 ,2291.6 ,820.4 ,148.7 ,1507.4 ,3013.0 ,small_spike,Fluvo-aquic soils,loam,17.2 ,19.0 ,95.0 ,7.3 ,225 ,150 ,150 ,6054 ,7034 
348,W-NCP,WNCP0348,2008,WNCP01,9.0 ,15.8 ,3.2 ,2364.4 ,863.2 ,148.7 ,1535.1 ,3073.0 ,small_spike,Fluvo-aquic soils,loam,18.3 ,21.5 ,103.0 ,8.0 ,225 ,150 ,150 ,5280 ,6510 
349,W-NCP,WNCP0349,2008,WNCP01,9.0 ,15.7 ,3.1 ,2333.7 ,852.5 ,148.7 ,1521.0 ,3046.7 ,small_spike,Fluvo-aquic soils,loam,17.5 ,23.0 ,89.0 ,7.2 ,225 ,150 ,150 ,3675 ,6330 
350,W-NCP,WNCP0350,2008,WNCP01,9.0 ,15.7 ,3.2 ,2343.1 ,861.9 ,148.7 ,1521.1 ,3053.2 ,small_spike,Fluvo-aquic soils,loam,18.4 ,16.5 ,96.0 ,7.8 ,225 ,150 ,150 ,5708 ,6713 
351,W-NCP,WNCP0351,2008,WNCP01,8.6 ,15.3 ,3.1 ,2181.5 ,754.1 ,122.8 ,1651.5 ,3133.3 ,small_spike,Fluvo-aquic soils,loam,14.4 ,17.5 ,100.0 ,8.4 ,180 ,150 ,120 ,4365 ,5630 
352,W-NCP,WNCP0352,2008,WNCP01,8.8 ,15.5 ,3.3 ,2228.1 ,790.7 ,124.6 ,1664.6 ,3171.8 ,small_spike,Fluvo-aquic soils,loam,9.0 ,7.6 ,160.0 ,8.4 ,225 ,150 ,150 ,4395 ,6615 
353,W-NCP,WNCP0353,2008,WNCP01,8.8 ,15.5 ,3.3 ,2237.2 ,799.8 ,124.6 ,1666.2 ,3180.1 ,small_spike,Fluvo-aquic soils,loam,14.9 ,9.5 ,90.0 ,8.3 ,225 ,150 ,150 ,5820 ,6686 
354,W-NCP,WNCP0354,2008,WNCP01,8.8 ,15.5 ,3.3 ,2243.1 ,795.7 ,124.6 ,1674.5 ,3188.4 ,small_spike,Fluvo-aquic soils,loam,13.2 ,25.2 ,200.0 ,8.6 ,180 ,150 ,120 ,4596 ,6552 
355,W-NCP,WNCP0355,2008,WNCP01,8.6 ,15.3 ,3.1 ,2165.6 ,748.2 ,122.8 ,1648.8 ,3125.4 ,small_spike,Fluvo-aquic soils,loam,16.7 ,5.6 ,160.0 ,8.3 ,225 ,150 ,150 ,3020 ,7104 
356,W-NCP,WNCP0356,2008,WNCP01,8.7 ,15.4 ,3.2 ,2209.0 ,771.6 ,122.8 ,1664.2 ,3160.8 ,small_spike,Fluvo-aquic soils,clay,10.6 ,12.7 ,120.0 ,8.6 ,180 ,150 ,120 ,4286 ,6756 
357,W-NCP,WNCP0357,2008,WNCP01,8.7 ,15.4 ,3.2 ,2209.0 ,771.6 ,122.8 ,1664.2 ,3160.8 ,small_spike,Fluvo-aquic soils,loam,12.3 ,10.1 ,100.0 ,8.3 ,225 ,150 ,150 ,4965 ,7830 
358,W-NCP,WNCP0358,2009,WNCP01,7.2 ,13.2 ,2.4 ,2037.3 ,778.1 ,109.3 ,1530.2 ,3095.4 ,small_spike,Fluvo-aquic soils,loam,12.3 ,10.1 ,100.0 ,8.3 ,225 ,150 ,150 ,4845 ,8550 
359,W-NCP,WNCP0359,2009,WNCP01,6.9 ,12.8 ,2.1 ,1924.4 ,705.2 ,109.0 ,1490.0 ,3001.8 ,small_spike,Fluvo-aquic soils,loam,16.7 ,5.6 ,160.0 ,8.3 ,225 ,150 ,150 ,4287 ,7214 
360,W-NCP,WNCP0360,2009,WNCP01,7.0 ,12.9 ,2.2 ,1964.1 ,714.9 ,109.0 ,1489.4 ,3007.9 ,small_spike,Fluvo-aquic soils,loam,19.5 ,11.9 ,150.0 ,8.3 ,225 ,150 ,150 ,5784 ,8067 
361,W-NCP,WNCP0361,2009,WNCP01,6.8 ,12.8 ,2.0 ,1927.3 ,688.1 ,109.2 ,1492.1 ,2996.1 ,small_spike,Fluvo-aquic soils,loam,14.9 ,9.5 ,90.0 ,8.3 ,225 ,150 ,150 ,6225 ,8337 
362,W-NCP,WNCP0362,2009,WNCP01,7.0 ,12.9 ,2.2 ,1975.0 ,715.8 ,109.2 ,1493.5 ,3013.3 ,small_spike,Fluvo-aquic soils,loam,16.8 ,8.5 ,130.0 ,8.4 ,225 ,150 ,150 ,4752 ,9720 
363,W-NCP,WNCP0363,2009,WNCP01,7.0 ,12.9 ,2.2 ,1975.0 ,715.8 ,109.2 ,1493.5 ,3013.3 ,small_spike,Fluvo-aquic soils,clay,20.4 ,10.0 ,100.0 ,8.4 ,225 ,150 ,150 ,2723 ,7490 
364,W-NCP,WNCP0364,2009,WNCP01,7.0 ,12.9 ,2.2 ,1986.6 ,727.4 ,109.0 ,1500.8 ,3033.4 ,small_spike,Fluvo-aquic soils,loam,13.5 ,8.2 ,80.0 ,8.4 ,180 ,150 ,120 ,3756 ,7091 
365,W-NCP,WNCP0365,2008,WNCP01,8.5 ,15.1 ,2.7 ,2119.6 ,707.7 ,150.9 ,1614.5 ,3094.7 ,small_spike,Fluvo-aquic soils,clay,15.8 ,75.4 ,110.0 ,8.8 ,180 ,150 ,120 ,4305 ,6975 
366,W-NCP,WNCP0366,2008,WNCP01,8.5 ,15.1 ,2.7 ,2117.5 ,705.6 ,150.8 ,1611.8 ,3084.2 ,small_spike,Fluvo-aquic soils,loam,11.7 ,18.0 ,85.0 ,8.9 ,225 ,150 ,150 ,4440 ,7290 
367,W-NCP,WNCP0367,2008,WNCP01,9.1 ,16.0 ,3.1 ,2344.5 ,863.3 ,171.5 ,1359.6 ,2831.8 ,small_spike,Fluvo-aquic soils,loam,22.6 ,24.7 ,140.0 ,7.8 ,225 ,150 ,150 ,4617 ,7817 
368,W-NCP,WNCP0368,2008,WNCP01,9.0 ,16.0 ,3.1 ,2348.7 ,857.5 ,171.5 ,1359.9 ,2830.5 ,small_spike,Fluvo-aquic soils,loam,18.8 ,36.2 ,135.0 ,8.0 ,225 ,150 ,150 ,6350 ,6950 
369,W-NCP,WNCP0369,2008,WNCP01,9.1 ,16.0 ,3.1 ,2344.5 ,863.3 ,171.5 ,1359.6 ,2831.8 ,small_spike,Fluvo-aquic soils,loam,18.9 ,12.9 ,103.0 ,8.0 ,225 ,150 ,150 ,6717 ,8108 
370,W-NCP,WNCP0370,2008,WNCP01,9.0 ,15.9 ,3.0 ,2302.2 ,841.0 ,171.5 ,1344.6 ,2798.5 ,small_spike,Fluvo-aquic soils,loamy sand,16.9 ,13.8 ,110.0 ,7.8 ,225 ,150 ,150 ,4334 ,7568 
371,W-NCP,WNCP0371,2008,WNCP01,9.2 ,16.1 ,3.2 ,2386.6 ,885.4 ,171.5 ,1370.6 ,2860.6 ,small_spike,Cinnamon soils,sandy clay loam,16.8 ,16.7 ,129.0 ,7.8 ,225 ,150 ,150 ,5667 ,7551 
372,W-NCP,WNCP0372,2008,WNCP01,9.1 ,16.0 ,3.1 ,2344.5 ,863.3 ,171.5 ,1359.6 ,2831.8 ,small_spike,Fluvo-aquic soils,loam,23.7 ,18.7 ,170.0 ,7.9 ,225 ,150 ,150 ,6500 ,8153 
373,W-NCP,WNCP0373,2008,WNCP01,9.2 ,16.1 ,3.2 ,2386.6 ,885.4 ,171.5 ,1370.6 ,2860.6 ,small_spike,Fluvo-aquic soils,loam,21.8 ,16.6 ,115.0 ,7.8 ,225 ,150 ,150 ,4334 ,7208 
374,W-NCP,WNCP0374,2008,WNCP01,9.2 ,16.1 ,3.2 ,2386.6 ,885.4 ,171.5 ,1370.6 ,2860.6 ,small_spike,Cinnamon soils,sandy loam,14.3 ,11.8 ,87.0 ,7.9 ,225 ,150 ,150 ,5264 ,6996 
375,W-NCP,WNCP0375,2008,WNCP01,9.2 ,16.1 ,3.2 ,2386.6 ,885.4 ,171.5 ,1370.6 ,2860.6 ,small_spike,Fluvo-aquic soils,loam,23.8 ,23.8 ,176.0 ,7.8 ,225 ,150 ,150 ,4866 ,8255 
376,W-NCP,WNCP0376,2009,WNCP01,7.5 ,13.6 ,2.4 ,2177.1 ,854.7 ,125.0 ,1271.9 ,2794.5 ,small_spike,Fluvo-aquic soils,loam,15.9 ,13.3 ,113.0 ,7.9 ,225 ,150 ,150 ,5426 ,7448 
377,W-NCP,WNCP0377,2009,WNCP01,7.5 ,13.5 ,2.4 ,2161.7 ,849.3 ,125.0 ,1271.9 ,2790.0 ,small_spike,Fluvo-aquic soils,loam,19.2 ,11.7 ,76.0 ,8.1 ,225 ,150 ,150 ,4667 ,6728 
378,W-NCP,WNCP0378,2009,WNCP01,7.6 ,13.6 ,2.5 ,2191.7 ,869.3 ,125.0 ,1284.0 ,2816.6 ,small_spike,Fluvo-aquic soils,loam,17.2 ,22.3 ,112.0 ,7.8 ,225 ,150 ,150 ,4547 ,6795 
379,W-NCP,WNCP0379,2009,WNCP01,7.6 ,13.6 ,2.5 ,2193.1 ,860.7 ,125.0 ,1274.2 ,2801.9 ,small_spike,Cinnamon soils,loam,16.6 ,13.6 ,139.0 ,8.3 ,225 ,150 ,150 ,4251 ,7256 
380,W-NCP,WNCP0380,2009,WNCP01,7.6 ,13.6 ,2.5 ,2193.1 ,860.7 ,125.0 ,1274.2 ,2801.9 ,small_spike,Fluvo-aquic soils,loam,20.0 ,14.3 ,147.0 ,7.8 ,225 ,150 ,150 ,5748 ,8186 
381,W-NCP,WNCP0381,2009,WNCP01,7.5 ,13.6 ,2.4 ,2177.1 ,854.7 ,125.0 ,1271.9 ,2794.5 ,small_spike,Fluvo-aquic soils,loam,14.8 ,20.7 ,139.0 ,7.7 ,225 ,150 ,150 ,4646 ,6728 
382,W-NCP,WNCP0382,2009,WNCP01,7.4 ,13.4 ,2.2 ,2101.5 ,819.1 ,124.8 ,1255.6 ,2749.8 ,small_spike,Fluvo-aquic soils,loam,17.4 ,15.7 ,229.0 ,7.9 ,225 ,150 ,150 ,4352 ,6929 
383,W-NCP,WNCP0383,2009,WNCP01,7.5 ,13.6 ,2.4 ,2177.1 ,854.7 ,125.0 ,1271.9 ,2794.5 ,small_spike,Fluvo-aquic soils,loam,17.2 ,9.5 ,65.0 ,8.3 ,225 ,150 ,150 ,4685 ,6732 
384,W-NCP,WNCP0384,2009,WNCP01,7.7 ,13.7 ,2.6 ,2239.3 ,886.9 ,125.0 ,1289.2 ,2836.8 ,small_spike,Cinnamon soils,loam,15.5 ,13.0 ,111.0 ,7.9 ,225 ,150 ,150 ,4059 ,7608 
385,W-NCP,WNCP0385,2009,WNCP01,7.6 ,13.6 ,2.5 ,2191.7 ,869.3 ,125.0 ,1284.0 ,2816.6 ,small_spike,Fluvo-aquic soils,loam,16.0 ,9.1 ,171.0 ,8.2 ,225 ,150 ,150 ,4388 ,7884 
386,W-NCP,WNCP0386,2008,WNCP01,9.4 ,15.9 ,3.9 ,2436.8 ,881.3 ,106.8 ,1594.4 ,3303.0 ,small_spike,Cinnamon soils,loam,12.7 ,19.9 ,90.0 ,8.7 ,225 ,150 ,150 ,5670 ,8160 
387,W-NCP,WNCP0387,2008,WNCP01,9.4 ,15.9 ,3.9 ,2436.8 ,881.3 ,106.8 ,1594.4 ,3303.0 ,small_spike,Cinnamon soils,loam,15.1 ,10.9 ,80.0 ,8.3 ,180 ,150 ,120 ,4935 ,6120 
388,W-NCP,WNCP0388,2008,WNCP01,9.4 ,15.9 ,3.9 ,2436.8 ,881.3 ,106.8 ,1594.4 ,3303.0 ,small_spike,Cinnamon soils,loamy sand,21.5 ,23.6 ,110.0 ,8.1 ,225 ,150 ,150 ,5385 ,7485 
389,W-NCP,WNCP0389,2008,WNCP01,9.4 ,15.9 ,3.9 ,2436.8 ,881.3 ,106.8 ,1594.4 ,3303.0 ,small_spike,Cinnamon soils,loam,18.1 ,8.4 ,60.0 ,8.3 ,180 ,150 ,120 ,3960 ,5685 
390,W-NCP,WNCP0390,2008,WNCP01,9.4 ,15.9 ,3.9 ,2436.8 ,881.3 ,106.8 ,1594.4 ,3303.0 ,small_spike,Fluvo-aquic soils,loam,16.3 ,14.4 ,70.0 ,8.5 ,180 ,150 ,120 ,6240 ,8160 
391,W-NCP,WNCP0391,2008,WNCP01,9.4 ,15.9 ,3.9 ,2436.8 ,881.3 ,106.8 ,1594.4 ,3303.0 ,small_spike,Fluvo-aquic soils,loam,10.1 ,8.3 ,70.0 ,8.2 ,180 ,150 ,120 ,4365 ,7365 
392,W-NCP,WNCP0392,2008,WNCP01,9.4 ,15.9 ,3.9 ,2436.8 ,881.3 ,106.8 ,1594.4 ,3303.0 ,small_spike,Fluvo-aquic soils,loam,11.2 ,21.0 ,90.0 ,7.6 ,180 ,150 ,120 ,5715 ,7050 
393,W-NCP,WNCP0393,2008,WNCP01,9.6 ,16.2 ,4.1 ,2501.3 ,945.8 ,112.2 ,1622.1 ,3364.2 ,small_spike,Fluvo-aquic soils,loam,14.5 ,12.9 ,80.0 ,8.7 ,225 ,150 ,150 ,6600 ,8580 
394,W-NCP,WNCP0394,2009,WNCP01,7.3 ,12.9 ,2.6 ,2026.6 ,758.2 ,93.6 ,1336.0 ,2977.9 ,small_spike,Cinnamon soils,loam,10.9 ,11.2 ,56.0 ,7.6 ,180 ,150 ,120 ,2445 ,6210 
395,W-NCP,WNCP0395,2009,WNCP01,7.5 ,13.2 ,2.8 ,2101.0 ,802.6 ,94.4 ,1359.9 ,3040.3 ,small_spike,Fluvo-aquic soils,loam,19.9 ,22.3 ,110.0 ,8.3 ,180 ,150 ,120 ,5055 ,6360 
396,W-NCP,WNCP0396,2009,WNCP01,7.2 ,12.8 ,2.6 ,1998.6 ,740.2 ,93.6 ,1327.9 ,2960.3 ,small_spike,Cinnamon soils,loam,12.7 ,19.9 ,90.0 ,8.7 ,225 ,150 ,150 ,3000 ,7860 
397,W-NCP,WNCP0397,2009,WNCP01,7.6 ,13.3 ,2.9 ,2132.5 ,824.1 ,94.4 ,1367.9 ,3062.5 ,small_spike,Cinnamon soils,loam,19.5 ,14.6 ,100.0 ,8.1 ,180 ,150 ,120 ,4755 ,6255 
398,W-NCP,WNCP0398,2009,WNCP01,7.4 ,13.1 ,2.8 ,2085.0 ,796.6 ,94.4 ,1357.1 ,3029.2 ,small_spike,Cinnamon soils,loamy sand,21.5 ,23.6 ,110.0 ,8.1 ,180 ,150 ,120 ,4350 ,6645 
399,W-NCP,WNCP0399,2009,WNCP01,7.4 ,13.1 ,2.8 ,2085.0 ,796.6 ,94.4 ,1357.1 ,3029.2 ,small_spike,Cinnamon soils,loam,18.1 ,8.4 ,60.0 ,8.3 ,180 ,150 ,120 ,5625 ,7005 
400,W-NCP,WNCP0400,2009,WNCP01,7.5 ,13.2 ,2.9 ,2116.5 ,818.1 ,94.4 ,1365.1 ,3051.4 ,small_spike,Fluvo-aquic soils,loam,16.3 ,14.4 ,70.0 ,8.5 ,180 ,150 ,120 ,6240 ,8160 
401,W-NCP,WNCP0401,2005,WNCP01,7.7 ,14.6 ,1.4 ,2141.5 ,692.3 ,96.9 ,1490.8 ,3033.7 ,small_spike,Cinnamon soils,loamy sand,20.9 ,44.9 ,142.0 ,7.7 ,225 ,150 ,150 ,4515 ,7545 
402,W-NCP,WNCP0402,2005,WNCP01,7.7 ,14.6 ,1.4 ,2141.5 ,692.3 ,96.9 ,1490.8 ,3033.7 ,small_spike,Cinnamon soils,loamy sand,21.5 ,45.3 ,94.0 ,7.5 ,180 ,150 ,120 ,3795 ,6870 
403,W-NCP,WNCP0403,2005,WNCP01,7.7 ,14.6 ,1.4 ,2141.5 ,692.3 ,96.9 ,1490.8 ,3033.7 ,small_spike,Cinnamon soils,loamy sand,16.5 ,23.9 ,90.0 ,7.6 ,225 ,150 ,150 ,3495 ,7530 
404,W-NCP,WNCP0404,2005,WNCP01,7.7 ,14.6 ,1.4 ,2141.5 ,692.3 ,96.9 ,1490.8 ,3033.7 ,small_spike,Cinnamon soils,loamy sand,10.1 ,29.8 ,101.0 ,7.4 ,225 ,150 ,150 ,4035 ,7425 
405,W-NCP,WNCP0405,2005,WNCP01,7.7 ,14.6 ,1.4 ,2141.5 ,692.3 ,96.9 ,1490.8 ,3033.7 ,small_spike,Cinnamon soils,loamy sand,18.5 ,32.3 ,123.0 ,7.3 ,225 ,150 ,150 ,5265 ,8250 
406,W-NCP,WNCP0406,2005,WNCP01,7.7 ,14.6 ,1.4 ,2141.5 ,692.3 ,96.9 ,1490.8 ,3033.7 ,small_spike,Cinnamon soils,loamy sand,14.9 ,27.2 ,123.0 ,7.4 ,225 ,150 ,150 ,3285 ,7470 
407,W-NCP,WNCP0407,2005,WNCP01,7.7 ,14.6 ,1.4 ,2141.5 ,692.3 ,96.9 ,1490.8 ,3033.7 ,small_spike,Cinnamon soils,loamy sand,10.6 ,17.4 ,91.0 ,7.5 ,180 ,150 ,120 ,3960 ,6795 
408,W-NCP,WNCP0408,2005,WNCP01,7.7 ,14.6 ,1.4 ,2141.5 ,692.3 ,96.9 ,1490.8 ,3033.7 ,small_spike,Cinnamon soils,loam,18.7 ,25.4 ,117.0 ,7.3 ,225 ,150 ,150 ,4740 ,7470 
409,W-NCP,WNCP0409,2005,WNCP01,7.7 ,14.6 ,1.4 ,2141.5 ,692.3 ,96.9 ,1490.8 ,3033.7 ,small_spike,Cinnamon soils,sandy clay loam,10.8 ,33.4 ,110.0 ,7.7 ,180 ,150 ,120 ,3690 ,6930 
410,W-NCP,WNCP0410,2006,WNCP01,8.4 ,15.4 ,2.1 ,2225.9 ,801.5 ,131.9 ,1423.9 ,2976.9 ,small_spike,Cinnamon soils,loamy sand,11.5 ,34.9 ,79.0 ,7.5 ,225 ,150 ,150 ,4062 ,8358 
411,W-NCP,WNCP0411,2006,WNCP01,8.4 ,15.4 ,2.1 ,2225.9 ,801.5 ,131.9 ,1423.9 ,2976.9 ,small_spike,Cinnamon soils,loamy sand,11.2 ,18.2 ,117.0 ,7.3 ,180 ,150 ,120 ,5262 ,8225 
412,W-NCP,WNCP0412,2007,WNCP01,7.4 ,14.1 ,1.5 ,2019.2 ,632.0 ,137.6 ,1403.0 ,2889.4 ,small_spike,Cinnamon soils,loam,22.3 ,17.2 ,188.0 ,7.2 ,225 ,150 ,150 ,5643 ,9051 
413,W-NCP,WNCP0413,2007,WNCP01,7.4 ,14.1 ,1.5 ,2019.2 ,632.0 ,137.6 ,1403.0 ,2889.4 ,small_spike,Cinnamon soils,loam,18.7 ,25.4 ,117.0 ,7.3 ,225 ,150 ,150 ,4344 ,8093 
414,W-NCP,WNCP0414,2007,WNCP01,7.4 ,14.1 ,1.5 ,2019.2 ,632.0 ,137.6 ,1403.0 ,2889.4 ,small_spike,Cinnamon soils,loamy sand,16.5 ,23.9 ,90.0 ,7.6 ,225 ,150 ,150 ,3257 ,7529 
415,W-NCP,WNCP0415,2007,WNCP01,7.4 ,14.1 ,1.5 ,2019.2 ,632.0 ,137.6 ,1403.0 ,2889.4 ,small_spike,Cinnamon soils,loamy sand,17.2 ,29.8 ,113.0 ,7.4 ,180 ,150 ,120 ,6032 ,8891 
416,W-NCP,WNCP0416,2007,WNCP01,7.4 ,14.1 ,1.5 ,2019.2 ,632.0 ,137.6 ,1403.0 ,2889.4 ,small_spike,Cinnamon soils,loamy sand,10.6 ,17.4 ,91.0 ,7.5 ,180 ,150 ,120 ,3920 ,7359 
417,W-NCP,WNCP0417,2008,WNCP01,8.0 ,15.2 ,1.3 ,2136.0 ,744.4 ,128.7 ,1584.7 ,3095.4 ,small_spike,Cinnamon soils,loamy sand,20.9 ,54.6 ,239.0 ,7.3 ,225 ,150 ,150 ,5948 ,8103 
418,W-NCP,WNCP0418,2008,WNCP01,8.0 ,15.2 ,1.3 ,2136.0 ,744.4 ,128.7 ,1584.7 ,3095.4 ,small_spike,Cinnamon soils,loam,22.3 ,17.2 ,188.0 ,7.2 ,225 ,150 ,150 ,6312 ,8891 
419,W-NCP,WNCP0419,2008,WNCP01,8.0 ,15.2 ,1.3 ,2136.0 ,744.4 ,128.7 ,1584.7 ,3095.4 ,small_spike,Cinnamon soils,loamy sand,18.3 ,46.1 ,106.0 ,7.4 ,225 ,150 ,150 ,5844 ,8093 
420,W-NCP,WNCP0420,2008,WNCP01,8.0 ,15.2 ,1.3 ,2136.0 ,744.4 ,128.7 ,1584.7 ,3095.4 ,small_spike,Cinnamon soils,loamy sand,16.5 ,23.9 ,90.0 ,7.6 ,180 ,150 ,120 ,4895 ,9690 
421,W-NCP,WNCP0421,2008,WNCP01,8.0 ,15.2 ,1.3 ,2136.0 ,744.4 ,128.7 ,1584.7 ,3095.4 ,small_spike,Cinnamon soils,loamy sand,15.0 ,22.5 ,160.0 ,7.3 ,180 ,150 ,120 ,5865 ,8324 
422,W-NCP,WNCP0422,2008,WNCP01,8.0 ,15.2 ,1.3 ,2136.0 ,744.4 ,128.7 ,1584.7 ,3095.4 ,small_spike,Cinnamon soils,loamy sand,20.6 ,17.6 ,117.0 ,7.5 ,180 ,150 ,120 ,4373 ,8345 
423,W-NCP,WNCP0423,2008,WNCP01,8.0 ,15.2 ,1.3 ,2136.0 ,744.4 ,128.7 ,1584.7 ,3095.4 ,small_spike,Cinnamon soils,loamy sand,12.2 ,16.8 ,79.0 ,7.3 ,180 ,150 ,120 ,6584 ,8841 
424,W-NCP,WNCP0424,2009,WNCP01,6.6 ,12.8 ,1.0 ,2027.1 ,738.9 ,115.4 ,1475.0 ,3051.2 ,small_spike,Cinnamon soils,loamy sand,17.1 ,16.7 ,82.0 ,7.1 ,225 ,150 ,150 ,5133 ,7154 
425,W-NCP,WNCP0425,2009,WNCP01,6.6 ,12.9 ,1.0 ,2042.4 ,754.2 ,115.4 ,1473.9 ,3055.3 ,small_spike,Cinnamon soils,loamy sand,19.0 ,16.1 ,108.0 ,7.2 ,225 ,150 ,150 ,5823 ,7053 
426,W-NCP,WNCP0426,2009,WNCP01,6.5 ,12.7 ,0.9 ,1978.1 ,719.9 ,115.4 ,1446.2 ,3000.7 ,small_spike,Cinnamon soils,loamy sand,12.3 ,10.5 ,48.0 ,6.9 ,180 ,150 ,120 ,5073 ,7044 
427,W-NCP,WNCP0427,2009,WNCP01,6.5 ,12.8 ,0.9 ,2010.7 ,732.5 ,115.4 ,1465.1 ,3033.9 ,small_spike,Cinnamon soils,loamy sand,13.1 ,10.3 ,75.0 ,7.2 ,180 ,150 ,120 ,4013 ,6443 
428,W-NCP,WNCP0428,2009,WNCP01,6.5 ,12.8 ,0.9 ,2010.7 ,732.5 ,115.4 ,1465.1 ,3033.9 ,small_spike,Cinnamon soils,loamy sand,14.3 ,27.3 ,64.0 ,7.0 ,180 ,150 ,120 ,4253 ,6644 
429,W-NCP,WNCP0429,2007,WNCP01,8.0 ,14.4 ,2.2 ,2129.3 ,718.5 ,146.5 ,1699.7 ,3285.8 ,small_spike,Cinnamon soils,loamy sand,14.5 ,15.0 ,50.0 ,8.0 ,225 ,150 ,150 ,5661 ,7478 
430,W-NCP,WNCP0430,2007,WNCP01,8.0 ,14.4 ,2.2 ,2129.3 ,718.5 ,146.5 ,1699.7 ,3285.8 ,small_spike,Fluvo-aquic soils,loamy sand,21.4 ,30.0 ,179.0 ,8.0 ,225 ,150 ,150 ,5700 ,6503 
431,W-NCP,WNCP0431,2007,WNCP01,8.0 ,14.4 ,2.2 ,2129.3 ,718.5 ,146.5 ,1699.7 ,3285.8 ,small_spike,Fluvo-aquic soils,loam,26.5 ,34.0 ,74.0 ,8.1 ,225 ,150 ,150 ,6225 ,6456 
432,W-NCP,WNCP0432,2007,WNCP01,8.0 ,14.4 ,2.2 ,2129.3 ,718.5 ,146.5 ,1699.7 ,3285.8 ,small_spike,Fluvo-aquic soils,loam,23.8 ,16.0 ,142.0 ,8.1 ,225 ,150 ,150 ,6035 ,6375 
433,W-NCP,WNCP0433,2008,WNCP01,8.4 ,15.4 ,2.0 ,2198.2 ,765.6 ,143.3 ,1906.9 ,3462.9 ,small_spike,Fluvo-aquic soils,loamy sand,21.4 ,51.0 ,179.0 ,8.0 ,225 ,60 ,150 ,5070 ,6945 
434,W-NCP,WNCP0434,2009,WNCP01,6.9 ,12.9 ,1.3 ,2004.9 ,756.9 ,98.8 ,1545.9 ,3127.6 ,small_spike,Fluvo-aquic soils,loamy sand,21.4 ,51.0 ,179.0 ,8.0 ,225 ,60 ,150 ,5445 ,6975 
435,W-NCP,WNCP0435,2009,WNCP01,7.1 ,13.1 ,1.5 ,2070.5 ,792.5 ,100.1 ,1565.0 ,3177.2 ,small_spike,Fluvo-aquic soils,loam,23.8 ,16.0 ,142.0 ,8.1 ,180 ,60 ,120 ,3063 ,6461 
436,W-NCP,WNCP0436,2009,WNCP01,6.5 ,12.5 ,0.9 ,1857.5 ,669.5 ,98.8 ,1487.9 ,3003.8 ,medium_spike,Cinnamon soils,loamy sand,17.4 ,13.0 ,105.0 ,8.1 ,180 ,60 ,120 ,3048 ,6168 
437,W-NCP,WNCP0437,2007,WNCP01,8.6 ,14.7 ,3.9 ,2209.3 ,802.1 ,159.3 ,1498.2 ,3010.4 ,small_spike,Fluvo-aquic soils,loam,20.6 ,39.2 ,110.0 ,8.1 ,180 ,150 ,120 ,4365 ,5520 
438,W-NCP,WNCP0438,2007,WNCP01,8.7 ,14.8 ,3.9 ,2238.3 ,811.1 ,159.3 ,1517.1 ,3041.1 ,small_spike,Fluvo-aquic soils,loam,18.4 ,24.1 ,90.0 ,8.0 ,225 ,150 ,150 ,6015 ,7050 
