Sort,Soil quality,Crop,Year,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
1651,low,north wheat,2005,10.8,16.1,6.6,2927.4,1154.2,150.5,1603.1,3279.4,small_spike,Cinnamon soils,loam,12.8,9.5,122,8,210,120,90,5784
1652,high,north wheat,2005,11.1,16.4,6.9,3077.3,1244.1,150.5,1629.8,3358.5,small_spike,Cinnamon soils,loamy sand,18,75.3,156,8.1,210,120,90,5678
1653,high,north wheat,2005,10.8,16.1,6.6,2927.4,1154.2,150.5,1603.1,3279.4,small_spike,Cinnamon soils,loam,21.3,39.6,130,8,210,120,90,7236
1654,low,north wheat,2005,10.8,16.1,6.6,2927.4,1154.2,150.5,1603.1,3279.4,small_spike,Cinnamon soils,loam,10.7,5,104,8.1,210,120,90,2891
1655,high,north wheat,2007,9.7,14.6,5.8,2586.8,913.6,296,1525.1,3136.1,small_spike,Lime concretion fluvo-aquic soils,clay,19.8,22.1,140,8.2,240,150,90,6240
1656,high,north wheat,2007,9.7,14.5,5.7,2568.2,895,301.7,1514.6,3114.3,small_spike,Lime concretion fluvo-aquic soils,loam,18.5,23.4,151,8,240,150,90,8475
1657,high,north wheat,2007,9.7,14.5,5.7,2568.2,895,301.7,1514.6,3114.3,small_spike,Lime concretion fluvo-aquic soils,loam,16.5,25.6,182,8,240,150,90,5610
1658,low,north wheat,2008,9.6,15.9,4.2,2708.1,1005.3,165.1,1729.2,3494.8,small_spike,Cinnamon soils,loamy sand,13.5,14.8,88,7.9,225,120,90,7062
1659,high,north wheat,2007,8.6,14.4,3.8,2442.1,803,252.4,1579.9,3258.9,small_spike,Cinnamon soils,loamy sand,15.9,20.3,196,8.1,225,120,90,7535
1660,low,north wheat,2007,8.6,14.4,3.8,2442.1,803,252.4,1579.9,3258.9,small_spike,Cinnamon soils,loamy sand,12.5,9.6,81,8.3,225,120,90,7362
1661,high,north wheat,2007,7.9,13.7,2.7,2102.7,651,224.7,1484.9,2992.9,small_spike,Cinnamon soils,loamy sand,19,38.6,147,8,210,90,135,7959
1662,high,north wheat,2008,9,15.5,3.4,2308.9,823.4,114.7,1692.2,3265,small_spike,Cinnamon soils,loam,15.6,21.8,116,7.2,225,120,75,6989
1663,low,north wheat,2008,9,15.5,3.4,2308.9,823.4,114.7,1692.2,3265,small_spike,Cinnamon soils,sandy clay loam,13.1,15.8,150,7.1,225,120,75,5190
1664,low,north wheat,2008,8.7,13.1,5.2,2300.3,751.1,268.3,1744.1,3373.3,small_spike,Brown earths,loamy sand,10.4,16.9,86,5.4,225,75,225,6858
1665,high,north wheat,2008,8.4,14.1,3.6,2309.6,797.1,238.8,1894.9,3598.1,medium_spike,Brown earths,loam,17,70,79,6.3,225,90,90,7805
1666,low,north wheat,2009,7.7,12.6,3.8,2165.3,718.2,293.6,1582.8,3242.5,small_spike,Brown earths,sandy clay loam,12.3,17.8,39,7,225,120,75,7265
1667,high,north wheat,2009,7.7,12.6,3.8,2165.3,718.2,293.6,1582.8,3242.5,small_spike,Fluvo-aquic soils,clay loam,15.4,22.5,70,7,225,120,75,9200
1668,high,north wheat,2008,9.5,14.9,5.1,2570.3,918.1,246.3,1699.7,3381.3,small_spike,Lime concretion fluvo-aquic soils,clay loam,17,31.6,97,7,225,120,75,8205
1669,low,north wheat,2008,9.3,14.3,5.2,2416.2,770,328,1610.1,3248.1,small_spike,Fluvo-aquic soils,sand,10,12.9,78,6.7,225,120,75,6864
1670,low,north wheat,2009,7.7,13,3.6,2274.8,777.9,273.2,1697.1,3447.1,small_spike,Lime concretion fluvo-aquic soils,clay loam,11.8,9.1,123,6.4,225,120,75,8100
1671,low,north wheat,2009,7.7,13,3.6,2274.8,777.9,273.2,1697.1,3447.1,small_spike,Lime concretion fluvo-aquic soils,clay loam,13.2,9.9,111,6.1,225,120,75,7931
1672,high,north wheat,2007,9.6,15.2,4.8,2508,853.7,231.3,1361.3,2958.6,small_spike,Fluvo-aquic soils,loam,15.9,25.2,182,7.8,225,120,90,8621
1673,high,north wheat,2007,9.3,15,4.4,2364.6,780.3,196.3,1351.6,2906,medium_spike,Fluvo-aquic soils,loam,15.5,19.6,174,7.9,225,120,90,8451
1674,low,north wheat,2007,9.5,15.1,4.6,2434.3,810,196.7,1357.3,2932.4,medium_spike,Fluvo-aquic soils,loam,13.3,16.4,95,7.8,225,120,90,7242
1675,high,north wheat,2007,9.3,14.9,4.5,2382.5,778.2,195.9,1338.4,2884.7,medium_spike,Fluvo-aquic soils,sandy clay loam,21.6,21.3,221,7.9,225,120,90,8822
1676,high,north wheat,2007,9.3,14.9,4.4,2360.3,766,195.9,1338.4,2879.9,medium_spike,Fluvo-aquic soils,loamy sand,17.7,24.9,170,8.1,225,120,90,7203
1677,high,north wheat,2007,9.4,15,4.5,2395.7,791.4,196.3,1357.3,2922.8,medium_spike,Fluvo-aquic soils,loam,16.2,20.8,92,7.7,225,120,90,8999
1678,high,north wheat,2008,9.9,15.7,4.9,2487.6,867.7,188,1425.4,2973.4,small_spike,Fluvo-aquic soils,loam,17.5,25,114,7.4,240,120,90,8678
1679,low,north wheat,2007,8,14.1,3.3,2048.2,630.6,130.6,1219,2635,small_spike,Fluvo-aquic soils,loam,10.3,18.1,89,7.3,240,240,150,7575
1680,low,north wheat,2007,8.9,14.6,4.2,2192.6,687.4,190.9,1516.7,3027.4,small_spike,Cinnamon soils,loam,10.8,14.3,89,7.2,210,120,120,6395
1681,low,north wheat,2007,8.9,14.6,4.2,2194.8,689.6,197.8,1517.3,3031.4,small_spike,Cinnamon soils,loam,11.4,13.5,85,7.7,210,120,120,6714
1682,low,north wheat,2007,8.9,14.6,4.2,2213.8,698.6,241.8,1522.4,3047,small_spike,Cinnamon soils,loam,13.5,17.1,88,6.9,210,120,120,7034
1683,low,north wheat,2007,8.8,14.6,4.2,2186.3,681.1,190.9,1512.4,3015.8,small_spike,Brown earths,sandy clay loam,13.4,13.9,88,7.3,210,120,120,5882
1684,low,north wheat,2007,10,14.7,5.9,2524.4,866.5,248.3,1484.4,3112.5,large_spike,Brown earths,clay loam,8.6,8.6,153,7.1,180,120,150,6969
1685,high,north wheat,2007,9.6,14.4,5.6,2399.8,791.9,247.2,1453.7,3026.2,small_spike,Cinnamon soils,loamy sand,24.8,19.4,140,6.5,180,120,150,8181
1686,low,north wheat,2007,10,15.3,5.9,2567.3,857.5,207.7,1332.5,2934.5,medium_spike,Fluvo-aquic soils,loam,12.5,16.8,117,7.9,225,120,90,7895
1687,low,north wheat,2007,9.5,14.9,5.3,2261.2,735,238.4,1402.1,2948.6,small_spike,Fluvo-aquic soils,loamy sand,12.2,14.3,58,8.3,225,120,75,6750
1688,high,north wheat,2007,9.8,15.2,5.5,2397.2,801,239.3,1456.6,3063.8,small_spike,Fluvo-aquic soils,loam,16.2,19.7,118,8.2,225,120,75,7290
1689,low,north wheat,2007,9.6,15.8,4.9,2445.8,830.2,231.1,1477.4,3167.8,small_spike,Fluvo-aquic soils,loam,9.3,7,143,8,225,120,90,3447
1690,low,north wheat,2007,9.6,15.8,4.8,2440.9,825.3,218.2,1482,3170.6,small_spike,Fluvo-aquic soils,loam,8.3,8.9,62,8,225,120,90,3836
1691,low,north wheat,2007,9.2,15.3,4.5,2306.5,720.9,236.5,1432.2,3048,small_spike,Fluvo-aquic soils,loam,10.8,6.5,95,8.1,225,120,90,4725
1692,low,north wheat,2007,9.2,15.4,4.5,2325,739.4,236.5,1441.4,3071.6,small_spike,Fluvo-aquic soils,loam,10.8,6.5,122,8,225,120,90,4539
1693,high,north wheat,2007,8.8,14.3,4.2,2259.5,673.5,338.6,1414.5,2983.1,small_spike,Fluvo-aquic soils,loam,30.1,21.5,72,6.8,225,120,105,7554
1694,high,north wheat,2007,8.7,14.2,4.1,2213.3,657.3,338.6,1388.5,2935.4,small_spike,Fluvo-aquic soils,loam,30.1,22.7,105,6.8,225,120,105,7811
1695,low,north wheat,2007,8.7,14.2,4,2176.9,650.9,327.5,1380.1,2913.8,large_spike,Fluvo-aquic soils,loam,10.9,17.9,109,6,225,120,105,5979
1696,low,north wheat,2008,9.4,15.1,4.5,2373.4,798.4,246,1451.9,3043.3,small_spike,Brown earths,sandy loam,11.2,7.9,87,5.8,210,120,120,7181
1697,low,north wheat,2008,9.4,15.1,4.5,2373.4,798.4,246,1451.9,3043.3,small_spike,Brown earths,loam,10.3,7.4,90,5.9,210,120,120,7910
1698,low,north wheat,2008,9.4,15.1,4.5,2373.4,798.4,246,1451.9,3043.3,small_spike,Brown earths,loam,9.7,7.9,80,5.8,180,120,120,6152
1699,low,north wheat,2008,9.4,15.1,4.5,2373.4,798.4,246,1451.9,3043.3,small_spike,Brown earths,loam,12.4,10.9,99,5.9,240,120,90,8807
1700,low,north wheat,2007,9.4,15,4.7,2395.1,772,252.2,1244.6,2801.7,small_spike,Brown earths,sandy clay loam,14.4,13.1,85,6.7,180,225,120,6149
1701,high,north wheat,2007,9.5,15.1,4.8,2461.8,808.7,252.2,1246.6,2824.7,small_spike,Cinnamon soils,loam,16.4,23.3,87,7.3,180,225,120,6549
1702,high,north wheat,2007,9.4,15,4.7,2416.1,783,252.2,1249.9,2810.9,small_spike,Brown earths,loam,28.3,22.9,92,7.7,180,225,120,6510
1703,low,north wheat,2008,9.8,15.7,5,2501.9,850,320.4,1394.6,2978.8,small_spike,Brown earths,sandy clay loam,13.2,8.5,103,7.4,180,225,120,6536
1704,low,north wheat,2007,9.4,15,4.7,2414.3,781.2,252.2,1246.8,2803.4,small_spike,Cinnamon soils,sand,14.8,14.3,118,7.9,225,120,90,6510
1705,high,north wheat,2008,10.1,16,5.2,2612.6,920.7,320.4,1431.9,3071.4,small_spike,Cinnamon soils,loam,17.9,34,109,7.8,180,225,120,6549
1706,high,north wheat,2007,7.9,13.7,3.2,2087.7,700.4,157,1440.8,2876.3,small_spike,Fluvo-aquic soils,clay,18.3,24.3,196,8.8,255,79,63,5695
1707,high,north wheat,2007,7.8,13.6,2.8,2219.6,739,197.2,1620.3,3109.9,small_spike,Fluvo-aquic soils,loam,18.3,27.3,141,8.5,255,79,63,6615
1708,high,north wheat,2007,7.6,13.4,2.5,2133.3,702.7,159.2,1608.6,3072.3,small_spike,Fluvo-aquic soils,loam,19.3,78.3,115,8.8,255,79,63,6900
1709,high,north wheat,2007,8.4,14.2,3.4,2450.5,879.9,228.2,1664.7,3249.6,small_spike,Fluvo-aquic soils,loam,17.9,52.5,181,8.7,255,79,63,8262
1710,high,north wheat,2007,7.6,13.5,2.6,2132.4,711.8,147.3,1602.6,3068.6,small_spike,Fluvo-aquic soils,loam,20,52.7,145,8.7,255,79,63,8595
1711,high,north wheat,2008,7.6,13.8,2.1,2099.1,754.1,125.7,1749.2,3145.2,small_spike,Fluvo-aquic soils,loam,18.8,57.4,88,8.7,255,79,63,6600
1712,high,north wheat,2008,7.8,14,2.3,2151.4,806.4,128.4,1757.9,3188.7,small_spike,Fluvo-aquic soils,clay,17.3,50.3,103,7.9,255,79,63,7110
1713,high,north wheat,2008,8,14.3,2.6,2249.1,864.1,128.4,1798.6,3282.2,small_spike,Fluvo-aquic soils,loam,23.1,21.2,165,8.9,255,79,63,6981
1714,high,north wheat,2007,8.4,14.2,3.4,2450.5,879.9,228.2,1664.7,3249.6,small_spike,Fluvo-aquic soils,loam,15.9,78.2,144,8.5,255,79,63,7515
1715,high,north wheat,2007,7,13.3,1.8,2052.8,661.5,207.3,1575.5,3040.6,small_spike,Fluvo-aquic soils,sandy loam,16.7,28.2,119,8.5,255,79,63,6021
1716,high,north wheat,2007,7,13.3,1.8,2052.8,661.5,207.3,1575.5,3040.6,small_spike,Fluvo-aquic soils,sandy loam,16.8,18.8,107,8.4,255,79,63,5303
1717,high,north wheat,2007,6.8,13.1,1.5,1968.5,627.2,152,1554.9,2993,small_spike,Fluvo-aquic soils,loamy sand,19.1,26.9,158,8.5,255,79,63,6735
1718,high,north wheat,2007,6.7,13,1.4,1921.3,620,152,1537.8,2955.5,small_spike,Fluvo-aquic soils,loam,19.1,26.9,158,8.5,255,79,63,6161
1719,high,north wheat,2008,7.1,13.7,1.4,2083.1,738.2,153,1798.6,3284.3,small_spike,Fluvo-aquic soils,sandy loam,17.7,45.4,151,8.3,255,79,63,7145
1720,high,north wheat,2008,7,13.6,1.3,2021.2,726.3,136.6,1769.8,3227.9,small_spike,Fluvo-aquic soils,loam,22.1,33.6,145,8.4,255,79,63,5700
1721,high,north wheat,2008,7,13.6,1.3,2021.2,726.3,136.6,1769.8,3227.9,small_spike,Fluvo-aquic soils,loam,22.1,33.6,145,8.4,255,79,63,7310
1722,high,north wheat,2008,7,13.6,1.3,2021.2,726.3,136.6,1769.8,3227.9,small_spike,Fluvo-aquic soils,loam,22.1,33.6,145,8.4,255,79,63,6176
1723,high,north wheat,2007,6.8,13.1,1.5,1968.5,627.2,152,1554.9,2993,small_spike,Fluvo-aquic soils,sandy loam,15.8,19.8,139,8.7,255,79,63,6158
1724,high,north wheat,2008,7.1,13.7,1.4,2083.1,738.2,153,1798.6,3284.3,small_spike,Fluvo-aquic soils,sandy loam,21.5,28.7,108,8.4,255,79,63,4764
1725,high,north wheat,2007,7,13.3,1.8,2052.8,661.5,207.3,1575.5,3040.6,small_spike,Fluvo-aquic soils,loam,16.7,28.7,120,7.8,255,79,63,6782
1726,high,north wheat,2007,7,13.3,1.8,2052.8,661.5,207.3,1575.5,3040.6,small_spike,Fluvo-aquic soils,loam,16.7,28.2,119,8.5,255,79,63,7080
1727,low,north wheat,2008,8.8,14.5,4.1,2469.7,936.5,194.9,1808.2,3321.6,small_spike,Cinnamon soils,loamy sand,13.8,9.7,75,7.8,255,79,63,6225
1728,high,north wheat,2008,8.8,14.5,4.1,2469.7,936.5,194.9,1808.2,3321.6,small_spike,Cinnamon soils,loam,20.7,44.4,155,8.2,255,79,63,6510
1729,high,north wheat,2008,8.8,14.5,4.1,2469.7,936.5,194.9,1808.2,3321.6,small_spike,Cinnamon soils,silt loam,24.8,50.6,188,7.8,255,79,63,6705
1730,high,north wheat,2007,8.4,13.7,4.2,2352.7,806.9,182.9,1596.8,3048.3,small_spike,Fluvo-aquic soils,clay,18.5,36,185,8.3,255,79,63,6870
1731,low,north wheat,2007,8.4,13.7,4.2,2352.7,806.9,182.9,1596.8,3048.3,small_spike,Fluvo-aquic soils,loamy sand,11.1,5.9,57,7.9,255,79,63,5700
1732,high,north wheat,2006,9,14.5,4.7,2479.1,932.6,139.1,1636.4,3115.5,small_spike,Cinnamon soils,loamy sand,19.9,59.2,189,7.6,240,66,63,6930
1733,high,north wheat,2007,8.4,13.7,4.2,2352.7,806.9,182.9,1596.8,3048.3,small_spike,Fluvo-aquic soils,loam,18.3,28.7,101,7.9,255,79,63,6756
1734,high,north wheat,2006,9.1,14.6,4.8,2516.4,959.9,127.9,1630.6,3122.9,small_spike,Fluvo-aquic soils,loam,26.9,46.9,115,7.8,240,66,63,7020
1735,high,north wheat,2007,8.4,13.7,4.2,2352.7,806.9,182.9,1596.8,3048.3,small_spike,Fluvo-aquic soils,loam,20.3,30.3,164,7.7,255,79,63,7020
1736,low,north wheat,2006,9,14.5,4.7,2479.1,932.6,139.1,1636.4,3115.5,small_spike,Fluvo-aquic soils,loam,11.9,4.7,141,8.3,240,66,63,5970
1737,low,north wheat,2007,8.4,13.7,4.2,2352.7,806.9,182.9,1596.8,3048.3,small_spike,Fluvo-aquic soils,clay,11.8,7.3,102,8.1,255,79,63,5811
1738,low,north wheat,2008,8.8,14.5,4.1,2469.7,936.5,194.9,1808.2,3321.6,small_spike,Fluvo-aquic soils,loam,11,6.8,68,7.9,255,79,63,6180
1739,low,north wheat,2006,9,14.5,4.7,2479.1,932.6,139.1,1636.4,3115.5,small_spike,Cinnamon soils,sandy clay loam,10.5,6.4,113,7.9,240,66,63,5880
1740,low,north wheat,2006,9,14.5,4.7,2479.1,932.6,139.1,1636.4,3115.5,small_spike,Cinnamon soils,clay,11.9,4.1,85,6.1,240,66,63,5648
1741,high,north wheat,2006,9,14.5,4.7,2479.1,932.6,139.1,1636.4,3115.5,small_spike,Cinnamon soils,loam,19.1,68.4,226,8,240,66,63,6810
1742,high,north wheat,2006,10.3,16,5.6,2357,805.8,199.6,1259.4,2733.7,medium_spike,Cinnamon soils,loam,17.2,27.9,115,8.3,150,90,90,9506
1743,low,north wheat,2006,10.7,16.4,5.9,2512.1,890.9,199.6,1279.5,2807.9,medium_spike,Fluvo-aquic soils,loam,13.4,13.9,93,7.8,150,90,90,7505
1744,high,north wheat,2006,10.5,16.1,5.7,2412.4,831.2,199.6,1262.9,2751.6,medium_spike,Fluvo-aquic soils,loam,15.1,36,52,8.3,120,60,60,6125
1745,low,north wheat,2006,10.4,16.1,5.6,2391.5,820.3,199.6,1259.4,2742.7,medium_spike,Fluvo-aquic soils,loam,12.9,16.9,76,7.4,120,60,60,8051
1746,low,north wheat,2006,10.5,16.2,5.7,2433.1,841.9,199.6,1270.9,2766.2,medium_spike,Fluvo-aquic soils,loam,14.5,11.1,67,8.3,120,60,60,8103
1747,high,north wheat,2006,10.4,16.2,5.6,2409,827.8,195.1,1281.3,2760.4,medium_spike,Cinnamon soils,silt loam,16.5,29.6,87,8.5,150,90,90,9152
1748,high,north wheat,2007,9.4,15,4.7,2316.9,747.8,170.6,1100.7,2557.4,small_spike,Cinnamon soils,sandy loam,19.5,19,92,8.2,240,120,120,6776
1749,low,north wheat,2007,9,14.6,4,2141,673.1,184.2,1404.6,2893.7,small_spike,Fluvo-aquic soils,loam,13.5,8.5,102,8.3,240,120,120,5520
1750,low,north wheat,2007,8.9,14.4,3.8,2072,634.1,184.2,1375.3,2824.7,small_spike,Fluvo-aquic soils,loamy sand,13.5,8.5,102,8.3,240,120,120,4871
1751,low,north wheat,2007,8.8,14.3,3.8,2040.4,622.5,184.2,1359,2796,small_spike,Fluvo-aquic soils,loamy sand,9.7,11.3,102,8.5,240,120,120,5382
1752,low,north wheat,2007,8.8,14.4,3.8,2006.7,638.8,178.7,1351.4,2803.3,small_spike,Fluvo-aquic soils,loam,12.8,8.1,179,8.4,180,90,90,6788
1753,low,north wheat,2007,8.8,14.4,3.8,1987,638.2,178.7,1338.5,2780.7,small_spike,Fluvo-aquic soils,loamy sand,13.7,9.6,120,8.4,180,90,90,4737
1754,low,north wheat,2007,9.1,14.7,4,2166.6,688.7,184.2,1414.7,2917.2,small_spike,Fluvo-aquic soils,loamy sand,13.5,14.9,111,8.4,180,90,90,7127
1755,low,north wheat,2007,9,14.6,4,2114,676.1,184.2,1386.4,2873.3,small_spike,Fluvo-aquic soils,loamy sand,12.2,12.8,129,8.4,240,120,120,5903
1756,low,north wheat,2007,9.3,15.4,4,2283.4,717.6,157.7,1267.5,2778,medium_spike,Fluvo-aquic soils,loamy sand,14.8,15.5,126,8.2,240,120,120,9135
1757,high,north wheat,2007,9.3,15.4,4,2283.4,717.6,157.7,1267.5,2778,medium_spike,Fluvo-aquic soils,loamy sand,26.4,32.4,153,8.3,180,90,90,9390
1758,high,north wheat,2007,9.3,15.4,4,2283.4,717.6,157.7,1267.5,2778,medium_spike,Fluvo-aquic soils,sandy loam,20.2,27.8,148,8.2,180,90,90,7815
1759,high,north wheat,2007,9.3,15.4,4,2283.4,717.6,157.7,1267.5,2778,medium_spike,Fluvo-aquic soils,loamy sand,19.2,26.4,116,8.2,180,90,90,7485
1760,low,north wheat,2006,8.4,14.6,3.4,2055.4,679.7,179.9,1140.8,2562.5,small_spike,Fluvo-aquic soils,loam,13.2,16.1,89,8.3,180,120,120,8346
1761,low,north wheat,2006,8.7,14.9,3.7,2165.1,739.4,179.9,1172,2638.5,small_spike,Fluvo-aquic soils,loam,11.8,8.1,67,8.3,150,90,90,7986
1762,low,north wheat,2006,8.7,14.9,3.6,2131.2,725.5,179.9,1166.4,2628.4,small_spike,Fluvo-aquic soils,loam,12.8,10.9,93,8.3,150,90,90,9305
1763,low,north wheat,2006,8.8,15,3.7,2190.2,754.5,179.9,1181.7,2661.4,small_spike,Fluvo-aquic soils,loam,12.9,12.7,51,8.2,150,90,90,7200
1764,high,north wheat,2006,9.3,15.6,4.2,2378.2,872.5,180.9,1217.4,2776.3,medium_spike,Fluvo-aquic soils,loam,16,19.1,70,8.1,180,120,120,9444
1765,low,north wheat,2005,9.1,15,4,2109.5,680.6,168.1,1130.4,2561.1,small_spike,Fluvo-aquic soils,loam,10,16.2,133,8,150,90,90,5760
1766,low,north wheat,2005,9.6,15.2,5.2,2176.4,740.3,152.1,1146.2,2587.7,medium_spike,Fluvo-aquic soils,loamy sand,11.1,9.7,84,8.1,180,120,120,7583
1767,low,north wheat,2005,9.7,15.3,5.3,2261.4,765.5,152.4,1179.1,2652.9,medium_spike,Fluvo-aquic soils,loamy sand,14.9,14.2,85,8.1,180,120,120,7284
1768,low,north wheat,2005,9.6,15.2,5.2,2185,738.9,152.1,1153.6,2594.5,medium_spike,Fluvo-aquic soils,loam,13.9,14,77,7.9,150,90,90,7338
1769,low,north wheat,2005,9.6,15.2,5.2,2162.1,736,152,1146.2,2583.6,medium_spike,Fluvo-aquic soils,loam,13.5,9.4,126,8.1,150,90,90,7149
1770,high,north wheat,2005,9.6,15.2,5.2,2212.8,746.7,152.1,1167.6,2619.9,medium_spike,Fluvo-aquic soils,loam,15.6,22.5,76,8.1,120,60,60,8556
1771,high,north wheat,2005,9.5,15.1,5.1,2124.8,718.7,152,1134.6,2555.2,medium_spike,Fluvo-aquic soils,loam,15.9,25.2,81,7.9,120,60,60,6164
1772,high,north wheat,2006,9.9,16,5,2163,679.9,311.7,1118.2,2523.7,small_spike,Lime concretion fluvo-aquic soils,loam,17.4,45.3,191,6.5,180,120,120,8363
1773,low,north wheat,2006,9.8,15.9,4.9,2125,661.9,311.7,1110.4,2505.1,small_spike,Fluvo-aquic soils,clay,9.5,14.8,64,6.6,120,60,60,5670
1774,low,north wheat,2006,9.7,15.8,4.8,2095.8,642.7,311.7,1101.9,2484.1,small_spike,Yellow-cinnamon soils,loamy sand,13.3,17.5,88,6.7,120,60,60,6003
1775,high,north wheat,2008,9.6,15,5.1,2063.3,565.8,286.4,971,2282.6,small_spike,Yellow-cinnamon soils,clay,16.6,22.2,95,6.8,180,90,90,7958
1776,high,north wheat,2008,9.6,15.1,5.1,2081.3,573.8,305.5,971,2290,small_spike,Yellow-cinnamon soils,clay,23.6,18.5,89,6.2,180,90,90,6881
1777,low,north wheat,2008,9.6,15.1,5.1,2081.3,573.8,305.5,971,2290,small_spike,Yellow-cinnamon soils,loam,11.7,12.3,79,6.4,180,90,90,6404
1778,low,north wheat,2008,9.6,15,5.1,2063.3,565.8,286.4,971,2282.6,small_spike,Yellow-cinnamon soils,clay,14.8,13.2,79,6.4,180,90,90,5768
1779,low,north wheat,2008,9.6,15.1,5.1,2081.3,573.8,305.5,971,2290,small_spike,Yellow-cinnamon soils,clay,14.2,6.2,72,6,180,90,90,6018
1780,high,north wheat,2006,10.3,15.9,5.6,2237.6,709.8,357.4,1100.5,2498.3,small_spike,Yellow-cinnamon soils,clay,16.6,41.5,146,7.2,180,120,120,8591
1781,high,north wheat,2006,10.3,15.9,5.6,2237.6,709.8,357.4,1100.5,2498.3,small_spike,Lime concretion fluvo-aquic soils,sandy clay loam,16,29.5,139,6.9,120,60,60,5823
1782,low,north wheat,2007,9.4,15.3,4.8,2173.2,661.5,250.8,1092,2542.4,small_spike,Lime concretion fluvo-aquic soils,clay loam,14.8,15.1,157,5.5,240,120,120,8297
1783,high,north wheat,2007,9.5,15.4,4.9,2225,693.3,250.8,1110.1,2586.4,small_spike,Lime concretion fluvo-aquic soils,clay,18.3,31.5,100,5.6,240,120,120,8762
1784,high,north wheat,2007,9.5,15.4,4.9,2204.4,692.7,250.8,1103.9,2577.1,small_spike,Lime concretion fluvo-aquic soils,loam,15.8,32.2,105,6.2,180,90,90,6600
1785,high,north wheat,2007,9.5,15.3,4.8,2198.1,676.4,250.8,1101.1,2564.5,small_spike,Lime concretion fluvo-aquic soils,clay,16.7,72.8,150,5.9,180,90,90,9381
1786,low,north wheat,2008,10.6,16.4,6.1,2531.9,784.2,252.2,1134,2599.4,small_spike,Fluvo-aquic soils,loamy sand,12.4,8.8,65,7.2,180,90,90,4773
1787,high,north wheat,2008,10.7,16.5,6.2,2585.2,817.5,252.2,1150.3,2640.4,small_spike,Fluvo-aquic soils,clay loam,16.2,41,137,7.3,180,90,90,8114
1788,low,north wheat,2008,10.6,16.5,6.1,2558.1,800.4,252.2,1140.2,2616.8,small_spike,Fluvo-aquic soils,loam,12.5,5.9,65,7.3,180,90,90,6078
1789,low,north wheat,2008,10.6,16.5,6.1,2558.1,800.4,252.2,1140.2,2616.8,small_spike,Fluvo-aquic soils,loamy sand,11.9,10.2,115,7.6,180,90,90,4629
1790,low,north wheat,2008,10.6,16.5,6.1,2558.1,800.4,252.2,1140.2,2616.8,small_spike,Fluvo-aquic soils,loam,13.1,3.9,78,7.5,180,90,90,6203
1791,low,north wheat,2008,10.6,16.5,6.1,2558.1,800.4,252.2,1140.2,2616.8,small_spike,Fluvo-aquic soils,loam,11.8,5.2,81,7.5,180,90,90,6225
1792,high,north wheat,2008,10.6,16.5,6.1,2558.1,800.4,252.2,1140.2,2616.8,small_spike,Cinnamon soils,loam,15.1,22.2,81,7.8,180,90,90,6626
1793,high,north wheat,2005,9.5,14.8,5.5,2254.1,740.9,168.9,1362,2856.4,small_spike,Cinnamon soils,sandy loam,17.9,27.8,112,7.9,150,90,90,7695
1794,low,north wheat,2005,9.8,15,5.7,2337.9,794.7,168.9,1375.7,2906.9,large_spike,Cinnamon soils,loam,13.4,10.9,121,7.9,150,90,90,5343
1795,low,north wheat,2007,9.7,15.4,5,2363.8,734,272.1,1450.2,2997,small_spike,Lime concretion fluvo-aquic soils,loamy sand,14.9,5,136,8.2,240,120,120,6990
1796,high,north wheat,2007,9.9,15.6,5.2,2437.2,777.4,274.1,1482.6,3071.2,small_spike,Cinnamon soils,sandy loam,17.9,24.8,147,7.1,180,90,90,10133
1797,high,north wheat,2007,9.8,15.5,5.1,2401.9,762.1,272.1,1472.7,3043.2,small_spike,Fluvo-aquic soils,sandy loam,17.8,19.9,94,6.6,180,90,90,7901
1798,low,north wheat,2007,8.9,15.3,4.2,2085,620.5,200.6,1256.4,2694.5,small_spike,Cinnamon soils,sandy loam,13.4,7.9,104,8.3,240,120,120,2024
1799,low,north wheat,2007,10,15.7,5.6,2553.1,930.7,178.8,1400.4,3056,small_spike,Red clay soils,loam,12.5,13.2,170,8,240,120,120,5396
1800,high,north wheat,2007,9.3,15,5,2382,769.6,188.4,1375,2953.3,small_spike,Cinnamon soils,loam,15.5,19.6,242,8.2,180,90,90,6077
1801,low,north wheat,2005,9,15.7,3.6,2224.9,732,180.4,1353.9,2906.5,small_spike,Cinnamon soils,sandy loam,11.4,10.4,112,8,180,120,120,5336
1802,low,north wheat,2006,9.9,17.3,4.2,2344.7,842.3,94.2,1361.9,2907.2,small_spike,Cinnamon soils,sandy loam,10.4,3.2,128,8,168,36,36,5424
1803,low,north wheat,2005,8.9,15.7,3.5,2162.5,719.6,176.1,1346.9,2880.1,small_spike,Cinnamon soils,sandy loam,14.3,6.8,143,8,180,120,120,6333
1804,low,north wheat,2006,10,17.3,4.3,2382.7,850.3,112.9,1386.5,2941.3,small_spike,Cinnamon soils,sandy loam,14.6,12.4,191,7.9,150,90,90,5783
1805,high,north wheat,2005,8.9,15.8,3.5,2118.3,735.4,153.3,1339.6,2862.3,medium_spike,Cinnamon soils,loam,17,31.3,248,8,180,120,120,6251
